player,pos,team,games,fg,fg_att,fg_0019,fg_att_0019,fg_2029,fg_att_2029,fg_3039,fg_att_3039,fg_4049,fg_att_4049,fg_50,fg_att_50,xp,xp_att,site_pts,site_fppg,src_id,data_src,id,fg_50_att,fg_4049_att,fg_0039,fg_att_39,bye,opp,draft_rank,fg_pct,xp_pct,pct_owned,pos_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Daniel Carlson,K,LV,NA,1.5,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,5.8,NA,17420,FantasyPros,13718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,0.8,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,3.5,NA,9232,FantasyPros,9694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NYJ,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,11.77,NA,4780,FleaFlicker,8851,NA,NA,NA,NA,9,@NOSun 1:00 PM,NA,2/1,1/1,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Fitzgerald,K,CAR,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,11.13,NA,19685,FleaFlicker,17277,NA,NA,NA,NA,4,TBSun 1:00 PM,NA,2/1,2/2,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,TB,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,10.49,NA,15412,FleaFlicker,14717,NA,NA,NA,NA,9,@CARSun 1:00 PM,K7,2/2,2/2,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,10.42,NA,10888,FleaFlicker,11945,NA,NA,NA,NA,5,GBSat 8:20 PM,K17,2/2,2/2,42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,10.35,NA,10779,FleaFlicker,11936,NA,NA,NA,NA,5,@DETSun 4:25 PM,K12,2/1,2/2,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,10.19,NA,11124,FleaFlicker,12437,NA,NA,NA,NA,8,LARThu 8:15 PM,K9,2/2,2/2,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Little,K,JAC,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,10.16,NA,18510,FleaFlicker,16680,NA,NA,NA,NA,8,@DENSun 4:05 PM,K6,2/1,2/2,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.9,9.91,NA,13035,FleaFlicker,13303,NA,NA,NA,NA,9,@WASSat 5:00 PM,K22,2/2,2/2,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,MIA,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.8,9.76,NA,16587,FleaFlicker,15369,NA,NA,NA,NA,2,CINSun 1:00 PM,NA,2/2,2/2,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,TEN,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.6,9.62,NA,15366,FleaFlicker,14600,NA,NA,NA,NA,0,KCSun 1:00 PM,NA,2/1,1/1,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,SF,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,9.6,NA,13986,FleaFlicker,13719,NA,NA,NA,NA,4,@INDMon 8:15 PM,K10,2/2,2/2,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,GB,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,9.58,NA,9754,FleaFlicker,11947,NA,NA,NA,NA,5,@CHISat 8:20 PM,K19,2/2,2/2,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zane Gonzalez,K,ATL,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,9.56,NA,13085,FleaFlicker,13347,NA,NA,NA,NA,5,@ARISun 4:05 PM,NA,2/2,2/2,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Butker,K,KC,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,9.48,NA,13124,FleaFlicker,13354,NA,NA,NA,NA,0,@TENSun 1:00 PM,K15,2/1,2/2,67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,DEN,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,9.38,NA,12611,FleaFlicker,12956,NA,NA,NA,NA,2,JACSun 4:05 PM,K8,2/1,2/2,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chad Ryland,K,ARI,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,9.27,NA,17688,FleaFlicker,16292,NA,NA,NA,NA,8,ATLSun 4:05 PM,K24,2/2,2/2,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Grupe,K,IND,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,9.26,NA,17834,FleaFlicker,16444,NA,NA,NA,NA,1,SFMon 8:15 PM,NA,2/1,2/2,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Bates,K,DET,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,3.2,9.23,NA,18337,FleaFlicker,16846,NA,NA,NA,NA,8,PITSun 4:25 PM,K4,2/2,3/3,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andy Borregales,K,NE,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,9.2,NA,19378,FleaFlicker,17220,NA,NA,NA,NA,4,@BALSun 8:20 PM,K18,2/1,2/2,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Moody,K,WAS,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,9.02,NA,17665,FleaFlicker,16286,NA,NA,NA,NA,2,PHISat 5:00 PM,K26,2/1,2/2,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.7,8.73,NA,12347,FleaFlicker,12860,NA,NA,NA,NA,6,LVSun 4:25 PM,K3,2/2,2/2,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameron Dicker,K,LAC,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.7,8.67,NA,17315,FleaFlicker,15979,NA,NA,NA,NA,2,@DALSun 1:00 PM,K2,2/2,2/2,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,8.59,NA,16457,FleaFlicker,15368,NA,NA,NA,NA,0,@MIASun 1:00 PM,K13,2/2,2/2,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Loop,K,BAL,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,8.55,NA,19411,FleaFlicker,17222,NA,NA,NA,NA,7,NESun 8:20 PM,K5,2/2,2/2,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aubrey,K,DAL,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,8.54,NA,18330,FleaFlicker,16414,NA,NA,NA,NA,0,LACSun 1:00 PM,K1,2/2,2/2,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Reichard,K,MIN,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,8.3,NA,18573,FleaFlicker,16681,NA,NA,NA,NA,6,@NYGSun 1:00 PM,K14,2/1,2/2,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Smyth,K,NO,NA,2,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,8.08,NA,18354,FleaFlicker,17424,NA,NA,NA,NA,1,NYJSun 1:00 PM,NA,2/2,2/2,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Sauls,K,NYG,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,5.55,NA,19784,FleaFlicker,NA,NA,NA,NA,NA,4,MINSun 1:00 PM,NA,0/0,2/2,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.4,5.42,NA,13947,FleaFlicker,13718,NA,NA,NA,NA,8,@HOUSun 4:25 PM,K27,1/1,1/1,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Mevis,K,LAR,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,5.31,NA,18786,FleaFlicker,16843,NA,NA,NA,NA,8,@SEAThu 8:15 PM,K16,1/1,2/2,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Badgley,K,BUF,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.3,5.3,NA,14050,FleaFlicker,13980,NA,NA,NA,NA,7,@CLESun 1:00 PM,NA,0/0,1/1,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRGraham Gano,K,NYG,NA,1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1.2,5.2,NA,6304,FleaFlicker,9694,NA,NA,NA,NA,4,MINSun 1:00 PM,NA,0/0,1/1,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andre Szmyt,K,CLE,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,4.53,NA,18046,FleaFlicker,16419,NA,NA,NA,NA,9,BUFSun 1:00 PM,NA,1/1,1/1,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRDJason Sanders,K,MIA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,13977,FleaFlicker,13832,NA,NA,NA,NA,2,CINSun 1:00 PM,K23,0/0,0/0,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTyler Bass,K,BUF,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,15626,FleaFlicker,14983,NA,NA,NA,NA,7,@CLESun 1:00 PM,K25,0/0,0/0,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade York,K,NO,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,16929,FleaFlicker,15882,NA,NA,NA,NA,1,NYJSun 1:00 PM,NA,0/0,0/0,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lucas Havrisik,K,GB,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,17574,FleaFlicker,16043,NA,NA,NA,NA,5,@CHISat 8:20 PM,NA,0/0,0/0,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Karty,K,LAR,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,18562,FleaFlicker,16775,NA,NA,NA,NA,8,@SEAThu 8:15 PM,NA,0/0,0/0,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aubrey,K,DAL,NA,NA,NA,NA,NA,0.45,NA,0.52,NA,0.58,NA,0.58,NA,2.47,NA,10.02,NA,2571750,NFL,16414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Bates,K,DET,NA,NA,NA,NA,NA,0.34,NA,0.55,NA,0.55,NA,0.41,NA,3.21,NA,9.58,NA,2571759,NFL,16846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,NA,NA,NA,NA,0.46,NA,0.59,NA,0.53,NA,0.39,NA,2.43,NA,9.12,NA,2556521,NFL,12860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameron Dicker,K,LAC,NA,NA,NA,0.06,NA,0.38,NA,0.56,NA,0.56,NA,0.38,NA,2.44,NA,9.02,NA,2568435,NFL,15979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,NA,NA,NA,NA,NA,0.46,NA,0.59,NA,0.53,NA,0.39,NA,2.23,NA,8.92,NA,2550545,NFL,11936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,NA,NA,NA,NA,0.4,NA,0.53,NA,0.53,NA,0.33,NA,2.84,NA,8.87,NA,2565953,NFL,15368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,NA,NA,NA,NA,0.46,NA,0.52,NA,0.52,NA,0.26,NA,2.88,NA,8.68,NA,2558172,NFL,13303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,TB,NA,NA,NA,NA,NA,0.38,NA,0.5,NA,0.5,NA,0.38,NA,2.63,NA,8.67,NA,2563203,NFL,14717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Loop,K,BAL,NA,NA,NA,NA,NA,0.32,NA,0.52,NA,0.58,NA,0.26,NA,2.92,NA,8.48,NA,2573940,NFL,17222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Little,K,JAX,NA,NA,NA,NA,NA,0.46,NA,0.53,NA,0.46,NA,0.33,NA,2.43,NA,8.43,NA,2572147,NFL,16680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Butker,K,KC,NA,NA,NA,0.06,NA,0.36,NA,0.48,NA,0.42,NA,0.36,NA,2.6,NA,8.36,NA,2558245,NFL,13354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Reichard,K,MIN,NA,NA,NA,NA,NA,0.38,NA,0.5,NA,0.5,NA,0.38,NA,2.31,NA,8.35,NA,2572273,NFL,16681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zane Gonzalez,K,ATL,NA,NA,NA,NA,NA,0.26,NA,0.78,NA,0.52,NA,0.26,NA,2.34,NA,8.32,NA,2558178,NFL,13347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,DEN,NA,NA,NA,NA,NA,0.44,NA,0.5,NA,0.44,NA,0.38,NA,2.25,NA,8.29,NA,2556601,NFL,12956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,SF,NA,NA,NA,NA,NA,0.26,NA,0.77,NA,0.52,NA,0.26,NA,2.32,NA,8.27,NA,2560842,NFL,13719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,MIA,NA,NA,NA,NA,NA,0.42,NA,0.63,NA,0.42,NA,0.21,NA,2.75,NA,8.21,NA,2567013,NFL,15369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,GB,NA,NA,NA,NA,NA,0.44,NA,0.5,NA,0.5,NA,0.31,NA,2.25,NA,8.12,NA,2541556,NFL,11947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chad Ryland,K,ARI,NA,NA,NA,NA,NA,0.38,NA,0.5,NA,0.5,NA,0.31,NA,2.13,NA,7.82,NA,2570125,NFL,16292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Grupe,K,IND,NA,NA,NA,NA,NA,0.39,NA,0.52,NA,0.46,NA,0.33,NA,2.02,NA,7.78,NA,2571234,NFL,16444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Moody,K,WAS,NA,NA,NA,NA,NA,0.3,NA,0.54,NA,0.48,NA,0.24,NA,2.62,NA,7.78,NA,2570308,NFL,16286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,NA,NA,NA,NA,0.44,NA,0.5,NA,0.56,NA,0.25,NA,1.94,NA,7.69,NA,2550636,NFL,11945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,NA,NA,NA,NA,0.44,NA,0.5,NA,0.5,NA,0.25,NA,2.06,NA,7.63,NA,2553112,NFL,12437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,NA,NA,NA,NA,0.38,NA,0.38,NA,0.43,NA,0.38,NA,1.83,NA,7.3,NA,2560993,NFL,13718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Fitzgerald,K,CAR,NA,NA,NA,NA,NA,0.38,NA,0.56,NA,0.5,NA,0.19,NA,2,NA,7.27,NA,2573979,NFL,17277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Smyth,K,NO,NA,NA,NA,NA,NA,0.36,NA,0.55,NA,0.73,NA,0.18,NA,1.45,NA,7.27,NA,2572330,NFL,17424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Mevis,K,LAR,NA,NA,NA,NA,NA,0.25,NA,0.5,NA,0.5,NA,0.25,NA,2,NA,7,NA,2572932,NFL,16843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NYJ,NA,NA,NA,NA,NA,0.35,NA,0.52,NA,0.46,NA,0.17,NA,1.9,NA,6.74,NA,2507225,NFL,8851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andy Borregales,K,NE,NA,NA,NA,NA,NA,0.34,NA,0.45,NA,0.45,NA,0.17,NA,1.97,NA,6.54,NA,2574365,NFL,17220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Sauls,K,NYG,NA,NA,NA,NA,NA,0.32,NA,0.64,NA,0.32,NA,NA,NA,2.55,NA,6.39,NA,2574499,NFL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,TEN,NA,NA,NA,NA,NA,0.32,NA,0.38,NA,0.38,NA,0.27,NA,1.57,NA,6.16,NA,2563132,NFL,14600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,SF,NA,2.14,3.28,0.05,NA,0.82,NA,0.55,NA,0.64,NA,0.08,NA,3.23,2.35,10.45,NA,54195,FanDuel,13719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,27,San Francisco 49ers,14,Indianapolis Colts,IND,27,San Francisco 49ers,SF,WEEKLY
Ka'imi Fairbairn,K,HOU,NA,1.97,3.28,0.02,NA,0.69,NA,0.49,NA,0.49,NA,0.27,NA,3.19,2.45,10.1,NA,53463,FanDuel,12860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,13,Houston Texans,13,Houston Texans,HOU,35,Las Vegas Raiders,LV,WEEKLY
Zane Gonzalez,K,ATL,NA,1.94,2.77,0.04,NA,0.36,NA,0.65,NA,0.6,NA,0.29,NA,2.72,2.15,9.72,NA,53462,FanDuel,13347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,26,2,Atlanta Falcons,1,Arizona Cardinals,ARI,2,Atlanta Falcons,ATL,WEEKLY
Jake Bates,K,DET,NA,1.89,3.65,0,NA,0.59,NA,0.7,NA,0.5,NA,0.04,NA,3.51,2.28,9.58,NA,55997,FanDuel,16846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,20,11,Detroit Lions,11,Detroit Lions,DET,25,Pittsburgh Steelers,PIT,WEEKLY
Brandon Aubrey,K,DAL,NA,1.99,2.68,0,NA,0.59,NA,0.49,NA,0.72,NA,0.17,NA,2.58,2.18,9.55,NA,55648,FanDuel,16414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,9,Dallas Cowboys,9,Dallas Cowboys,DAL,34,Los Angeles Chargers,LAC,WEEKLY
Evan McPherson,K,CIN,NA,2.01,2.44,0.03,NA,0.56,NA,0.67,NA,0.66,NA,0.16,NA,2.32,2.19,9.54,NA,54904,FanDuel,15368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,22,7,Cincinnati Bengals,17,Miami Dolphins,MIA,7,Cincinnati Bengals,CIN,WEEKLY
Riley Patterson,K,MIA,NA,1.98,2.73,0.04,NA,0.66,NA,0.52,NA,0.58,NA,0.17,NA,2.67,2.29,9.5,NA,55158,FanDuel,15369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,32,17,Miami Dolphins,17,Miami Dolphins,MIA,7,Cincinnati Bengals,CIN,WEEKLY
Chase McLaughlin,K,TB,NA,2.07,2.56,0.04,NA,0.63,NA,0.63,NA,0.46,NA,0.25,NA,2.49,2.42,9.48,NA,54352,FanDuel,14717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,24,30,Tampa Bay Buccaneers,5,Carolina Panthers,CAR,30,Tampa Bay Buccaneers,TB,WEEKLY
Will Reichard,K,MIN,NA,1.97,2.5,0.05,NA,0.61,NA,0.43,NA,0.68,NA,0.2,NA,2.43,2.34,9.42,NA,55919,FanDuel,16681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,29,18,Minnesota Vikings,21,New York Giants,NYG,18,Minnesota Vikings,MIN,WEEKLY
Matt Prater,K,BUF,NA,1.92,2.81,0.03,NA,0.65,NA,0.6,NA,0.45,NA,0.19,NA,2.71,2.35,9.3,NA,2866,FanDuel,8930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,4,Buffalo Bills,8,Cleveland Browns,CLE,4,Buffalo Bills,BUF,WEEKLY
Nick Folk,K,NYJ,NA,2.02,1.86,0.03,NA,0.64,NA,0.47,NA,0.55,NA,0.33,NA,1.78,2.14,9.05,NA,2816,FanDuel,8851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,22,New York Jets,20,New Orleans Saints,NO,22,New York Jets,NYJ,WEEKLY
Wil Lutz,K,DEN,NA,1.95,2.51,0.02,NA,0.72,NA,0.65,NA,0.36,NA,0.19,NA,2.48,2.2,9.04,NA,53178,FanDuel,12956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,10,Denver Broncos,10,Denver Broncos,DEN,15,Jacksonville Jaguars,JAC,WEEKLY
Chris Boswell,K,PIT,NA,1.88,2.62,0,NA,0.57,NA,0.7,NA,0.42,NA,0.19,NA,2.58,2.07,9.02,NA,52927,FanDuel,11936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,21,25,Pittsburgh Steelers,11,Detroit Lions,DET,25,Pittsburgh Steelers,PIT,WEEKLY
Cameron Dicker,K,LAC,NA,1.73,2.94,0,NA,0.48,NA,0.57,NA,0.52,NA,0.17,NA,2.84,1.91,8.92,NA,55437,FanDuel,15979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,31,34,Los Angeles Chargers,9,Dallas Cowboys,DAL,34,Los Angeles Chargers,LAC,WEEKLY
Jake Elliott,K,PHI,NA,1.65,3.36,0.07,NA,0.52,NA,0.48,NA,0.51,NA,0.07,NA,3.22,2.13,8.82,NA,53569,FanDuel,13303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,30,24,Philadelphia Eagles,32,Washington Commanders,WSH,24,Philadelphia Eagles,PHI,WEEKLY
Tyler Loop,K,BAL,NA,1.86,2.26,0.02,NA,0.55,NA,0.6,NA,0.5,NA,0.18,NA,2.21,2.11,8.62,NA,56289,FanDuel,17222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,9,3,Baltimore Ravens,3,Baltimore Ravens,BAL,19,New England Patriots,NE,WEEKLY
Harrison Butker,K,KC,NA,1.53,3.27,0.04,NA,0.49,NA,0.37,NA,0.47,NA,0.17,NA,3.16,1.87,8.59,NA,53628,FanDuel,13354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,28,16,Kansas City Chiefs,31,Tennessee Titans,TEN,16,Kansas City Chiefs,KC,WEEKLY
Ryan Fitzgerald,K,CAR,NA,1.8,2.44,0.02,NA,0.54,NA,0.48,NA,0.5,NA,0.2,NA,2.4,2.13,8.52,NA,56309,FanDuel,17277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,17,5,Carolina Panthers,5,Carolina Panthers,CAR,30,Tampa Bay Buccaneers,TB,WEEKLY
Matt Gay,K,SF,NA,1.63,2.74,0.07,NA,0.69,NA,0.16,NA,0.49,NA,0.22,NA,2.67,2.25,8.49,NA,54199,FanDuel,14244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,16,27,San Francisco 49ers,14,Indianapolis Colts,IND,27,San Francisco 49ers,SF,WEEKLY
