player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,curr_site_pts,draft_rank,pass_comp_pct,pct_owned,fumble_TD,rec,rec_tgt,rec_yds,rec_tds,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Dak Prescott,QB,DAL,NA,NA,NA,290.86,NA,2.39,0.82,NA,NA,12.37,NA,0.1,0.23,20.99,NA,2555260,NFL,12620,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Hurts,QB,PHI,NA,NA,NA,207.92,NA,1.59,0.61,NA,NA,35.24,NA,0.66,0.23,20.54,NA,2564832,NFL,14783,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,QB,BAL,NA,NA,NA,234.79,NA,2.11,0.63,NA,NA,31.37,NA,0.16,0.25,20.23,NA,2560757,NFL,13593,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Mahomes,QB,KC,NA,NA,NA,237.37,NA,1.85,0.74,NA,NA,31.06,NA,0.25,0.13,19.82,NA,2558125,NFL,13116,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,NA,NA,268.01,NA,2.23,0.67,NA,NA,7.83,NA,0.06,0.18,19.14,NA,2555334,NFL,12611,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,TB,NA,NA,NA,252.74,NA,1.84,0.77,NA,NA,22.73,NA,0.13,0.27,18.5,NA,2560800,NFL,13590,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Love,QB,GB,NA,NA,NA,231.54,NA,1.79,0.68,NA,NA,22.28,NA,0.14,0.19,17.81,NA,2564007,NFL,14782,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Herbert,QB,LAC,NA,NA,NA,235.47,NA,1.86,0.65,NA,NA,19.56,NA,0.09,0.16,17.79,NA,2565045,NFL,14779,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,QB,LAR,NA,NA,NA,242.9,NA,2.05,0.65,NA,NA,7.6,NA,0.06,0.13,17.54,NA,79860,NFL,9431,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bo Nix,QB,DEN,NA,NA,NA,202.02,NA,1.79,0.69,NA,NA,25.84,NA,0.23,0.18,17.52,NA,2572003,NFL,16582,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Daniels,QB,WAS,NA,NA,NA,214.88,NA,1.54,0.71,NA,NA,27.33,NA,0.12,0.2,16.45,NA,2572564,NFL,16581,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Burrow,QB,CIN,NA,NA,NA,232.14,NA,1.82,0.74,NA,NA,11.3,NA,0.09,0.19,16.44,NA,2563722,NFL,14777,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacoby Brissett,QB,ARI,NA,NA,NA,238.99,NA,1.6,0.68,NA,NA,15.53,NA,0.13,0.3,16.39,NA,2555261,NFL,12616,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrod Taylor,QB,NYJ,NA,NA,NA,199.35,NA,1.67,0.71,NA,NA,28.11,NA,0.17,0.44,16.31,NA,2495240,NFL,10413,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Darnold,QB,SEA,NA,NA,NA,237.72,NA,1.82,0.75,NA,NA,7.89,NA,0.06,0.22,16.06,NA,2561036,NFL,13592,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Shough,QB,NO,NA,NA,NA,240.57,NA,1.62,0.83,NA,NA,11.52,NA,0.14,0.23,16.03,NA,2574406,NFL,17039,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Rodgers,QB,PIT,NA,NA,NA,211.95,NA,1.85,0.6,NA,NA,8.27,NA,0.07,0.15,15.69,NA,2506363,NFL,7836,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caleb Williams,QB,CHI,NA,NA,NA,191.46,NA,1.24,0.54,NA,NA,26.23,NA,0.26,0.26,15.26,NA,2571913,NFL,16579,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lawrence,QB,JAX,NA,NA,NA,204.16,NA,1.38,0.81,NA,NA,16.08,NA,0.31,0.23,15.13,NA,2566163,NFL,15237,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Stroud,QB,HOU,NA,NA,NA,217.97,NA,1.45,0.68,NA,NA,14.57,NA,0.09,0.18,14.86,NA,2569819,NFL,16150,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shedeur Sanders,QB,CLE,NA,NA,NA,236.64,NA,1.53,0.84,NA,NA,8.65,NA,0.07,0.26,14.73,NA,2574063,NFL,17031,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.J. McCarthy,QB,MIN,NA,NA,NA,203.01,NA,1.59,1,NA,NA,17.48,NA,0.13,0.21,14.65,NA,2572270,NFL,16584,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tua Tagovailoa,QB,MIA,NA,NA,NA,210.55,NA,1.6,0.7,NA,NA,6.96,NA,0.07,0.22,14.16,NA,2564499,NFL,14778,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Jones,QB,IND,NA,NA,NA,215.1,NA,1.4,0.6,NA,NA,11.34,NA,0.11,0.36,14.14,NA,2562299,NFL,14059,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,LV,NA,NA,NA,219.93,NA,1.4,0.83,NA,NA,11.13,NA,0.08,0.16,14.07,NA,2539335,NFL,11150,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kirk Cousins,QB,ATL,NA,NA,NA,204.73,NA,1.53,0.73,NA,NA,10.12,NA,0.07,0.41,13.58,NA,2532820,NFL,10700,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Ward,QB,TEN,NA,NA,NA,187.29,NA,1.14,0.72,NA,NA,9.32,NA,0.09,0.27,11.6,NA,2574164,NFL,17030,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dak Prescott,QB,DAL,NA,36.75,24.41,266.78,NA,2.03,0.79,NA,4.3,19.31,NA,0.26,NA,21.23,NA,53101,FanDuel,12620,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,20,9,Dallas Cowboys,11,Detroit Lions,DET,9,Dallas Cowboys,DAL,WEEKLY
Josh Allen,QB,BUF,NA,31.37,21.16,227.73,NA,1.83,0.77,NA,4.59,23.69,NA,0.51,NA,20.91,NA,53775,FanDuel,13589,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,2,30,4,Buffalo Bills,4,Buffalo Bills,BUF,7,Cincinnati Bengals,CIN,WEEKLY
Jared Goff,QB,DET,NA,33.53,23.12,264.44,NA,2.15,0.56,NA,0.82,6.54,NA,0.04,NA,19.35,NA,53082,FanDuel,12611,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,6,29,11,Detroit Lions,11,Detroit Lions,DET,9,Dallas Cowboys,DAL,WEEKLY
Jalen Hurts,QB,PHI,NA,29.78,19.21,206.13,NA,1.16,0.54,NA,7.33,33.85,NA,0.59,NA,18.95,NA,54662,FanDuel,14783,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4,8,9,24,Philadelphia Eagles,34,Los Angeles Chargers,LAC,24,Philadelphia Eagles,PHI,WEEKLY
Matthew Stafford,QB,LA,NA,34.74,22.83,257.63,NA,2.11,0.7,NA,1.61,5.7,NA,0.07,NA,18.88,NA,46,FanDuel,9431,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,5,9,22,33,Los Angeles Rams,1,Arizona Cardinals,ARI,33,Los Angeles Rams,LA,WEEKLY
Lamar Jackson,QB,BAL,NA,28.27,18,217.45,NA,1.62,0.54,NA,5.85,33.55,NA,0.17,NA,18.51,NA,53773,FanDuel,13593,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,10,18,3,Baltimore Ravens,3,Baltimore Ravens,BAL,25,Pittsburgh Steelers,PIT,WEEKLY
Patrick Mahomes,QB,KC,NA,32.83,20.6,230.95,NA,1.41,0.61,NA,5.61,29.44,NA,0.19,NA,18.19,NA,53432,FanDuel,13116,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,7,11,2,16,Kansas City Chiefs,16,Kansas City Chiefs,KC,13,Houston Texans,HOU,WEEKLY
Joe Burrow,QB,CIN,NA,35.26,23.51,249.26,NA,1.89,0.63,NA,1.93,8.58,NA,0.09,NA,18.1,NA,54499,FanDuel,14777,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,8,12,12,7,Cincinnati Bengals,4,Buffalo Bills,BUF,7,Cincinnati Bengals,CIN,WEEKLY
Bo Nix,QB,DEN,NA,33.5,21.39,226.01,NA,1.6,0.7,NA,4.29,18.16,NA,0.19,NA,17.6,NA,55913,FanDuel,16582,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,9,13,23,10,Denver Broncos,35,Las Vegas Raiders,LV,10,Denver Broncos,DEN,WEEKLY
Jayden Daniels,QB,WSH,NA,27.88,17.73,191.04,NA,1.26,0.62,NA,7.61,34.98,NA,0.3,NA,17.18,NA,55928,FanDuel,16581,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10,16,10,32,Washington Commanders,18,Minnesota Vikings,MIN,32,Washington Commanders,WSH,WEEKLY
Baker Mayfield,QB,TB,NA,30.53,19.71,211.7,NA,1.75,0.64,NA,3.96,17.11,NA,0.13,NA,16.82,NA,53777,FanDuel,13590,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,11,17,14,30,Tampa Bay Buccaneers,30,Tampa Bay Buccaneers,TB,20,New Orleans Saints,NO,WEEKLY
Sam Darnold,QB,SEA,NA,30.84,20.61,244.43,NA,1.72,0.88,NA,1.45,6.09,NA,0.06,NA,16.53,NA,53786,FanDuel,13592,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,12,19,13,28,Seattle Seahawks,2,Atlanta Falcons,ATL,28,Seattle Seahawks,SEA,WEEKLY
J.J. McCarthy,QB,MIN,NA,31.36,19.47,206.89,NA,1.45,0.63,NA,4.04,17.76,NA,0.16,NA,15.8,NA,55918,FanDuel,16584,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,13,22,31,18,Minnesota Vikings,18,Minnesota Vikings,MIN,32,Washington Commanders,WSH,WEEKLY
C.J. Stroud,QB,HOU,NA,32.52,21.88,239.58,NA,1.16,0.62,NA,2.73,15.89,NA,0.11,NA,15.69,NA,55619,FanDuel,16150,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,14,24,17,13,Houston Texans,16,Kansas City Chiefs,KC,13,Houston Texans,HOU,WEEKLY
Jacoby Brissett,QB,ARI,NA,34.62,23.02,228.55,NA,1.16,0.52,NA,3.74,16.27,NA,0.17,NA,15.41,NA,53222,FanDuel,12616,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,15,26,3,1,Arizona Cardinals,1,Arizona Cardinals,ARI,33,Los Angeles Rams,LA,WEEKLY
Tyrod Taylor,QB,NYJ,NA,27.49,18.26,183.5,NA,1.03,0.53,NA,6.22,30.66,NA,0.26,NA,15.08,NA,4371,FanDuel,10413,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,16,30,26,22,New York Jets,22,New York Jets,NYJ,17,Miami Dolphins,MIA,WEEKLY
Jordan Love,QB,GB,NA,31.04,19.61,214.75,NA,1.44,0.65,NA,2.36,10.6,NA,0.1,NA,15.06,NA,54886,FanDuel,14782,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,17,31,21,12,Green Bay Packers,12,Green Bay Packers,GB,6,Chicago Bears,CHI,WEEKLY
Caleb Williams,QB,CHI,NA,33.23,18.39,195.31,NA,1.11,0.62,NA,4.24,18.85,NA,0.13,NA,14.02,NA,55912,FanDuel,16579,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,18,36,11,6,Chicago Bears,12,Green Bay Packers,GB,6,Chicago Bears,CHI,WEEKLY
Tyler Shough,QB,NO,NA,30.82,20.28,220.41,NA,0.93,0.65,NA,3.87,16.8,NA,0.12,NA,13.99,NA,56271,FanDuel,17039,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,19,38,15,20,New Orleans Saints,30,Tampa Bay Buccaneers,TB,20,New Orleans Saints,NO,WEEKLY
Daniel Jones,QB,IND,NA,25.01,16.55,182.69,NA,0.97,0.51,NA,4.55,22.18,NA,0.2,NA,13.8,NA,54168,FanDuel,14059,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,20,39,7,14,Indianapolis Colts,15,Jacksonville Jaguars,JAC,14,Indianapolis Colts,IND,WEEKLY
Trevor Lawrence,QB,JAC,NA,24.81,15.75,181.17,NA,0.99,0.55,NA,5.14,18.81,NA,0.25,NA,13.64,NA,54869,FanDuel,15237,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,21,41,19,15,Jacksonville Jaguars,15,Jacksonville Jaguars,JAC,14,Indianapolis Colts,IND,WEEKLY
Tua Tagovailoa,QB,MIA,NA,30.81,20.28,207.35,NA,1.37,0.75,NA,1.6,6.5,NA,0.07,NA,13.61,NA,54530,FanDuel,14778,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,22,42,27,17,Miami Dolphins,22,New York Jets,NYJ,17,Miami Dolphins,MIA,WEEKLY
Justin Herbert,QB,LAC,NA,16.76,11.16,211.16,NA,0.68,0.24,NA,3.17,14.22,NA,0.12,NA,12.95,NA,54537,FanDuel,14779,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,23,44,8,34,Los Angeles Chargers,34,Los Angeles Chargers,LAC,24,Philadelphia Eagles,PHI,WEEKLY
Kirk Cousins,QB,ATL,NA,32.03,19.68,199.36,NA,1.24,0.64,NA,1.61,6.24,NA,0.07,NA,12.88,NA,4490,FanDuel,10700,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,24,45,1,2,Atlanta Falcons,2,Atlanta Falcons,ATL,28,Seattle Seahawks,SEA,WEEKLY
Geno Smith,QB,LV,NA,30.29,19.42,201.13,NA,0.93,0.75,NA,2.84,12.36,NA,0.09,NA,12.45,NA,52081,FanDuel,11150,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,25,49,5,35,Las Vegas Raiders,35,Las Vegas Raiders,LV,10,Denver Broncos,DEN,WEEKLY
Aaron Rodgers,QB,PIT,NA,31.77,19.5,192.18,NA,1.25,0.5,NA,0.51,2.32,NA,0.02,NA,12.44,NA,10,FanDuel,7836,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,26,50,16,25,Pittsburgh Steelers,3,Baltimore Ravens,BAL,25,Pittsburgh Steelers,PIT,WEEKLY
Cameron Ward,QB,TEN,NA,29.97,18.49,186.53,NA,0.84,0.6,NA,2.42,10.39,NA,0.07,NA,11.36,NA,56245,FanDuel,17030,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,27,61,4,31,Tennessee Titans,8,Cleveland Browns,CLE,31,Tennessee Titans,TEN,WEEKLY
Shedeur Sanders,QB,CLE,NA,29.49,17.22,157.85,NA,0.99,0.87,NA,2.09,9.21,NA,0.07,NA,10.57,NA,56274,FanDuel,17031,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,28,66,28,8,Cleveland Browns,8,Cleveland Browns,CLE,31,Tennessee Titans,TEN,WEEKLY
Trey Lance,QB,LAC,NA,16.98,9.97,117.27,NA,0.58,0.41,NA,0.79,3.49,NA,0.03,NA,7.09,NA,54879,FanDuel,15240,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,29,114,8,34,Los Angeles Chargers,34,Los Angeles Chargers,LAC,24,Philadelphia Eagles,PHI,WEEKLY
Joe Milton III,QB,DAL,NA,0.74,0.48,5.18,NA,0.03,0.02,NA,0,0,NA,0,NA,0.31,NA,56237,FanDuel,16585,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,30,329,20,9,Dallas Cowboys,11,Detroit Lions,DET,9,Dallas Cowboys,DAL,WEEKLY
Kyle Allen,QB,DET,NA,0.68,0.44,4.78,NA,0.03,0.02,NA,0,0,NA,0,NA,0.29,NA,54111,FanDuel,13879,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,31,331,29,11,Detroit Lions,11,Detroit Lions,DET,9,Dallas Cowboys,DAL,WEEKLY
Max Brosmer,QB,MIN,NA,0.66,0.43,4.79,NA,0.03,0.02,NA,0,0,NA,0,NA,0.29,NA,56460,FanDuel,17282,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,31,331,31,18,Minnesota Vikings,18,Minnesota Vikings,MIN,32,Washington Commanders,WSH,WEEKLY
Joe Flacco,QB,CIN,NA,0.74,0.45,4.65,NA,0.03,0.02,NA,0,0,NA,0,NA,0.29,NA,15,FanDuel,9064,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,31,331,12,7,Cincinnati Bengals,4,Buffalo Bills,BUF,7,Cincinnati Bengals,CIN,WEEKLY
Mitchell Trubisky,QB,BUF,NA,0.65,0.43,4.63,NA,0.03,0.02,NA,0,0,NA,0,NA,0.29,NA,53426,FanDuel,13115,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,31,331,30,4,Buffalo Bills,4,Buffalo Bills,BUF,7,Cincinnati Bengals,CIN,WEEKLY
Kedon Slovis,QB,ARI,NA,0.71,0.46,4.76,NA,0.03,0.02,NA,0,0,NA,0,NA,0.29,NA,56510,FanDuel,16682,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,31,331,3,1,Arizona Cardinals,1,Arizona Cardinals,ARI,33,Los Angeles Rams,LA,WEEKLY
Malik Willis,QB,GB,NA,0.6,0.39,4.29,NA,0.03,0.01,NA,0,0,NA,0,NA,0.28,NA,55391,FanDuel,15694,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,36,336,21,12,Green Bay Packers,12,Green Bay Packers,GB,6,Chicago Bears,CHI,WEEKLY
Marcus Mariota,QB,WSH,NA,0.59,0.39,4.26,NA,0.03,0.02,NA,0,0,NA,0,NA,0.27,NA,52775,FanDuel,12141,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,37,338,10,32,Washington Commanders,18,Minnesota Vikings,MIN,32,Washington Commanders,WSH,WEEKLY
Teddy Bridgewater,QB,TB,NA,0.62,0.4,4.46,NA,0.02,0.01,NA,0,0,NA,0,NA,0.25,NA,52433,FanDuel,11640,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,38,339,14,30,Tampa Bay Buccaneers,30,Tampa Bay Buccaneers,TB,20,New Orleans Saints,NO,WEEKLY
Mason Rudolph,QB,PIT,NA,0.66,0.43,4.47,NA,0.02,0.02,NA,0,0,NA,0,NA,0.24,NA,54276,FanDuel,13595,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,39,340,16,25,Pittsburgh Steelers,3,Baltimore Ravens,BAL,25,Pittsburgh Steelers,PIT,WEEKLY
Easton Stick,QB,ATL,NA,0.64,0.41,4.16,NA,0.02,0.01,NA,0,0,NA,0,NA,0.24,NA,54737,FanDuel,14069,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,39,340,1,2,Atlanta Falcons,2,Atlanta Falcons,ATL,28,Seattle Seahawks,SEA,WEEKLY
Spencer Rattler,QB,NO,NA,0.63,0.43,4.23,NA,0.02,0.01,NA,0,0,NA,0,NA,0.24,NA,56128,FanDuel,16586,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,39,340,15,20,New Orleans Saints,30,Tampa Bay Buccaneers,TB,20,New Orleans Saints,NO,WEEKLY
Gardner Minshew,QB,KC,NA,0.66,0.42,4.36,NA,0.02,0.01,NA,0,0,NA,0,NA,0.24,NA,54214,FanDuel,14067,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,39,340,2,16,Kansas City Chiefs,16,Kansas City Chiefs,KC,13,Houston Texans,HOU,WEEKLY
Drew Lock,QB,SEA,NA,0.62,0.39,4.23,NA,0.02,0.02,NA,0,0,NA,0,NA,0.23,NA,54167,FanDuel,14057,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,43,344,13,28,Seattle Seahawks,2,Atlanta Falcons,ATL,28,Seattle Seahawks,SEA,WEEKLY
Dillon Gabriel,QB,CLE,NA,0.6,0.38,3.97,NA,0.02,0.01,NA,0,0,NA,0,NA,0.23,NA,56442,FanDuel,17037,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,43,344,28,8,Cleveland Browns,8,Cleveland Browns,CLE,31,Tennessee Titans,TEN,WEEKLY
Quinn Ewers,QB,MIA,NA,0.63,0.4,4.31,NA,0.02,0.02,NA,0,0,NA,0,NA,0.23,NA,56528,FanDuel,17034,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,43,344,27,17,Miami Dolphins,22,New York Jets,NYJ,17,Miami Dolphins,MIA,WEEKLY
Davis Mills,QB,HOU,NA,0.67,0.41,4.31,NA,0.02,0.02,NA,0,0,NA,0,NA,0.23,NA,54983,FanDuel,15252,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,43,344,17,13,Houston Texans,16,Kansas City Chiefs,KC,13,Houston Texans,HOU,WEEKLY
Nick Mullens,QB,JAC,NA,0.51,0.34,3.78,NA,0.02,0.01,NA,0,0,NA,0,NA,0.22,NA,54050,FanDuel,13968,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,47,348,19,15,Jacksonville Jaguars,15,Jacksonville Jaguars,JAC,14,Indianapolis Colts,IND,WEEKLY
Tyler Huntley,QB,BAL,NA,0.57,0.37,3.62,NA,0.02,0.01,NA,0,0,NA,0,NA,0.21,NA,54818,FanDuel,14789,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,48,349,18,3,Baltimore Ravens,3,Baltimore Ravens,BAL,25,Pittsburgh Steelers,PIT,WEEKLY
Riley Leonard,QB,IND,NA,0.51,0.32,3.38,NA,0.02,0.01,NA,0,0,NA,0,NA,0.21,NA,56511,FanDuel,17035,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,48,349,7,14,Indianapolis Colts,15,Jacksonville Jaguars,JAC,14,Indianapolis Colts,IND,WEEKLY
Cooper Rush,QB,BAL,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,53672,FanDuel,13124,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,50,357,18,3,Baltimore Ravens,3,Baltimore Ravens,BAL,25,Pittsburgh Steelers,PIT,WEEKLY
Skylar Thompson,QB,PIT,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,55450,FanDuel,15699,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,50,357,16,25,Pittsburgh Steelers,3,Baltimore Ravens,BAL,25,Pittsburgh Steelers,PIT,WEEKLY
Jalen Milroe,QB,SEA,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,56376,FanDuel,17033,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,50,357,13,28,Seattle Seahawks,2,Atlanta Falcons,ATL,28,Seattle Seahawks,SEA,WEEKLY
Brandon Allen,QB,TEN,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,54403,FanDuel,12621,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,50,357,4,31,Tennessee Titans,8,Cleveland Browns,CLE,31,Tennessee Titans,TEN,WEEKLY
Bailey Zappe,QB,CLE,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,55423,FanDuel,15696,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,50,357,28,8,Cleveland Browns,8,Cleveland Browns,CLE,31,Tennessee Titans,TEN,WEEKLY
Justin Fields,QB,NYJ,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,54863,FanDuel,15238,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,50,357,26,22,New York Jets,22,New York Jets,NYJ,17,Miami Dolphins,MIA,WEEKLY
Zach Wilson,QB,MIA,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,54874,FanDuel,15239,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,50,357,27,17,Miami Dolphins,22,New York Jets,NYJ,17,Miami Dolphins,MIA,WEEKLY
Brady Cook,QB,NYJ,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,56461,FanDuel,17040,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,50,357,26,22,New York Jets,22,New York Jets,NYJ,17,Miami Dolphins,MIA,WEEKLY
Anthony Richardson,QB,IND,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,55623,FanDuel,16152,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,50,357,7,14,Indianapolis Colts,15,Jacksonville Jaguars,JAC,14,Indianapolis Colts,IND,WEEKLY
Case Keenum,QB,CHI,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,52350,FanDuel,10948,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,50,357,11,6,Chicago Bears,12,Green Bay Packers,GB,6,Chicago Bears,CHI,WEEKLY
Tyson Bagent,QB,CHI,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,55807,FanDuel,16384,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,50,357,11,6,Chicago Bears,12,Green Bay Packers,GB,6,Chicago Bears,CHI,WEEKLY
