player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Brashard Smith,RB,KCC,NA,1,4,NA,0,0,0,2,NA,NA,0,NA,NA,NA,4596602,ESPN,17049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaleel McLaughlin,RB,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4722893,ESPN,16390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zamir White,RB,LV,NA,4,16,NA,0,1,1,4,NA,NA,0,NA,NA,NA,4361777,ESPN,15714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tahj Brooks,RB,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4429299,ESPN,17058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,NA,4,17,NA,0,1,0,3,NA,NA,0,NA,NA,NA,4040761,ESPN,14080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,2,7,NA,0,2,2,13,NA,NA,0,NA,NA,NA,2983509,ESPN,13148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Luepke,RB,DAL,NA,0,2,NA,0,0,0,2,NA,NA,0,NA,NA,NA,4383396,ESPN,16391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Dillon,RB,PHI,NA,2,7,NA,0,0,0,2,NA,NA,0,NA,NA,NA,4239934,ESPN,14805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julius Chestnut,RB,TEN,NA,4,19,NA,0,1,1,7,NA,NA,0,NA,NA,NA,4367567,ESPN,15965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Goodson,RB,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4429676,ESPN,15730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LeQuint Allen Jr.,RB,JAC,NA,3,12,NA,0,1,1,8,NA,NA,0,NA,NA,NA,4911851,ESPN,17061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,WAS,NA,2,10,NA,0,0,0,2,NA,NA,0,NA,NA,NA,3127586,ESPN,13143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,19.3,104.5,NA,0.9,NA,1.1,9.7,NA,NA,0.1,0.1,17.2,NA,15514,FantasyPros,12626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,GB,NA,18.5,86.4,NA,0.9,NA,2.3,19.2,NA,NA,0.1,0.1,16.1,NA,18269,FantasyPros,14073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,SF,NA,15.5,81.5,NA,0.5,NA,4.1,33.9,NA,NA,0.2,0.1,15.7,NA,16393,FantasyPros,13130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,PHI,NA,18.6,94.7,NA,0.6,NA,2.5,18,NA,NA,0.1,0.1,15.6,NA,17240,FantasyPros,13604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,12.7,73.4,NA,0.7,NA,3.6,28.2,NA,NA,0.2,0.1,15.2,NA,22968,FantasyPros,16162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,19,84.6,NA,0.8,NA,2.1,13.1,NA,NA,0.2,0.1,15.2,NA,23059,FantasyPros,15710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,12,66.1,NA,0.5,NA,4.2,31.2,NA,NA,0.4,0.1,14.8,NA,23136,FantasyPros,16167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,NA,15.5,70.1,NA,0.6,NA,3.5,25,NA,NA,0.2,0.1,14.2,NA,25324,FantasyPros,16181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,15.3,68,NA,0.6,NA,3.7,29.2,NA,NA,0.2,0.1,14.1,NA,23133,FantasyPros,16161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bucky Irving,RB,TB,NA,15.9,76.5,NA,0.6,NA,2.8,20.8,NA,NA,0.1,0.1,13.7,NA,25981,FantasyPros,16598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashton Jeanty,RB,LV,NA,15.7,71.8,NA,0.6,NA,3,24.1,NA,NA,0.1,0.1,13.7,NA,25989,FantasyPros,17042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,18.9,82.2,NA,0.5,NA,2.2,15.7,NA,NA,0.1,0.1,13.4,NA,19217,FantasyPros,14802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,14.5,68,NA,0.7,NA,2.1,17.8,NA,NA,0.1,0.1,13,NA,22958,FantasyPros,15715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Conner,RB,ARI,NA,13.7,67.9,NA,0.6,NA,2.7,19.7,NA,NA,0.2,0.1,13,NA,16447,FantasyPros,13146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,15.7,70.6,NA,0.6,NA,2.9,16.8,NA,NA,0.1,0.1,12.7,NA,19792,FantasyPros,15261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,TEN,NA,17.1,75.4,NA,0.4,NA,2.8,18.7,NA,NA,0.1,0.1,11.8,NA,18705,FantasyPros,14085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,14,64,NA,0.3,NA,3.2,27.1,NA,NA,0.1,0.1,11.7,NA,22982,FantasyPros,15708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DAL,NA,14.7,61.8,NA,0.6,NA,2.8,17.5,NA,NA,0.1,0.1,11.6,NA,22739,FantasyPros,15256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Omarion Hampton,RB,LAC,NA,13.7,60.9,NA,0.5,NA,2,17.3,NA,NA,0.1,0.1,11.4,NA,25395,FantasyPros,17044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,12.7,54.8,NA,0.4,NA,3.9,27.3,NA,NA,0.1,0.1,11,NA,16421,FantasyPros,13132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrone Tracy Jr.,RB,NYG,NA,12.6,61.8,NA,0.4,NA,2.5,20.6,NA,NA,0.1,0.1,10.8,NA,22980,FantasyPros,16747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,CHI,NA,14.6,62.8,NA,0.4,NA,2.6,19.8,NA,NA,0.1,0.1,10.8,NA,19210,FantasyPros,14797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,NA,12.7,52.4,NA,0.6,NA,1.8,14.8,NA,NA,0,0.1,10.6,NA,18239,FantasyPros,14071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,MIN,NA,14.2,69.2,NA,0.4,NA,1.2,8.9,NA,NA,0,0.1,10.4,NA,22969,FantasyPros,15972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne Jr.,RB,JAC,NA,12.6,60.3,NA,0.3,NA,3,22.5,NA,NA,0.1,0.1,10.5,NA,19231,FantasyPros,15253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,NA,11.6,53.3,NA,0.3,NA,3.3,22.9,NA,NA,0.1,0.1,9.6,NA,24209,FantasyPros,15742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.K. Dobbins,RB,DEN,NA,11.5,56,NA,0.4,NA,2,11.3,NA,NA,0.1,0.1,9.6,NA,19245,FantasyPros,14800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Chubb,RB,HOU,NA,14.2,56,NA,0.5,NA,1.1,8.4,NA,NA,0.1,0.1,9.5,NA,17246,FantasyPros,13610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones Sr.,RB,MIN,NA,9.6,48,NA,0.3,NA,2.7,20.7,NA,NA,0.2,0.1,9.4,NA,16673,FantasyPros,13319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TreVeyon Henderson,RB,NE,NA,9.7,47.7,NA,0.3,NA,2.4,18.8,NA,NA,0.1,0.1,9,NA,23065,FantasyPros,17043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,NA,11.3,45.3,NA,0.4,NA,2.2,15.9,NA,NA,0,0.1,8.7,NA,23152,FantasyPros,16169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker III,RB,SEA,NA,10.4,42.2,NA,0.4,NA,2.6,17.8,NA,NA,0.1,0.1,8.5,NA,23021,FantasyPros,15711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Sampson,RB,CLE,NA,11.7,42.3,NA,0.3,NA,2.5,19.9,NA,NA,0.1,0.1,8.4,NA,27102,FantasyPros,17047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,11,45.5,NA,0.4,NA,1.5,9.8,NA,NA,0.1,0.1,8.1,NA,22726,FantasyPros,15259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacory Croskey-Merritt,RB,WAS,NA,10.6,46,NA,0.4,NA,1.3,10.2,NA,NA,0.1,0.1,8,NA,27316,FantasyPros,17256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,RB,KC,NA,10.7,43.8,NA,0.3,NA,2,11.9,NA,NA,0.1,0.1,7.4,NA,24333,FantasyPros,15749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Benson,RB,ARI,NA,9.4,50.5,NA,0.2,NA,1.1,9,NA,NA,0,0,7.3,NA,25388,FantasyPros,16594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RJ Harvey,RB,DEN,NA,8.6,38.7,NA,0.2,NA,1.5,12,NA,NA,0.1,0.1,6.8,NA,27142,FantasyPros,17068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,KC,NA,8.9,32,NA,0.3,NA,1.7,10.5,NA,NA,0.1,0,6.7,NA,16425,FantasyPros,13138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PIT,NA,9,32.6,NA,0.3,NA,1.9,12,NA,NA,0,0,6.3,NA,23310,FantasyPros,15255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhayshul Tuten,RB,JAC,NA,7.1,29.4,NA,0.2,NA,1,8.5,NA,NA,0.1,0.1,5.3,NA,27297,FantasyPros,17052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson Jr.,RB,SF,NA,7.4,29.5,NA,0.3,NA,0.7,5.5,NA,NA,0,0.1,5.1,NA,20094,FantasyPros,15716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ollie Gordon II,RB,MIA,NA,6.4,28.4,NA,0.2,NA,0.9,7.1,NA,NA,0,0.1,4.9,NA,25984,FantasyPros,17059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Najee Harris,RB,LAC,NA,7.5,26.9,NA,0.2,NA,1.1,7.9,NA,NA,0,0,4.8,NA,19302,FantasyPros,15254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,6,26.8,NA,0.1,NA,1.4,9.2,NA,NA,0.1,0,4.8,NA,22921,FantasyPros,15713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,6.1,22.2,NA,0.1,NA,1.7,12.3,NA,NA,0.1,0.1,4.7,NA,23891,FantasyPros,15721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,6.8,29.9,NA,0.2,NA,0.6,4.2,NA,NA,0,0,4.7,NA,24172,FantasyPros,15712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Skattebo,RB,NYG,NA,5.2,23.3,NA,0.2,NA,1.1,9.4,NA,NA,0.1,0.1,4.5,NA,27166,FantasyPros,17045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justice Hill,RB,BAL,NA,4.2,15.8,NA,0.1,NA,2,16.3,NA,NA,0.1,0,4.5,NA,18256,FantasyPros,14086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,CAR,NA,4.8,20.8,NA,0.1,NA,1.6,10.3,NA,NA,0.1,0,4.1,NA,19647,FantasyPros,14823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braelon Allen,RB,NYJ,NA,6.3,22.7,NA,0.2,NA,0.7,5.6,NA,NA,0,0,4,NA,24346,FantasyPros,16596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ray Davis,RB,BUF,NA,6.2,23,NA,0.2,NA,0.4,3.7,NA,NA,0.1,0,4,NA,26191,FantasyPros,16603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendre Miller,RB,NO,NA,6.2,24,NA,0.2,NA,0.7,5.2,NA,NA,0,0,3.9,NA,24360,FantasyPros,16171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quinshon Judkins,RB,CLE,NA,5,20.2,NA,0.2,NA,0.9,7.3,NA,NA,0,0.1,3.7,NA,25391,FantasyPros,17051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles Sanders,RB,DAL,NA,5.2,20.8,NA,0.1,NA,1,6.2,NA,NA,0.1,0.1,3.6,NA,18283,FantasyPros,14079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,BUF,NA,3.6,16.3,NA,0.1,NA,0.9,9.5,NA,NA,0.1,0,3.6,NA,18406,FantasyPros,14095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,CIN,NA,3.9,13.6,NA,0.1,NA,1.4,12.9,NA,NA,0,0.1,3.5,NA,16423,FantasyPros,13133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Corum,RB,LAR,NA,4.8,18.6,NA,0.1,NA,0.5,4.3,NA,NA,0,0,2.9,NA,23013,FantasyPros,16593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kaleb Johnson,RB,PIT,NA,4.6,16.8,NA,0.1,NA,0.4,3.7,NA,NA,0,0,2.8,NA,27165,FantasyPros,17048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,NA,3.8,18.4,NA,0.1,NA,0.5,3,NA,NA,0,0,2.8,NA,18280,FantasyPros,14080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julius Chestnut,RB,TEN,NA,4.5,16.2,NA,0.1,NA,0.6,4.6,NA,NA,0,0,2.7,NA,24689,FantasyPros,15965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Woody Marks,RB,HOU,NA,3.6,15.3,NA,0.1,NA,0.5,4.3,NA,NA,0,0,2.7,NA,27520,FantasyPros,17053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,1.7,7.4,NA,0,NA,1.5,11.5,NA,NA,0.1,0,2.6,NA,16879,FantasyPros,13148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Giddens,RB,IND,NA,3.2,12.7,NA,0.1,NA,0.5,5,NA,NA,0,0,2.5,NA,27097,FantasyPros,17060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Brooks,RB,GB,NA,2.7,13.4,NA,0.1,NA,0.8,5.3,NA,NA,0,0,2.4,NA,25823,FantasyPros,16387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Monangai,RB,CHI,NA,2.8,12.8,NA,0.1,NA,0.4,3.6,NA,NA,0,0,2.4,NA,27131,FantasyPros,17066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zamir White,RB,LV,NA,3.7,13.9,NA,0.1,NA,0.5,3.5,NA,NA,0,0.1,2.3,NA,20095,FantasyPros,15714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LeQuint Allen Jr.,RB,JAC,NA,2.3,9.2,NA,0.1,NA,0.8,6.7,NA,NA,0,0,2.2,NA,27285,FantasyPros,17061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dameon Pierce,RB,HOU,NA,3.6,14.4,NA,0.1,NA,0.4,2.7,NA,NA,0,0,2.2,NA,22947,FantasyPros,15717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Dillon,RB,PHI,NA,3.4,13.5,NA,0.1,NA,0.3,3.2,NA,NA,0,0,2.2,NA,19358,FantasyPros,14805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaydon Blue,RB,DAL,NA,2.2,10.3,NA,0.1,NA,0.5,4.4,NA,NA,0,0,2.1,NA,24344,FantasyPros,17069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roschon Johnson,RB,CHI,NA,2.4,7.4,NA,0.1,NA,0.7,4.5,NA,NA,0,0,2.1,NA,25322,FantasyPros,16175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Neal,RB,NO,NA,2.2,9.9,NA,0.1,NA,0.4,2.9,NA,NA,0,0,1.9,NA,23682,FantasyPros,17046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Badie,RB,DEN,NA,1.2,6.6,NA,0,NA,1.1,8.4,NA,NA,0,0,1.8,NA,23812,FantasyPros,15718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zavier Scott,RB,MIN,NA,2.1,10.4,NA,0.1,NA,0.2,1.6,NA,NA,0,0,1.8,NA,25748,FantasyPros,17337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaac Guerendo,RB,SF,NA,2.5,9.6,NA,0.1,NA,0.4,4.3,NA,NA,0,0,1.8,NA,26392,FantasyPros,16688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Bigsby,RB,PHI,NA,2.4,10,NA,0.1,NA,0.2,1.3,NA,NA,0,0,1.7,NA,22908,FantasyPros,16164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Gibson,RB,NE,NA,2.1,9.5,NA,0,NA,0.7,5.3,NA,NA,0,0,1.6,NA,19624,FantasyPros,14852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0.3,1.4,NA,0,NA,1,10.7,NA,NA,0.1,0,1.6,NA,11798,FantasyPros,11367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keaton Mitchell,RB,BAL,NA,2.4,10.9,NA,0,NA,0.2,2.4,NA,NA,0,0,1.5,NA,25360,FantasyPros,16178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
