player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,fumble_TD
Chris Godwin Jr.,WR,TB,NA,NA,4.1,48.7,NA,NA,0.3,0,0.2,NA,0,0,6.8,NA,16406,FantasyPros,13163,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,NA,4.6,49.2,NA,NA,0.3,0,0.2,NA,0,0.1,6.8,NA,23748,FantasyPros,15761,NA,NA,NA,NA,NA,NA,NA,NA
Ricky Pearsall,WR,SF,NA,NA,3.3,48.9,NA,NA,0.3,0.2,1.1,NA,0,0,6.8,NA,26214,FantasyPros,16622,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,NA,3.1,42.7,NA,NA,0.4,0,0,NA,0,0,6.6,NA,12119,FantasyPros,11671,NA,NA,NA,NA,NA,NA,NA,NA
Darius Slayton,WR,NYG,NA,NA,3,50.8,NA,NA,0.2,0,0.1,NA,0,0,6.4,NA,18706,FantasyPros,14122,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Higgins,WR,HOU,NA,NA,3.5,42.1,NA,NA,0.4,0,0,NA,0,0,6.4,NA,27077,FantasyPros,17083,NA,NA,NA,NA,NA,NA,NA,NA
Kayshon Boutte,WR,NE,NA,NA,2.7,43.1,NA,NA,0.3,0,0.1,NA,0,0,6.4,NA,22989,FantasyPros,16193,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Worthy,WR,KC,NA,NA,3.2,38.8,NA,NA,0.3,0.9,6.2,NA,0.1,0,6.3,NA,23019,FantasyPros,16620,NA,NA,NA,NA,NA,NA,NA,NA
Adonai Mitchell,WR,NYJ,NA,NA,3.5,48.8,NA,NA,0.2,0,0.3,NA,0,0.1,6.2,NA,24357,FantasyPros,16626,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CHI,NA,NA,3.2,39.7,NA,NA,0.3,0.8,4.2,NA,0.1,0.1,6.2,NA,17265,FantasyPros,13635,NA,NA,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,NA,2.8,48.7,NA,NA,0.2,0,0,NA,0,0,6.1,NA,23791,FantasyPros,15768,NA,NA,NA,NA,NA,NA,NA,NA
Tre Tucker,WR,LV,NA,NA,3.3,43.4,NA,NA,0.2,0.4,2.3,NA,0,0,6,NA,25337,FantasyPros,16287,NA,NA,NA,NA,NA,NA,NA,NA
Devaughn Vele,WR,NO,NA,NA,3.4,42.5,NA,NA,0.3,0,0.1,NA,0,0,6,NA,26409,FantasyPros,16788,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,NA,3.3,41.1,NA,NA,0.3,0,0,NA,0,0,6,NA,23794,FantasyPros,15779,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman Jr.,WR,IND,NA,NA,4.5,43.8,NA,NA,0.2,0,0.1,NA,0,0,5.8,NA,19278,FantasyPros,14842,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,CLE,NA,NA,3,44.3,NA,NA,0.2,0,0.1,NA,0,0,5.5,NA,19201,FantasyPros,14833,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,SEA,NA,NA,3,39.4,NA,NA,0.3,0,0.1,NA,0,0,5.5,NA,16433,FantasyPros,13164,NA,NA,NA,NA,NA,NA,NA,NA
Rashid Shaheed,WR,SEA,NA,NA,2.5,37.8,NA,NA,0.2,0.7,3.1,NA,0,0.1,5.5,NA,24687,FantasyPros,16080,NA,NA,NA,NA,NA,NA,NA,NA
Parker Washington,WR,JAC,NA,NA,2.7,34.3,NA,NA,0.3,0.3,1.3,NA,0,0,5.4,NA,23106,FantasyPros,16192,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,NA,2.4,33.4,NA,NA,0.3,0,0.1,NA,0,0,5.4,NA,19211,FantasyPros,14835,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Mooney,WR,ATL,NA,NA,2.7,39.4,NA,NA,0.2,0.2,0.6,NA,0,0,5.3,NA,19810,FantasyPros,14974,NA,NA,NA,NA,NA,NA,NA,NA
Troy Franklin,WR,DEN,NA,NA,3,32.2,NA,NA,0.3,0.5,1.8,NA,0,0,5.1,NA,23092,FantasyPros,16619,NA,NA,NA,NA,NA,NA,NA,NA
John Metchie III,WR,NYJ,NA,NA,3.7,36.7,NA,NA,0.2,0.3,1,NA,0,0,5.1,NA,22895,FantasyPros,15759,NA,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,NE,NA,NA,2.8,37.5,NA,NA,0.2,0.1,0.1,NA,0,0,5.1,NA,16489,FantasyPros,13289,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Hodgins,WR,NYG,NA,NA,2.5,31.8,NA,NA,0.3,0,0,NA,0,0,5.1,NA,19375,FantasyPros,14849,NA,NA,NA,NA,NA,NA,NA,NA
Chimere Dike,WR,TEN,NA,NA,3.2,32.9,NA,NA,0.2,0.7,2.7,NA,0,0.1,5,NA,27315,FantasyPros,17171,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Reed,WR,GB,NA,NA,2.5,32.3,NA,NA,0.2,0.6,3.7,NA,0,0,5,NA,23020,FantasyPros,16184,NA,NA,NA,NA,NA,NA,NA,NA
Luther Burden III,WR,CHI,NA,NA,2.9,35.9,NA,NA,0.2,0.3,1.7,NA,0,0,4.9,NA,27016,FantasyPros,17070,NA,NA,NA,NA,NA,NA,NA,NA
Pat Bryant,WR,DEN,NA,NA,2.9,34.9,NA,NA,0.2,0,0,NA,0,0,4.8,NA,27211,FantasyPros,17082,NA,NA,NA,NA,NA,NA,NA,NA
Elic Ayomanor,WR,TEN,NA,NA,2.8,34.5,NA,NA,0.2,0,0.1,NA,0,0,4.8,NA,27059,FantasyPros,17073,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Coker,WR,CAR,NA,NA,2.9,35.3,NA,NA,0.2,0,0,NA,0,0,4.7,NA,26403,FantasyPros,16809,NA,NA,NA,NA,NA,NA,NA,NA
Rashod Bateman,WR,BAL,NA,NA,2,30.6,NA,NA,0.2,0,0.1,NA,0,0,4.5,NA,19794,FantasyPros,15293,NA,NA,NA,NA,NA,NA,NA,NA
Andrei Iosivas,WR,CIN,NA,NA,2.2,29.1,NA,NA,0.2,0.1,0.6,NA,0,0,4.5,NA,25335,FantasyPros,16207,NA,NA,NA,NA,NA,NA,NA,NA
Malik Washington,WR,MIA,NA,NA,3,27.9,NA,NA,0.2,0.9,5.5,NA,0,0.1,4.4,NA,26314,FantasyPros,16684,NA,NA,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,TEN,NA,NA,2.7,33.5,NA,NA,0.2,0,0,NA,0,0,4.3,NA,19483,FantasyPros,14858,NA,NA,NA,NA,NA,NA,NA,NA
Cedric Tillman,WR,CLE,NA,NA,2.3,29,NA,NA,0.2,0,0.1,NA,0,0,4.2,NA,25287,FantasyPros,16191,NA,NA,NA,NA,NA,NA,NA,NA
Josh Downs,WR,IND,NA,NA,3.2,30.2,NA,NA,0.2,0,0.1,NA,0,0,4.1,NA,24706,FantasyPros,16187,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Legette,WR,CAR,NA,NA,2.3,25.3,NA,NA,0.2,0.1,0.3,NA,0,0,3.9,NA,26136,FantasyPros,16639,NA,NA,NA,NA,NA,NA,NA,NA
DeMario Douglas,WR,NE,NA,NA,1.9,25,NA,NA,0.2,0.5,2.3,NA,0,0,3.8,NA,25304,FantasyPros,16342,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Austin III,WR,PIT,NA,NA,2.2,26.8,NA,NA,0.2,0,0.3,NA,0,0,3.8,NA,23739,FantasyPros,15777,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Nailor,WR,MIN,NA,NA,1.9,25.7,NA,NA,0.2,0,0.2,NA,0,0,3.7,NA,24177,FantasyPros,15786,NA,NA,NA,NA,NA,NA,NA,NA
Dontayvion Wicks,WR,GB,NA,NA,2,25.4,NA,NA,0.2,0.1,0.3,NA,0,0,3.6,NA,24354,FantasyPros,16195,NA,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,HOU,NA,NA,2.2,26.1,NA,NA,0.2,0,0.1,NA,0,0,3.5,NA,17268,FantasyPros,13633,NA,NA,NA,NA,NA,NA,NA,NA
Gabe Davis,WR,BUF,NA,NA,1.6,23.3,NA,NA,0.2,0,0,NA,0,0,3.5,NA,19398,FantasyPros,14845,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,LV,NA,NA,2.4,27.6,NA,NA,0.1,0,0,NA,0,0,3.5,NA,13971,FantasyPros,12187,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Palmer,WR,BUF,NA,NA,2.1,27.8,NA,NA,0.1,0,0,NA,0,0,3.4,NA,22845,FantasyPros,15319,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Brown,WR,KC,NA,NA,1.9,21.5,NA,NA,0.2,0,0.1,NA,0,0,3.3,NA,18226,FantasyPros,14105,NA,NA,NA,NA,NA,NA,NA,NA
Keon Coleman,WR,BUF,NA,NA,1.7,21.8,NA,NA,0.2,0,0.1,NA,0,0,3.2,NA,26019,FantasyPros,16617,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Mims Jr.,WR,DEN,NA,NA,1.7,19.2,NA,NA,0.1,0.9,3.9,NA,0,0,3.1,NA,23080,FantasyPros,16189,NA,NA,NA,NA,NA,NA,NA,NA
Tre Harris,WR,LAC,NA,NA,1.7,23.7,NA,NA,0.1,0,0.1,NA,0,0,3,NA,26215,FantasyPros,17072,NA,NA,NA,NA,NA,NA,NA,NA
David Sills V,WR,ATL,NA,NA,1.7,19.6,NA,NA,0.2,0,0.1,NA,0,0,2.9,NA,18566,FantasyPros,14110,NA,NA,NA,NA,NA,NA,NA,NA
Treylon Burks,WR,WAS,NA,NA,1.4,19.6,NA,NA,0.1,0.1,0.4,NA,0,0,2.9,NA,22905,FantasyPros,15752,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Flournoy,WR,DAL,NA,NA,1.6,20.8,NA,NA,0.1,0,0,NA,0,0,2.9,NA,26398,FantasyPros,16778,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,BAL,NA,NA,1.3,19,NA,NA,0.2,0,0,NA,0,0,2.9,NA,11606,FantasyPros,11232,NA,NA,NA,NA,NA,NA,NA,NA
KaVontae Turpin,WR,DAL,NA,NA,1.2,14,NA,NA,0.1,0.9,4.9,NA,0,0,2.6,NA,18520,FantasyPros,15981,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Hutchinson,WR,HOU,NA,NA,1.3,18.4,NA,NA,0.1,0.1,0.6,NA,0,0,2.6,NA,25332,FantasyPros,16201,NA,NA,NA,NA,NA,NA,NA,NA
Noah Brown,WR,WAS,NA,NA,1.4,19.3,NA,NA,0.1,0,0,NA,0,0,2.5,NA,16443,FantasyPros,13172,NA,NA,NA,NA,NA,NA,NA,NA
Mason Tipton,WR,NO,NA,NA,1.5,17.9,NA,NA,0.1,0.3,1.2,NA,0,0,2.5,NA,26546,FantasyPros,16858,NA,NA,NA,NA,NA,NA,NA,NA
Olamide Zaccheaus,WR,CHI,NA,NA,1.6,16,NA,NA,0.1,0.1,0.6,NA,0,0,2.4,NA,18864,FantasyPros,14592,NA,NA,NA,NA,NA,NA,NA,NA
Isaac TeSlaa,WR,DET,NA,NA,1.2,16.5,NA,NA,0.1,0,0.1,NA,0,0,2.3,NA,27446,FantasyPros,17157,NA,NA,NA,NA,NA,NA,NA,NA
Mitch Tinsley,WR,CIN,NA,NA,1.1,14.6,NA,NA,0.1,0,0.1,NA,0,0,2.3,NA,24370,FantasyPros,16403,NA,NA,NA,NA,NA,NA,NA,NA
Tez Johnson,WR,TB,NA,NA,1,12.2,NA,NA,0.1,0.5,1.5,NA,0,0,2.3,NA,27147,FantasyPros,17079,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Bond,WR,CLE,NA,NA,1.2,16.3,NA,NA,0.1,0.1,0.8,NA,0,0,2.2,NA,24371,FantasyPros,17076,NA,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,PHI,NA,NA,1.2,15.7,NA,NA,0.1,0,0.1,NA,0,0,2.2,NA,23101,FantasyPros,15755,NA,NA,NA,NA,NA,NA,NA,NA
Kalif Raymond,WR,DET,NA,NA,1.6,17.8,NA,NA,0.1,0.1,0.5,NA,0,0,2.2,NA,16081,FantasyPros,13066,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Golden,WR,GB,NA,NA,1.3,15.4,NA,NA,0.1,0.5,2.1,NA,0,0,2.2,NA,26024,FantasyPros,17075,NA,NA,NA,NA,NA,NA,NA,NA
Tyrell Shavers,WR,BUF,NA,NA,1.1,15.3,NA,NA,0.1,0,0,NA,0,0,2.2,NA,25813,FantasyPros,16451,NA,NA,NA,NA,NA,NA,NA,NA
Jaylin Noel,WR,HOU,NA,NA,1.4,14.6,NA,NA,0.1,0.1,0.9,NA,0,0,2.1,NA,27122,FantasyPros,17080,NA,NA,NA,NA,NA,NA,NA,NA
Jack Bech,WR,LV,NA,NA,1.6,17.4,NA,NA,0.1,0,0.1,NA,0,0,2.1,NA,27224,FantasyPros,17078,NA,NA,NA,NA,NA,NA,NA,NA
Tutu Atwell,WR,LAR,NA,NA,1,15.2,NA,NA,0.1,0,0,NA,0,0,2.1,NA,20126,FantasyPros,15301,NA,NA,NA,NA,NA,NA,NA,NA
Demarcus Robinson,WR,SF,NA,NA,0.9,14,NA,NA,0.1,0,0,NA,0,0,2.1,NA,15665,FantasyPros,12785,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Drummond,WR,ATL,NA,NA,1.3,14.5,NA,NA,0.1,0,0,NA,0,0,2.1,NA,25912,FantasyPros,16429,NA,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,BUF,NA,NA,1.2,13.8,NA,NA,0.1,0,0.2,NA,0,0,2,NA,12122,FantasyPros,11674,NA,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,MIA,NA,NA,1,13.2,NA,NA,0.1,0,0.1,NA,0,0,2,NA,19747,FantasyPros,15109,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,NA,1.3,13.7,NA,NA,0.1,0.1,0.1,NA,0,0,2,NA,23072,FantasyPros,15753,NA,NA,NA,NA,NA,NA,NA,NA
Dont'e Thornton Jr.,WR,LV,NA,NA,1.1,15.5,NA,NA,0.1,0,0.1,NA,0,0,1.9,NA,27288,FantasyPros,17087,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Smith,WR,LAR,NA,NA,1.2,16.4,NA,NA,0.1,0,0.4,NA,0,0.2,1.9,NA,25627,FantasyPros,16428,NA,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,KC,NA,NA,1.3,13.6,NA,NA,0.1,0,0.1,NA,0,0,1.9,NA,16427,FantasyPros,13156,NA,NA,NA,NA,NA,NA,NA,NA
Tim Patrick,WR,JAC,NA,NA,1,11.7,NA,NA,0.1,0,0,NA,0,0,1.9,NA,16556,FantasyPros,13377,NA,NA,NA,NA,NA,NA,NA,NA
Tyquan Thornton,WR,KC,NA,NA,0.8,12.2,NA,NA,0.1,0,0.1,NA,0,0,1.7,NA,22913,FantasyPros,15787,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Williams,WR,NYJ,NA,NA,0.9,9.7,NA,NA,0.1,0.4,2.4,NA,0,0,1.6,NA,26379,FantasyPros,16630,NA,NA,NA,NA,NA,NA,NA,NA
Lil'Jordan Humphrey,WR,DEN,NA,NA,1,11.2,NA,NA,0.1,0,0,NA,0,0,1.6,NA,18590,FantasyPros,14118,NA,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,NYJ,NA,NA,0.9,11,NA,NA,0.1,0,0,NA,0,0,1.6,NA,17301,FantasyPros,13632,NA,NA,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,WR,PIT,NA,NA,0.8,12.2,NA,NA,0.1,0,0,NA,0,0,1.6,NA,17528,FantasyPros,13793,NA,NA,NA,NA,NA,NA,NA,NA
Bo Melton,WR,GB,NA,NA,0.6,10.2,NA,NA,0.1,0.3,2.2,NA,0,0,1.5,NA,24049,FantasyPros,15785,NA,NA,NA,NA,NA,NA,NA,NA
Gage Larvadain,WR,CLE,NA,NA,0.9,10.8,NA,NA,0.1,0.2,0.7,NA,0,0,1.5,NA,27829,FantasyPros,17349,NA,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,PIT,NA,NA,1,10.2,NA,NA,0.1,0,0,NA,0,0,1.5,NA,13429,FantasyPros,11938,NA,NA,NA,NA,NA,NA,NA,NA
Andre Baccellia,WR,ARI,NA,NA,1,11.2,NA,NA,0.1,0,0,NA,0,0,1.5,NA,20050,FantasyPros,16037,NA,NA,NA,NA,NA,NA,NA,NA
Jaylin Lane,WR,WAS,NA,NA,0.8,9.1,NA,NA,0.1,0,0,NA,0,0,1.3,NA,27454,FantasyPros,17184,NA,NA,NA,NA,NA,NA,NA,NA
Sterling Shepard,WR,TB,NA,NA,0.8,7.8,NA,NA,0.1,0.1,0.6,NA,0,0,1.3,NA,15569,FantasyPros,12658,NA,NA,NA,NA,NA,NA,NA,NA
Malachi Corley,WR,CLE,NA,NA,0.4,4.8,NA,NA,0,0.7,4.1,NA,0,0,1.2,NA,26023,FantasyPros,16636,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Whittington,WR,LAR,NA,NA,0.7,8.2,NA,NA,0.1,0.1,0.5,NA,0,0,1.2,NA,23135,FantasyPros,16633,NA,NA,NA,NA,NA,NA,NA,NA
Tom Kennedy,WR,DET,NA,NA,0.8,9.5,NA,NA,0,0.1,0.2,NA,0,0,1.2,NA,19052,FantasyPros,14503,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Weaver,WR,ARI,NA,NA,0.8,10.2,NA,NA,0,0,0,NA,0,0,1.2,NA,23957,FantasyPros,16634,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Horn Jr.,WR,CAR,NA,NA,0.5,5.9,NA,NA,0,0.6,3,NA,0,0,1.2,NA,27294,FantasyPros,17234,NA,NA,NA,NA,NA,NA,NA,NA
Trent Sherfield Sr.,WR,ARI,NA,NA,0.7,8.4,NA,NA,0.1,0,0,NA,0,0,1.1,NA,17888,FantasyPros,13893,NA,NA,NA,NA,NA,NA,NA,NA
Kendrick Bourne,WR,SF,NA,NA,0.5,7.7,NA,NA,0.1,0,0,NA,0,0,1.1,NA,17066,FantasyPros,13418,NA,NA,NA,NA,NA,NA,NA,NA
James Proche II,WR,TEN,NA,NA,0.7,8.3,NA,NA,0,0,0.2,NA,0,0,1,NA,19359,FantasyPros,14848,NA,NA,NA,NA,NA,NA,NA,NA
Konata Mumpfield,WR,LAR,NA,NA,0.5,6.7,NA,NA,0.1,0,0,NA,0,0,1,NA,27449,FantasyPros,17254,NA,NA,NA,NA,NA,NA,NA,NA
Gunner Olszewski,WR,NYG,NA,NA,0.6,9,NA,NA,0,0,0.3,NA,0,0.1,1,NA,19093,FantasyPros,14555,NA,NA,NA,NA,NA,NA,NA,NA
Tylan Wallace,WR,BAL,NA,NA,0.5,6.4,NA,NA,0.1,0,0.1,NA,0,0,0.9,NA,19801,FantasyPros,15285,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Williams,WR,NE,NA,NA,0.4,6.7,NA,NA,0,0,0.1,NA,0,0,0.9,NA,27487,FantasyPros,17134,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Restrepo,WR,TEN,NA,NA,0.5,6.4,NA,NA,0,0,0,NA,0,0,0.8,NA,27066,FantasyPros,17077,NA,NA,NA,NA,NA,NA,NA,NA
Dyami Brown,WR,JAC,NA,NA,0.4,5,NA,NA,0,0.2,0.6,NA,0,0,0.8,NA,20113,FantasyPros,15292,NA,NA,NA,NA,NA,NA,NA,NA
DJ Turner,WR,LV,NA,NA,0.5,5.9,NA,NA,0,0,0,NA,0,0,0.8,NA,23423,FantasyPros,15995,NA,NA,NA,NA,NA,NA,NA,NA
Cody White,WR,SEA,NA,NA,0.3,5.2,NA,NA,0,0,0,NA,0,0,0.7,NA,19739,FantasyPros,15589,NA,NA,NA,NA,NA,NA,NA,NA
Devontez Walker,WR,BAL,NA,NA,0.3,4.3,NA,NA,0,0,0.2,NA,0,0,0.7,NA,26011,FantasyPros,16621,NA,NA,NA,NA,NA,NA,NA,NA
Tai Felton,WR,MIN,NA,NA,0.4,5,NA,NA,0,0,0,NA,0,0,0.7,NA,27182,FantasyPros,17097,NA,NA,NA,NA,NA,NA,NA,NA
KhaDarel Hodge,WR,ATL,NA,NA,0.4,5,NA,NA,0,0,0,NA,0,0,0.6,NA,18166,FantasyPros,13963,NA,NA,NA,NA,NA,NA,NA,NA
Darius Cooper,WR,PHI,NA,NA,0.4,4.3,NA,NA,0,0,0,NA,0,0,0.6,NA,27866,FantasyPros,17333,NA,NA,NA,NA,NA,NA,NA,NA
Roman Wilson,WR,PIT,NA,NA,0.3,3.6,NA,NA,0,0,0.1,NA,0,0,0.6,NA,26160,FantasyPros,16629,NA,NA,NA,NA,NA,NA,NA,NA
Jamari Thrash,WR,CLE,NA,NA,0.3,3.9,NA,NA,0,0,0.3,NA,0,0,0.6,NA,26162,FantasyPros,16624,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Tolbert,WR,DAL,NA,NA,0.2,2.9,NA,NA,0,0,0,NA,0,0,0.5,NA,23770,FantasyPros,15788,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Jones,WR,CIN,NA,NA,0.3,3.3,NA,NA,0,0,0.1,NA,0,0,0.5,NA,25336,FantasyPros,16203,NA,NA,NA,NA,NA,NA,NA,NA
Savion Williams,WR,GB,NA,NA,0.2,2.2,NA,NA,0,0.3,0.8,NA,0,0,0.4,NA,27144,FantasyPros,17096,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Brooks,WR,ARI,NA,NA,0.2,3.1,NA,NA,0,0,0,NA,0,0,0.4,NA,25468,FantasyPros,16364,NA,NA,NA,NA,NA,NA,NA,NA
Dante Pettis,WR,NO,NA,NA,0.2,2.4,NA,NA,0,0,0,NA,0,0,0.4,NA,17264,FantasyPros,13634,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Mingo,WR,DAL,NA,NA,0.2,2.4,NA,NA,0,0,0,NA,0,0,0.4,NA,23030,FantasyPros,16197,NA,NA,NA,NA,NA,NA,NA,NA
Dee Eskridge,WR,MIA,NA,NA,0.2,2.3,NA,NA,0,0,0.3,NA,0,0,0.4,NA,22785,FantasyPros,15302,NA,NA,NA,NA,NA,NA,NA,NA
Brycen Tremayne,WR,CAR,NA,NA,0.2,2.6,NA,NA,0,0,0.1,NA,0,0,0.4,NA,25631,FantasyPros,16949,NA,NA,NA,NA,NA,NA,NA,NA
Cedrick Wilson Jr.,WR,MIA,NA,NA,0.2,2.4,NA,NA,0,0,0.1,NA,0,0,0.3,NA,17262,FantasyPros,13652,NA,NA,NA,NA,NA,NA,NA,NA
Ben Skowronek,WR,PIT,NA,NA,0.3,2.6,NA,NA,0,0,0.1,NA,0,0,0.3,NA,22843,FantasyPros,15491,NA,NA,NA,NA,NA,NA,NA,NA
Mason Kinsey,WR,TEN,NA,NA,0.2,2.1,NA,NA,0,0,0,NA,0,0,0.3,NA,19704,FantasyPros,15535,NA,NA,NA,NA,NA,NA,NA,NA
Derius Davis,WR,LAC,NA,NA,0.2,1.7,NA,NA,0,0,0.8,NA,0,0,0.3,NA,25334,FantasyPros,16299,NA,NA,NA,NA,NA,NA,NA,NA
Laquon Treadwell,WR,IND,NA,NA,0.2,1.8,NA,NA,0,0,0,NA,0,0,0.2,NA,15495,FantasyPros,12645,NA,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,SF,NA,NA,0.1,1.5,NA,NA,0,0,0.2,NA,0,0,0.2,NA,23905,FantasyPros,15766,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Johnson,WR,NYJ,NA,NA,0.1,1.2,NA,NA,0,0,0.1,NA,0,0,0.2,NA,18633,FantasyPros,14864,NA,NA,NA,NA,NA,NA,NA,NA
Scotty Miller,WR,PIT,NA,NA,0.1,1.1,NA,NA,0,0,0.1,NA,0,0,0.2,NA,18714,FantasyPros,14280,NA,NA,NA,NA,NA,NA,NA,NA
Jalin Hyatt,WR,NYG,NA,NA,0.1,1.1,NA,NA,0,0,0,NA,0,0,0.2,NA,25251,FantasyPros,16183,NA,NA,NA,NA,NA,NA,NA,NA
Arian Smith,WR,NYJ,NA,NA,0.1,1,NA,NA,0,0,0.1,NA,0,0,0.2,NA,22965,FantasyPros,17175,NA,NA,NA,NA,NA,NA,NA,NA
Kameron Johnson,WR,TB,NA,NA,0.1,0.9,NA,NA,0,0,0,NA,0,0,0.2,NA,26626,FantasyPros,16883,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Miller,WR,TB,NA,NA,0.1,0.7,NA,NA,0,0,0,NA,0,0,0.1,NA,25857,FantasyPros,16958,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Gould,WR,IND,NA,NA,0.1,1.1,NA,NA,0,0,0.1,NA,0,0,0.1,NA,26404,FantasyPros,16732,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Watkins,WR,SF,NA,NA,0.1,0.8,NA,NA,0,0,0.1,NA,0,0,0.1,NA,27486,FantasyPros,17192,NA,NA,NA,NA,NA,NA,NA,NA
Dominic Lovett,WR,DET,NA,NA,0.1,0.7,NA,NA,0,0,0,NA,0,0,0.1,NA,26013,FantasyPros,17255,NA,NA,NA,NA,NA,NA,NA,NA
Alex Bachman,WR,LV,NA,NA,0.1,0.6,NA,NA,0,0,0,NA,0,0,0.1,NA,18902,FantasyPros,14548,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LAR,NA,7.1,7.1,94.9,NA,NA,1,0.6,3.7,NA,0.1,0,18.1,NA,17779,FleaFlicker,16211,8,DETSun 4:25 PM,WR3,1.1,98.6,98%,NA,NA
Amon-Ra St.,WR,WR,NA,7.1,7.1,87.4,NA,NA,1,0.1,0.6,NA,0,0,16.74,NA,16373,FleaFlicker,15287,8,@LARSun 4:25 PM,WR8,1,88,98%,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,6.8,6.8,103.4,NA,NA,1,0.6,2.7,NA,0,0.1,16.53,NA,17606,FleaFlicker,16185,8,INDSun 4:25 PM,WR1,1,106.1,98%,NA,NA
Ja'Marr Chase,WR,CIN,NA,6.8,6.8,84.6,NA,NA,1,0.2,1.2,NA,0,0.1,14.52,NA,16250,FleaFlicker,15281,0,BALSun 1:00 PM,WR2,1,85.8,99%,NA,NA
OUTCeeDee Lamb,WR,DAL,NA,6.4,6.4,82.2,NA,NA,1,0.1,1.2,NA,0,0,14.36,NA,15523,FleaFlicker,14832,0,MINSun 8:20 PM,WR6,1,83.4,98%,NA,NA
George Pickens,WR,DAL,NA,5.6,5.6,81.1,NA,NA,1,0,0.2,NA,0,0,14.07,NA,16859,FleaFlicker,15762,0,MINSun 8:20 PM,WR4,1,81.3,98%,NA,NA
Emeka Egbuka,WR,TB,NA,4,4,59,NA,NA,1,0.1,0.7,NA,0,0,13.93,NA,19261,FleaFlicker,17081,9,ATLThu 8:15 PM,WR11,1,59.7,95%,NA,NA
