team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,pos,src_id,player,dst_fumbles,bye,opp,curr_site_pts,draft_rank,idp_solo,pct_owned,return_tds,pos_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type,fumblesRecovered,opponentOffensiveRank
NYJ,0.7,NA,2.1,NA,0.6,0.9,0.2,24.6,NA,NA,NA,345,NA,9.32,NA,FleaFlicker,0505,DST,2349,New York Jets,NA,9,DALSun 1:00 PM,NA,D/ST19,0,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.8,NA,1.9,NA,0.6,1.1,0.2,19.3,NA,NA,NA,322.8,NA,9.32,NA,FleaFlicker,0518,DST,2351,Philadelphia Eagles,NA,9,DENSun 1:00 PM,NA,D/ST2,0,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.7,NA,2.3,NA,0.6,0.9,0.2,22.7,NA,NA,NA,302.6,NA,9.31,NA,FleaFlicker,0503,DST,2344,Miami Dolphins,NA,12,@CARSun 1:00 PM,NA,D/ST26,0,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KC,0.8,NA,2.1,NA,0.5,0.8,0.2,20.7,NA,NA,NA,321.9,NA,8.87,NA,FleaFlicker,0512,DST,2343,Kansas City Chiefs,NA,10,@JACMon 8:15 PM,NA,D/ST12,0,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.6,NA,2.2,NA,0.5,0.8,0.1,20.2,NA,NA,NA,318.1,NA,8.72,NA,FleaFlicker,0532,DST,2340,Houston Texans,NA,6,@BALSun 1:00 PM,NA,D/ST4,0,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,0.6,NA,2.2,NA,0.5,0.8,0.1,26.7,NA,NA,NA,349.4,NA,8.36,NA,FleaFlicker,0513,DST,2350,Las Vegas Raiders,NA,8,@INDSun 1:00 PM,NA,NA,0,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.7,NA,2.1,NA,0.5,0.8,0.1,23.7,NA,NA,NA,337.5,NA,8.33,NA,FleaFlicker,0509,DST,2342,Jacksonville Jaguars,NA,8,KCMon 8:15 PM,NA,D/ST25,0,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.8,NA,2,NA,0.5,0.7,0.1,23.1,NA,NA,NA,358.7,NA,8.21,NA,FleaFlicker,0527,DST,2332,Carolina Panthers,NA,14,MIASun 1:00 PM,NA,NA,0,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF,0.6,NA,2,NA,0.5,0.9,0.1,25.6,NA,NA,NA,345,NA,8.13,NA,FleaFlicker,0530,DST,2355,San Francisco 49ers,NA,14,@LARW 26-23,8.13,D/ST15,0,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.7,NA,2.1,NA,0.5,0.7,0.1,25.1,NA,NA,NA,344.6,NA,8.07,NA,FleaFlicker,0508,DST,2358,Tennessee Titans,NA,10,@ARISun 4:05 PM,NA,NA,0,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.6,NA,1.8,NA,0.4,0.6,0.1,30.5,NA,NA,NA,392.5,NA,6.96,NA,FleaFlicker,0506,DST,2334,Cincinnati Bengals,NA,10,DETSun 4:25 PM,NA,NA,0,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,0.6,NA,1.7,NA,0.3,0.5,0.1,30,NA,NA,NA,374.5,NA,6.54,NA,FleaFlicker,0504,DST,2346,New England Patriots,NA,14,@BUFSun 8:20 PM,NA,D/ST13,0,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona Cardinals,0.89,NA,2.96,NA,0.59,NA,0.15,17,NA,NA,NA,NA,NA,6.82,NA,NFL,0519,DST,100026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Detroit Lions,0.79,0.06,2.68,NA,0.61,NA,0.18,19.5,NA,NA,NA,NA,NA,6.68,NA,NFL,0522,DST,100010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota Vikings,0.82,0.06,2.62,NA,0.58,NA,0.17,22.75,NA,NA,NA,NA,NA,6.56,NA,NFL,0524,DST,100020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buffalo Bills,0.72,0.06,2.48,NA,0.55,NA,0.17,21,NA,NA,NA,NA,NA,6.16,NA,NFL,0501,DST,100003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas City Chiefs,0.73,0.06,2.42,NA,0.56,NA,0.17,21.5,NA,NA,NA,NA,NA,6.14,NA,NFL,0512,DST,100016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indianapolis Colts,0.8,NA,2.67,NA,0.53,NA,0.13,20.75,NA,NA,NA,NA,NA,6.11,NA,NFL,0502,DST,100014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philadelphia Eagles,0.83,0.05,2.33,NA,0.52,NA,0.16,20,NA,NA,NA,NA,NA,6.09,NA,NFL,0518,DST,100025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami Dolphins,0.76,NA,2.64,NA,0.57,NA,0.13,21.75,NA,NA,NA,NA,NA,6.08,NA,NFL,0503,DST,100019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Rams,0.74,NA,2.76,NA,0.55,NA,0.12,21.75,NA,NA,NA,NA,NA,6.06,NA,NFL,0528,DST,100017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York Giants,0.76,NA,2.59,NA,0.57,NA,0.13,22,NA,NA,NA,NA,NA,6.03,NA,NFL,0517,DST,100023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Cowboys,0.76,NA,2.34,NA,0.5,NA,0.13,22.5,NA,NA,NA,NA,NA,6,NA,NFL,0516,DST,100008,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Orleans Saints,0.73,NA,2.54,NA,0.51,NA,0.07,20,NA,NA,NA,NA,NA,5.86,NA,NFL,0529,DST,100022,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cleveland Browns,0.71,NA,2.58,NA,0.52,NA,0.13,19.75,NA,NA,NA,NA,NA,5.82,NA,NFL,0507,DST,100007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baltimore Ravens,0.75,0.05,2.25,NA,0.5,NA,0.15,20.5,NA,NA,NA,NA,NA,5.75,NA,NFL,0531,DST,100002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denver Broncos,0.69,0.05,2.27,NA,0.49,NA,0.15,23.5,NA,NA,NA,NA,NA,5.63,NA,NFL,0511,DST,100009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Chargers DEF  View News,0.69,NA,2.25,NA,0.46,NA,0.12,22.75,NA,NA,NA,NA,NA,5.63,NA,NFL,0514,DST,100028,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seattle Seahawks,0.71,NA,2.41,NA,0.53,NA,0.12,22.75,NA,NA,NA,NA,NA,5.61,NA,NFL,0515,DST,100030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York Jets,0.65,NA,2.24,NA,0.47,NA,0.12,22.75,NA,NA,NA,NA,NA,5.56,NA,NFL,0505,DST,100024,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Houston Texans,0.67,0.05,2.21,NA,0.48,NA,0.14,19.5,NA,NA,NA,NA,NA,5.45,NA,NFL,0532,DST,100013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tampa Bay Buccaneers,0.68,NA,2.37,NA,0.51,NA,0.11,24,NA,NA,NA,NA,NA,5.41,NA,NFL,0525,DST,100031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacksonville Jaguars,0.72,NA,2.49,NA,0.52,NA,0.07,25,NA,NA,NA,NA,NA,5.39,NA,NFL,0509,DST,100015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carolina Panthers,0.66,NA,2.33,NA,0.53,NA,0.07,22.75,NA,NA,NA,NA,NA,5.13,NA,NFL,0527,DST,100004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington Commanders DEF  View News,0.68,NA,2.19,NA,0.47,NA,0.1,25.5,NA,NA,NA,NA,NA,5.09,NA,NFL,0520,DST,100032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Francisco 49ers,0.66,NA,2.13,NA,0.46,NA,0.1,26.25,NA,NA,NA,NA,NA,4.97,NA,NFL,0530,DST,100029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Las Vegas Raiders,0.63,NA,2.11,NA,0.46,NA,0.06,22.75,NA,NA,NA,NA,NA,4.65,NA,NFL,0513,DST,100018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee Titans,0.58,NA,1.98,NA,0.47,NA,0.06,24.5,NA,NA,NA,NA,NA,4.44,NA,NFL,0508,DST,100012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cincinnati Bengals,0.51,NA,1.75,NA,0.34,NA,0.09,30,NA,NA,NA,NA,NA,3.99,NA,NFL,0506,DST,100006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New England Patriots,0.51,NA,1.71,NA,0.34,NA,0.09,28.5,NA,NA,NA,NA,NA,3.95,NA,NFL,0504,DST,100021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.76,NA,3.27,NA,NA,NA,0.21,16,NA,NA,NA,304.53,NA,9.3,NA,FanDuel,0524,DST,2909,Minnesota D/ST,NA,NA,NA,NA,NA,NA,NA,NA,1,18,Minnesota Vikings,8,Cleveland Browns,CLE,18,Minnesota Vikings,MIN,WEEKLY,0.42,30
ARI,0.65,NA,3.28,NA,NA,NA,0.22,16.5,NA,NA,NA,294.97,NA,9.1,NA,FanDuel,0519,DST,2892,Arizona D/ST,NA,NA,NA,NA,NA,NA,NA,NA,2,1,Arizona Cardinals,1,Arizona Cardinals,ARI,31,Tennessee Titans,TEN,WEEKLY,0.49,32
BUF,0.74,NA,3.21,NA,NA,NA,0.18,20.5,NA,NA,NA,327.73,NA,8.41,NA,FanDuel,0501,DST,2895,Buffalo D/ST,NA,NA,NA,NA,NA,NA,NA,NA,3,4,Buffalo Bills,4,Buffalo Bills,BUF,19,New England Patriots,NE,WEEKLY,0.71,11
CLE,0.6,NA,3.44,NA,NA,NA,0.18,19.5,NA,NA,NA,305.98,NA,8.35,NA,FanDuel,0507,DST,2899,Cleveland D/ST,NA,NA,NA,NA,NA,NA,NA,NA,4,8,Cleveland Browns,8,Cleveland Browns,CLE,18,Minnesota Vikings,MIN,WEEKLY,0.59,29
LA,0.8,NA,2.46,NA,NA,NA,0.2,18,NA,NA,NA,311.18,NA,8.21,NA,FanDuel,0528,DST,53450,Los Angeles Rams D/ST,NA,NA,NA,NA,NA,NA,NA,NA,5,33,Los Angeles Rams,33,Los Angeles Rams,LA,27,San Francisco 49ers,SF,WEEKLY,0.54,16
DET,0.77,NA,2.94,NA,NA,NA,0.2,19,NA,NA,NA,318.42,NA,8.04,NA,FanDuel,0522,DST,2902,Detroit D/ST,NA,NA,NA,NA,NA,NA,NA,NA,6,11,Detroit Lions,7,Cincinnati Bengals,CIN,11,Detroit Lions,DET,WEEKLY,0.41,31
IND,0.87,NA,3.07,NA,NA,NA,0.18,20.5,NA,NA,NA,343.52,NA,7.87,NA,FanDuel,0502,DST,2905,Indianapolis D/ST,NA,NA,NA,NA,NA,NA,NA,NA,7,14,Indianapolis Colts,14,Indianapolis Colts,IND,35,Las Vegas Raiders,LV,WEEKLY,0.38,28
NO,0.68,NA,2.78,NA,NA,NA,0.18,20,NA,NA,NA,338.84,NA,7.56,NA,FanDuel,0529,DST,2911,New Orleans D/ST,NA,NA,NA,NA,NA,NA,NA,NA,8,20,New Orleans Saints,20,New Orleans Saints,NO,21,New York Giants,NYG,WEEKLY,0.5,24
SEA,0.75,NA,2.59,NA,NA,NA,0.18,20.75,NA,NA,NA,356.6,NA,7.54,NA,FanDuel,0515,DST,2919,Seattle D/ST,NA,NA,NA,NA,NA,NA,NA,NA,9,28,Seattle Seahawks,28,Seattle Seahawks,SEA,30,Tampa Bay Buccaneers,TB,WEEKLY,0.61,17
PHI,0.82,NA,2.2,NA,NA,NA,0.18,19.5,NA,NA,NA,335.46,NA,7.25,NA,FanDuel,0518,DST,2915,Philadelphia D/ST,NA,NA,NA,NA,NA,NA,NA,NA,10,24,Philadelphia Eagles,24,Philadelphia Eagles,PHI,10,Denver Broncos,DEN,WEEKLY,0.41,10
MIA,0.68,NA,2.72,NA,NA,NA,0.18,21.5,NA,NA,NA,293.85,NA,7.15,NA,FanDuel,0503,DST,2908,Miami D/ST,NA,NA,NA,NA,NA,NA,NA,NA,11,17,Miami Dolphins,5,Carolina Panthers,CAR,17,Miami Dolphins,MIA,WEEKLY,0.54,27
DAL,0.67,NA,2.54,NA,NA,NA,0.16,22.5,NA,NA,NA,320.47,NA,7.05,NA,FanDuel,0516,DST,2900,Dallas D/ST,NA,NA,NA,NA,NA,NA,NA,NA,12,9,Dallas Cowboys,22,New York Jets,NYJ,9,Dallas Cowboys,DAL,WEEKLY,0.71,23
BAL,0.64,NA,2.73,NA,NA,NA,0.17,21,NA,NA,NA,329.02,NA,6.98,NA,FanDuel,0531,DST,2894,Baltimore D/ST,NA,NA,NA,NA,NA,NA,NA,NA,13,3,Baltimore Ravens,3,Baltimore Ravens,BAL,13,Houston Texans,HOU,WEEKLY,0.44,26
LAC,0.65,NA,2.99,NA,NA,NA,0.16,22.5,NA,NA,NA,340.81,NA,6.84,NA,FanDuel,0514,DST,53451,Los Angeles Chargers D/ST,NA,NA,NA,NA,NA,NA,NA,NA,14,34,Los Angeles Chargers,34,Los Angeles Chargers,LAC,32,Washington Commanders,WSH,WEEKLY,0.39,9
HOU,0.68,NA,1.86,NA,NA,NA,0.18,19.5,NA,NA,NA,301.1,NA,6.65,NA,FanDuel,0532,DST,2904,Houston D/ST,NA,NA,NA,NA,NA,NA,NA,NA,15,13,Houston Texans,3,Baltimore Ravens,BAL,13,Houston Texans,HOU,WEEKLY,0.44,8
NYG,0.64,NA,2.63,NA,NA,NA,0.17,21.5,NA,NA,NA,283.39,NA,6.64,NA,FanDuel,0517,DST,2913,New York Giants D/ST,NA,NA,NA,NA,NA,NA,NA,NA,16,21,New York Giants,20,New Orleans Saints,NO,21,New York Giants,NYG,WEEKLY,0.41,25
KC,0.76,NA,2.27,NA,NA,NA,0.17,21.75,NA,NA,NA,328.66,NA,6.6,NA,FanDuel,0512,DST,2907,Kansas City D/ST,NA,NA,NA,NA,NA,NA,NA,NA,17,16,Kansas City Chiefs,15,Jacksonville Jaguars,JAC,16,Kansas City Chiefs,KC,WEEKLY,0.45,19
TB,0.86,NA,2.79,NA,NA,NA,0.15,23.75,NA,NA,NA,350.66,NA,6.54,NA,FanDuel,0525,DST,2921,Tampa Bay D/ST,NA,NA,NA,NA,NA,NA,NA,NA,18,30,Tampa Bay Buccaneers,28,Seattle Seahawks,SEA,30,Tampa Bay Buccaneers,TB,WEEKLY,0.35,14
DEN,0.52,NA,3.24,NA,NA,NA,0.15,24,NA,NA,NA,334.84,NA,6.33,NA,FanDuel,0511,DST,2901,Denver D/ST,NA,NA,NA,NA,NA,NA,NA,NA,19,10,Denver Broncos,24,Philadelphia Eagles,PHI,10,Denver Broncos,DEN,WEEKLY,0.4,13
NYJ,0.75,NA,2.34,NA,NA,NA,0.15,25,NA,NA,NA,350.65,NA,6.02,NA,FanDuel,0505,DST,2912,New York Jets D/ST,NA,NA,NA,NA,NA,NA,NA,NA,20,22,New York Jets,22,New York Jets,NYJ,9,Dallas Cowboys,DAL,WEEKLY,0.57,4
WSH,0.52,NA,2.99,NA,NA,NA,0.15,25,NA,NA,NA,355.91,NA,5.97,NA,FanDuel,0520,DST,2923,Washington D/ST,NA,NA,NA,NA,NA,NA,NA,NA,21,32,Washington Commanders,34,Los Angeles Chargers,LAC,32,Washington Commanders,WSH,WEEKLY,0.45,12
CAR,0.75,NA,1.98,NA,NA,NA,0.15,23,NA,NA,NA,347.16,NA,5.85,NA,FanDuel,0527,DST,2896,Carolina D/ST,NA,NA,NA,NA,NA,NA,NA,NA,22,5,Carolina Panthers,5,Carolina Panthers,CAR,17,Miami Dolphins,MIA,WEEKLY,0.43,18
JAC,0.66,NA,2.65,NA,NA,NA,0.14,24.75,NA,NA,NA,330.97,NA,5.69,NA,FanDuel,0509,DST,2906,Jacksonville D/ST,NA,NA,NA,NA,NA,NA,NA,NA,23,15,Jacksonville Jaguars,15,Jacksonville Jaguars,JAC,16,Kansas City Chiefs,KC,WEEKLY,0.34,6
TEN,0.69,NA,1.99,NA,NA,NA,0.14,25,NA,NA,NA,341.25,NA,5.31,NA,FanDuel,0508,DST,2922,Tennessee D/ST,NA,NA,NA,NA,NA,NA,NA,NA,24,31,Tennessee Titans,1,Arizona Cardinals,ARI,31,Tennessee Titans,TEN,WEEKLY,0.49,20
LV,0.66,NA,2.45,NA,NA,NA,0.13,27,NA,NA,NA,339.74,NA,5.19,NA,FanDuel,0513,DST,54498,Las Vegas D/ST,NA,NA,NA,NA,NA,NA,NA,NA,25,35,Las Vegas Raiders,14,Indianapolis Colts,IND,35,Las Vegas Raiders,LV,WEEKLY,0.48,2
SF,0.71,NA,2.03,NA,NA,NA,0.13,25.5,NA,NA,NA,356.48,NA,4.98,NA,FanDuel,0530,DST,2918,San Francisco D/ST,NA,NA,NA,NA,NA,NA,NA,NA,26,27,San Francisco 49ers,33,Los Angeles Rams,LA,27,San Francisco 49ers,SF,WEEKLY,0.34,7
NE,0.72,NA,1.97,NA,NA,NA,0.12,29,NA,NA,NA,390.67,NA,4.1,NA,FanDuel,0504,DST,2910,New England D/ST,NA,NA,NA,NA,NA,NA,NA,NA,27,19,New England Patriots,4,Buffalo Bills,BUF,19,New England Patriots,NE,WEEKLY,0.37,1
CIN,0.6,NA,2.3,NA,NA,NA,0.11,29.5,NA,NA,NA,395.87,NA,4.04,NA,FanDuel,0506,DST,2898,Cincinnati D/ST,NA,NA,NA,NA,NA,NA,NA,NA,28,7,Cincinnati Bengals,7,Cincinnati Bengals,CIN,11,Detroit Lions,DET,WEEKLY,0.39,3
