player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,fumble_TD
Rashee Rice,WR,KC,1,6.2,4.9,53.7,53.7,11,0.5,0.5,2,4,0.1,0,8.6,8.6,3124978,CBS,16194,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,1,6,4.6,64.8,64.8,14.1,0.4,0,0,0,0,0,8.4,8.4,2866975,CBS,15282,NA,NA,NA,NA,NA,NA,NA,NA
Ladd McConkey,WR,LAC,1,7.8,5.1,67.7,67.7,13.3,0.4,0,0,0,0,0,8.4,8.4,3163962,CBS,16627,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,1,6.2,4.5,60.9,60.9,13.5,0.4,0.5,2.8,5.6,0,0.1,8.2,8.2,3127049,CBS,16190,NA,NA,NA,NA,NA,NA,NA,NA
Rome Odunze,WR,CHI,1,7.1,3.8,54.4,54.4,14.3,0.5,0.1,0.2,2,0,0,8,8,3162979,CBS,16616,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,1,6.5,4,59.6,59.6,14.9,0.5,0,0,0,0,0,8,8,2258303,CBS,14104,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Harrison Jr.,WR,ARI,1,7.2,3.9,56,56,14.4,0.5,0,0,0,0,0,8,8,26701883,CBS,16614,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,1,6.2,3.6,54,54,15,0.5,0,0,0,0,0,8,8,2809208,CBS,14835,NA,NA,NA,NA,NA,NA,NA,NA
Tre Tucker,WR,LV,1,5.3,3.6,52.3,52.3,14.5,0.5,0.6,3.7,6.2,0,0,8,8,3121848,CBS,16287,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Johnston,WR,LAC,1,6.3,3.7,50.7,50.7,13.7,0.5,0.2,0.6,3,0,0.1,7.8,7.8,3162609,CBS,16188,NA,NA,NA,NA,NA,NA,NA,NA
Tetairoa McMillan,WR,CAR,1,8.3,5,62.1,62.1,12.4,0.3,0,0.1,0,0,0,7.8,7.8,28877124,CBS,17071,NA,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel,WR,WAS,1,6.2,4.5,42,42,9.3,0.4,2.1,9.4,4.5,0.2,0,7.6,7.6,2139735,CBS,14136,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,1,6.9,4.3,54.6,54.6,12.7,0.4,0,0,0,0,0,7.4,7.4,2218461,CBS,13630,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,NE,1,6.4,4.8,56.1,56.1,11.7,0.4,0.1,0.2,2,0,0,7.4,7.4,2000038,CBS,12186,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Addison,WR,MIN,1,5.3,3.2,50,50,15.6,0.4,0.1,1.9,19,0,0,7.4,7.4,3162290,CBS,16186,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,1,5.5,3.5,47.5,47.5,13.6,0.5,0,0,0,0,0,7,7,2961886,CBS,15779,NA,NA,NA,NA,NA,NA,NA,NA
Kayshon Boutte,WR,NE,1,3.3,2.3,44.1,44.1,19.2,0.5,0,0,0,0,0,7,7,3163170,CBS,16193,NA,NA,NA,NA,NA,NA,NA,NA
Tez Johnson,WR,TB,1,5,3.1,42.6,42.6,13.7,0.4,0.3,1.2,4,0,0,6.4,6.4,3161539,CBS,17079,NA,NA,NA,NA,NA,NA,NA,NA
Wan'Dale Robinson,WR,NYG,1,8,5.5,50.5,50.5,9.2,0.2,0.2,1.4,7,0,0,6.2,6.2,3124107,CBS,15757,NA,NA,NA,NA,NA,NA,NA,NA
Kendrick Bourne,WR,SF,1,4.6,3.3,51.9,51.9,15.7,0.2,0,0.2,0,0,0,6.2,6.2,2088428,CBS,13418,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Worthy,WR,KC,1,4.9,3,33.4,33.4,11.1,0.2,1.4,11,7.9,0.1,0,5.8,5.8,26730787,CBS,16620,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,1,5.4,4.2,46.5,46.5,11.1,0.3,0.1,0.4,4,0,0,5.8,5.8,2969119,CBS,15761,NA,NA,NA,NA,NA,NA,NA,NA
Parker Washington,WR,JAC,1,6.1,3.5,40.6,40.6,11.6,0.3,0.5,0.5,1,0,0,5.8,5.8,3168820,CBS,16192,NA,NA,NA,NA,NA,NA,NA,NA
Keenan Allen,WR,LAC,1,6.2,4.1,46.3,46.3,11.3,0.3,0,0.1,0,0,0,5.8,5.8,1737096,CBS,11222,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,1,4.5,2.8,48.4,48.4,17.3,0.3,0.4,2.5,6.3,0,0,5.8,5.8,3125968,CBS,15756,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CHI,1,5.9,3.9,48.8,48.8,12.5,0.2,0.9,3.7,4.1,0.1,0.1,5.6,5.6,2179328,CBS,13635,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,1,6.2,3.7,44.4,44.4,12,0.3,0,0,0,0,0.1,5.6,5.6,2180514,CBS,14860,NA,NA,NA,NA,NA,NA,NA,NA
Troy Franklin,WR,DEN,1,7.3,4.2,38.7,38.7,9.2,0.4,0.3,0.8,2.7,0,0.1,5.2,5.2,26693436,CBS,16619,NA,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,1,6.2,3.8,41.5,41.5,10.9,0.2,0.2,1.7,8.5,0,0,5.2,5.2,2818150,CBS,13163,NA,NA,NA,NA,NA,NA,NA,NA
Josh Palmer,WR,BUF,1,3.8,2.5,40.9,40.9,16.4,0.2,0,0.1,0,0,0,5.2,5.2,2867325,CBS,15319,NA,NA,NA,NA,NA,NA,NA,NA
Christian Watson,WR,GB,1,3.8,2.2,47.8,47.8,21.7,0.2,0.2,1.1,5.5,0,0,5.2,5.2,2869806,CBS,15789,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Ridley,WR,TEN,1,5.2,2.7,45.8,45.8,17,0.2,0.2,1,5,0,0,5.2,5.2,2186328,CBS,13629,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,JAC,1,6.2,4.3,48.5,48.5,11.3,0.2,0.1,0.8,8,0,0,5.2,5.2,2183835,CBS,14127,NA,NA,NA,NA,NA,NA,NA,NA
Rashid Shaheed,WR,SEA,1,4.4,2.8,43.7,43.7,15.6,0.2,0.4,2.5,6.3,0,0.1,5,5,2250863,CBS,16080,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Austin III,WR,PIT,1,4.2,2.5,31.9,31.9,12.8,0.3,0.1,0.9,9,0,0,4.8,4.8,2866214,CBS,15777,NA,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,NE,1,4,2.9,38.4,38.4,13.2,0.3,0.1,0.2,2,0,0,4.8,4.8,2010349,CBS,13289,NA,NA,NA,NA,NA,NA,NA,NA
Keon Coleman,WR,BUF,1,4.9,3,35.5,35.5,11.8,0.3,0,0.1,0,0,0.1,4.6,4.6,26717289,CBS,16617,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Mooney,WR,ATL,1,4.9,2.5,40.2,40.2,16.1,0.1,0,0.1,0,0,0,4.6,4.6,2240651,CBS,14974,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,CLE,1,6.6,3.3,42.1,42.1,12.8,0.1,0,0,0,0,0,4.6,4.6,2741201,CBS,14833,NA,NA,NA,NA,NA,NA,NA,NA
Darius Slayton,WR,NYG,1,5.2,3.3,47.1,47.1,14.3,0.1,0,0.2,0,0,0.1,4.4,4.4,2183982,CBS,14122,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,SEA,1,4.6,3.2,39.2,39.2,12.3,0.2,0,0.1,0,0,0,4.2,4.2,2006951,CBS,13164,NA,NA,NA,NA,NA,NA,NA,NA
Elic Ayomanor,WR,TEN,1,4.6,2.4,32,32,13.3,0.2,0,0.1,0,0,0,4.2,4.2,28900714,CBS,17073,NA,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,HOU,1,5.2,3.1,37,37,11.9,0.2,0,0.1,0,0,0,4.2,4.2,2180820,CBS,13633,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Higgins,WR,HOU,1,3.3,2.1,24.7,24.7,11.8,0.3,0,0.1,0,0,0,3.8,3.8,26708551,CBS,17083,NA,NA,NA,NA,NA,NA,NA,NA
Rashod Bateman,WR,BAL,1,3.3,1.8,26.1,26.1,14.5,0.3,0,0.2,0,0,0,3.8,3.8,2960940,CBS,15293,NA,NA,NA,NA,NA,NA,NA,NA
Tory Horton,WR,SEA,1,3.6,2.2,28.2,28.2,12.8,0.3,0.1,0.2,2,0,0,3.8,3.8,3165177,CBS,17098,NA,NA,NA,NA,NA,NA,NA,NA
Demario Douglas,WR,NE,1,3.2,2.1,29,29,13.8,0.3,0.4,1.2,3,0,0,3.8,3.8,3126241,CBS,16342,NA,NA,NA,NA,NA,NA,NA,NA
Jalen McMillan,WR,TB,1,3.3,2,26.1,26.1,13.1,0.3,0.3,2.9,9.7,0,0,3.8,3.8,3162347,CBS,16628,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Nailor,WR,MIN,1,3.2,1.8,29,29,16.1,0.2,0.1,1.2,12,0,0,3.2,3.2,2967232,CBS,15786,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Johnson,WR,NYJ,1,2.6,1.6,24.9,24.9,15.6,0.2,0,0,0,0,0,3.2,3.2,1620002,CBS,14864,NA,NA,NA,NA,NA,NA,NA,NA
Cedric Tillman,WR,CLE,1,4.1,2.2,21,21,9.6,0.2,0,0.1,0,0,0,3.2,3.2,2962120,CBS,16191,NA,NA,NA,NA,NA,NA,NA,NA
Dontayvion Wicks,WR,GB,1,4,2.4,28.5,28.5,11.9,0.2,0,0,0,0,0,3.2,3.2,3122375,CBS,16195,NA,NA,NA,NA,NA,NA,NA,NA
Michael Wilson,WR,ARI,1,4.2,2.6,28.7,28.7,11,0.2,0,0.1,0,0,0,3.2,3.2,2965181,CBS,16206,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Brown,WR,KC,1,3.3,2,22.3,22.3,11.2,0.2,0,0.3,0,0,0,3.2,3.2,2804128,CBS,14105,NA,NA,NA,NA,NA,NA,NA,NA
Roman Wilson,WR,PIT,1,2.4,1.6,22.8,22.8,14.3,0.2,0.1,0.3,3,0,0.1,3,3,3169495,CBS,16629,NA,NA,NA,NA,NA,NA,NA,NA
Chimere Dike,WR,TEN,1,3.8,2.4,26.7,26.7,11.1,0.2,0.7,1.4,2,0,0.1,3,3,3162452,CBS,17171,NA,NA,NA,NA,NA,NA,NA,NA
Malik Washington,WR,MIA,1,3.9,2.7,23.7,23.7,8.8,0.2,1.1,6.8,6.2,0,0.1,3,3,3124729,CBS,16684,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Mims,WR,DEN,1,3.4,2.4,25.4,25.4,10.6,0.1,0.8,4.6,5.8,0.1,0.1,3,3,3162586,CBS,16189,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Bond,WR,CLE,1,3.8,1.9,22,22,11.6,0.1,0.1,1.1,11,0,0,2.6,2.6,28910521,CBS,17076,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Golden,WR,GB,1,2.2,1.6,20.5,20.5,12.8,0.1,0.7,5.2,7.4,0,0,2.6,2.6,28874927,CBS,17075,NA,NA,NA,NA,NA,NA,NA,NA
Noah Brown,WR,WAS,1,2.7,1.5,21.5,21.5,14.3,0.1,0,0,0,0,0,2.6,2.6,2139270,CBS,13172,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Coker,WR,CAR,1,3.9,2.6,28.6,28.6,11,0.1,0,0,0,0,0,2.6,2.6,3163990,CBS,16809,NA,NA,NA,NA,NA,NA,NA,NA
Dont'e Thornton Jr.,WR,LV,1,3.2,1.6,23.5,23.5,14.7,0.1,0.1,0.2,2,0,0,2.6,2.6,26694424,CBS,17087,NA,NA,NA,NA,NA,NA,NA,NA
Olamide Zaccheaus,WR,CHI,1,4.4,2.9,24.1,24.1,8.3,0.1,0.3,1.4,4.7,0,0,2.6,2.6,2186266,CBS,14592,NA,NA,NA,NA,NA,NA,NA,NA
Gunner Olszewski,WR,NYG,1,3.1,1.6,20,20,12.5,0.2,0.1,0.3,3,0,0.3,2.6,2.6,3117210,CBS,14555,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Chosen,WR,WAS,1,3,1.8,22.2,22.2,12.3,0.1,0,0.3,0,0,0,2.6,2.6,1886746,CBS,12930,NA,NA,NA,NA,NA,NA,NA,NA
Andrei Iosivas,WR,CIN,1,3.3,1.8,24,24,13.3,0.1,0.2,0.6,3,0,0,2.6,2.6,2966908,CBS,16207,NA,NA,NA,NA,NA,NA,NA,NA
Jack Bech,WR,LV,1,2.6,1.6,20,20,12.5,0.1,0,0.2,0,0,0,2.6,2.6,26700682,CBS,17078,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,LV,1,4.2,2.5,27.6,27.6,11,0.1,0,0,0,0,0,2.6,2.6,1860834,CBS,12187,NA,NA,NA,NA,NA,NA,NA,NA
Luther Burden III,WR,CHI,1,2.4,1.8,24.2,24.2,13.4,0.1,0.2,0.6,3,0,0,2.6,2.6,28874444,CBS,17070,NA,NA,NA,NA,NA,NA,NA,NA
Sterling Shepard,WR,TB,1,3.1,2.2,22.2,22.2,10.1,0.1,0.4,2.6,6.5,0,0.1,2.4,2.4,1996786,CBS,12658,NA,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,NYJ,1,1.9,1.1,12.3,12.3,11.2,0.2,0,0,0,0,0,2.2,2.2,2141655,CBS,13632,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Legette,WR,CAR,1,4.2,2.3,19.1,19.1,8.3,0.2,0.2,0.4,2,0,0,2.2,2.2,3131575,CBS,16639,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,BUF,1,2.7,1.6,18.4,18.4,11.5,0.1,0.5,1.9,3.8,0.1,0,2.2,2.2,2963569,CBS,15288,NA,NA,NA,NA,NA,NA,NA,NA
Scott Miller,WR,PIT,1,2.4,1.4,18.7,18.7,13.4,0.2,0,0,0,0,0,2.2,2.2,2180075,CBS,14280,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dortch,WR,ARI,1,2.4,1.9,13.5,13.5,7.1,0.1,0.4,2,5,0.1,0,2.2,2.2,2223207,CBS,14108,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Hutchinson,WR,HOU,1,2.7,1.8,18.6,18.6,10.3,0.2,0.1,1,10,0,0,2.2,2.2,3161943,CBS,16201,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,BAL,1,1.6,1,16.6,16.6,16.6,0.2,0,0.1,0,0,0,2.2,2.2,1737078,CBS,11232,NA,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,BUF,1,2.1,1.5,15.7,15.7,10.5,0.2,0.2,1.1,5.5,0,0,2.2,2.2,2131252,CBS,13157,NA,NA,NA,NA,NA,NA,NA,NA
Jaylin Lane,WR,WAS,1,3.6,1.9,25.7,25.7,13.5,0.1,0.1,0.7,7,0,0.2,2.2,2.2,3162484,CBS,17184,NA,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,KC,1,1.7,1.3,15.2,15.2,11.7,0.1,0,0,0,0,0,1.6,1.6,2139620,CBS,13156,NA,NA,NA,NA,NA,NA,NA,NA
Jake Bobo,WR,SEA,1,1.7,1.3,13.8,13.8,10.6,0.1,0,0.1,0,0,0,1.6,1.6,2962336,CBS,16393,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Tinsley,WR,CIN,1,2,1.2,15.4,15.4,12.8,0.1,0.1,0.3,3,0,0,1.6,1.6,3162481,CBS,16403,NA,NA,NA,NA,NA,NA,NA,NA
Malik Heath,WR,GB,1,1.8,1.4,17,17,12.1,0.1,0,0,0,0,0,1.6,1.6,3171033,CBS,16413,NA,NA,NA,NA,NA,NA,NA,NA
Tre Harris,WR,LAC,1,2.1,1.6,16.7,16.7,10.4,0.1,0,0.1,0,0,0,1.6,1.6,3162525,CBS,17072,NA,NA,NA,NA,NA,NA,NA,NA
Jaylin Noel,WR,HOU,1,1.9,1.3,16.3,16.3,12.5,0.1,0.3,0.5,1.7,0,0,1.6,1.6,26697286,CBS,17080,NA,NA,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,WR,SF,1,1.3,0.7,10.2,10.2,14.6,0.1,0,0.1,0,0,0,1.6,1.6,2071540,CBS,13793,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,12,8,97,NA,NA,1,0,1,NA,0,NA,NA,NA,4362628,ESPN,15281,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,10,7,97,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4262921,ESPN,14836,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,10,7,84,NA,NA,1,0,1,NA,0,NA,NA,NA,4241389,ESPN,14832,NA,NA,NA,NA,NA,NA,NA,NA
Malik Nabers,WR,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4595348,ESPN,16615,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LAR,NA,11,8,91,NA,NA,1,0,3,NA,0,NA,NA,NA,4426515,ESPN,16211,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St. Brown,WR,DET,NA,10,8,86,NA,NA,1,0,1,NA,0,NA,NA,NA,4374302,ESPN,15287,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,8,5,76,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4258173,ESPN,15290,NA,NA,NA,NA,NA,NA,NA,NA
Brian Thomas Jr.,WR,JAC,NA,8,4,60,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4432773,ESPN,16618,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,8,5,74,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4047646,ESPN,14104,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,11,6,88,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4426502,ESPN,15751,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,8,5,58,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4239993,ESPN,14835,NA,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3116406,ESPN,12801,NA,NA,NA,NA,NA,NA,NA,NA
Ladd McConkey,WR,LAC,NA,9,6,72,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4612826,ESPN,16627,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LAR,NA,9,5,68,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,16800,ESPN,11675,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,11,8,120,NA,NA,0,0,2,NA,0,NA,NA,NA,4430878,ESPN,16185,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3121422,ESPN,14109,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4569618,ESPN,15753,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Harrison Jr.,WR,ARI,NA,8,5,69,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4432708,ESPN,16614,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,PIT,NA,6,4,55,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4047650,ESPN,14102,NA,NA,NA,NA,NA,NA,NA,NA
Tetairoa McMillan,WR,CAR,NA,9,5,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4685472,ESPN,17071,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Worthy,WR,KCC,NA,6,4,51,NA,NA,0,1,5,NA,0,NA,NA,NA,4683062,ESPN,16620,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16737,ESPN,11671,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CHI,NA,5,3,43,NA,NA,0,1,7,NA,0,NA,NA,NA,3915416,ESPN,13635,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,7,5,66,NA,NA,0,1,3,NA,0,NA,NA,NA,4429615,ESPN,16190,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,8,5,56,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3128429,ESPN,13630,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Ridley,WR,TEN,NA,6,3,46,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3925357,ESPN,13629,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,8,6,66,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4241478,ESPN,15282,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,8,6,77,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4372016,ESPN,15284,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,CLE,NA,7,4,56,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4241463,ESPN,14833,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,6,4,63,NA,NA,0,0,2,NA,0,NA,NA,NA,4426388,ESPN,15756,NA,NA,NA,NA,NA,NA,NA,NA
Rashee Rice,WR,KCC,NA,8,6,68,NA,NA,0,1,4,NA,0,NA,NA,NA,4428331,ESPN,16194,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,DAL,NA,7,5,61,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4426354,ESPN,15762,NA,NA,NA,NA,NA,NA,NA,NA
Rome Odunze,WR,CHI,NA,7,4,73,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4431299,ESPN,16616,NA,NA,NA,NA,NA,NA,NA,NA
Travis Hunter,WR,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4685415,ESPN,17074,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,JAC,NA,5,3,32,NA,NA,0,0,1,NA,0,NA,NA,NA,3916433,ESPN,14127,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Golden,WR,GB,NA,4,3,33,NA,NA,0,1,4,NA,0,NA,NA,NA,4701936,ESPN,17075,NA,NA,NA,NA,NA,NA,NA,NA
Emeka Egbuka,WR,TB,NA,9,5,81,NA,NA,1,0,1,NA,0,NA,NA,NA,4567750,ESPN,17081,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4361370,ESPN,15754,NA,NA,NA,NA,NA,NA,NA,NA
Ricky Pearsall,WR,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4428209,ESPN,16622,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman Jr.,WR,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4035687,ESPN,14842,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,NE,NA,7,5,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2976212,ESPN,12186,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,SEA,NA,3,2,30,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2977187,ESPN,13164,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Addison,WR,MIN,NA,7,4,60,NA,NA,0,0,1,NA,0,NA,NA,NA,4429205,ESPN,16186,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,8,5,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3886598,ESPN,14860,NA,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel,WR,WAS,NA,7,5,57,NA,NA,0,1,6,NA,0,NA,NA,NA,3126486,ESPN,14136,NA,NA,NA,NA,NA,NA,NA,NA
