player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,dst_int,dst_fum_rec,dst_sacks,dst_fumbles,dst_tackles,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds
Nico Collins,WR,HOU,NA,5.3,5.3,78.9,NA,NA,1,0,0.1,NA,0,0.1,13.78,NA,16281,FleaFlicker,15290,NA,NA,NA,NA,NA,6,@BALSun 1:00 PM,WR2,1,79,98%,NA
Puka Nacua,WR,LAR,NA,8,8,97.4,NA,NA,0.5,1.1,5.9,NA,0.1,0,13.61,NA,17779,FleaFlicker,16211,NA,NA,NA,NA,NA,8,SFThu 8:15 PM,WR1,0.6,103.3,98%,NA
George Pickens,WR,DAL,NA,5,5,76.5,NA,NA,1,0,0.1,NA,0,0,13.6,NA,16859,FleaFlicker,15762,NA,NA,NA,NA,NA,0,@NYJSun 1:00 PM,WR18,1,76.6,96%,NA
Quentin Johnston,WR,LAC,NA,4.6,4.6,70.9,NA,NA,1,0.1,0.6,NA,0,0,13.07,NA,17593,FleaFlicker,16188,NA,NA,NA,NA,NA,2,WASSun 4:25 PM,WR28,1,71.5,90%,NA
Davante Adams,WR,LAR,NA,4.8,4.8,65.9,NA,NA,1,0,0,NA,0,0,12.55,NA,10295,FleaFlicker,11675,NA,NA,NA,NA,NA,8,SFThu 8:15 PM,WR11,1,65.9,98%,NA
Ja'Marr Chase,WR,CIN,NA,6,6,77,NA,NA,0.5,0.2,1.2,NA,0,0.1,10.52,NA,16250,FleaFlicker,15281,NA,NA,NA,NA,NA,0,DETSun 4:25 PM,WR5,0.5,78.2,99%,NA
Jaxon Smith-Njigba,WR,SEA,NA,6.1,6.1,78.9,NA,NA,0.4,0.4,2,NA,0,0.1,10.49,NA,17606,FleaFlicker,16185,NA,NA,NA,NA,NA,8,TBSun 4:05 PM,WR7,0.4,80.9,97%,NA
Garrett Wilson,WR,NYJ,NA,5.6,5.6,70.7,NA,NA,0.5,0,0.6,NA,0,0.1,9.88,NA,16798,FleaFlicker,15753,NA,NA,NA,NA,NA,9,DALSun 1:00 PM,WR9,0.5,71.3,97%,NA
Justin Jefferson,WR,MIN,NA,5.3,5.3,74.7,NA,NA,0.4,0.1,0.3,NA,0,0,9.72,NA,15540,FleaFlicker,14836,NA,NA,NA,NA,NA,6,@CLESun 9:30 AM,WR3,0.4,75,99%,NA
Jaylen Waddle,WR,MIA,NA,5.2,5.2,67.5,NA,NA,0.4,0.1,0.6,NA,0,0,8.96,NA,16236,FleaFlicker,15284,NA,NA,NA,NA,NA,2,@CARSun 1:00 PM,WR26,0.4,68,93%,NA
Keenan Allen,WR,LAC,NA,5.1,5.1,60.6,NA,NA,0.5,0,0.1,NA,0,0,8.95,NA,9380,FleaFlicker,11222,NA,NA,NA,NA,NA,2,WASSun 4:25 PM,WR27,0.5,60.7,87%,NA
Zay Flowers,WR,BAL,NA,4.8,4.8,67.1,NA,NA,0.3,0.5,2.5,NA,0,0,8.94,NA,17595,FleaFlicker,16190,NA,NA,NA,NA,NA,7,HOUSun 1:00 PM,WR12,0.3,69.5,97%,NA
A.J. Brown,WR,PHI,NA,4.6,4.6,65.8,NA,NA,0.4,0,0,NA,0,0,8.94,NA,14694,FleaFlicker,14104,NA,NA,NA,NA,NA,9,DENSun 1:00 PM,WR10,0.4,65.8,98%,NA
Jameson Williams,WR,DET,NA,3.4,3.4,59.7,NA,NA,0.4,0.5,3.7,NA,0.1,0,8.94,NA,16830,FleaFlicker,15756,NA,NA,NA,NA,NA,8,@CINSun 4:25 PM,WR22,0.4,63.4,95%,NA
Xavier Worthy,WR,KC,NA,4.3,4.3,56,NA,NA,0.4,1.2,6.7,NA,0.1,0,8.87,NA,18363,FleaFlicker,16620,NA,NA,NA,NA,NA,0,@JACMon 8:15 PM,WR23,0.4,62.7,94%,NA
Tetairoa McMillan,WR,CAR,NA,4.9,4.9,64.7,NA,NA,0.4,0,0.4,NA,0,0.1,8.85,NA,19258,FleaFlicker,17071,NA,NA,NA,NA,NA,4,MIASun 1:00 PM,WR13,0.4,65.1,92%,NA
Brian Thomas,WR,JAC,NA,4.3,4.3,60.8,NA,NA,0.4,0.2,1.4,NA,0,0,8.52,NA,18361,FleaFlicker,16618,NA,NA,NA,NA,NA,8,KCMon 8:15 PM,WR14,0.4,62.2,96%,NA
Marvin Harrison,WR,ARI,NA,4.2,4.2,55.9,NA,NA,0.5,0,0.2,NA,0,0,8.51,NA,18381,FleaFlicker,16614,NA,NA,NA,NA,NA,8,TENSun 4:05 PM,WR30,0.5,56,96%,NA
Ladd McConkey,WR,LAC,NA,4.6,4.6,64.2,NA,NA,0.3,0,0.1,NA,0,0,8.49,NA,18407,FleaFlicker,16627,NA,NA,NA,NA,NA,2,WASSun 4:25 PM,WR19,0.3,64.4,95%,NA
Deebo Samuel,WR,WAS,NA,4.2,4.2,50.4,NA,NA,0.3,1.8,9.5,NA,0.1,0,8.45,NA,14702,FleaFlicker,14136,NA,NA,NA,NA,NA,2,@LACSun 4:25 PM,WR29,0.4,59.9,96%,NA
Jakobi Meyers,WR,LV,NA,5.5,5.5,65.6,NA,NA,0.3,0,0.5,NA,0,0,8.41,NA,14949,FleaFlicker,14127,NA,NA,NA,NA,NA,8,@INDSun 1:00 PM,WR35,0.3,66,90%,NA
Ricky Pearsall,WR,SF,NA,4.2,4.2,64.1,NA,NA,0.3,0.3,1.7,NA,0,0,8.16,NA,18377,FleaFlicker,16622,NA,NA,NA,NA,NA,4,@LARThu 8:15 PM,WR25,0.3,65.8,91%,NA
Courtland Sutton,WR,DEN,NA,4.6,4.6,58.5,NA,NA,0.4,0,0,NA,0,0.1,8.13,NA,13795,FleaFlicker,13630,NA,NA,NA,NA,NA,2,@PHISun 1:00 PM,WR15,0.4,58.5,97%,NA
Michael Pittman,WR,IND,NA,5.1,5.1,56.8,NA,NA,0.4,0,0.1,NA,0,0,7.85,NA,15603,FleaFlicker,14842,NA,NA,NA,NA,NA,1,LVSun 1:00 PM,WR40,0.4,56.8,90%,NA
Chris Godwin,WR,TB,NA,5.1,5.1,57.5,NA,NA,0.3,0.1,0.5,NA,0,0,7.62,NA,12926,FleaFlicker,13163,NA,NA,NA,NA,NA,9,@SEASun 4:05 PM,WR48,0.3,58,86%,NA
Tee Higgins,WR,CIN,NA,4,4,55.1,NA,NA,0.3,0,0,NA,0,0,7.57,NA,15585,FleaFlicker,14835,NA,NA,NA,NA,NA,0,DETSun 4:25 PM,WR33,0.3,55.1,95%,NA
Chris Olave,WR,NO,NA,5.2,5.2,56.3,NA,NA,0.3,0,0.1,NA,0,0,7.44,NA,16824,FleaFlicker,15754,NA,NA,NA,NA,NA,1,NYGSun 1:00 PM,WR34,0.3,56.4,90%,NA
Terry McLaurin,WR,WAS,NA,4,4,54.6,NA,NA,0.3,0.1,0.3,NA,0,0,7.37,NA,14746,FleaFlicker,14109,NA,NA,NA,NA,NA,2,@LACSun 4:25 PM,WR31,0.3,54.9,94%,NA
Keon Coleman,WR,BUF,NA,3.4,3.4,51.4,NA,NA,0.4,0,0.1,NA,0,0,7.28,NA,18392,FleaFlicker,16617,NA,NA,NA,NA,NA,7,NESun 8:20 PM,WR37,0.4,51.5,87%,NA
DeVonta Smith,WR,PHI,NA,4.3,4.3,49.7,NA,NA,0.3,0,0.1,NA,0,0,6.98,NA,16253,FleaFlicker,15282,NA,NA,NA,NA,NA,9,DENSun 1:00 PM,WR32,0.3,49.8,94%,NA
Calvin Ridley,WR,TEN,NA,3.5,3.5,52.8,NA,NA,0.2,0.2,1.2,NA,0,0,6.86,NA,13776,FleaFlicker,13629,NA,NA,NA,NA,NA,0,@ARISun 4:05 PM,WR38,0.2,53.9,85%,NA
Jauan Jennings,WR,SF,NA,3.6,3.6,52.9,NA,NA,0.3,0,0.1,NA,0,0,6.84,NA,15751,FleaFlicker,14860,NA,NA,NA,NA,NA,4,@LARThu 8:15 PM,WR39,0.3,53,84%,NA
Jerry Jeudy,WR,CLE,NA,4.2,4.2,58.1,NA,NA,0.2,0,0.2,NA,0,0,6.75,NA,15544,FleaFlicker,14833,NA,NA,NA,NA,NA,9,MINSun 9:30 AM,WR45,0.2,58.3,86%,NA
Cooper Kupp,WR,SEA,NA,4.1,4.1,48.9,NA,NA,0.3,0,0.2,NA,0,0,6.73,NA,12970,FleaFlicker,13164,NA,NA,NA,NA,NA,8,TBSun 4:05 PM,WR59,0.3,49.1,82%,NA
Travis Hunter,WR,JAC,NA,3.4,3.4,38.8,NA,NA,0.2,0,0.6,NA,0,0.1,6.61,NA,19244,FleaFlicker,17074,NA,NA,NA,NA,NA,8,KCMon 8:15 PM,WR43,0.3,39.3,84%,NA
Jordan Addison,WR,MIN,NA,3.2,3.2,44.9,NA,NA,0.3,0.1,0.4,NA,0,0,6.53,NA,17613,FleaFlicker,16186,NA,NA,NA,NA,NA,6,@CLESun 9:30 AM,WR41,0.3,45.3,90%,NA
Khalil Shakir,WR,BUF,NA,4,4,47.6,NA,NA,0.3,0,0.2,NA,0,0,6.48,NA,16947,FleaFlicker,15761,NA,NA,NA,NA,NA,7,NESun 8:20 PM,WR46,0.3,47.8,83%,NA
Wan'Dale Robinson,WR,NYG,NA,4.8,4.8,48,NA,NA,0.3,0.1,1.1,NA,0,0,6.47,NA,16869,FleaFlicker,15757,NA,NA,NA,NA,NA,4,@NOSun 1:00 PM,WR52,0.3,49.1,66%,NA
Stefon Diggs,WR,NE,NA,4.6,4.6,48.7,NA,NA,0.3,0,0.4,NA,0,0,6.47,NA,11329,FleaFlicker,12186,NA,NA,NA,NA,NA,4,@BUFSun 8:20 PM,WR42,0.3,49,84%,NA
Rashid Shaheed,WR,NO,NA,3.5,3.5,44.9,NA,NA,0.3,0.3,1.7,NA,0,0,6.4,NA,17243,FleaFlicker,16080,NA,NA,NA,NA,NA,1,NYGSun 1:00 PM,WR53,0.3,46.6,72%,NA
Darius Slayton,WR,NYG,NA,3,3,48.2,NA,NA,0.2,0.1,0.4,NA,0,0,6.32,NA,14833,FleaFlicker,14122,NA,NA,NA,NA,NA,4,@NOSun 1:00 PM,WR69,0.2,48.7,32%,NA
Tre Tucker,WR,LV,NA,3.1,3.1,42.5,NA,NA,0.2,0.7,3.6,NA,0,0,6.2,NA,17635,FleaFlicker,16287,NA,NA,NA,NA,NA,8,@INDSun 1:00 PM,WR76,0.3,46.1,70%,NA
Malik Washington,WR,MIA,NA,3.3,3.3,33.2,NA,NA,0.2,1.9,11,NA,0.1,0.1,6.16,NA,18498,FleaFlicker,16684,NA,NA,NA,NA,NA,2,@CARSun 1:00 PM,WR82,0.3,44.2,32%,NA
Elic Ayomanor,WR,TEN,NA,3.5,3.5,42.9,NA,NA,0.3,0,0.3,NA,0,0.1,5.96,NA,19347,FleaFlicker,17073,NA,NA,NA,NA,NA,0,@ARISun 4:05 PM,WR49,0.3,43.2,52%,NA
Christian Kirk,WR,HOU,NA,3.4,3.4,45.5,NA,NA,0.2,0,0.1,NA,0,0,5.78,NA,13806,FleaFlicker,13633,NA,NA,NA,NA,NA,6,@BALSun 1:00 PM,WR62,0.2,45.7,62%,NA
Alec Pierce,WR,IND,NA,2.3,2.3,40.1,NA,NA,0.2,0,0,NA,0,0,5.49,NA,16842,FleaFlicker,15768,NA,NA,NA,NA,NA,1,LVSun 1:00 PM,WR81,0.2,40.1,33%,NA
KaVontae Turpin,WR,DAL,NA,2.5,2.5,31.5,NA,NA,0.2,1.4,6.9,NA,0,0,5.4,NA,17558,FleaFlicker,15981,NA,NA,NA,NA,NA,0,@NYJSun 1:00 PM,WR80,0.3,38.4,28%,NA
Jalen Tolbert,WR,DAL,NA,3,3,36,NA,NA,0.3,0,0,NA,0,0,5.36,NA,16872,FleaFlicker,15788,NA,NA,NA,NA,NA,0,@NYJSun 1:00 PM,WR99,0.3,36,23%,NA
Troy Franklin,WR,DEN,NA,3.4,3.4,37.7,NA,NA,0.2,0.1,0.8,NA,0,0,5.31,NA,18466,FleaFlicker,16619,NA,NA,NA,NA,NA,2,@PHISun 1:00 PM,WR66,0.2,38.5,52%,NA
Hollywood Brown,WR,KC,NA,3.3,3.3,37.9,NA,NA,0.2,0,0.1,NA,0,0,5.2,NA,14661,FleaFlicker,14105,NA,NA,NA,NA,NA,0,@JACMon 8:15 PM,WR61,0.2,38,64%,NA
Rashod Bateman,WR,BAL,NA,2.5,2.5,36.5,NA,NA,0.2,0,0.1,NA,0,0,5.13,NA,16248,FleaFlicker,15293,NA,NA,NA,NA,NA,7,HOUSun 1:00 PM,WR60,0.2,36.5,61%,NA
Marvin Mims,WR,DEN,NA,2.7,2.7,33,NA,NA,0.2,0.3,1.6,NA,0,0.1,4.84,NA,17631,FleaFlicker,16189,NA,NA,NA,NA,NA,2,@PHISun 1:00 PM,WR65,0.2,34.5,58%,NA
Josh Downs,WR,IND,NA,3.3,3.3,35.1,NA,NA,0.2,0,0.3,NA,0,0,4.77,NA,17622,FleaFlicker,16187,NA,NA,NA,NA,NA,1,LVSun 1:00 PM,WR50,0.2,35.4,66%,NA
Joshua Palmer,WR,BUF,NA,2.4,2.4,35.3,NA,NA,0.2,0,0,NA,0,0,4.71,NA,16292,FleaFlicker,15319,NA,NA,NA,NA,NA,7,NESun 8:20 PM,WR64,0.2,35.3,33%,NA
Kayshon Boutte,WR,NE,NA,2.6,2.6,34.5,NA,NA,0.2,0,0.1,NA,0,0,4.64,NA,17725,FleaFlicker,16193,NA,NA,NA,NA,NA,4,@BUFSun 8:20 PM,WR51,0.2,34.5,38%,NA
Tory Horton,WR,SEA,NA,2.4,2.4,32.1,NA,NA,0.2,0,0.5,NA,0,0,4.5,NA,19439,FleaFlicker,17098,NA,NA,NA,NA,NA,8,TBSun 4:05 PM,WR68,0.2,32.5,37%,NA
Michael Wilson,WR,ARI,NA,2.4,2.4,28.1,NA,NA,0.3,0,0.1,NA,0,0,4.42,NA,17671,FleaFlicker,16206,NA,NA,NA,NA,NA,8,TENSun 4:05 PM,WR88,0.3,28.2,23%,NA
Isaiah Bond,WR,CLE,NA,3,3,34.3,NA,NA,0.2,0.1,0.6,NA,0,0,4.37,NA,20023,FleaFlicker,17076,NA,NA,NA,NA,NA,9,MINSun 9:30 AM,WR90,0.2,34.9,23%,NA
Tyquan Thornton,WR,KC,NA,2,2,28.6,NA,NA,0.2,0.1,0.6,NA,0,0,4.3,NA,16835,FleaFlicker,15787,NA,NA,NA,NA,NA,0,@JACMon 8:15 PM,WR85,0.2,29.2,47%,NA
Xavier Legette,WR,CAR,NA,2.6,2.6,26.9,NA,NA,0.2,0.4,1.7,NA,0,0,4.26,NA,18373,FleaFlicker,16639,NA,NA,NA,NA,NA,4,MIASun 1:00 PM,WR75,0.2,28.6,33%,NA
Dyami Brown,WR,JAC,NA,2.5,2.5,30.6,NA,NA,0.1,0.5,2.3,NA,0,0.1,4.1,NA,16309,FleaFlicker,15292,NA,NA,NA,NA,NA,8,KCMon 8:15 PM,WR86,0.1,32.9,24%,NA
JuJu Smith-Schuster,WR,KC,NA,2.7,2.7,29.6,NA,NA,0.2,0,0,NA,0,0,4.02,NA,12950,FleaFlicker,13156,NA,NA,NA,NA,NA,0,@JACMon 8:15 PM,WR103,0.2,29.6,22%,NA
Sterling Shepard,WR,TB,NA,2.5,2.5,27.2,NA,NA,0.2,0.2,1.5,NA,0,0,3.99,NA,12058,FleaFlicker,12658,NA,NA,NA,NA,NA,9,@SEASun 4:05 PM,WR114,0.2,28.7,19%,NA
Dont'e Thornton,WR,LV,NA,2.2,2.2,29.1,NA,NA,0.1,0,0.1,NA,0,0,3.8,NA,19354,FleaFlicker,17087,NA,NA,NA,NA,NA,8,@INDSun 1:00 PM,WR72,0.1,29.2,32%,NA
Nick Westbrook-Ikhine,WR,MIA,NA,1.6,1.6,22.1,NA,NA,0.2,0,0.1,NA,0,0,3.4,NA,16192,FleaFlicker,15109,NA,NA,NA,NA,NA,2,@CARSun 1:00 PM,WR104,0.2,22.1,13%,NA
Brandin Cooks,WR,NO,NA,2.2,2.2,23,NA,NA,0.2,0,0.2,NA,0,0,3.38,NA,10242,FleaFlicker,11674,NA,NA,NA,NA,NA,1,NYGSun 1:00 PM,WR116,0.2,23.2,17%,NA
Josh Reynolds,WR,NYJ,NA,1.6,1.6,22.3,NA,NA,0.2,0,0,NA,0,0,3.31,NA,13029,FleaFlicker,13168,NA,NA,NA,NA,NA,9,DALSun 1:00 PM,WR119,0.2,22.3,8%,NA
Kendrick Bourne,WR,SF,NA,1.9,1.9,25.5,NA,NA,0.1,0,0.1,NA,0,0,3.26,NA,13364,FleaFlicker,13418,NA,NA,NA,NA,NA,4,@LARThu 8:15 PM,NA,0.1,25.6,9%,NA
Parker Washington,WR,JAC,NA,2.1,2.1,23.3,NA,NA,0.1,0,0.2,NA,0,0,3.23,NA,17738,FleaFlicker,16192,NA,NA,NA,NA,NA,8,KCMon 8:15 PM,WR96,0.1,23.5,16%,NA
Jayden Higgins,WR,HOU,NA,1.8,1.8,23.3,NA,NA,0.1,0.1,0.2,NA,0,0,3.19,NA,19287,FleaFlicker,17083,NA,NA,NA,NA,NA,6,@BALSun 1:00 PM,WR58,0.1,23.5,45%,NA
Demarcus Robinson,WR,SF,NA,1.4,1.4,21.9,NA,NA,0.1,0,0.1,NA,0,0,3.08,NA,12106,FleaFlicker,12785,NA,NA,NA,NA,NA,4,@LARThu 8:15 PM,WR122,0.1,22,14%,NA
Jalin Hyatt,WR,NYG,NA,1.5,1.5,21.5,NA,NA,0.1,0,0.6,NA,0,0,2.97,NA,17648,FleaFlicker,16183,NA,NA,NA,NA,NA,4,@NOSun 1:00 PM,NA,0.1,22.1,8%,NA
Jalen Nailor,WR,MIN,NA,1.6,1.6,20.2,NA,NA,0.2,0,-0.1,NA,0,0,2.96,NA,17018,FleaFlicker,15786,NA,NA,NA,NA,NA,6,@CLESun 9:30 AM,WR98,0.2,20.2,17%,NA
IRJalen Coker,WR,CAR,NA,1.8,1.8,19.8,NA,NA,0.2,0,0,NA,0,0,2.94,NA,18787,FleaFlicker,16809,NA,NA,NA,NA,NA,4,MIASun 1:00 PM,WR54,0.2,19.8,33%,NA
DeMario Douglas,WR,NE,NA,2.1,2.1,20.5,NA,NA,0.1,0.1,0.9,NA,0,0,2.92,NA,17724,FleaFlicker,16342,NA,NA,NA,NA,NA,4,@BUFSun 8:20 PM,WR73,0.1,21.4,29%,NA
Noah Brown,WR,WAS,NA,1.7,1.7,23.2,NA,NA,0.1,0,0,NA,0,0,2.84,NA,13120,FleaFlicker,13172,NA,NA,NA,NA,NA,2,@LACSun 4:25 PM,WR117,0.1,23.2,9%,NA
Xavier Hutchinson,WR,HOU,NA,1.8,1.8,20.5,NA,NA,0.1,0.1,0.4,NA,0,0,2.79,NA,17740,FleaFlicker,16201,NA,NA,NA,NA,NA,6,@BALSun 1:00 PM,WR120,0.1,20.9,6%,NA
Adonai Mitchell,WR,IND,NA,1.5,1.5,22.5,NA,NA,0.1,0,0.1,NA,0,0.1,2.78,NA,18395,FleaFlicker,16626,NA,NA,NA,NA,NA,1,LVSun 1:00 PM,WR83,0.1,22.6,25%,NA
Kalif Raymond,WR,DET,NA,1.6,1.6,19.7,NA,NA,0.1,0.1,0.6,NA,0,0,2.69,NA,12441,FleaFlicker,13066,NA,NA,NA,NA,NA,8,@CINSun 4:25 PM,NA,0.1,20.3,5%,NA
Greg Dortch,WR,ARI,NA,1.6,1.6,14.8,NA,NA,0.1,0.9,3.8,NA,0,0,2.67,NA,14935,FleaFlicker,14108,NA,NA,NA,NA,NA,8,TENSun 4:05 PM,NA,0.1,18.7,7%,NA
Andrei Iosivas,WR,CIN,NA,1.4,1.4,18.1,NA,NA,0.1,0,0.1,NA,0,0,2.65,NA,17754,FleaFlicker,16207,NA,NA,NA,NA,NA,0,DETSun 4:25 PM,WR93,0.1,18.2,15%,NA
Mack Hollins,WR,NE,NA,1.5,1.5,17.1,NA,NA,0.1,0,0.1,NA,0,0,2.56,NA,13008,FleaFlicker,13289,NA,NA,NA,NA,NA,4,@BUFSun 8:20 PM,WR110,0.1,17.1,6%,NA
Jamari Thrash,WR,CLE,NA,1.8,1.8,19.7,NA,NA,0.1,0,0.3,NA,0,0,2.52,NA,18528,FleaFlicker,16624,NA,NA,NA,NA,NA,9,MINSun 9:30 AM,WR124,0.1,19.9,4%,NA
Allen Lazard,WR,NYJ,NA,1.1,1.1,15.5,NA,NA,0.2,0,0,NA,0,0,2.51,NA,14059,FleaFlicker,13632,NA,NA,NA,NA,NA,9,DALSun 1:00 PM,NA,0.2,15.5,10%,NA
Elijah Moore,WR,BUF,NA,1.1,1.1,12.6,NA,NA,0.1,0.9,3.6,NA,0.1,0,2.5,NA,16265,FleaFlicker,15288,NA,NA,NA,NA,NA,7,NESun 8:20 PM,WR113,0.1,16.1,16%,NA
Tyler Lockett,WR,TEN,NA,1.8,1.8,19.3,NA,NA,0.1,0,0,NA,0,0,2.45,NA,11242,FleaFlicker,12187,NA,NA,NA,NA,NA,0,@ARISun 4:05 PM,WR89,0.1,19.4,24%,NA
Cedrick Wilson,WR,MIA,NA,1.4,1.4,17.1,NA,NA,0.1,0,0,NA,0,0,2.43,NA,13915,FleaFlicker,13652,NA,NA,NA,NA,NA,2,@CARSun 1:00 PM,NA,0.1,17.1,1%,NA
Jordan Whittington,WR,LAR,NA,1.3,1.3,16.1,NA,NA,0.1,0.4,2,NA,0,0,2.39,NA,18564,FleaFlicker,16633,NA,NA,NA,NA,NA,8,SFThu 8:15 PM,WR112,0.1,18.1,12%,NA
DeAndre Hopkins,WR,BAL,NA,1.1,1.1,15.3,NA,NA,0.1,0,0,NA,0,0,2.37,NA,9311,FleaFlicker,11232,NA,NA,NA,NA,NA,7,HOUSun 1:00 PM,WR71,0.1,15.3,43%,NA
Adam Thielen,WR,MIN,NA,1.4,1.4,15.6,NA,NA,0.1,0,0.1,NA,0,0,2.28,NA,9891,FleaFlicker,11938,NA,NA,NA,NA,NA,6,@CLESun 9:30 AM,WR74,0.1,15.7,34%,NA
Tre' Harris,WR,LAC,NA,1.2,1.2,16.8,NA,NA,0.1,0.1,0.3,NA,0,0,2.25,NA,19298,FleaFlicker,17072,NA,NA,NA,NA,NA,2,WASSun 4:25 PM,WR78,0.1,17.1,37%,NA
Chimere Dike,WR,TEN,NA,1.2,1.2,12.5,NA,NA,0.1,1,4,NA,0,0,2.23,NA,19346,FleaFlicker,17171,NA,NA,NA,NA,NA,0,@ARISun 4:05 PM,WR111,0.1,16.5,16%,NA
Ryan Flournoy,WR,DAL,NA,1.3,1.3,15.3,NA,NA,0.1,0.3,1.6,NA,0,0,2.19,NA,18536,FleaFlicker,16778,NA,NA,NA,NA,NA,0,@NYJSun 1:00 PM,NA,0.1,16.9,2%,NA
Hunter Renfrow,WR,CAR,NA,1.5,1.5,12.8,NA,NA,0.1,0,0,NA,0,0,2.18,NA,14836,FleaFlicker,14123,NA,NA,NA,NA,NA,4,MIASun 1:00 PM,WR105,0.1,12.8,21%,NA
Luke McCaffrey,WR,WAS,NA,1.2,1.2,14.3,NA,NA,0.1,0,0.2,NA,0,0,2.11,NA,18424,FleaFlicker,16635,NA,NA,NA,NA,NA,2,@LACSun 4:25 PM,NA,0.1,14.4,25%,NA
Tyler Johnson,WR,NYJ,NA,1.2,1.2,15.3,NA,NA,0.1,0,0,NA,0,0,2.01,NA,15729,FleaFlicker,14864,NA,NA,NA,NA,NA,9,DALSun 1:00 PM,WR121,0.1,15.3,3%,NA
Beaux Collins,WR,NYG,NA,1.2,1.2,14.2,NA,NA,0.1,0,0,NA,0,0,1.94,NA,19634,FleaFlicker,17303,NA,NA,NA,NA,NA,4,@NOSun 1:00 PM,NA,0.1,14.2,2%,NA
Isaac TeSlaa,WR,DET,NA,1,1,13,NA,NA,0.1,0,0.2,NA,0,0,1.92,NA,19337,FleaFlicker,17157,NA,NA,NA,NA,NA,8,@CINSun 4:25 PM,WR70,0.1,13.2,33%,NA
Jaylin Lane,WR,WAS,NA,1.2,1.2,13.4,NA,NA,0.1,0,0,NA,0,0,1.78,NA,19363,FleaFlicker,17184,NA,NA,NA,NA,NA,2,@LACSun 4:25 PM,WR94,0.1,13.4,17%,NA
Tutu Atwell,WR,LAR,NA,1,1,12.5,NA,NA,0.1,0,0.3,NA,0,0,1.7,NA,16326,FleaFlicker,15301,NA,NA,NA,NA,NA,8,SFThu 8:15 PM,WR97,0.1,12.8,12%,NA
Tylan Wallace,WR,BAL,NA,0.8,0.8,11.8,NA,NA,0.1,0,0.1,NA,0,0,1.68,NA,16350,FleaFlicker,15285,NA,NA,NA,NA,NA,7,HOUSun 1:00 PM,NA,0.1,11.9,2%,NA
Zay Jones,WR,ARI,NA,1.1,1.1,11.1,NA,NA,0.1,0,0.2,NA,0,0,1.65,NA,12937,FleaFlicker,13176,NA,NA,NA,NA,NA,8,TENSun 4:05 PM,NA,0.1,11.2,4%,NA
Dominic Lovett,WR,DET,NA,0.7,0.7,10.2,NA,NA,0.1,0.1,0.3,NA,0,0,1.65,NA,19549,FleaFlicker,17255,NA,NA,NA,NA,NA,8,@CINSun 4:25 PM,NA,0.1,10.5,1%,NA
Kyle Williams,WR,NE,NA,1.2,1.2,13.2,NA,NA,0.1,0.2,0.4,NA,0,0,1.64,NA,19273,FleaFlicker,17134,NA,NA,NA,NA,NA,4,@BUFSun 8:20 PM,WR92,0.1,13.6,32%,NA
Curtis Samuel,WR,BUF,NA,1,1,10.7,NA,NA,0.1,0,0.4,NA,0,0,1.63,NA,12930,FleaFlicker,13157,NA,NA,NA,NA,NA,7,NESun 8:20 PM,WR125,0.1,11.1,9%,NA
Jaylin Noel,WR,HOU,NA,1,1,10.9,NA,NA,0.1,0.1,0.8,NA,0,0,1.63,NA,19286,FleaFlicker,17080,NA,NA,NA,NA,NA,6,@BALSun 1:00 PM,WR79,0.1,11.8,26%,NA
Tim Patrick,WR,JAC,NA,0.9,0.9,11.1,NA,NA,0.1,0,0,NA,0,0,1.53,NA,13209,FleaFlicker,13377,NA,NA,NA,NA,NA,8,KCMon 8:15 PM,WR123,0.1,11.1,6%,NA
Brycen Tremayne,WR,CAR,NA,1,1,11.2,NA,NA,0.1,0,0.1,NA,0,0,1.53,NA,17943,FleaFlicker,16949,NA,NA,NA,NA,NA,4,MIASun 1:00 PM,NA,0.1,11.3,2%,NA
Jahan Dotson,WR,PHI,NA,0.9,0.9,10.7,NA,NA,0.1,0,0.1,NA,0,0,1.42,NA,16821,FleaFlicker,15755,NA,NA,NA,NA,NA,9,DENSun 1:00 PM,WR118,0.1,10.8,12%,NA
Jalen Royals,WR,KC,NA,0.8,0.8,9.5,NA,NA,0.1,0,0.1,NA,0,0,1.38,NA,19353,FleaFlicker,17086,NA,NA,NA,NA,NA,0,@JACMon 8:15 PM,WR87,0.1,9.6,24%,NA
Jack Bech,WR,LV,NA,0.9,0.9,10.1,NA,NA,0.1,0,0.1,NA,0,0,1.36,NA,19294,FleaFlicker,17078,NA,NA,NA,NA,NA,8,@INDSun 1:00 PM,WR95,0.1,10.3,29%,NA
Dee Eskridge,WR,MIA,NA,0.7,0.7,8.7,NA,NA,0.1,0,0.4,NA,0,0,1.26,NA,16324,FleaFlicker,15302,NA,NA,NA,NA,NA,2,@CARSun 1:00 PM,NA,0.1,9.1,3%,NA
Devontez Walker,WR,BAL,NA,0.6,0.6,8.5,NA,NA,0.1,0.1,0.3,NA,0,0,1.24,NA,18473,FleaFlicker,16621,NA,NA,NA,NA,NA,7,HOUSun 1:00 PM,WR126,0.1,8.7,10%,NA
