player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned
Evan Engram,TE,DEN,NA,NA,3.5,29.5,NA,NA,0.2,0,4,NA,16411,FantasyPros,13189,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,NA,2.6,26,NA,NA,0.2,0,3.9,NA,23181,FantasyPros,15802,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chig Okonkwo,TE,TEN,NA,NA,3.2,31.3,NA,NA,0.1,0,3.8,NA,23982,FantasyPros,15889,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Barner,TE,SEA,NA,NA,2.2,21.9,NA,NA,0.2,0,3.6,NA,26335,FantasyPros,16723,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,NA,2,22.9,NA,NA,0.2,0,3.6,NA,23781,FantasyPros,15798,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Tavion Sanders,TE,CAR,NA,NA,2.4,23.2,NA,NA,0.2,0,3.4,NA,24334,FantasyPros,16643,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,NA,2.1,22.8,NA,NA,0.2,0,3.3,NA,19229,FantasyPros,14867,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,NA,2.2,22,NA,NA,0.2,0,3.1,NA,20163,FantasyPros,15331,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,TE,LAR,NA,NA,2.1,21,NA,NA,0.2,0,3.1,NA,15623,FantasyPros,12678,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colston Loveland,TE,CHI,NA,NA,1.9,21.6,NA,NA,0.1,0,2.9,NA,26006,FantasyPros,17104,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,CIN,NA,NA,2.5,23,NA,NA,0.1,0,2.9,NA,17527,FantasyPros,14137,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,NA,1.9,17,NA,NA,0.2,0,2.9,NA,22795,FantasyPros,15332,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,CIN,NA,NA,2.3,20.1,NA,NA,0.1,0,2.8,NA,17272,FantasyPros,13672,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,NA,0.8,6.3,NA,NA,0,0,2.6,NA,17115,FantasyPros,13424,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Arroyo,TE,SEA,NA,NA,1.6,18.9,NA,NA,0.1,0,2.5,NA,23004,FantasyPros,17108,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oronde Gadsden II,TE,LAC,NA,NA,1.8,18,NA,NA,0.1,0,2.5,NA,25997,FantasyPros,17099,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,NA,1.3,14.6,NA,NA,0.1,0,2.2,NA,18397,FantasyPros,14239,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,NA,1.7,16.5,NA,NA,0.1,0,2.2,NA,24238,FantasyPros,15873,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gunnar Helm,TE,TEN,NA,NA,1.8,16.6,NA,NA,0.1,0,2.2,NA,27109,FantasyPros,17105,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Wright,TE,DET,NA,NA,1.2,9.9,NA,NA,0.2,0,2.1,NA,23341,FantasyPros,15626,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,NE,NA,NA,1.4,15.8,NA,NA,0.1,0,2.1,NA,15581,FantasyPros,12677,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,NA,1.5,13.6,NA,NA,0.1,0,2,NA,23056,FantasyPros,16212,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,NA,1.1,12,NA,NA,0.1,0,1.9,NA,18631,FantasyPros,14143,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Allen,TE,LAR,NA,NA,1.2,11,NA,NA,0.1,0,1.9,NA,23761,FantasyPros,16219,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,NA,1.3,13.2,NA,NA,0.1,0,1.9,NA,19539,FantasyPros,15337,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,LAC,NA,NA,1.5,14,NA,NA,0.1,0,1.8,NA,18049,FantasyPros,13763,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Shorter,TE,LV,NA,NA,1.5,14,NA,NA,0.1,0,1.8,NA,24083,FantasyPros,16210,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,NA,NA,1.3,11.8,NA,NA,0.1,0,1.8,NA,25267,FantasyPros,16221,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,NA,1.1,10.5,NA,NA,0.1,0,1.7,NA,19423,FantasyPros,14870,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Musgrave,TE,GB,NA,NA,1.1,12,NA,NA,0.1,0,1.7,NA,25282,FantasyPros,16215,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Farrell,TE,SF,NA,NA,1.2,11.9,NA,NA,0.1,0,1.6,NA,19501,FantasyPros,15335,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,LAC,NA,NA,1.1,11.8,NA,NA,0.1,0,1.6,NA,17598,FantasyPros,13675,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ian Thomas,TE,LV,NA,NA,1.3,10.9,NA,NA,0.1,0,1.5,NA,17387,FantasyPros,13678,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Washington,TE,PIT,NA,NA,0.9,8.9,NA,NA,0.1,0,1.4,NA,22967,FantasyPros,16216,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrance Ferguson,TE,LAR,NA,NA,0.8,8.8,NA,NA,0.1,0,1.3,NA,23091,FantasyPros,17107,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Briningstool,TE,KC,NA,NA,0.7,7.2,NA,NA,0.1,0,1.3,NA,22924,FantasyPros,17268,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Ogletree,TE,IND,NA,NA,0.6,8.1,NA,NA,0.1,0,1.3,NA,24561,FantasyPros,15916,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Conner,TE,MIA,NA,NA,1,9.3,NA,NA,0.1,0,1.3,NA,24216,FantasyPros,15991,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,LAR,NA,NA,0.9,8.7,NA,NA,0.1,0,1.3,NA,19372,FantasyPros,14871,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,NA,1.1,9.2,NA,NA,0.1,0,1.2,NA,23742,FantasyPros,15796,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julian Hill,TE,MIA,NA,NA,0.9,8.5,NA,NA,0.1,0,1.1,NA,25824,FantasyPros,16425,NA,NA,NA,NA,NA,NA,NA,NA,NA
John FitzPatrick,TE,GB,NA,NA,0.6,6.3,NA,NA,0.1,0,1.1,NA,24181,FantasyPros,15925,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Higgins,TE,ARI,NA,NA,0.8,7.8,NA,NA,0.1,0,1.1,NA,23119,FantasyPros,16333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnny Mundt,TE,JAC,NA,NA,0.8,6.9,NA,NA,0.1,0,1.1,NA,16743,FantasyPros,13940,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Sample,TE,CIN,NA,NA,0.8,6.5,NA,NA,0.1,0,1.1,NA,18561,FantasyPros,14146,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tip Reiman,TE,ARI,NA,NA,0.9,7.6,NA,NA,0.1,0,1,NA,26432,FantasyPros,16706,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Long,TE,JAC,NA,NA,0.8,6.5,NA,NA,0.1,0,1,NA,22783,FantasyPros,15334,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nate Adkins,TE,DEN,NA,NA,0.7,5.6,NA,NA,0.1,0,1,NA,25881,FantasyPros,16474,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jackson Hawes,TE,BUF,NA,NA,0.5,5.7,NA,NA,0.1,0,0.9,NA,27469,FantasyPros,17213,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Evans,TE,CAR,NA,NA,0.6,5.5,NA,NA,0.1,0,0.9,NA,27138,FantasyPros,17109,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carter Runyon,TE,LV,NA,NA,0.6,5.7,NA,NA,0.1,0,0.9,NA,27470,FantasyPros,17385,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erick All Jr.,TE,CIN,NA,NA,0.7,6.2,NA,NA,0,0,0.9,NA,23837,FantasyPros,16645,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grant Calcaterra,TE,PHI,NA,NA,0.5,5.7,NA,NA,0,0,0.8,NA,24180,FantasyPros,15804,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevyn Spann-Ford,TE,DAL,NA,NA,0.6,5.2,NA,NA,0,0,0.7,NA,26003,FantasyPros,16647,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,PHI,NA,NA,0.4,4.6,NA,NA,0,0,0.7,NA,22841,FantasyPros,15419,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Stoll,TE,NO,NA,NA,0.4,3.8,NA,NA,0.1,0,0.7,NA,23193,FantasyPros,15541,NA,NA,NA,NA,NA,NA,NA,NA,NA
Payne Durham,TE,TB,NA,NA,0.3,3.5,NA,NA,0,0,0.6,NA,25346,FantasyPros,16218,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Kolar,TE,BAL,NA,NA,0.5,5.1,NA,NA,0,0,0.6,NA,22756,FantasyPros,15795,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Saubert,TE,SEA,NA,NA,0.5,4.7,NA,NA,0,0,0.6,NA,16706,FantasyPros,13315,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Sims,TE,GB,NA,NA,0.3,3,NA,NA,0.1,0,0.6,NA,25349,FantasyPros,16483,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Sinnott,TE,WAS,NA,NA,0.3,3.4,NA,NA,0,0,0.6,NA,26310,FantasyPros,16644,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Manhertz,TE,NYG,NA,NA,0.5,4.4,NA,NA,0,0,0.6,NA,14014,FantasyPros,12955,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connor Heyward,TE,PIT,NA,NA,0.4,2.9,NA,NA,0.1,0,0.6,NA,24562,FantasyPros,15800,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Bates,TE,WAS,NA,NA,0.4,3.7,NA,NA,0,0,0.5,NA,22833,FantasyPros,15344,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thomas Fidone II,TE,NYG,NA,NA,0.5,4.7,NA,NA,0,0,0.5,NA,23039,FantasyPros,17243,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Woerner,TE,ATL,NA,NA,0.4,3.8,NA,NA,0,0,0.4,NA,19665,FantasyPros,14984,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teagan Quitoriano,TE,ATL,NA,NA,0.3,3.6,NA,NA,0,0,0.4,NA,24182,FantasyPros,15905,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albert Okwuegbunam Jr.,TE,LV,NA,NA,0.4,3.2,NA,NA,0,0,0.3,NA,18246,FantasyPros,14873,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jelani Woods,TE,NYJ,NA,NA,0.3,3.2,NA,NA,0,0,0.3,NA,23829,FantasyPros,15840,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Vokolek,TE,ARI,NA,NA,0.4,3.1,NA,NA,0,0,0.3,NA,25820,FantasyPros,16447,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Wiley,TE,KC,NA,NA,0.3,3.1,NA,NA,0,0,0.3,NA,26343,FantasyPros,16648,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,NA,0.2,2.4,NA,NA,0,0,0.3,NA,16579,FantasyPros,13246,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,CHI,NA,NA,0.3,3,NA,NA,0,0,0.3,NA,17508,FantasyPros,13676,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Culp,TE,TB,NA,NA,0.2,2.8,NA,NA,0,0,0.3,NA,26440,FantasyPros,16796,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Whiteheart,TE,CLE,NA,NA,0.3,2.6,NA,NA,0,0,0.3,NA,25657,FantasyPros,16940,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stone Smartt,TE,NYJ,NA,NA,0.2,2.2,NA,NA,0,0,0.3,NA,24621,FantasyPros,16113,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Mallory,TE,IND,NA,NA,0.2,2.5,NA,NA,0,0,0.2,NA,23821,FantasyPros,16220,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Grandy,TE,CIN,NA,NA,0.4,2.5,NA,NA,0,0,0.2,NA,26429,FantasyPros,16979,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Westover,TE,NE,NA,NA,0.3,2.2,NA,NA,0,0,0.2,NA,26436,FantasyPros,16839,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Fisk,TE,LAC,NA,NA,0.1,1.2,NA,NA,0,0,0.2,NA,24921,FantasyPros,16557,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,CIN,NA,NA,0.2,1.3,NA,NA,0,0,0.1,NA,17826,FantasyPros,14370,NA,NA,NA,NA,NA,NA,NA,NA,NA
Feleipe Franks,TE,ATL,NA,NA,0.1,1,NA,NA,0,0,0.1,NA,20081,FantasyPros,15244,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,6.5,6.5,63.3,NA,NA,0.3,0,8.15,NA,16895,FleaFlicker,15794,0,0,0,8,@INDSun 1:00 PM,TE1,0.3,63.3,98%
Tucker Kraft,TE,GB,NA,3.8,3.8,49.7,NA,NA,0.4,0,7.57,NA,17675,FleaFlicker,16222,0,0,0,5,CINSun 4:25 PM,TE4,0.4,49.7,95%
Tyler Warren,TE,IND,NA,4.8,4.8,55.1,NA,NA,0.3,0.1,7.29,NA,19242,FleaFlicker,17102,0,0,0,1,ARISun 1:00 PM,TE3,0.3,55.1,93%
Jake Ferguson,TE,DAL,NA,6,6,49.4,NA,NA,0.4,0,7.28,NA,16933,FleaFlicker,15799,0,0,0,0,@CARSun 1:00 PM,TE7,0.4,49.4,92%
Sam LaPorta,TE,DET,NA,4.3,4.3,46.4,NA,NA,0.4,0,6.76,NA,17681,FleaFlicker,16214,0,0,0,8,@KCSun 8:20 PM,TE6,0.4,46.4,97%
Darren Waller,TE,MIA,NA,4,4,44.6,NA,NA,0.4,0,6.66,NA,11261,FleaFlicker,12263,0,0,0,2,LACSun 1:00 PM,TE26,0.4,44.6,62%
OUTBrock Bowers,TE,LV,NA,4.6,4.6,47,NA,NA,0.3,0,6.42,NA,18364,FleaFlicker,16641,0,0,0,8,TENSun 4:05 PM,TE2,0.3,47,97%
Hunter Henry,TE,NE,NA,3.6,3.6,42.8,NA,NA,0.4,0,6.4,NA,12088,FleaFlicker,12676,0,0,0,4,@NOSun 1:00 PM,TE8,0.4,42.8,90%
Travis Kelce,TE,KC,NA,4.5,4.5,44.5,NA,NA,0.3,0,6.21,NA,9360,FleaFlicker,11244,0,0,0,0,DETSun 8:20 PM,TE14,0.3,44.5,97%
Zach Ertz,TE,WAS,NA,3.6,3.6,35.4,NA,NA,0.4,0,5.74,NA,9376,FleaFlicker,11247,0,0,0,2,CHIMon 8:15 PM,TE15,0.4,35.4,82%
Dallas Goedert,TE,PHI,NA,3.6,3.6,37.3,NA,NA,0.3,0,5.61,NA,13813,FleaFlicker,13674,0,0,0,9,@NYGThu 8:15 PM,TE16,0.3,37.3,86%
Dalton Kincaid,TE,BUF,NA,3.6,3.6,38.8,NA,NA,0.3,0,5.58,NA,17585,FleaFlicker,16213,0,0,0,7,@ATLMon 7:15 PM,TE11,0.3,38.8,92%
Kyle Pitts,TE,ATL,NA,3.4,3.4,41.9,NA,NA,0.2,0,5.43,NA,16256,FleaFlicker,15329,0,0,0,5,BUFMon 7:15 PM,TE9,0.2,41.9,86%
Juwan Johnson,TE,NO,NA,3.9,3.9,37.6,NA,NA,0.3,0,5.36,NA,16036,FleaFlicker,14861,0,0,0,1,NESun 1:00 PM,TE13,0.3,37.6,71%
Mark Andrews,TE,BAL,NA,2.9,2.9,31.1,NA,NA,0.3,0,4.99,NA,13829,FleaFlicker,13671,0,0,0,7,LARSun 1:00 PM,TE10,0.3,31.1,93%
David Njoku,TE,CLE,NA,3.7,3.7,37.6,NA,NA,0.2,0,4.98,NA,12904,FleaFlicker,13192,0,0,0,9,@PITSun 1:00 PM,TE20,0.2,37.6,82%
Theo Johnson,TE,NYG,NA,3.4,3.4,33.5,NA,NA,0.2,0,4.83,NA,18475,FleaFlicker,16649,0,0,0,4,PHIThu 8:15 PM,TE21,0.2,33.5,32%
Harold Fannin,TE,CLE,NA,3.7,3.7,35.8,NA,NA,0.2,0.1,4.5,NA,19305,FleaFlicker,17103,0,0,0,9,@PITSun 1:00 PM,TE17,0.2,35.8,52%
Mason Taylor,TE,NYJ,NA,3.5,3.5,33.6,NA,NA,0.2,0.1,4.22,NA,19270,FleaFlicker,17106,0,0,0,9,DENSun 9:30 AM,TE18,0.2,33.6,41%
OUTBrenton Strange,TE,JAC,NA,3.4,3.4,32.1,NA,NA,0.2,0,4.19,NA,17626,FleaFlicker,16269,0,0,0,8,SEASun 1:00 PM,TE19,0.2,32.1,56%
Jonnu Smith,TE,PIT,NA,2.8,2.8,27.4,NA,NA,0.2,0,4.08,NA,12974,FleaFlicker,13193,0,0,0,5,CLESun 1:00 PM,TE25,0.2,27.4,60%
Jake Tonges,TE,SF,NA,2.7,2.7,28.3,NA,NA,0.2,0,4.07,NA,17274,FleaFlicker,16036,0,0,0,4,@TBSun 4:25 PM,NA,0.2,28.3,28%
Evan Engram,TE,DEN,NA,3.5,3.5,29.5,NA,NA,0.2,0,4.05,NA,12906,FleaFlicker,13189,0,0,0,2,@NYJSun 9:30 AM,TE27,0.2,29.5,68%
Cade Otton,TE,TB,NA,2.6,2.6,26,NA,NA,0.2,0,3.84,NA,16937,FleaFlicker,15802,0,0,0,9,SFSun 4:25 PM,TE29,0.2,26,36%
Chig Okonkwo,TE,TEN,NA,3.2,3.2,31.3,NA,NA,0.1,0,3.83,NA,16912,FleaFlicker,15889,0,0,0,0,@LVSun 4:05 PM,TE24,0.1,31.3,37%
Isaiah Likely,TE,BAL,NA,2,2,22.9,NA,NA,0.2,0,3.59,NA,16927,FleaFlicker,15798,0,0,0,7,LARSun 1:00 PM,TE23,0.2,22.9,50%
AJ Barner,TE,SEA,NA,2.2,2.2,21.9,NA,NA,0.2,0,3.49,NA,18484,FleaFlicker,16723,0,0,0,8,@JACSun 1:00 PM,TE37,0.2,21.9,20%
OUTJa'Tavion Sanders,TE,CAR,NA,2.4,2.4,23.2,NA,NA,0.2,0,3.44,NA,18477,FleaFlicker,16643,0,0,0,4,DALSun 1:00 PM,TE32,0.2,23.2,27%
Cole Kmet,TE,CHI,NA,2.1,2.1,22.8,NA,NA,0.2,0,3.32,NA,15573,FleaFlicker,14867,0,0,0,5,@WASMon 8:15 PM,TE31,0.2,22.8,30%
Pat Freiermuth,TE,PIT,NA,2.2,2.2,22,NA,NA,0.1,0,3.08,NA,16293,FleaFlicker,15331,0,0,0,5,CLESun 1:00 PM,TE30,0.1,22,39%
OUTTyler Higbee,TE,LAR,NA,2.1,2.1,21,NA,NA,0.2,0,3.06,NA,12140,FleaFlicker,12678,0,0,0,8,@BALSun 1:00 PM,TE35,0.2,21,17%
Colston Loveland,TE,CHI,NA,1.9,1.9,21.6,NA,NA,0.1,0,2.92,NA,19267,FleaFlicker,17104,0,0,0,5,@WASMon 8:15 PM,TE22,0.1,21.6,61%
Tommy Tremble,TE,CAR,NA,1.9,1.9,17.1,NA,NA,0.2,0,2.9,NA,16314,FleaFlicker,15332,0,0,0,4,DALSun 1:00 PM,TE56,0.2,17.1,17%
Noah Fant,TE,CIN,NA,2.5,2.5,22.9,NA,NA,0.1,0,2.88,NA,14665,FleaFlicker,14137,0,0,0,0,@GBSun 4:25 PM,TE38,0.1,22.9,25%
Mike Gesicki,TE,CIN,NA,2.3,2.3,20.1,NA,NA,0.1,0,2.77,NA,13845,FleaFlicker,13672,0,0,0,0,@GBSun 4:25 PM,TE34,0.1,20.1,29%
Elijah Arroyo,TE,SEA,NA,1.6,1.6,18.9,NA,NA,0.1,0,2.55,NA,19326,FleaFlicker,17108,0,0,0,8,@JACSun 1:00 PM,TE28,0.1,18.9,31%
Oronde Gadsden,TE,LAC,NA,1.8,1.8,18,NA,NA,0.1,0,2.52,NA,19404,FleaFlicker,17099,0,0,0,2,@MIASun 1:00 PM,TE36,0.1,18,25%
Foster Moreau,TE,NO,NA,1.3,1.3,14.6,NA,NA,0.1,0,2.22,NA,14781,FleaFlicker,14239,0,0,0,1,NESun 1:00 PM,TE49,0.1,14.6,5%
Gunnar Helm,TE,TEN,NA,1.8,1.8,16.6,NA,NA,0.1,0,2.18,NA,19348,FleaFlicker,17105,0,0,0,0,@LVSun 4:05 PM,TE48,0.1,16.6,16%
Daniel Bellinger,TE,NYG,NA,1.7,1.7,16.5,NA,NA,0.1,0,2.17,NA,16932,FleaFlicker,15873,0,0,0,4,PHIThu 8:15 PM,NA,0.1,16.5,3%
Brock Wright,TE,DET,NA,1.1,1.1,9.9,NA,NA,0.2,0,2.07,NA,16572,FleaFlicker,15626,0,0,0,8,@KCSun 8:20 PM,NA,0.2,9.9,3%
Austin Hooper,TE,NE,NA,1.4,1.4,15.8,NA,NA,0.1,0,2.06,NA,12069,FleaFlicker,12677,0,0,0,4,@NOSun 1:00 PM,TE41,0.1,15.8,10%
OUTMichael Mayer,TE,LV,NA,1.5,1.5,13.6,NA,NA,0.1,0,1.96,NA,17634,FleaFlicker,16212,0,0,0,8,TENSun 4:05 PM,TE40,0.1,13.6,18%
Davis Allen,TE,LAR,NA,1.2,1.2,11,NA,NA,0.1,0,1.94,NA,17778,FleaFlicker,16219,0,0,0,8,@BALSun 1:00 PM,NA,0.1,11,6%
Dawson Knox,TE,BUF,NA,1.1,1.1,12,NA,NA,0.1,0,1.92,NA,14734,FleaFlicker,14143,0,0,0,7,@ATLMon 7:15 PM,TE46,0.1,12,11%
Noah Gray,TE,KC,NA,1.3,1.3,13.2,NA,NA,0.1,0,1.92,NA,16430,FleaFlicker,15337,0,0,0,0,DETSun 8:20 PM,TE42,0.1,13.2,19%
Luke Schoonmaker,TE,DAL,NA,1.3,1.3,11.8,NA,NA,0.1,0,1.84,NA,17649,FleaFlicker,16221,0,0,0,0,@CARSun 1:00 PM,NA,0.1,11.8,7%
OUTWill Dissly,TE,LAC,NA,1.5,1.5,14,NA,NA,0.1,0,1.82,NA,14475,FleaFlicker,13763,0,0,0,2,@MIASun 1:00 PM,TE51,0.1,14,11%
Adam Trautman,TE,DEN,NA,1.1,1.1,10.5,NA,NA,0.1,0,1.71,NA,15575,FleaFlicker,14870,0,0,0,2,@NYJSun 9:30 AM,TE57,0.1,10.5,5%
Luke Musgrave,TE,GB,NA,1.1,1.1,12,NA,NA,0.1,0,1.68,NA,17676,FleaFlicker,16215,0,0,0,5,CINSun 4:25 PM,TE47,0.1,12,13%
Luke Farrell,TE,SF,NA,1.2,1.2,11.9,NA,NA,0.1,0,1.65,NA,16417,FleaFlicker,15335,0,0,0,4,@TBSun 4:25 PM,NA,0.1,11.9,2%
Tyler Conklin,TE,LAC,NA,1.1,1.1,11.8,NA,NA,0.1,0,1.6,NA,13980,FleaFlicker,13847,0,0,0,2,@MIASun 1:00 PM,TE39,0.1,11.8,15%
Ian Thomas,TE,LV,NA,1.3,1.3,10.9,NA,NA,0.1,0,1.45,NA,13874,FleaFlicker,13678,0,0,0,8,TENSun 4:05 PM,NA,0.1,10.9,1%
Darnell Washington,TE,PIT,NA,0.9,0.9,8.9,NA,NA,0.1,0,1.37,NA,17639,FleaFlicker,16216,0,0,0,5,CLESun 1:00 PM,TE53,0.1,8.9,5%
Terrance Ferguson,TE,LAR,NA,0.8,0.8,8.8,NA,NA,0.1,0,1.36,NA,19329,FleaFlicker,17107,0,0,0,8,@BALSun 1:00 PM,TE44,0.1,8.8,23%
IRDJake Briningstool,TE,KC,NA,0.7,0.7,7.2,NA,NA,0.1,0,1.32,NA,19561,FleaFlicker,17268,0,0,0,0,DETSun 8:20 PM,NA,0.1,7.2,1%
Colby Parkinson,TE,LAR,NA,0.9,0.9,8.7,NA,NA,0.1,0,1.29,NA,15679,FleaFlicker,14871,0,0,0,8,@BALSun 1:00 PM,NA,0.1,8.7,4%
Drew Ogletree,TE,IND,NA,0.6,0.6,8.1,NA,NA,0.1,0,1.29,NA,16951,FleaFlicker,15916,0,0,0,1,ARISun 1:00 PM,NA,0.1,8.1,0%
Tanner Conner,TE,MIA,NA,1,1,9.3,NA,NA,0.1,0,1.27,NA,17462,FleaFlicker,15991,0,0,0,2,LACSun 1:00 PM,NA,0.1,9.3,2%
Jeremy Ruckert,TE,NYJ,NA,1.1,1.1,9.2,NA,NA,0.1,0,1.22,NA,16833,FleaFlicker,15796,0,0,0,9,DENSun 9:30 AM,TE52,0.1,9.2,3%
Julian Hill,TE,MIA,NA,0.9,0.9,8.5,NA,NA,0.1,0,1.15,NA,18170,FleaFlicker,16425,0,0,0,2,LACSun 1:00 PM,NA,0.1,8.5,1%
John FitzPatrick,TE,GB,NA,0.6,0.6,6.3,NA,NA,0.1,0,1.11,NA,16992,FleaFlicker,15925,0,0,0,5,CINSun 4:25 PM,NA,0.1,6.3,0%
Elijah Higgins,TE,ARI,NA,0.8,0.8,7.8,NA,NA,0.1,0,1.08,NA,17726,FleaFlicker,16333,0,0,0,8,@INDSun 1:00 PM,NA,0.1,7.8,3%
Drew Sample,TE,CIN,NA,0.8,0.8,6.5,NA,NA,0.1,0,1.07,NA,14714,FleaFlicker,14146,0,0,0,0,@GBSun 4:25 PM,NA,0.1,6.5,1%
Johnny Mundt,TE,JAC,NA,0.8,0.8,6.9,NA,NA,0.1,0,1.05,NA,13239,FleaFlicker,13940,0,0,0,8,SEASun 1:00 PM,NA,0.1,6.9,1%
OUTTip Reiman,TE,ARI,NA,0.8,0.8,7.6,NA,NA,0.1,0,1.04,NA,18443,FleaFlicker,16706,0,0,0,8,@INDSun 1:00 PM,NA,0.1,7.6,2%
Hunter Long,TE,JAC,NA,0.8,0.8,6.5,NA,NA,0.1,0,1.01,NA,16269,FleaFlicker,15334,0,0,0,8,SEASun 1:00 PM,TE54,0.1,6.5,3%
Nate Adkins,TE,DEN,NA,0.7,0.7,5.6,NA,NA,0.1,0,0.98,NA,18244,FleaFlicker,16474,0,0,0,2,@NYJSun 9:30 AM,NA,0.1,5.6,0%
