team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,pos,src_id,player,dst_fumbles,bye,opp,curr_site_pts,draft_rank,idp_solo,pct_owned,return_tds,pos_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type,fumblesRecovered,opponentOffensiveRank
LAC,0.7,NA,2.5,NA,0.4,0.8,0.1,20.4,NA,NA,NA,325.2,NA,9.33,NA,FleaFlicker,0514,DST,2353,Los Angeles Chargers,NA,12,HOUL 16-20,9.33,D/ST10,0,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.7,NA,2.6,NA,0.4,0.7,0.1,23.1,NA,NA,NA,372.5,NA,9.2,NA,FleaFlicker,0506,DST,2334,Cincinnati Bengals,NA,10,ARISun 1:00 PM,NA,D/ST25,0,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.8,NA,2.5,NA,0.5,0.7,0.1,26.1,NA,NA,NA,339.2,NA,9.05,NA,FleaFlicker,0502,DST,2341,Indianapolis Colts,NA,11,JACSun 1:00 PM,NA,D/ST24,0,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.7,NA,2.6,NA,0.5,0.5,0.1,20.2,NA,NA,NA,337.1,NA,8.98,NA,FleaFlicker,0508,DST,2358,Tennessee Titans,NA,10,NOSun 1:00 PM,NA,D/ST23,0,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,0.7,NA,2.5,NA,0.5,0.5,0.2,19.7,NA,NA,NA,294.8,NA,8.97,NA,FleaFlicker,0523,DST,2339,Green Bay Packers,NA,5,BALL 24-41,8.97,D/ST7,0,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.5,NA,2.5,NA,0.4,0.8,0.1,25,NA,NA,NA,369.1,NA,8.9,NA,FleaFlicker,0524,DST,2345,Minnesota Vikings,NA,6,DETW 23-10,8.9,D/ST2,0,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,0.6,NA,2.6,NA,0.5,0.6,0.1,27.7,NA,NA,NA,388,NA,8.84,NA,FleaFlicker,0505,DST,2349,New York Jets,NA,9,NESun 1:00 PM,NA,D/ST27,0,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,0.6,NA,2.5,NA,0.5,0.6,0.1,20.1,NA,NA,NA,286.8,NA,8.8,NA,FleaFlicker,0529,DST,2347,New Orleans Saints,NA,11,@TENSun 1:00 PM,NA,D/ST18,0,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.7,NA,2.3,NA,0.5,0.7,0.1,26.3,NA,NA,NA,358.9,NA,8.75,NA,FleaFlicker,0519,DST,2328,Arizona Cardinals,NA,8,@CINSun 1:00 PM,NA,D/ST22,0,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.6,NA,2.3,NA,0.5,0.8,0.1,22.9,NA,NA,NA,323.4,NA,8.65,NA,FleaFlicker,0503,DST,2344,Miami Dolphins,NA,12,TBSun 1:00 PM,NA,NA,0,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.7,NA,2.1,NA,0.5,0.8,0.1,20.5,NA,NA,NA,341.8,NA,8.54,NA,FleaFlicker,0528,DST,2356,Los Angeles Rams,NA,8,@ATLMon 8:15 PM,NA,D/ST14,0,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.8,NA,2.2,NA,0.4,0.5,0.2,18.3,NA,NA,NA,292.4,NA,8.43,NA,FleaFlicker,0515,DST,2354,Seattle Seahawks,NA,8,@CARSun 1:00 PM,NA,D/ST8,0,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.7,NA,2.2,NA,0.4,0.7,0.1,23.8,NA,NA,NA,336.5,NA,8.42,NA,FleaFlicker,0518,DST,2351,Philadelphia Eagles,NA,9,@BUFSun 4:25 PM,NA,D/ST6,0,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.9,NA,2.1,NA,0.5,0.6,0.1,20.5,NA,NA,NA,314.4,NA,8.39,NA,FleaFlicker,0509,DST,2342,Jacksonville Jaguars,NA,8,@INDSun 1:00 PM,NA,D/ST13,0,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,0.6,NA,2.1,NA,0.5,0.8,0.2,22.2,NA,NA,NA,332.1,NA,8.38,NA,FleaFlicker,0501,DST,2331,Buffalo Bills,NA,7,PHISun 4:25 PM,NA,D/ST9,0,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.6,NA,2.2,NA,0.4,0.7,0.1,19.8,NA,NA,NA,319.4,NA,8.27,NA,FleaFlicker,0507,DST,2335,Cleveland Browns,NA,9,PITSun 1:00 PM,NA,D/ST21,0,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.6,NA,2.3,NA,0.4,0.7,0.1,27.1,NA,NA,NA,394.1,NA,8.26,NA,FleaFlicker,0526,DST,2329,Atlanta Falcons,NA,5,LARMon 8:15 PM,NA,NA,0,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,0.7,NA,2.3,NA,0.4,0.5,0.1,22.6,NA,NA,NA,311.6,NA,8.21,NA,FleaFlicker,0513,DST,2350,Las Vegas Raiders,NA,8,NYGSun 4:05 PM,NA,NA,0,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.8,NA,1.8,NA,0.5,0.8,0.1,26.2,NA,NA,NA,388.9,NA,8.08,NA,FleaFlicker,0521,DST,2333,Chicago Bears,NA,5,@SFSun 8:20 PM,NA,NA,0,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.7,NA,2,NA,0.5,0.7,0.1,28.4,NA,NA,NA,396.4,NA,8.07,NA,FleaFlicker,0520,DST,2359,Washington Commanders,NA,12,DALL 23-30,8.07,D/ST26,0,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KC,0.6,NA,1.7,NA,0.4,0.6,0.1,23.6,NA,NA,NA,340.3,NA,7.1,NA,FleaFlicker,0512,DST,2343,Kansas City Chiefs,NA,10,DENL 13-20,7.1,D/ST16,0,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF,0.6,NA,1.7,NA,0.4,0.6,0.1,25,NA,NA,NA,355.2,NA,7.09,NA,FleaFlicker,0530,DST,2355,San Francisco 49ers,NA,14,CHISun 8:20 PM,NA,D/ST20,0,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.8,NA,1.8,NA,0.4,0.5,0.1,23.7,NA,NA,NA,365.2,NA,7.09,NA,FleaFlicker,0527,DST,2332,Carolina Panthers,NA,14,SEASun 1:00 PM,NA,NA,0,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seattle Seahawks,0.9,NA,2.9,NA,0.62,NA,0.14,18,NA,NA,NA,NA,NA,6.78,NA,NFL,0515,DST,100030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New England Patriots,0.87,NA,2.88,NA,0.58,NA,0.14,17,NA,NA,NA,NA,NA,6.62,NA,NFL,0504,DST,100021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Detroit Lions,0.77,0.06,2.6,NA,0.59,NA,0.18,22.5,NA,NA,NA,NA,NA,6.52,NA,NFL,0522,DST,100010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Rams,0.78,NA,2.91,NA,0.58,NA,0.13,20,NA,NA,NA,NA,NA,6.41,NA,NFL,0528,DST,100017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tampa Bay Buccaneers,0.79,NA,2.75,NA,0.59,NA,0.13,19.25,NA,NA,NA,NA,NA,6.29,NA,NFL,0525,DST,100031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pittsburgh Steelers,0.77,0.05,2.46,NA,0.55,NA,0.16,22.75,NA,NA,NA,NA,NA,6.16,NA,NFL,0510,DST,100027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Orleans Saints,0.75,NA,2.61,NA,0.52,NA,0.07,22.75,NA,NA,NA,NA,NA,5.99,NA,NFL,0529,DST,100022,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacksonville Jaguars,0.79,NA,2.74,NA,0.58,NA,0.07,20,NA,NA,NA,NA,NA,5.9,NA,NFL,0509,DST,100015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Francisco 49ers,0.77,NA,2.47,NA,0.53,NA,0.12,24.75,NA,NA,NA,NA,NA,5.79,NA,NFL,0530,DST,100029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cincinnati Bengals,0.74,NA,2.53,NA,0.49,NA,0.12,23,NA,NA,NA,NA,NA,5.71,NA,NFL,0506,DST,100006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona Cardinals,0.74,NA,2.47,NA,0.49,NA,0.12,22.75,NA,NA,NA,NA,NA,5.65,NA,NFL,0519,DST,100026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buffalo Bills,0.66,0.05,2.28,NA,0.51,NA,0.15,22.75,NA,NA,NA,NA,NA,5.62,NA,NFL,0501,DST,100003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Green Bay Packers,0.66,NA,2.38,NA,0.51,NA,0.15,22.75,NA,NA,NA,NA,NA,5.62,NA,NFL,0523,DST,100011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Chargers,0.65,NA,2.29,NA,0.47,NA,0.12,22.75,NA,NA,NA,NA,NA,5.61,NA,NFL,0514,DST,100028,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee Titans,0.74,NA,2.52,NA,0.59,NA,0.07,20.5,NA,NA,NA,NA,NA,5.6,NA,NFL,0508,DST,100012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indianapolis Colts,0.72,NA,2.4,NA,0.48,NA,0.12,25,NA,NA,NA,NA,NA,5.52,NA,NFL,0502,DST,100014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Houston Texans,0.67,0.05,2.21,NA,0.48,NA,0.14,20.75,NA,NA,NA,NA,NA,5.45,NA,NFL,0532,DST,100013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Cowboys,0.69,NA,2.11,NA,0.46,NA,0.11,24.25,NA,NA,NA,NA,NA,5.43,NA,NFL,0516,DST,100008,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York Giants,0.68,NA,2.32,NA,0.51,NA,0.11,21.5,NA,NA,NA,NA,NA,5.36,NA,NFL,0517,DST,100023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chicago Bears,0.65,NA,2.35,NA,0.47,NA,0.12,22.75,NA,NA,NA,NA,NA,5.31,NA,NFL,0521,DST,100005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Las Vegas Raiders,0.71,NA,2.39,NA,0.52,NA,0.06,22.75,NA,NA,NA,NA,NA,5.21,NA,NFL,0513,DST,100018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cleveland Browns,0.63,NA,2.28,NA,0.46,NA,0.11,19.5,NA,NA,NA,NA,NA,5.12,NA,NFL,0507,DST,100007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baltimore Ravens,0.67,0.04,2.02,NA,0.45,NA,0.13,21.75,NA,NA,NA,NA,NA,5.12,NA,NFL,0531,DST,100002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philadelphia Eagles,0.69,0.04,1.93,NA,0.43,NA,0.13,22.75,NA,NA,NA,NA,NA,5.03,NA,NFL,0518,DST,100025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denver Broncos,0.62,0.04,2.03,NA,0.44,NA,0.13,22.75,NA,NA,NA,NA,NA,5.01,NA,NFL,0511,DST,100009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington Commanders,0.66,NA,2.14,NA,0.46,NA,0.1,27,NA,NA,NA,NA,NA,4.98,NA,NFL,0520,DST,100032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami Dolphins,0.61,NA,2.12,NA,0.46,NA,0.1,22.75,NA,NA,NA,NA,NA,4.86,NA,NFL,0503,DST,100019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atlanta Falcons,0.65,NA,2.24,NA,0.47,NA,0.06,22.75,NA,NA,NA,NA,NA,4.84,NA,NFL,0526,DST,100001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas City Chiefs,0.56,0.04,1.84,NA,0.43,NA,0.13,23.5,NA,NA,NA,NA,NA,4.68,NA,NFL,0512,DST,100016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carolina Panthers,0.59,NA,2.12,NA,0.47,NA,0.06,22.75,NA,NA,NA,NA,NA,4.6,NA,NFL,0527,DST,100004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota Vikings,0.55,0.04,1.78,NA,0.4,NA,0.12,25,NA,NA,NA,NA,NA,4.48,NA,NFL,0524,DST,100020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York Jets,0.55,NA,1.77,NA,0.36,NA,0.09,26.5,NA,NA,NA,NA,NA,4.43,NA,NFL,0505,DST,100024,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.89,NA,3.69,NA,NA,NA,0.26,12,NA,NA,NA,237.69,NA,11.56,NA,FanDuel,0511,DST,2901,Denver D/ST,NA,NA,NA,NA,NA,NA,NA,NA,1,10,Denver Broncos,16,Kansas City Chiefs,KC,10,Denver Broncos,DEN,WEEKLY,0.45,9
NE,0.86,NA,3.01,NA,NA,NA,0.23,14.5,NA,NA,NA,286.77,NA,9.9,NA,FanDuel,0504,DST,2910,New England D/ST,NA,NA,NA,NA,NA,NA,NA,NA,2,19,New England Patriots,22,New York Jets,NYJ,19,New England Patriots,NE,WEEKLY,0.46,29
PIT,0.67,NA,2.61,NA,NA,NA,0.22,15.5,NA,NA,NA,288.51,NA,8.66,NA,FanDuel,0510,DST,2916,Pittsburgh D/ST,NA,NA,NA,NA,NA,NA,NA,NA,3,25,Pittsburgh Steelers,8,Cleveland Browns,CLE,25,Pittsburgh Steelers,PIT,WEEKLY,0.45,32
GB,0.77,NA,2.77,NA,NA,NA,0.2,17.5,NA,NA,NA,289.57,NA,8.49,NA,FanDuel,0523,DST,2903,Green Bay D/ST,NA,NA,NA,NA,NA,NA,NA,NA,4,12,Green Bay Packers,12,Green Bay Packers,GB,3,Baltimore Ravens,BAL,WEEKLY,0.5,18
NYG,0.76,NA,3.34,NA,NA,NA,0.19,19.5,NA,NA,NA,298.96,NA,8.27,NA,FanDuel,0517,DST,2913,New York Giants D/ST,NA,NA,NA,NA,NA,NA,NA,NA,5,21,New York Giants,35,Las Vegas Raiders,LV,21,New York Giants,NYG,WEEKLY,0.4,30
BAL,0.76,NA,3.4,NA,NA,NA,0.17,20,NA,NA,NA,284.73,NA,8.26,NA,FanDuel,0531,DST,2894,Baltimore D/ST,NA,NA,NA,NA,NA,NA,NA,NA,6,3,Baltimore Ravens,12,Green Bay Packers,GB,3,Baltimore Ravens,BAL,WEEKLY,0.47,4
DET,0.95,NA,2.76,NA,NA,NA,0.19,19.25,NA,NA,NA,298.88,NA,8.14,NA,FanDuel,0522,DST,2902,Detroit D/ST,NA,NA,NA,NA,NA,NA,NA,NA,7,11,Detroit Lions,18,Minnesota Vikings,MIN,11,Detroit Lions,DET,WEEKLY,0.4,28
DAL,0.97,NA,2.52,NA,NA,NA,0.18,21,NA,NA,NA,302.37,NA,7.77,NA,FanDuel,0516,DST,2900,Dallas D/ST,NA,NA,NA,NA,NA,NA,NA,NA,8,9,Dallas Cowboys,32,Washington Commanders,WSH,9,Dallas Cowboys,DAL,WEEKLY,0.57,17
NO,0.61,NA,2.77,NA,NA,NA,0.18,19,NA,NA,NA,275.58,NA,7.69,NA,FanDuel,0529,DST,2911,New Orleans D/ST,NA,NA,NA,NA,NA,NA,NA,NA,9,20,New Orleans Saints,31,Tennessee Titans,TEN,20,New Orleans Saints,NO,WEEKLY,0.51,31
SEA,0.64,NA,2.31,NA,NA,NA,0.2,17.5,NA,NA,NA,306.97,NA,7.57,NA,FanDuel,0515,DST,2919,Seattle D/ST,NA,NA,NA,NA,NA,NA,NA,NA,10,28,Seattle Seahawks,5,Carolina Panthers,CAR,28,Seattle Seahawks,SEA,WEEKLY,0.36,24
TB,0.91,NA,2.46,NA,NA,NA,0.19,19.5,NA,NA,NA,320.38,NA,7.45,NA,FanDuel,0525,DST,2921,Tampa Bay D/ST,NA,NA,NA,NA,NA,NA,NA,NA,11,30,Tampa Bay Buccaneers,17,Miami Dolphins,MIA,30,Tampa Bay Buccaneers,TB,WEEKLY,0.28,23
TEN,0.65,NA,2.71,NA,NA,NA,0.17,20.5,NA,NA,NA,321.97,NA,7.35,NA,FanDuel,0508,DST,2922,Tennessee D/ST,NA,NA,NA,NA,NA,NA,NA,NA,12,31,Tennessee Titans,31,Tennessee Titans,TEN,20,New Orleans Saints,NO,WEEKLY,0.56,27
HOU,0.51,NA,3.4,NA,NA,NA,0.17,21,NA,NA,NA,325.73,NA,7.35,NA,FanDuel,0532,DST,2904,Houston D/ST,NA,NA,NA,NA,NA,NA,NA,NA,12,13,Houston Texans,34,Los Angeles Chargers,LAC,13,Houston Texans,HOU,WEEKLY,0.42,14
LAC,0.62,NA,2.75,NA,NA,NA,0.18,19.5,NA,NA,NA,332.51,NA,7.18,NA,FanDuel,0514,DST,53451,Los Angeles Chargers D/ST,NA,NA,NA,NA,NA,NA,NA,NA,14,34,Los Angeles Chargers,34,Los Angeles Chargers,LAC,13,Houston Texans,HOU,WEEKLY,0.32,22
LV,0.81,NA,2.78,NA,NA,NA,0.16,22,NA,NA,NA,314.41,NA,7.03,NA,FanDuel,0513,DST,54498,Las Vegas D/ST,NA,NA,NA,NA,NA,NA,NA,NA,15,35,Las Vegas Raiders,35,Las Vegas Raiders,LV,21,New York Giants,NYG,WEEKLY,0.42,21
JAC,0.89,NA,2.05,NA,NA,NA,0.18,21.5,NA,NA,NA,319.41,NA,6.64,NA,FanDuel,0509,DST,2906,Jacksonville D/ST,NA,NA,NA,NA,NA,NA,NA,NA,16,15,Jacksonville Jaguars,14,Indianapolis Colts,IND,15,Jacksonville Jaguars,JAC,WEEKLY,0.41,6
LA,0.65,NA,2.12,NA,NA,NA,0.18,21,NA,NA,NA,352.28,NA,6.43,NA,FanDuel,0528,DST,53450,Los Angeles Rams D/ST,NA,NA,NA,NA,NA,NA,NA,NA,17,33,Los Angeles Rams,2,Atlanta Falcons,ATL,33,Los Angeles Rams,LA,WEEKLY,0.42,20
CLE,0.48,NA,2.22,NA,NA,NA,0.18,20,NA,NA,NA,320.19,NA,6.24,NA,FanDuel,0507,DST,2899,Cleveland D/ST,NA,NA,NA,NA,NA,NA,NA,NA,18,8,Cleveland Browns,8,Cleveland Browns,CLE,25,Pittsburgh Steelers,PIT,WEEKLY,0.34,16
CIN,0.56,NA,2.65,NA,NA,NA,0.16,23.25,NA,NA,NA,342.75,NA,6.06,NA,FanDuel,0506,DST,2898,Cincinnati D/ST,NA,NA,NA,NA,NA,NA,NA,NA,19,7,Cincinnati Bengals,7,Cincinnati Bengals,CIN,1,Arizona Cardinals,ARI,WEEKLY,0.38,25
MIA,0.71,NA,2.58,NA,NA,NA,0.14,25,NA,NA,NA,318.84,NA,5.9,NA,FanDuel,0503,DST,2908,Miami D/ST,NA,NA,NA,NA,NA,NA,NA,NA,20,17,Miami Dolphins,17,Miami Dolphins,MIA,30,Tampa Bay Buccaneers,TB,WEEKLY,0.47,19
BUF,0.5,NA,1.92,NA,NA,NA,0.18,21,NA,NA,NA,311.03,NA,5.89,NA,FanDuel,0501,DST,2895,Buffalo D/ST,NA,NA,NA,NA,NA,NA,NA,NA,21,4,Buffalo Bills,4,Buffalo Bills,BUF,24,Philadelphia Eagles,PHI,WEEKLY,0.41,11
PHI,0.63,NA,2.23,NA,NA,NA,0.15,23.5,NA,NA,NA,334.81,NA,5.82,NA,FanDuel,0518,DST,2915,Philadelphia D/ST,NA,NA,NA,NA,NA,NA,NA,NA,22,24,Philadelphia Eagles,4,Buffalo Bills,BUF,24,Philadelphia Eagles,PHI,WEEKLY,0.47,2
IND,0.78,NA,2.74,NA,NA,NA,0.13,27,NA,NA,NA,342.32,NA,5.62,NA,FanDuel,0502,DST,2905,Indianapolis D/ST,NA,NA,NA,NA,NA,NA,NA,NA,23,14,Indianapolis Colts,14,Indianapolis Colts,IND,15,Jacksonville Jaguars,JAC,WEEKLY,0.43,15
NYJ,0.7,NA,2.7,NA,NA,NA,0.12,28,NA,NA,NA,391.46,NA,5.56,NA,FanDuel,0505,DST,2912,New York Jets D/ST,NA,NA,NA,NA,NA,NA,NA,NA,24,22,New York Jets,22,New York Jets,NYJ,19,New England Patriots,NE,WEEKLY,0.66,7
MIN,0.54,NA,2.88,NA,NA,NA,0.13,26.25,NA,NA,NA,373.88,NA,5.35,NA,FanDuel,0524,DST,2909,Minnesota D/ST,NA,NA,NA,NA,NA,NA,NA,NA,25,18,Minnesota Vikings,18,Minnesota Vikings,MIN,11,Detroit Lions,DET,WEEKLY,0.39,3
CAR,0.9,NA,1.76,NA,NA,NA,0.14,25,NA,NA,NA,343.82,NA,5.32,NA,FanDuel,0527,DST,2896,Carolina D/ST,NA,NA,NA,NA,NA,NA,NA,NA,26,5,Carolina Panthers,5,Carolina Panthers,CAR,28,Seattle Seahawks,SEA,WEEKLY,0.4,13
KC,0.67,NA,1.96,NA,NA,NA,0.14,25.5,NA,NA,NA,330.1,NA,5.03,NA,FanDuel,0512,DST,2907,Kansas City D/ST,NA,NA,NA,NA,NA,NA,NA,NA,27,16,Kansas City Chiefs,16,Kansas City Chiefs,KC,10,Denver Broncos,DEN,WEEKLY,0.45,10
ATL,0.71,NA,2.74,NA,NA,NA,0.12,28.5,NA,NA,NA,386.02,NA,4.95,NA,FanDuel,0526,DST,2893,Atlanta D/ST,NA,NA,NA,NA,NA,NA,NA,NA,28,2,Atlanta Falcons,2,Atlanta Falcons,ATL,33,Los Angeles Rams,LA,WEEKLY,0.36,1
WSH,0.8,NA,2.3,NA,NA,NA,0.12,29.5,NA,NA,NA,373.48,NA,4.92,NA,FanDuel,0520,DST,2923,Washington D/ST,NA,NA,NA,NA,NA,NA,NA,NA,29,32,Washington Commanders,32,Washington Commanders,WSH,9,Dallas Cowboys,DAL,WEEKLY,0.62,5
SF,0.59,NA,1.8,NA,NA,NA,0.15,24.5,NA,NA,NA,353.7,NA,4.9,NA,FanDuel,0530,DST,2918,San Francisco D/ST,NA,NA,NA,NA,NA,NA,NA,NA,30,27,San Francisco 49ers,27,San Francisco 49ers,SF,6,Chicago Bears,CHI,WEEKLY,0.38,12
CHI,0.85,NA,1.95,NA,NA,NA,0.13,28,NA,NA,NA,389.59,NA,4.83,NA,FanDuel,0521,DST,2897,Chicago D/ST,NA,NA,NA,NA,NA,NA,NA,NA,31,6,Chicago Bears,27,San Francisco 49ers,SF,6,Chicago Bears,CHI,WEEKLY,0.47,8
ARI,0.67,NA,2.41,NA,NA,NA,0.12,30.25,NA,NA,NA,355.29,NA,4.46,NA,FanDuel,0519,DST,2892,Arizona D/ST,NA,NA,NA,NA,NA,NA,NA,NA,32,1,Arizona Cardinals,7,Cincinnati Bengals,CIN,1,Arizona Cardinals,ARI,WEEKLY,0.52,26
