player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,fumble_TD,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Jaleel McLaughlin,RB,DEN,NA,5.4,22.8,NA,0.1,0.9,0.9,4,NA,NA,0.1,0,3.86,NA,18238,FleaFlicker,16390,2,JACSun 4:05 PM,RB63,0.2,26.8,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Davis,RB,NYJ,NA,3.9,19.5,NA,0.1,1,1,7.6,NA,NA,0,0,3.69,NA,18492,FleaFlicker,16752,9,@NOSun 1:00 PM,RB59,0.2,27.1,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Davis,RB,DAL,NA,4,20.2,NA,0.2,0.5,0.5,4.1,NA,NA,0,0,3.61,NA,17413,FleaFlicker,15738,0,LACSun 1:00 PM,NA,0.2,24.3,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,WAS,NA,4.7,18.6,NA,0.1,1.3,1.3,9.6,NA,NA,0,0.1,3.56,NA,12999,FleaFlicker,13143,2,PHISat 5:00 PM,RB62,0.1,28.2,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson,RB,SF,NA,6.2,22,NA,0.2,0.3,0.3,2.8,NA,NA,0,0,3.52,NA,16875,FleaFlicker,15716,4,@INDMon 8:15 PM,RB38,0.2,24.8,63%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ollie Gordon,RB,MIA,NA,4.2,16.9,NA,0.2,0.3,0.3,2.1,NA,NA,0,0,3.44,NA,19380,FleaFlicker,17059,2,CINSun 1:00 PM,RB52,0.3,19,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LeQuint Allen,RB,JAC,NA,4.4,17.6,NA,0.1,1.1,1.1,6.9,NA,NA,0,0,3.37,NA,19471,FleaFlicker,17061,8,@DENSun 4:05 PM,RB67,0.2,24.5,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ameer Abdullah,RB,IND,NA,3.4,16.2,NA,0.1,1.2,1.2,7.3,NA,NA,0.1,0,3.17,NA,11207,FleaFlicker,12155,1,SFMon 8:15 PM,NA,0.1,23.5,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jawhar Jordan,RB,HOU,NA,4.3,14.6,NA,0.1,0.8,0.8,7,NA,NA,0,0.1,3.08,NA,18514,FleaFlicker,16773,6,LVSun 4:25 PM,RB65,0.2,21.6,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,NA,2.8,14.3,NA,0.2,0.2,0.2,1.5,NA,NA,0,0,2.68,NA,18278,FleaFlicker,16166,9,@CARSun 1:00 PM,RB51,0.2,15.8,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Wright,RB,MIA,NA,3.2,16.5,NA,0.1,0.3,0.3,2.3,NA,NA,0,0,2.5,NA,18459,FleaFlicker,16610,2,CINSun 1:00 PM,RB56,0.1,18.9,42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Hull,RB,NO,NA,2.6,10.3,NA,0.1,0.6,0.6,4.7,NA,NA,0,0,2.16,NA,17728,FleaFlicker,16180,1,NYJSun 1:00 PM,NA,0.1,15.1,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audric Estime,RB,NO,NA,1.5,11.3,NA,0.1,0.3,0.3,2.7,NA,NA,0,0,2.14,NA,18515,FleaFlicker,16595,1,NYJSun 1:00 PM,RB71,0.1,14,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Bigsby,RB,PHI,NA,2.4,12.6,NA,0.1,0.3,0.3,2,NA,NA,0,0,2.04,NA,17625,FleaFlicker,16164,9,@WASSat 5:00 PM,RB60,0.1,14.6,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ray Davis,RB,BUF,NA,3.3,11,NA,0.1,0.3,0.3,2.1,NA,NA,0,0,1.96,NA,18460,FleaFlicker,16603,7,@CLESun 1:00 PM,RB61,0.1,13.1,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brashard Smith,RB,KC,NA,2.2,7.5,NA,0,0.8,0.8,6.8,NA,NA,0,0,1.85,NA,19486,FleaFlicker,17049,0,@TENSun 1:00 PM,RB70,0.1,14.3,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Badie,RB,DEN,NA,2.4,9.5,NA,0,1,1,6.4,NA,NA,0,0.1,1.85,NA,16972,FleaFlicker,15718,2,JACSun 4:05 PM,RB69,0.1,15.9,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corey Kiner,RB,ARI,NA,2.3,10.5,NA,0.1,0.2,0.2,1.4,NA,NA,0,0,1.79,NA,19809,FleaFlicker,17274,8,ATLSun 4:05 PM,NA,0.1,11.9,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,LV,NA,2.3,8.8,NA,0.1,0.7,0.7,4.4,NA,NA,0,0,1.78,NA,11455,FleaFlicker,12447,8,@HOUSun 4:25 PM,RB91,0.1,13.1,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rasheen Ali,RB,BAL,NA,0.9,4.2,NA,0,0.8,0.8,6.8,NA,NA,0.1,0,1.7,NA,18527,FleaFlicker,16746,7,NESun 8:20 PM,NA,0.1,11,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Brooks,RB,GB,NA,1.1,5.1,NA,0,1.1,1.1,7.8,NA,NA,0,0,1.69,NA,18169,FleaFlicker,16387,5,@CHISat 8:20 PM,RB79,0.1,12.8,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0.2,0.6,NA,0,1.2,1.2,11.6,NA,NA,0.1,0,1.68,NA,9410,FleaFlicker,11367,4,@INDMon 8:15 PM,NA,0.1,12.2,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRPhil Mafah,RB,DAL,NA,1.8,8.5,NA,0.1,0.2,0.2,1.6,NA,NA,0,0,1.61,NA,19507,FleaFlicker,17063,0,LACSun 1:00 PM,NA,0.1,10.1,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,2.5,7.8,NA,0.1,0.4,0.4,2.8,NA,NA,0,0,1.6,NA,13581,FleaFlicker,13148,6,LVSun 4:25 PM,NA,0.1,10.6,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cody Schrader,RB,DEN,NA,1.9,7.5,NA,0.1,0.2,0.2,1.4,NA,NA,0,0,1.49,NA,18677,FleaFlicker,16600,2,JACSun 4:05 PM,NA,0.1,8.9,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kaleb Johnson,RB,PIT,NA,2.3,8,NA,0.1,0.1,0.1,1,NA,NA,0,0,1.3,NA,19300,FleaFlicker,17048,5,@DETSun 4:25 PM,RB70,0.1,9,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Prentice,RB,DEN,NA,1.1,4.6,NA,0,0.7,0.7,4,NA,NA,0,0,1.2,NA,16711,FleaFlicker,15650,2,JACSun 4:05 PM,NA,0.1,8.5,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Laube,RB,LV,NA,1.7,6.2,NA,0,0.1,0.1,1.1,NA,NA,0,0,0.97,NA,18520,FleaFlicker,16613,8,@HOUSun 4:25 PM,NA,0,7.3,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Shipley,RB,PHI,NA,0,2.6,NA,0,0.4,0.4,3.1,NA,NA,0,0,0.87,NA,18476,FleaFlicker,16601,9,@WASSat 5:00 PM,RB71,0.1,5.7,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRDTy Chandler,RB,MIN,NA,0.8,4.7,NA,0.1,0.1,0.1,0.5,NA,NA,0,0,0.81,NA,17020,FleaFlicker,15723,6,@NYGSun 1:00 PM,NA,0.1,5.1,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zavier Scott,RB,MIN,NA,1.3,5.3,NA,0,0.2,0.2,1.5,NA,NA,0,0,0.74,NA,18092,FleaFlicker,17337,6,@NYGSun 1:00 PM,NA,0,6.7,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaac Guerendo,RB,SF,NA,0.9,3.8,NA,0,0.1,0.1,1,NA,NA,0,0,0.72,NA,18482,FleaFlicker,16688,4,@INDMon 8:15 PM,RB81,0,4.8,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Luepke,RB,DAL,NA,0.6,2.4,NA,0,0.5,0.5,3.4,NA,NA,0,0,0.67,NA,18305,FleaFlicker,16391,0,LACSun 1:00 PM,NA,0,5.8,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tahj Brooks,RB,CIN,NA,1.3,4.6,NA,0,0,0,0.3,NA,NA,0,0,0.67,NA,19416,FleaFlicker,17058,0,@MIASun 1:00 PM,RB80,0,4.8,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRBraelon Allen,RB,NYJ,NA,0.8,3.1,NA,0.1,0.1,0.1,0.5,NA,NA,0,0,0.66,NA,18456,FleaFlicker,16596,9,@NOSun 1:00 PM,RB89,0.1,3.6,49%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Etienne,RB,CAR,NA,1.2,4.7,NA,0,0.1,0.1,0.7,NA,NA,0,0,0.66,NA,19365,FleaFlicker,17056,4,TBSun 1:00 PM,RB83,0,5.4,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trayveon Williams,RB,CLE,NA,0.8,3.4,NA,0,0.1,0.1,0.7,NA,NA,0,0,0.59,NA,14818,FleaFlicker,14076,9,BUFSun 1:00 PM,NA,0,4.2,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hassan Haskins,RB,LAC,NA,0.9,2.7,NA,0,0.1,0.1,0.6,NA,NA,0,0,0.57,NA,16913,FleaFlicker,15720,2,@DALSun 1:00 PM,RB78,0,3.3,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
British Brooks,RB,HOU,NA,1,4.1,NA,0,0,0,0.3,NA,NA,0,0,0.56,NA,18926,FleaFlicker,16816,6,LVSun 4:25 PM,NA,0,4.4,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTDJ Giddens,RB,IND,NA,1,3.2,NA,0,0,0,0.3,NA,NA,0,0,0.53,NA,19390,FleaFlicker,17060,1,SFMon 8:15 PM,RB75,0,3.6,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTJordan James,RB,SF,NA,0.9,2.7,NA,0,0.1,0.1,0.7,NA,NA,0,0,0.52,NA,19436,FleaFlicker,17055,4,@INDMon 8:15 PM,NA,0,3.4,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheim Sanders,RB,CLE,NA,1.4,3.9,NA,0,0,0,0,NA,NA,0,0,0.51,NA,19586,FleaFlicker,17062,9,BUFSun 1:00 PM,NA,0,3.9,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTJarquez Hunter,RB,LAR,NA,0.9,2.6,NA,0,0,0,0.2,NA,NA,0,0,0.46,NA,19372,FleaFlicker,17064,8,@SEAThu 8:15 PM,RB84,0,2.9,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Ingold,RB,MIA,NA,0.3,1.5,NA,0,0.2,0.2,1.8,NA,NA,0,0,0.45,NA,15279,FleaFlicker,14420,2,CINSun 1:00 PM,NA,0,3.3,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Herbert,RB,NYJ,NA,0.8,4,NA,0,0.1,0.1,0.3,NA,NA,0,0,0.44,NA,16552,FleaFlicker,15271,9,@NOSun 1:00 PM,NA,0,4.3,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,NA,86.56,NA,0.83,NA,4.32,31.19,NA,NA,0.29,0.1,22.62,NA,2569747,NFL,16162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,SF,NA,NA,58.99,NA,0.85,NA,4.88,43.04,NA,NA,0.36,0.11,22.12,NA,2557997,NFL,13130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,NA,95.89,NA,0.48,NA,4.44,33.83,NA,NA,0.31,0.08,21.99,NA,2569558,NFL,16161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,NA,88.39,NA,0.4,NA,4.77,34.14,NA,NA,0.41,0.09,21.7,NA,2570062,NFL,16167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,NA,97.71,NA,0.78,NA,2.22,15.2,NA,NA,0.13,0.08,18.81,NA,2564148,NFL,14802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,NA,86.77,NA,0.7,NA,1.91,16.11,NA,NA,0.15,0.1,17.1,NA,2567328,NFL,15715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,GB,NA,NA,75.05,NA,0.93,NA,2,15.64,NA,NA,0.1,0.08,17.09,NA,2562377,NFL,14073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,NA,82.38,NA,0.97,NA,1.03,8.8,NA,NA,0.08,0.08,16.29,NA,2556075,NFL,12626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bucky Irving,RB,TB,NA,NA,77.57,NA,0.31,NA,2.9,24.97,NA,NA,0.22,0.08,16.17,NA,2572546,NFL,16598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,PHI,NA,NA,80.19,NA,0.4,NA,2.54,18.21,NA,NA,0.18,0.08,15.7,NA,2560968,NFL,13604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DAL,NA,NA,73.74,NA,0.63,NA,2.24,10.86,NA,NA,0.12,0.1,15,NA,2566049,NFL,15256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RJ Harvey,RB,DEN,NA,NA,51.88,NA,0.59,NA,2.68,17.47,NA,NA,0.21,0.08,14.26,NA,2574090,NFL,17068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,NA,NA,54.76,NA,0.13,NA,4.04,22.08,NA,NA,0.28,0.07,14.04,NA,2569642,NFL,16181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAX,NA,NA,57.94,NA,0.5,NA,2.41,17.8,NA,NA,0.16,0.09,13.76,NA,2566157,NFL,15253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TreVeyon Henderson,RB,NE,NA,NA,66.31,NA,0.47,NA,2.06,14.34,NA,NA,0.1,0.06,13.43,NA,2574374,NFL,17043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,NA,55.26,NA,0.53,NA,2.21,13.49,NA,NA,0.18,0.07,13.21,NA,2567862,NFL,15710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashton Jeanty,RB,LV,NA,NA,45.28,NA,0.39,NA,3.3,18.82,NA,NA,0.2,0.06,13.13,NA,2574298,NFL,17042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,NA,63.75,NA,0.25,NA,2.44,18.63,NA,NA,0.14,0.08,12.86,NA,2568030,NFL,15708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quinshon Judkins,RB,CLE,NA,NA,65.01,NA,0.54,NA,1.45,11.79,NA,NA,0.09,0.08,12.75,NA,2574053,NFL,17051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,NA,NA,61.78,NA,0.39,NA,1.99,15.97,NA,NA,0.12,0.07,12.69,NA,2568493,NFL,15742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Omarion Hampton,RB,LAC,NA,NA,61.84,NA,0.46,NA,1.77,13.5,NA,NA,0.12,0.07,12.64,NA,2574514,NFL,17044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Woody Marks,RB,HOU,NA,NA,57.13,NA,0.36,NA,1.88,17.1,NA,NA,0.15,0.1,12.16,NA,2574174,NFL,17053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PIT,NA,NA,29.39,NA,0.31,NA,3.53,24.44,NA,NA,0.25,0.07,12.13,NA,2566397,NFL,15255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrone Tracy Jr.,RB,NYG,NA,NA,56.19,NA,0.26,NA,2.4,17.85,NA,NA,0.14,0.07,12.06,NA,2572351,NFL,16747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,CAR,NA,NA,50.46,NA,0.33,NA,2.32,17.63,NA,NA,0.14,0.1,11.75,NA,2565295,NFL,14823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,CHI,NA,NA,50.38,NA,0.43,NA,2.2,13.91,NA,NA,0.1,0.05,11.71,NA,2563965,NFL,14797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,NA,46.06,NA,0.23,NA,3.03,19.48,NA,NA,0.12,0.07,11.54,NA,2558019,NFL,13132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones,RB,MIN,NA,NA,62.19,NA,0.09,NA,2.23,15.52,NA,NA,0.16,0.08,11.34,NA,2558116,NFL,13319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker III,RB,SEA,NA,NA,50.4,NA,0.33,NA,1.73,12.41,NA,NA,0.09,0.08,10.37,NA,2568282,NFL,15711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,TEN,NA,NA,53.09,NA,0.26,NA,2,11.07,NA,NA,0.06,0.04,10.26,NA,2562699,NFL,14085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Carter,RB,ARI,NA,NA,53.23,NA,0.2,NA,2,13.09,NA,NA,0.08,0.47,9.49,NA,2566382,NFL,15258,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,MIN,NA,NA,53.55,NA,0.39,NA,0.93,6.09,NA,NA,0.06,0.06,9.47,NA,2569257,NFL,15972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kimani Vidal,RB,LAC,NA,NA,40.61,NA,0.29,NA,1.48,13.76,NA,NA,0.13,0.06,9.32,NA,2572486,NFL,16757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,KC,NA,NA,38.01,NA,0.45,NA,1.35,9.96,NA,NA,0.08,0.05,9.23,NA,2557917,NFL,13138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,CIN,NA,NA,43.84,NA,0.21,NA,1.59,11.17,NA,NA,0.09,0.16,8.63,NA,2558138,NFL,13133,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,RB,KC,NA,NA,47.32,NA,0.27,NA,1.11,7.36,NA,NA,0.07,0.04,8.54,NA,2567808,NFL,15749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Rodriguez Jr.,RB,WAS,NA,NA,40.44,NA,0.5,NA,0.63,5.88,NA,NA,0.05,0.05,8.46,NA,2570386,NFL,16174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Corum,RB,LAR,NA,NA,39.82,NA,0.35,NA,1.09,7.99,NA,NA,0.08,0.06,8.33,NA,2572189,NFL,16593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyjae Spears,RB,TEN,NA,NA,26.39,NA,0.19,NA,2.44,14.73,NA,NA,0.09,0.07,8.09,NA,2569795,NFL,16165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,NA,NA,31.86,NA,0.39,NA,1.23,9.38,NA,NA,0.06,0.04,7.97,NA,2562502,NFL,14071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Sampson,RB,CLE,NA,NA,21.56,NA,0.09,NA,2.23,20.11,NA,NA,0.16,0.04,7.82,NA,2574062,NFL,17047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Monangai,RB,CHI,NA,NA,35.77,NA,0.35,NA,1,7.53,NA,NA,0.06,0.05,7.69,NA,2574015,NFL,17066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,NA,NA,30.31,NA,0.4,NA,1.07,7.92,NA,NA,0.06,0.05,7.55,NA,2570335,NFL,16169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
