player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,fumble_TD,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Kaleb Johnson,RB,PIT,NA,2.3,8,NA,0.1,NA,0.1,1,NA,NA,0,0,1.3,NA,27165,FantasyPros,17048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Prentice,RB,DEN,NA,1.1,4.6,NA,0,NA,0.7,4,NA,NA,0,0,1.2,NA,23451,FantasyPros,15650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Laube,RB,LV,NA,1.7,6.2,NA,0,NA,0.2,1.1,NA,NA,0,0,0.9,NA,26194,FantasyPros,16613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brady Russell,RB,SEA,NA,0.3,1.1,NA,0,NA,0.9,5.6,NA,NA,0,0,0.9,NA,25731,FantasyPros,16496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Shipley,RB,PHI,NA,0,2.6,NA,0,NA,0.4,3.1,NA,NA,0,0,0.8,NA,22930,FantasyPros,16601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Chandler,RB,MIN,NA,0.8,4.7,NA,0.1,NA,0.1,0.5,NA,NA,0,0,0.8,NA,19471,FantasyPros,15723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zavier Scott,RB,MIN,NA,1.3,5.3,NA,0,NA,0.2,1.5,NA,NA,0,0,0.8,NA,25748,FantasyPros,17337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaac Guerendo,RB,SF,NA,1,3.8,NA,0,NA,0.1,1,NA,NA,0,0,0.7,NA,26392,FantasyPros,16688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Luepke,RB,DAL,NA,0.6,2.4,NA,0,NA,0.5,3.4,NA,NA,0,0,0.7,NA,25941,FantasyPros,16391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Etienne,RB,CAR,NA,1.2,4.7,NA,0,NA,0.1,0.7,NA,NA,0,0,0.7,NA,25393,FantasyPros,17056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braelon Allen,RB,NYJ,NA,0.9,3.2,NA,0.1,NA,0.1,0.5,NA,NA,0,0,0.7,NA,24346,FantasyPros,16596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tahj Brooks,RB,CIN,NA,1.3,4.6,NA,0,NA,0,0.3,NA,NA,0,0,0.7,NA,26212,FantasyPros,17058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Beck,RB,NYJ,NA,0.1,0.2,NA,0,NA,0.4,2.4,NA,NA,0.1,0,0.6,NA,18748,FantasyPros,14319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hassan Haskins,RB,LAC,NA,1,2.7,NA,0,NA,0.1,0.6,NA,NA,0,0,0.6,NA,23798,FantasyPros,15720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trayveon Williams,RB,CLE,NA,0.8,3.4,NA,0,NA,0.1,0.7,NA,NA,0,0,0.6,NA,18607,FantasyPros,14076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Giddens,RB,IND,NA,1,3.2,NA,0,NA,0,0.3,NA,NA,0,0,0.6,NA,27097,FantasyPros,17060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
British Brooks,RB,HOU,NA,1,4.1,NA,0,NA,0,0.3,NA,NA,0,0,0.6,NA,26748,FantasyPros,16816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan James,RB,SF,NA,1,2.7,NA,0,NA,0.1,0.7,NA,NA,0,0,0.5,NA,27310,FantasyPros,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarquez Hunter,RB,LAR,NA,1,2.6,NA,0,NA,0,0.2,NA,NA,0,0,0.5,NA,24335,FantasyPros,17064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheim Sanders,RB,CLE,NA,1.4,3.9,NA,0,NA,0,0,NA,NA,0,0,0.5,NA,24351,FantasyPros,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Ingold,RB,MIA,NA,0.3,1.5,NA,0,NA,0.2,1.8,NA,NA,0,0,0.5,NA,18571,FantasyPros,14420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Herbert,RB,NYJ,NA,0.9,4,NA,0,NA,0.1,0.4,NA,NA,0,0,0.4,NA,22763,FantasyPros,15271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Ricard,RB,BAL,NA,0.1,0.6,NA,0,NA,0.3,2.2,NA,NA,0,0,0.4,NA,17145,FantasyPros,13455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Ham,RB,MIN,NA,0.2,0.7,NA,0.1,NA,0.1,0.5,NA,NA,0,0,0.4,NA,16209,FantasyPros,12923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Dillon,RB,PHI,NA,1.1,3.6,NA,0,NA,0,0.5,NA,NA,0,0,0.4,NA,19358,FantasyPros,14805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kene Nwangwu,RB,NYJ,NA,0.8,3.4,NA,0,NA,0,0.2,NA,NA,0,0,0.4,NA,23249,FantasyPros,15414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Mitchell,RB,KC,NA,0.9,3.2,NA,0,NA,0.1,0.1,NA,NA,0,0,0.3,NA,22813,FantasyPros,15263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaydon Blue,RB,DAL,NA,0.9,2.8,NA,0,NA,0,0.3,NA,NA,0,0,0.3,NA,24344,FantasyPros,17069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julius Chestnut,RB,TEN,NA,0,1.5,NA,0,NA,0.1,0.5,NA,NA,0,0,0.3,NA,24689,FantasyPros,15965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sione Vaki,RB,DET,NA,0,1.3,NA,0,NA,0.1,0.5,NA,NA,0,0,0.2,NA,26309,FantasyPros,16678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeeJay Dallas,RB,JAC,NA,0.4,0.9,NA,0,NA,0.1,0.4,NA,NA,0,0,0.1,NA,19521,FantasyPros,14815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Goodson,RB,IND,NA,0,1,NA,0,NA,0,0.3,NA,NA,0,0,0.1,NA,22976,FantasyPros,15730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,17.1,97.5,NA,0.6,4.8,4.8,36.8,NA,NA,0.4,0.1,19.38,NA,17617,FleaFlicker,16167,2,CINSun 1:00 PM,RB5,1,134.4,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,18.1,92.7,NA,0.6,4.4,4.4,40.5,NA,NA,0.2,0.1,17.92,NA,17603,FleaFlicker,16161,5,@ARISun 4:05 PM,RB4,0.8,133.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,15.4,82.4,NA,0.8,4.3,4.3,34.4,NA,NA,0.2,0.1,17.68,NA,17612,FleaFlicker,16162,8,PITSun 4:25 PM,RB1,1,116.8,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,SF,NA,17.1,65.3,NA,0.7,5.3,5.3,49.1,NA,NA,0.3,0.1,17.66,NA,12892,FleaFlicker,13130,4,@INDMon 8:15 PM,RB2,1.1,114.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,21.6,104.2,NA,0.8,2.7,2.7,18.2,NA,NA,0.1,0.1,17.63,NA,15604,FleaFlicker,14802,1,SFMon 8:15 PM,RB3,0.9,122.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,GB,NA,17.5,76.8,NA,0.8,2.4,2.4,20.6,NA,NA,0.1,0.1,15.15,NA,14673,FleaFlicker,14073,5,@CHISat 8:20 PM,RB8,0.9,97.4,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,19.4,91.6,NA,0.6,1.9,1.9,16,NA,NA,0.1,0.1,15.04,NA,16839,FleaFlicker,15715,7,@CLESun 1:00 PM,RB6,0.8,107.6,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,PHI,NA,19.1,87.5,NA,0.5,2.7,2.7,21.8,NA,NA,0.2,0.1,14.9,NA,13778,FleaFlicker,13604,9,@WASSat 5:00 PM,RB14,0.7,109.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,17,82.4,NA,0.8,1.2,1.2,10.9,NA,NA,0.1,0.1,14.19,NA,12042,FleaFlicker,12626,7,NESun 8:20 PM,RB7,0.8,93.4,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DAL,NA,17,74.8,NA,0.6,2,2,10.1,NA,NA,0.1,0.1,12.45,NA,16282,FleaFlicker,15256,0,LACSun 1:00 PM,RB11,0.7,85,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bucky Irving,RB,TB,NA,15.2,67.8,NA,0.3,2.8,2.8,23.8,NA,NA,0.2,0.1,12.18,NA,18479,FleaFlicker,16598,9,@CARSun 1:00 PM,RB9,0.5,91.6,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quinshon Judkins,RB,CLE,NA,17.4,72.9,NA,0.5,2,2,14,NA,NA,0.1,0.1,11.85,NA,19303,FleaFlicker,17051,9,BUFSun 1:00 PM,RB20,0.6,86.9,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,NA,14,59,NA,0.3,4.4,4.4,26.6,NA,NA,0.2,0.1,11.58,NA,17756,FleaFlicker,16181,0,@MIASun 1:00 PM,RB12,0.5,85.6,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAC,NA,16.2,63.3,NA,0.5,2.3,2.3,17.9,NA,NA,0.1,0.1,11.56,NA,16241,FleaFlicker,15253,8,@DENSun 4:05 PM,RB15,0.6,81.2,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,17,70.2,NA,0.3,2.1,2.1,18.8,NA,NA,0.1,0.1,11.24,NA,16834,FleaFlicker,15708,9,@NOSun 1:00 PM,RB22,0.4,89,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,14,59.4,NA,0.5,2.2,2.2,13.3,NA,NA,0.1,0.1,11.01,NA,17004,FleaFlicker,15710,8,@SEAThu 8:15 PM,RB10,0.7,72.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,CAR,NA,15.1,65,NA,0.4,1.9,1.9,15.1,NA,NA,0.1,0.1,10.95,NA,15904,FleaFlicker,14823,4,TBSun 1:00 PM,RB19,0.5,80.1,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TreVeyon Henderson,RB,NE,NA,11.6,57.1,NA,0.5,2.7,2.7,18.8,NA,NA,0.1,0.1,10.81,NA,19272,FleaFlicker,17043,4,@BALSun 8:20 PM,RB13,0.6,75.9,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Omarion Hampton,RB,LAC,NA,12.4,56,NA,0.5,2,2,15.1,NA,NA,0.1,0.1,10.49,NA,19248,FleaFlicker,17044,2,@DALSun 1:00 PM,RB21,0.6,71,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,NA,12.6,55.1,NA,0.4,2.4,2.4,19.4,NA,NA,0.1,0.1,10.19,NA,17137,FleaFlicker,15742,5,@DETSun 4:25 PM,RB26,0.5,74.5,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RJ Harvey,RB,DEN,NA,11.5,46.1,NA,0.5,2.5,2.5,16.6,NA,NA,0.2,0.1,10.06,NA,19290,FleaFlicker,17068,2,JACSun 4:05 PM,RB17,0.7,62.7,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashton Jeanty,RB,LV,NA,14.5,51.8,NA,0.3,3.7,3.7,22.7,NA,NA,0.1,0.1,9.99,NA,19247,FleaFlicker,17042,8,@HOUSun 4:25 PM,RB16,0.5,74.4,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,CHI,NA,12.6,53.3,NA,0.4,2,2,15.5,NA,NA,0.1,0.1,9.68,NA,15601,FleaFlicker,14797,5,GBSat 8:20 PM,RB20,0.5,68.8,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrone Tracy,RB,NYG,NA,14.3,56.6,NA,0.3,2.2,2.2,17.1,NA,NA,0.1,0.1,9.61,NA,18534,FleaFlicker,16747,4,MINSun 1:00 PM,RB27,0.4,73.7,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones,RB,MIN,NA,11.1,59.7,NA,0.2,2.4,2.4,18.4,NA,NA,0.1,0.1,9.49,NA,13111,FleaFlicker,13319,6,@NYGSun 1:00 PM,RB26,0.3,78.1,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Woody Marks,RB,HOU,NA,11.9,47.7,NA,0.4,1.5,1.5,13.3,NA,NA,0.1,0.1,8.92,NA,19351,FleaFlicker,17053,6,LVSun 4:25 PM,RB23,0.5,61,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,TEN,NA,15,58.4,NA,0.3,1.9,1.9,10.9,NA,NA,0,0.1,8.75,NA,14759,FleaFlicker,14085,0,KCSun 1:00 PM,RB36,0.3,69.3,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker,RB,SEA,NA,12.3,49.8,NA,0.3,1.9,1.9,14.2,NA,NA,0.1,0.1,8.54,NA,16890,FleaFlicker,15711,8,LARThu 8:15 PM,RB25,0.4,64.1,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,KC,NA,10.5,39.4,NA,0.5,1.4,1.4,10.3,NA,NA,0.1,0,8.15,NA,12934,FleaFlicker,13138,0,@TENSun 1:00 PM,RB38,0.5,49.6,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,NA,9.9,40.7,NA,0.5,1.4,1.4,11.1,NA,NA,0,0.1,8.12,NA,14716,FleaFlicker,14071,8,PITSun 4:25 PM,RB32,0.5,51.8,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PIT,NA,7.2,30.2,NA,0.3,3.8,3.8,25.1,NA,NA,0.2,0.1,8.07,NA,16480,FleaFlicker,15255,5,@DETSun 4:25 PM,RB33,0.5,55.3,68%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Carter,RB,ARI,NA,11.4,47.1,NA,0.3,2.4,2.4,17.1,NA,NA,0.1,0.2,7.94,NA,16618,FleaFlicker,15258,8,ATLSun 4:05 PM,RB39,0.3,64.2,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,MIN,NA,9.8,52.6,NA,0.3,0.8,0.8,4.9,NA,NA,0,0.1,7.89,NA,17167,FleaFlicker,15972,6,@NYGSun 1:00 PM,RB44,0.4,57.5,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kimani Vidal,RB,LAC,NA,9.7,41.7,NA,0.3,1.4,1.4,13,NA,NA,0.1,0,7.81,NA,18523,FleaFlicker,16757,2,@DALSun 1:00 PM,RB45,0.4,54.7,71%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Monangai,RB,CHI,NA,11.2,43.4,NA,0.4,1.1,1.1,8.4,NA,NA,0,0,7.64,NA,19543,FleaFlicker,17066,5,GBSat 8:20 PM,RB28,0.4,51.9,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,NA,10.7,37.8,NA,0.4,1.2,1.2,8.6,NA,NA,0,0,7.3,NA,17667,FleaFlicker,16169,8,LARThu 8:15 PM,RB31,0.5,46.4,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,9.9,39.6,NA,0.2,1.8,1.8,11.8,NA,NA,0.1,0,7.05,NA,16361,FleaFlicker,15261,4,TBSun 1:00 PM,RB35,0.3,51.4,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTAlvin Kamara,RB,NO,NA,9.4,39.4,NA,0.2,2.2,2.2,15.2,NA,NA,0.1,0.1,6.92,NA,12965,FleaFlicker,13132,1,NYJSun 1:00 PM,RB59,0.3,54.5,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Corum,RB,LAR,NA,9.6,42.2,NA,0.3,0.9,0.9,5.9,NA,NA,0,0,6.85,NA,18441,FleaFlicker,16593,8,@SEAThu 8:15 PM,RB30,0.3,48,57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,RB,KC,NA,9.8,42.7,NA,0.2,1.1,1.1,7.2,NA,NA,0.1,0,6.73,NA,17029,FleaFlicker,15749,0,@TENSun 1:00 PM,RB41,0.3,50,76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTDevin Neal,RB,NO,NA,9.2,37.4,NA,0.3,1.2,1.2,8.4,NA,NA,0,0.1,6.6,NA,19434,FleaFlicker,17046,1,NYJSun 1:00 PM,RB29,0.4,45.9,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,7.9,33.8,NA,0.4,0.8,0.8,6.1,NA,NA,0,0,6.53,NA,16993,FleaFlicker,15712,5,@ARISun 4:05 PM,RB39,0.4,39.9,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacory Croskey-Merritt,RB,WAS,NA,10.4,43,NA,0.3,0.8,0.8,5.9,NA,NA,0,0.1,6.49,NA,19509,FleaFlicker,17256,2,PHISat 5:00 PM,RB34,0.3,48.9,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,8.6,30.4,NA,0.3,1.8,1.8,14.5,NA,NA,0.1,0.1,6.13,NA,16339,FleaFlicker,15259,4,@BALSun 8:20 PM,RB41,0.3,44.8,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,NA,10.2,35.8,NA,0.3,0.9,0.9,6.1,NA,NA,0,0,5.93,NA,14736,FleaFlicker,14080,4,MINSun 1:00 PM,RB47,0.3,41.8,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTChris Rodriguez,RB,WAS,NA,7.7,35.7,NA,0.3,0.3,0.3,2.7,NA,NA,0,0,5.7,NA,17762,FleaFlicker,16174,2,PHISat 5:00 PM,RB35,0.3,38.4,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyjae Spears,RB,TEN,NA,6.1,24.9,NA,0.2,2.6,2.6,17.8,NA,NA,0.1,0,5.53,NA,17624,FleaFlicker,16165,0,KCSun 1:00 PM,RB49,0.2,42.6,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,RB,ARI,NA,6.1,30.8,NA,0.2,1.6,1.6,11.3,NA,NA,0.1,0.1,5.53,NA,17978,FleaFlicker,16385,8,ATLSun 4:05 PM,RB66,0.2,42.2,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,CIN,NA,5.6,30.2,NA,0.2,1.2,1.2,9.7,NA,NA,0,0.1,4.96,NA,13011,FleaFlicker,13133,0,@MIASun 1:00 PM,RB54,0.2,39.8,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keaton Mitchell,RB,BAL,NA,5.2,28.8,NA,0.1,0.9,0.9,7,NA,NA,0,0,4.67,NA,18174,FleaFlicker,16178,7,NESun 8:20 PM,RB57,0.2,35.7,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emanuel Wilson,RB,GB,NA,5.8,26,NA,0.2,0.9,0.9,6.6,NA,NA,0,0,4.54,NA,18234,FleaFlicker,16432,5,@CHISat 8:20 PM,RB46,0.2,32.6,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,5.5,20.9,NA,0.1,1.6,1.6,10.8,NA,NA,0.1,0,4.51,NA,16882,FleaFlicker,15721,9,@CARSun 1:00 PM,RB48,0.2,31.7,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTDylan Sampson,RB,CLE,NA,3,15.4,NA,0.1,2.1,2.1,18,NA,NA,0.1,0.1,4.24,NA,19359,FleaFlicker,17047,9,BUFSun 1:00 PM,RB55,0.2,33.5,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTNick Chubb,RB,HOU,NA,6.1,23.9,NA,0.2,0.7,0.7,4.6,NA,NA,0,0,4.06,NA,13802,FleaFlicker,13610,6,LVSun 4:25 PM,RB53,0.2,28.4,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,BUF,NA,2.4,11.6,NA,0.1,1.6,1.6,16.7,NA,NA,0.1,0,3.93,NA,14842,FleaFlicker,14095,7,@CLESun 1:00 PM,RB68,0.2,28.3,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
