player,pos,team,games,fg,fg_att,fg_0019,fg_att_0019,fg_2029,fg_att_2029,fg_3039,fg_att_3039,fg_4049,fg_att_4049,fg_50,fg_att_50,xp,xp_att,site_pts,site_fppg,src_id,data_src,id,fg_50_att,fg_4049_att,fg_0039,fg_att_39,bye,opp,curr_site_pts,draft_rank,fg_pct,xp_pct,pct_owned,pos_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Matt Gay,K,WAS,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,10.46,NA,14848,FleaFlicker,14244,NA,NA,NA,NA,2,@LACSun 4:25 PM,NA,K8,2/2,2/2,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,10.21,NA,11124,FleaFlicker,12437,NA,NA,NA,NA,8,TBSun 4:05 PM,NA,K21,2/2,2/2,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,BUF,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,3.2,10.2,NA,4221,FleaFlicker,8930,NA,NA,NA,NA,7,NESun 8:20 PM,NA,NA,2/1,3/3,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,TB,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,10.19,NA,15412,FleaFlicker,14717,NA,NA,NA,NA,9,@SEASun 4:05 PM,NA,K5,2/1,2/2,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Little,K,JAC,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,10.05,NA,18510,FleaFlicker,16680,NA,NA,NA,NA,8,KCMon 8:15 PM,NA,K13,2/1,2/2,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chad Ryland,K,ARI,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,9.63,NA,17688,FleaFlicker,16292,NA,NA,NA,NA,8,TENSun 4:05 PM,NA,K19,2/2,2/2,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,TEN,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,9.51,NA,15366,FleaFlicker,14600,NA,NA,NA,NA,0,@ARISun 4:05 PM,NA,NA,2/1,1/1,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Karty,K,LAR,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,9.51,NA,18562,FleaFlicker,16775,NA,NA,NA,NA,8,SFL 23-26,9.51,K20,2/2,2/2,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Bates,K,DET,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.5,9.49,NA,18337,FleaFlicker,16846,NA,NA,NA,NA,8,@CINSun 4:25 PM,NA,K3,2/2,3/3,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,MIA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,9.39,NA,16587,FleaFlicker,15369,NA,NA,NA,NA,2,@CARSun 1:00 PM,NA,NA,2/2,2/2,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,9.37,NA,13035,FleaFlicker,13303,NA,NA,NA,NA,9,DENSun 1:00 PM,NA,K12,2/2,2/2,61%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Butker,K,KC,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,9.37,NA,13124,FleaFlicker,13354,NA,NA,NA,NA,0,@JACMon 8:15 PM,NA,K9,2/2,2/2,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,DEN,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,9.18,NA,12611,FleaFlicker,12956,NA,NA,NA,NA,2,@PHISun 1:00 PM,NA,K6,2/1,2/2,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Grupe,K,NO,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,9.05,NA,17834,FleaFlicker,16444,NA,NA,NA,NA,1,NYGSun 1:00 PM,NA,NA,2/2,2/2,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jude McAtamney,K,NYG,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,8.96,NA,19165,FleaFlicker,16848,NA,NA,NA,NA,4,@NOSun 1:00 PM,NA,NA,2/1,1/1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,8.95,NA,13947,FleaFlicker,13718,NA,NA,NA,NA,8,@INDSun 1:00 PM,NA,K24,2/1,1/1,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameron Dicker,K,LAC,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.7,8.74,NA,17315,FleaFlicker,15979,NA,NA,NA,NA,2,WASSun 4:25 PM,NA,K2,2/2,2/2,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,SF,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.6,8.65,NA,13986,FleaFlicker,13719,NA,NA,NA,NA,4,@LARW 26-23,8.65,NA,2/1,1/1,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aubrey,K,DAL,NA,2,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,8.45,NA,18330,FleaFlicker,16414,NA,NA,NA,NA,0,@NYJSun 1:00 PM,NA,K1,2/2,2/2,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,8.17,NA,12347,FleaFlicker,12860,NA,NA,NA,NA,6,@BALSun 1:00 PM,NA,K4,2/2,2/2,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Reichard,K,MIN,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,8.04,NA,18573,FleaFlicker,16681,NA,NA,NA,NA,6,@CLESun 9:30 AM,NA,K18,2/2,2/2,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Loop,K,BAL,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,5.28,NA,19411,FleaFlicker,17222,NA,NA,NA,NA,7,HOUSun 1:00 PM,NA,K11,1/1,2/2,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5.02,NA,16457,FleaFlicker,15368,NA,NA,NA,NA,0,DETSun 4:25 PM,NA,K17,1/1,2/2,49%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andy Borregales,K,NE,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,4.87,NA,19378,FleaFlicker,17220,NA,NA,NA,NA,4,@BUFSun 8:20 PM,NA,NA,1/1,1/1,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andre Szmyt,K,CLE,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.4,4.36,NA,18046,FleaFlicker,16419,NA,NA,NA,NA,9,MINSun 9:30 AM,NA,NA,1/1,1/1,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRGraham Gano,K,NYG,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,6304,FleaFlicker,9694,NA,NA,NA,NA,4,@NOSun 1:00 PM,NA,NA,0/0,0/0,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,NYG,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,13324,FleaFlicker,13403,NA,NA,NA,NA,4,@NOSun 1:00 PM,NA,K15,0/0,0/0,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRDJason Sanders,K,MIA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,13977,FleaFlicker,13832,NA,NA,NA,NA,2,@CARSun 1:00 PM,NA,K16,0/0,0/0,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTyler Bass,K,BUF,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,15626,FleaFlicker,14983,NA,NA,NA,NA,7,NESun 8:20 PM,NA,K7,0/0,0/0,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aubrey,K,DAL,NA,NA,NA,NA,NA,0.45,NA,0.52,NA,0.58,NA,0.58,NA,2.47,NA,10.02,NA,2571750,NFL,16414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Bates,K,DET,NA,NA,NA,NA,NA,0.35,NA,0.56,NA,0.56,NA,0.42,NA,3.31,NA,9.82,NA,2571759,NFL,16846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameron Dicker,K,LAC,NA,NA,NA,0.07,NA,0.39,NA,0.59,NA,0.59,NA,0.39,NA,2.56,NA,9.43,NA,2568435,NFL,15979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Butker,K,KC,NA,NA,NA,0.06,NA,0.39,NA,0.52,NA,0.45,NA,0.39,NA,2.79,NA,9,NA,2558245,NFL,13354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Karty,K,LAR,NA,NA,NA,NA,NA,0.47,NA,0.54,NA,0.54,NA,0.33,NA,2.27,NA,8.57,NA,2572201,NFL,16775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,NA,NA,NA,NA,0.44,NA,0.44,NA,0.5,NA,0.44,NA,2.14,NA,8.48,NA,2560993,NFL,13718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,BUF,NA,NA,NA,NA,NA,0.27,NA,0.82,NA,0.55,NA,0.27,NA,2.19,NA,8.46,NA,2506677,NFL,8930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,WAS,NA,NA,NA,NA,NA,0.44,NA,0.5,NA,0.44,NA,0.31,NA,2.74,NA,8.43,NA,2562271,NFL,14244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,NA,NA,NA,NA,0.44,NA,0.51,NA,0.51,NA,0.25,NA,2.79,NA,8.42,NA,2558172,NFL,13303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,NA,NA,NA,NA,0.42,NA,0.54,NA,0.48,NA,0.36,NA,2.22,NA,8.34,NA,2556521,NFL,12860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,TB,NA,NA,NA,NA,NA,0.36,NA,0.48,NA,0.48,NA,0.36,NA,2.52,NA,8.28,NA,2563203,NFL,14717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Little,K,JAX,NA,NA,NA,NA,NA,0.45,NA,0.51,NA,0.45,NA,0.32,NA,2.37,NA,8.2,NA,2572147,NFL,16680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chad Ryland,K,ARI,NA,NA,NA,NA,NA,0.39,NA,0.52,NA,0.52,NA,0.32,NA,2.19,NA,8.08,NA,2570125,NFL,16292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spencer Shrader,K,IND,NA,NA,NA,NA,NA,0.34,NA,0.61,NA,0.61,NA,0.2,NA,2.23,NA,7.91,NA,2573175,NFL,16896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,DEN,NA,NA,NA,NA,NA,0.42,NA,0.48,NA,0.42,NA,0.36,NA,2.14,NA,7.9,NA,2556601,NFL,12956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Reichard,K,MIN,NA,NA,NA,NA,NA,0.36,NA,0.47,NA,0.47,NA,0.36,NA,2.19,NA,7.89,NA,2572273,NFL,16681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,NA,NA,NA,NA,0.35,NA,0.47,NA,0.47,NA,0.29,NA,2.53,NA,7.85,NA,2565953,NFL,15368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,NA,NA,NA,NA,0.45,NA,0.51,NA,0.51,NA,0.26,NA,2.11,NA,7.82,NA,2553112,NFL,12437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,MIA,NA,NA,NA,NA,NA,0.4,NA,0.6,NA,0.4,NA,0.2,NA,2.6,NA,7.8,NA,2567013,NFL,15369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Loop,K,BAL,NA,NA,NA,NA,NA,0.29,NA,0.47,NA,0.53,NA,0.24,NA,2.65,NA,7.72,NA,2573940,NFL,17222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Grupe,K,NO,NA,NA,NA,NA,NA,0.37,NA,0.49,NA,0.43,NA,0.31,NA,1.91,NA,7.33,NA,2571234,NFL,16444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Fitzgerald,K,CAR,NA,NA,NA,NA,NA,0.37,NA,0.55,NA,0.49,NA,0.18,NA,1.96,NA,7.09,NA,2573979,NFL,17277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,SF,NA,NA,NA,NA,NA,0.22,NA,0.67,NA,0.44,NA,0.22,NA,2,NA,7.09,NA,2560842,NFL,13719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NYJ,NA,NA,NA,NA,NA,0.35,NA,0.53,NA,0.47,NA,0.18,NA,1.95,NA,6.9,NA,2507225,NFL,8851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,TEN,NA,NA,NA,NA,NA,0.34,NA,0.39,NA,0.39,NA,0.28,NA,1.63,NA,6.39,NA,2563132,NFL,14600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andy Borregales,K,NE,NA,NA,NA,NA,NA,0.32,NA,0.42,NA,0.42,NA,0.16,NA,1.85,NA,6.13,NA,2574365,NFL,17220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Bates,K,DET,NA,2.1,3.57,0.02,NA,0.85,NA,0.59,NA,0.57,NA,0.09,NA,3.51,2.32,10.62,NA,55997,FanDuel,16846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25,11,Detroit Lions,7,Cincinnati Bengals,CIN,11,Detroit Lions,DET,WEEKLY
Spencer Shrader,K,IND,NA,2.16,2.82,0.02,NA,0.55,NA,0.81,NA,0.59,NA,0.16,NA,2.76,2.32,10.06,NA,56002,FanDuel,16896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,16,14,Indianapolis Colts,14,Indianapolis Colts,IND,35,Las Vegas Raiders,LV,WEEKLY
Cameron Dicker,K,LAC,NA,1.89,3.05,0.02,NA,0.62,NA,0.61,NA,0.52,NA,0.14,NA,3.03,2.17,9.56,NA,55437,FanDuel,15979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,34,Los Angeles Chargers,34,Los Angeles Chargers,LAC,32,Washington Commanders,WSH,WEEKLY
Nick Folk,K,NYJ,NA,1.77,3.3,0.02,NA,0.31,NA,0.65,NA,0.59,NA,0.18,NA,3.28,1.94,9.48,NA,2816,FanDuel,8851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,32,22,New York Jets,22,New York Jets,NYJ,9,Dallas Cowboys,DAL,WEEKLY
Brandon Aubrey,K,DAL,NA,2.09,2.21,0,NA,0.63,NA,0.76,NA,0.45,NA,0.23,NA,2.21,2.33,9.33,NA,55648,FanDuel,16414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,27,9,Dallas Cowboys,22,New York Jets,NYJ,9,Dallas Cowboys,DAL,WEEKLY
Chad Ryland,K,ARI,NA,1.76,3.08,0.04,NA,0.5,NA,0.54,NA,0.44,NA,0.24,NA,2.97,2.24,9.17,NA,55627,FanDuel,16292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,29,1,Arizona Cardinals,1,Arizona Cardinals,ARI,31,Tennessee Titans,TEN,WEEKLY
Joshua Karty,K,LA,NA,1.9,3.05,0.07,NA,0.57,NA,0.79,NA,0.36,NA,0.12,NA,2.81,2.38,9.14,NA,55999,FanDuel,16775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,13,33,Los Angeles Rams,33,Los Angeles Rams,LA,27,San Francisco 49ers,SF,WEEKLY
Blake Grupe,K,NO,NA,1.95,2.29,0,NA,0.69,NA,0.59,NA,0.49,NA,0.19,NA,2.28,2.33,9.03,NA,55655,FanDuel,16444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,28,20,New Orleans Saints,20,New Orleans Saints,NO,21,New York Giants,NYG,WEEKLY
Matt Prater,K,BUF,NA,1.49,3.74,0.02,NA,0.42,NA,0.55,NA,0.4,NA,0.11,NA,3.67,1.61,8.79,NA,2866,FanDuel,8930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,18,4,Buffalo Bills,4,Buffalo Bills,BUF,19,New England Patriots,NE,WEEKLY
Ka'imi Fairbairn,K,HOU,NA,1.79,2.51,0.05,NA,0.54,NA,0.43,NA,0.66,NA,0.12,NA,2.48,2.23,8.78,NA,53463,FanDuel,12860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,30,13,Houston Texans,3,Baltimore Ravens,BAL,13,Houston Texans,HOU,WEEKLY
Jason Myers,K,SEA,NA,1.82,2.27,0,NA,0.48,NA,0.69,NA,0.52,NA,0.16,NA,2.27,2.19,8.66,NA,52814,FanDuel,12437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,9,28,Seattle Seahawks,28,Seattle Seahawks,SEA,30,Tampa Bay Buccaneers,TB,WEEKLY
Harrison Butker,K,KC,NA,1.76,2.47,0.06,NA,0.46,NA,0.53,NA,0.61,NA,0.12,NA,2.43,2.17,8.62,NA,53628,FanDuel,13354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2,16,Kansas City Chiefs,15,Jacksonville Jaguars,JAC,16,Kansas City Chiefs,KC,WEEKLY
Wil Lutz,K,DEN,NA,1.65,2.91,0.08,NA,0.47,NA,0.5,NA,0.44,NA,0.13,NA,2.74,2.04,8.3,NA,53178,FanDuel,12956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12,10,Denver Broncos,24,Philadelphia Eagles,PHI,10,Denver Broncos,DEN,WEEKLY
Will Reichard,K,MIN,NA,1.81,1.8,0.02,NA,0.44,NA,0.57,NA,0.54,NA,0.23,NA,1.74,2.37,8.14,NA,55919,FanDuel,16681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,7,18,Minnesota Vikings,8,Cleveland Browns,CLE,18,Minnesota Vikings,MIN,WEEKLY
Jake Elliott,K,PHI,NA,1.87,1.91,0.02,NA,0.63,NA,0.55,NA,0.47,NA,0.14,NA,1.89,2.27,8.07,NA,53569,FanDuel,13303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,24,Philadelphia Eagles,24,Philadelphia Eagles,PHI,10,Denver Broncos,DEN,WEEKLY
Eddy Pineiro,K,SF,NA,1.77,1.59,0.02,NA,0.51,NA,0.72,NA,0.37,NA,0.23,NA,1.57,1.98,7.95,NA,54195,FanDuel,13719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,5,27,San Francisco 49ers,33,Los Angeles Rams,LA,27,San Francisco 49ers,SF,WEEKLY
Daniel Carlson,K,LV,NA,1.79,1.87,0.02,NA,0.5,NA,0.64,NA,0.53,NA,0.1,NA,1.85,2.05,7.95,NA,53818,FanDuel,13718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,21,35,Las Vegas Raiders,14,Indianapolis Colts,IND,35,Las Vegas Raiders,LV,WEEKLY
Matt Gay,K,WSH,NA,1.53,2.64,0,NA,0.45,NA,0.52,NA,0.43,NA,0.14,NA,2.53,1.92,7.86,NA,54199,FanDuel,14244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,3,32,Washington Commanders,34,Los Angeles Chargers,LAC,32,Washington Commanders,WSH,WEEKLY
Riley Patterson,K,MIA,NA,1.59,2.25,0.04,NA,0.45,NA,0.59,NA,0.49,NA,0.07,NA,2.17,1.89,7.72,NA,55158,FanDuel,15369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,19,17,Miami Dolphins,5,Carolina Panthers,CAR,17,Miami Dolphins,MIA,WEEKLY
Jude McAtamney,K,NYG,NA,1.62,2.03,0.02,NA,0.52,NA,0.38,NA,0.65,NA,0.04,NA,1.94,2.11,7.5,NA,56171,FanDuel,16848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,26,21,New York Giants,20,New Orleans Saints,NO,21,New York Giants,NYG,WEEKLY
Chase McLaughlin,K,TB,NA,1.47,2.26,0.04,NA,0.44,NA,0.54,NA,0.34,NA,0.16,NA,2.23,1.8,7.45,NA,54352,FanDuel,14717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,6,30,Tampa Bay Buccaneers,28,Seattle Seahawks,SEA,30,Tampa Bay Buccaneers,TB,WEEKLY
Joey Slye,K,TEN,NA,1.63,1.52,0,NA,0.33,NA,0.43,NA,0.72,NA,0.15,NA,1.5,2.08,7.41,NA,54202,FanDuel,14600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,22,31,Tennessee Titans,1,Arizona Cardinals,ARI,31,Tennessee Titans,TEN,WEEKLY
Ryan Fitzgerald,K,CAR,NA,1.58,2.01,0.02,NA,0.49,NA,0.52,NA,0.39,NA,0.15,NA,1.99,1.96,7.39,NA,56309,FanDuel,17277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,31,5,Carolina Panthers,5,Carolina Panthers,CAR,17,Miami Dolphins,MIA,WEEKLY
Tyler Loop,K,BAL,NA,1.46,2.39,0.02,NA,0.42,NA,0.52,NA,0.37,NA,0.13,NA,2.36,1.65,7.37,NA,56289,FanDuel,17222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,8,3,Baltimore Ravens,3,Baltimore Ravens,BAL,13,Houston Texans,HOU,WEEKLY
Cam Little,K,JAC,NA,1.58,1.82,0.02,NA,0.51,NA,0.48,NA,0.45,NA,0.12,NA,1.78,1.87,7.21,NA,55987,FanDuel,16680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,17,15,Jacksonville Jaguars,15,Jacksonville Jaguars,JAC,16,Kansas City Chiefs,KC,WEEKLY
Andy Borregales,K,NE,NA,1.53,1.89,0,NA,0.55,NA,0.57,NA,0.34,NA,0.09,NA,1.83,1.78,7,NA,56311,FanDuel,17220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,15,19,New England Patriots,4,Buffalo Bills,BUF,19,New England Patriots,NE,WEEKLY
Evan McPherson,K,CIN,NA,1.43,1.68,0,NA,0.33,NA,0.59,NA,0.39,NA,0.15,NA,1.64,1.99,6.71,NA,54904,FanDuel,15368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,10,7,Cincinnati Bengals,7,Cincinnati Bengals,CIN,11,Detroit Lions,DET,WEEKLY
Andre Szmyt,K,CLE,NA,1.49,1.5,0,NA,0.49,NA,0.41,NA,0.39,NA,0.18,NA,1.47,1.79,6.63,NA,56310,FanDuel,16419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,8,Cleveland Browns,8,Cleveland Browns,CLE,18,Minnesota Vikings,MIN,WEEKLY
Greg Joseph,K,SF,NA,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA,53938,FanDuel,13898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,5,27,San Francisco 49ers,33,Los Angeles Rams,LA,27,San Francisco 49ers,SF,WEEKLY
