player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Devin Culp,TE,TB,NA,NA,0.9,9.5,NA,NA,0.1,0,1.4,NA,26440,FantasyPros,16796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John FitzPatrick,TE,GB,NA,NA,1,9.3,NA,NA,0.1,0,1.4,NA,24181,FantasyPros,15925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Evans,TE,CAR,NA,NA,0.9,8.7,NA,NA,0.1,0,1.4,NA,27138,FantasyPros,17109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colson Yankoff,TE,WAS,NA,NA,0.9,8.9,NA,NA,0.1,0,1.3,NA,26576,FantasyPros,16898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,NA,1.2,9.7,NA,NA,0.1,0,1.3,NA,23742,FantasyPros,15796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Briningstool,TE,KC,NA,NA,0.7,6.7,NA,NA,0.1,0,1.3,NA,22924,FantasyPros,17268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,CIN,NA,NA,0.8,7.6,NA,NA,0.1,0,1.2,NA,17826,FantasyPros,14370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shane Zylstra,TE,DET,NA,NA,0.8,7.9,NA,NA,0.1,0,1.2,NA,23461,FantasyPros,15604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,NA,NA,0.8,7.3,NA,NA,0.1,0,1.2,NA,25267,FantasyPros,16221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Long,TE,JAC,NA,NA,0.7,6.3,NA,NA,0.1,0,1.1,NA,22783,FantasyPros,15334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jackson Hawes,TE,BUF,NA,NA,0.7,7.2,NA,NA,0.1,0,1.1,NA,27469,FantasyPros,17213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Farrell,TE,SF,NA,NA,0.7,6.7,NA,NA,0.1,0,1,NA,19501,FantasyPros,15335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julian Hill,TE,MIA,NA,NA,0.7,6.4,NA,NA,0.1,0,1,NA,25824,FantasyPros,16425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,LAC,NA,NA,0.8,7,NA,NA,0,0,1,NA,18049,FantasyPros,13763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Sample,TE,CIN,NA,NA,0.7,5.5,NA,NA,0.1,0,0.9,NA,18561,FantasyPros,14146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevyn Spann-Ford,TE,DAL,NA,NA,0.5,4.6,NA,NA,0.1,0,0.8,NA,26003,FantasyPros,16647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nate Adkins,TE,DEN,NA,NA,0.6,4.4,NA,NA,0.1,0,0.8,NA,25881,FantasyPros,16474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Stoll,TE,NO,NA,NA,0.5,4.6,NA,NA,0.1,0,0.8,NA,23193,FantasyPros,15541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Woerner,TE,ATL,NA,NA,0.6,5.6,NA,NA,0,0,0.7,NA,19665,FantasyPros,14984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Vannett,TE,LAR,NA,NA,0.4,3.7,NA,NA,0.1,0,0.7,NA,15645,FantasyPros,12680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grant Calcaterra,TE,PHI,NA,NA,0.5,4.8,NA,NA,0,0,0.6,NA,24180,FantasyPros,15804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connor Heyward,TE,PIT,NA,NA,0.4,3.1,NA,NA,0.1,0,0.6,NA,24562,FantasyPros,15800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quintin Morris,TE,JAC,NA,NA,0.4,3.6,NA,NA,0,0,0.6,NA,22820,FantasyPros,15341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Sims,TE,MIN,NA,NA,0.5,4.3,NA,NA,0,0,0.6,NA,25349,FantasyPros,16483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jelani Woods,TE,NYJ,NA,NA,0.4,4.5,NA,NA,0,0,0.5,NA,23829,FantasyPros,15840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,NA,0.4,4.2,NA,NA,0,0,0.5,NA,16579,FantasyPros,13246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Tonges,TE,SF,NA,NA,0.3,2.8,NA,NA,0,0,0.5,NA,24778,FantasyPros,16036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,CHI,NA,NA,0.4,4.1,NA,NA,0,0,0.5,NA,17508,FantasyPros,13676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Manhertz,TE,NYG,NA,NA,0.2,2.4,NA,NA,0,0,0.5,NA,14014,FantasyPros,12955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,LAC,NA,NA,0.4,4.5,NA,NA,0,0,0.5,NA,17598,FantasyPros,13675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ian Thomas,TE,LV,NA,NA,0.4,3.5,NA,NA,0,0,0.4,NA,17387,FantasyPros,13678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Whiteheart,TE,CLE,NA,NA,0.3,3.1,NA,NA,0,0,0.4,NA,25657,FantasyPros,16940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teagan Quitoriano,TE,ATL,NA,NA,0.3,3.1,NA,NA,0,0,0.4,NA,24182,FantasyPros,15905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnny Mundt,TE,JAC,NA,NA,0.3,2.8,NA,NA,0,0,0.3,NA,16743,FantasyPros,13940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josiah Deguara,TE,ARI,NA,NA,0.3,2.2,NA,NA,0,0,0.3,NA,19456,FantasyPros,14876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Wiley,TE,KC,NA,NA,0.3,2.7,NA,NA,0,0,0.3,NA,26343,FantasyPros,16648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Mallory,TE,IND,NA,NA,0.3,2.7,NA,NA,0,0,0.3,NA,23821,FantasyPros,16220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brenden Bates,TE,CLE,NA,NA,0.3,2.7,NA,NA,0,0,0.3,NA,26437,FantasyPros,16962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carter Runyon,TE,LV,NA,NA,0.3,2.5,NA,NA,0,0,0.3,NA,27470,FantasyPros,17385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Ogletree,TE,IND,NA,NA,0.2,2.2,NA,NA,0,0,0.2,NA,24561,FantasyPros,15916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Grandy,TE,CIN,NA,NA,0.2,2.1,NA,NA,0,0,0.2,NA,26429,FantasyPros,16979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Westover,TE,NE,NA,NA,0.3,2,NA,NA,0,0,0.2,NA,26436,FantasyPros,16839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stone Smartt,TE,NYJ,NA,NA,0.1,1.5,NA,NA,0,0,0.2,NA,24621,FantasyPros,16113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,PHI,NA,NA,0.1,1.1,NA,NA,0,0,0.1,NA,22841,FantasyPros,15419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Ouzts,TE,SEA,NA,NA,0.1,0.6,NA,NA,0,0,0.1,NA,27473,FantasyPros,17215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,4.8,4.8,63.1,NA,NA,1,0,12.27,NA,13023,FleaFlicker,13299,0,0,0,4,TENSun 4:25 PM,TE2,1,63.1,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,6.7,6.7,67.1,NA,NA,0.4,0,9.13,NA,16895,FleaFlicker,15794,0,0,0,8,@HOUSun 1:00 PM,TE1,0.4,67.1,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,5.2,5.2,59,NA,NA,0.4,0,8.08,NA,18364,FleaFlicker,16641,0,0,0,8,@PHISun 1:00 PM,TE3,0.4,59,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,4.8,4.8,54.7,NA,NA,0.2,0,6.83,NA,16256,FleaFlicker,15329,0,0,0,5,@TBThu 8:15 PM,TE7,0.2,54.7,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,3.5,3.5,39.2,NA,NA,0.5,0,6.64,NA,13829,FleaFlicker,13671,0,0,0,7,@CINSun 1:00 PM,TE11,0.5,39.2,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,4.5,4.5,48.3,NA,NA,0.3,0,6.59,NA,9360,FleaFlicker,11244,0,0,0,0,LACSun 1:00 PM,TE5,0.3,48.3,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harold Fannin,TE,CLE,NA,4.8,4.8,51,NA,NA,0.3,0.1,6.56,NA,19305,FleaFlicker,17103,0,0,0,9,@CHISun 1:00 PM,TE8,0.3,51,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,3.5,3.5,43.7,NA,NA,0.3,0,6.43,NA,12088,FleaFlicker,12676,0,0,0,4,BUFSun 1:00 PM,TE14,0.3,43.7,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,4.4,4.4,46.7,NA,NA,0.3,0.1,6.25,NA,16036,FleaFlicker,14861,0,0,0,1,CARSun 4:25 PM,TE21,0.3,46.7,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Theo Johnson,TE,NYG,NA,3.5,3.5,40.3,NA,NA,0.4,0,6.17,NA,18475,FleaFlicker,16649,0,0,0,4,WASSun 1:00 PM,TE16,0.4,40.3,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,4.1,4.1,41.2,NA,NA,0.3,0,6.12,NA,13813,FleaFlicker,13674,0,0,0,9,LVSun 1:00 PM,TE9,0.3,41.2,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,3.9,3.9,43.5,NA,NA,0.3,0,6.11,NA,17585,FleaFlicker,16213,0,0,0,7,@NESun 1:00 PM,TE12,0.3,43.5,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,4.7,4.7,38.8,NA,NA,0.4,0.1,6.1,NA,16933,FleaFlicker,15799,0,0,0,0,MINSun 8:20 PM,TE6,0.4,38.8,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brenton Strange,TE,JAC,NA,4,4,41.9,NA,NA,0.3,0,5.91,NA,17626,FleaFlicker,16269,0,0,0,8,NYJSun 1:00 PM,TE13,0.3,41.9,57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Warren,TE,IND,NA,4.3,4.3,44.7,NA,NA,0.2,0,5.91,NA,19242,FleaFlicker,17102,0,0,0,1,@SEASun 4:25 PM,TE4,0.2,44.7,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,4.2,4.2,40.9,NA,NA,0.3,0,5.61,NA,13853,FleaFlicker,13772,0,0,0,6,ARISun 1:00 PM,TE17,0.3,40.9,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,2.8,2.8,36.1,NA,NA,0.3,0.1,5.31,NA,16927,FleaFlicker,15798,0,0,0,7,@CINSun 1:00 PM,TE19,0.3,36.1,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oronde Gadsden,TE,LAC,NA,3.6,3.6,41.2,NA,NA,0.2,0.1,5.28,NA,19404,FleaFlicker,17099,0,0,0,2,@KCSun 1:00 PM,TE10,0.2,41.2,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colston Loveland,TE,CHI,NA,3,3,34.7,NA,NA,0.3,0,5.07,NA,19267,FleaFlicker,17104,0,0,0,5,CLESun 1:00 PM,TE15,0.3,34.7,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darren Waller,TE,MIA,NA,3,3,33.8,NA,NA,0.3,0,5,NA,11261,FleaFlicker,12263,0,0,0,2,@PITMon 8:15 PM,TE24,0.3,33.8,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Barner,TE,SEA,NA,3.3,3.3,31.7,NA,NA,0.3,0,4.99,NA,18484,FleaFlicker,16723,0,0,0,8,INDSun 4:25 PM,TE20,0.3,31.7,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,CIN,NA,3.1,3.1,32.3,NA,NA,0.2,0,4.71,NA,13845,FleaFlicker,13672,0,0,0,0,BALSun 1:00 PM,TE28,0.2,32.3,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,3.6,3.6,34.6,NA,NA,0.2,0,4.7,NA,14677,FleaFlicker,14138,0,0,0,6,@DALSun 8:20 PM,TE22,0.2,34.6,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,LAR,NA,2.9,2.9,29.2,NA,NA,0.3,0,4.58,NA,15679,FleaFlicker,14871,0,0,0,8,DETSun 4:25 PM,TE41,0.3,29.2,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Taylor,TE,NYJ,NA,3.5,3.5,32.7,NA,NA,0.2,0,4.19,NA,19270,FleaFlicker,17106,0,0,0,9,@JACSun 1:00 PM,TE23,0.2,32.7,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,DEN,NA,3.6,3.6,29.1,NA,NA,0.2,0,3.95,NA,12906,FleaFlicker,13189,0,0,0,2,GBSun 4:25 PM,TE26,0.2,29.1,61%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,2.5,2.5,24.7,NA,NA,0.2,0,3.65,NA,16293,FleaFlicker,15331,0,0,0,5,MIAMon 8:15 PM,TE30,0.2,24.7,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gunnar Helm,TE,TEN,NA,3,3,25.4,NA,NA,0.1,0,3.37,NA,19348,FleaFlicker,17105,0,0,0,0,@SFSun 4:25 PM,TE31,0.1,25.4,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chig Okonkwo,TE,TEN,NA,2.9,2.9,27.6,NA,NA,0.1,0,3.34,NA,16912,FleaFlicker,15889,0,0,0,0,@SFSun 4:25 PM,TE33,0.1,27.6,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Washington,TE,PIT,NA,2.1,2.1,21.9,NA,NA,0.1,0,2.95,NA,17639,FleaFlicker,16216,0,0,0,5,MIAMon 8:15 PM,TE35,0.1,21.9,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,PIT,NA,2.2,2.2,19,NA,NA,0.2,0,2.84,NA,12974,FleaFlicker,13193,0,0,0,5,MIAMon 8:15 PM,TE27,0.2,19,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Firkser,TE,DET,NA,2,2,19.9,NA,NA,0.1,0,2.77,NA,13415,FleaFlicker,13919,0,0,0,8,@LARSun 4:25 PM,NA,0.1,19.9,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,2.3,2.3,21.1,NA,NA,0.1,0,2.72,NA,17634,FleaFlicker,16212,0,0,0,8,@PHISun 1:00 PM,TE43,0.1,21.1,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,1.6,1.6,19.7,NA,NA,0.1,0,2.69,NA,16932,FleaFlicker,15873,0,0,0,4,WASSun 1:00 PM,NA,0.1,19.7,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,1.8,1.8,18.8,NA,NA,0.1,0,2.6,NA,14734,FleaFlicker,14143,0,0,0,7,@NESun 1:00 PM,TE39,0.1,18.8,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Tavion Sanders,TE,CAR,NA,2.1,2.1,18.6,NA,NA,0.1,0,2.58,NA,18477,FleaFlicker,16643,0,0,0,4,@NOSun 4:25 PM,TE38,0.1,18.6,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,1.8,1.8,17.8,NA,NA,0.1,0,2.56,NA,12904,FleaFlicker,13192,0,0,0,9,@CHISun 1:00 PM,TE25,0.1,17.8,67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,CIN,NA,1.9,1.9,17.6,NA,NA,0.1,0,2.52,NA,14665,FleaFlicker,14137,0,0,0,0,BALSun 1:00 PM,TE32,0.1,17.6,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DCade Otton,TE,TB,NA,1.8,1.8,17.8,NA,NA,0.1,0,2.5,NA,16937,FleaFlicker,15802,0,0,0,9,ATLThu 8:15 PM,TE18,0.1,17.8,49%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,1.6,1.6,15.8,NA,NA,0.1,0,2.34,NA,15573,FleaFlicker,14867,0,0,0,5,CLESun 1:00 PM,TE37,0.1,15.8,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Musgrave,TE,GB,NA,1.8,1.8,17.2,NA,NA,0.1,0,2.3,NA,17676,FleaFlicker,16215,0,0,0,5,@DENSun 4:25 PM,TE34,0.1,17.2,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Bates,TE,WAS,NA,1.6,1.6,16.2,NA,NA,0.1,0,2.27,NA,16360,FleaFlicker,15344,0,0,0,2,@NYGSun 1:00 PM,NA,0.1,16.2,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Allen,TE,LAR,NA,1.4,1.4,13.6,NA,NA,0.1,0,2.26,NA,17778,FleaFlicker,16219,0,0,0,8,DETSun 4:25 PM,NA,0.1,13.6,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrance Ferguson,TE,LAR,NA,1,1,14,NA,NA,0.1,0,2.06,NA,19329,FleaFlicker,17107,0,0,0,8,DETSun 4:25 PM,TE42,0.1,14,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,NE,NA,1.3,1.3,14.6,NA,NA,0.1,0,2,NA,12069,FleaFlicker,12677,0,0,0,4,BUFSun 1:00 PM,TE47,0.1,14.6,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Sinnott,TE,WAS,NA,1.2,1.2,12.5,NA,NA,0.1,0,1.97,NA,18427,FleaFlicker,16644,0,0,0,2,@NYGSun 1:00 PM,TE51,0.1,12.5,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Kallerup,TE,SEA,NA,1.2,1.2,13.9,NA,NA,0.1,0,1.91,NA,19916,FleaFlicker,17414,0,0,0,8,INDSun 4:25 PM,NA,0.1,13.9,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,1.1,1.1,11.2,NA,NA,0.1,0,1.9,NA,14749,FleaFlicker,14209,0,0,0,6,@DALSun 8:20 PM,TE48,0.1,11.2,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Kolar,TE,BAL,NA,0.9,0.9,11.6,NA,NA,0.1,0,1.88,NA,16923,FleaFlicker,15795,0,0,0,7,@CINSun 1:00 PM,NA,0.1,11.6,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dulcich,TE,MIA,NA,1.3,1.3,13.2,NA,NA,0.1,0,1.74,NA,16853,FleaFlicker,15797,0,0,0,2,@PITMon 8:15 PM,TE44,0.1,13.2,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
