player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,fumble_TD,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Chimere Dike,WR,TEN,NA,3.2,3.2,31.3,NA,NA,0.2,0.9,3.1,NA,0,0.1,5,NA,19346,FleaFlicker,17171,0,KCSun 1:00 PM,WR57,0.3,34.4,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Downs,WR,IND,NA,3.6,3.6,32.2,NA,NA,0.3,0.2,0.7,NA,0,0,4.93,NA,17622,FleaFlicker,16187,1,SFMon 8:15 PM,WR56,0.3,32.9,63%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parker Washington,WR,JAC,NA,2.8,2.8,33.5,NA,NA,0.2,0.4,1.4,NA,0,0,4.89,NA,17738,FleaFlicker,16192,8,@DENSun 4:05 PM,WR61,0.2,34.9,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,CLE,NA,2.8,2.8,39.9,NA,NA,0.1,0,0.1,NA,0,0,4.86,NA,15544,FleaFlicker,14833,9,BUFSun 1:00 PM,WR58,0.1,40,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olamide Zaccheaus,WR,CHI,NA,3.3,3.3,33.4,NA,NA,0.2,0.1,0.4,NA,0,0,4.84,NA,15107,FleaFlicker,14592,5,GBSat 8:20 PM,WR83,0.2,33.9,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Bryant,WR,DEN,NA,2.8,2.8,34.3,NA,NA,0.2,0,0,NA,0,0,4.79,NA,19288,FleaFlicker,17082,2,JACSun 4:05 PM,WR66,0.2,34.3,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Mooney,WR,ATL,NA,2.4,2.4,35.5,NA,NA,0.2,0,0.1,NA,0,0,4.74,NA,15658,FleaFlicker,14974,5,@ARISun 4:05 PM,WR55,0.2,35.6,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Nailor,WR,MIN,NA,2.1,2.1,29.9,NA,NA,0.3,0.1,0.5,NA,0,0,4.63,NA,17018,FleaFlicker,15786,6,@NYGSun 1:00 PM,WR87,0.3,30.3,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elic Ayomanor,WR,TEN,NA,2.6,2.6,32.3,NA,NA,0.2,0,0.1,NA,0,0,4.39,NA,19347,FleaFlicker,17073,0,KCSun 1:00 PM,WR67,0.2,32.3,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Bond,WR,CLE,NA,2.2,2.2,33.5,NA,NA,0.2,0.1,0.8,NA,0,0,4.37,NA,20023,FleaFlicker,17076,9,BUFSun 1:00 PM,WR86,0.2,34.2,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hollywood Brown,WR,KC,NA,2.5,2.5,30.9,NA,NA,0.2,0,0.1,NA,0,0,4.22,NA,14661,FleaFlicker,14105,0,@TENSun 1:00 PM,WR78,0.2,31,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashod Bateman,WR,BAL,NA,1.9,1.9,27.2,NA,NA,0.2,0,0.1,NA,0,0,4.21,NA,16248,FleaFlicker,15293,7,NESun 8:20 PM,WR85,0.2,27.3,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Washington,WR,MIA,NA,2.4,2.4,23.3,NA,NA,0.2,1,6.5,NA,0,0.1,4.18,NA,18498,FleaFlicker,16684,2,CINSun 1:00 PM,WR70,0.2,29.8,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Legette,WR,CAR,NA,2.4,2.4,25.9,NA,NA,0.2,0,0.2,NA,0,0,3.91,NA,18373,FleaFlicker,16639,4,TBSun 1:00 PM,WR73,0.2,26.1,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Flournoy,WR,DAL,NA,2.3,2.3,26.5,NA,NA,0.2,0.3,0.8,NA,0,0,3.89,NA,18536,FleaFlicker,16778,0,LACSun 1:00 PM,WR80,0.2,27.3,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Sills,WR,ATL,NA,2.1,2.1,25.1,NA,NA,0.2,0,0.1,NA,0,0,3.88,NA,14915,FleaFlicker,14110,5,@ARISun 4:05 PM,WR122,0.2,25.2,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,TEN,NA,2.4,2.4,30.1,NA,NA,0.1,0,0,NA,0,0,3.87,NA,15564,FleaFlicker,14858,0,KCSun 1:00 PM,WR126,0.1,30.1,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrei Iosivas,WR,CIN,NA,1.9,1.9,24,NA,NA,0.2,0.6,2.1,NA,0,0,3.85,NA,17754,FleaFlicker,16207,0,@MIASun 1:00 PM,WR76,0.2,26.1,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Tipton,WR,NO,NA,2.3,2.3,26.1,NA,NA,0.2,0.3,1.2,NA,0,0,3.78,NA,18664,FleaFlicker,16858,1,NYJSun 1:00 PM,NA,0.2,27.4,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Williams,WR,NYJ,NA,2.5,2.5,26.4,NA,NA,0.1,0.4,2.1,NA,0,0,3.71,NA,18910,FleaFlicker,16630,9,@NOSun 1:00 PM,NA,0.1,28.5,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keon Coleman,WR,BUF,NA,1.9,1.9,24.4,NA,NA,0.2,0,0.1,NA,0,0,3.63,NA,18392,FleaFlicker,16617,7,@CLESun 1:00 PM,WR71,0.2,24.5,63%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,HOU,NA,2.1,2.1,25.7,NA,NA,0.2,0.1,0.4,NA,0,0,3.55,NA,13806,FleaFlicker,13633,6,LVSun 4:25 PM,WR74,0.2,26.1,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaac TeSlaa,WR,DET,NA,1.8,1.8,23.5,NA,NA,0.2,0,0.1,NA,0,0,3.5,NA,19337,FleaFlicker,17157,8,PITSun 4:25 PM,WR88,0.2,23.6,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Hodgins,WR,NYG,NA,2,2,21.3,NA,NA,0.2,0,0,NA,0,0,3.37,NA,15625,FleaFlicker,14849,4,MINSun 1:00 PM,WR121,0.2,21.3,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen McMillan,WR,TB,NA,1.6,1.6,20.7,NA,NA,0.2,0.2,0.8,NA,0,0,3.37,NA,18435,FleaFlicker,16628,9,@CARSun 1:00 PM,WR103,0.2,21.6,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Austin,WR,PIT,NA,1.6,1.6,22.9,NA,NA,0.2,0,0.3,NA,0,0,3.28,NA,16921,FleaFlicker,15777,5,@DETSun 4:25 PM,WR79,0.2,23.1,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeMario Douglas,WR,NE,NA,1.9,1.9,23.4,NA,NA,0.1,0.4,1.6,NA,0,0,3.26,NA,17724,FleaFlicker,16342,4,@BALSun 8:20 PM,WR81,0.1,25,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Austin,WR,NO,NA,1.9,1.9,24.7,NA,NA,0.1,0,0,NA,0,0,3.21,NA,17200,FleaFlicker,15765,1,NYJSun 1:00 PM,NA,0.1,24.7,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,KC,NA,2,2,22.2,NA,NA,0.1,0.3,0.9,NA,0,0,3.19,NA,12950,FleaFlicker,13156,0,@TENSun 1:00 PM,WR114,0.1,23.1,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,LV,NA,2.2,2.2,24.5,NA,NA,0.1,0,0,NA,0,0,3.03,NA,11242,FleaFlicker,12187,8,@HOUSun 4:25 PM,WR90,0.1,24.5,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Golden,WR,GB,NA,1.7,1.7,21.8,NA,NA,0.1,0.3,1.9,NA,0,0,3.01,NA,19266,FleaFlicker,17075,5,@CHISat 8:20 PM,WR68,0.1,23.6,61%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedric Tillman,WR,CLE,NA,1.8,1.8,21.2,NA,NA,0.1,0,0,NA,0,0,3,NA,17643,FleaFlicker,16191,9,BUFSun 1:00 PM,WR95,0.1,21.3,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tutu Atwell,WR,LAR,NA,1.5,1.5,22,NA,NA,0.1,0.3,1.1,NA,0,0,2.97,NA,16326,FleaFlicker,15301,8,@SEAThu 8:15 PM,WR105,0.1,23.1,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Mims,WR,DEN,NA,1.5,1.5,17.9,NA,NA,0.1,0.9,3.6,NA,0,0.1,2.9,NA,17631,FleaFlicker,16189,2,JACSun 4:05 PM,WR72,0.1,21.5,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KaVontae Turpin,WR,DAL,NA,1.3,1.3,15.6,NA,NA,0.1,0.9,5.1,NA,0,0,2.87,NA,17558,FleaFlicker,15981,0,LACSun 1:00 PM,WR101,0.1,20.7,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre' Harris,WR,LAC,NA,1.7,1.7,19.7,NA,NA,0.1,0,0.1,NA,0,0,2.8,NA,19298,FleaFlicker,17072,2,@DALSun 1:00 PM,WR75,0.1,19.8,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Palmer,WR,BUF,NA,1.5,1.5,21.9,NA,NA,0.1,0,0,NA,0,0,2.79,NA,16292,FleaFlicker,15319,7,@CLESun 1:00 PM,WR94,0.1,21.9,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Treylon Burks,WR,WAS,NA,1.4,1.4,19.8,NA,NA,0.1,0.1,0.2,NA,0,0,2.79,NA,16803,FleaFlicker,15752,2,PHISat 5:00 PM,NA,0.1,20,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dontayvion Wicks,WR,GB,NA,1.5,1.5,19,NA,NA,0.1,0.1,0.3,NA,0,0,2.78,NA,17792,FleaFlicker,16195,5,@CHISat 8:20 PM,WR69,0.1,19.4,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Konata Mumpfield,WR,LAR,NA,1.7,1.7,19,NA,NA,0.1,0,0.1,NA,0,0,2.73,NA,19535,FleaFlicker,17254,8,@SEAThu 8:15 PM,NA,0.1,19.1,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Hutchinson,WR,HOU,NA,1.4,1.4,16.5,NA,NA,0.1,0.4,1.6,NA,0,0,2.71,NA,17740,FleaFlicker,16201,6,LVSun 4:25 PM,WR106,0.1,18,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dante Pettis,WR,NO,NA,1.3,1.3,17.3,NA,NA,0.2,0,0,NA,0,0,2.69,NA,13816,FleaFlicker,13634,1,NYJSun 1:00 PM,NA,0.2,17.4,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Bech,WR,LV,NA,2.1,2.1,23.6,NA,NA,0.1,0,0.1,NA,0,0,2.69,NA,19294,FleaFlicker,17078,8,@HOUSun 4:25 PM,WR84,0.1,23.6,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylin Lane,WR,WAS,NA,1.7,1.7,20.4,NA,NA,0.1,0,0,NA,0,0,2.68,NA,19363,FleaFlicker,17184,2,PHISat 5:00 PM,WR102,0.1,20.4,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lil'Jordan Humphrey,WR,DEN,NA,1.5,1.5,17.4,NA,NA,0.1,0,0,NA,0,0,2.56,NA,15148,FleaFlicker,14118,2,JACSun 4:05 PM,NA,0.1,17.4,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gage Larvadain,WR,CLE,NA,1.5,1.5,16.8,NA,NA,0.1,0.7,3,NA,0,0,2.54,NA,19853,FleaFlicker,17349,9,BUFSun 1:00 PM,NA,0.1,19.8,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,BAL,NA,1.2,1.2,16.9,NA,NA,0.1,0,0,NA,0,0,2.53,NA,9311,FleaFlicker,11232,7,NESun 8:20 PM,WR91,0.1,16.9,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendrick Bourne,WR,SF,NA,1.3,1.3,19.1,NA,NA,0.1,0,0,NA,0,0,2.45,NA,13364,FleaFlicker,13418,4,@INDMon 8:15 PM,WR93,0.1,19.1,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,PHI,NA,1.1,1.1,15.6,NA,NA,0.1,0,0.1,NA,0,0,2.29,NA,16821,FleaFlicker,15755,9,@WASSat 5:00 PM,WR110,0.1,15.7,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,WR,PIT,NA,1,1,16.9,NA,NA,0.1,0,0,NA,0,0,2.27,NA,13952,FleaFlicker,13793,5,@DETSun 4:25 PM,NA,0.1,16.9,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalif Raymond,WR,DET,NA,1.4,1.4,17,NA,NA,0.1,0,0.1,NA,0,0,2.25,NA,12441,FleaFlicker,13066,8,PITSun 4:25 PM,NA,0.1,17.1,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRGarrett Wilson,WR,NYJ,NA,1.2,1.2,14.6,NA,NA,0.1,0.1,0.1,NA,0,0,2.06,NA,16798,FleaFlicker,15753,9,@NOSun 1:00 PM,WR77,0.1,14.7,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malachi Corley,WR,CLE,NA,0.9,0.9,10.3,NA,NA,0.1,1,5.6,NA,0,0,2.05,NA,18388,FleaFlicker,16636,9,BUFSun 1:00 PM,NA,0.1,15.8,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demarcus Robinson,WR,SF,NA,1,1,14,NA,NA,0.1,0,0,NA,0,0,2.04,NA,12106,FleaFlicker,12785,4,@INDMon 8:15 PM,WR109,0.1,14,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Restrepo,WR,TEN,NA,1.3,1.3,14.5,NA,NA,0.1,0,0,NA,0,0,1.99,NA,19752,FleaFlicker,17077,0,KCSun 1:00 PM,NA,0.1,14.5,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,PIT,NA,1.1,1.1,12.4,NA,NA,0.1,0,0,NA,0,0,1.82,NA,9891,FleaFlicker,11938,5,@DETSun 4:25 PM,WR117,0.1,12.4,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,BUF,NA,1.1,1.1,12.5,NA,NA,0.1,0,0,NA,0,0,1.77,NA,10242,FleaFlicker,11674,7,@CLESun 1:00 PM,NA,0.1,12.5,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrell Shavers,WR,BUF,NA,0.8,0.8,12.3,NA,NA,0.1,0,0,NA,0,0,1.75,NA,18163,FleaFlicker,16451,7,@CLESun 1:00 PM,NA,0.1,12.3,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Brooks,WR,ARI,NA,0.9,0.9,12,NA,NA,0.1,0,0,NA,0,0,1.74,NA,17827,FleaFlicker,16364,8,ATLSun 4:05 PM,NA,0.1,12,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tez Johnson,WR,TB,NA,0.7,0.7,8.8,NA,NA,0.1,0.4,1.1,NA,0,0,1.71,NA,19520,FleaFlicker,17079,9,@CARSun 1:00 PM,WR82,0.1,9.9,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Weaver,WR,ARI,NA,1,1,12.7,NA,NA,0.1,0.1,0.1,NA,0,0,1.7,NA,18681,FleaFlicker,16634,8,ATLSun 4:05 PM,NA,0.1,12.8,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Moore,WR,WAS,NA,0.9,0.9,13.5,NA,NA,0.1,0,0,NA,0,0,1.69,NA,12153,FleaFlicker,12773,2,PHISat 5:00 PM,NA,0.1,13.5,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyquan Thornton,WR,KC,NA,0.9,0.9,12.8,NA,NA,0.1,0,0,NA,0,0,1.68,NA,16835,FleaFlicker,15787,0,@TENSun 1:00 PM,WR97,0.1,12.8,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Whittington,WR,LAR,NA,1.1,1.1,12.4,NA,NA,0.1,0,0.2,NA,0,0,1.66,NA,18564,FleaFlicker,16633,8,@SEAThu 8:15 PM,WR98,0.1,12.6,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LAR,NA,NA,7.35,100.18,NA,NA,0.49,NA,4.43,NA,0.03,0.03,20.87,NA,2570026,NFL,16211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,NA,6.41,98.09,NA,NA,0.58,NA,1.21,NA,0.01,0.03,19.82,NA,2570341,NFL,16185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St. Brown,WR,DET,NA,NA,6.69,84.95,NA,NA,0.7,NA,0.98,NA,0.01,0.03,19.48,NA,2566073,NFL,15287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,NA,6.79,83.43,NA,NA,0.63,NA,1.95,NA,0.01,0.03,19.11,NA,2565941,NFL,15281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,NA,5.79,86.09,NA,NA,0.46,NA,2.88,NA,0.02,0.03,17.51,NA,2563848,NFL,14832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,NA,5.24,74.26,NA,NA,0.62,NA,0.43,NA,NA,0.02,16.39,NA,2567250,NFL,15751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,NA,4.71,74.98,NA,NA,0.62,NA,0.15,NA,NA,0.03,15.88,NA,2562238,NFL,14104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,NA,4.94,76.5,NA,NA,0.48,NA,1.02,NA,0.01,0.03,15.57,NA,2566127,NFL,15290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,DAL,NA,NA,4.81,77.83,NA,NA,0.48,NA,0.62,NA,NA,0.03,15.48,NA,2568159,NFL,15762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,NA,5.4,70.13,NA,NA,0.4,NA,0.38,NA,NA,0.03,14.79,NA,2567973,NFL,15754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,NA,4.48,61.62,NA,NA,0.69,NA,0.36,NA,NA,0.03,14.76,NA,2563731,NFL,14835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tetairoa McMillan,WR,CAR,NA,NA,4.71,70.37,NA,NA,0.48,NA,0.53,NA,0.01,0.03,14.68,NA,2573992,NFL,17071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,NA,5.01,70.42,NA,NA,0.38,NA,2.77,NA,0.02,0.03,14.67,NA,2569573,NFL,16190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Wilson,WR,ARI,NA,NA,5.08,67.11,NA,NA,0.48,NA,0.23,NA,NA,0.03,14.63,NA,2570224,NFL,16206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,NA,4.3,68.1,NA,NA,0.59,NA,NA,NA,NA,0.03,14.59,NA,2543468,NFL,11671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ladd McConkey,WR,LAC,NA,NA,4.66,65.49,NA,NA,0.5,NA,0.54,NA,NA,0.02,14.22,NA,2572477,NFL,16627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,NA,4.12,69.08,NA,NA,0.49,NA,1.79,NA,0.01,0.03,14.15,NA,2567565,NFL,15756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,NA,4.54,67.05,NA,NA,0.46,NA,0.14,NA,NA,0.03,13.96,NA,2566409,NFL,15282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,PIT,NA,NA,3.89,68.63,NA,NA,0.5,NA,0.19,NA,NA,0.02,13.73,NA,2562685,NFL,14102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,NA,4.45,65.42,NA,NA,0.44,NA,0.3,NA,NA,0.03,13.6,NA,2566292,NFL,15284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Worthy,WR,KC,NA,NA,4.53,57.8,NA,NA,0.33,NA,6.21,NA,0.05,0.03,13.15,NA,2572186,NFL,16620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,NA,4.28,63.52,NA,NA,0.4,NA,0.25,NA,NA,0.02,13.02,NA,2564556,NFL,14836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wan'Dale Robinson,WR,NYG,NA,NA,4.95,52.83,NA,NA,0.35,NA,1.03,NA,0.01,0.04,12.42,NA,2568012,NFL,15757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
