player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned
George Kittle,TE,SF,1,5.8,4.8,62.9,62.9,13.1,0.8,0,10.8,10.8,2818265,CBS,13299,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,1,8.1,6,63.2,63.2,10.5,0.5,0,9,9,2963385,CBS,15794,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,1,7.5,5.4,67.8,67.8,12.6,0.5,0,9,9,26693971,CBS,16641,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,1,4.2,3.1,34.1,34.1,11,0.7,0,7.8,7.8,2131121,CBS,13671,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,1,4.9,3.6,40.5,40.5,11.3,0.6,0,7.6,7.6,2132551,CBS,13674,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,1,6.3,4.8,55.3,55.3,11.5,0.4,0,7.4,7.4,1725130,CBS,11244,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Warren,TE,IND,1,6.4,4.7,54.1,54.1,11.5,0.3,0,7.4,7.4,3168800,CBS,17102,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,1,5.1,3.3,42.8,42.8,13,0.5,0,7,7,2079848,CBS,12676,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,1,5.3,3.8,45.3,45.3,11.9,0.4,0.1,6.2,6.2,2186637,CBS,14861,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,1,6.5,4.6,50,50,10.9,0.2,0,6.2,6.2,2964514,CBS,15329,NA,NA,NA,NA,NA,NA,NA,NA,NA
Theo Johnson,TE,NYG,1,4.7,3.1,31.9,31.9,10.3,0.5,0,6,6,3162129,CBS,16649,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colston Loveland,TE,CHI,1,4.7,3.4,42,42,12.4,0.3,0,5.8,5.8,28874696,CBS,17104,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harold Fannin Jr.,TE,CLE,1,6.3,4.4,44.2,44.2,10.1,0.3,0,5.8,5.8,28900882,CBS,17103,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,1,5.5,4.4,33.8,33.8,7.7,0.4,0.1,5.2,5.2,2867159,CBS,15799,NA,NA,NA,NA,NA,NA,NA,NA,NA
