player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned
Pat Freiermuth,TE,PIT,NA,NA,2.6,28.1,NA,NA,0.3,0,4.4,NA,20163,FantasyPros,15331,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,PIT,NA,NA,2.7,26.9,NA,NA,0.3,0,4.3,NA,16460,FantasyPros,13193,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,DEN,NA,NA,3.7,30.3,NA,NA,0.2,0,4,NA,16411,FantasyPros,13189,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,NA,2.9,28.2,NA,NA,0.2,0,4,NA,23056,FantasyPros,16212,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chig Okonkwo,TE,TEN,NA,NA,3.1,31.4,NA,NA,0.1,0,3.8,NA,23982,FantasyPros,15889,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dulcich,TE,MIA,NA,NA,2.3,26.5,NA,NA,0.2,0,3.7,NA,23153,FantasyPros,15797,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,CIN,NA,NA,2.8,27.5,NA,NA,0.2,0,3.7,NA,17527,FantasyPros,14137,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,TE,LAR,NA,NA,2.3,22.6,NA,NA,0.2,0,3.3,NA,15623,FantasyPros,12678,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Tavion Sanders,TE,CAR,NA,NA,2.5,22.9,NA,NA,0.1,0,3.1,NA,24334,FantasyPros,16643,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Washington,TE,PIT,NA,NA,1.9,20.1,NA,NA,0.2,0,3.1,NA,22967,FantasyPros,16216,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brenton Strange,TE,JAC,NA,NA,2.3,22,NA,NA,0.1,0,3,NA,25345,FantasyPros,16269,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Arroyo,TE,SEA,NA,NA,1.8,20.8,NA,NA,0.1,0,2.9,NA,23004,FantasyPros,17108,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Higgins,TE,ARI,NA,NA,1.9,19.4,NA,NA,0.1,0,2.7,NA,23119,FantasyPros,16333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gunnar Helm,TE,TEN,NA,NA,1.9,18.6,NA,NA,0.1,0,2.5,NA,27109,FantasyPros,17105,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jackson Hawes,TE,BUF,NA,NA,1.4,15.6,NA,NA,0.1,0,2.4,NA,27469,FantasyPros,17213,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrance Ferguson,TE,LAR,NA,NA,1.5,16.9,NA,NA,0.1,0,2.4,NA,23091,FantasyPros,17107,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,NA,1.4,15.6,NA,NA,0.1,0,2.2,NA,19229,FantasyPros,14867,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,NA,1.5,16.6,NA,NA,0.1,0,2.2,NA,24238,FantasyPros,15873,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julian Hill,TE,MIA,NA,NA,1.3,13.1,NA,NA,0.1,0,2,NA,25824,FantasyPros,16425,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Wright,TE,DET,NA,NA,1.2,10.7,NA,NA,0.1,0,1.9,NA,23341,FantasyPros,15626,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Kolar,TE,BAL,NA,NA,0.9,11,NA,NA,0.1,0,1.9,NA,22756,FantasyPros,15795,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,NA,1,11.2,NA,NA,0.1,0,1.9,NA,18487,FantasyPros,14209,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnny Mundt,TE,JAC,NA,NA,1.4,12.7,NA,NA,0.1,0,1.8,NA,16743,FantasyPros,13940,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,CIN,NA,NA,1.4,12.3,NA,NA,0.1,0,1.8,NA,17826,FantasyPros,14370,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,NE,NA,NA,1,11.8,NA,NA,0.1,0,1.7,NA,15581,FantasyPros,12677,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,NA,0.9,11.2,NA,NA,0.1,0,1.7,NA,25247,FantasyPros,16213,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Allen,TE,LAR,NA,NA,1,9.3,NA,NA,0.1,0,1.7,NA,23761,FantasyPros,16219,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,LAR,NA,NA,1.3,11.9,NA,NA,0.1,0,1.7,NA,19372,FantasyPros,14871,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,NA,1,8.8,NA,NA,0.1,0,1.5,NA,19423,FantasyPros,14870,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Tonges,TE,SF,NA,NA,1,9.8,NA,NA,0.1,0,1.5,NA,24778,FantasyPros,16036,NA,NA,NA,NA,NA,NA,NA,NA,NA
John FitzPatrick,TE,GB,NA,NA,0.9,8.8,NA,NA,0.1,0,1.5,NA,24181,FantasyPros,15925,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,NA,1,11,NA,NA,0.1,0,1.4,NA,19539,FantasyPros,15337,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Bates,TE,WAS,NA,NA,1,9.7,NA,NA,0.1,0,1.4,NA,22833,FantasyPros,15344,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,NA,1.1,9,NA,NA,0.1,0,1.3,NA,22795,FantasyPros,15332,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grant Calcaterra,TE,PHI,NA,NA,0.8,8.5,NA,NA,0.1,0,1.3,NA,24180,FantasyPros,15804,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,NA,NA,0.9,7.4,NA,NA,0.1,0,1.2,NA,25267,FantasyPros,16221,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,NA,0.9,8.2,NA,NA,0.1,0,1.2,NA,23742,FantasyPros,15796,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Sample,TE,CIN,NA,NA,0.9,7.1,NA,NA,0.1,0,1.2,NA,18561,FantasyPros,14146,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connor Heyward,TE,PIT,NA,NA,0.6,4.8,NA,NA,0.1,0,1.2,NA,24562,FantasyPros,15800,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nate Adkins,TE,DEN,NA,NA,0.9,6.6,NA,NA,0.1,0,1.1,NA,25881,FantasyPros,16474,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Sinnott,TE,WAS,NA,NA,0.6,6.5,NA,NA,0.1,0,1.1,NA,26310,FantasyPros,16644,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcedes Lewis,TE,DEN,NA,NA,0.7,4.6,NA,NA,0.1,0,1.1,NA,9413,FantasyPros,8269,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,LAC,NA,NA,0.7,7.2,NA,NA,0.1,0,1,NA,17598,FantasyPros,13675,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Bryant,TE,HOU,NA,NA,0.8,6.5,NA,NA,0.1,0,1,NA,19389,FantasyPros,14875,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Conner,TE,MIA,NA,NA,0.7,6.3,NA,NA,0.1,0,1,NA,24216,FantasyPros,15991,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Evans,TE,CAR,NA,NA,0.7,6.2,NA,NA,0.1,0,1,NA,27138,FantasyPros,17109,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Long,TE,JAC,NA,NA,0.7,5.7,NA,NA,0.1,0,0.9,NA,22783,FantasyPros,15334,NA,NA,NA,NA,NA,NA,NA,NA,NA
Payne Durham,TE,TB,NA,NA,0.5,5.3,NA,NA,0.1,0,0.9,NA,25346,FantasyPros,16218,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Fisk,TE,LAC,NA,NA,0.6,5.6,NA,NA,0,0,0.8,NA,24921,FantasyPros,16557,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Westover,TE,NE,NA,NA,0.5,5.5,NA,NA,0,0,0.8,NA,26436,FantasyPros,16839,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Stover,TE,HOU,NA,NA,0.5,4.5,NA,NA,0,0,0.7,NA,25269,FantasyPros,16642,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Farrell,TE,SF,NA,NA,0.5,4.8,NA,NA,0.1,0,0.7,NA,19501,FantasyPros,15335,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Ouzts,TE,SEA,NA,NA,0.6,6.9,NA,NA,0,0,0.7,NA,27473,FantasyPros,17215,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Manhertz,TE,NYG,NA,NA,0.4,4,NA,NA,0,0,0.7,NA,14014,FantasyPros,12955,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,LAC,NA,NA,0.5,4.8,NA,NA,0,0,0.7,NA,18049,FantasyPros,13763,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Briningstool,TE,KC,NA,NA,0.6,6.6,NA,NA,0,0,0.7,NA,22924,FantasyPros,17268,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,PHI,NA,NA,0.4,4.2,NA,NA,0,0,0.6,NA,22841,FantasyPros,15419,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Woerner,TE,ATL,NA,NA,0.5,4.9,NA,NA,0,0,0.6,NA,19665,FantasyPros,14984,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Whyle,TE,GB,NA,NA,0.3,3.1,NA,NA,0.1,0,0.6,NA,22923,FantasyPros,16312,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Sims,TE,MIN,NA,NA,0.3,2.6,NA,NA,0.1,0,0.6,NA,25349,FantasyPros,16483,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Whiteheart,TE,CLE,NA,NA,0.3,2.1,NA,NA,0,0,0.5,NA,25657,FantasyPros,16940,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ian Thomas,TE,LV,NA,NA,0.4,3.6,NA,NA,0,0,0.4,NA,17387,FantasyPros,13678,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teagan Quitoriano,TE,ATL,NA,NA,0.3,3.9,NA,NA,0,0,0.4,NA,24182,FantasyPros,15905,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevyn Spann-Ford,TE,DAL,NA,NA,0.3,2.9,NA,NA,0,0,0.4,NA,26003,FantasyPros,16647,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carter Runyon,TE,LV,NA,NA,0.4,3.2,NA,NA,0,0,0.3,NA,27470,FantasyPros,17385,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gavin Bartholomew,TE,MIN,NA,NA,0.3,3.2,NA,NA,0,0,0.3,NA,26002,FantasyPros,17231,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quintin Morris,TE,JAC,NA,NA,0.2,2,NA,NA,0,0,0.3,NA,22820,FantasyPros,15341,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,CHI,NA,NA,0.3,2.9,NA,NA,0,0,0.3,NA,17508,FantasyPros,13676,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Culp,TE,TB,NA,NA,0.3,2.9,NA,NA,0,0,0.3,NA,26440,FantasyPros,16796,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Wiley,TE,KC,NA,NA,0.3,2.9,NA,NA,0,0,0.3,NA,26343,FantasyPros,16648,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brenden Bates,TE,CLE,NA,NA,0.3,2.8,NA,NA,0,0,0.3,NA,26437,FantasyPros,16962,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Grandy,TE,CIN,NA,NA,0.3,2.7,NA,NA,0,0,0.3,NA,26429,FantasyPros,16979,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thomas Fidone II,TE,NYG,NA,NA,0.3,2.7,NA,NA,0,0,0.3,NA,23039,FantasyPros,17243,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jelani Woods,TE,NYJ,NA,NA,0.3,2.6,NA,NA,0,0,0.3,NA,23829,FantasyPros,15840,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josiah Deguara,TE,ARI,NA,NA,0.3,2.5,NA,NA,0,0,0.3,NA,19456,FantasyPros,14876,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stone Smartt,TE,NYJ,NA,NA,0.2,2,NA,NA,0,0,0.2,NA,24621,FantasyPros,16113,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,7.3,7.3,75.5,NA,NA,1,0,13.51,NA,16895,FleaFlicker,15794,0,0,0,8,SFSun 4:05 PM,TE1,1,75.5,98%
Brock Bowers,TE,LV,NA,6.1,6.1,71.8,NA,NA,1,0,13.14,NA,18364,FleaFlicker,16641,0,0,0,8,DALMon 8:15 PM,TE2,1,71.8,97%
George Kittle,TE,SF,NA,4.8,4.8,58.7,NA,NA,0.5,0,8.59,NA,13023,FleaFlicker,13299,0,0,0,4,@ARISun 4:05 PM,NA,0.5,58.7,97%
Dallas Goedert,TE,PHI,NA,4.3,4.3,43.1,NA,NA,0.5,0,7.03,NA,13813,FleaFlicker,13674,0,0,0,9,DETSun 8:20 PM,NA,0.5,43.1,94%
Sam LaPorta,TE,DET,NA,4.3,4.3,48.6,NA,NA,0.3,0,6.86,NA,17681,FleaFlicker,16214,0,0,0,8,@PHISun 8:20 PM,NA,0.3,48.6,97%
Hunter Henry,TE,NE,NA,3.6,3.6,43.3,NA,NA,0.4,0,6.75,NA,12088,FleaFlicker,12676,0,0,0,4,NYJThu 8:15 PM,NA,0.4,43.3,86%
Travis Kelce,TE,KC,NA,4.4,4.4,47.3,NA,NA,0.3,0,6.37,NA,9360,FleaFlicker,11244,0,0,0,0,@DENSun 4:25 PM,NA,0.3,47.3,97%
Cade Otton,TE,TB,NA,4.6,4.6,47.4,NA,NA,0.3,0,6.32,NA,16937,FleaFlicker,15802,0,0,0,9,@BUFSun 1:00 PM,NA,0.3,47.4,58%
Oronde Gadsden,TE,LAC,NA,4,4,45.6,NA,NA,0.3,0.1,6.26,NA,19404,FleaFlicker,17099,0,0,0,2,@JACSun 1:00 PM,NA,0.3,45.6,79%
Zach Ertz,TE,WAS,NA,4.3,4.3,41.6,NA,NA,0.3,0,6.22,NA,9376,FleaFlicker,11247,0,0,0,2,@MIASun 9:30 AM,NA,0.3,41.6,78%
Mark Andrews,TE,BAL,NA,3.1,3.1,34.5,NA,NA,0.5,0,6.17,NA,13829,FleaFlicker,13671,0,0,0,7,@CLESun 4:25 PM,NA,0.5,34.5,91%
Jake Ferguson,TE,DAL,NA,4.9,4.9,37.4,NA,NA,0.4,0.1,6.14,NA,16933,FleaFlicker,15799,0,0,0,0,@LVMon 8:15 PM,NA,0.4,37.4,94%
Kyle Pitts,TE,ATL,NA,3.9,3.9,46.6,NA,NA,0.2,0,6.08,NA,16256,FleaFlicker,15329,0,0,0,5,CARSun 1:00 PM,NA,0.2,46.6,88%
Theo Johnson,TE,NYG,NA,3.9,3.9,38.9,NA,NA,0.3,0,5.79,NA,18475,FleaFlicker,16649,0,0,0,4,GBSun 1:00 PM,NA,0.3,38.9,61%
Dalton Schultz,TE,HOU,NA,4,4,39.5,NA,NA,0.2,0,5.41,NA,13853,FleaFlicker,13772,0,0,0,6,@TENSun 1:00 PM,NA,0.2,39.5,54%
Harold Fannin,TE,CLE,NA,4.2,4.2,40.5,NA,NA,0.2,0,5.39,NA,19305,FleaFlicker,17103,0,0,0,9,BALSun 4:25 PM,NA,0.2,40.5,63%
David Njoku,TE,CLE,NA,3.7,3.7,35.3,NA,NA,0.3,0,5.25,NA,12904,FleaFlicker,13192,0,0,0,9,BALSun 4:25 PM,NA,0.3,35.3,76%
Isaiah Likely,TE,BAL,NA,2.5,2.5,31.7,NA,NA,0.3,0,4.87,NA,16927,FleaFlicker,15798,0,0,0,7,@CLESun 4:25 PM,NA,0.3,31.7,43%
Colston Loveland,TE,CHI,NA,3,3,34.2,NA,NA,0.2,0,4.72,NA,19267,FleaFlicker,17104,0,0,0,5,@MINSun 1:00 PM,NA,0.2,34.2,72%
Mason Taylor,TE,NYJ,NA,3.7,3.7,34.2,NA,NA,0.2,0,4.7,NA,19270,FleaFlicker,17106,0,0,0,9,@NEThu 8:15 PM,NA,0.2,34.2,43%
T.J. Hockenson,TE,MIN,NA,3.3,3.3,33.2,NA,NA,0.2,0,4.56,NA,14677,FleaFlicker,14138,0,0,0,6,CHISun 1:00 PM,NA,0.2,33.2,81%
Luke Musgrave,TE,GB,NA,3.1,3.1,31.4,NA,NA,0.2,0,4.43,NA,17676,FleaFlicker,16215,0,0,0,5,@NYGSun 1:00 PM,NA,0.2,31.4,31%
Dawson Knox,TE,BUF,NA,2.6,2.6,29.7,NA,NA,0.2,0,4.41,NA,14734,FleaFlicker,14143,0,0,0,7,TBSun 1:00 PM,NA,0.2,29.7,16%
Pat Freiermuth,TE,PIT,NA,2.6,2.6,28.1,NA,NA,0.3,0,4.35,NA,16293,FleaFlicker,15331,0,0,0,5,CINSun 1:00 PM,NA,0.3,28.1,42%
Jonnu Smith,TE,PIT,NA,2.7,2.7,26.9,NA,NA,0.3,0,4.27,NA,12974,FleaFlicker,13193,0,0,0,5,CINSun 1:00 PM,NA,0.3,26.9,51%
AJ Barner,TE,SEA,NA,2.6,2.6,26.1,NA,NA,0.3,0,4.27,NA,18484,FleaFlicker,16723,0,0,0,8,@LARSun 4:05 PM,NA,0.3,26.1,40%
Evan Engram,TE,DEN,NA,3.7,3.7,30.3,NA,NA,0.2,0,4.01,NA,12906,FleaFlicker,13189,0,0,0,2,KCSun 4:25 PM,NA,0.2,30.3,64%
Michael Mayer,TE,LV,NA,2.9,2.9,28.2,NA,NA,0.2,0,4,NA,17634,FleaFlicker,16212,0,0,0,8,DALMon 8:15 PM,NA,0.2,28.2,22%
Chig Okonkwo,TE,TEN,NA,3.1,3.1,31.4,NA,NA,0.1,0,3.78,NA,16912,FleaFlicker,15889,0,0,0,0,HOUSun 1:00 PM,NA,0.1,31.4,30%
Greg Dulcich,TE,MIA,NA,2.3,2.3,26.5,NA,NA,0.2,0,3.73,NA,16853,FleaFlicker,15797,0,0,0,2,WASSun 9:30 AM,NA,0.2,26.5,8%
Noah Fant,TE,CIN,NA,2.8,2.8,27.5,NA,NA,0.2,0,3.69,NA,14665,FleaFlicker,14137,0,0,0,0,@PITSun 1:00 PM,NA,0.2,27.5,29%
Tyler Higbee,TE,LAR,NA,2.3,2.3,22.6,NA,NA,0.2,0,3.28,NA,12140,FleaFlicker,12678,0,0,0,8,SEASun 4:05 PM,NA,0.2,22.6,20%
Ja'Tavion Sanders,TE,CAR,NA,2.5,2.5,22.9,NA,NA,0.1,0,3.11,NA,18477,FleaFlicker,16643,0,0,0,4,@ATLSun 1:00 PM,NA,0.1,22.9,24%
Darnell Washington,TE,PIT,NA,1.9,1.9,20.1,NA,NA,0.2,0,3.09,NA,17639,FleaFlicker,16216,0,0,0,5,CINSun 1:00 PM,NA,0.2,20.1,12%
IRDBrenton Strange,TE,JAC,NA,2.3,2.3,21.9,NA,NA,0.1,0,2.96,NA,17626,FleaFlicker,16269,0,0,0,8,LACSun 1:00 PM,NA,0.1,21.9,37%
Elijah Arroyo,TE,SEA,NA,1.8,1.8,20.8,NA,NA,0.1,0,2.84,NA,19326,FleaFlicker,17108,0,0,0,8,@LARSun 4:05 PM,NA,0.1,20.8,28%
Elijah Higgins,TE,ARI,NA,1.9,1.9,19.4,NA,NA,0.1,0,2.72,NA,17726,FleaFlicker,16333,0,0,0,8,SFSun 4:05 PM,NA,0.1,19.4,3%
Gunnar Helm,TE,TEN,NA,1.9,1.9,18.6,NA,NA,0.1,0,2.52,NA,19348,FleaFlicker,17105,0,0,0,0,HOUSun 1:00 PM,NA,0.1,18.6,19%
Jackson Hawes,TE,BUF,NA,1.4,1.4,15.6,NA,NA,0.1,0,2.46,NA,19386,FleaFlicker,17213,0,0,0,7,TBSun 1:00 PM,NA,0.1,15.6,5%
Terrance Ferguson,TE,LAR,NA,1.5,1.5,16.9,NA,NA,0.1,0,2.41,NA,19329,FleaFlicker,17107,0,0,0,8,SEASun 4:05 PM,NA,0.1,16.9,23%
Cole Kmet,TE,CHI,NA,1.4,1.4,15.6,NA,NA,0.1,0,2.2,NA,15573,FleaFlicker,14867,0,0,0,5,@MINSun 1:00 PM,NA,0.1,15.6,25%
Daniel Bellinger,TE,NYG,NA,1.5,1.5,16.6,NA,NA,0.1,0,2.2,NA,16932,FleaFlicker,15873,0,0,0,4,GBSun 1:00 PM,NA,0.1,16.6,9%
Julian Hill,TE,MIA,NA,1.3,1.3,13.1,NA,NA,0.1,0,2.03,NA,18170,FleaFlicker,16425,0,0,0,2,WASSun 9:30 AM,NA,0.1,13.1,2%
Brock Wright,TE,DET,NA,1.2,1.2,10.7,NA,NA,0.1,0,1.89,NA,16572,FleaFlicker,15626,0,0,0,8,@PHISun 8:20 PM,NA,0.1,10.7,3%
Charlie Kolar,TE,BAL,NA,0.9,0.9,11,NA,NA,0.1,0,1.88,NA,16923,FleaFlicker,15795,0,0,0,7,@CLESun 4:25 PM,NA,0.1,11,2%
Josh Oliver,TE,MIN,NA,1,1,11.2,NA,NA,0.1,0,1.84,NA,14749,FleaFlicker,14209,0,0,0,6,CHISun 1:00 PM,NA,0.1,11.2,3%
Johnny Mundt,TE,JAC,NA,1.4,1.4,12.7,NA,NA,0.1,0,1.81,NA,13239,FleaFlicker,13940,0,0,0,8,LACSun 1:00 PM,NA,0.1,12.7,2%
Tanner Hudson,TE,CIN,NA,1.4,1.4,12.3,NA,NA,0.1,0,1.77,NA,14275,FleaFlicker,14370,0,0,0,0,@PITSun 1:00 PM,NA,0.1,12.3,2%
OUTAustin Hooper,TE,NE,NA,1,1,11.8,NA,NA,0.1,0,1.72,NA,12069,FleaFlicker,12677,0,0,0,4,NYJThu 8:15 PM,NA,0.1,11.8,9%
Dalton Kincaid,TE,BUF,NA,0.8,0.8,11.2,NA,NA,0.1,0,1.72,NA,17585,FleaFlicker,16213,0,0,0,7,TBSun 1:00 PM,NA,0.1,11.2,90%
Colby Parkinson,TE,LAR,NA,1.3,1.3,11.9,NA,NA,0.1,0,1.65,NA,15679,FleaFlicker,14871,0,0,0,8,SEASun 4:05 PM,NA,0.1,11.9,4%
Davis Allen,TE,LAR,NA,1,1,9.3,NA,NA,0.1,0,1.65,NA,17778,FleaFlicker,16219,0,0,0,8,SEASun 4:05 PM,NA,0.1,9.3,4%
Adam Trautman,TE,DEN,NA,1,1,8.8,NA,NA,0.1,0,1.54,NA,15575,FleaFlicker,14870,0,0,0,2,KCSun 4:25 PM,NA,0.1,8.8,4%
Jake Tonges,TE,SF,NA,1,1,9.8,NA,NA,0.1,0,1.52,NA,17274,FleaFlicker,16036,0,0,0,4,@ARISun 4:05 PM,NA,0.1,9.8,23%
John FitzPatrick,TE,GB,NA,0.9,0.9,8.8,NA,NA,0.1,0,1.48,NA,16992,FleaFlicker,15925,0,0,0,5,@NYGSun 1:00 PM,NA,0.1,8.8,1%
Noah Gray,TE,KC,NA,1,1,11,NA,NA,0.1,0,1.46,NA,16430,FleaFlicker,15337,0,0,0,0,@DENSun 4:25 PM,NA,0.1,11,15%
John Bates,TE,WAS,NA,1,1,9.7,NA,NA,0.1,0,1.45,NA,16360,FleaFlicker,15344,0,0,0,2,@MIASun 9:30 AM,NA,0.1,9.7,1%
Tommy Tremble,TE,CAR,NA,1.1,1.1,9,NA,NA,0.1,0,1.38,NA,16314,FleaFlicker,15332,0,0,0,4,@ATLSun 1:00 PM,NA,0.1,9,10%
Grant Calcaterra,TE,PHI,NA,0.8,0.8,8.5,NA,NA,0.1,0,1.27,NA,16986,FleaFlicker,15804,0,0,0,9,DETSun 8:20 PM,NA,0.1,8.5,3%
Luke Schoonmaker,TE,DAL,NA,0.8,0.8,7.4,NA,NA,0.1,0,1.22,NA,17649,FleaFlicker,16221,0,0,0,0,@LVMon 8:15 PM,NA,0.1,7.4,6%
Connor Heyward,TE,PIT,NA,0.6,0.6,4.8,NA,NA,0.1,0,1.2,NA,16971,FleaFlicker,15800,0,0,0,5,CINSun 1:00 PM,NA,0.1,4.8,1%
Drew Sample,TE,CIN,NA,0.9,0.9,7.1,NA,NA,0.1,0,1.19,NA,14714,FleaFlicker,14146,0,0,0,0,@PITSun 1:00 PM,NA,0.1,7.1,1%
Jeremy Ruckert,TE,NYJ,NA,0.9,0.9,8.2,NA,NA,0.1,0,1.18,NA,16833,FleaFlicker,15796,0,0,0,9,@NEThu 8:15 PM,NA,0.1,8.2,2%
Nate Adkins,TE,DEN,NA,0.9,0.9,6.6,NA,NA,0.1,0,1.14,NA,18244,FleaFlicker,16474,0,0,0,2,KCSun 4:25 PM,NA,0.1,6.6,1%
Ben Sinnott,TE,WAS,NA,0.6,0.6,6.5,NA,NA,0.1,0,1.07,NA,18427,FleaFlicker,16644,0,0,0,2,@MIASun 9:30 AM,NA,0.1,6.5,14%
Marcedes Lewis,TE,DEN,NA,0.7,0.7,4.6,NA,NA,0.1,0,1.06,NA,4007,FleaFlicker,8269,0,0,0,2,KCSun 4:25 PM,NA,0.1,4.6,0%
Tanner Conner,TE,MIA,NA,0.7,0.7,6.3,NA,NA,0.1,0,1.05,NA,17462,FleaFlicker,15991,0,0,0,2,WASSun 9:30 AM,NA,0.1,6.3,1%
Tyler Conklin,TE,LAC,NA,0.7,0.7,7.2,NA,NA,0.1,0,1.02,NA,13980,FleaFlicker,13847,0,0,0,2,@JACSun 1:00 PM,NA,0.1,7.2,11%
Harrison Bryant,TE,HOU,NA,0.8,0.8,6.5,NA,NA,0.1,0,0.99,NA,15644,FleaFlicker,14875,0,0,0,6,@TENSun 1:00 PM,NA,0.1,6.5,1%
Mitchell Evans,TE,CAR,NA,0.7,0.7,6.2,NA,NA,0.1,0,0.98,NA,19431,FleaFlicker,17109,0,0,0,4,@ATLSun 1:00 PM,NA,0.1,6.2,7%
Hunter Long,TE,JAC,NA,0.7,0.7,5.7,NA,NA,0.1,0,0.93,NA,16269,FleaFlicker,15334,0,0,0,8,LACSun 1:00 PM,NA,0.1,5.7,5%
Payne Durham,TE,TB,NA,0.5,0.5,5.3,NA,NA,0.1,0,0.89,NA,17768,FleaFlicker,16218,0,0,0,9,@BUFSun 1:00 PM,NA,0.1,5.3,1%
Jack Westover,TE,NE,NA,0.6,0.6,5.5,NA,NA,0,0,0.79,NA,18888,FleaFlicker,16839,0,0,0,4,NYJThu 8:15 PM,NA,0,5.5,0%
IRDCade Stover,TE,HOU,NA,0.5,0.5,4.5,NA,NA,0.1,0,0.75,NA,18465,FleaFlicker,16642,0,0,0,6,@TENSun 1:00 PM,NA,0.1,4.5,9%
