player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Jaleel McLaughlin,RB,DEN,NA,1,5.3,NA,0,NA,0.1,0.4,NA,NA,0,0,0.6,NA,25876,FantasyPros,16390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rasheen Ali,RB,BAL,NA,1.3,4.3,NA,0,NA,0.1,0.7,NA,NA,0,0,0.6,NA,25983,FantasyPros,16746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeeJay Dallas,RB,CAR,NA,0.4,1.9,NA,0,NA,0.2,0.5,NA,NA,0.1,0,0.5,NA,19521,FantasyPros,14815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarquez Hunter,RB,LAR,NA,1,2.6,NA,0,NA,0.1,0.4,NA,NA,0,0,0.5,NA,24335,FantasyPros,17064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,0.8,2.6,NA,0,NA,0.2,1.9,NA,NA,0,0,0.5,NA,16879,FantasyPros,13148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dameon Pierce,RB,HOU,NA,0.9,2.7,NA,0,NA,0,0.2,NA,NA,0,0,0.5,NA,22947,FantasyPros,15717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Luepke,RB,DAL,NA,0.5,1.8,NA,0,NA,0.2,1.8,NA,NA,0,0,0.4,NA,25941,FantasyPros,16391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Herbert,RB,NYJ,NA,0.9,3.8,NA,0,NA,0.1,0.4,NA,NA,0,0,0.4,NA,22763,FantasyPros,15271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Wright,RB,MIA,NA,0.9,2.8,NA,0,NA,0,0.4,NA,NA,0,0,0.3,NA,25987,FantasyPros,16610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Gray,RB,NYG,NA,1,1.8,NA,0,NA,0.2,1.4,NA,NA,0,0,0.3,NA,23075,FantasyPros,16173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scott Matlock,RB,LAC,NA,0,0,NA,0,NA,0.1,1,NA,NA,0,0,0.2,NA,25567,FantasyPros,16335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Prentice,RB,DEN,NA,0.2,1,NA,0,NA,0.1,0.4,NA,NA,0,0,0.1,NA,23451,FantasyPros,15650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sione Vaki,RB,DET,NA,0.1,0.2,NA,0,NA,0.1,0.9,NA,NA,0,0,0.1,NA,26309,FantasyPros,16678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reggie Gilliam,RB,BUF,NA,0.3,0.7,NA,0,NA,0,0.1,NA,NA,0,0,0.1,NA,19844,FantasyPros,15103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,21.2,96.6,NA,0.9,2.6,2.6,18.9,NA,NA,0.1,0.1,17.4,NA,15604,FleaFlicker,14802,1,LVSun 1:00 PM,NA,RB2,1,115.4,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,15.8,79.1,NA,0.8,3.6,3.6,27.2,NA,NA,0.2,0.1,16.29,NA,17612,FleaFlicker,16162,8,@CINSun 4:25 PM,NA,RB3,1,106.3,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,SF,NA,15.8,68,NA,0.4,6,6,52.6,NA,NA,0.3,0.1,16.18,NA,12892,FleaFlicker,13130,4,@LARW 26-23,16.18,RB4,0.7,120.6,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,17.2,81.2,NA,0.8,2.5,2.5,20.7,NA,NA,0.1,0.1,15.53,NA,16839,FleaFlicker,15715,7,NESun 8:20 PM,NA,RB7,0.9,101.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,14.4,74.8,NA,0.5,4.7,4.7,35.1,NA,NA,0.3,0.1,15.38,NA,17617,FleaFlicker,16167,2,@CARSun 1:00 PM,NA,RB11,0.8,109.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Omarion Hampton,RB,LAC,NA,18.2,81.7,NA,0.7,2.9,2.9,23.9,NA,NA,0.1,0.1,15.1,NA,19248,FleaFlicker,17044,2,WASSun 4:25 PM,NA,RB12,0.8,105.5,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,PHI,NA,18.8,88.1,NA,0.6,2.4,2.4,16.8,NA,NA,0.1,0.1,14.76,NA,13778,FleaFlicker,13604,9,DENSun 1:00 PM,NA,RB5,0.7,104.8,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,17.2,89.3,NA,0.8,1,1,9.3,NA,NA,0,0.1,14.3,NA,12042,FleaFlicker,12626,7,HOUSun 1:00 PM,NA,RB6,0.8,98.6,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Skattebo,RB,NYG,NA,17.5,72.2,NA,0.6,2.7,2.7,22.2,NA,NA,0.1,0.1,13.58,NA,19361,FleaFlicker,17045,4,@NOSun 1:00 PM,NA,RB19,0.7,94.4,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,16.7,71.3,NA,0.4,3.2,3.2,28.3,NA,NA,0.2,0.1,13.2,NA,16834,FleaFlicker,15708,9,DALSun 1:00 PM,NA,RB15,0.6,99.6,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,16.9,72.2,NA,0.6,2,2,12.4,NA,NA,0.1,0.1,12.7,NA,17004,FleaFlicker,15710,8,SFL 23-26,12.7,RB14,0.8,84.6,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DAL,NA,17.5,68.6,NA,0.6,2.9,2.9,17.2,NA,NA,0.1,0.1,12.52,NA,16282,FleaFlicker,15256,0,@NYJSun 1:00 PM,NA,RB17,0.7,85.8,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quinshon Judkins,RB,CLE,NA,18.6,79.6,NA,0.5,2,2,14.9,NA,NA,0,0.1,12.45,NA,19303,FleaFlicker,17051,9,MINSun 9:30 AM,NA,RB22,0.5,94.5,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashton Jeanty,RB,LV,NA,16.6,69.4,NA,0.5,2.2,2.2,15.2,NA,NA,0.1,0.1,12.09,NA,19247,FleaFlicker,17042,8,@INDSun 1:00 PM,NA,RB10,0.7,84.6,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,MIN,NA,17.7,79.1,NA,0.5,1.5,1.5,9.7,NA,NA,0,0.1,11.92,NA,17167,FleaFlicker,15972,6,@CLESun 9:30 AM,NA,RB18,0.5,88.8,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,16.2,70.8,NA,0.3,3,3,20.1,NA,NA,0.1,0.1,11.55,NA,12965,FleaFlicker,13132,1,NYGSun 1:00 PM,NA,RB21,0.4,90.9,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAC,NA,16.3,71.6,NA,0.4,2.2,2.2,15.2,NA,NA,0.1,0.1,11.46,NA,16241,FleaFlicker,15253,8,KCMon 8:15 PM,NA,RB16,0.5,86.9,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker,RB,SEA,NA,14.2,55.4,NA,0.5,2.2,2.2,17,NA,NA,0.1,0.1,10.86,NA,16890,FleaFlicker,15711,8,TBSun 4:05 PM,NA,RB13,0.6,72.4,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,NA,14.1,57.5,NA,0.4,2.9,2.9,20.9,NA,NA,0.1,0.1,10.68,NA,17756,FleaFlicker,16181,0,DETSun 4:25 PM,NA,RB23,0.5,78.5,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Woody Marks,RB,HOU,NA,13,51.2,NA,0.4,2.6,2.6,22.7,NA,NA,0.1,0.1,10.31,NA,19351,FleaFlicker,17053,6,@BALSun 1:00 PM,NA,RB34,0.5,73.8,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,NA,12.5,54.5,NA,0.6,1.4,1.4,12,NA,NA,0,0.1,9.99,NA,14716,FleaFlicker,14071,8,@CINSun 4:25 PM,NA,RB30,0.6,66.4,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,TEN,NA,15.6,65.7,NA,0.3,2,2,12.8,NA,NA,0.1,0.1,9.9,NA,14759,FleaFlicker,14085,0,@ARISun 4:05 PM,NA,RB26,0.4,78.5,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.K. Dobbins,RB,DEN,NA,12.4,59.9,NA,0.4,1.6,1.6,8.8,NA,NA,0.1,0.1,9.65,NA,15555,FleaFlicker,14800,2,@PHISun 1:00 PM,NA,RB24,0.5,68.7,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,11.3,54.3,NA,0.3,2.4,2.4,14.2,NA,NA,0.1,0.1,9.57,NA,16361,FleaFlicker,15261,4,MIASun 1:00 PM,NA,RB20,0.5,68.5,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,RB,ARI,NA,9,43.4,NA,0.3,2.2,2.2,14.7,NA,NA,0.1,0,8.27,NA,17978,FleaFlicker,16385,8,TENSun 4:05 PM,NA,RB92,0.4,58.1,56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacory Croskey-Merritt,RB,WAS,NA,10.2,46.1,NA,0.4,1.4,1.4,10.2,NA,NA,0.1,0.1,8.03,NA,19509,FleaFlicker,17256,2,@LACSun 4:25 PM,NA,RB32,0.4,56.3,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,12.1,43.5,NA,0.2,2.4,2.4,16.6,NA,NA,0.1,0.1,7.95,NA,16882,FleaFlicker,15721,9,@SEASun 4:05 PM,NA,RB56,0.3,60,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,NA,10.6,39.9,NA,0.4,1.4,1.4,9.5,NA,NA,0,0,7.52,NA,17667,FleaFlicker,16169,8,TBSun 4:05 PM,NA,RB37,0.4,49.4,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Carter,RB,ARI,NA,10.4,44.4,NA,0.3,1.6,1.6,10.3,NA,NA,0,0,7.31,NA,16618,FleaFlicker,15258,8,TENSun 4:05 PM,NA,RB87,0.3,54.7,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,8.9,38.6,NA,0.2,2.2,2.2,15.6,NA,NA,0.1,0.1,7,NA,16339,FleaFlicker,15259,4,@BUFSun 8:20 PM,NA,RB40,0.3,54.2,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TreVeyon Henderson,RB,NE,NA,7.3,33.2,NA,0.2,2.5,2.5,18.6,NA,NA,0.1,0.1,6.98,NA,19272,FleaFlicker,17043,4,@BUFSun 8:20 PM,NA,RB27,0.3,51.8,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RJ Harvey,RB,DEN,NA,7.3,31.2,NA,0.2,2.4,2.4,18.1,NA,NA,0.1,0.1,6.55,NA,19290,FleaFlicker,17068,2,@PHISun 1:00 PM,NA,RB28,0.3,49.3,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,KC,NA,9.5,34.1,NA,0.3,1.2,1.2,8.6,NA,NA,0,0,6.51,NA,12934,FleaFlicker,13138,0,@JACMon 8:15 PM,NA,RB58,0.4,42.7,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Chubb,RB,HOU,NA,8.9,38.7,NA,0.3,1.1,1.1,8.2,NA,NA,0.1,0,6.49,NA,13802,FleaFlicker,13610,6,@BALSun 1:00 PM,NA,RB36,0.3,46.9,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,RB,KC,NA,9,38,NA,0.2,1.6,1.6,11.2,NA,NA,0.1,0,6.48,NA,17029,FleaFlicker,15749,0,@JACMon 8:15 PM,NA,RB33,0.3,49.2,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bucky Irving,RB,TB,NA,3.8,28.8,NA,0.2,2,2,16.8,NA,NA,0.1,0,6.24,NA,18479,FleaFlicker,16598,9,@SEASun 4:05 PM,NA,RB9,0.3,45.7,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,CAR,NA,9.2,38.3,NA,0.2,1.2,1.2,7.8,NA,NA,0.1,0.1,6.09,NA,15904,FleaFlicker,14823,4,MIASun 1:00 PM,NA,RB59,0.3,46.1,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ollie Gordon,RB,MIA,NA,6.6,29.3,NA,0.2,0.9,0.9,7,NA,NA,0,0.1,5.03,NA,19380,FleaFlicker,17059,2,@CARSun 1:00 PM,NA,RB42,0.2,36.3,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Rodriguez,RB,WAS,NA,7.3,33.2,NA,0.2,0.4,0.4,3.1,NA,NA,0,0,4.97,NA,17762,FleaFlicker,16174,2,@LACSun 4:25 PM,NA,RB49,0.2,36.3,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendre Miller,RB,NO,NA,7.5,32.4,NA,0.2,0.7,0.7,4.4,NA,NA,0,0,4.96,NA,17661,FleaFlicker,16171,1,NYGSun 1:00 PM,NA,RB57,0.2,36.8,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhayshul Tuten,RB,JAC,NA,6.6,27.5,NA,0.2,0.9,0.9,8,NA,NA,0,0.1,4.89,NA,19349,FleaFlicker,17052,8,KCMon 8:15 PM,NA,RB35,0.2,35.5,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Corum,RB,LAR,NA,7.4,30.9,NA,0.2,0.7,0.7,4.7,NA,NA,0,0,4.82,NA,18441,FleaFlicker,16593,8,SFL 23-26,4.82,RB41,0.2,35.6,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Davis,RB,NYJ,NA,6,26.3,NA,0.1,1.2,1.2,9.4,NA,NA,0.1,0,4.79,NA,18492,FleaFlicker,16752,9,DALSun 1:00 PM,NA,RB68,0.2,35.7,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRDTyjae Spears,RB,TEN,NA,4.9,20.2,NA,0.1,1.6,1.6,11.6,NA,NA,0.1,0,4.22,NA,17624,FleaFlicker,16165,0,@ARISun 4:05 PM,NA,RB46,0.2,31.9,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justice Hill,RB,BAL,NA,2.8,13.4,NA,0.1,2.4,2.4,18.6,NA,NA,0.1,0,4.15,NA,14767,FleaFlicker,14086,7,HOUSun 1:00 PM,NA,RB75,0.2,31.9,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,NA,6.6,27,NA,0.1,0.9,0.9,5.6,NA,NA,0,0,4.12,NA,14736,FleaFlicker,14080,4,@NOSun 1:00 PM,NA,RB74,0.1,32.6,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,WAS,NA,3.8,21.2,NA,0.2,1.1,1.1,6.7,NA,NA,0,0.1,4.01,NA,12999,FleaFlicker,13143,2,@LACSun 4:25 PM,NA,RB61,0.2,27.9,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles Sanders,RB,DAL,NA,5.1,21.4,NA,0.1,1.3,1.3,7.1,NA,NA,0,0.1,3.83,NA,14745,FleaFlicker,14079,0,@NYJSun 1:00 PM,NA,RB64,0.2,28.4,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,NA,6.9,25.7,NA,0.1,0.7,0.7,4.5,NA,NA,0,0,3.82,NA,18278,FleaFlicker,16166,9,@SEASun 4:05 PM,NA,RB70,0.1,30.2,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zavier Scott,RB,MIN,NA,4.5,17.9,NA,0.1,1.4,1.4,11.5,NA,NA,0.1,0.1,3.74,NA,18092,FleaFlicker,17337,6,@CLESun 9:30 AM,NA,NA,0.1,29.4,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson,RB,SF,NA,5.5,21.3,NA,0.2,0.5,0.5,3.5,NA,NA,0,0,3.52,NA,16875,FleaFlicker,15716,4,@LARW 26-23,3.52,RB39,0.2,24.9,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Gibson,RB,NE,NA,4.7,20.4,NA,0.1,0.6,0.6,4.1,NA,NA,0,0.1,3.05,NA,15591,FleaFlicker,14852,4,@BUFSun 8:20 PM,NA,RB80,0.1,24.5,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,BUF,NA,2.6,12.4,NA,0.1,0.8,0.8,8.4,NA,NA,0.1,0,2.96,NA,14842,FleaFlicker,14095,7,NESun 8:20 PM,NA,RB81,0.1,20.8,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ray Davis,RB,BUF,NA,3.8,17,NA,0.1,0.4,0.4,3.7,NA,NA,0,0,2.87,NA,18460,FleaFlicker,16603,7,NESun 8:20 PM,NA,RB51,0.1,20.7,56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,LV,NA,2.6,12.2,NA,0.1,0.7,0.7,4.8,NA,NA,0,0,2.58,NA,11455,FleaFlicker,12447,8,@INDSun 1:00 PM,NA,RB94,0.1,16.9,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,1.8,10.4,NA,0.1,1.6,1.6,9.7,NA,NA,0,0,2.51,NA,16974,FleaFlicker,15713,9,MINSun 9:30 AM,NA,RB53,0.1,20.1,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brashard Smith,RB,KC,NA,2.3,9.1,NA,0.1,1.1,1.1,8.8,NA,NA,0.1,0,2.49,NA,19486,FleaFlicker,17049,0,@JACMon 8:15 PM,NA,RB60,0.1,17.8,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,CIN,NA,3.6,13,NA,0.1,0.9,0.9,7.4,NA,NA,0,0.1,2.28,NA,13011,FleaFlicker,13133,0,DETSun 4:25 PM,NA,RB84,0.1,20.3,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hassan Haskins,RB,LAC,NA,2.7,10.1,NA,0.1,0.3,0.3,3.1,NA,NA,0.1,0.1,2.06,NA,16913,FleaFlicker,15720,2,WASSun 4:25 PM,NA,RB98,0.2,13.2,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Sampson,RB,CLE,NA,1.8,6.4,NA,0,1,1,7,NA,NA,0,0,1.74,NA,19359,FleaFlicker,17047,9,MINSun 9:30 AM,NA,RB50,0.1,13.4,49%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0.4,1.4,NA,0,1.3,1.3,11.9,NA,NA,0.1,0,1.73,NA,9410,FleaFlicker,11367,4,@LARW 26-23,1.73,NA,0.1,13.3,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Etienne,RB,CAR,NA,2.8,10.8,NA,0.1,0.1,0.1,1.1,NA,NA,0,0,1.73,NA,19365,FleaFlicker,17056,4,MIASun 1:00 PM,NA,RB83,0.1,11.9,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keaton Mitchell,RB,BAL,NA,2.2,10.3,NA,0.1,0.2,0.2,2.5,NA,NA,0,0,1.58,NA,18174,FleaFlicker,16178,7,HOUSun 1:00 PM,NA,RB65,0.1,12.8,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LeQuint Allen,RB,JAC,NA,1,5.7,NA,0.1,0.6,0.6,4.7,NA,NA,0,0,1.56,NA,19471,FleaFlicker,17061,8,KCMon 8:15 PM,NA,RB67,0.1,10.4,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cody Schrader,RB,JAC,NA,1.8,8,NA,0.1,0.2,0.2,1.4,NA,NA,0,0,1.54,NA,18677,FleaFlicker,16600,8,KCMon 8:15 PM,NA,NA,0.1,9.4,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRPhil Mafah,RB,DAL,NA,1.8,7.5,NA,0.1,0.2,0.2,1.5,NA,NA,0,0,1.5,NA,19507,FleaFlicker,17063,0,@NYJSun 1:00 PM,NA,NA,0.1,9,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Shipley,RB,PHI,NA,1.9,9.2,NA,0.1,0.3,0.3,2.1,NA,NA,0,0,1.47,NA,18476,FleaFlicker,16601,9,DENSun 1:00 PM,NA,RB71,0.1,11.3,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Giddens,RB,IND,NA,1.4,7.5,NA,0.1,0.2,0.2,1.5,NA,NA,0,0,1.42,NA,19390,FleaFlicker,17060,1,LVSun 1:00 PM,NA,RB55,0.1,9,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Badie,RB,DEN,NA,1.2,5.7,NA,0,0.7,0.7,5.6,NA,NA,0,0,1.41,NA,16972,FleaFlicker,15718,2,@PHISun 1:00 PM,NA,RB86,0.1,11.2,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Neal,RB,NO,NA,0.9,7.8,NA,0.1,0.1,0.1,1.2,NA,NA,0,0,1.26,NA,19434,FleaFlicker,17046,1,NYGSun 1:00 PM,NA,RB85,0.1,8.9,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaydon Blue,RB,DAL,NA,0.9,5.2,NA,0.1,0.1,0.1,1.3,NA,NA,0,0,1.06,NA,19421,FleaFlicker,17069,0,@NYJSun 1:00 PM,NA,RB63,0.1,6.4,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
