player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,fumble_TD
Derrick Henry,RB,BAL,NA,16.4,79.9,NA,0.8,1,1,9.4,NA,NA,0,0.1,13.47,NA,12042,FleaFlicker,12626,7,@MINSun 1:00 PM,RB5,0.8,89.2,98%,NA,NA
Saquon Barkley,RB,PHI,NA,16.1,71.5,NA,0.5,2.8,2.8,19.1,NA,NA,0.2,0.1,12.73,NA,13778,FleaFlicker,13604,9,@GBMon 8:15 PM,RB9,0.6,90.6,99%,NA,NA
Kyren Williams,RB,LAR,NA,15.9,70.3,NA,0.6,2.5,2.5,16.5,NA,NA,0.1,0.1,12.56,NA,17004,FleaFlicker,15710,8,@SFSun 4:25 PM,RB10,0.7,86.8,98%,NA,NA
Quinshon Judkins,RB,CLE,NA,17.1,74.1,NA,0.6,1.5,1.5,12,NA,NA,0.1,0.1,12.17,NA,19303,FleaFlicker,17051,9,@NYJSun 1:00 PM,RB14,0.6,86.1,92%,NA,NA
Breece Hall,RB,NYJ,NA,17.3,73,NA,0.3,2.5,2.5,20.7,NA,NA,0.1,0.1,11.59,NA,16834,FleaFlicker,15708,9,CLESun 1:00 PM,RB17,0.4,93.7,97%,NA,NA
Ashton Jeanty,RB,LV,NA,15.8,60.5,NA,0.4,2.9,2.9,20.7,NA,NA,0.2,0.1,11.42,NA,19247,FleaFlicker,17042,8,@DENThu 8:15 PM,RB11,0.6,81.2,95%,NA,NA
Jaylen Warren,RB,PIT,NA,13.9,63.6,NA,0.4,3,3,22.1,NA,NA,0.1,0.1,11.36,NA,17137,FleaFlicker,15742,5,@LACSun 8:20 PM,RB19,0.5,85.8,94%,NA,NA
J.K. Dobbins,RB,DEN,NA,16.2,74.4,NA,0.5,1.3,1.3,6.5,NA,NA,0.1,0.1,11.35,NA,15555,FleaFlicker,14800,2,LVThu 8:15 PM,RB20,0.6,80.9,95%,NA,NA
Travis Etienne,RB,JAC,NA,16.2,64.8,NA,0.4,2.4,2.4,16.3,NA,NA,0.1,0.1,10.77,NA,16241,FleaFlicker,15253,8,@HOUSun 1:00 PM,RB18,0.5,81.1,96%,NA,NA
Kenneth Walker,RB,SEA,NA,13.9,60.5,NA,0.5,1.7,1.7,11.6,NA,NA,0,0.1,10.19,NA,16890,FleaFlicker,15711,8,ARISun 4:05 PM,RB21,0.5,72.2,96%,NA,NA
D'Andre Swift,RB,CHI,NA,9.7,51.7,NA,0.4,2.1,2.1,18,NA,NA,0.1,0.1,10.01,NA,15601,FleaFlicker,14797,5,NYGSun 1:00 PM,RB22,0.5,69.7,96%,NA,NA
Kyle Monangai,RB,CHI,NA,14.1,59.5,NA,0.4,1.5,1.5,11.6,NA,NA,0.1,0.1,9.69,NA,19543,FleaFlicker,17066,5,NYGSun 1:00 PM,NA,0.5,71,73%,NA,NA
David Montgomery,RB,DET,NA,10.8,46,NA,0.5,1.6,1.6,14.9,NA,NA,0.1,0.1,9.38,NA,14716,FleaFlicker,14071,8,@WASSun 4:25 PM,RB24,0.6,61,96%,NA,NA
Alvin Kamara,RB,NO,NA,13.3,53.9,NA,0.2,3,3,21.1,NA,NA,0.1,0.1,9.08,NA,12965,FleaFlicker,13132,1,@CARSun 1:00 PM,NA,0.3,75,95%,NA,NA
Kimani Vidal,RB,LAC,NA,11.9,51.2,NA,0.3,1.8,1.8,11.6,NA,NA,0.1,0.1,8.75,NA,18523,FleaFlicker,16757,2,PITSun 8:20 PM,NA,0.4,62.9,79%,NA,NA
Tyrone Tracy,RB,NYG,NA,10.7,47.1,NA,0.3,2.3,2.3,18.6,NA,NA,0.1,0,8.53,NA,18534,FleaFlicker,16747,4,@CHISun 1:00 PM,NA,0.3,65.6,87%,NA,NA
Woody Marks,RB,HOU,NA,10.6,42.4,NA,0.3,2.1,2.1,19.2,NA,NA,0.1,0,8.48,NA,19351,FleaFlicker,17053,6,JACSun 1:00 PM,NA,0.4,61.7,71%,NA,NA
Bucky Irving,RB,TB,NA,10.2,43.1,NA,0.3,2,2,16.6,NA,NA,0.1,0,8.41,NA,18479,FleaFlicker,16598,9,NESun 1:00 PM,RB13,0.4,59.7,96%,NA,NA
Rachaad White,RB,TB,NA,8.8,36.6,NA,0.4,2.5,2.5,17.6,NA,NA,0.1,0.1,8.3,NA,16882,FleaFlicker,15721,9,NESun 1:00 PM,NA,0.5,54.2,88%,NA,NA
Zach Charbonnet,RB,SEA,NA,9.9,41.1,NA,0.5,1.1,1.1,8.5,NA,NA,0,0,8.27,NA,17667,FleaFlicker,16169,8,ARISun 4:05 PM,NA,0.6,49.6,86%,NA,NA
Jacory Croskey-Merritt,RB,WAS,NA,11.3,50.2,NA,0.4,1.1,1.1,9.5,NA,NA,0,0.1,8.13,NA,19509,FleaFlicker,17256,2,DETSun 4:25 PM,RB26,0.4,59.7,84%,NA,NA
Aaron Jones,RB,MIN,NA,9.5,44.1,NA,0.2,2.4,2.4,18.1,NA,NA,0.1,0.1,7.86,NA,13111,FleaFlicker,13319,6,BALSun 1:00 PM,NA,0.3,62.2,88%,NA,NA
TreVeyon Henderson,RB,NE,NA,10.8,41.9,NA,0.2,2.5,2.5,19.1,NA,NA,0.1,0.1,7.78,NA,19272,FleaFlicker,17043,4,@TBSun 1:00 PM,RB25,0.3,61,88%,NA,NA
Jordan Mason,RB,MIN,NA,10,44.4,NA,0.3,1,1,5.4,NA,NA,0,0.1,6.88,NA,17167,FleaFlicker,15972,6,BALSun 1:00 PM,NA,0.3,49.7,88%,NA,NA
RJ Harvey,RB,DEN,NA,5.8,24.3,NA,0.2,2.1,2.1,16.5,NA,NA,0.2,0,6.62,NA,19290,FleaFlicker,17068,2,LVThu 8:15 PM,NA,0.4,40.7,87%,NA,NA
Nick Chubb,RB,HOU,NA,10.7,42.2,NA,0.3,0.9,0.9,5.9,NA,NA,0,0,6.49,NA,13802,FleaFlicker,13610,6,JACSun 1:00 PM,NA,0.3,48,78%,NA,NA
Emari Demercado,RB,ARI,NA,7.9,40.5,NA,0.3,1.2,1.2,7.7,NA,NA,0.1,0.1,6.48,NA,17978,FleaFlicker,16385,8,@SEASun 4:05 PM,NA,0.3,48.2,30%,NA,NA
Devin Singletary,RB,NYG,NA,9.3,40.6,NA,0.2,1.2,1.2,9.2,NA,NA,0,0,6.46,NA,14736,FleaFlicker,14080,4,@CHISun 1:00 PM,NA,0.3,49.8,37%,NA,NA
Rhamondre Stevenson,RB,NE,NA,6.8,30.4,NA,0.3,1.4,1.4,10.7,NA,NA,0.1,0.1,6.27,NA,16339,FleaFlicker,15259,4,@TBSun 1:00 PM,NA,0.4,41,87%,NA,NA
Kenneth Gainwell,RB,PIT,NA,6.5,29.5,NA,0.2,2.2,2.2,13.6,NA,NA,0.1,0.1,5.97,NA,16480,FleaFlicker,15255,5,@LACSun 8:20 PM,NA,0.3,43.1,58%,NA,NA
Bam Knight,RB,ARI,NA,8.9,33.7,NA,0.2,1.5,1.5,10,NA,NA,0,0.1,5.91,NA,17486,FleaFlicker,15727,8,@SEASun 4:05 PM,NA,0.3,43.8,51%,NA,NA
Chuba Hubbard,RB,CAR,NA,7,29.2,NA,0.2,0.9,0.9,5.8,NA,NA,0.1,0,5.08,NA,16361,FleaFlicker,15261,4,NOSun 1:00 PM,NA,0.3,35,90%,NA,NA
Blake Corum,RB,LAR,NA,7.8,31.4,NA,0.2,0.6,0.6,4.1,NA,NA,0,0,4.83,NA,18441,FleaFlicker,16593,8,@SFSun 4:25 PM,NA,0.2,35.5,43%,NA,NA
Isaiah Davis,RB,NYJ,NA,5.9,26.2,NA,0.1,1.5,1.5,12.9,NA,NA,0,0,4.83,NA,18492,FleaFlicker,16752,9,CLESun 1:00 PM,NA,0.2,39.1,35%,NA,NA
Tyler Allgeier,RB,ATL,NA,6.7,26.3,NA,0.3,0.4,0.4,3,NA,NA,0,0,4.69,NA,16993,FleaFlicker,15712,5,@INDSun 9:30 AM,NA,0.3,29.3,69%,NA,NA
Bhayshul Tuten,RB,JAC,NA,5.7,22.6,NA,0.2,0.9,0.9,6.9,NA,NA,0.1,0,4.47,NA,19349,FleaFlicker,17052,8,@HOUSun 1:00 PM,NA,0.3,29.5,56%,NA,NA
Ollie Gordon,RB,MIA,NA,5,22.2,NA,0.2,1,1,7.3,NA,NA,0.1,0,4.29,NA,19380,FleaFlicker,17059,2,BUFSun 1:00 PM,NA,0.2,29.5,42%,NA,NA
Chris Rodriguez,RB,WAS,NA,7,28.8,NA,0.2,0.1,0.1,1.3,NA,NA,0,0,4.23,NA,17762,FleaFlicker,16174,2,DETSun 4:25 PM,NA,0.2,30,23%,NA,NA
Emanuel Wilson,RB,GB,NA,5.7,24.5,NA,0.1,1.2,1.2,7.5,NA,NA,0,0,4.16,NA,18234,FleaFlicker,16432,5,PHIMon 8:15 PM,NA,0.2,32.1,27%,NA,NA
Jaret Patterson,RB,LAC,NA,6,24.9,NA,0.1,0.4,0.4,4.2,NA,NA,0,0.1,3.75,NA,16630,FleaFlicker,15260,2,PITSun 8:20 PM,NA,0.2,29.1,5%,NA,NA
Jeremy McNichols,RB,WAS,NA,2.2,13,NA,0.1,1.9,1.9,15.3,NA,NA,0.1,0.1,3.69,NA,12999,FleaFlicker,13143,2,DETSun 4:25 PM,NA,0.2,28.3,27%,NA,NA
Sean Tucker,RB,TB,NA,4.9,21.2,NA,0.2,0.4,0.4,3,NA,NA,0,0,3.62,NA,18278,FleaFlicker,16166,9,NESun 1:00 PM,NA,0.2,24.1,23%,NA,NA
Ty Johnson,RB,BUF,NA,2.8,15.8,NA,0.1,0.9,0.9,9.2,NA,NA,0.1,0,3.61,NA,14842,FleaFlicker,14095,7,@MIASun 1:00 PM,NA,0.2,25.1,14%,NA,NA
Jerome Ford,RB,CLE,NA,2.8,12.8,NA,0.1,1.8,1.8,10.5,NA,NA,0.1,0,3.33,NA,16974,FleaFlicker,15713,9,@NYJSun 1:00 PM,NA,0.2,23.3,45%,NA,NA
Justice Hill,RB,BAL,NA,1.7,7.6,NA,0,2,2,17.2,NA,NA,0.1,0,3.28,NA,14767,FleaFlicker,14086,7,@MINSun 1:00 PM,NA,0.1,24.8,39%,NA,NA
Devin Neal,RB,NO,NA,3.7,18.9,NA,0.1,0.9,0.9,6.3,NA,NA,0,0,3.26,NA,19434,FleaFlicker,17046,1,@CARSun 1:00 PM,NA,0.1,25.2,28%,NA,NA
Terrell Jennings,RB,NE,NA,5.3,17.9,NA,0.1,0.4,0.4,3.3,NA,NA,0,0,2.94,NA,19190,FleaFlicker,16957,4,@TBSun 1:00 PM,NA,0.1,21.2,15%,NA,NA
Dylan Sampson,RB,CLE,NA,3.2,11.5,NA,0.1,1.5,1.5,11,NA,NA,0.1,0,2.89,NA,19359,FleaFlicker,17047,9,@NYJSun 1:00 PM,NA,0.1,22.5,44%,NA,NA
Raheem Mostert,RB,LV,NA,3.2,12.6,NA,0.1,0.8,0.8,5.5,NA,NA,0,0,2.63,NA,11455,FleaFlicker,12447,8,@DENThu 8:15 PM,NA,0.1,18.1,19%,NA,NA
Brian Robinson,RB,SF,NA,4.9,18.2,NA,0.1,0.3,0.3,2.2,NA,NA,0,0,2.6,NA,16875,FleaFlicker,15716,4,LARSun 4:25 PM,NA,0.1,20.4,62%,NA,NA
Keaton Mitchell,RB,BAL,NA,2.7,14.6,NA,0.1,0.6,0.6,4.6,NA,NA,0,0,2.56,NA,18174,FleaFlicker,16178,7,@MINSun 1:00 PM,NA,0.1,19.2,19%,NA,NA
Ray Davis,RB,BUF,NA,2.5,11,NA,0.1,0.3,0.3,2.6,NA,NA,0.1,0,2.18,NA,18460,FleaFlicker,16603,7,@MIASun 1:00 PM,NA,0.1,13.6,50%,NA,NA
Ameer Abdullah,RB,IND,NA,2.1,9.8,NA,0.1,0.5,0.5,3,NA,NA,0,0,1.94,NA,11207,FleaFlicker,12155,1,ATLSun 9:30 AM,NA,0.1,12.8,5%,NA,NA
IRTrey Benson,RB,ARI,NA,2.3,10.6,NA,0.1,0.3,0.3,2.3,NA,NA,0,0,1.71,NA,18442,FleaFlicker,16594,8,@SEASun 4:05 PM,NA,0.1,12.9,76%,NA,NA
Tank Bigsby,RB,PHI,NA,2.8,11.8,NA,0.1,0.1,0.1,0.7,NA,NA,0,0,1.65,NA,17625,FleaFlicker,16164,9,@GBMon 8:15 PM,NA,0.1,12.5,54%,NA,NA
Kyle Juszczyk,RB,SF,NA,0.4,1.3,NA,0,1.1,1.1,9.4,NA,NA,0.1,0,1.41,NA,9410,FleaFlicker,11367,4,LARSun 4:25 PM,NA,0.1,10.7,5%,NA,NA
IRDMarShawn Lloyd,RB,GB,NA,1.6,6.9,NA,0.1,0.4,0.4,2.7,NA,NA,0,0,1.38,NA,18449,FleaFlicker,16604,5,PHIMon 8:15 PM,NA,0.1,9.6,26%,NA,NA
Tyler Badie,RB,DEN,NA,0.4,3.6,NA,0,0.9,0.9,6.4,NA,NA,0,0,1.3,NA,16972,FleaFlicker,15718,2,LVThu 8:15 PM,NA,0.1,10,5%,NA,NA
LeQuint Allen,RB,JAC,NA,1.1,4.6,NA,0,0.7,0.7,4.7,NA,NA,0,0,1.23,NA,19471,FleaFlicker,17061,8,@HOUSun 1:00 PM,NA,0.1,9.3,13%,NA,NA
Will Shipley,RB,PHI,NA,1.6,5.9,NA,0,0.5,0.5,3.3,NA,NA,0,0,1.22,NA,18476,FleaFlicker,16601,9,@GBMon 8:15 PM,NA,0.1,9.2,20%,NA,NA
Chris Brooks,RB,GB,NA,0.6,3.6,NA,0,0.5,0.5,4.1,NA,NA,0,0,0.95,NA,18169,FleaFlicker,16387,5,PHIMon 8:15 PM,NA,0,7.6,5%,NA,NA
Kaleb Johnson,RB,PIT,NA,0.6,4.6,NA,0,0.2,0.2,1.6,NA,NA,0,0,0.92,NA,19300,FleaFlicker,17048,5,@LACSun 8:20 PM,NA,0.1,6.1,55%,NA,NA
Isaac Guerendo,RB,SF,NA,1.2,4.6,NA,0,0.1,0.1,1.1,NA,NA,0,0,0.81,NA,18482,FleaFlicker,16688,4,LARSun 4:25 PM,NA,0,5.7,31%,NA,NA
Michael Carter,RB,ARI,NA,0,3.5,NA,0,0.2,0.2,1.4,NA,NA,0,0,0.8,NA,16618,FleaFlicker,15258,8,@SEASun 4:05 PM,NA,0.1,5,28%,NA,NA
Brittain Brown,RB,CHI,NA,1.5,5,NA,0,0.2,0.2,1.1,NA,NA,0,0,0.79,NA,17032,FleaFlicker,15953,5,NYGSun 1:00 PM,NA,0,6.1,1%,NA,NA
George Holani,RB,SEA,NA,1.2,4.6,NA,0,0.3,0.3,2,NA,NA,0,0,0.78,NA,18889,FleaFlicker,16608,8,ARISun 4:05 PM,NA,0,6.6,5%,NA,NA
Roschon Johnson,RB,CHI,NA,1.2,4.7,NA,0,0.1,0.1,0.5,NA,NA,0,0,0.76,NA,17716,FleaFlicker,16175,5,NYGSun 1:00 PM,NA,0,5.2,18%,NA,NA
IRTy Chandler,RB,MIN,NA,0.9,4,NA,0.1,0.1,0.1,0.5,NA,NA,0,0,0.75,NA,17020,FleaFlicker,15723,6,BALSun 1:00 PM,NA,0.1,4.5,6%,NA,NA
Dare Ogunbowale,RB,HOU,NA,0.5,2,NA,0,0.4,0.4,3.5,NA,NA,0,0,0.73,NA,13581,FleaFlicker,13148,6,JACSun 1:00 PM,NA,0,5.4,3%,NA,NA
Audric Estime,RB,NO,NA,0.9,3.8,NA,0.1,0.1,0.1,0.1,NA,NA,0,0,0.7,NA,18515,FleaFlicker,16595,1,@CARSun 1:00 PM,NA,0.1,4,9%,NA,NA
DJ Giddens,RB,IND,NA,0.9,4.2,NA,0,0.1,0.1,0.4,NA,NA,0,0,0.7,NA,19390,FleaFlicker,17060,1,ATLSun 9:30 AM,NA,0,4.6,27%,NA,NA
Jaylen Wright,RB,MIA,NA,0.8,4.7,NA,0,0.1,0.1,0.6,NA,NA,0,0,0.69,NA,18459,FleaFlicker,16610,2,BUFSun 1:00 PM,NA,0,5.3,30%,NA,NA
Christian McCaffrey,RB,SF,NA,NA,70.01,NA,0.65,NA,5.67,50.44,NA,NA,0.43,0.11,23.98,NA,2557997,NFL,13130,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,NA,92.42,NA,1.11,NA,3.32,24.4,NA,NA,0.22,0.09,22.8,NA,2564148,NFL,14802,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,NA,80.39,NA,0.84,NA,3.44,29.6,NA,NA,0.28,0.08,21,NA,2569747,NFL,16162,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,NA,66.14,NA,0.29,NA,5.47,34.43,NA,NA,0.5,0.09,20.09,NA,2570062,NFL,16167,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,NA,78.96,NA,0.42,NA,4.41,34.64,NA,NA,0.26,0.08,19.69,NA,2569558,NFL,16161,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,GB,NA,NA,62.67,NA,1.18,NA,2.19,17.43,NA,NA,0.11,0.08,17.78,NA,2562377,NFL,14073,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,NA,81.9,NA,0.6,NA,2.36,18.2,NA,NA,0.18,0.09,16.87,NA,2567328,NFL,15715,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,CAR,NA,NA,81.51,NA,0.57,NA,2.52,17.65,NA,NA,0.18,0.14,16.72,NA,2565295,NFL,14823,NA,NA,NA,NA,NA,NA,NA,0.01
Rachaad White,RB,TB,NA,NA,52.42,NA,0.62,NA,3.7,24.74,NA,NA,0.28,0.14,16.6,NA,2568315,NFL,15721,NA,NA,NA,NA,NA,NA,NA,0.01
Saquon Barkley,RB,PHI,NA,NA,76.39,NA,0.51,NA,2.85,17.35,NA,NA,0.2,0.08,16.32,NA,2560968,NFL,13604,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,NA,76.15,NA,0.65,NA,2.25,14.11,NA,NA,0.2,0.09,16.2,NA,2567862,NFL,15710,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,NA,79.4,NA,0.89,NA,1.02,9.27,NA,NA,0.09,0.08,15.61,NA,2556075,NFL,12626,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,NA,NA,67.91,NA,0.54,NA,2.7,19.48,NA,NA,0.15,0.07,15.44,NA,2568493,NFL,15742,NA,NA,NA,NA,NA,NA,NA,NA
Ashton Jeanty,RB,LV,NA,NA,58.15,NA,0.48,NA,2.85,20.15,NA,NA,0.22,0.07,14.74,NA,2574298,NFL,17042,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,NA,66.23,NA,0.33,NA,2.72,21.49,NA,NA,0.16,0.08,14.27,NA,2568030,NFL,15708,NA,NA,NA,NA,NA,NA,NA,NA
Quinshon Judkins,RB,CLE,NA,NA,71.1,NA,0.6,NA,1.4,11.79,NA,NA,0.1,0.09,13.71,NA,2574053,NFL,17051,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,CHI,NA,NA,54.56,NA,0.54,NA,2.12,15.34,NA,NA,0.1,0.05,12.85,NA,2563965,NFL,14797,NA,NA,NA,NA,NA,NA,NA,NA
Kimani Vidal,RB,LAC,NA,NA,53.43,NA,0.48,NA,2.05,15.5,NA,NA,0.17,0.08,12.68,NA,2572486,NFL,16757,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAX,NA,NA,54.47,NA,0.39,NA,2.3,15.39,NA,NA,0.1,0.07,12.09,NA,2566157,NFL,15253,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,NA,NA,43.37,NA,0.54,NA,1.91,17.7,NA,NA,0.13,0.05,11.94,NA,2562502,NFL,14071,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,NA,56.79,NA,0.2,NA,2.66,17.49,NA,NA,0.12,0.07,11.87,NA,2558019,NFL,13132,NA,NA,NA,NA,NA,NA,NA,NA
Woody Marks,RB,HOU,NA,NA,49.55,NA,0.3,NA,2.02,19.34,NA,NA,0.17,0.07,11.59,NA,2574174,NFL,17053,NA,NA,NA,NA,NA,NA,NA,NA
Tyrone Tracy Jr.,RB,NYG,NA,NA,52.84,NA,0.16,NA,2.36,20.13,NA,NA,0.17,0.05,11.54,NA,2572351,NFL,16747,NA,NA,NA,NA,NA,NA,NA,NA
J.K. Dobbins,RB,DEN,NA,NA,65.39,NA,0.49,NA,1.08,6.09,NA,NA,0.06,0.11,11.31,NA,2563548,NFL,14800,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,NA,40.26,NA,0.48,NA,2.04,15.02,NA,NA,0.11,0.08,10.95,NA,2566343,NFL,15259,NA,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,RB,ARI,NA,NA,53.36,NA,0.33,NA,1.81,11.68,NA,NA,0.11,0.05,10.85,NA,2571065,NFL,16385,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker III,RB,SEA,NA,NA,54.34,NA,0.41,NA,1.47,10.92,NA,NA,0.09,0.08,10.84,NA,2568282,NFL,15711,NA,NA,NA,NA,NA,NA,NA,NA
Jacory Croskey-Merritt,RB,WAS,NA,NA,55.64,NA,0.42,NA,0.92,8.68,NA,NA,0.08,0.07,10.21,NA,2574608,NFL,17256,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PIT,NA,NA,34.98,NA,0.35,NA,2.42,13.98,NA,NA,0.15,0.06,10.2,NA,2566397,NFL,15255,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,NA,NA,43.26,NA,0.55,NA,1.22,9.34,NA,NA,0.08,0.06,10.14,NA,2570335,NFL,16169,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones,RB,MIN,NA,NA,44.15,NA,0.23,NA,2.2,13.66,NA,NA,0.15,0.07,10.12,NA,2558116,NFL,13319,NA,NA,NA,NA,NA,NA,NA,NA
RJ Harvey,RB,DEN,NA,NA,23.16,NA,0.12,NA,2.79,20.79,NA,NA,0.25,0.05,9.31,NA,2574090,NFL,17068,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Monangai,RB,CHI,NA,NA,42.96,NA,0.33,NA,1.37,11.37,NA,NA,0.08,0.05,9.16,NA,2574015,NFL,17066,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,NA,NA,43.1,NA,0.29,NA,1.53,10.97,NA,NA,0.1,0.06,9.16,NA,2562734,NFL,14080,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,MIN,NA,NA,45.75,NA,0.33,NA,1.02,6.39,NA,NA,0.05,0.06,8.39,NA,2569257,NFL,15972,NA,NA,NA,NA,NA,NA,NA,NA
TreVeyon Henderson,RB,NE,NA,NA,26.38,NA,0.14,NA,2.02,15.44,NA,NA,0.12,0.03,7.7,NA,2574374,NFL,17043,NA,NA,NA,NA,NA,NA,NA,NA
Bam Knight,RB,ARI,NA,NA,29.25,NA,0.32,NA,1.42,10.77,NA,NA,0.07,0.05,7.66,NA,2568036,NFL,15727,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,NA,NA,24.53,NA,0.24,NA,1.26,10.06,NA,NA,0.11,0.08,7.44,NA,2571629,NFL,16166,NA,NA,NA,NA,NA,NA,0.13,NA
Isaiah Davis,RB,NYJ,NA,NA,27.38,NA,0.2,NA,1.27,10.74,NA,NA,0.08,0.03,6.7,NA,2572360,NFL,16752,NA,NA,NA,NA,NA,NA,NA,NA
Nick Chubb,RB,HOU,NA,NA,40,NA,0.21,NA,0.72,4.91,NA,NA,0.05,0.05,6.67,NA,2561021,NFL,13610,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,NA,27.86,NA,0.46,NA,0.56,4.17,NA,NA,0.03,0.04,6.62,NA,2567232,NFL,15712,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,BUF,NA,NA,24,NA,0.16,NA,1.31,13.12,NA,NA,0.12,0.04,6.62,NA,2562293,NFL,14095,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,WAS,NA,NA,18.32,NA,0.15,NA,1.5,12.39,NA,NA,0.12,0.03,6.13,NA,2557977,NFL,13143,NA,NA,NA,NA,NA,NA,NA,NA
Devin Neal,RB,NO,NA,NA,29.25,NA,0.2,NA,0.85,6.72,NA,NA,0.06,0.03,5.95,NA,2574402,NFL,17046,NA,NA,NA,NA,NA,NA,NA,NA
Bhayshul Tuten,RB,JAX,NA,NA,22.59,NA,0.22,NA,1.04,8.94,NA,NA,0.06,0.04,5.79,NA,2574235,NFL,17052,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,NA,30.01,NA,0.14,NA,0.86,5.04,NA,NA,0.05,0.04,5.43,NA,2565899,NFL,15261,NA,NA,NA,NA,NA,NA,NA,NA
Emanuel Wilson,RB,GB,NA,NA,23.23,NA,0.15,NA,1.07,7.44,NA,NA,0.07,0.04,5.38,NA,2570912,NFL,16432,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,NA,14.81,NA,0.14,NA,1.6,9.12,NA,NA,0.09,0.03,5.31,NA,2567469,NFL,15713,NA,NA,NA,NA,NA,NA,NA,NA
Blake Corum,RB,LAR,NA,NA,25.48,NA,0.16,NA,0.69,5.43,NA,NA,0.06,0.04,5.02,NA,2572189,NFL,16593,NA,NA,NA,NA,NA,NA,NA,NA
Ollie Gordon II,RB,MIA,NA,NA,24.29,NA,0.18,NA,0.65,5.07,NA,NA,0.06,0.03,4.97,NA,2574322,NFL,17059,NA,NA,NA,NA,NA,NA,NA,NA
Justice Hill,RB,BAL,NA,NA,7.59,NA,0.05,NA,1.74,13.66,NA,NA,0.15,0.05,4.97,NA,2562407,NFL,14086,NA,NA,NA,NA,NA,NA,NA,NA
Jaret Patterson,RB,LAC,NA,NA,24.31,NA,0.19,NA,0.68,5.55,NA,NA,0.04,0.04,4.97,NA,2567160,NFL,15260,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Badie,RB,DEN,NA,NA,7.84,NA,0.05,NA,1.34,11.38,NA,NA,0.1,0.02,4.12,NA,2567265,NFL,15718,NA,NA,NA,NA,NA,NA,NA,NA
Chris Rodriguez Jr.,RB,WAS,NA,NA,22.42,NA,0.18,NA,0.35,3.19,NA,NA,0.02,0.03,4.05,NA,2570386,NFL,16174,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Sampson,RB,CLE,NA,NA,7.4,NA,0.09,NA,1.35,9.28,NA,NA,0.08,0.02,4,NA,2574062,NFL,17047,NA,NA,NA,NA,NA,NA,NA,NA
Keaton Mitchell,RB,BAL,NA,NA,15.83,NA,0.12,NA,0.43,4.33,NA,NA,0.04,0.02,3.37,NA,2570428,NFL,16178,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,LV,NA,NA,10.48,NA,0.11,NA,0.62,4.37,NA,NA,0.04,0.02,2.97,NA,2553728,NFL,12447,NA,NA,NA,NA,NA,NA,NA,NA
LeQuint Allen Jr.,RB,JAX,NA,NA,4.6,NA,0.04,NA,0.97,8.15,NA,NA,0.06,0.01,2.83,NA,2574207,NFL,17061,NA,NA,NA,NA,NA,NA,NA,NA
