player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,curr_site_pts,draft_rank,pass_comp_pct,pct_owned,fumble_TD,rec,rec_tgt,rec_yds,rec_tds,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Mitchell Trubisky,QB,BUF,NA,0.6,0.4,5,NA,0.1,0,0.6,0.1,0.5,NA,0,NA,0.49,NA,12893,FleaFlicker,13115,7,NESun 8:20 PM,NA,NA,0/0,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrod Taylor,QB,NYJ,NA,0.6,0.4,4.7,NA,0.1,0,0.6,0.1,0.6,NA,0,NA,0.48,NA,7592,FleaFlicker,10413,9,DALSun 1:00 PM,NA,QB41,0/0,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Lock,QB,SEA,NA,0.7,0.5,4.8,NA,0.1,0,0.7,0.1,0.5,NA,0,NA,0.48,NA,14722,FleaFlicker,14057,8,TBSun 4:05 PM,NA,NA,0/0,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,QB,BUF,NA,NA,NA,246.74,NA,1.78,0.8,NA,NA,32.95,NA,0.61,0.25,21.9,NA,2560955,NFL,13589,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Mahomes,QB,KC,NA,NA,NA,252.5,NA,1.76,0.67,NA,NA,29.44,NA,0.16,0.13,19.5,NA,2558125,NFL,13116,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Fields,QB,NYJ,NA,NA,NA,213.59,NA,1.31,0.79,NA,NA,47.65,NA,0.48,0.29,19.33,NA,2565920,NFL,15238,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Daniels,QB,WAS,NA,NA,NA,200.87,NA,1.34,0.65,NA,NA,49.99,NA,0.42,0.21,19.25,NA,2572564,NFL,16581,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Hurts,QB,PHI,NA,NA,NA,184.77,NA,1.18,0.57,NA,NA,34.63,NA,0.82,0.22,18.97,NA,2564832,NFL,14783,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Herbert,QB,LAC,NA,NA,NA,267.26,NA,1.75,0.59,NA,NA,21.23,NA,0.09,0.18,18.87,NA,2565045,NFL,14779,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyler Murray,QB,ARI,NA,NA,NA,204.39,NA,1.27,0.63,NA,NA,46.16,NA,0.29,0.24,17.93,NA,2562382,NFL,14056,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,TB,NA,NA,NA,229.96,NA,1.76,0.73,NA,NA,25.83,NA,0.13,0.26,17.68,NA,2560800,NFL,13590,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake Maye,QB,NE,NA,NA,NA,219.81,NA,1.4,0.89,NA,NA,41.43,NA,0.21,0.27,17.54,NA,2572294,NFL,16580,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,NA,NA,275.62,NA,1.83,0.72,NA,NA,4.12,NA,0.07,0.2,17.34,NA,2555334,NFL,12611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Jones,QB,IND,NA,NA,NA,216.17,NA,1.18,0.59,NA,NA,30.02,NA,0.4,0.46,16.79,NA,2562299,NFL,14059,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dak Prescott,QB,DAL,NA,NA,NA,257.38,NA,1.73,0.77,NA,NA,9.17,NA,0.08,0.22,16.69,NA,2555260,NFL,12620,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxson Dart,QB,NYG,NA,NA,NA,211.46,NA,1.25,0.78,NA,NA,31.37,NA,0.31,0.21,16.54,NA,2574419,NFL,17032,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tua Tagovailoa,QB,MIA,NA,NA,NA,238.93,NA,1.67,0.66,NA,NA,12.32,NA,0.1,0.24,16.33,NA,2564499,NFL,14778,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bo Nix,QB,DEN,NA,NA,NA,193.13,NA,1.65,0.73,NA,NA,21.48,NA,0.19,0.17,15.87,NA,2572003,NFL,16582,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lawrence,QB,JAX,NA,NA,NA,227.04,NA,1.47,0.82,NA,NA,15.64,NA,0.15,0.26,15.33,NA,2566163,NFL,15237,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Darnold,QB,SEA,NA,NA,NA,233.7,NA,1.53,0.72,NA,NA,10.42,NA,0.1,0.21,15.31,NA,2561036,NFL,13592,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryce Young,QB,CAR,NA,NA,NA,202.07,NA,1.32,0.74,NA,NA,23.52,NA,0.23,0.27,15.13,NA,2569606,NFL,16148,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dillon Gabriel,QB,CLE,NA,NA,NA,222.78,NA,1.5,0.85,NA,NA,14.54,NA,0.15,0.26,15.11,NA,2574045,NFL,17037,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,LV,NA,NA,NA,243.52,NA,1.42,0.85,NA,NA,10.67,NA,0.05,0.16,14.83,NA,2539335,NFL,11150,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Browning,QB,CIN,NA,NA,NA,211.51,NA,1.42,0.8,NA,NA,14.2,NA,0.16,0.17,14.64,NA,2562634,NFL,14358,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spencer Rattler,QB,NO,NA,NA,NA,219.67,NA,1.12,0.75,NA,NA,24.34,NA,0.14,0.32,14.46,NA,2572327,NFL,16586,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carson Wentz,QB,MIN,NA,NA,NA,200.33,NA,1.36,0.75,NA,NA,16.97,NA,0.17,0.17,14.39,NA,2555259,NFL,12610,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,QB,LAR,NA,NA,NA,228.5,NA,1.5,0.78,NA,NA,6.18,NA,0.05,0.14,14.28,NA,79860,NFL,9431,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mac Jones,QB,SF,NA,NA,NA,206.63,NA,1.26,0.87,NA,NA,15.32,NA,0.13,0.41,13.18,NA,2566334,NFL,15241,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Stroud,QB,HOU,NA,NA,NA,212.02,NA,1.11,0.64,NA,NA,10.87,NA,0.05,0.16,12.77,NA,2569819,NFL,16150,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Ward,QB,TEN,NA,NA,NA,178.07,NA,1.18,0.7,NA,NA,13.3,NA,0.11,0.24,12.01,NA,2574164,NFL,17030,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Rush,QB,BAL,NA,NA,NA,161.54,NA,0.97,0.63,NA,NA,15.11,NA,0.18,0.37,10.99,NA,2559242,NFL,13124,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,QB,BUF,NA,31.99,20.76,248.53,NA,1.76,0.7,NA,6.71,36.81,NA,0.57,NA,23.18,NA,53775,FanDuel,13589,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,18,4,Buffalo Bills,4,Buffalo Bills,BUF,19,New England Patriots,NE,WEEKLY
Kyler Murray,QB,ARI,NA,31.14,21.3,213.28,NA,1.48,0.68,NA,7.81,43.87,NA,0.52,NA,20.78,NA,54125,FanDuel,14056,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,2,29,1,Arizona Cardinals,1,Arizona Cardinals,ARI,31,Tennessee Titans,TEN,WEEKLY
Jayden Daniels,QB,WSH,NA,31.09,21.06,225.37,NA,1.44,0.63,NA,8.54,42.44,NA,0.35,NA,20.39,NA,55928,FanDuel,16581,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,3,3,32,Washington Commanders,34,Los Angeles Chargers,LAC,32,Washington Commanders,WSH,WEEKLY
Jalen Hurts,QB,PHI,NA,25.68,17.68,195.2,NA,1.09,0.5,NA,8.16,37.85,NA,0.65,NA,18.97,NA,54662,FanDuel,14783,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4,6,4,24,Philadelphia Eagles,24,Philadelphia Eagles,PHI,10,Denver Broncos,DEN,WEEKLY
Justin Fields,QB,NYJ,NA,27.34,17.38,184.57,NA,1.26,0.66,NA,8.83,48.13,NA,0.47,NA,18.86,NA,54863,FanDuel,15238,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,5,7,32,22,New York Jets,22,New York Jets,NYJ,9,Dallas Cowboys,DAL,WEEKLY
Justin Herbert,QB,LAC,NA,33.49,21.9,252.87,NA,1.66,0.51,NA,3.71,16.68,NA,0.18,NA,18.79,NA,54537,FanDuel,14779,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,8,24,34,Los Angeles Chargers,34,Los Angeles Chargers,LAC,32,Washington Commanders,WSH,WEEKLY
Jared Goff,QB,DET,NA,32.21,23.39,270.89,NA,1.93,0.59,NA,1.48,5.46,NA,0.06,NA,18.65,NA,53082,FanDuel,12611,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,7,9,25,11,Detroit Lions,7,Cincinnati Bengals,CIN,11,Detroit Lions,DET,WEEKLY
Patrick Mahomes,QB,KC,NA,33.8,22.39,227.45,NA,1.61,0.65,NA,4.84,24.29,NA,0.2,NA,18.38,NA,53432,FanDuel,13116,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,8,10,2,16,Kansas City Chiefs,15,Jacksonville Jaguars,JAC,16,Kansas City Chiefs,KC,WEEKLY
Dak Prescott,QB,DAL,NA,36.23,24.53,248.18,NA,1.95,0.73,NA,1.58,7.35,NA,0.1,NA,18.23,NA,53101,FanDuel,12620,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,9,11,27,9,Dallas Cowboys,22,New York Jets,NYJ,9,Dallas Cowboys,DAL,WEEKLY
Baker Mayfield,QB,TB,NA,32.91,22.75,250.81,NA,1.62,0.73,NA,3.86,17.14,NA,0.12,NA,17.72,NA,53777,FanDuel,13590,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10,13,6,30,Tampa Bay Buccaneers,28,Seattle Seahawks,SEA,30,Tampa Bay Buccaneers,TB,WEEKLY
Bo Nix,QB,DEN,NA,36.68,24.21,238.78,NA,1.32,0.8,NA,4.93,23.1,NA,0.16,NA,17.14,NA,55913,FanDuel,16582,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,11,18,12,10,Denver Broncos,24,Philadelphia Eagles,PHI,10,Denver Broncos,DEN,WEEKLY
Drake Maye,QB,NE,NA,32.37,22.19,229.15,NA,1.34,0.72,NA,5.21,25.59,NA,0.21,NA,17.13,NA,55921,FanDuel,16580,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,12,19,15,19,New England Patriots,4,Buffalo Bills,BUF,19,New England Patriots,NE,WEEKLY
Daniel Jones,QB,IND,NA,30.72,20.14,209.19,NA,1.26,0.64,NA,4.81,24.36,NA,0.33,NA,16.96,NA,54168,FanDuel,14059,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,13,21,16,14,Indianapolis Colts,14,Indianapolis Colts,IND,35,Las Vegas Raiders,LV,WEEKLY
Jaxson Dart,QB,NYG,NA,31.53,20.73,225.73,NA,1.18,0.67,NA,5.69,26.82,NA,0.21,NA,16.54,NA,56263,FanDuel,17032,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,14,22,26,21,New York Giants,20,New Orleans Saints,NO,21,New York Giants,NYG,WEEKLY
C.J. Stroud,QB,HOU,NA,31.7,20.27,222.5,NA,1.26,0.62,NA,4.44,20.84,NA,0.18,NA,16.18,NA,55619,FanDuel,16150,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,15,24,30,13,Houston Texans,3,Baltimore Ravens,BAL,13,Houston Texans,HOU,WEEKLY
Matthew Stafford,QB,LA,NA,32.09,21.23,239.73,NA,1.58,0.69,NA,1.43,5.28,NA,0.06,NA,15.97,NA,46,FanDuel,9431,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,16,25,13,33,Los Angeles Rams,33,Los Angeles Rams,LA,27,San Francisco 49ers,SF,WEEKLY
Geno Smith,QB,LV,NA,32.54,22.53,243.09,NA,1.22,0.86,NA,2.58,12.16,NA,0.1,NA,15.34,NA,52081,FanDuel,11150,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,17,28,21,35,Las Vegas Raiders,14,Indianapolis Colts,IND,35,Las Vegas Raiders,LV,WEEKLY
Trevor Lawrence,QB,JAC,NA,32.46,19.42,219.12,NA,1.35,0.74,NA,2.74,12.74,NA,0.15,NA,15.24,NA,54869,FanDuel,15237,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,18,29,17,15,Jacksonville Jaguars,15,Jacksonville Jaguars,JAC,16,Kansas City Chiefs,KC,WEEKLY
Sam Darnold,QB,SEA,NA,29.85,19.95,241.82,NA,1.44,0.85,NA,1.17,5.04,NA,0.06,NA,15.21,NA,53786,FanDuel,13592,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,19,30,9,28,Seattle Seahawks,28,Seattle Seahawks,SEA,30,Tampa Bay Buccaneers,TB,WEEKLY
Tua Tagovailoa,QB,MIA,NA,32.64,23.61,230.13,NA,1.5,0.73,NA,1.07,4.61,NA,0.04,NA,14.82,NA,54530,FanDuel,14778,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,20,31,19,17,Miami Dolphins,5,Carolina Panthers,CAR,17,Miami Dolphins,MIA,WEEKLY
Jake Browning,QB,CIN,NA,31.73,22.37,224.35,NA,1.3,0.75,NA,1.68,7.88,NA,0.07,NA,14.45,NA,55706,FanDuel,14358,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,21,34,10,7,Cincinnati Bengals,7,Cincinnati Bengals,CIN,11,Detroit Lions,DET,WEEKLY
Spencer Rattler,QB,NO,NA,30.23,18.43,171.71,NA,1.35,0.63,NA,3.32,16.02,NA,0.16,NA,13.84,NA,56128,FanDuel,16586,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,22,38,28,20,New Orleans Saints,20,New Orleans Saints,NO,21,New York Giants,NYG,WEEKLY
Carson Wentz,QB,MIN,NA,29.43,18.81,195.11,NA,1.17,0.58,NA,3.11,13.54,NA,0.1,NA,13.5,NA,53077,FanDuel,12610,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,23,41,7,18,Minnesota Vikings,8,Cleveland Browns,CLE,18,Minnesota Vikings,MIN,WEEKLY
Bryce Young,QB,CAR,NA,31.12,18.92,186.12,NA,1.24,0.66,NA,2.27,11.04,NA,0.15,NA,13.43,NA,55588,FanDuel,16148,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,24,42,31,5,Carolina Panthers,5,Carolina Panthers,CAR,17,Miami Dolphins,MIA,WEEKLY
Cameron Ward,QB,TEN,NA,29.89,17.49,194.56,NA,0.97,0.63,NA,3.8,17.88,NA,0.13,NA,13.22,NA,56245,FanDuel,17030,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,25,46,22,31,Tennessee Titans,1,Arizona Cardinals,ARI,31,Tennessee Titans,TEN,WEEKLY
Mac Jones,QB,SF,NA,31.01,20.31,197.21,NA,0.94,0.78,NA,3.37,14.55,NA,0.12,NA,12.76,NA,54872,FanDuel,15241,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,26,52,5,27,San Francisco 49ers,33,Los Angeles Rams,LA,27,San Francisco 49ers,SF,WEEKLY
Dillon Gabriel,QB,CLE,NA,31.19,19.35,196.83,NA,0.75,0.75,NA,3.92,18.46,NA,0.13,NA,12.35,NA,56442,FanDuel,17037,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,27,54,1,8,Cleveland Browns,8,Cleveland Browns,CLE,18,Minnesota Vikings,MIN,WEEKLY
Cooper Rush,QB,BAL,NA,29.28,17.88,170.14,NA,0.92,0.66,NA,1.45,6.32,NA,0.06,NA,10.6,NA,53672,FanDuel,13124,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,28,74,8,3,Baltimore Ravens,3,Baltimore Ravens,BAL,13,Houston Texans,HOU,WEEKLY
Anthony Richardson,QB,IND,NA,0.63,0.3,4.31,NA,0.03,0.02,NA,1.2,5.8,NA,0.1,NA,1.33,NA,55623,FanDuel,16152,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,29,253,16,14,Indianapolis Colts,14,Indianapolis Colts,IND,35,Las Vegas Raiders,LV,WEEKLY
Andy Dalton,QB,CAR,NA,0.64,0.42,4.52,NA,0.04,0.02,NA,0,0,NA,0,NA,0.32,NA,4319,FanDuel,10313,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,30,325,31,5,Carolina Panthers,5,Carolina Panthers,CAR,17,Miami Dolphins,MIA,WEEKLY
Nick Mullens,QB,JAC,NA,0.66,0.44,5.02,NA,0.03,0.02,NA,0,0,NA,0,NA,0.3,NA,54050,FanDuel,13968,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,31,328,17,15,Jacksonville Jaguars,15,Jacksonville Jaguars,JAC,16,Kansas City Chiefs,KC,WEEKLY
Jimmy Garoppolo,QB,LA,NA,0.64,0.42,4.87,NA,0.03,0.02,NA,0,0,NA,0,NA,0.29,NA,52645,FanDuel,11760,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,32,333,13,33,Los Angeles Rams,33,Los Angeles Rams,LA,27,San Francisco 49ers,SF,WEEKLY
Marcus Mariota,QB,WSH,NA,0.64,0.42,4.82,NA,0.03,0.02,NA,0,0,NA,0,NA,0.29,NA,52775,FanDuel,12141,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,32,333,3,32,Washington Commanders,34,Los Angeles Chargers,LAC,32,Washington Commanders,WSH,WEEKLY
Gardner Minshew,QB,KC,NA,0.67,0.45,4.5,NA,0.03,0.01,NA,0,0,NA,0,NA,0.29,NA,54214,FanDuel,14067,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,32,333,2,16,Kansas City Chiefs,15,Jacksonville Jaguars,JAC,16,Kansas City Chiefs,KC,WEEKLY
Jarrett Stidham,QB,DEN,NA,0.73,0.44,4.93,NA,0.02,0.02,NA,0,0,NA,0,NA,0.26,NA,54313,FanDuel,14063,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,35,337,12,10,Denver Broncos,24,Philadelphia Eagles,PHI,10,Denver Broncos,DEN,WEEKLY
Russell Wilson,QB,NYG,NA,0.64,0.4,4.7,NA,0.02,0.01,NA,0,0,NA,0,NA,0.26,NA,4481,FanDuel,10703,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,35,337,26,21,New York Giants,20,New Orleans Saints,NO,21,New York Giants,NYG,WEEKLY
Joe Milton III,QB,DAL,NA,0.74,0.47,4.79,NA,0.02,0.02,NA,0,0,NA,0,NA,0.25,NA,56237,FanDuel,16585,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,37,339,27,9,Dallas Cowboys,22,New York Jets,NYJ,9,Dallas Cowboys,DAL,WEEKLY
Teddy Bridgewater,QB,TB,NA,0.68,0.42,4.8,NA,0.02,0.02,NA,0,0,NA,0,NA,0.25,NA,52433,FanDuel,11640,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,37,339,6,30,Tampa Bay Buccaneers,28,Seattle Seahawks,SEA,30,Tampa Bay Buccaneers,TB,WEEKLY
Jacoby Brissett,QB,ARI,NA,0.62,0.39,4.15,NA,0.02,0.01,NA,0,0,NA,0,NA,0.24,NA,53222,FanDuel,12616,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,39,343,29,1,Arizona Cardinals,1,Arizona Cardinals,ARI,31,Tennessee Titans,TEN,WEEKLY
Trey Lance,QB,LAC,NA,0.69,0.4,4.62,NA,0.02,0.02,NA,0,0,NA,0,NA,0.24,NA,54879,FanDuel,15240,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,39,343,24,34,Los Angeles Chargers,34,Los Angeles Chargers,LAC,32,Washington Commanders,WSH,WEEKLY
Adrian Martinez,QB,SF,NA,0.62,0.38,3.93,NA,0.02,0.01,NA,0,0,NA,0,NA,0.23,NA,56465,FanDuel,16868,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,41,345,5,27,San Francisco 49ers,33,Los Angeles Rams,LA,27,San Francisco 49ers,SF,WEEKLY
Max Brosmer,QB,MIN,NA,0.61,0.38,3.9,NA,0.02,0.01,NA,0,0,NA,0,NA,0.23,NA,56460,FanDuel,17282,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,41,345,7,18,Minnesota Vikings,8,Cleveland Browns,CLE,18,Minnesota Vikings,MIN,WEEKLY
Kenny Pickett,QB,LV,NA,0.67,0.42,4.35,NA,0.02,0.02,NA,0,0,NA,0,NA,0.23,NA,55275,FanDuel,15692,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,41,345,21,35,Las Vegas Raiders,14,Indianapolis Colts,IND,35,Las Vegas Raiders,LV,WEEKLY
Davis Mills,QB,HOU,NA,0.67,0.38,4.2,NA,0.02,0.02,NA,0,0,NA,0,NA,0.23,NA,54983,FanDuel,15252,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,41,345,30,13,Houston Texans,3,Baltimore Ravens,BAL,13,Houston Texans,HOU,WEEKLY
Tyler Shough,QB,NO,NA,0.62,0.38,3.89,NA,0.02,0.01,NA,0,0,NA,0,NA,0.23,NA,56271,FanDuel,17039,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,41,345,28,20,New Orleans Saints,20,New Orleans Saints,NO,21,New York Giants,NYG,WEEKLY
Drew Lock,QB,SEA,NA,0.62,0.38,4.13,NA,0.02,0.02,NA,0,0,NA,0,NA,0.23,NA,54167,FanDuel,14057,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,41,345,9,28,Seattle Seahawks,28,Seattle Seahawks,SEA,30,Tampa Bay Buccaneers,TB,WEEKLY
Kyle Allen,QB,DET,NA,0.65,0.41,4.29,NA,0.02,0.02,NA,0,0,NA,0,NA,0.23,NA,54111,FanDuel,13879,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,41,345,25,11,Detroit Lions,7,Cincinnati Bengals,CIN,11,Detroit Lions,DET,WEEKLY
Mitchell Trubisky,QB,BUF,NA,0.65,0.43,4.3,NA,0.02,0.02,NA,0,0,NA,0,NA,0.23,NA,53426,FanDuel,13115,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,41,345,18,4,Buffalo Bills,4,Buffalo Bills,BUF,19,New England Patriots,NE,WEEKLY
Tyrod Taylor,QB,NYJ,NA,0.56,0.38,3.75,NA,0.02,0.01,NA,0,0,NA,0,NA,0.22,NA,4371,FanDuel,10413,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,49,353,32,22,New York Jets,22,New York Jets,NYJ,9,Dallas Cowboys,DAL,WEEKLY
Brandon Allen,QB,TEN,NA,0.63,0.36,3.92,NA,0.02,0.02,NA,0,0,NA,0,NA,0.22,NA,54403,FanDuel,12621,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,49,353,22,31,Tennessee Titans,1,Arizona Cardinals,ARI,31,Tennessee Titans,TEN,WEEKLY
Brett Rypien,QB,CIN,NA,0.66,0.39,3.97,NA,0.02,0.02,NA,0,0,NA,0,NA,0.22,NA,54666,FanDuel,14065,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,49,353,10,7,Cincinnati Bengals,7,Cincinnati Bengals,CIN,11,Detroit Lions,DET,WEEKLY
Joshua Dobbs,QB,NE,NA,0.67,0.43,4.1,NA,0.02,0.02,NA,0,0,NA,0,NA,0.22,NA,53987,FanDuel,13119,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,49,353,15,19,New England Patriots,4,Buffalo Bills,BUF,19,New England Patriots,NE,WEEKLY
Tanner McKee,QB,PHI,NA,0.54,0.34,3.45,NA,0.02,0.01,NA,0,0,NA,0,NA,0.21,NA,56228,FanDuel,15702,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,53,358,4,24,Philadelphia Eagles,24,Philadelphia Eagles,PHI,10,Denver Broncos,DEN,WEEKLY
Tyler Huntley,QB,BAL,NA,0.58,0.36,3.42,NA,0.02,0.01,NA,0,0,NA,0,NA,0.21,NA,54818,FanDuel,14789,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,53,358,8,3,Baltimore Ravens,3,Baltimore Ravens,BAL,13,Houston Texans,HOU,WEEKLY
Joe Flacco,QB,CLE,NA,0.64,0.4,4.05,NA,0.02,0.02,NA,0,0,NA,0,NA,0.2,NA,15,FanDuel,9064,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,55,360,1,8,Cleveland Browns,8,Cleveland Browns,CLE,18,Minnesota Vikings,MIN,WEEKLY
Zach Wilson,QB,MIA,NA,0.64,0.39,4.03,NA,0.01,0.02,NA,0,0,NA,0,NA,0.18,NA,54874,FanDuel,15239,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,56,361,19,17,Miami Dolphins,5,Carolina Panthers,CAR,17,Miami Dolphins,MIA,WEEKLY
