player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,fumble_TD
Emanuel Wilson,RB,GB,NA,4,19,NA,0,1,1,7,NA,NA,0,NA,NA,NA,4887558,ESPN,16432,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,NA,6,27,NA,0,1,1,7,NA,NA,0,NA,NA,NA,4430871,ESPN,16166,NA,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,RB,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4362478,ESPN,16385,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Davis,RB,NYJ,NA,4,20,NA,0,3,2,17,NA,NA,0,NA,NA,NA,4695404,ESPN,16752,NA,NA,NA,NA,NA,NA,NA,NA
Kalel Mullings,RB,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4429121,ESPN,17050,NA,NA,NA,NA,NA,NA,NA,NA
Keaton Mitchell,RB,BAL,NA,1,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4596334,ESPN,16178,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0,1,NA,0,1,1,8,NA,NA,0,NA,NA,NA,16002,ESPN,11367,NA,NA,NA,NA,NA,NA,NA,NA
Chris Brooks,RB,GB,NA,1,2,NA,0,1,1,5,NA,NA,0,NA,NA,NA,3149687,ESPN,16387,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Etienne,RB,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4685350,ESPN,17056,NA,NA,NA,NA,NA,NA,NA,NA
Alec Ingold,RB,MIA,NA,0,1,NA,0,1,1,5,NA,NA,0,NA,NA,NA,3917668,ESPN,14420,NA,NA,NA,NA,NA,NA,NA,NA
Brashard Smith,RB,KCC,NA,1,5,NA,0,2,2,15,NA,NA,0,NA,NA,NA,4596602,ESPN,17049,NA,NA,NA,NA,NA,NA,NA,NA
Jaleel McLaughlin,RB,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4722893,ESPN,16390,NA,NA,NA,NA,NA,NA,NA,NA
Zamir White,RB,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4361777,ESPN,15714,NA,NA,NA,NA,NA,NA,NA,NA
Tahj Brooks,RB,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4429299,ESPN,17058,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,NA,1,6,NA,0,0,0,1,NA,NA,0,NA,NA,NA,4040761,ESPN,14080,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,NA,NA,NA,NA,0,0,2,NA,NA,0,NA,NA,NA,2983509,ESPN,13148,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Luepke,RB,DAL,NA,0,0,NA,0,1,1,4,NA,NA,0,NA,NA,NA,4383396,ESPN,16391,NA,NA,NA,NA,NA,NA,NA,NA
AJ Dillon,RB,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4239934,ESPN,14805,NA,NA,NA,NA,NA,NA,NA,NA
Julius Chestnut,RB,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367567,ESPN,15965,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Goodson,RB,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4429676,ESPN,15730,NA,NA,NA,NA,NA,NA,NA,NA
LeQuint Allen Jr.,RB,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4911851,ESPN,17061,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,WAS,NA,2,9,NA,0,3,2,16,NA,NA,0,NA,NA,NA,3127586,ESPN,13143,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,21.3,102.9,NA,1.2,NA,2.9,21.1,NA,NA,0.1,0.1,20.1,NA,19217,FantasyPros,14802,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,16.9,90.1,NA,0.6,NA,4.8,43.7,NA,NA,0.3,0.1,18.8,NA,23133,FantasyPros,16161,NA,NA,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,SF,NA,17.5,69.4,NA,0.5,NA,5.7,53,NA,NA,0.3,0.1,16.7,NA,16393,FantasyPros,13130,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,GB,NA,17.4,72.7,NA,0.9,NA,2.6,22.7,NA,NA,0.1,0.1,14.9,NA,18269,FantasyPros,14073,NA,NA,NA,NA,NA,NA,NA,NA
James Cook III,RB,BUF,NA,17.2,81.7,NA,0.7,NA,2,17.9,NA,NA,0.1,0.1,14.7,NA,22958,FantasyPros,15715,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,14.4,71.6,NA,0.4,NA,4.8,31.9,NA,NA,0.3,0.1,14.4,NA,23136,FantasyPros,16167,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,16.3,86.1,NA,0.7,NA,1.1,10.7,NA,NA,0,0.1,13.9,NA,15514,FantasyPros,12626,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,PHI,NA,16,80.7,NA,0.6,NA,2.4,17.5,NA,NA,0.1,0.1,13.9,NA,17240,FantasyPros,13604,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,16.8,69.6,NA,0.6,NA,3.4,22.9,NA,NA,0.2,0.1,13.5,NA,23891,FantasyPros,15721,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,16.1,72.1,NA,0.3,NA,3.2,27,NA,NA,0.1,0.1,12.5,NA,22982,FantasyPros,15708,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DAL,NA,16.3,68.3,NA,0.6,NA,2.8,15.4,NA,NA,0.1,0.1,12.3,NA,22739,FantasyPros,15256,NA,NA,NA,NA,NA,NA,NA,NA
J.K. Dobbins,RB,DEN,NA,15.1,72.8,NA,0.6,NA,1.4,7.8,NA,NA,0,0.1,11.6,NA,19245,FantasyPros,14800,NA,NA,NA,NA,NA,NA,NA,NA
Quinshon Judkins,RB,CLE,NA,18,71,NA,0.5,NA,1.7,13.1,NA,NA,0,0.1,11.6,NA,25391,FantasyPros,17051,NA,NA,NA,NA,NA,NA,NA,NA
Cam Skattebo,RB,NYG,NA,14.3,58.7,NA,0.5,NA,2.8,20.3,NA,NA,0.1,0.1,11.2,NA,27166,FantasyPros,17045,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,CHI,NA,15.1,62.9,NA,0.4,NA,2.6,20.5,NA,NA,0.1,0.1,11,NA,19210,FantasyPros,14797,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,MIN,NA,14.7,69.9,NA,0.4,NA,1.5,9,NA,NA,0,0.1,10.6,NA,22969,FantasyPros,15972,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,NA,13.8,56.7,NA,0.3,NA,3.1,24.1,NA,NA,0.1,0.1,10.5,NA,24209,FantasyPros,15742,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,15,58.3,NA,0.5,NA,2.1,14.8,NA,NA,0.1,0.2,10.4,NA,22726,FantasyPros,15259,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,CAR,NA,13,66.1,NA,0.3,NA,2,13.8,NA,NA,0.1,0.1,10.1,NA,19647,FantasyPros,14823,NA,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,NA,14.2,56.2,NA,0.4,NA,2.8,17,NA,NA,0.1,0.1,10.1,NA,25324,FantasyPros,16181,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,14.3,55.5,NA,0.2,NA,3.7,24.3,NA,NA,0.1,0.1,9.9,NA,16421,FantasyPros,13132,NA,NA,NA,NA,NA,NA,NA,NA
Jacory Croskey-Merritt,RB,WAS,NA,13.5,60.5,NA,0.4,NA,1.4,11.2,NA,NA,0,0.2,9.5,NA,27316,FantasyPros,17256,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,12.4,53.9,NA,0.3,NA,2,13.2,NA,NA,0.1,0,9.1,NA,19792,FantasyPros,15261,NA,NA,NA,NA,NA,NA,NA,NA
Kimani Vidal,RB,LAC,NA,13.2,55.7,NA,0.3,NA,1.9,12.6,NA,NA,0.1,0.1,9.1,NA,26355,FantasyPros,16757,NA,NA,NA,NA,NA,NA,NA,NA
Woody Marks,RB,HOU,NA,10.2,39.8,NA,0.3,NA,2.6,20.2,NA,NA,0.1,0.1,8.4,NA,27520,FantasyPros,17053,NA,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,RB,KC,NA,11.4,48.6,NA,0.3,NA,1.5,10.6,NA,NA,0.1,0.1,7.9,NA,24333,FantasyPros,15749,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,TEN,NA,11.8,46.2,NA,0.2,NA,2.3,14.9,NA,NA,0,0.1,7.6,NA,18705,FantasyPros,14085,NA,NA,NA,NA,NA,NA,NA,NA
Nick Chubb,RB,HOU,NA,10.1,43.4,NA,0.3,NA,1.3,8.8,NA,NA,0,0,7.1,NA,17246,FantasyPros,13610,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,9,39.2,NA,0.3,NA,0.5,3.4,NA,NA,0,0,6.3,NA,24172,FantasyPros,15712,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PIT,NA,6.9,29,NA,0.3,NA,2.1,12.8,NA,NA,0.1,0,6,NA,23310,FantasyPros,15255,NA,NA,NA,NA,NA,NA,NA,NA
Tyjae Spears,RB,TEN,NA,6.3,28.1,NA,0.2,NA,2.4,16.4,NA,NA,0.1,0,5.8,NA,25323,FantasyPros,16165,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,KC,NA,8,27.8,NA,0.3,NA,0.9,6.9,NA,NA,0,0,5.6,NA,16425,FantasyPros,13138,NA,NA,NA,NA,NA,NA,NA,NA
RJ Harvey,RB,DEN,NA,4.9,21.6,NA,0.1,NA,1.8,14.3,NA,NA,0.1,0,5,NA,27142,FantasyPros,17068,NA,NA,NA,NA,NA,NA,NA,NA
Justice Hill,RB,BAL,NA,3.2,15.1,NA,0.1,NA,2.4,21.9,NA,NA,0.1,0,4.8,NA,18256,FantasyPros,14086,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Monangai,RB,CHI,NA,6.1,24.6,NA,0.2,NA,1,8.3,NA,NA,0,0,4.5,NA,27131,FantasyPros,17066,NA,NA,NA,NA,NA,NA,NA,NA
TreVeyon Henderson,RB,NE,NA,6.4,23,NA,0.2,NA,1.4,10.8,NA,NA,0,0.1,4.5,NA,23065,FantasyPros,17043,NA,NA,NA,NA,NA,NA,NA,NA
Tyrone Tracy Jr.,RB,NYG,NA,6.3,25.7,NA,0.1,NA,1.1,8.1,NA,NA,0,0,4.3,NA,22980,FantasyPros,16747,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones Sr.,RB,MIN,NA,4.4,25.6,NA,0.1,NA,0.8,6.2,NA,NA,0.1,0,4.1,NA,16673,FantasyPros,13319,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Davis,RB,NYJ,NA,4.6,21.1,NA,0.1,NA,1.4,11,NA,NA,0,0,4,NA,25977,FantasyPros,16752,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,CIN,NA,6.1,25.3,NA,0.1,NA,1.1,8.1,NA,NA,0,0.2,3.9,NA,16423,FantasyPros,13133,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,NA,5.2,22.6,NA,0.2,NA,0.8,5.5,NA,NA,0,0,3.9,NA,23679,FantasyPros,16166,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,WAS,NA,3.1,15.7,NA,0.1,NA,1.7,12.2,NA,NA,0,0,3.6,NA,16445,FantasyPros,13143,NA,NA,NA,NA,NA,NA,NA,NA
Devin Neal,RB,NO,NA,4.9,21.2,NA,0.1,NA,0.9,6.8,NA,NA,0,0.1,3.5,NA,23682,FantasyPros,17046,NA,NA,NA,NA,NA,NA,NA,NA
Ollie Gordon II,RB,MIA,NA,4.6,20.7,NA,0.1,NA,0.8,4.9,NA,NA,0,0,3.5,NA,25984,FantasyPros,17059,NA,NA,NA,NA,NA,NA,NA,NA
Zavier Scott,RB,MIN,NA,4.2,16,NA,0.1,NA,1.3,10,NA,NA,0,0,3.2,NA,25748,FantasyPros,17337,NA,NA,NA,NA,NA,NA,NA,NA
Jaydon Blue,RB,DAL,NA,4.6,16.7,NA,0.1,NA,0.7,5.7,NA,NA,0.1,0,3.1,NA,24344,FantasyPros,17069,NA,NA,NA,NA,NA,NA,NA,NA
Nyheim Hines,RB,LAC,NA,4.5,15.4,NA,0.1,NA,0.9,6.5,NA,NA,0,0,3.1,NA,17297,FantasyPros,13622,NA,NA,NA,NA,NA,NA,NA,NA
Brashard Smith,RB,KC,NA,2.4,10.1,NA,0.1,NA,1.6,13.4,NA,NA,0.1,0,3,NA,27259,FantasyPros,17049,NA,NA,NA,NA,NA,NA,NA,NA
Emanuel Wilson,RB,GB,NA,3.8,17.8,NA,0.1,NA,0.6,4.3,NA,NA,0,0,2.9,NA,25885,FantasyPros,16432,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,BUF,NA,2.2,12.8,NA,0.1,NA,0.8,8.1,NA,NA,0.1,0,2.9,NA,18406,FantasyPros,14095,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,2.3,10.3,NA,0,NA,2,12.1,NA,NA,0.1,0,2.7,NA,22921,FantasyPros,15713,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson Jr.,RB,SF,NA,5.1,18.4,NA,0.1,NA,0.3,2.8,NA,NA,0,0,2.7,NA,20094,FantasyPros,15716,NA,NA,NA,NA,NA,NA,NA,NA
Chris Rodriguez Jr.,RB,WAS,NA,3.2,14.9,NA,0.1,NA,0.1,0.8,NA,NA,0,0,2.4,NA,22986,FantasyPros,16174,NA,NA,NA,NA,NA,NA,NA,NA
Ray Davis,RB,BUF,NA,2.7,12.8,NA,0.1,NA,0.5,4.2,NA,NA,0,0,2.4,NA,26191,FantasyPros,16603,NA,NA,NA,NA,NA,NA,NA,NA
Will Shipley,RB,PHI,NA,2,10.6,NA,0.1,NA,0.5,4,NA,NA,0,0,1.9,NA,22930,FantasyPros,16601,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Badie,RB,DEN,NA,1.3,6.4,NA,0,NA,1,8.8,NA,NA,0,0.1,1.9,NA,23812,FantasyPros,15718,NA,NA,NA,NA,NA,NA,NA,NA
Kaleb Johnson,RB,PIT,NA,3.6,10.6,NA,0.1,NA,0.2,1.9,NA,NA,0,0,1.6,NA,27165,FantasyPros,17048,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Sampson,RB,CLE,NA,1.6,6.1,NA,0,NA,1,7,NA,NA,0,0,1.6,NA,27102,FantasyPros,17047,NA,NA,NA,NA,NA,NA,NA,NA
Trayveon Williams,RB,LAC,NA,2.8,10.5,NA,0.1,NA,0.1,0.8,NA,NA,0,0,1.5,NA,18607,FantasyPros,14076,NA,NA,NA,NA,NA,NA,NA,NA
Phil Mafah,RB,DAL,NA,1.8,7.5,NA,0.1,NA,0.2,1.4,NA,NA,0,0,1.5,NA,22928,FantasyPros,17063,NA,NA,NA,NA,NA,NA,NA,NA
MarShawn Lloyd,RB,GB,NA,1.7,7.2,NA,0.1,NA,0.4,2.5,NA,NA,0,0,1.4,NA,23118,FantasyPros,16604,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0.4,1.4,NA,0,NA,0.9,9,NA,NA,0.1,0,1.4,NA,11798,FantasyPros,11367,NA,NA,NA,NA,NA,NA,NA,NA
Chris Brooks,RB,GB,NA,1.4,6.1,NA,0,NA,0.6,4,NA,NA,0,0,1.3,NA,25823,FantasyPros,16387,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,NA,2,8.1,NA,0,NA,0.2,1.1,NA,NA,0,0,1.2,NA,18280,FantasyPros,14080,NA,NA,NA,NA,NA,NA,NA,NA
Keaton Mitchell,RB,BAL,NA,1.4,7,NA,0,NA,0.2,1.6,NA,NA,0,0,1.1,NA,25360,FantasyPros,16178,NA,NA,NA,NA,NA,NA,NA,NA
Tank Bigsby,RB,PHI,NA,1.5,5.6,NA,0.1,NA,0.1,0.8,NA,NA,0,0,1,NA,22908,FantasyPros,16164,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Beck,RB,NYJ,NA,0,0,NA,0,NA,0.6,4.1,NA,NA,0.1,0,0.9,NA,18748,FantasyPros,14319,NA,NA,NA,NA,NA,NA,NA,NA
Roschon Johnson,RB,CHI,NA,1.4,4.3,NA,0.1,NA,0.1,0.7,NA,NA,0,0,0.9,NA,25322,FantasyPros,16175,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Dillon,RB,PHI,NA,1.4,6,NA,0,NA,0.1,0.9,NA,NA,0,0,0.8,NA,19358,FantasyPros,14805,NA,NA,NA,NA,NA,NA,NA,NA
Isaac Guerendo,RB,SF,NA,1.2,4.5,NA,0,NA,0.1,1.1,NA,NA,0,0,0.8,NA,26392,FantasyPros,16688,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Etienne,RB,CAR,NA,1,5,NA,0,NA,0.2,1.6,NA,NA,0,0,0.8,NA,25393,FantasyPros,17056,NA,NA,NA,NA,NA,NA,NA,NA
DJ Giddens,RB,IND,NA,1.1,4.4,NA,0,NA,0,0.5,NA,NA,0,0,0.8,NA,27097,FantasyPros,17060,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Goodson,RB,IND,NA,1.1,4.3,NA,0,NA,0.1,0.4,NA,NA,0,0,0.7,NA,22976,FantasyPros,15730,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Mitchell,RB,KC,NA,1,3.4,NA,0.1,NA,0.1,0.1,NA,NA,0,0,0.6,NA,22813,FantasyPros,15263,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Ricard,RB,BAL,NA,0,0,NA,0,NA,0.3,2.3,NA,NA,0.1,0,0.6,NA,17145,FantasyPros,13455,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Herbert,RB,NYJ,NA,0.9,4.6,NA,0,NA,0,0.4,NA,NA,0,0,0.6,NA,22763,FantasyPros,15271,NA,NA,NA,NA,NA,NA,NA,NA
Julius Chestnut,RB,TEN,NA,0.8,3.6,NA,0,NA,0.1,1.2,NA,NA,0,0,0.6,NA,24689,FantasyPros,15965,NA,NA,NA,NA,NA,NA,NA,NA
Tahj Brooks,RB,CIN,NA,0.6,3.7,NA,0,NA,0.1,0.9,NA,NA,0,0,0.5,NA,26212,FantasyPros,17058,NA,NA,NA,NA,NA,NA,NA,NA
Alec Ingold,RB,MIA,NA,0.3,0.9,NA,0,NA,0.5,3.7,NA,NA,0,0,0.5,NA,18571,FantasyPros,14420,NA,NA,NA,NA,NA,NA,NA,NA
Terrell Jennings,RB,NE,NA,0,3.3,NA,0,NA,0,0.3,NA,NA,0,0,0.5,NA,26964,FantasyPros,16957,NA,NA,NA,NA,NA,NA,NA,NA
Jordan James,RB,SF,NA,1,2.6,NA,0,NA,0,0.7,NA,NA,0,0,0.5,NA,27310,FantasyPros,17055,NA,NA,NA,NA,NA,NA,NA,NA
Jaleel McLaughlin,RB,DEN,NA,1,4.4,NA,0,NA,0.1,0.6,NA,NA,0,0,0.5,NA,25876,FantasyPros,16390,NA,NA,NA,NA,NA,NA,NA,NA
Cam Akers,RB,MIN,NA,1,4.5,NA,0,NA,0.1,0.3,NA,NA,0,0,0.5,NA,19268,FantasyPros,14799,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Luepke,RB,DAL,NA,0.3,1.1,NA,0,NA,0.4,3,NA,NA,0,0,0.5,NA,25941,FantasyPros,16391,NA,NA,NA,NA,NA,NA,NA,NA
Adam Prentice,RB,DEN,NA,0.4,2.3,NA,0,NA,0.2,1.1,NA,NA,0,0,0.4,NA,23451,FantasyPros,15650,NA,NA,NA,NA,NA,NA,NA,NA
British Brooks,RB,HOU,NA,1,3.5,NA,0,NA,0.1,0.6,NA,NA,0,0,0.4,NA,26748,FantasyPros,16816,NA,NA,NA,NA,NA,NA,NA,NA
Rasheen Ali,RB,BAL,NA,0.7,3.5,NA,0,NA,0.1,0.4,NA,NA,0,0,0.4,NA,25983,FantasyPros,16746,NA,NA,NA,NA,NA,NA,NA,NA
Kalel Mullings,RB,TEN,NA,0.8,3.1,NA,0,NA,0.1,0.6,NA,NA,0,0,0.4,NA,27045,FantasyPros,17050,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,0.5,1.4,NA,0,NA,0.2,1.6,NA,NA,0,0,0.3,NA,16879,FantasyPros,13148,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Wright,RB,MIA,NA,0.8,2.6,NA,0,NA,0,0.1,NA,NA,0,0,0.3,NA,25987,FantasyPros,16610,NA,NA,NA,NA,NA,NA,NA,NA
Eric Gray,RB,NYG,NA,1,1.8,NA,0,NA,0.1,0.9,NA,NA,0,0,0.3,NA,23075,FantasyPros,16173,NA,NA,NA,NA,NA,NA,NA,NA
Dameon Pierce,RB,HOU,NA,0.9,2.5,NA,0,NA,0.1,0.2,NA,NA,0,0,0.3,NA,22947,FantasyPros,15717,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Ham,RB,MIN,NA,0.1,0.7,NA,0,NA,0.3,1.5,NA,NA,0,0,0.3,NA,16209,FantasyPros,12923,NA,NA,NA,NA,NA,NA,NA,NA
DeeJay Dallas,RB,CAR,NA,0.4,1.3,NA,0,NA,0.1,0.4,NA,NA,0,0,0.2,NA,19521,FantasyPros,14815,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,21.2,102.9,NA,1.2,2.9,2.9,21.1,NA,NA,0.1,0.1,20.06,NA,15604,FleaFlicker,14802,1,TENSun 4:25 PM,RB1,1.3,124,99%,NA,NA
Bijan Robinson,RB,ATL,NA,16.9,90.1,NA,0.6,4.8,4.8,43.7,NA,NA,0.3,0.1,18.72,NA,17603,FleaFlicker,16161,5,MIASun 1:00 PM,RB2,0.9,133.8,98%,NA,NA
Christian McCaffrey,RB,SF,NA,17.5,69.4,NA,0.5,5.7,5.7,53,NA,NA,0.3,0.1,16.74,NA,12892,FleaFlicker,13130,4,@HOUSun 1:00 PM,RB4,0.8,122.4,99%,NA,NA
Josh Jacobs,RB,GB,NA,17.4,72.7,NA,0.9,2.6,2.6,22.7,NA,NA,0.1,0.1,14.94,NA,14673,FleaFlicker,14073,5,@PITSun 8:20 PM,RB6,0.9,95.4,98%,NA,NA
James Cook,RB,BUF,NA,17.2,81.7,NA,0.7,2,2,17.9,NA,NA,0.1,0.1,14.7,NA,16839,FleaFlicker,15715,7,@CARSun 1:00 PM,RB5,0.8,99.6,98%,NA,NA
De'Von Achane,RB,MIA,NA,14.4,71.6,NA,0.4,4.8,4.8,31.9,NA,NA,0.3,0.1,14.39,NA,17617,FleaFlicker,16167,2,@ATLSun 1:00 PM,RB9,0.7,103.5,98%,NA,NA
Derrick Henry,RB,BAL,NA,16.3,86.1,NA,0.7,1.1,1.1,10.7,NA,NA,0.1,0.1,13.92,NA,12042,FleaFlicker,12626,7,CHISun 1:00 PM,RB7,0.8,96.8,98%,NA,NA
Saquon Barkley,RB,PHI,NA,16,80.7,NA,0.6,2.4,2.4,17.5,NA,NA,0.1,0.1,13.86,NA,13778,FleaFlicker,13604,9,NYGSun 1:00 PM,RB8,0.7,98.2,99%,NA,NA
Rachaad White,RB,TB,NA,16.8,69.6,NA,0.6,3.4,3.4,22.9,NA,NA,0.2,0.1,13.45,NA,16882,FleaFlicker,15721,9,@NOSun 4:05 PM,NA,0.7,92.5,92%,NA,NA
Breece Hall,RB,NYJ,NA,16.1,72,NA,0.3,3.2,3.2,27,NA,NA,0.1,0.1,12.49,NA,16834,FleaFlicker,15708,9,@CINSun 1:00 PM,RB16,0.5,99,97%,NA,NA
Javonte Williams,RB,DAL,NA,16.3,68.3,NA,0.6,2.9,2.9,15.4,NA,NA,0.1,0.1,12.25,NA,16282,FleaFlicker,15256,0,@DENSun 4:25 PM,RB11,0.7,83.7,97%,NA,NA
J.K. Dobbins,RB,DEN,NA,15.1,72.8,NA,0.6,1.4,1.4,7.8,NA,NA,0.1,0.1,11.6,NA,15555,FleaFlicker,14800,2,DALSun 4:25 PM,RB19,0.6,80.6,95%,NA,NA
Quinshon Judkins,RB,CLE,NA,18,71,NA,0.5,1.7,1.7,13.1,NA,NA,0,0.1,11.55,NA,19303,FleaFlicker,17051,9,@NESun 1:00 PM,RB15,0.6,84,93%,NA,NA
Cam Skattebo,RB,NYG,NA,14.3,58.7,NA,0.5,2.8,2.8,20.3,NA,NA,0.1,0.1,11.2,NA,19361,FleaFlicker,17045,4,@PHISun 1:00 PM,RB14,0.6,79.1,94%,NA,NA
D'Andre Swift,RB,CHI,NA,15.1,62.9,NA,0.4,2.6,2.6,20.5,NA,NA,0.1,0.1,11,NA,15601,FleaFlicker,14797,5,@BALSun 1:00 PM,RB20,0.5,83.4,96%,NA,NA
Jordan Mason,RB,MIN,NA,14.7,69.9,NA,0.5,1.5,1.5,9,NA,NA,0,0.1,10.65,NA,17167,FleaFlicker,15972,6,@LACThu 8:15 PM,RB26,0.5,78.9,93%,NA,NA
Jaylen Warren,RB,PIT,NA,13.8,56.8,NA,0.3,3.1,3.1,24.1,NA,NA,0.1,0.1,10.57,NA,17137,FleaFlicker,15742,5,GBSun 8:20 PM,RB24,0.4,80.8,93%,NA,NA
Rhamondre Stevenson,RB,NE,NA,15,58.3,NA,0.5,2.1,2.1,14.8,NA,NA,0.1,0.2,10.37,NA,16339,FleaFlicker,15259,4,CLESun 1:00 PM,NA,0.6,73.1,89%,NA,NA
Rico Dowdle,RB,CAR,NA,13,66.1,NA,0.3,2,2,13.8,NA,NA,0.1,0.1,10.09,NA,15904,FleaFlicker,14823,4,BUFSun 1:00 PM,NA,0.4,80,91%,NA,NA
Chase Brown,RB,CIN,NA,14.2,56.1,NA,0.4,2.8,2.8,17,NA,NA,0.1,0.1,10.02,NA,17756,FleaFlicker,16181,0,NYJSun 1:00 PM,RB25,0.5,73.2,95%,NA,NA
Alvin Kamara,RB,NO,NA,14.3,55.5,NA,0.2,3.7,3.7,24.3,NA,NA,0.1,0.1,9.92,NA,12965,FleaFlicker,13132,1,TBSun 4:05 PM,RB27,0.3,79.8,96%,NA,NA
Jacory Croskey-Merritt,RB,WAS,NA,13.5,60.5,NA,0.4,1.4,1.4,11.2,NA,NA,0,0.1,9.57,NA,19509,FleaFlicker,17256,2,@KCMon 8:15 PM,RB17,0.5,71.6,88%,NA,NA
Chuba Hubbard,RB,CAR,NA,12.4,53.9,NA,0.3,2,2,13.2,NA,NA,0.1,0,9.11,NA,16361,FleaFlicker,15261,4,BUFSun 1:00 PM,NA,0.4,67.1,94%,NA,NA
