player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,bye,opp,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Hunter Long,TE,JAC,1,1.9,1.5,13.2,13.2,8.8,0.1,0,1.6,1.6,2867428,CBS,15334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Ouzts,RB,SEA,1,2.1,1.5,14.7,14.7,9.8,0.1,0,1.6,1.6,26697728,CBS,17215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,1,2,1.5,13,13,8.7,0.1,0,1.6,1.6,2969027,CBS,15332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Conner,TE,MIA,1,1.9,1.2,11.7,11.7,9.8,0.1,0,1.6,1.6,2260697,CBS,15991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Musgrave,TE,GB,1,1.8,1.4,14.3,14.3,10.2,0.1,0,1.6,1.6,3129283,CBS,16215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Arroyo,TE,SEA,1,2,1.4,14,14,10,0.1,0,1.6,1.6,26700496,CBS,17108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,NE,1,1.9,1.5,15.6,15.6,10.4,0.1,0,1.6,1.6,2067004,CBS,12677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grant Calcaterra,TE,PHI,1,1.7,1.4,15.5,15.5,11.1,0.1,0,1.6,1.6,2804129,CBS,15804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,PHI,1,2.8,1.5,17.2,17.2,11.5,0.1,0,1.6,1.6,2247146,CBS,15419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julian Hill,TE,MIA,1,2.4,1.5,13,13,8.7,0.1,0.1,1.4,1.4,2961743,CBS,16425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Whiteheart,TE,CLE,1,0.7,0.7,6,6,8.6,0.1,0,0.6,0.6,2964419,CBS,16940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Higgins,TE,ARI,1,0.9,0.7,6.2,6.2,8.9,0.1,0,0.6,0.6,3122914,CBS,16333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,1,1.3,0.9,7.7,7.7,8.6,0.1,0,0.6,0.6,2968473,CBS,16221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Sample,TE,CIN,1,1,0.8,6.5,6.5,8.1,0.1,0,0.6,0.6,2139646,CBS,14146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,1,1.2,0.8,8.6,8.6,10.8,0.1,0,0.6,0.6,2182228,CBS,14870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jackson Hawes,TE,BUF,1,0.8,0.6,7.1,7.1,11.8,0.1,0,0.6,0.6,3135324,CBS,17213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,1,1,0.7,8.5,8.5,12.1,0.1,0,0.6,0.6,2186345,CBS,14143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Grandy,TE,CIN,1,1,0.8,7.1,7.1,8.9,0.1,0,0.6,0.6,29148608,CBS,16979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Sinnott,TE,WAS,1,0.9,0.7,5.9,5.9,8.4,0.1,0,0.6,0.6,3168647,CBS,16644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Manhertz,TE,NYG,1,0.7,0.5,5.5,5.5,11,0.1,0,0.6,0.6,2167520,CBS,12955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevyn Spann-Ford,TE,DAL,1,1.2,0.8,7.7,7.7,9.6,0.1,0,0.6,0.6,2961760,CBS,16647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Saubert,TE,SEA,1,0.8,0.7,5.8,5.8,8.3,0.1,0,0.6,0.6,2001018,CBS,13315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connor Heyward,TE,PIT,1,1.2,0.8,6.7,6.7,8.4,0.1,0,0.6,0.6,2867599,CBS,15800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnny Mundt,TE,JAC,1,1.7,1.1,9.3,9.3,8.5,0.1,0,0.6,0.6,2818622,CBS,13940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Vokolek,TE,ARI,1,0.9,0.7,6.5,6.5,9.3,0.1,0,0.6,0.6,2870478,CBS,16447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Payne Durham,TE,TB,1,0.9,0.7,8.4,8.4,12,0.1,0,0.6,0.6,2968469,CBS,16218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,9,7,73,NA,NA,0,NA,NA,NA,4432665,ESPN,16641,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,9,7,64,NA,NA,0,NA,NA,NA,4361307,ESPN,15794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3040151,ESPN,13299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,6,4,45,NA,NA,0,NA,NA,NA,4430027,ESPN,16214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,7,5,48,NA,NA,0,NA,NA,NA,4036133,ESPN,14138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KCC,NA,7,5,50,NA,NA,0,NA,NA,NA,15847,ESPN,11244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,7,4,48,NA,NA,0,NA,NA,NA,3123076,ESPN,13192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,4,3,35,NA,NA,0,NA,NA,NA,3116365,ESPN,13671,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,DEN,NA,6,4,38,NA,NA,0,NA,NA,NA,3051876,ESPN,13189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Warren,TE,IND,NA,6,4,45,NA,NA,0,NA,NA,NA,4431459,ESPN,17102,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colston Loveland,TE,CHI,NA,4,3,31,NA,NA,0,NA,NA,NA,4723086,ESPN,17104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,5,4,44,NA,NA,0,NA,NA,NA,4572680,ESPN,16222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3121023,ESPN,13674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,6,4,38,NA,NA,0,NA,NA,NA,4242355,ESPN,15799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,4,3,33,NA,NA,0,NA,NA,NA,4385690,ESPN,16213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,5,4,40,NA,NA,0,NA,NA,NA,3046439,ESPN,12676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts Sr.,TE,ATL,NA,5,3,42,NA,NA,0,NA,NA,NA,4360248,ESPN,15329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,WAS,NA,6,4,33,NA,NA,0,NA,NA,NA,15835,ESPN,11247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brenton Strange,TE,JAC,NA,5,4,37,NA,NA,0,NA,NA,NA,4430539,ESPN,16269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,PIT,NA,5,4,37,NA,NA,0,NA,NA,NA,3054212,ESPN,13193,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darren Waller,TE,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2576925,ESPN,12263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chig Okonkwo,TE,TEN,NA,5,4,40,NA,NA,0,NA,NA,NA,4360635,ESPN,15889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Taylor,TE,NYJ,NA,4,3,31,NA,NA,0,NA,NA,NA,4808766,ESPN,17106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,5,3,33,NA,NA,0,NA,NA,NA,4243331,ESPN,15802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,4,3,28,NA,NA,0,NA,NA,NA,4361411,ESPN,15331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,5,3,36,NA,NA,0,NA,NA,NA,3117256,ESPN,13772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Theo Johnson,TE,NYG,NA,4,3,33,NA,NA,0,NA,NA,NA,4429148,ESPN,16649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Arroyo,TE,SEA,NA,2,2,18,NA,NA,0,NA,NA,NA,4678006,ESPN,17108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,TE,LAR,NA,4,3,25,NA,NA,0,NA,NA,NA,2573401,ESPN,12678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,6,4,40,NA,NA,0,NA,NA,NA,3929645,ESPN,14861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,CIN,NA,3,2,18,NA,NA,0,NA,NA,NA,3116164,ESPN,13672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4361050,ESPN,15798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Tavion Sanders,TE,CAR,NA,4,2,24,NA,NA,0,NA,NA,NA,4431588,ESPN,16643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,CIN,NA,4,3,31,NA,NA,0,NA,NA,NA,4036131,ESPN,14137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Barner,TE,SEA,NA,4,3,28,NA,NA,0,NA,NA,NA,4576297,ESPN,16723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,3,2,22,NA,NA,0,NA,NA,NA,4429086,ESPN,16212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Sinnott,TE,WAS,NA,0,0,2,NA,NA,0,NA,NA,NA,4690923,ESPN,16644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrance Ferguson,TE,LAR,NA,1,0,5,NA,NA,0,NA,NA,NA,4570037,ESPN,17107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,LAC,NA,3,2,21,NA,NA,0,NA,NA,NA,3127292,ESPN,13763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KCC,NA,3,2,20,NA,NA,0,NA,NA,NA,4240472,ESPN,15337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gunnar Helm,TE,TEN,NA,2,2,16,NA,NA,0,NA,NA,NA,4686728,ESPN,17105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harold Fannin Jr.,TE,CLE,NA,5,4,35,NA,NA,0,NA,NA,NA,5083076,ESPN,17103,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oronde Gadsden II,TE,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4595342,ESPN,17099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,2,1,13,NA,NA,0,NA,NA,NA,3930086,ESPN,14143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,NE,NA,1,1,9,NA,NA,0,NA,NA,NA,3043275,ESPN,12677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,3,3,22,NA,NA,0,NA,NA,NA,4258595,ESPN,14867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Musgrave,TE,GB,NA,1,0,4,NA,NA,0,NA,NA,NA,4428085,ESPN,16215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,LAC,NA,2,2,16,NA,NA,0,NA,NA,NA,3915486,ESPN,13675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,2,1,10,NA,NA,0,NA,NA,NA,4372780,ESPN,15332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Stover,TE,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4426496,ESPN,16642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3843945,ESPN,14239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Higgins,TE,ARI,NA,2,1,10,NA,NA,0,NA,NA,NA,4426844,ESPN,16333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julian Hill,TE,MIA,NA,2,1,15,NA,NA,0,NA,NA,NA,4365395,ESPN,16425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,1,1,9,NA,NA,0,NA,NA,NA,3911853,ESPN,14870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,1,1,9,NA,NA,0,NA,NA,NA,3921690,ESPN,14209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,NA,1,1,6,NA,NA,0,NA,NA,NA,4372096,ESPN,16221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnny Mundt,TE,JAC,NA,1,1,7,NA,NA,0,NA,NA,NA,3052096,ESPN,13940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grant Calcaterra,TE,PHI,NA,3,2,20,NA,NA,0,NA,NA,NA,4241374,ESPN,15804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Bates,TE,WAS,NA,1,1,6,NA,NA,0,NA,NA,NA,4048228,ESPN,15344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,1,1,7,NA,NA,0,NA,NA,NA,4361372,ESPN,15796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,NA,6.5,67.2,NA,NA,0.4,0,9,NA,22936,FantasyPros,15794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,NA,6.3,69.6,NA,NA,0.3,0,8.9,NA,22955,FantasyPros,16641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,NA,4.3,47.7,NA,NA,0.4,0,7.2,NA,22978,FantasyPros,16214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,NA,4.9,48.8,NA,NA,0.3,0,7,NA,11594,FantasyPros,11244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,NA,3.3,39.7,NA,NA,0.4,0,6.6,NA,17269,FantasyPros,13671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Warren,TE,IND,NA,NA,4.1,45.7,NA,NA,0.3,0.1,6.6,NA,26434,FantasyPros,17102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,NA,4.6,47,NA,NA,0.3,0,6.3,NA,18290,FantasyPros,14138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,NA,3.4,40.5,NA,NA,0.3,0,6.1,NA,25298,FantasyPros,16222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,NA,4.3,42.5,NA,NA,0.3,0,5.9,NA,16399,FantasyPros,13192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,NA,3.7,40.3,NA,NA,0.3,0,5.6,NA,15561,FantasyPros,12676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,PIT,NA,NA,3.5,34.6,NA,NA,0.3,0,5.2,NA,16460,FantasyPros,13193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,WAS,NA,NA,3.9,33.7,NA,NA,0.3,0,5.2,NA,11689,FantasyPros,11247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,NA,4.1,37.9,NA,NA,0.2,0.1,5.1,NA,22718,FantasyPros,15799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,NA,3.6,36.7,NA,NA,0.2,0,5,NA,19562,FantasyPros,14861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
