player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,curr_site_pts,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Devin Culp,TE,TB,NA,NA,0.3,2.6,NA,NA,0,0,0.3,NA,26440,FantasyPros,16796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Whiteheart,TE,CLE,NA,NA,0.3,2.4,NA,NA,0,0,0.2,NA,25657,FantasyPros,16940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Westover,TE,NE,NA,NA,0.3,2,NA,NA,0,0,0.2,NA,26436,FantasyPros,16839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Fisk,TE,LAC,NA,NA,0.1,1.3,NA,NA,0,0,0.2,NA,24921,FantasyPros,16557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,CIN,NA,NA,0.2,1.5,NA,NA,0,0,0.1,NA,17826,FantasyPros,14370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,6.7,6.7,64.9,NA,NA,0.4,0,8.85,NA,16895,FleaFlicker,15794,0,0,0,8,TENSun 4:05 PM,TE2,0.4,64.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,5.6,5.6,60.2,NA,NA,0.3,0,7.88,NA,18364,FleaFlicker,16641,0,0,0,8,@INDSun 1:00 PM,TE1,0.3,60.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Warren,TE,IND,NA,4.8,4.8,54.6,NA,NA,0.3,0.1,7.18,NA,19242,FleaFlicker,17102,0,0,0,1,LVSun 1:00 PM,TE3,0.3,54.6,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,4.1,4.1,45.2,NA,NA,0.4,0,6.76,NA,17681,FleaFlicker,16214,0,0,0,8,@CINSun 4:25 PM,TE6,0.4,45.2,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,4.2,4.2,44.2,NA,NA,0.3,0,6.48,NA,12088,FleaFlicker,12676,0,0,0,4,@BUFSun 8:20 PM,TE10,0.3,44.2,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,4.5,4.5,47,NA,NA,0.3,0,6.46,NA,9360,FleaFlicker,11244,0,0,0,0,@JACMon 8:15 PM,TE13,0.3,47,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,5.8,5.8,48.3,NA,NA,0.3,0.1,6.45,NA,16933,FleaFlicker,15799,0,0,0,0,@NYJSun 1:00 PM,TE7,0.3,48.3,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,4.5,4.5,42.5,NA,NA,0.3,0,5.89,NA,16036,FleaFlicker,14861,0,0,0,1,NYGSun 1:00 PM,TE12,0.3,42.5,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,3.5,3.5,38.8,NA,NA,0.3,0,5.7,NA,17585,FleaFlicker,16213,0,0,0,7,NESun 8:20 PM,TE14,0.3,38.8,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darren Waller,TE,MIA,NA,3.5,3.5,37.8,NA,NA,0.3,0,5.64,NA,11261,FleaFlicker,12263,0,0,0,2,@CARSun 1:00 PM,TE23,0.3,37.8,57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,WAS,NA,4.1,4.1,37.4,NA,NA,0.3,0,5.64,NA,9376,FleaFlicker,11247,0,0,0,2,@LACSun 4:25 PM,TE15,0.3,37.4,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,3.4,3.4,35.8,NA,NA,0.3,0,5.16,NA,13813,FleaFlicker,13674,0,0,0,9,DENSun 1:00 PM,TE17,0.3,35.8,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,3.1,3.1,34.6,NA,NA,0.3,0,5.1,NA,13829,FleaFlicker,13671,0,0,0,7,HOUSun 1:00 PM,TE8,0.3,34.6,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,3.7,3.7,37.7,NA,NA,0.2,0,4.95,NA,14677,FleaFlicker,14138,0,0,0,6,@CLESun 9:30 AM,TE11,0.2,37.7,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brenton Strange,TE,JAC,NA,4.1,4.1,37.8,NA,NA,0.2,0.1,4.88,NA,17626,FleaFlicker,16269,0,0,0,8,KCMon 8:15 PM,TE19,0.2,37.8,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Theo Johnson,TE,NYG,NA,3.2,3.2,34.3,NA,NA,0.2,0,4.67,NA,18475,FleaFlicker,16649,0,0,0,4,@NOSun 1:00 PM,TE27,0.2,34.3,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,3.4,3.4,33.4,NA,NA,0.2,0,4.5,NA,13853,FleaFlicker,13772,0,0,0,6,@BALSun 1:00 PM,TE28,0.2,33.4,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,3.6,3.6,33.8,NA,NA,0.2,0,4.5,NA,12904,FleaFlicker,13192,0,0,0,9,MINSun 9:30 AM,TE18,0.2,33.8,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chig Okonkwo,TE,TEN,NA,3.5,3.5,35.3,NA,NA,0.1,0,4.35,NA,16912,FleaFlicker,15889,0,0,0,0,@ARISun 4:05 PM,TE26,0.1,35.3,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Taylor,TE,NYJ,NA,3,3,32.2,NA,NA,0.2,0,4.34,NA,19270,FleaFlicker,17106,0,0,0,9,DALSun 1:00 PM,TE22,0.2,32.2,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harold Fannin,TE,CLE,NA,3.5,3.5,34,NA,NA,0.2,0.1,4.25,NA,19305,FleaFlicker,17103,0,0,0,9,MINSun 9:30 AM,TE16,0.2,34,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Tonges,TE,SF,NA,2.7,2.7,28.3,NA,NA,0.2,0,3.89,NA,17274,FleaFlicker,16036,0,0,0,4,@LARW 26-23,NA,0.2,28.3,28%,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,2.5,2.5,23.1,NA,NA,0.2,0,3.61,NA,16314,FleaFlicker,15332,0,0,0,4,MIASun 1:00 PM,NA,0.2,23.1,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,DEN,NA,3.1,3.1,26.2,NA,NA,0.2,0.1,3.48,NA,12906,FleaFlicker,13189,0,0,0,2,@PHISun 1:00 PM,TE24,0.2,26.2,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,CIN,NA,2.9,2.9,28.3,NA,NA,0.1,0,3.47,NA,14665,FleaFlicker,14137,0,0,0,0,DETSun 4:25 PM,TE38,0.1,28.3,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,2,2,23.1,NA,NA,0.2,0,3.43,NA,16927,FleaFlicker,15798,0,0,0,7,HOUSun 1:00 PM,TE21,0.2,23.1,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,2.4,2.4,22.8,NA,NA,0.2,0,3.28,NA,16937,FleaFlicker,15802,0,0,0,9,@SEASun 4:05 PM,TE30,0.2,22.8,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,CIN,NA,2.3,2.3,21.6,NA,NA,0.1,0,2.88,NA,13845,FleaFlicker,13672,0,0,0,0,DETSun 4:25 PM,TE35,0.1,21.6,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Barner,TE,SEA,NA,2,2,19.4,NA,NA,0.1,0,2.78,NA,18484,FleaFlicker,16723,0,0,0,8,TBSun 4:05 PM,TE37,0.1,19.4,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oronde Gadsden,TE,LAC,NA,2,2,20.1,NA,NA,0.1,0,2.73,NA,19404,FleaFlicker,17099,0,0,0,2,WASSun 4:25 PM,TE36,0.1,20.1,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Arroyo,TE,SEA,NA,1.8,1.8,19,NA,NA,0.1,0,2.56,NA,19326,FleaFlicker,17108,0,0,0,8,TBSun 4:05 PM,TE29,0.1,19,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,2.1,2.1,18.9,NA,NA,0.1,0,2.55,NA,17634,FleaFlicker,16212,0,0,0,8,@INDSun 1:00 PM,TE41,0.1,18.9,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Allen,TE,LAR,NA,1.6,1.6,13.7,NA,NA,0.2,0,2.51,NA,17778,FleaFlicker,16219,0,0,0,8,SFL 23-26,NA,0.2,13.7,6%,2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,NE,NA,1.7,1.7,17.9,NA,NA,0.1,0,2.33,NA,12069,FleaFlicker,12677,0,0,0,4,@BUFSun 8:20 PM,TE43,0.1,17.9,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,LAC,NA,1.6,1.6,16.1,NA,NA,0.1,0,2.28,NA,14475,FleaFlicker,13763,0,0,0,2,WASSun 4:25 PM,TE49,0.1,16.1,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUPFoster Moreau,TE,NO,NA,1,1,12.2,NA,NA,0.1,0,2.11,NA,14781,FleaFlicker,14239,0,0,0,1,NYGSun 1:00 PM,TE51,0.1,12.2,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,1.4,1.4,14.9,NA,NA,0.1,0,2.09,NA,16430,FleaFlicker,15337,0,0,0,0,@JACMon 8:15 PM,TE40,0.1,14.9,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,1.4,1.4,14.9,NA,NA,0.1,0,2.03,NA,16932,FleaFlicker,15873,0,0,0,4,@NOSun 1:00 PM,NA,0.1,14.9,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Wright,TE,DET,NA,1.1,1.1,9.4,NA,NA,0.2,0,2.02,NA,16572,FleaFlicker,15626,0,0,0,8,@CINSun 4:25 PM,NA,0.2,9.4,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,1.1,1.1,12.2,NA,NA,0.1,0,1.94,NA,14734,FleaFlicker,14143,0,0,0,7,NESun 8:20 PM,TE45,0.1,12.2,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gunnar Helm,TE,TEN,NA,1.5,1.5,14.4,NA,NA,0.1,0,1.92,NA,19348,FleaFlicker,17105,0,0,0,0,@ARISun 4:05 PM,TE47,0.1,14.4,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,LAR,NA,1.4,1.4,14,NA,NA,0.1,0,1.86,NA,15679,FleaFlicker,14871,0,0,0,8,SFL 23-26,NA,0.1,14,4%,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,LAC,NA,1.2,1.2,13.7,NA,NA,0.1,0,1.79,NA,13980,FleaFlicker,13847,0,0,0,2,WASSun 4:25 PM,TE39,0.1,13.7,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,1.1,1.1,10,NA,NA,0.1,0,1.72,NA,15575,FleaFlicker,14870,0,0,0,2,@PHISun 1:00 PM,NA,0.1,10,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Tavion Sanders,TE,CAR,NA,1.3,1.3,12.4,NA,NA,0.1,0,1.72,NA,18477,FleaFlicker,16643,0,0,0,4,MIASun 1:00 PM,TE32,0.1,12.4,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Farrell,TE,SF,NA,1.3,1.3,12.1,NA,NA,0.1,0,1.61,NA,16417,FleaFlicker,15335,0,0,0,4,@LARW 26-23,NA,0.1,12.1,2%,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,NA,1.1,1.1,10.3,NA,NA,0.1,0,1.57,NA,17649,FleaFlicker,16221,0,0,0,0,@NYJSun 1:00 PM,NA,0.1,10.3,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Stoll,TE,NO,NA,1,1,9,NA,NA,0.1,0,1.48,NA,16621,FleaFlicker,15541,0,0,0,1,NYGSun 1:00 PM,NA,0.1,9,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,0.9,0.9,8.7,NA,NA,0.1,0,1.41,NA,14749,FleaFlicker,14209,0,0,0,6,@CLESun 9:30 AM,NA,0.1,8.7,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,1,1,9.3,NA,NA,0.1,0,1.35,NA,16833,FleaFlicker,15796,0,0,0,9,DALSun 1:00 PM,TE52,0.1,9.3,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRDJake Briningstool,TE,KC,NA,0.7,0.7,7.3,NA,NA,0.1,0,1.33,NA,19561,FleaFlicker,17268,0,0,0,0,@JACMon 8:15 PM,NA,0.1,7.3,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julian Hill,TE,MIA,NA,0.9,0.9,9.4,NA,NA,0.1,0,1.3,NA,18170,FleaFlicker,16425,0,0,0,2,@CARSun 1:00 PM,NA,0.1,9.4,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Evans,TE,CAR,NA,0.8,0.8,7.5,NA,NA,0.1,0,1.23,NA,19431,FleaFlicker,17109,0,0,0,4,MIASun 1:00 PM,NA,0.1,7.5,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Ogletree,TE,IND,NA,0.6,0.6,8,NA,NA,0.1,0,1.21,NA,16951,FleaFlicker,15916,0,0,0,1,LVSun 1:00 PM,NA,0.1,8,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Higgins,TE,ARI,NA,0.9,0.9,8.4,NA,NA,0.1,0,1.2,NA,17726,FleaFlicker,16333,0,0,0,8,TENSun 4:05 PM,NA,0.1,8.4,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Sample,TE,CIN,NA,0.8,0.8,7,NA,NA,0.1,0,1.12,NA,14714,FleaFlicker,14146,0,0,0,0,DETSun 4:25 PM,NA,0.1,7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jackson Hawes,TE,BUF,NA,0.6,0.6,6.6,NA,NA,0.1,0,1.08,NA,19386,FleaFlicker,17213,0,0,0,7,NESun 8:20 PM,NA,0.1,6.6,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Long,TE,JAC,NA,0.8,0.8,7,NA,NA,0.1,0,1.06,NA,16269,FleaFlicker,15334,0,0,0,8,KCMon 8:15 PM,NA,0.1,7,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Conner,TE,MIA,NA,0.8,0.8,8.2,NA,NA,0,0,1.06,NA,17462,FleaFlicker,15991,0,0,0,2,@CARSun 1:00 PM,NA,0,8.2,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grant Calcaterra,TE,PHI,NA,0.7,0.7,6.9,NA,NA,0.1,0,1.05,NA,16986,FleaFlicker,15804,0,0,0,9,DENSun 1:00 PM,NA,0.1,6.9,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnny Mundt,TE,JAC,NA,0.8,0.8,6.8,NA,NA,0.1,0,1.04,NA,13239,FleaFlicker,13940,0,0,0,8,KCMon 8:15 PM,NA,0.1,6.8,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrance Ferguson,TE,LAR,NA,0.7,0.7,7.2,NA,NA,0.1,0,1.02,NA,19329,FleaFlicker,17107,0,0,0,8,SFL 23-26,TE42,0.1,7.2,23%,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tip Reiman,TE,ARI,NA,0.8,0.8,6.8,NA,NA,0,0,0.92,NA,18443,FleaFlicker,16706,0,0,0,8,TENSun 4:05 PM,NA,0,6.8,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nate Adkins,TE,DEN,NA,0.7,0.7,5,NA,NA,0.1,0,0.92,NA,18244,FleaFlicker,16474,0,0,0,2,@PHISun 1:00 PM,NA,0.1,5,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevyn Spann-Ford,TE,DAL,NA,0.7,0.7,6.7,NA,NA,0,0,0.91,NA,18874,FleaFlicker,16647,0,0,0,0,@NYJSun 1:00 PM,NA,0,6.7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Bates,TE,WAS,NA,0.6,0.6,5.9,NA,NA,0.1,0,0.87,NA,16360,FleaFlicker,15344,0,0,0,2,@LACSun 4:25 PM,NA,0.1,5.9,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Saubert,TE,SEA,NA,0.5,0.5,5.1,NA,NA,0.1,0,0.81,NA,13110,FleaFlicker,13315,0,0,0,8,TBSun 4:05 PM,NA,0.1,5.1,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lucas Krull,TE,DEN,NA,0.7,0.7,6.3,NA,NA,0,0,0.81,NA,17235,FleaFlicker,15970,0,0,0,2,@PHISun 1:00 PM,NA,0,6.3,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Manhertz,TE,NYG,NA,0.5,0.5,4.9,NA,NA,0.1,0,0.79,NA,11114,FleaFlicker,12955,0,0,0,4,@NOSun 1:00 PM,NA,0.1,4.9,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Payne Durham,TE,TB,NA,0.4,0.4,4.1,NA,NA,0.1,0,0.71,NA,17768,FleaFlicker,16218,0,0,0,9,@SEASun 4:05 PM,NA,0.1,4.1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Bryant,TE,HOU,NA,0.5,0.5,4.2,NA,NA,0,0,0.66,NA,15644,FleaFlicker,14875,0,0,0,6,@BALSun 1:00 PM,NA,0,4.2,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Mitchell,TE,CAR,NA,0.4,0.4,4,NA,NA,0,0,0.64,NA,17017,FleaFlicker,15909,0,0,0,4,MIASun 1:00 PM,NA,0,4,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Vokolek,TE,ARI,NA,0.3,0.3,3.1,NA,NA,0.1,0,0.61,NA,18175,FleaFlicker,16447,0,0,0,8,TENSun 4:05 PM,NA,0.1,3.1,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUPGavin Bartholomew,TE,MIN,NA,0.2,0.2,3.1,NA,NA,0.1,0,0.61,NA,19453,FleaFlicker,17231,0,0,0,6,@CLESun 9:30 AM,NA,0.1,3.1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Sinnott,TE,WAS,NA,0.4,0.4,3.5,NA,NA,0,0,0.59,NA,18427,FleaFlicker,16644,0,0,0,2,@LACSun 4:25 PM,TE44,0,3.5,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thomas Fidone,TE,NYG,NA,0.6,0.6,5.8,NA,NA,0,0,0.58,NA,19504,FleaFlicker,17243,0,0,0,4,@NOSun 1:00 PM,NA,0,5.8,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,PHI,NA,0.3,0.3,3.6,NA,NA,0,0,0.54,NA,16340,FleaFlicker,15419,0,0,0,9,DENSun 1:00 PM,NA,0,3.6,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Kolar,TE,BAL,NA,0.4,0.4,4.4,NA,NA,0,0,0.5,NA,16923,FleaFlicker,15795,0,0,0,7,HOUSun 1:00 PM,NA,0,4.4,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Wiley,TE,KC,NA,0.3,0.3,3.2,NA,NA,0,0,0.5,NA,18468,FleaFlicker,16648,0,0,0,0,@JACMon 8:15 PM,NA,0,3.2,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jelani Woods,TE,NYJ,NA,0.4,0.4,4,NA,NA,0,0,0.4,NA,16841,FleaFlicker,15840,0,0,0,9,DALSun 1:00 PM,NA,0,4,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,NA,6.7,64.07,NA,NA,0.31,0.03,15.02,NA,2568117,NFL,15794,NA,0.48,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,NA,5.34,56.17,NA,NA,0.37,0.05,13.16,NA,2572219,NFL,16641,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Warren,TE,IND,NA,NA,4.98,57.49,NA,NA,0.29,0.07,12.64,NA,2574204,NFL,17102,NA,1.86,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,NA,4.48,49.4,NA,NA,0.43,0.03,11.94,NA,2569726,NFL,16214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,NA,5.37,47.88,NA,NA,0.26,0.04,11.64,NA,2567496,NFL,15799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,NA,4.74,47,NA,NA,0.31,0.02,11.26,NA,2564676,NFL,14861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,NA,4.04,45.1,NA,NA,0.28,0.02,10.21,NA,2540258,NFL,11244,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
