player,pos,team,games,fg,fg_att,fg_0019,fg_att_0019,fg_2029,fg_att_2029,fg_3039,fg_att_3039,fg_4049,fg_att_4049,fg_50,fg_att_50,xp,xp_att,site_pts,site_fppg,src_id,data_src,id,fg_50_att,fg_4049_att,fg_0039,fg_att_39,bye,opp,draft_rank,fg_pct,xp_pct,pct_owned,pos_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Ka'imi Fairbairn,K,HOU,NA,1.85,2.16,0.04,NA,0.6,NA,0.56,NA,0.41,NA,0.23,NA,2.14,2.12,8.53,NA,53463,FanDuel,12860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,25,13,Houston Texans,33,Los Angeles Rams,LA,13,Houston Texans,HOU,WEEKLY
Jake Elliott,K,PHI,NA,1.61,3.28,0.02,NA,0.43,NA,0.63,NA,0.43,NA,0.04,NA,3.21,2.04,8.37,NA,53569,FanDuel,13303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,24,Philadelphia Eagles,24,Philadelphia Eagles,PHI,9,Dallas Cowboys,DAL,WEEKLY
Daniel Carlson,K,LV,NA,1.72,2.6,0.05,NA,0.4,NA,0.57,NA,0.4,NA,0.2,NA,2.52,2.25,8.18,NA,53818,FanDuel,13718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,27,35,Las Vegas Raiders,19,New England Patriots,NE,35,Las Vegas Raiders,LV,WEEKLY
Blake Grupe,K,NO,NA,1.72,2.35,0,NA,0.57,NA,0.57,NA,0.42,NA,0.15,NA,2.33,2.11,8.18,NA,55655,FanDuel,16444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,26,20,New Orleans Saints,20,New Orleans Saints,NO,1,Arizona Cardinals,ARI,WEEKLY
Evan McPherson,K,CIN,NA,1.67,2.8,0,NA,0.4,NA,0.59,NA,0.52,NA,0.14,NA,2.33,2.07,8.08,NA,54904,FanDuel,15368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,21,7,Cincinnati Bengals,8,Cleveland Browns,CLE,7,Cincinnati Bengals,CIN,WEEKLY
Harrison Butker,K,KC,NA,1.7,2.13,0.02,NA,0.52,NA,0.43,NA,0.53,NA,0.17,NA,2.13,2.06,8.01,NA,53628,FanDuel,13354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,7,16,Kansas City Chiefs,34,Los Angeles Chargers,LAC,16,Kansas City Chiefs,KC,WEEKLY
Spencer Shrader,K,IND,NA,1.64,1.73,0.04,NA,0.39,NA,0.48,NA,0.47,NA,0.32,NA,1.7,1.78,7.91,NA,56002,FanDuel,16896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,9,14,Indianapolis Colts,14,Indianapolis Colts,IND,17,Miami Dolphins,MIA,WEEKLY
Brandon Aubrey,K,DAL,NA,1.73,1.47,0,NA,0.49,NA,0.53,NA,0.48,NA,0.28,NA,1.47,1.99,7.85,NA,55648,FanDuel,16414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,2,9,Dallas Cowboys,24,Philadelphia Eagles,PHI,9,Dallas Cowboys,DAL,WEEKLY
Graham Gano,K,NYG,NA,1.56,2.11,0.04,NA,0.49,NA,0.51,NA,0.45,NA,0.15,NA,2.05,1.85,7.72,NA,2891,FanDuel,9694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,15,21,New York Giants,32,Washington Commanders,WSH,21,New York Giants,NYG,WEEKLY
Jake Moody,K,SF,NA,1.36,2.99,0.02,NA,0.51,NA,0.39,NA,0.35,NA,0.1,NA,2.97,1.84,7.63,NA,55704,FanDuel,16286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,11,27,San Francisco 49ers,28,Seattle Seahawks,SEA,27,San Francisco 49ers,SF,WEEKLY
Tyler Loop,K,BAL,NA,1.35,3.1,0.02,NA,0.5,NA,0.47,NA,0.26,NA,0.09,NA,3.07,1.69,7.53,NA,56289,FanDuel,17222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,12,3,Baltimore Ravens,4,Buffalo Bills,BUF,3,Baltimore Ravens,BAL,WEEKLY
Younghoe Koo,K,ATL,NA,1.56,2.21,0,NA,0.54,NA,0.4,NA,0.48,NA,0.13,NA,2.12,1.95,7.51,NA,53464,FanDuel,13403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,17,2,Atlanta Falcons,2,Atlanta Falcons,ATL,30,Tampa Bay Buccaneers,TB,WEEKLY
Joey Slye,K,TEN,NA,1.5,2,0.05,NA,0.42,NA,0.53,NA,0.33,NA,0.24,NA,1.94,1.77,7.46,NA,54202,FanDuel,14600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,31,Tennessee Titans,10,Denver Broncos,DEN,31,Tennessee Titans,TEN,WEEKLY
Harrison Mevis,K,NYJ,NA,1.5,1.97,0.08,NA,0.39,NA,0.45,NA,0.5,NA,0.08,NA,1.91,1.78,7.07,NA,56286,FanDuel,16843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,10,22,New York Jets,22,New York Jets,NYJ,25,Pittsburgh Steelers,PIT,WEEKLY
Dustin Hopkins,K,CLE,NA,1.47,1.93,0.04,NA,0.25,NA,0.61,NA,0.49,NA,0.04,NA,1.9,1.77,6.76,NA,52198,FanDuel,11387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,20,8,Cleveland Browns,8,Cleveland Browns,CLE,7,Cincinnati Bengals,CIN,WEEKLY
