player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,dst_int,dst_fum_rec,dst_sacks,dst_fumbles,dst_tackles,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,fumble_TD
Nick Westbrook-Ikhine,WR,MIA,NA,NA,1.54,20.94,NA,NA,0.25,NA,0.2,NA,NA,0.01,5.13,NA,2565477,NFL,15109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyami Brown,WR,JAX,NA,NA,1.81,23.87,NA,NA,0.14,NA,0.64,NA,NA,0.01,5.08,NA,2566586,NFL,15292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roman Wilson,WR,PIT,NA,NA,1.72,20.26,NA,NA,0.18,NA,0.11,NA,NA,0.01,4.82,NA,2572459,NFL,16629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Hutchinson,WR,HOU,NA,NA,1.67,20.69,NA,NA,0.17,NA,NA,NA,NA,NA,4.76,NA,2569825,NFL,16201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Whittington,WR,LAR,NA,NA,1.63,21.54,NA,NA,0.13,NA,0.78,NA,0.01,0.01,4.68,NA,2572216,NFL,16633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,KC,NA,NA,1.65,18.83,NA,NA,0.16,NA,0.23,NA,NA,0.01,4.5,NA,2558149,NFL,13156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Nailor,WR,MIN,NA,NA,1.34,20.55,NA,NA,0.18,NA,0.1,NA,NA,0.01,4.47,NA,2567925,NFL,15786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Palmer,WR,BUF,NA,NA,1.49,22.22,NA,NA,0.13,NA,NA,NA,NA,0.01,4.47,NA,2566502,NFL,15319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,BAL,NA,NA,1.32,18.89,NA,NA,0.17,NA,NA,NA,NA,0.01,4.21,NA,2540165,NFL,11232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeMario Douglas,WR,NE,NA,NA,1.38,16.76,NA,NA,0.13,NA,1.17,NA,0.01,0.01,3.99,NA,2570119,NFL,16342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lil'Jordan Humphrey,WR,NYG,NA,NA,1.33,16.65,NA,NA,0.14,NA,NA,NA,NA,0.01,3.82,NA,2562668,NFL,14118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luther Burden III,WR,CHI,NA,NA,1.32,15.74,NA,NA,0.1,NA,1.29,NA,0.01,0.01,3.66,NA,2574004,NFL,17070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,NO,NA,NA,1.4,15.5,NA,NA,0.11,NA,0.12,NA,NA,0.01,3.6,NA,2543498,NFL,11674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Bryant,WR,DEN,NA,NA,1.32,15.46,NA,NA,0.11,NA,0.03,NA,NA,0.01,3.51,NA,2574086,NFL,17082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KhaDarel Hodge,WR,ATL,NA,NA,1.11,17.47,NA,NA,0.1,NA,0.06,NA,NA,0.01,3.44,NA,2561653,NFL,13963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke McCaffrey,WR,WAS,NA,NA,1.07,12.74,NA,NA,0.1,NA,0.53,NA,NA,0.01,2.98,NA,2572576,NFL,16635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,BUF,NA,NA,0.99,12.38,NA,NA,0.11,NA,0.44,NA,NA,0.01,2.91,NA,2566385,NFL,15288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,BUF,NA,NA,0.97,10.59,NA,NA,0.09,NA,1.11,NA,0.01,0.01,2.72,NA,2558066,NFL,13157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrell Shavers,WR,BUF,NA,NA,0.89,12.12,NA,NA,0.09,NA,NA,NA,NA,NA,2.64,NA,2571425,NFL,16451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tylan Wallace,WR,BAL,NA,NA,0.8,11.06,NA,NA,0.1,NA,0.31,NA,NA,NA,2.54,NA,2565857,NFL,15285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Horn Jr.,WR,CAR,NA,NA,0.88,9.39,NA,NA,0.07,NA,2.04,NA,0.01,NA,2.5,NA,2573985,NFL,17234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Tolbert,WR,DAL,NA,NA,0.89,10.68,NA,NA,0.09,NA,NA,NA,NA,NA,2.5,NA,2567508,NFL,15788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dortch,WR,ARI,NA,NA,0.92,9.06,NA,NA,0.07,NA,1.35,NA,0.01,0.01,2.42,NA,2562645,NFL,14108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre Harris,WR,LAC,NA,NA,0.98,10.56,NA,NA,0.06,NA,0.26,NA,NA,0.01,2.4,NA,2574515,NFL,17072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Moore,WR,WAS,NA,NA,0.81,10.71,NA,NA,0.07,NA,0.15,NA,NA,NA,2.32,NA,2555209,NFL,12773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demarcus Robinson,WR,SF,NA,NA,0.67,10.81,NA,NA,0.09,NA,NA,NA,NA,NA,2.29,NA,2555478,NFL,12785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalif Raymond,WR,DET,NA,NA,0.67,9.36,NA,NA,0.05,NA,0.42,NA,NA,0.02,2.27,NA,2556661,NFL,13066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA
Kyle Williams,WR,NE,NA,NA,0.78,9.85,NA,NA,0.08,NA,0.12,NA,NA,NA,2.26,NA,2574387,NFL,17134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dont'e Thornton Jr.,WR,LV,NA,NA,0.75,10.91,NA,NA,0.06,NA,0.26,NA,NA,NA,2.23,NA,2574312,NFL,17087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,TEN,NA,NA,0.85,10.64,NA,NA,0.05,NA,NA,NA,NA,NA,2.21,NA,2564358,NFL,14858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Smith,WR,LAR,NA,NA,0.99,12.2,NA,NA,0.1,NA,1.71,NA,0.01,0.48,2.2,NA,2570002,NFL,16428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
David Sills,WR,ATL,NA,NA,0.77,9.57,NA,NA,0.06,NA,0.06,NA,NA,NA,2.09,NA,2562732,NFL,14110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dee Eskridge,WR,MIA,NA,NA,0.8,8.74,NA,NA,0.06,NA,0.68,NA,NA,0.01,2.08,NA,2566553,NFL,15302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Heath,WR,GB,NA,NA,0.67,8.32,NA,NA,0.07,NA,0.15,NA,NA,NA,1.94,NA,2570518,NFL,16413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devaughn Vele,WR,NO,NA,NA,0.7,7.54,NA,NA,0.04,NA,0.12,NA,NA,NA,1.71,NA,2572006,NFL,16788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Gould,WR,IND,NA,NA,0.7,7.37,NA,NA,0.03,NA,0.39,NA,NA,NA,1.66,NA,2572120,NFL,16732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalin Hyatt,WR,NYG,NA,NA,0.61,7.42,NA,NA,0.05,NA,NA,NA,NA,NA,1.65,NA,2570152,NFL,16183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,MIN,NA,NA,0.55,7.18,NA,NA,0.05,NA,0.11,NA,NA,0.01,1.56,NA,2541785,NFL,11938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyquan Thornton,WR,KC,NA,NA,0.45,6.69,NA,NA,0.06,NA,0.27,NA,NA,NA,1.51,NA,2567958,NFL,15787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dontayvion Wicks,WR,GB,NA,NA,0.5,6.5,NA,NA,0.04,NA,0.15,NA,NA,NA,1.41,NA,2569759,NFL,16195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Flournoy,WR,DAL,NA,NA,0.5,5.73,NA,NA,0.03,NA,NA,NA,NA,NA,1.25,NA,2571970,NFL,16778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Casey Washington,WR,ATL,NA,NA,0.36,5.14,NA,NA,0.03,NA,0.12,NA,NA,NA,1.07,NA,2571820,NFL,16760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedrick Wilson Jr.,WR,MIA,NA,NA,0.36,4.2,NA,NA,0.03,NA,0.1,NA,NA,NA,0.97,NA,2560936,NFL,13652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beaux Collins,WR,NYG,NA,NA,0.35,3.8,NA,NA,0.03,NA,NA,NA,NA,NA,0.91,NA,2574418,NFL,17303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derius Davis,WR,LAC,NA,NA,0.1,0.95,NA,NA,0.01,NA,1.85,NA,0.01,0.03,0.8,NA,2570272,NFL,16299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA
Mitchell Tinsley,WR,CIN,NA,NA,0.28,3.22,NA,NA,0.03,NA,0.12,NA,NA,NA,0.79,NA,2571650,NFL,16403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brycen Tremayne,WR,CAR,NA,NA,0.32,3.23,NA,NA,0.02,NA,0.1,NA,NA,NA,0.77,NA,2571665,NFL,16949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Savion Williams,WR,GB,NA,NA,0.21,2.3,NA,NA,0.02,NA,0.87,NA,0.01,NA,0.71,NA,2574141,NFL,17096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devontez Walker,WR,BAL,NA,NA,0.19,2.61,NA,NA,0.03,NA,0.31,NA,NA,NA,0.66,NA,2571844,NFL,16621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Bobo,WR,SEA,NA,NA,0.26,2.59,NA,NA,0.02,NA,NA,NA,NA,NA,0.64,NA,2571378,NFL,16393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Watkins,WR,SF,NA,NA,0.22,2.83,NA,NA,0.02,NA,0.13,NA,NA,NA,0.64,NA,2574550,NFL,17192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,SF,NA,NA,0.19,2.74,NA,NA,0.02,NA,0.42,NA,NA,NA,0.63,NA,2567805,NFL,15766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Sherfield,WR,DEN,NA,NA,0.22,2.47,NA,NA,0.02,NA,NA,NA,NA,NA,0.59,NA,2561272,NFL,13893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Duvernay,WR,CHI,NA,NA,0.09,0.9,NA,NA,0.01,NA,0.43,NA,NA,0.03,0.58,NA,2563551,NFL,14847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA
Scott Miller,WR,PIT,NA,NA,0.18,2.3,NA,NA,0.02,NA,0.12,NA,NA,NA,0.54,NA,2562865,NFL,14280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Patrick,WR,JAX,NA,NA,0.18,2.38,NA,NA,0.02,NA,NA,NA,NA,NA,0.54,NA,2558985,NFL,13377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashton Dulin,WR,IND,NA,NA,0.23,2.4,NA,NA,NA,NA,0.57,NA,NA,NA,0.53,NA,2562646,NFL,14315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Bachman,WR,LV,NA,NA,0.21,2.28,NA,NA,0.01,NA,NA,NA,NA,NA,0.5,NA,2563301,NFL,14548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adonai Mitchell,WR,IND,NA,NA,0.17,2.31,NA,NA,0.01,NA,0.13,NA,NA,NA,0.47,NA,2572129,NFL,16626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Jones,WR,CIN,NA,NA,0.18,1.67,NA,NA,NA,NA,0.19,NA,NA,NA,0.37,NA,2569645,NFL,16203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Skowronek,WR,PIT,NA,NA,0.1,1.13,NA,NA,0.01,NA,0.11,NA,NA,NA,0.28,NA,2566247,NFL,15491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KeAndre Lambert-Smith,WR,LAC,NA,NA,0.06,0.72,NA,NA,NA,NA,NA,NA,NA,NA,0.13,NA,2574521,NFL,17205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Renfrow,WR,CAR,NA,NA,0.07,0.6,NA,NA,NA,NA,NA,NA,NA,NA,0.13,NA,2562712,NFL,14123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jermaine Burton,WR,CIN,NA,NA,0.04,0.68,NA,NA,NA,NA,0.12,NA,NA,NA,0.12,NA,2571922,NFL,16632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tai Felton,WR,MIN,NA,NA,0.02,0.23,NA,NA,NA,NA,0.05,NA,NA,NA,0.05,NA,2574344,NFL,17097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
