player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds
Xavier Legette,WR,CAR,NA,NA,3.3,35.4,NA,NA,0.3,0.1,0.4,NA,0,0,5.1,NA,26136,FantasyPros,16639,NA,NA,NA,NA,NA,NA,NA
Marvin Mims Jr.,WR,DEN,NA,NA,2.6,33.4,NA,NA,0.2,0.3,2.1,NA,0,0.1,5,NA,23080,FantasyPros,16189,NA,NA,NA,NA,NA,NA,NA
Sterling Shepard,WR,TB,NA,NA,3,33.9,NA,NA,0.2,0.1,1.1,NA,0,0.1,4.9,NA,15569,FantasyPros,12658,NA,NA,NA,NA,NA,NA,NA
Marquise Brown,WR,KC,NA,NA,2.7,31.7,NA,NA,0.3,0.1,0.4,NA,0,0,4.9,NA,18226,FantasyPros,14105,NA,NA,NA,NA,NA,NA,NA
Ricky Pearsall,WR,SF,NA,NA,2.5,38.9,NA,NA,0.1,0.2,1,NA,0,0,4.8,NA,26214,FantasyPros,16622,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,NA,2.5,35.2,NA,NA,0.2,0,0.2,NA,0,0,4.8,NA,20130,FantasyPros,15290,NA,NA,NA,NA,NA,NA,NA
Josh Downs,WR,IND,NA,NA,3.5,36.4,NA,NA,0.2,0,0.2,NA,0,0,4.8,NA,24706,FantasyPros,16187,NA,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,NYJ,NA,NA,2.5,32.9,NA,NA,0.2,0,0,NA,0,0,4.6,NA,16439,FantasyPros,13168,NA,NA,NA,NA,NA,NA,NA
Christian Watson,WR,GB,NA,NA,1.9,32.6,NA,NA,0.2,0.2,0.8,NA,0,0,4.5,NA,23886,FantasyPros,15789,NA,NA,NA,NA,NA,NA,NA
Olamide Zaccheaus,WR,CHI,NA,NA,2.7,30.3,NA,NA,0.2,0.4,2.1,NA,0,0,4.4,NA,18864,FantasyPros,14592,NA,NA,NA,NA,NA,NA,NA
Jayden Higgins,WR,HOU,NA,NA,2.4,29.9,NA,NA,0.2,0,0.1,NA,0,0,4.1,NA,27077,FantasyPros,17083,NA,NA,NA,NA,NA,NA,NA
Calvin Austin III,WR,PIT,NA,NA,2.1,27.1,NA,NA,0.2,0.1,0.4,NA,0,0,4.1,NA,23739,FantasyPros,15777,NA,NA,NA,NA,NA,NA,NA
Chimere Dike,WR,TEN,NA,NA,2.5,27.4,NA,NA,0.2,0.7,2.8,NA,0,0,4.1,NA,27315,FantasyPros,17171,NA,NA,NA,NA,NA,NA,NA
Xavier Hutchinson,WR,HOU,NA,NA,2.5,28,NA,NA,0.2,0.1,0.2,NA,0,0,3.9,NA,25332,FantasyPros,16201,NA,NA,NA,NA,NA,NA,NA
Jaylin Noel,WR,HOU,NA,NA,2.4,27.2,NA,NA,0.2,0.2,0.9,NA,0,0,3.9,NA,27122,FantasyPros,17080,NA,NA,NA,NA,NA,NA,NA
DeMario Douglas,WR,NE,NA,NA,2.3,24.9,NA,NA,0.2,0.4,1.7,NA,0,0,3.7,NA,25304,FantasyPros,16342,NA,NA,NA,NA,NA,NA,NA
Isaiah Bond,WR,CLE,NA,NA,2.3,28.3,NA,NA,0.1,0,0.5,NA,0,0,3.6,NA,24371,FantasyPros,17076,NA,NA,NA,NA,NA,NA,NA
Jalen Nailor,WR,MIN,NA,NA,1.8,23.2,NA,NA,0.2,0.1,0.5,NA,0,0,3.4,NA,24177,FantasyPros,15786,NA,NA,NA,NA,NA,NA,NA
KaVontae Turpin,WR,DAL,NA,NA,1.5,19.3,NA,NA,0.1,1.1,5.6,NA,0,0,3.4,NA,18520,FantasyPros,15981,NA,NA,NA,NA,NA,NA,NA
Andrei Iosivas,WR,CIN,NA,NA,1.8,22.1,NA,NA,0.2,0.1,0.6,NA,0,0,3.4,NA,25335,FantasyPros,16207,NA,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,BAL,NA,NA,1.4,20.6,NA,NA,0.2,0,0.1,NA,0,0,3.2,NA,11606,FantasyPros,11232,NA,NA,NA,NA,NA,NA,NA
Jalen Coker,WR,CAR,NA,NA,1.8,23.8,NA,NA,0.1,0,0,NA,0,0,3.1,NA,26403,FantasyPros,16809,NA,NA,NA,NA,NA,NA,NA
Luther Burden III,WR,CHI,NA,NA,1.7,20.7,NA,NA,0.1,0.3,1.5,NA,0,0,3,NA,27016,FantasyPros,17070,NA,NA,NA,NA,NA,NA,NA
Joshua Palmer,WR,BUF,NA,NA,1.5,22.7,NA,NA,0.1,0,0,NA,0,0,3,NA,22845,FantasyPros,15319,NA,NA,NA,NA,NA,NA,NA
Demarcus Robinson,WR,SF,NA,NA,1.4,21,NA,NA,0.1,0,0.1,NA,0,0,2.9,NA,15665,FantasyPros,12785,NA,NA,NA,NA,NA,NA,NA
Jimmy Horn Jr.,WR,CAR,NA,NA,1.5,18.3,NA,NA,0.1,0.3,2.6,NA,0,0,2.8,NA,27294,FantasyPros,17234,NA,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,TEN,NA,NA,1.8,23,NA,NA,0.1,0,0,NA,0,0,2.8,NA,19483,FantasyPros,14858,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,MIA,NA,NA,1.5,19,NA,NA,0.2,0,0.1,NA,0,0,2.8,NA,19747,FantasyPros,15109,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,HOU,NA,NA,1.6,21.1,NA,NA,0.1,0,0.1,NA,0,0,2.8,NA,17268,FantasyPros,13633,NA,NA,NA,NA,NA,NA,NA
Pat Bryant,WR,DEN,NA,NA,1.6,18.4,NA,NA,0.2,0,0,NA,0,0,2.7,NA,27211,FantasyPros,17082,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,NYJ,NA,NA,1.3,18,NA,NA,0.1,0,0,NA,0,0,2.7,NA,17301,FantasyPros,13632,NA,NA,NA,NA,NA,NA,NA
Luke McCaffrey,WR,WAS,NA,NA,1.3,18.9,NA,NA,0.1,0,0.1,NA,0,0,2.6,NA,26328,FantasyPros,16635,NA,NA,NA,NA,NA,NA,NA
Lil'Jordan Humphrey,WR,NYG,NA,NA,1.5,19.1,NA,NA,0.1,0,0,NA,0,0,2.6,NA,18590,FantasyPros,14118,NA,NA,NA,NA,NA,NA,NA
Tyler Johnson,WR,NYJ,NA,NA,1.5,20.4,NA,NA,0.1,0,0,NA,0,0,2.6,NA,18633,FantasyPros,14864,NA,NA,NA,NA,NA,NA,NA
Arian Smith,WR,NYJ,NA,NA,1.6,19.3,NA,NA,0.1,0,0,NA,0,0,2.6,NA,22965,FantasyPros,17175,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,NE,NA,NA,1.3,16.5,NA,NA,0.1,0.1,0.3,NA,0,0,2.5,NA,16489,FantasyPros,13289,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,NO,NA,NA,1.8,18.2,NA,NA,0.1,0,0.2,NA,0,0,2.5,NA,12122,FantasyPros,11674,NA,NA,NA,NA,NA,NA,NA
Tyquan Thornton,WR,KC,NA,NA,1,15.5,NA,NA,0.1,0,0.3,NA,0,0,2.4,NA,22913,FantasyPros,15787,NA,NA,NA,NA,NA,NA,NA
Chris Moore,WR,WAS,NA,NA,1.3,18.1,NA,NA,0.1,0,0.4,NA,0,0,2.3,NA,15654,FantasyPros,12773,NA,NA,NA,NA,NA,NA,NA
Dontayvion Wicks,WR,GB,NA,NA,1.4,17.5,NA,NA,0.1,0,0,NA,0,0,2.3,NA,24354,FantasyPros,16195,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,KC,NA,NA,1.3,16.1,NA,NA,0.1,0,0.1,NA,0,0,2.2,NA,16427,FantasyPros,13156,NA,NA,NA,NA,NA,NA,NA
Jared Wayne,WR,HOU,NA,NA,1.3,15.7,NA,NA,0.1,0,0,NA,0,0,2.2,NA,25495,FantasyPros,17011,NA,NA,NA,NA,NA,NA,NA
Kameron Johnson,WR,TB,NA,NA,1.2,15.2,NA,NA,0.1,0,0,NA,0,0,2.2,NA,26626,FantasyPros,16883,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,PHI,NA,NA,1.2,15.8,NA,NA,0.1,0,0.1,NA,0,0,2.1,NA,23101,FantasyPros,15755,NA,NA,NA,NA,NA,NA,NA
Casey Washington,WR,ATL,NA,NA,1.1,13.9,NA,NA,0.1,0,0.1,NA,0,0,2,NA,26413,FantasyPros,16760,NA,NA,NA,NA,NA,NA,NA
Jalen Tolbert,WR,DAL,NA,NA,1.1,13.4,NA,NA,0.1,0,0,NA,0,0,2,NA,23770,FantasyPros,15788,NA,NA,NA,NA,NA,NA,NA
Tylan Wallace,WR,BAL,NA,NA,0.8,12.5,NA,NA,0.1,0,0.1,NA,0,0,2,NA,19801,FantasyPros,15285,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,BUF,NA,NA,1.1,11.7,NA,NA,0.1,0.1,0.7,NA,0,0,2,NA,16434,FantasyPros,13157,NA,NA,NA,NA,NA,NA,NA
Jaylin Lane,WR,WAS,NA,NA,1.2,14.9,NA,NA,0.1,0.1,0.4,NA,0,0,2,NA,27454,FantasyPros,17184,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,MIN,NA,NA,1.2,12.7,NA,NA,0.1,0,0.1,NA,0,0,1.8,NA,13429,FantasyPros,11938,NA,NA,NA,NA,NA,NA,NA
Jamari Thrash,WR,CLE,NA,NA,1.1,13.7,NA,NA,0.1,0,0.2,NA,0,0,1.7,NA,26162,FantasyPros,16624,NA,NA,NA,NA,NA,NA,NA
Braxton Berrios,WR,HOU,NA,NA,1.1,10.4,NA,NA,0.1,0.1,0.5,NA,0,0,1.5,NA,17289,FantasyPros,13638,NA,NA,NA,NA,NA,NA,NA
Jalin Hyatt,WR,NYG,NA,NA,0.9,11.2,NA,NA,0.1,0,0,NA,0,0,1.5,NA,25251,FantasyPros,16183,NA,NA,NA,NA,NA,NA,NA
Kyle Williams,WR,NE,NA,NA,0.8,10.1,NA,NA,0.1,0.2,0.8,NA,0,0,1.5,NA,27487,FantasyPros,17134,NA,NA,NA,NA,NA,NA,NA
Ashton Dulin,WR,IND,NA,NA,0.5,8.6,NA,NA,0.1,0.4,2.7,NA,0,0,1.5,NA,18656,FantasyPros,14315,NA,NA,NA,NA,NA,NA,NA
Tyrell Shavers,WR,BUF,NA,NA,0.8,10.4,NA,NA,0.1,0,0,NA,0,0,1.5,NA,25813,FantasyPros,16451,NA,NA,NA,NA,NA,NA,NA
Gage Larvadain,WR,CLE,NA,NA,1.1,12.4,NA,NA,0,0,0,NA,0,0,1.4,NA,27829,FantasyPros,17349,NA,NA,NA,NA,NA,NA,NA
Devontez Walker,WR,BAL,NA,NA,0.5,8.1,NA,NA,0.1,0.1,0.3,NA,0,0,1.4,NA,26011,FantasyPros,16621,NA,NA,NA,NA,NA,NA,NA
Roman Wilson,WR,PIT,NA,NA,0.8,9.6,NA,NA,0.1,0,0,NA,0,0,1.4,NA,26160,FantasyPros,16629,NA,NA,NA,NA,NA,NA,NA
Malik Heath,WR,GB,NA,NA,0.8,9.8,NA,NA,0.1,0,0.1,NA,0,0,1.4,NA,25668,FantasyPros,16413,NA,NA,NA,NA,NA,NA,NA
David Sills V,WR,ATL,NA,NA,0.8,10.4,NA,NA,0.1,0.1,0.3,NA,0,0,1.4,NA,18566,FantasyPros,14110,NA,NA,NA,NA,NA,NA,NA
Adonai Mitchell,WR,IND,NA,NA,0.7,10.7,NA,NA,0.1,0,0.1,NA,0,0,1.3,NA,24357,FantasyPros,16626,NA,NA,NA,NA,NA,NA,NA
Dee Eskridge,WR,MIA,NA,NA,0.8,9.1,NA,NA,0,0.1,0.4,NA,0,0,1.2,NA,22785,FantasyPros,15302,NA,NA,NA,NA,NA,NA,NA
Cedrick Wilson Jr.,WR,MIA,NA,NA,0.7,7,NA,NA,0.1,0,0,NA,0,0,1.1,NA,17262,FantasyPros,13652,NA,NA,NA,NA,NA,NA,NA
Tre Harris,WR,LAC,NA,NA,0.7,7.9,NA,NA,0,0.1,0.5,NA,0,0,1.1,NA,26215,FantasyPros,17072,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,BUF,NA,NA,0.5,6.7,NA,NA,0,0.4,1.2,NA,0,0,1.1,NA,20114,FantasyPros,15288,NA,NA,NA,NA,NA,NA,NA
Robbie Chosen,WR,WAS,NA,NA,0.7,8,NA,NA,0,0,0,NA,0,0,1,NA,15688,FantasyPros,12930,NA,NA,NA,NA,NA,NA,NA
Devaughn Vele,WR,NO,NA,NA,0.7,6.9,NA,NA,0,0,0,NA,0,0,1,NA,26409,FantasyPros,16788,NA,NA,NA,NA,NA,NA,NA
Ryan Miller,WR,TB,NA,NA,0.5,6.3,NA,NA,0.1,0,0,NA,0,0,1,NA,25857,FantasyPros,16958,NA,NA,NA,NA,NA,NA,NA
Hunter Renfrow,WR,CAR,NA,NA,0.6,4.6,NA,NA,0.1,0,0,NA,0,0,0.9,NA,18345,FantasyPros,14123,NA,NA,NA,NA,NA,NA,NA
Brycen Tremayne,WR,CAR,NA,NA,0.5,6,NA,NA,0,0,0.1,NA,0,0,0.8,NA,25631,FantasyPros,16949,NA,NA,NA,NA,NA,NA,NA
Malachi Corley,WR,CLE,NA,NA,0.6,6.7,NA,NA,0,0,0.3,NA,0,0,0.8,NA,26023,FantasyPros,16636,NA,NA,NA,NA,NA,NA,NA
Jamal Agnew,WR,ATL,NA,NA,0.4,5,NA,NA,0.1,0.1,-0.1,NA,0,0,0.8,NA,16666,FantasyPros,13308,NA,NA,NA,NA,NA,NA,NA
Savion Williams,WR,GB,NA,NA,0.3,3.6,NA,NA,0,0.3,1.5,NA,0,0,0.7,NA,27144,FantasyPros,17096,NA,NA,NA,NA,NA,NA,NA
Jermaine Burton,WR,CIN,NA,NA,0.2,3.7,NA,NA,0,0,0.1,NA,0,0,0.6,NA,22956,FantasyPros,16632,NA,NA,NA,NA,NA,NA,NA
Anthony Gould,WR,IND,NA,NA,0.4,3.9,NA,NA,0,0,0.2,NA,0,0,0.5,NA,26404,FantasyPros,16732,NA,NA,NA,NA,NA,NA,NA
Scotty Miller,WR,PIT,NA,NA,0.3,3.3,NA,NA,0,0,0.1,NA,0,0,0.5,NA,18714,FantasyPros,14280,NA,NA,NA,NA,NA,NA,NA
Ryan Flournoy,WR,DAL,NA,NA,0.2,2.9,NA,NA,0,0.1,0.3,NA,0,0,0.4,NA,26398,FantasyPros,16778,NA,NA,NA,NA,NA,NA,NA
Beaux Collins,WR,NYG,NA,NA,0.3,2.8,NA,NA,0,0,0,NA,0,0,0.4,NA,22925,FantasyPros,17303,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,SF,NA,NA,0.2,2.4,NA,NA,0,0,0,NA,0,0,0.3,NA,23905,FantasyPros,15766,NA,NA,NA,NA,NA,NA,NA
Mason Tipton,WR,NO,NA,NA,0.2,2.3,NA,NA,0,0,0,NA,0,0,0.3,NA,26546,FantasyPros,16858,NA,NA,NA,NA,NA,NA,NA
Derius Davis,WR,LAC,NA,NA,0.1,0.5,NA,NA,0,0.4,2,NA,0,0,0.2,NA,25334,FantasyPros,16299,NA,NA,NA,NA,NA,NA,NA
Jalen Royals,WR,KC,NA,NA,0.1,1.3,NA,NA,0,0,0.1,NA,0,0,0.2,NA,27076,FantasyPros,17086,NA,NA,NA,NA,NA,NA,NA
KeAndre Lambert-Smith,WR,LAC,NA,NA,0.1,1.3,NA,NA,0,0,0.1,NA,0,0,0.2,NA,24372,FantasyPros,17205,NA,NA,NA,NA,NA,NA,NA
Trent Sherfield Sr.,WR,DEN,NA,NA,0.1,1.3,NA,NA,0,0,0,NA,0,0,0.2,NA,17888,FantasyPros,13893,NA,NA,NA,NA,NA,NA,NA
Jordan Watkins,WR,SF,NA,NA,0.1,1.3,NA,NA,0,0,0,NA,0,0,0.2,NA,27486,FantasyPros,17192,NA,NA,NA,NA,NA,NA,NA
KhaDarel Hodge,WR,ATL,NA,NA,0.1,1.4,NA,NA,0,0,0.1,NA,0,0,0.1,NA,18166,FantasyPros,13963,NA,NA,NA,NA,NA,NA,NA
Ben Skowronek,WR,PIT,NA,NA,0.1,1.1,NA,NA,0,0,0.1,NA,0,0,0.1,NA,22843,FantasyPros,15491,NA,NA,NA,NA,NA,NA,NA
John Metchie III,WR,PHI,NA,NA,0.1,1.2,NA,NA,0,0,0,NA,0,0,0.1,NA,22895,FantasyPros,15759,NA,NA,NA,NA,NA,NA,NA
Charlie Jones,WR,CIN,NA,NA,0.1,0.8,NA,NA,0,0,0.1,NA,0,0,0.1,NA,25336,FantasyPros,16203,NA,NA,NA,NA,NA,NA,NA
Emeka Egbuka,WR,TB,NA,5.1,5.1,77,NA,NA,1,0.1,0.6,NA,0,0.1,15.64,NA,19261,FleaFlicker,17081,9,@NOSun 4:05 PM,WR13,1,77.6,94%,NA
Ja'Marr Chase,WR,CIN,NA,6.8,6.8,81.9,NA,NA,1,0.2,1.2,NA,0,0.1,14.23,NA,16250,FleaFlicker,15281,0,NYJSun 1:00 PM,WR2,1,83.1,99%,NA
Courtland Sutton,WR,DEN,NA,5,5,67,NA,NA,1,0,0,NA,0,0.1,12.58,NA,13795,FleaFlicker,13630,2,DALSun 4:25 PM,WR15,1,67,97%,NA
Rashee Rice,WR,KC,NA,5.5,5.5,66,NA,NA,1,0.1,0.5,NA,0,0,12.57,NA,17633,FleaFlicker,16194,0,WASMon 8:15 PM,WR8,1,66.5,95%,NA
DK Metcalf,WR,PIT,NA,4.4,4.4,65.5,NA,NA,1,0,0,NA,0,0,12.51,NA,14706,FleaFlicker,14102,5,GBSun 8:20 PM,WR19,1,65.6,98%,NA
Justin Jefferson,WR,MIN,NA,5.9,5.9,84.2,NA,NA,0.5,0,0.1,NA,0,0,11.07,NA,15540,FleaFlicker,14836,6,@LACThu 8:15 PM,WR6,0.5,84.3,99%,NA
CeeDee Lamb,WR,DAL,NA,6.2,6.2,80.6,NA,NA,0.5,0.2,1.7,NA,0,0,10.99,NA,15523,FleaFlicker,14832,0,@DENSun 4:25 PM,WR3,0.5,82.3,98%,NA
Zay Flowers,WR,BAL,NA,5.3,5.3,75.4,NA,NA,0.4,0.3,2.1,NA,0,0.1,10.27,NA,17595,FleaFlicker,16190,7,CHISun 1:00 PM,WR22,0.4,77.4,95%,NA
A.J. Brown,WR,PHI,NA,4.9,4.9,73.1,NA,NA,0.5,0,0,NA,0,0,10.13,NA,14694,FleaFlicker,14104,9,NYGSun 1:00 PM,WR14,0.5,73.1,98%,NA
Drake London,WR,ATL,NA,5.7,5.7,74,NA,NA,0.5,0,0.1,NA,0,0.1,9.99,NA,16823,FleaFlicker,15751,5,MIASun 1:00 PM,WR7,0.5,74,98%,NA
George Pickens,WR,DAL,NA,4.4,4.4,65.4,NA,NA,0.5,0,0.1,NA,0,0,9.37,NA,16859,FleaFlicker,15762,0,@DENSun 4:25 PM,WR11,0.5,65.5,97%,NA
Rome Odunze,WR,CHI,NA,4.6,4.6,63,NA,NA,0.5,0,0.1,NA,0,0,8.95,NA,18384,FleaFlicker,16616,5,@BALSun 1:00 PM,WR12,0.5,63.1,96%,NA
Chris Olave,WR,NO,NA,6.2,6.2,68.6,NA,NA,0.3,0,0.1,NA,0,0,8.91,NA,16824,FleaFlicker,15754,1,TBSun 4:05 PM,WR30,0.3,68.6,94%,NA
Michael Pittman,WR,IND,NA,5.6,5.6,60.8,NA,NA,0.5,0,0.1,NA,0,0,8.73,NA,15603,FleaFlicker,14842,1,TENSun 4:25 PM,WR26,0.5,60.9,93%,NA
Jaylen Waddle,WR,MIA,NA,5,5,66,NA,NA,0.3,0.1,0.4,NA,0,0,8.68,NA,16236,FleaFlicker,15284,2,@ATLSun 1:00 PM,WR20,0.3,66.4,95%,NA
DeVonta Smith,WR,PHI,NA,5.1,5.1,63.1,NA,NA,0.4,0,0.1,NA,0,0,8.66,NA,16253,FleaFlicker,15282,9,NYGSun 1:00 PM,WR28,0.4,63.1,95%,NA
Keenan Allen,WR,LAC,NA,5.7,5.7,60.6,NA,NA,0.4,0,0.1,NA,0,0,8.51,NA,9380,FleaFlicker,11222,2,MINThu 8:15 PM,NA,0.4,60.6,90%,NA
Quentin Johnston,WR,LAC,NA,4.1,4.1,59,NA,NA,0.4,0.2,0.7,NA,0,0.1,8.47,NA,17593,FleaFlicker,16188,2,MINThu 8:15 PM,WR24,0.4,59.7,92%,NA
Ladd McConkey,WR,LAC,NA,5.2,5.2,62.9,NA,NA,0.3,0,0.1,NA,0,0,8.28,NA,18407,FleaFlicker,16627,2,MINThu 8:15 PM,WR18,0.3,63,96%,NA
Tetairoa McMillan,WR,CAR,NA,4.5,4.5,61.2,NA,NA,0.4,0,0.2,NA,0,0.1,8.24,NA,19258,FleaFlicker,17071,4,BUFSun 1:00 PM,WR17,0.4,61.4,93%,NA
Deebo Samuel,WR,WAS,NA,4.8,4.8,53.3,NA,NA,0.3,1.3,6.9,NA,0.1,0,8.12,NA,14702,FleaFlicker,14136,2,@KCMon 8:15 PM,NA,0.4,60.2,95%,NA
Jordan Addison,WR,MIN,NA,4.1,4.1,55.3,NA,NA,0.4,0.1,0.3,NA,0,0,7.92,NA,17613,FleaFlicker,16186,6,@LACThu 8:15 PM,WR29,0.4,55.7,92%,NA
Xavier Worthy,WR,KC,NA,3.7,3.7,47.5,NA,NA,0.4,1.3,7.5,NA,0,0,7.86,NA,18363,FleaFlicker,16620,0,WASMon 8:15 PM,WR25,0.4,55,93%,NA
Tee Higgins,WR,CIN,NA,4.1,4.1,52.7,NA,NA,0.4,0,0.1,NA,0,0,7.82,NA,15585,FleaFlicker,14835,0,NYJSun 1:00 PM,WR23,0.4,52.8,95%,NA
Terry McLaurin,WR,WAS,NA,4.3,4.3,57.5,NA,NA,0.3,0,0.3,NA,0,0,7.66,NA,14746,FleaFlicker,14109,2,@KCMon 8:15 PM,NA,0.3,57.8,92%,NA
Stefon Diggs,WR,NE,NA,4.9,4.9,57.2,NA,NA,0.3,0.1,0.6,NA,0,0,7.52,NA,11329,FleaFlicker,12186,4,CLESun 1:00 PM,NA,0.3,57.8,91%,NA
Romeo Doubs,WR,GB,NA,3.9,3.9,49.8,NA,NA,0.4,0,0,NA,0,0,7.16,NA,16941,FleaFlicker,15779,5,@PITSun 8:20 PM,NA,0.4,49.8,80%,NA
Wan'Dale Robinson,WR,NYG,NA,5.4,5.4,54.9,NA,NA,0.3,0.1,0.8,NA,0,0,7.13,NA,16869,FleaFlicker,15757,4,@PHISun 1:00 PM,NA,0.3,55.8,73%,NA
Khalil Shakir,WR,BUF,NA,4.3,4.3,50.2,NA,NA,0.3,0.1,0.4,NA,0,0,6.88,NA,16947,FleaFlicker,15761,7,@CARSun 1:00 PM,NA,0.3,50.6,83%,NA
Calvin Ridley,WR,TEN,NA,3.5,3.5,54.3,NA,NA,0.2,0.1,0.5,NA,0,0,6.76,NA,13776,FleaFlicker,13629,0,@INDSun 4:25 PM,NA,0.2,54.9,77%,NA
Keon Coleman,WR,BUF,NA,3.3,3.3,47,NA,NA,0.3,0,0.1,NA,0,0.1,6.65,NA,18392,FleaFlicker,16617,7,@CARSun 1:00 PM,NA,0.3,47.1,79%,NA
Rashid Shaheed,WR,NO,NA,3.9,3.9,49.4,NA,NA,0.3,0.2,1,NA,0,0,6.6,NA,17243,FleaFlicker,16080,1,TBSun 4:05 PM,NA,0.3,50.4,79%,NA
Matthew Golden,WR,GB,NA,3.5,3.5,46.8,NA,NA,0.2,1,4.3,NA,0,0.1,6.37,NA,19266,FleaFlicker,17075,5,@PITSun 8:20 PM,NA,0.2,51.1,81%,NA
DJ Moore,WR,CHI,NA,3.8,3.8,43.8,NA,NA,0.3,0.8,4,NA,0,0.1,6.34,NA,13764,FleaFlicker,13635,5,@BALSun 1:00 PM,NA,0.3,47.8,88%,NA
Jerry Jeudy,WR,CLE,NA,3.9,3.9,55,NA,NA,0.1,0,0.2,NA,0,0,6.32,NA,15544,FleaFlicker,14833,9,@NESun 1:00 PM,NA,0.1,55.2,78%,NA
Tez Johnson,WR,TB,NA,3.1,3.1,42.9,NA,NA,0.3,0.1,0.7,NA,0,0,6.23,NA,19520,FleaFlicker,17079,9,@NOSun 4:05 PM,NA,0.3,43.6,48%,NA
Troy Franklin,WR,DEN,NA,3.5,3.5,41,NA,NA,0.3,0.1,0.7,NA,0,0.1,6.11,NA,18466,FleaFlicker,16619,2,DALSun 4:25 PM,NA,0.3,41.7,51%,NA
Jauan Jennings,WR,SF,NA,3.3,3.3,46.4,NA,NA,0.2,0,0,NA,0,0,6.1,NA,15751,FleaFlicker,14860,4,@HOUSun 1:00 PM,NA,0.2,46.5,77%,NA
Elic Ayomanor,WR,TEN,NA,3.4,3.4,43.1,NA,NA,0.3,0,0.2,NA,0,0,5.91,NA,19347,FleaFlicker,17073,0,@INDSun 4:25 PM,NA,0.3,43.3,46%,NA
Darnell Mooney,WR,ATL,NA,3.1,3.1,45.4,NA,NA,0.2,0,0.1,NA,0,0,5.87,NA,15658,FleaFlicker,14974,5,MIASun 1:00 PM,NA,0.2,45.4,62%,NA
Garrett Wilson,WR,NYJ,NA,3.4,3.4,41.3,NA,NA,0.3,0,0.5,NA,0,0,5.72,NA,16798,FleaFlicker,15753,9,@CINSun 1:00 PM,WR16,0.3,41.8,96%,NA
Alec Pierce,WR,IND,NA,2.5,2.5,43.3,NA,NA,0.2,0,0,NA,0,0,5.69,NA,16842,FleaFlicker,15768,1,TENSun 4:25 PM,NA,0.2,43.3,43%,NA
Kayshon Boutte,WR,NE,NA,2.6,2.6,39.5,NA,NA,0.3,0.1,0.3,NA,0,0,5.58,NA,17725,FleaFlicker,16193,4,CLESun 1:00 PM,NA,0.3,39.9,60%,NA
Rashod Bateman,WR,BAL,NA,2.4,2.4,37.3,NA,NA,0.3,0,0.1,NA,0,0,5.46,NA,16248,FleaFlicker,15293,7,CHISun 1:00 PM,NA,0.3,37.4,52%,NA
Kendrick Bourne,WR,SF,NA,3.1,3.1,43.6,NA,NA,0.2,0,0,NA,0,0,5.42,NA,13364,FleaFlicker,13418,4,@HOUSun 1:00 PM,NA,0.2,43.7,54%,NA
Darius Slayton,WR,NYG,NA,2.7,2.7,41.5,NA,NA,0.2,0,0.3,NA,0,0.1,5.16,NA,14833,FleaFlicker,14122,4,@PHISun 1:00 PM,NA,0.2,41.9,29%,NA
Malik Washington,WR,MIA,NA,3.4,3.4,29.9,NA,NA,0.2,1.6,8.5,NA,0,0,5.16,NA,18498,FleaFlicker,16684,2,@ATLSun 1:00 PM,NA,0.2,38.4,35%,NA
Xavier Legette,WR,CAR,NA,3.3,3.3,35.4,NA,NA,0.2,0.1,0.4,NA,0,0,5.04,NA,18373,FleaFlicker,16639,4,BUFSun 1:00 PM,NA,0.2,35.9,40%,NA
Marvin Mims,WR,DEN,NA,2.6,2.6,33.5,NA,NA,0.2,0.3,2.1,NA,0,0.1,5,NA,17631,FleaFlicker,16189,2,DALSun 4:25 PM,NA,0.3,35.5,58%,NA
Sterling Shepard,WR,TB,NA,3,3,33.9,NA,NA,0.2,0.1,1.1,NA,0,0.1,4.9,NA,12058,FleaFlicker,12658,9,@NOSun 4:05 PM,NA,0.2,35,32%,NA
Hollywood Brown,WR,KC,NA,2.7,2.7,31.7,NA,NA,0.3,0.1,0.4,NA,0,0,4.87,NA,14661,FleaFlicker,14105,0,WASMon 8:15 PM,NA,0.3,32,64%,NA
