team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,pos,src_id,player,dst_fumbles,bye,opp,curr_site_pts,draft_rank,idp_solo,pct_owned,return_tds,pos_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type,fumblesRecovered,opponentOffensiveRank
SEA,0.8,NA,2.4,NA,0.5,0.7,0.2,18.2,NA,NA,NA,306.7,NA,9.36,NA,FleaFlicker,0515,DST,2354,Seattle Seahawks,NA,8,@ATLSun 1:00 PM,NA,D/ST6,0,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.8,NA,2.4,NA,0.5,0.7,0.2,22.8,NA,NA,NA,319.7,NA,9.22,NA,FleaFlicker,0502,DST,2341,Indianapolis Colts,NA,11,@JACSun 1:00 PM,NA,D/ST18,0,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.8,NA,2.2,NA,0.5,0.9,0.1,24.9,NA,NA,NA,352.9,NA,9.16,NA,FleaFlicker,0526,DST,2329,Atlanta Falcons,NA,5,SEASun 1:00 PM,NA,D/ST23,0,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,0.6,NA,2.4,NA,0.5,0.8,0.2,19.7,NA,NA,NA,311.4,NA,9.15,NA,FleaFlicker,0523,DST,2339,Green Bay Packers,NA,5,CHISun 4:25 PM,NA,D/ST5,0,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,0.9,NA,2.3,NA,0.5,0.6,0.1,22,NA,NA,NA,311.4,NA,9.11,NA,FleaFlicker,0505,DST,2349,New York Jets,NA,9,MIASun 1:00 PM,NA,D/ST26,0,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,0.6,NA,2.2,NA,0.5,0.7,0.1,25,NA,NA,NA,333.7,NA,8.69,NA,FleaFlicker,0529,DST,2347,New Orleans Saints,NA,11,@TBSun 1:00 PM,NA,D/ST24,0,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.7,NA,2.1,NA,0.5,0.8,0.1,19.7,NA,NA,NA,290.4,NA,8.49,NA,FleaFlicker,0531,DST,2330,Baltimore Ravens,NA,7,PITSun 1:00 PM,NA,D/ST17,0,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.7,NA,1.9,NA,0.5,0.8,0.1,28.1,NA,NA,NA,388.2,NA,8.21,NA,FleaFlicker,0506,DST,2334,Cincinnati Bengals,NA,10,@BUFSun 1:00 PM,NA,NA,0,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.7,NA,1.9,NA,0.5,0.8,0.1,24.6,NA,NA,NA,345.7,NA,8.13,NA,FleaFlicker,0509,DST,2342,Jacksonville Jaguars,NA,8,INDSun 1:00 PM,NA,D/ST15,0,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.6,NA,1.9,NA,0.5,0.9,0.1,27.6,NA,NA,NA,369.6,NA,7.95,NA,FleaFlicker,0519,DST,2328,Arizona Cardinals,NA,8,LARSun 4:25 PM,NA,D/ST20,0,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.6,NA,1.7,NA,0.6,0.9,0.1,26.6,NA,NA,NA,360.3,NA,7.87,NA,FleaFlicker,0521,DST,2333,Chicago Bears,NA,5,@GBSun 4:25 PM,NA,D/ST27,0,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,0.6,NA,1.5,NA,0.5,0.8,0.1,24.1,NA,NA,NA,329.8,NA,6.96,NA,FleaFlicker,0513,DST,2350,Las Vegas Raiders,NA,8,DENSun 4:05 PM,NA,NA,0,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seattle Seahawks,0.87,NA,2.81,NA,0.6,NA,0.13,18.25,NA,NA,NA,NA,NA,6.53,NA,NFL,0515,DST,100030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denver Broncos,0.78,0.06,2.57,NA,0.56,NA,0.17,22.75,NA,NA,NA,NA,NA,6.39,NA,NFL,0511,DST,100009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cleveland Browns,0.78,NA,2.82,NA,0.56,NA,0.14,14.75,NA,NA,NA,NA,NA,6.34,NA,NFL,0507,DST,100007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tampa Bay Buccaneers,0.79,NA,2.77,NA,0.59,NA,0.13,16.5,NA,NA,NA,NA,NA,6.31,NA,NFL,0525,DST,100031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Rams,0.74,NA,2.78,NA,0.56,NA,0.12,20,NA,NA,NA,NA,NA,6.1,NA,NFL,0528,DST,100017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baltimore Ravens,0.79,0.05,2.38,NA,0.53,NA,0.16,22.75,NA,NA,NA,NA,NA,6.08,NA,NFL,0531,DST,100002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington Commanders,0.8,NA,2.57,NA,0.55,NA,0.12,21.25,NA,NA,NA,NA,NA,5.99,NA,NFL,0520,DST,100032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Green Bay Packers,0.69,NA,2.49,NA,0.53,NA,0.16,19,NA,NA,NA,NA,NA,5.89,NA,NFL,0523,DST,100011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas City Chiefs,0.7,0.05,2.33,NA,0.54,NA,0.16,19.25,NA,NA,NA,NA,NA,5.87,NA,NFL,0512,DST,100016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philadelphia Eagles,0.8,0.05,2.25,NA,0.5,NA,0.15,22.75,NA,NA,NA,NA,NA,5.85,NA,NFL,0518,DST,100025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buffalo Bills,0.67,0.05,2.33,NA,0.52,NA,0.16,23,NA,NA,NA,NA,NA,5.77,NA,NFL,0501,DST,100003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami Dolphins,0.71,NA,2.47,NA,0.53,NA,0.12,22.75,NA,NA,NA,NA,NA,5.67,NA,NFL,0503,DST,100019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota Vikings,0.7,0.05,2.26,NA,0.5,NA,0.15,20.75,NA,NA,NA,NA,NA,5.66,NA,NFL,0524,DST,100020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Chargers,0.69,NA,2.25,NA,0.46,NA,0.12,21.5,NA,NA,NA,NA,NA,5.63,NA,NFL,0514,DST,100028,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee Titans,0.74,NA,2.52,NA,0.59,NA,0.07,19,NA,NA,NA,NA,NA,5.6,NA,NFL,0508,DST,100012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indianapolis Colts,0.72,NA,2.4,NA,0.48,NA,0.12,21.75,NA,NA,NA,NA,NA,5.52,NA,NFL,0502,DST,100014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacksonville Jaguars,0.73,NA,2.54,NA,0.53,NA,0.07,24.5,NA,NA,NA,NA,NA,5.48,NA,NFL,0509,DST,100015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Detroit Lions,0.63,0.05,2.13,NA,0.48,NA,0.15,25.25,NA,NA,NA,NA,NA,5.35,NA,NFL,0522,DST,100010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pittsburgh Steelers,0.63,0.05,2.03,NA,0.45,NA,0.14,24.5,NA,NA,NA,NA,NA,5.13,NA,NFL,0510,DST,100027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York Jets,0.63,NA,2.03,NA,0.42,NA,0.1,22.5,NA,NA,NA,NA,NA,5.03,NA,NFL,0505,DST,100024,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chicago Bears,0.63,NA,2.11,NA,0.42,NA,0.11,26,NA,NA,NA,NA,NA,4.87,NA,NFL,0521,DST,100005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Houston Texans,0.59,0.04,1.93,NA,0.42,NA,0.13,24,NA,NA,NA,NA,NA,4.81,NA,NFL,0532,DST,100013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona Cardinals,0.6,NA,2,NA,0.4,NA,0.1,28,NA,NA,NA,NA,NA,4.6,NA,NFL,0519,DST,100026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atlanta Falcons,0.6,NA,2,NA,0.43,NA,0.05,25.75,NA,NA,NA,NA,NA,4.36,NA,NFL,0526,DST,100001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Las Vegas Raiders,0.6,NA,2,NA,0.43,NA,0.05,23.75,NA,NA,NA,NA,NA,4.36,NA,NFL,0513,DST,100018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Orleans Saints,0.53,NA,1.84,NA,0.37,NA,0.05,25.25,NA,NA,NA,NA,NA,4.24,NA,NFL,0529,DST,100022,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Cowboys,0.53,NA,1.63,NA,0.35,NA,0.09,22.75,NA,NA,NA,NA,NA,4.17,NA,NFL,0516,DST,100008,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cincinnati Bengals,0.52,NA,1.76,NA,0.34,NA,0.09,22.75,NA,NA,NA,NA,NA,4.02,NA,NFL,0506,DST,100006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.75,NA,3.87,NA,NA,NA,0.22,16.5,NA,NA,NA,286.07,NA,9.73,NA,FanDuel,0511,DST,2901,Denver D/ST,NA,NA,NA,NA,NA,NA,NA,NA,1,10,Denver Broncos,35,Las Vegas Raiders,LV,10,Denver Broncos,DEN,WEEKLY,0.42,29
CLE,0.6,NA,3.2,NA,NA,NA,0.22,15,NA,NA,NA,275.81,NA,9.38,NA,FanDuel,0507,DST,2899,Cleveland D/ST,NA,NA,NA,NA,NA,NA,NA,NA,2,8,Cleveland Browns,8,Cleveland Browns,CLE,31,Tennessee Titans,TEN,WEEKLY,0.48,32
TB,0.67,NA,2.95,NA,NA,NA,0.21,16.5,NA,NA,NA,322.32,NA,8.69,NA,FanDuel,0525,DST,2921,Tampa Bay D/ST,NA,NA,NA,NA,NA,NA,NA,NA,3,30,Tampa Bay Buccaneers,30,Tampa Bay Buccaneers,TB,20,New Orleans Saints,NO,WEEKLY,0.43,28
LA,0.53,NA,3.33,NA,NA,NA,0.19,19,NA,NA,NA,315.65,NA,8.23,NA,FanDuel,0528,DST,53450,Los Angeles Rams D/ST,NA,NA,NA,NA,NA,NA,NA,NA,4,33,Los Angeles Rams,1,Arizona Cardinals,ARI,33,Los Angeles Rams,LA,WEEKLY,0.55,23
WSH,0.65,NA,3.22,NA,NA,NA,0.17,21,NA,NA,NA,307.19,NA,7.93,NA,FanDuel,0520,DST,2923,Washington D/ST,NA,NA,NA,NA,NA,NA,NA,NA,5,32,Washington Commanders,18,Minnesota Vikings,MIN,32,Washington Commanders,WSH,WEEKLY,0.62,30
PHI,0.65,NA,3.05,NA,NA,NA,0.18,19.5,NA,NA,NA,418.98,NA,7.82,NA,FanDuel,0518,DST,2915,Philadelphia D/ST,NA,NA,NA,NA,NA,NA,NA,NA,6,24,Philadelphia Eagles,34,Los Angeles Chargers,LAC,24,Philadelphia Eagles,PHI,WEEKLY,0.43,14
MIA,0.53,NA,2.81,NA,NA,NA,0.19,19.5,NA,NA,NA,307.56,NA,7.58,NA,FanDuel,0503,DST,2908,Miami D/ST,NA,NA,NA,NA,NA,NA,NA,NA,7,17,Miami Dolphins,22,New York Jets,NYJ,17,Miami Dolphins,MIA,WEEKLY,0.55,27
TEN,0.88,NA,2.37,NA,NA,NA,0.18,18.5,NA,NA,NA,275.15,NA,7.52,NA,FanDuel,0508,DST,2922,Tennessee D/ST,NA,NA,NA,NA,NA,NA,NA,NA,8,31,Tennessee Titans,8,Cleveland Browns,CLE,31,Tennessee Titans,TEN,WEEKLY,0.28,31
MIN,0.64,NA,3.83,NA,NA,NA,0.16,22.5,NA,NA,NA,304.42,NA,7.48,NA,FanDuel,0524,DST,2909,Minnesota D/ST,NA,NA,NA,NA,NA,NA,NA,NA,9,18,Minnesota Vikings,18,Minnesota Vikings,MIN,32,Washington Commanders,WSH,WEEKLY,0.34,11
KC,0.64,NA,2.72,NA,NA,NA,0.19,19,NA,NA,NA,348.94,NA,7.44,NA,FanDuel,0512,DST,2907,Kansas City D/ST,NA,NA,NA,NA,NA,NA,NA,NA,10,16,Kansas City Chiefs,16,Kansas City Chiefs,KC,13,Houston Texans,HOU,WEEKLY,0.35,21
SEA,0.65,NA,2.39,NA,NA,NA,0.19,19,NA,NA,NA,306.44,NA,7.43,NA,FanDuel,0515,DST,2919,Seattle D/ST,NA,NA,NA,NA,NA,NA,NA,NA,11,28,Seattle Seahawks,2,Atlanta Falcons,ATL,28,Seattle Seahawks,SEA,WEEKLY,0.5,19
GB,0.62,NA,2.18,NA,NA,NA,0.2,18.5,NA,NA,NA,304.1,NA,7.13,NA,FanDuel,0523,DST,2903,Green Bay D/ST,NA,NA,NA,NA,NA,NA,NA,NA,12,12,Green Bay Packers,12,Green Bay Packers,GB,6,Chicago Bears,CHI,WEEKLY,0.39,12
PIT,0.55,NA,3.62,NA,NA,NA,0.15,24.5,NA,NA,NA,341.75,NA,7,NA,FanDuel,0510,DST,2916,Pittsburgh D/ST,NA,NA,NA,NA,NA,NA,NA,NA,13,25,Pittsburgh Steelers,3,Baltimore Ravens,BAL,25,Pittsburgh Steelers,PIT,WEEKLY,0.6,22
NYJ,0.76,NA,2.4,NA,NA,NA,0.15,22,NA,NA,NA,320.01,NA,6.63,NA,FanDuel,0505,DST,2912,New York Jets D/ST,NA,NA,NA,NA,NA,NA,NA,NA,14,22,New York Jets,22,New York Jets,NYJ,17,Miami Dolphins,MIA,WEEKLY,0.46,25
BUF,0.64,NA,3.06,NA,NA,NA,0.15,24,NA,NA,NA,338.57,NA,6.57,NA,FanDuel,0501,DST,2895,Buffalo D/ST,NA,NA,NA,NA,NA,NA,NA,NA,15,4,Buffalo Bills,4,Buffalo Bills,BUF,7,Cincinnati Bengals,CIN,WEEKLY,0.45,26
BAL,0.52,NA,2.05,NA,NA,NA,0.2,19,NA,NA,NA,291.89,NA,6.55,NA,FanDuel,0531,DST,2894,Baltimore D/ST,NA,NA,NA,NA,NA,NA,NA,NA,16,3,Baltimore Ravens,3,Baltimore Ravens,BAL,25,Pittsburgh Steelers,PIT,WEEKLY,0.36,20
HOU,0.63,NA,2.82,NA,NA,NA,0.15,22.5,NA,NA,NA,344.1,NA,6.49,NA,FanDuel,0532,DST,2904,Houston D/ST,NA,NA,NA,NA,NA,NA,NA,NA,17,13,Houston Texans,16,Kansas City Chiefs,KC,13,Houston Texans,HOU,WEEKLY,0.37,2
LAC,0.54,NA,2.64,NA,NA,NA,0.16,22,NA,NA,NA,323.69,NA,6.31,NA,FanDuel,0514,DST,53451,Los Angeles Chargers D/ST,NA,NA,NA,NA,NA,NA,NA,NA,18,34,Los Angeles Chargers,34,Los Angeles Chargers,LAC,24,Philadelphia Eagles,PHI,WEEKLY,0.4,16
DET,0.8,NA,2.47,NA,NA,NA,0.14,26,NA,NA,NA,361.52,NA,6.06,NA,FanDuel,0522,DST,2902,Detroit D/ST,NA,NA,NA,NA,NA,NA,NA,NA,19,11,Detroit Lions,11,Detroit Lions,DET,9,Dallas Cowboys,DAL,WEEKLY,0.62,4
IND,0.56,NA,2.11,NA,NA,NA,0.17,21.5,NA,NA,NA,321.74,NA,6.02,NA,FanDuel,0502,DST,2905,Indianapolis D/ST,NA,NA,NA,NA,NA,NA,NA,NA,20,14,Indianapolis Colts,15,Jacksonville Jaguars,JAC,14,Indianapolis Colts,IND,WEEKLY,0.41,18
ATL,0.89,NA,2.08,NA,NA,NA,0.14,25.5,NA,NA,NA,358.62,NA,5.53,NA,FanDuel,0526,DST,2893,Atlanta D/ST,NA,NA,NA,NA,NA,NA,NA,NA,21,2,Atlanta Falcons,2,Atlanta Falcons,ATL,28,Seattle Seahawks,SEA,WEEKLY,0.41,10
NO,0.66,NA,2.18,NA,NA,NA,0.14,25,NA,NA,NA,332.85,NA,5.5,NA,FanDuel,0529,DST,2911,New Orleans D/ST,NA,NA,NA,NA,NA,NA,NA,NA,22,20,New Orleans Saints,30,Tampa Bay Buccaneers,TB,20,New Orleans Saints,NO,WEEKLY,0.52,17
LV,0.7,NA,1.86,NA,NA,NA,0.14,24,NA,NA,NA,336.25,NA,5.39,NA,FanDuel,0513,DST,54498,Las Vegas D/ST,NA,NA,NA,NA,NA,NA,NA,NA,23,35,Las Vegas Raiders,35,Las Vegas Raiders,LV,10,Denver Broncos,DEN,WEEKLY,0.44,13
CHI,0.66,NA,1.91,NA,NA,NA,0.14,25,NA,NA,NA,331.06,NA,5.17,NA,FanDuel,0521,DST,2897,Chicago D/ST,NA,NA,NA,NA,NA,NA,NA,NA,24,6,Chicago Bears,12,Green Bay Packers,GB,6,Chicago Bears,CHI,WEEKLY,0.49,6
JAC,0.52,NA,1.66,NA,NA,NA,0.15,23,NA,NA,NA,339.72,NA,4.97,NA,FanDuel,0509,DST,2906,Jacksonville D/ST,NA,NA,NA,NA,NA,NA,NA,NA,25,15,Jacksonville Jaguars,15,Jacksonville Jaguars,JAC,14,Indianapolis Colts,IND,WEEKLY,0.38,1
CIN,0.78,NA,2.44,NA,NA,NA,0.12,29.5,NA,NA,NA,365.2,NA,4.84,NA,FanDuel,0506,DST,2898,Cincinnati D/ST,NA,NA,NA,NA,NA,NA,NA,NA,26,7,Cincinnati Bengals,4,Buffalo Bills,BUF,7,Cincinnati Bengals,CIN,WEEKLY,0.5,5
DAL,0.58,NA,2.65,NA,NA,NA,0.12,29.5,NA,NA,NA,380.37,NA,4.37,NA,FanDuel,0516,DST,2900,Dallas D/ST,NA,NA,NA,NA,NA,NA,NA,NA,27,9,Dallas Cowboys,11,Detroit Lions,DET,9,Dallas Cowboys,DAL,WEEKLY,0.35,8
ARI,0.7,NA,2.18,NA,NA,NA,0.12,28.5,NA,NA,NA,361.19,NA,4.29,NA,FanDuel,0519,DST,2892,Arizona D/ST,NA,NA,NA,NA,NA,NA,NA,NA,28,1,Arizona Cardinals,1,Arizona Cardinals,ARI,33,Los Angeles Rams,LA,WEEKLY,0.33,3
