player,pos,team,games,fg,fg_att,fg_0019,fg_att_0019,fg_2029,fg_att_2029,fg_3039,fg_att_3039,fg_4049,fg_att_4049,fg_50,fg_att_50,xp,xp_att,site_pts,site_fppg,src_id,data_src,id,fg_50_att,fg_4049_att,fg_0039,fg_att_39,bye,opp,fg_pct,xp_pct,pct_owned
Cameron Dicker,K,LAC,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,8.43,NA,17315,FleaFlicker,15979,NA,NA,NA,NA,2,@JACSun 1:00 PM,2/2,2/2,94%
Will Reichard,K,MIN,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,8.21,NA,18573,FleaFlicker,16681,NA,NA,NA,NA,6,CHISun 1:00 PM,2/2,2/2,46%
Matthew Wright,K,HOU,NA,1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.4,5.4,NA,15021,FleaFlicker,14426,NA,NA,NA,NA,6,@TENSun 1:00 PM,1/1,1/1,3%
Harrison Mevis,K,LAR,NA,1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,5.33,NA,18786,FleaFlicker,16843,NA,NA,NA,NA,8,SEASun 4:05 PM,1/1,2/2,3%
Younghoe Koo,K,NYG,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.9,4.95,NA,13324,FleaFlicker,13403,NA,NA,NA,NA,4,GBSun 1:00 PM,0/0,0/0,11%
Andre Szmyt,K,CLE,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.7,4.74,NA,18046,FleaFlicker,16419,NA,NA,NA,NA,9,BALSun 4:25 PM,1/1,1/1,3%
OUTJoshua Karty,K,LAR,NA,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,1.15,NA,18562,FleaFlicker,16775,NA,NA,NA,NA,8,SEASun 4:05 PM,0/0,0/0,12%
IRDJason Sanders,K,MIA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,13977,FleaFlicker,13832,NA,NA,NA,NA,2,WASSun 9:30 AM,0/0,0/0,23%
Greg Joseph,K,LV,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,14337,FleaFlicker,13898,NA,NA,NA,NA,8,DALMon 8:15 PM,0/0,0/0,1%
IRTyler Bass,K,BUF,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,15626,FleaFlicker,14983,NA,NA,NA,NA,7,TBSun 1:00 PM,0/0,0/0,35%
OUTLucas Havrisik,K,GB,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,17574,FleaFlicker,16043,NA,NA,NA,NA,5,@NYGSun 1:00 PM,0/0,0/0,2%
Jake Moody,K,CHI,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,17665,FleaFlicker,16286,NA,NA,NA,NA,5,@MINSun 1:00 PM,0/0,0/0,6%
Jude McAtamney,K,NYG,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,19165,FleaFlicker,16848,NA,NA,NA,NA,4,GBSun 1:00 PM,0/0,0/0,1%
Brandon Aubrey,K,DAL,NA,NA,NA,NA,NA,0.47,NA,0.54,NA,0.6,NA,0.6,NA,2.55,NA,10.38,NA,2571750,NFL,16414,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,NA,NA,NA,NA,NA,0.5,NA,0.65,NA,0.57,NA,0.43,NA,2.44,NA,9.75,NA,2550545,NFL,11936,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,BUF,NA,NA,NA,NA,NA,0.27,NA,0.82,NA,0.54,NA,0.27,NA,2.99,NA,9.23,NA,2506677,NFL,8930,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameron Dicker,K,LAC,NA,NA,NA,0.06,NA,0.38,NA,0.56,NA,0.56,NA,0.38,NA,2.44,NA,9.02,NA,2568435,NFL,15979,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,NA,NA,NA,NA,0.46,NA,0.46,NA,0.53,NA,0.46,NA,2.23,NA,8.88,NA,2560993,NFL,13718,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Bates,K,DET,NA,NA,NA,NA,NA,0.31,NA,0.5,NA,0.5,NA,0.38,NA,2.94,NA,8.77,NA,2571759,NFL,16846,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Butker,K,KC,NA,NA,NA,0.06,NA,0.38,NA,0.5,NA,0.44,NA,0.38,NA,2.69,NA,8.73,NA,2558245,NFL,13354,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,NA,NA,NA,NA,0.44,NA,0.56,NA,0.5,NA,0.38,NA,2.31,NA,8.71,NA,2556521,NFL,12860,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,GB,NA,NA,NA,NA,NA,0.47,NA,0.54,NA,0.54,NA,0.33,NA,2.41,NA,8.71,NA,2541556,NFL,11947,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,TB,NA,NA,NA,NA,NA,0.38,NA,0.5,NA,0.5,NA,0.38,NA,2.63,NA,8.67,NA,2563203,NFL,14717,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Reichard,K,MIN,NA,NA,NA,NA,NA,0.39,NA,0.52,NA,0.52,NA,0.39,NA,2.42,NA,8.66,NA,2572273,NFL,16681,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,NA,NA,NA,NA,0.45,NA,0.52,NA,0.52,NA,0.26,NA,2.86,NA,8.63,NA,2558172,NFL,13303,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Loop,K,BAL,NA,NA,NA,NA,NA,0.32,NA,0.52,NA,0.58,NA,0.26,NA,2.92,NA,8.48,NA,2573940,NFL,17222,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,WAS,NA,NA,NA,NA,NA,0.44,NA,0.5,NA,0.44,NA,0.31,NA,2.75,NA,8.44,NA,2562271,NFL,14244,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Little,K,JAX,NA,NA,NA,NA,NA,0.46,NA,0.53,NA,0.46,NA,0.33,NA,2.43,NA,8.43,NA,2572147,NFL,16680,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,NA,NA,NA,NA,0.38,NA,0.5,NA,0.5,NA,0.31,NA,2.69,NA,8.38,NA,2565953,NFL,15368,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,SF,NA,NA,NA,NA,NA,0.26,NA,0.77,NA,0.51,NA,0.26,NA,2.3,NA,8.22,NA,2560842,NFL,13719,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,MIA,NA,NA,NA,NA,NA,0.41,NA,0.62,NA,0.41,NA,0.21,NA,2.68,NA,8.05,NA,2567013,NFL,15369,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zane Gonzalez,K,ATL,NA,NA,NA,NA,NA,0.25,NA,0.75,NA,0.5,NA,0.25,NA,2.25,NA,8,NA,2558178,NFL,13347,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,DEN,NA,NA,NA,NA,NA,0.42,NA,0.48,NA,0.42,NA,0.36,NA,2.18,NA,7.94,NA,2556601,NFL,12956,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chad Ryland,K,ARI,NA,NA,NA,NA,NA,0.38,NA,0.5,NA,0.5,NA,0.31,NA,2.13,NA,7.82,NA,2570125,NFL,16292,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,NA,NA,NA,NA,0.44,NA,0.5,NA,0.56,NA,0.25,NA,1.94,NA,7.69,NA,2550636,NFL,11945,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,NA,NA,NA,NA,0.44,NA,0.5,NA,0.5,NA,0.25,NA,2.06,NA,7.63,NA,2553112,NFL,12437,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,NA,NA,NA,NA,0.39,NA,0.52,NA,0.46,NA,0.26,NA,1.9,NA,7.31,NA,71309,NFL,9694,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Mevis,K,LAR,NA,NA,NA,NA,NA,0.26,NA,0.52,NA,0.52,NA,0.26,NA,2.08,NA,7.28,NA,2572932,NFL,16843,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andy Borregales,K,NE,NA,NA,NA,NA,NA,0.37,NA,0.5,NA,0.5,NA,0.19,NA,2.17,NA,7.23,NA,2574365,NFL,17220,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Fitzgerald,K,CAR,NA,NA,NA,NA,NA,0.36,NA,0.54,NA,0.48,NA,0.18,NA,1.92,NA,6.96,NA,2573979,NFL,17277,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,TEN,NA,NA,NA,NA,NA,0.33,NA,0.38,NA,0.38,NA,0.27,NA,1.59,NA,6.21,NA,2563132,NFL,14600,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NYJ,NA,NA,NA,NA,NA,0.31,NA,0.46,NA,0.41,NA,0.15,NA,1.69,NA,5.98,NA,2507225,NFL,8851,NA,NA,NA,NA,NA,NA,NA,NA,NA
