player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned
Taysom Hill,TE,NO,NA,NA,0.9,7.7,NA,NA,0,0,2.5,NA,17115,FantasyPros,13424,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,NA,1.5,14.8,NA,NA,0.1,0,2.3,NA,22795,FantasyPros,15332,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,NE,NA,NA,1.4,15.5,NA,NA,0.1,0,2.1,NA,15581,FantasyPros,12677,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,CIN,NA,NA,1.4,11.8,NA,NA,0.1,0,1.9,NA,17826,FantasyPros,14370,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,NA,1.1,10.9,NA,NA,0.1,0,1.8,NA,18487,FantasyPros,14209,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,NA,1,10.8,NA,NA,0.1,0,1.7,NA,18397,FantasyPros,14239,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Tonges,TE,SF,NA,NA,1.2,12.7,NA,NA,0.1,0,1.7,NA,24778,FantasyPros,16036,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,NA,1,11,NA,NA,0.1,0,1.6,NA,19539,FantasyPros,15337,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Conner,TE,MIA,NA,NA,1.3,11.9,NA,NA,0.1,0,1.6,NA,24216,FantasyPros,15991,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nate Adkins,TE,DEN,NA,NA,0.9,7.9,NA,NA,0.1,0,1.6,NA,25881,FantasyPros,16474,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Ogletree,TE,IND,NA,NA,0.6,8.7,NA,NA,0.1,0,1.5,NA,24561,FantasyPros,15916,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,LAC,NA,NA,1.1,10.7,NA,NA,0.1,0,1.5,NA,18049,FantasyPros,13763,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Musgrave,TE,GB,NA,NA,1.1,10.9,NA,NA,0.1,0,1.5,NA,25282,FantasyPros,16215,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Briningstool,TE,KC,NA,NA,0.7,8.1,NA,NA,0.1,0,1.4,NA,22924,FantasyPros,17268,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,NA,1.1,10,NA,NA,0.1,0,1.4,NA,23742,FantasyPros,15796,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Evans,TE,CAR,NA,NA,0.8,7.9,NA,NA,0.1,0,1.3,NA,27138,FantasyPros,17109,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Sample,TE,CIN,NA,NA,1.1,7.8,NA,NA,0.1,0,1.3,NA,18561,FantasyPros,14146,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,NA,0.7,7.3,NA,NA,0.1,0,1.2,NA,19423,FantasyPros,14870,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grant Calcaterra,TE,PHI,NA,NA,0.7,7.9,NA,NA,0.1,0,1.1,NA,24180,FantasyPros,15804,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Bryant,TE,HOU,NA,NA,0.8,7.1,NA,NA,0.1,0,1.1,NA,19389,FantasyPros,14875,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jackson Hawes,TE,BUF,NA,NA,0.6,6.5,NA,NA,0.1,0,1.1,NA,27469,FantasyPros,17213,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,NA,NA,0.8,7.2,NA,NA,0.1,0,1,NA,25267,FantasyPros,16221,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connor Heyward,TE,PIT,NA,NA,0.6,4.6,NA,NA,0.1,0,0.9,NA,24562,FantasyPros,15800,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,NA,0.5,6.1,NA,NA,0,0,0.9,NA,16579,FantasyPros,13246,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Stoll,TE,NO,NA,NA,0.5,4.7,NA,NA,0.1,0,0.8,NA,23193,FantasyPros,15541,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Whiteheart,TE,CLE,NA,NA,0.6,4.8,NA,NA,0,0,0.8,NA,25657,FantasyPros,16940,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,LAC,NA,NA,0.5,5.3,NA,NA,0,0,0.7,NA,17598,FantasyPros,13675,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Stover,TE,HOU,NA,NA,0.5,4,NA,NA,0.1,0,0.7,NA,25269,FantasyPros,16642,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Manhertz,TE,NYG,NA,NA,0.4,4,NA,NA,0,0,0.7,NA,14014,FantasyPros,12955,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Farrell,TE,SF,NA,NA,0.5,4.7,NA,NA,0,0,0.7,NA,19501,FantasyPros,15335,NA,NA,NA,NA,NA,NA,NA,NA,NA
Payne Durham,TE,TB,NA,NA,0.4,3.9,NA,NA,0,0,0.7,NA,25346,FantasyPros,16218,NA,NA,NA,NA,NA,NA,NA,NA,NA
John FitzPatrick,TE,GB,NA,NA,0.4,4.3,NA,NA,0,0,0.7,NA,24181,FantasyPros,15925,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Kolar,TE,BAL,NA,NA,0.5,5.3,NA,NA,0,0,0.7,NA,22756,FantasyPros,15795,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,PHI,NA,NA,0.4,4.2,NA,NA,0,0,0.6,NA,22841,FantasyPros,15419,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Sims,TE,GB,NA,NA,0.3,2.8,NA,NA,0.1,0,0.6,NA,25349,FantasyPros,16483,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thomas Fidone II,TE,NYG,NA,NA,0.6,5.6,NA,NA,0,0,0.6,NA,23039,FantasyPros,17243,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dulcich,TE,MIA,NA,NA,0.7,5.5,NA,NA,0,0,0.6,NA,23153,FantasyPros,15797,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Wiley,TE,KC,NA,NA,0.3,3.4,NA,NA,0,0,0.5,NA,26343,FantasyPros,16648,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Bates,TE,WAS,NA,NA,0.4,3.7,NA,NA,0,0,0.5,NA,22833,FantasyPros,15344,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brenden Bates,TE,HOU,NA,NA,0.4,4.3,NA,NA,0,0,0.5,NA,26437,FantasyPros,16962,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Mallory,TE,IND,NA,NA,0.2,2.7,NA,NA,0,0,0.5,NA,23821,FantasyPros,16220,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Grandy,TE,CIN,NA,NA,0.3,2.6,NA,NA,0,0,0.5,NA,26429,FantasyPros,16979,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Culp,TE,TB,NA,NA,0.3,3.6,NA,NA,0,0,0.4,NA,26440,FantasyPros,16796,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zaire Mitchell-Paden,TE,BAL,NA,NA,0.2,2.3,NA,NA,0,0,0.4,NA,24853,FantasyPros,17375,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teagan Quitoriano,TE,ATL,NA,NA,0.4,4,NA,NA,0,0,0.4,NA,24182,FantasyPros,15905,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Woerner,TE,ATL,NA,NA,0.4,3.1,NA,NA,0,0,0.4,NA,19665,FantasyPros,14984,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jelani Woods,TE,NYJ,NA,NA,0.4,3.7,NA,NA,0,0,0.4,NA,23829,FantasyPros,15840,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Sinnott,TE,WAS,NA,NA,0.3,2.7,NA,NA,0,0,0.3,NA,26310,FantasyPros,16644,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Martin-Robinson,TE,TEN,NA,NA,0.3,2.5,NA,NA,0,0,0.3,NA,26922,FantasyPros,16831,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,CHI,NA,NA,0.3,2.8,NA,NA,0,0,0.3,NA,17508,FantasyPros,13676,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stone Smartt,TE,NYJ,NA,NA,0.2,2.5,NA,NA,0,0,0.2,NA,24621,FantasyPros,16113,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Westover,TE,NE,NA,NA,0.3,2.1,NA,NA,0,0,0.2,NA,26436,FantasyPros,16839,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevyn Spann-Ford,TE,DAL,NA,NA,0.2,1.5,NA,NA,0,0,0.2,NA,26003,FantasyPros,16647,NA,NA,NA,NA,NA,NA,NA,NA,NA
Feleipe Franks,TE,ATL,NA,NA,0.1,0.7,NA,NA,0,0,0.1,NA,20081,FantasyPros,15244,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Fisk,TE,LAC,NA,NA,0.1,0.6,NA,NA,0,0,0.1,NA,24921,FantasyPros,16557,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Warren,TE,IND,NA,5.1,5.1,58.4,NA,NA,0.4,0.1,8.28,NA,19242,FleaFlicker,17102,0,0,0,1,TENSun 4:25 PM,TE2,0.4,58.4,94%
George Kittle,TE,SF,NA,4,4,55.3,NA,NA,0.4,0,7.77,NA,13023,FleaFlicker,13299,0,0,0,4,@HOUSun 1:00 PM,NA,0.4,55.3,97%
Tucker Kraft,TE,GB,NA,4.1,4.1,51.6,NA,NA,0.4,0,7.28,NA,17675,FleaFlicker,16222,0,0,0,5,@PITSun 8:20 PM,TE3,0.4,51.6,96%
Dallas Goedert,TE,PHI,NA,4.1,4.1,43.5,NA,NA,0.4,0,6.59,NA,13813,FleaFlicker,13674,0,0,0,9,NYGSun 1:00 PM,NA,0.4,43.5,93%
Travis Kelce,TE,KC,NA,4.4,4.4,46.6,NA,NA,0.3,0,6.54,NA,9360,FleaFlicker,11244,0,0,0,0,WASMon 8:15 PM,NA,0.3,46.6,97%
Jake Ferguson,TE,DAL,NA,5.2,5.2,41.8,NA,NA,0.4,0,6.36,NA,16933,FleaFlicker,15799,0,0,0,0,@DENSun 4:25 PM,NA,0.4,41.8,95%
Oronde Gadsden,TE,LAC,NA,4.2,4.2,45.1,NA,NA,0.3,0.1,6.09,NA,19404,FleaFlicker,17099,0,0,0,2,MINThu 8:15 PM,NA,0.3,45.1,61%
Kyle Pitts,TE,ATL,NA,3.8,3.8,45.4,NA,NA,0.2,0,5.96,NA,16256,FleaFlicker,15329,0,0,0,5,MIASun 1:00 PM,NA,0.2,45.4,87%
Hunter Henry,TE,NE,NA,3.5,3.5,39.4,NA,NA,0.3,0,5.88,NA,12088,FleaFlicker,12676,0,0,0,4,CLESun 1:00 PM,NA,0.3,39.4,87%
Cade Otton,TE,TB,NA,3.9,3.9,42.9,NA,NA,0.3,0,5.8,NA,16937,FleaFlicker,15802,0,0,0,9,@NOSun 4:05 PM,NA,0.3,42.9,51%
Mark Andrews,TE,BAL,NA,3,3,35.3,NA,NA,0.4,0,5.77,NA,13829,FleaFlicker,13671,0,0,0,7,CHISun 1:00 PM,NA,0.4,35.3,87%
Theo Johnson,TE,NYG,NA,3.7,3.7,37.5,NA,NA,0.3,0,5.57,NA,18475,FleaFlicker,16649,0,0,0,4,@PHISun 1:00 PM,NA,0.3,37.5,47%
Dalton Kincaid,TE,BUF,NA,3.7,3.7,39.8,NA,NA,0.3,0,5.55,NA,17585,FleaFlicker,16213,0,0,0,7,@CARSun 1:00 PM,NA,0.3,39.8,90%
Zach Ertz,TE,WAS,NA,4,4,36.1,NA,NA,0.3,0,5.51,NA,9376,FleaFlicker,11247,0,0,0,2,@KCMon 8:15 PM,NA,0.3,36.1,81%
Juwan Johnson,TE,NO,NA,4.1,4.1,39.7,NA,NA,0.2,0.1,5.25,NA,16036,FleaFlicker,14861,0,0,0,1,TBSun 4:05 PM,NA,0.2,39.7,54%
Harold Fannin,TE,CLE,NA,4.2,4.2,40.7,NA,NA,0.2,0.1,5.17,NA,19305,FleaFlicker,17103,0,0,0,9,@NESun 1:00 PM,NA,0.2,40.7,62%
Mason Taylor,TE,NYJ,NA,3.9,3.9,38.3,NA,NA,0.2,0,5.11,NA,19270,FleaFlicker,17106,0,0,0,9,@CINSun 1:00 PM,NA,0.2,38.3,49%
Dalton Schultz,TE,HOU,NA,3.8,3.8,37.5,NA,NA,0.2,0,5.09,NA,13853,FleaFlicker,13772,0,0,0,6,SFSun 1:00 PM,NA,0.2,37.5,43%
T.J. Hockenson,TE,MIN,NA,4.1,4.1,39.1,NA,NA,0.2,0,5.01,NA,14677,FleaFlicker,14138,0,0,0,6,@LACThu 8:15 PM,NA,0.2,39.1,86%
Evan Engram,TE,DEN,NA,3.8,3.8,33.9,NA,NA,0.2,0.1,4.67,NA,12906,FleaFlicker,13189,0,0,0,2,DALSun 4:25 PM,NA,0.2,33.9,71%
Noah Fant,TE,CIN,NA,3.4,3.4,31.7,NA,NA,0.2,0.1,4.39,NA,14665,FleaFlicker,14137,0,0,0,0,NYJSun 1:00 PM,NA,0.2,31.7,27%
David Njoku,TE,CLE,NA,3.4,3.4,33.2,NA,NA,0.2,0,4.36,NA,12904,FleaFlicker,13192,0,0,0,9,@NESun 1:00 PM,NA,0.2,33.2,77%
Jonnu Smith,TE,PIT,NA,3.3,3.3,28.8,NA,NA,0.2,0,4.34,NA,12974,FleaFlicker,13193,0,0,0,5,GBSun 8:20 PM,NA,0.2,28.8,55%
Isaiah Likely,TE,BAL,NA,2,2,26.1,NA,NA,0.2,0,4.09,NA,16927,FleaFlicker,15798,0,0,0,7,CHISun 1:00 PM,NA,0.2,26.1,44%
Chig Okonkwo,TE,TEN,NA,3.4,3.4,33.6,NA,NA,0.1,0,4.06,NA,16912,FleaFlicker,15889,0,0,0,0,@INDSun 4:25 PM,NA,0.1,33.6,34%
Pat Freiermuth,TE,PIT,NA,2.6,2.6,26.1,NA,NA,0.2,0,3.85,NA,16293,FleaFlicker,15331,0,0,0,5,GBSun 8:20 PM,NA,0.2,26.1,40%
Ja'Tavion Sanders,TE,CAR,NA,2.6,2.6,25.5,NA,NA,0.2,0,3.49,NA,18477,FleaFlicker,16643,0,0,0,4,BUFSun 1:00 PM,NA,0.2,25.5,25%
Colston Loveland,TE,CHI,NA,2.5,2.5,23.7,NA,NA,0.2,0,3.31,NA,19267,FleaFlicker,17104,0,0,0,5,@BALSun 1:00 PM,NA,0.2,23.7,57%
Julian Hill,TE,MIA,NA,2.1,2.1,19.9,NA,NA,0.1,0,2.83,NA,18170,FleaFlicker,16425,0,0,0,2,@ATLSun 1:00 PM,NA,0.1,19.9,2%
Cole Kmet,TE,CHI,NA,1.8,1.8,18.4,NA,NA,0.1,0,2.73,NA,15573,FleaFlicker,14867,0,0,0,5,@BALSun 1:00 PM,NA,0.1,18.4,28%
Darnell Washington,TE,PIT,NA,2,2,18.5,NA,NA,0.1,0,2.67,NA,17639,FleaFlicker,16216,0,0,0,5,GBSun 8:20 PM,NA,0.1,18.5,10%
Dawson Knox,TE,BUF,NA,1.4,1.4,16.9,NA,NA,0.1,0,2.59,NA,14734,FleaFlicker,14143,0,0,0,7,@CARSun 1:00 PM,NA,0.1,16.9,12%
Gunnar Helm,TE,TEN,NA,2.2,2.2,20.5,NA,NA,0.1,0,2.57,NA,19348,FleaFlicker,17105,0,0,0,0,@INDSun 4:25 PM,NA,0.1,20.5,18%
Daniel Bellinger,TE,NYG,NA,1.6,1.6,18.7,NA,NA,0.1,0,2.53,NA,16932,FleaFlicker,15873,0,0,0,4,@PHISun 1:00 PM,NA,0.1,18.7,9%
Tommy Tremble,TE,CAR,NA,1.5,1.5,14.8,NA,NA,0.1,0,2.26,NA,16314,FleaFlicker,15332,0,0,0,4,BUFSun 1:00 PM,NA,0.1,14.8,12%
Austin Hooper,TE,NE,NA,1.4,1.4,15.5,NA,NA,0.1,0,2.15,NA,12069,FleaFlicker,12677,0,0,0,4,CLESun 1:00 PM,NA,0.1,15.5,9%
Tanner Hudson,TE,CIN,NA,1.4,1.4,11.8,NA,NA,0.1,0,1.89,NA,14275,FleaFlicker,14370,0,0,0,0,NYJSun 1:00 PM,NA,0.1,11.8,1%
Josh Oliver,TE,MIN,NA,1.1,1.1,10.9,NA,NA,0.1,0,1.75,NA,14749,FleaFlicker,14209,0,0,0,6,@LACThu 8:15 PM,NA,0.1,10.9,3%
Jake Tonges,TE,SF,NA,1.2,1.2,12.7,NA,NA,0.1,0,1.69,NA,17274,FleaFlicker,16036,0,0,0,4,@HOUSun 1:00 PM,NA,0.1,12.7,31%
Foster Moreau,TE,NO,NA,1,1,10.8,NA,NA,0.1,0,1.68,NA,14781,FleaFlicker,14239,0,0,0,1,TBSun 4:05 PM,NA,0.1,10.8,4%
Noah Gray,TE,KC,NA,1,1,11,NA,NA,0.1,0,1.64,NA,16430,FleaFlicker,15337,0,0,0,0,WASMon 8:15 PM,NA,0.1,11,17%
Tanner Conner,TE,MIA,NA,1.2,1.2,11.9,NA,NA,0.1,0,1.59,NA,17462,FleaFlicker,15991,0,0,0,2,@ATLSun 1:00 PM,NA,0.1,11.9,2%
Nate Adkins,TE,DEN,NA,0.9,0.9,7.9,NA,NA,0.1,0,1.57,NA,18244,FleaFlicker,16474,0,0,0,2,DALSun 4:25 PM,NA,0.1,7.9,1%
Will Dissly,TE,LAC,NA,1.1,1.1,10.7,NA,NA,0.1,0,1.55,NA,14475,FleaFlicker,13763,0,0,0,2,MINThu 8:15 PM,NA,0.1,10.7,9%
Drew Ogletree,TE,IND,NA,0.6,0.6,8.7,NA,NA,0.1,0,1.53,NA,16951,FleaFlicker,15916,0,0,0,1,TENSun 4:25 PM,NA,0.1,8.7,0%
Luke Musgrave,TE,GB,NA,1.1,1.1,10.9,NA,NA,0.1,0,1.51,NA,17676,FleaFlicker,16215,0,0,0,5,@PITSun 8:20 PM,NA,0.1,10.9,12%
IRDJake Briningstool,TE,KC,NA,0.7,0.7,8.1,NA,NA,0.1,0,1.41,NA,19561,FleaFlicker,17268,0,0,0,0,WASMon 8:15 PM,NA,0.1,8.1,1%
Jeremy Ruckert,TE,NYJ,NA,1.1,1.1,10,NA,NA,0.1,0,1.36,NA,16833,FleaFlicker,15796,0,0,0,9,@CINSun 1:00 PM,NA,0.1,10,3%
Mitchell Evans,TE,CAR,NA,0.8,0.8,7.9,NA,NA,0.1,0,1.33,NA,19431,FleaFlicker,17109,0,0,0,4,BUFSun 1:00 PM,NA,0.1,7.9,7%
Drew Sample,TE,CIN,NA,1.1,1.1,7.8,NA,NA,0.1,0,1.32,NA,14714,FleaFlicker,14146,0,0,0,0,NYJSun 1:00 PM,NA,0.1,7.8,1%
Adam Trautman,TE,DEN,NA,0.7,0.7,7.3,NA,NA,0.1,0,1.21,NA,15575,FleaFlicker,14870,0,0,0,2,DALSun 4:25 PM,NA,0.1,7.3,4%
Grant Calcaterra,TE,PHI,NA,0.7,0.7,7.9,NA,NA,0.1,0,1.15,NA,16986,FleaFlicker,15804,0,0,0,9,NYGSun 1:00 PM,NA,0.1,7.9,3%
Harrison Bryant,TE,HOU,NA,0.8,0.8,7.1,NA,NA,0.1,0,1.11,NA,15644,FleaFlicker,14875,0,0,0,6,SFSun 1:00 PM,NA,0.1,7.1,1%
Jackson Hawes,TE,BUF,NA,0.6,0.6,6.5,NA,NA,0.1,0,1.07,NA,19386,FleaFlicker,17213,0,0,0,7,@CARSun 1:00 PM,NA,0.1,6.5,4%
Taysom Hill,TE,NO,NA,0.9,0.9,7.7,NA,NA,0.1,0,1.03,NA,13653,FleaFlicker,13424,0,0,0,1,TBSun 4:05 PM,NA,0.1,7.7,21%
Luke Schoonmaker,TE,DAL,NA,0.8,0.8,7.2,NA,NA,0.1,0,1.02,NA,17649,FleaFlicker,16221,0,0,0,0,@DENSun 4:25 PM,NA,0.1,7.2,7%
Mo Alie-Cox,TE,IND,NA,0.6,0.6,6.1,NA,NA,0.1,0,0.89,NA,12887,FleaFlicker,13246,0,0,0,1,TENSun 4:25 PM,NA,0.1,6.1,1%
Connor Heyward,TE,PIT,NA,0.6,0.6,4.6,NA,NA,0.1,0,0.88,NA,16971,FleaFlicker,15800,0,0,0,5,GBSun 8:20 PM,NA,0.1,4.6,1%
Jack Stoll,TE,NO,NA,0.5,0.5,4.7,NA,NA,0.1,0,0.83,NA,16621,FleaFlicker,15541,0,0,0,1,TBSun 4:05 PM,NA,0.1,4.7,0%
Tyler Conklin,TE,LAC,NA,0.5,0.5,5.3,NA,NA,0,0,0.77,NA,13980,FleaFlicker,13847,0,0,0,2,MINThu 8:15 PM,NA,0,5.3,12%
Tyler Warren,TE,IND,NA,NA,5.01,59.42,NA,NA,0.38,0.07,13.41,NA,2574204,NFL,17102,NA,1.99,0.02,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,NA,4.27,60.7,NA,NA,0.41,0.02,12.76,NA,2558266,NFL,13299,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,NA,5.11,42.13,NA,NA,0.34,0.03,11.3,NA,2567496,NFL,15799,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,NA,3.91,49.74,NA,NA,0.37,0.03,11.05,NA,2569768,NFL,16222,NA,0.03,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,NA,3.99,43.11,NA,NA,0.33,0.03,10.25,NA,2560995,NFL,13674,NA,0.29,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,NA,3.88,43.67,NA,NA,0.32,0.03,10.11,NA,2569594,NFL,16213,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oronde Gadsden II,TE,LAC,NA,NA,4.12,45.13,NA,NA,0.23,0.02,9.98,NA,2574511,NFL,17099,NA,0.1,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,NA,4.06,43.59,NA,NA,0.25,0.02,9.9,NA,2540258,NFL,11244,NA,0.18,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,WAS,NA,NA,3.96,34.54,NA,NA,0.4,0.02,9.77,NA,2540158,NFL,11247,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,NA,3.68,41.26,NA,NA,0.31,0.03,9.61,NA,2555341,NFL,12676,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harold Fannin Jr.,TE,CLE,NA,NA,4.01,37.63,NA,NA,0.23,0.02,9.26,NA,2574043,NFL,17103,NA,0.89,0.01,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,NA,2.95,37.22,NA,NA,0.41,0.02,9.14,NA,2560957,NFL,13671,NA,0.43,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,PIT,NA,NA,3.71,32.75,NA,NA,0.32,0.02,8.99,NA,2558207,NFL,13193,NA,0.67,0.01,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,NA,3.81,41.93,NA,NA,0.17,0.02,8.98,NA,2565830,NFL,15329,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,NA,3.88,38.7,NA,NA,0.21,0.02,8.97,NA,2564676,NFL,14861,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Taylor,TE,NYJ,NA,NA,3.78,38.3,NA,NA,0.23,0.02,8.95,NA,2574451,NFL,17106,NA,0.01,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,NA,3.97,38.21,NA,NA,0.19,0.02,8.89,NA,2562378,NFL,14138,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,NA,3.67,32.95,NA,NA,0.25,0.02,8.43,NA,2557986,NFL,13192,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,DEN,NA,NA,3.68,32.74,NA,NA,0.21,0.02,8.17,NA,2557858,NFL,13189,NA,NA,NA,NA,NA,NA,NA,NA,NA
Theo Johnson,TE,NYG,NA,NA,3.21,32.2,NA,NA,0.29,0.02,8.13,NA,2572333,NFL,16649,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,NA,3.16,34.86,NA,NA,0.2,0.02,7.81,NA,2568312,NFL,15802,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,NA,3.43,31.68,NA,NA,0.21,0.04,7.78,NA,2560866,NFL,13772,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chig Okonkwo,TE,TEN,NA,NA,3.24,30.62,NA,NA,0.12,0.02,7.01,NA,2567658,NFL,15889,NA,0.25,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,CIN,NA,NA,2.93,28.9,NA,NA,0.18,0.02,6.86,NA,2562383,NFL,14137,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,NA,2.57,24.4,NA,NA,0.23,0.02,6.35,NA,2566442,NFL,15331,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,NA,2.12,26.19,NA,NA,0.26,0.02,6.26,NA,2567283,NFL,15798,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colston Loveland,TE,CHI,NA,NA,2.77,24.99,NA,NA,0.15,0.02,6.14,NA,2574014,NFL,17104,NA,0.11,NA,NA,NA,NA,NA,NA,NA
Ja'Tavion Sanders,TE,CAR,NA,NA,2.66,25.8,NA,NA,0.14,0.01,6.06,NA,2571892,NFL,16643,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,NA,1.1,9.01,NA,NA,0.04,0.02,4.95,NA,2558954,NFL,13424,NA,14.25,0.22,NA,NA,NA,NA,NA,NA
Gunnar Helm,TE,TEN,NA,NA,2.14,18.45,NA,NA,0.1,0.01,4.57,NA,2574152,NFL,17105,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Washington,TE,PIT,NA,NA,1.9,16.99,NA,NA,0.12,0.01,4.3,NA,2570257,NFL,16216,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,NA,1.63,15.65,NA,NA,0.11,0.03,3.8,NA,2563704,NFL,14867,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julian Hill,TE,MIA,NA,NA,1.53,14.56,NA,NA,0.1,0.01,3.57,NA,2571129,NFL,16425,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,NA,1.2,14.08,NA,NA,0.11,0.01,3.25,NA,2562681,NFL,14143,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,NA,1.27,11.67,NA,NA,0.09,0.01,2.96,NA,2565914,NFL,15332,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,NA,1.02,10.76,NA,NA,0.08,0.01,2.57,NA,2566178,NFL,15337,NA,0.1,NA,NA,NA,NA,NA,NA,NA
