player,pos,team,games,fg,fg_att,fg_0019,fg_att_0019,fg_2029,fg_att_2029,fg_3039,fg_att_3039,fg_4049,fg_att_4049,fg_50,fg_att_50,xp,xp_att,site_pts,site_fppg,src_id,data_src,id,fg_50_att,fg_4049_att,fg_0039,fg_att_39,bye,opp,curr_site_pts,fg_pct,xp_pct,pct_owned
Andre Szmyt,K,CLE,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,8.79,NA,18046,FleaFlicker,16419,NA,NA,NA,NA,9,SFSun 1:00 PM,NA,2/1,1/1,4%
Brandon Aubrey,K,DAL,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.8,8.77,NA,18330,FleaFlicker,16414,NA,NA,NA,NA,0,KCW 31-28,8.77,2/1,2/2,95%
Cameron Dicker,K,LAC,NA,2,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.7,8.68,NA,17315,FleaFlicker,15979,NA,NA,NA,NA,2,LVSun 4:25 PM,NA,2/2,2/2,87%
Daniel Carlson,K,LV,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,8.54,NA,13947,FleaFlicker,13718,NA,NA,NA,NA,8,@LACSun 4:25 PM,NA,2/1,1/1,15%
Evan McPherson,K,CIN,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,8.37,NA,16457,FleaFlicker,15368,NA,NA,NA,NA,0,@BALW 32-14,8.37,2/2,2/2,43%
Ka'imi Fairbairn,K,HOU,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,8.01,NA,12347,FleaFlicker,12860,NA,NA,NA,NA,6,@INDSun 1:00 PM,NA,2/1,2/2,76%
Will Reichard,K,MIN,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.6,7.61,NA,18573,FleaFlicker,16681,NA,NA,NA,NA,6,@SEASun 4:05 PM,NA,2/1,1/1,42%
Cade York,K,NO,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,7.54,NA,16929,FleaFlicker,15882,NA,NA,NA,NA,1,@MIASun 1:00 PM,NA,2/1,1/1,1%
Younghoe Koo,K,NYG,NA,1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,5.95,NA,13324,FleaFlicker,13403,NA,NA,NA,NA,4,@NEMon 8:15 PM,NA,1/1,1/1,11%
Eddy Pineiro,K,SF,NA,1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.4,5.42,NA,13986,FleaFlicker,13719,NA,NA,NA,NA,4,@CLESun 1:00 PM,NA,1/1,1/1,30%
Greg Joseph,K,LV,NA,1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.7,4.68,NA,14337,FleaFlicker,13898,NA,NA,NA,NA,8,@LACSun 4:25 PM,NA,0/0,0/0,1%
IRGraham Gano,K,NYG,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,6304,FleaFlicker,9694,NA,NA,NA,NA,4,@NEMon 8:15 PM,NA,0/0,0/0,3%
IRDJason Sanders,K,MIA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,13977,FleaFlicker,13832,NA,NA,NA,NA,2,NOSun 1:00 PM,NA,0/0,0/0,22%
IRTyler Bass,K,BUF,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,15626,FleaFlicker,14983,NA,NA,NA,NA,7,@PITSun 4:25 PM,NA,0/0,0/0,34%
Joshua Karty,K,LAR,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,18562,FleaFlicker,16775,NA,NA,NA,NA,8,@CARSun 1:00 PM,NA,0/0,0/0,8%
Brandon Aubrey,K,DAL,NA,NA,NA,NA,NA,0.43,NA,0.49,NA,0.56,NA,0.56,NA,2.35,NA,9.59,NA,2571750,NFL,16414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Butker,K,KC,NA,NA,NA,0.07,NA,0.41,NA,0.54,NA,0.48,NA,0.41,NA,2.92,NA,9.47,NA,2558245,NFL,13354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameron Dicker,K,LAC,NA,NA,NA,0.07,NA,0.39,NA,0.59,NA,0.59,NA,0.39,NA,2.56,NA,9.43,NA,2568435,NFL,15979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Bates,K,DET,NA,NA,NA,NA,NA,0.33,NA,0.53,NA,0.53,NA,0.39,NA,3.09,NA,9.21,NA,2571759,NFL,16846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Loop,K,BAL,NA,NA,NA,NA,NA,0.35,NA,0.56,NA,0.63,NA,0.28,NA,3.17,NA,9.19,NA,2573940,NFL,17222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Little,K,JAX,NA,NA,NA,NA,NA,0.49,NA,0.56,NA,0.49,NA,0.35,NA,2.59,NA,8.96,NA,2572147,NFL,16680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,NA,NA,NA,NA,NA,0.46,NA,0.59,NA,0.53,NA,0.39,NA,2.23,NA,8.92,NA,2550545,NFL,11936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,TB,NA,NA,NA,NA,NA,0.38,NA,0.51,NA,0.51,NA,0.38,NA,2.69,NA,8.79,NA,2563203,NFL,14717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,NA,NA,NA,NA,0.46,NA,0.53,NA,0.53,NA,0.26,NA,2.91,NA,8.77,NA,2558172,NFL,13303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,BUF,NA,NA,NA,NA,NA,0.25,NA,0.76,NA,0.51,NA,0.25,NA,2.78,NA,8.59,NA,2506677,NFL,8930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,NA,NA,NA,NA,0.42,NA,0.55,NA,0.48,NA,0.36,NA,2.24,NA,8.39,NA,2556521,NFL,12860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,NA,NA,NA,NA,0.37,NA,0.5,NA,0.5,NA,0.31,NA,2.68,NA,8.34,NA,2565953,NFL,15368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,DEN,NA,NA,NA,NA,NA,0.44,NA,0.5,NA,0.44,NA,0.38,NA,2.25,NA,8.29,NA,2556601,NFL,12956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,GB,NA,NA,NA,NA,NA,0.44,NA,0.5,NA,0.5,NA,0.31,NA,2.25,NA,8.12,NA,2541556,NFL,11947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,NA,NA,NA,NA,0.46,NA,0.52,NA,0.52,NA,0.26,NA,2.16,NA,7.96,NA,2553112,NFL,12437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,MIA,NA,NA,NA,NA,NA,0.41,NA,0.61,NA,0.41,NA,0.2,NA,2.65,NA,7.94,NA,2567013,NFL,15369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,NA,NA,NA,NA,0.41,NA,0.41,NA,0.47,NA,0.41,NA,2.01,NA,7.93,NA,2560993,NFL,13718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,SF,NA,NA,NA,NA,NA,0.41,NA,0.47,NA,0.41,NA,0.29,NA,2.57,NA,7.89,NA,2562271,NFL,14244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Badgley,K,IND,NA,NA,NA,NA,NA,0.35,NA,0.52,NA,0.61,NA,0.17,NA,2.43,NA,7.72,NA,2560965,NFL,13980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zane Gonzalez,K,ATL,NA,NA,NA,NA,NA,0.24,NA,0.72,NA,0.48,NA,0.24,NA,2.15,NA,7.67,NA,2558178,NFL,13347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Mevis,K,LAR,NA,NA,NA,NA,NA,0.27,NA,0.54,NA,0.54,NA,0.27,NA,2.17,NA,7.57,NA,2572932,NFL,16843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,NYG,NA,NA,NA,NA,NA,0.35,NA,0.47,NA,0.47,NA,0.35,NA,1.94,NA,7.56,NA,2559205,NFL,13403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chad Ryland,K,ARI,NA,NA,NA,NA,NA,0.36,NA,0.48,NA,0.48,NA,0.3,NA,2.05,NA,7.51,NA,2570125,NFL,16292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Moody,K,WAS,NA,NA,NA,NA,NA,0.29,NA,0.52,NA,0.46,NA,0.23,NA,2.54,NA,7.5,NA,2570308,NFL,16286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Reichard,K,MIN,NA,NA,NA,NA,NA,0.33,NA,0.43,NA,0.43,NA,0.33,NA,2.01,NA,7.23,NA,2572273,NFL,16681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,NA,NA,NA,NA,0.41,NA,0.47,NA,0.53,NA,0.23,NA,1.81,NA,7.19,NA,2550636,NFL,11945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andy Borregales,K,NE,NA,NA,NA,NA,NA,0.36,NA,0.48,NA,0.48,NA,0.18,NA,2.12,NA,6.98,NA,2574365,NFL,17220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Fitzgerald,K,CAR,NA,NA,NA,NA,NA,0.34,NA,0.52,NA,0.46,NA,0.17,NA,1.83,NA,6.64,NA,2573979,NFL,17277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,TEN,NA,NA,NA,NA,NA,0.34,NA,0.4,NA,0.4,NA,0.29,NA,1.65,NA,6.52,NA,2563132,NFL,14600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NYJ,NA,NA,NA,NA,NA,0.33,NA,0.5,NA,0.44,NA,0.17,NA,1.82,NA,6.48,NA,2507225,NFL,8851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade York,K,NO,NA,NA,NA,NA,NA,0.31,NA,0.47,NA,0.63,NA,0.16,NA,1.25,NA,6.28,NA,2567487,NFL,15882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
