player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Tyler Allgeier,RB,ATL,NA,5.9,26.6,NA,0.2,0.6,0.6,3.9,NA,NA,0,0,4.31,NA,16993,FleaFlicker,15712,5,TBSun 1:00 PM,RB47,0.2,30.6,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,KC,NA,5.5,21.3,NA,0.2,1,1,7,NA,NA,0.1,0,4.3,NA,12934,FleaFlicker,13138,0,@LACFri 8:00 PM,RB68,0.2,28.3,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roschon Johnson,RB,CHI,NA,5,16.4,NA,0.3,0.9,0.9,6.2,NA,NA,0,0,4.17,NA,17716,FleaFlicker,16175,5,MINMon 8:15 PM,RB58,0.3,22.7,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Najee Harris,RB,LAC,NA,5.7,22.6,NA,0.2,0.9,0.9,6.5,NA,NA,0,0,4.07,NA,16246,FleaFlicker,15254,2,KCFri 8:00 PM,RB42,0.2,29.1,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson,RB,SF,NA,5.8,21.2,NA,0.2,0.5,0.5,4,NA,NA,0,0,3.56,NA,16875,FleaFlicker,15716,4,@SEASun 4:05 PM,RB43,0.2,25.1,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Woody Marks,RB,HOU,NA,3.5,15.8,NA,0.1,1.2,1.2,9.9,NA,NA,0.1,0,3.55,NA,19351,FleaFlicker,17053,6,@LARSun 4:25 PM,RB61,0.2,25.6,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Corum,RB,LAR,NA,5.6,20.4,NA,0.1,0.7,0.7,5.8,NA,NA,0,0,3.5,NA,18441,FleaFlicker,16593,8,HOUSun 4:25 PM,RB57,0.1,26.2,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justice Hill,RB,BAL,NA,2.4,11,NA,0.1,1.7,1.7,13.9,NA,NA,0.1,0,3.39,NA,14767,FleaFlicker,14086,7,@BUFSun 8:20 PM,RB70,0.2,24.9,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PIT,NA,4.7,17.7,NA,0.1,0.9,0.9,6.9,NA,NA,0,0,3.26,NA,16480,FleaFlicker,15255,5,@NYJSun 1:00 PM,RB79,0.1,24.6,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Mitchell,RB,KC,NA,4.6,18.7,NA,0.1,0.6,0.6,3,NA,NA,0,0,3.17,NA,13728,FleaFlicker,15263,0,@LACFri 8:00 PM,RB80,0.2,21.7,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,LV,NA,4.2,14.6,NA,0.1,1.1,1.1,8.2,NA,NA,0,0,3.16,NA,11455,FleaFlicker,12447,8,@NESun 1:00 PM,RB78,0.2,22.7,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,CIN,NA,3.1,13.3,NA,0.1,1.1,1.1,10.4,NA,NA,0.1,0.1,3.15,NA,13011,FleaFlicker,13133,0,@CLESun 1:00 PM,RB92,0.1,23.6,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,BUF,NA,2.6,10.8,NA,0.1,0.9,0.9,9.8,NA,NA,0.1,0,3.06,NA,14842,FleaFlicker,14095,7,BALSun 8:20 PM,RB84,0.2,20.6,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tahj Brooks,RB,CIN,NA,4,14.8,NA,0.1,0.7,0.7,6,NA,NA,0,0.1,3.01,NA,19416,FleaFlicker,17058,0,@CLESun 1:00 PM,RB73,0.2,20.9,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles Sanders,RB,DAL,NA,5.3,19.3,NA,0.1,0.5,0.5,3.2,NA,NA,0,0,2.89,NA,14745,FleaFlicker,14079,0,@PHIThu 8:20 PM,RB71,0.1,22.5,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keaton Mitchell,RB,BAL,NA,3.8,17.4,NA,0.1,0.6,0.6,5.3,NA,NA,0,0,2.87,NA,18174,FleaFlicker,16178,7,@BUFSun 8:20 PM,RB67,0.1,22.8,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Gibson,RB,NE,NA,3.4,14.4,NA,0.1,1,1,8.4,NA,NA,0,0,2.86,NA,15591,FleaFlicker,14852,4,LVSun 1:00 PM,RB86,0.1,22.9,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emanuel Wilson,RB,GB,NA,2.9,15,NA,0.1,0.5,0.5,4.2,NA,NA,0,0,2.8,NA,18234,FleaFlicker,16432,5,DETSun 4:25 PM,RB87,0.1,19.2,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julius Chestnut,RB,TEN,NA,4.3,15.5,NA,0.1,0.9,0.9,7.1,NA,NA,0,0,2.78,NA,17227,FleaFlicker,15965,0,@DENSun 4:05 PM,NA,0.1,22.6,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,NA,3,16,NA,0.1,0.6,0.6,4.3,NA,NA,0,0.1,2.65,NA,14736,FleaFlicker,14080,4,@WASSun 1:00 PM,RB82,0.1,20.4,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zamir White,RB,LV,NA,4,14.7,NA,0.1,0.7,0.7,4.7,NA,NA,0,0,2.56,NA,16918,FleaFlicker,15714,8,@NESun 1:00 PM,RB90,0.1,19.5,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaleel McLaughlin,RB,DEN,NA,2.4,11.5,NA,0.1,1.1,1.1,6.7,NA,NA,0.1,0,2.52,NA,18238,FleaFlicker,16390,2,TENSun 4:05 PM,RB85,0.1,18.1,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Goodson,RB,IND,NA,3.9,13.8,NA,0.1,0.3,0.3,2.1,NA,NA,0,0,2.44,NA,17175,FleaFlicker,15730,1,MIASun 1:00 PM,NA,0.1,15.9,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Etienne,RB,CAR,NA,2.8,11,NA,0.1,0.6,0.6,5.5,NA,NA,0,0,2.41,NA,19365,FleaFlicker,17056,4,@JACSun 1:00 PM,RB81,0.1,16.5,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Neal,RB,NO,NA,3.1,13.4,NA,0.1,0.4,0.4,3.2,NA,NA,0,0,2.36,NA,19434,FleaFlicker,17046,1,ARISun 1:00 PM,RB77,0.1,16.6,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Monangai,RB,CHI,NA,2.5,11.8,NA,0.1,0.3,0.3,3.1,NA,NA,0,0,2.25,NA,19543,FleaFlicker,17066,5,MINMon 8:15 PM,RB60,0.1,14.9,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,NA,2.7,13.4,NA,0.1,0.3,0.3,2.7,NA,NA,0,0,2.23,NA,18278,FleaFlicker,16166,9,@ATLSun 1:00 PM,RB75,0.1,16.1,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Shipley,RB,PHI,NA,2.5,11.9,NA,0.1,0.5,0.5,4.5,NA,NA,0,0,2.16,NA,18476,FleaFlicker,16601,9,DALThu 8:20 PM,RB59,0.1,16.3,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalel Mullings,RB,TEN,NA,3.2,9.7,NA,0.1,0.8,0.8,5.7,NA,NA,0,0,2.12,NA,19392,FleaFlicker,17050,0,@DENSun 4:05 PM,RB101,0.1,15.5,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Brooks,RB,GB,NA,2.2,12,NA,0.1,0.6,0.6,4,NA,NA,0,0,2.12,NA,18169,FleaFlicker,16387,5,DETSun 4:25 PM,RB89,0.1,16.1,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quinshon Judkins,RB,CLE,NA,2.4,9.8,NA,0.1,0.6,0.6,5.3,NA,NA,0,0,1.93,NA,19303,FleaFlicker,17051,9,CINSun 1:00 PM,RB46,0.1,15.1,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaac Guerendo,RB,SF,NA,3.1,11.3,NA,0.1,0.4,0.4,3.3,NA,NA,0,0,1.92,NA,18482,FleaFlicker,16688,4,@SEASun 4:05 PM,RB62,0.1,14.7,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarquez Hunter,RB,LAR,NA,3.6,10.7,NA,0.1,0.3,0.3,3.1,NA,NA,0,0,1.9,NA,19372,FleaFlicker,17064,8,HOUSun 4:25 PM,RB74,0.1,13.8,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Giddens,RB,IND,NA,1.4,8.8,NA,0.1,0.4,0.4,3.4,NA,NA,0,0,1.8,NA,19390,FleaFlicker,17060,1,MIASun 1:00 PM,RB66,0.1,12.3,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hassan Haskins,RB,LAC,NA,2,6.5,NA,0.1,0.6,0.6,4.3,NA,NA,0,0.1,1.72,NA,16913,FleaFlicker,15720,2,KCFri 8:00 PM,NA,0.1,10.8,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,RB,ARI,NA,1.4,9.3,NA,0.1,0.5,0.5,3.9,NA,NA,0,0,1.68,NA,17978,FleaFlicker,16385,8,@NOSun 1:00 PM,RB104,0.1,13.2,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brashard Smith,RB,KC,NA,1.8,8,NA,0.1,0.4,0.4,2.6,NA,NA,0,0,1.48,NA,19486,FleaFlicker,17049,0,@LACFri 8:00 PM,RB76,0.1,10.6,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheim Sanders,RB,CLE,NA,1.7,7.3,NA,0.1,0.2,0.2,1.5,NA,NA,0,0,1.48,NA,19586,FleaFlicker,17062,9,CINSun 1:00 PM,RB98,0.1,8.8,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Dillon,RB,PHI,NA,2.3,8.3,NA,0.1,0.2,0.2,1.6,NA,NA,0,0,1.47,NA,15568,FleaFlicker,14805,9,DALThu 8:20 PM,RB95,0.1,9.9,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0.4,1.5,NA,0,0.9,0.9,8.8,NA,NA,0.1,0,1.43,NA,9410,FleaFlicker,11367,4,@SEASun 4:05 PM,NA,0.1,10.3,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,WAS,NA,1.3,5.4,NA,0.1,0.2,0.2,1.2,NA,NA,0,0,1.2,NA,12999,FleaFlicker,13143,2,NYGSun 1:00 PM,RB105,0.1,6.7,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Davis,RB,NYJ,NA,1.7,6.9,NA,0.1,0.2,0.2,1.5,NA,NA,0,0,1.2,NA,18492,FleaFlicker,16752,9,PITSun 1:00 PM,RB83,0.1,8.4,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kimani Vidal,RB,LAC,NA,1.5,5.7,NA,0,0.2,0.2,2.9,NA,NA,0.1,0,1.14,NA,18523,FleaFlicker,16757,2,KCFri 8:00 PM,RB96,0.1,8.5,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,0.4,2.9,NA,0,0.6,0.6,5.4,NA,NA,0,0,1.13,NA,13581,FleaFlicker,13148,6,@LARSun 4:25 PM,NA,0.1,8.2,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LeQuint Allen,RB,JAC,NA,1,4.9,NA,0.1,0.2,0.2,1.7,NA,NA,0,0,1.08,NA,19471,FleaFlicker,17061,8,CARSun 1:00 PM,RB102,0.1,6.7,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Chandler,RB,MIN,NA,1.2,5.3,NA,0,0.2,0.2,1.8,NA,NA,0,0,1.01,NA,17020,FleaFlicker,15723,6,@CHIMon 8:15 PM,RB94,0.1,7.1,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Ingold,RB,MIA,NA,0.6,1.6,NA,0.1,0.5,0.5,3.6,NA,NA,0,0,0.92,NA,15279,FleaFlicker,14420,2,@INDSun 1:00 PM,NA,0.1,5.2,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,SF,NA,NA,88.02,NA,0.46,NA,4.25,35.74,NA,NA,0.24,0.11,20.61,NA,2557997,NFL,13130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,PHI,NA,NA,114.93,NA,0.82,NA,1.95,15.37,NA,NA,0.12,0.1,20.42,NA,2560968,NFL,13604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,NA,64.92,NA,0.59,NA,4.82,38.77,NA,NA,0.3,0.09,20.35,NA,2570062,NFL,16167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,NA,84.26,NA,0.76,NA,3.36,26.44,NA,NA,0.14,0.08,19.67,NA,2569558,NFL,16161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,NA,77.1,NA,0.81,NA,3.34,22.48,NA,NA,0.16,0.08,18.96,NA,2569747,NFL,16162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bucky Irving,RB,TB,NA,NA,87.51,NA,0.7,NA,2.99,24.94,NA,NA,0.11,0.09,18.92,NA,2572546,NFL,16598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,NA,94.64,NA,0.75,NA,2.09,17.16,NA,NA,0.11,0.09,18.25,NA,2564148,NFL,14802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,NA,NA,76.23,NA,0.54,NA,3.84,28.59,NA,NA,0.15,0.15,18.16,NA,2569642,NFL,16181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashton Jeanty,RB,LV,NA,NA,76.75,NA,0.56,NA,3,30.41,NA,NA,0.17,0.07,17.96,NA,2574298,NFL,17042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,NA,101.67,NA,0.92,NA,0.91,7.86,NA,NA,0.06,0.13,17.48,NA,2556075,NFL,12626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,NA,63.49,NA,0.43,NA,4.05,32.71,NA,NA,0.19,0.08,17.23,NA,2558019,NFL,13132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,NA,75.33,NA,0.87,NA,2.11,16.03,NA,NA,0.13,0.09,17.07,NA,2567862,NFL,15710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,GB,NA,NA,69.17,NA,0.77,NA,2.24,18.31,NA,NA,0.07,0.08,15.87,NA,2562377,NFL,14073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,NA,69.74,NA,0.65,NA,2.27,14.53,NA,NA,0.1,0.08,15.04,NA,2565899,NFL,15261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,NA,62.46,NA,0.77,NA,2.01,17.88,NA,NA,0.08,0.09,14.96,NA,2567328,NFL,15715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Omarion Hampton,RB,LAC,NA,NA,73.96,NA,0.56,NA,1.82,18.19,NA,NA,0.1,0.08,14.84,NA,2574514,NFL,17044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Conner,RB,ARI,NA,NA,67.5,NA,0.56,NA,2.34,17.32,NA,NA,0.12,0.14,14.62,NA,2557978,NFL,13146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,TEN,NA,NA,61.47,NA,0.38,NA,3.03,21.96,NA,NA,0.07,0.07,13.93,NA,2562699,NFL,14085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TreVeyon Henderson,RB,NE,NA,NA,59.93,NA,0.47,NA,2.2,22.42,NA,NA,0.12,0.06,13.86,NA,2574374,NFL,17043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,NA,55.95,NA,0.29,NA,2.98,26.68,NA,NA,0.16,0.07,13.8,NA,2568030,NFL,15708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,NA,NA,60.37,NA,0.27,NA,3.14,24.47,NA,NA,0.07,0.07,13.52,NA,2568493,NFL,15742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones,RB,MIN,NA,NA,53.96,NA,0.33,NA,2.77,22.06,NA,NA,0.17,0.08,13.21,NA,2558116,NFL,13319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker III,RB,SEA,NA,NA,50.49,NA,0.53,NA,2.27,17.74,NA,NA,0.11,0.08,12.77,NA,2568282,NFL,15711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DAL,NA,NA,49.81,NA,0.43,NA,2.7,17.85,NA,NA,0.12,0.08,12.61,NA,2566049,NFL,15256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrone Tracy Jr.,RB,NYG,NA,NA,64.26,NA,0.32,NA,1.91,17.33,NA,NA,0.12,0.06,12.59,NA,2572351,NFL,16747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,NA,NA,44.71,NA,0.72,NA,1.95,16.02,NA,NA,0.05,0.06,12.52,NA,2562502,NFL,14071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,RB,KC,NA,NA,63.45,NA,0.36,NA,1.96,15.56,NA,NA,0.08,0.06,12.38,NA,2567808,NFL,15749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,CHI,NA,NA,58.61,NA,0.36,NA,2.29,18.09,NA,NA,0.06,0.06,12.36,NA,2563965,NFL,14797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Ekeler,RB,WAS,NA,NA,36.13,NA,0.47,NA,2.55,21.47,NA,NA,0.1,0.06,12.03,NA,2559169,NFL,13404,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,NA,47.22,NA,0.25,NA,2.65,21.81,NA,NA,0.14,0.08,11.73,NA,2567469,NFL,15713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RJ Harvey,RB,DEN,NA,NA,48.4,NA,0.36,NA,1.95,19.53,NA,NA,0.11,0.07,11.42,NA,2574090,NFL,17068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.K. Dobbins,RB,DEN,NA,NA,42.78,NA,0.33,NA,2.51,17.62,NA,NA,0.13,0.09,11.13,NA,2563548,NFL,14800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Chubb,RB,HOU,NA,NA,52.77,NA,0.47,NA,1.33,12.03,NA,NA,0.08,0.07,10.97,NA,2561021,NFL,13610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,MIN,NA,NA,57.92,NA,0.45,NA,1.04,10.26,NA,NA,0.07,0.06,10.86,NA,2569257,NFL,15972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,NA,NA,36.18,NA,0.37,NA,2.45,19.25,NA,NA,0.12,0.05,10.83,NA,2570335,NFL,16169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAX,NA,NA,43.74,NA,0.22,NA,2.41,20.22,NA,NA,0.09,0.06,10.55,NA,2566157,NFL,15253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Sampson,RB,CLE,NA,NA,52.99,NA,0.4,NA,1.06,11.09,NA,NA,0.06,0.06,10.11,NA,2574062,NFL,17047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Bigsby,RB,JAX,NA,NA,46.2,NA,0.41,NA,0.89,9.23,NA,NA,0.05,0.07,9.05,NA,2569882,NFL,16164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ollie Gordon II,RB,MIA,NA,NA,45.71,NA,0.36,NA,0.99,10.13,NA,NA,0.06,0.05,8.99,NA,2574322,NFL,17059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacory Croskey-Merritt,RB,WAS,NA,NA,46.58,NA,0.33,NA,0.93,9.46,NA,NA,0.05,0.06,8.69,NA,2574608,NFL,17256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kaleb Johnson,RB,PIT,NA,NA,38.88,NA,0.29,NA,0.99,8.72,NA,NA,0.05,0.04,7.71,NA,2574496,NFL,17048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,NA,31.33,NA,0.26,NA,1.25,8.88,NA,NA,0.06,0.05,7.09,NA,2566343,NFL,15259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
