player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,dst_int,dst_fum_rec,dst_sacks,dst_fumbles,dst_tackles,bye,opp,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Olamide Zaccheaus,WR,CHI,NA,2.4,2.4,26.8,NA,NA,0.2,0.2,1.6,NA,0,0,3.9,NA,15107,FleaFlicker,14592,NA,NA,NA,NA,NA,5,@WASMon 8:15 PM,NA,NA,0.2,28.4,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Flournoy,WR,DAL,NA,2.4,2.4,29.3,NA,NA,0.1,0.1,0.5,NA,0,0,3.84,NA,18536,FleaFlicker,16778,NA,NA,NA,NA,NA,0,@CARSun 1:00 PM,NA,NA,0.1,29.8,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylin Lane,WR,WAS,NA,2.2,2.2,26.5,NA,NA,0.2,0,0,NA,0,0,3.81,NA,19363,FleaFlicker,17184,NA,NA,NA,NA,NA,2,CHIMon 8:15 PM,NA,NA,0.2,26.5,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,KC,NA,2.5,2.5,26.8,NA,NA,0.2,0,0,NA,0,0,3.8,NA,12950,FleaFlicker,13156,NA,NA,NA,NA,NA,0,DETSun 8:20 PM,NA,NA,0.2,26.8,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUPChristian Watson,WR,GB,NA,1.3,1.3,24.3,NA,NA,0.2,0.1,0.3,NA,0,0,3.61,NA,16896,FleaFlicker,15789,NA,NA,NA,NA,NA,5,CINSun 4:25 PM,NA,NA,0.2,24.7,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Brown,WR,WAS,NA,2,2,27.9,NA,NA,0.1,0,0,NA,0,0,3.61,NA,13120,FleaFlicker,13172,NA,NA,NA,NA,NA,2,CHIMon 8:15 PM,NA,NA,0.1,27.9,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ricky Pearsall,WR,SF,NA,1.7,1.7,25.8,NA,NA,0.1,0,0.7,NA,0,0,3.53,NA,18377,FleaFlicker,16622,NA,NA,NA,NA,NA,4,@TBSun 4:25 PM,NA,WR22,0.1,26.5,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke McCaffrey,WR,WAS,NA,1.8,1.8,23.6,NA,NA,0.2,0,0.1,NA,0,0,3.5,NA,18424,FleaFlicker,16635,NA,NA,NA,NA,NA,2,CHIMon 8:15 PM,NA,NA,0.2,23.7,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRDJalen Coker,WR,CAR,NA,1.8,1.8,23.4,NA,NA,0.2,0,0.1,NA,0,0,3.46,NA,18787,FleaFlicker,16809,NA,NA,NA,NA,NA,4,DALSun 1:00 PM,NA,NA,0.2,23.5,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dont'e Thornton,WR,LV,NA,2,2,26,NA,NA,0.1,0,0.1,NA,0,0,3.44,NA,19354,FleaFlicker,17087,NA,NA,NA,NA,NA,8,TENSun 4:05 PM,NA,NA,0.1,26.1,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parker Washington,WR,JAC,NA,2.1,2.1,22.9,NA,NA,0.2,0.1,0.3,NA,0,0,3.38,NA,17738,FleaFlicker,16192,NA,NA,NA,NA,NA,8,SEASun 1:00 PM,NA,NA,0.2,23.2,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luther Burden,WR,CHI,NA,1.8,1.8,23,NA,NA,0.2,0.2,1.6,NA,0,0.1,3.38,NA,19335,FleaFlicker,17070,NA,NA,NA,NA,NA,5,@WASMon 8:15 PM,NA,NA,0.2,24.7,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalin Hyatt,WR,NYG,NA,1.9,1.9,26.6,NA,NA,0.1,0,0,NA,0,0,3.36,NA,17648,FleaFlicker,16183,NA,NA,NA,NA,NA,4,PHIW 34-17,3.36,NA,0.1,26.6,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,MIA,NA,1.4,1.4,19.4,NA,NA,0.2,0,0.1,NA,0,0,3.07,NA,16192,FleaFlicker,15109,NA,NA,NA,NA,NA,2,LACSun 1:00 PM,NA,NA,0.2,19.4,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,NO,NA,1.9,1.9,20.4,NA,NA,0.2,0.1,0.3,NA,0,0,3.03,NA,10242,FleaFlicker,11674,NA,NA,NA,NA,NA,1,NESun 1:00 PM,NA,NA,0.2,20.6,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tutu Atwell,WR,LAR,NA,1.4,1.4,21.9,NA,NA,0.1,0.1,0.4,NA,0,0,2.99,NA,16326,FleaFlicker,15301,NA,NA,NA,NA,NA,8,@BALSun 1:00 PM,NA,NA,0.1,22.4,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ray-Ray McCloud,WR,ATL,NA,2,2,22.2,NA,NA,0.1,0.2,1.9,NA,0,0,2.95,NA,13934,FleaFlicker,13641,NA,NA,NA,NA,NA,5,BUFMon 7:15 PM,NA,NA,0.1,24.1,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeMario Douglas,WR,NE,NA,1.9,1.9,19.3,NA,NA,0.1,0.2,1.2,NA,0,0,2.87,NA,17724,FleaFlicker,16342,NA,NA,NA,NA,NA,4,@NOSun 1:00 PM,NA,NA,0.1,20.5,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,NYJ,NA,1.6,1.6,21,NA,NA,0.1,0,0,NA,0,0,2.86,NA,13029,FleaFlicker,13168,NA,NA,NA,NA,NA,9,DENSun 9:30 AM,NA,NA,0.1,21,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrei Iosivas,WR,CIN,NA,1.9,1.9,20.9,NA,NA,0.1,0,0.1,NA,0,0,2.86,NA,17754,FleaFlicker,16207,NA,NA,NA,NA,NA,0,@GBSun 4:25 PM,NA,NA,0.1,21,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Moore,WR,WAS,NA,1.4,1.4,19.2,NA,NA,0.1,0.1,0.6,NA,0,0,2.8,NA,12153,FleaFlicker,12773,NA,NA,NA,NA,NA,2,CHIMon 8:15 PM,NA,NA,0.1,19.8,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chimere Dike,WR,TEN,NA,1.5,1.5,15.5,NA,NA,0.1,1,4.2,NA,0,0,2.71,NA,19346,FleaFlicker,17171,NA,NA,NA,NA,NA,0,@LVSun 4:05 PM,NA,NA,0.1,19.7,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tez Johnson,WR,TB,NA,1.4,1.4,16.6,NA,NA,0.1,0.2,1.2,NA,0,0,2.67,NA,19520,FleaFlicker,17079,NA,NA,NA,NA,NA,9,SFSun 4:25 PM,NA,NA,0.1,17.8,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,BAL,NA,1.3,1.3,17.6,NA,NA,0.1,0,0.1,NA,0,0,2.64,NA,9311,FleaFlicker,11232,NA,NA,NA,NA,NA,7,LARSun 1:00 PM,NA,NA,0.1,17.7,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beaux Collins,WR,NYG,NA,1.7,1.7,20.3,NA,NA,0.1,0,0.2,NA,0,0,2.63,NA,19634,FleaFlicker,17303,NA,NA,NA,NA,NA,4,PHIW 34-17,NA,NA,0.1,20.5,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Bech,WR,LV,NA,1.6,1.6,19.1,NA,NA,0.1,0,0.2,NA,0,0,2.51,NA,19294,FleaFlicker,17078,NA,NA,NA,NA,NA,8,TENSun 4:05 PM,NA,NA,0.1,19.3,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Whittington,WR,LAR,NA,1.3,1.3,16.4,NA,NA,0.1,0.4,1.7,NA,0,0,2.45,NA,18564,FleaFlicker,16633,NA,NA,NA,NA,NA,8,@BALSun 1:00 PM,NA,NA,0.1,18,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dortch,WR,ARI,NA,1.6,1.6,14.9,NA,NA,0.1,0.6,2.6,NA,0,0,2.39,NA,14935,FleaFlicker,14108,NA,NA,NA,NA,NA,8,@INDSun 1:00 PM,NA,NA,0.1,17.5,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,NE,NA,1.3,1.3,15.4,NA,NA,0.1,0,0,NA,0,0,2.38,NA,13008,FleaFlicker,13289,NA,NA,NA,NA,NA,4,@NOSun 1:00 PM,NA,NA,0.1,15.5,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalif Raymond,WR,DET,NA,1.4,1.4,17.4,NA,NA,0.1,0.1,0.4,NA,0,0,2.28,NA,12441,FleaFlicker,13066,NA,NA,NA,NA,NA,8,@KCSun 8:20 PM,NA,NA,0.1,17.9,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lil'Jordan Humphrey,WR,NYG,NA,1.4,1.4,15.9,NA,NA,0.1,0,0.1,NA,0,0,2.18,NA,15148,FleaFlicker,14118,NA,NA,NA,NA,NA,4,PHIW 34-17,2.18,NA,0.1,15.9,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamari Thrash,WR,CLE,NA,1.5,1.5,16.9,NA,NA,0.1,0,0.2,NA,0,0,2.13,NA,18528,FleaFlicker,16624,NA,NA,NA,NA,NA,9,@PITSun 1:00 PM,NA,NA,0.1,17.1,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Renfrow,WR,CAR,NA,1.5,1.5,13.2,NA,NA,0.1,0,0,NA,0,0,2.13,NA,14836,FleaFlicker,14123,NA,NA,NA,NA,NA,4,DALSun 1:00 PM,NA,NA,0.1,13.2,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,TEN,NA,1.4,1.4,15.6,NA,NA,0.1,0,0,NA,0,0,2.08,NA,11242,FleaFlicker,12187,NA,NA,NA,NA,NA,0,@LVSun 4:05 PM,NA,NA,0.1,15.6,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaac TeSlaa,WR,DET,NA,1.2,1.2,14.2,NA,NA,0.1,0,0.1,NA,0,0,2.07,NA,19337,FleaFlicker,17157,NA,NA,NA,NA,NA,8,@KCSun 8:20 PM,NA,NA,0.1,14.3,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,PHI,NA,1.2,1.2,15,NA,NA,0.1,0,0.2,NA,0,0,2.06,NA,16821,FleaFlicker,15755,NA,NA,NA,NA,NA,9,@NYGL 17-34,2.06,NA,0.1,15.1,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roman Wilson,WR,PIT,NA,1.2,1.2,14.7,NA,NA,0.1,0,0,NA,0,0,2.05,NA,18409,FleaFlicker,16629,NA,NA,NA,NA,NA,5,CLESun 1:00 PM,NA,NA,0.1,14.7,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Jones,WR,ARI,NA,1.6,1.6,15.1,NA,NA,0.1,0,0.1,NA,0,0,2.05,NA,12937,FleaFlicker,13176,NA,NA,NA,NA,NA,8,@INDSun 1:00 PM,NA,NA,0.1,15.3,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adonai Mitchell,WR,IND,NA,1.1,1.1,16.8,NA,NA,0.1,0,0.1,NA,0,0.1,2.04,NA,18395,FleaFlicker,16626,NA,NA,NA,NA,NA,1,ARISun 1:00 PM,NA,NA,0.1,17,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,BUF,NA,1.3,1.3,12.6,NA,NA,0.1,0.2,1.2,NA,0,0,2.02,NA,12930,FleaFlicker,13157,NA,NA,NA,NA,NA,7,@ATLMon 7:15 PM,NA,NA,0.1,13.8,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Heath,WR,GB,NA,1,1,13.7,NA,NA,0.1,0,0.1,NA,0,0,1.98,NA,17992,FleaFlicker,16413,NA,NA,NA,NA,NA,5,CINSun 4:25 PM,NA,NA,0.1,13.8,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Horn,WR,CAR,NA,1.1,1.1,12.5,NA,NA,0.1,0.1,0.5,NA,0,0,1.94,NA,19432,FleaFlicker,17234,NA,NA,NA,NA,NA,4,DALSun 1:00 PM,NA,NA,0.1,13,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedrick Wilson,WR,MIA,NA,1.1,1.1,12.2,NA,NA,0.1,0,0,NA,0,0,1.83,NA,13915,FleaFlicker,13652,NA,NA,NA,NA,NA,2,LACSun 1:00 PM,NA,NA,0.1,12.2,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,WR,SF,NA,0.7,0.7,13.6,NA,NA,0.1,0,0,NA,0,0,1.82,NA,13952,FleaFlicker,13793,NA,NA,NA,NA,NA,4,@TBSun 4:25 PM,NA,NA,0.1,13.6,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Williams,WR,NE,NA,1.1,1.1,13.6,NA,NA,0.1,0.2,0.8,NA,0,0,1.78,NA,19273,FleaFlicker,17134,NA,NA,NA,NA,NA,4,@NOSun 1:00 PM,NA,NA,0.1,14.3,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scotty Miller,WR,PIT,NA,1.1,1.1,13.1,NA,NA,0.1,0,0,NA,0,0,1.77,NA,14849,FleaFlicker,14280,NA,NA,NA,NA,NA,5,CLESun 1:00 PM,NA,NA,0.1,13.1,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Skowronek,WR,PIT,NA,1,1,11.6,NA,NA,0.1,0,0.1,NA,0,0,1.76,NA,16526,FleaFlicker,15491,NA,NA,NA,NA,NA,5,CLESun 1:00 PM,NA,NA,0.1,11.7,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Savion Williams,WR,GB,NA,0.7,0.7,8.2,NA,NA,0.1,0.7,3,NA,0,0,1.7,NA,19332,FleaFlicker,17096,NA,NA,NA,NA,NA,5,CINSun 4:25 PM,NA,NA,0.1,11.2,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tylan Wallace,WR,BAL,NA,1,1,12,NA,NA,0.1,0,0.1,NA,0,0,1.67,NA,16350,FleaFlicker,15285,NA,NA,NA,NA,NA,7,LARSun 1:00 PM,NA,NA,0.1,12.2,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,BUF,NA,0.9,0.9,9.8,NA,NA,0.1,0.3,1.3,NA,0,0,1.59,NA,16265,FleaFlicker,15288,NA,NA,NA,NA,NA,7,@ATLMon 7:15 PM,NA,NA,0.1,11.1,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LAR,NA,NA,8.21,107.62,NA,NA,0.47,NA,3.6,NA,0.03,0.04,22.25,NA,2570026,NFL,16211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,NA,6.65,98.08,NA,NA,0.56,NA,2.06,NA,0.01,0.03,20.02,NA,2570341,NFL,16185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St. Brown,WR,DET,NA,NA,6.65,80.23,NA,NA,0.73,NA,0.73,NA,0.01,0.03,19.13,NA,2566073,NFL,15287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emeka Egbuka,WR,TB,NA,NA,4.95,75.88,NA,NA,0.67,NA,1.21,NA,0.01,0.03,16.68,NA,2574585,NFL,17081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,NA,5.33,79.33,NA,NA,0.43,NA,2.28,NA,0.01,0.03,16.07,NA,2569573,NFL,16190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,NA,5.37,71.53,NA,NA,0.54,NA,0.65,NA,NA,0.02,15.79,NA,2565941,NFL,15281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,NA,5.57,74.26,NA,NA,0.4,NA,1.64,NA,0.01,0.02,15.58,NA,2563848,NFL,14832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tetairoa McMillan,WR,CAR,NA,NA,5.28,72.73,NA,NA,0.46,NA,1.33,NA,0.01,0.03,15.45,NA,2573992,NFL,17071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,NA,5.41,67.61,NA,NA,0.43,NA,1.66,NA,0.01,0.03,14.92,NA,2568048,NFL,15753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,NA,4.92,71.81,NA,NA,0.4,NA,NA,NA,NA,0.06,14.38,NA,2562238,NFL,14104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,NA,5.2,71.43,NA,NA,0.33,NA,0.51,NA,NA,0.02,14.33,NA,2567250,NFL,15751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,NA,4.65,69.38,NA,NA,0.46,NA,NA,NA,NA,0.03,14.29,NA,2560888,NFL,13630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,NA,5.14,70.27,NA,NA,0.36,NA,0.23,NA,NA,0.03,14.29,NA,2566292,NFL,15284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,DAL,NA,NA,4.18,68.06,NA,NA,0.53,NA,0.75,NA,0.01,0.03,14.24,NA,2568159,NFL,15762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Johnston,WR,LAC,NA,NA,4.72,63.81,NA,NA,0.52,NA,0.92,NA,0.01,0.07,14.23,NA,2570275,NFL,16188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel Sr.,WR,WAS,NA,NA,4.37,58.56,NA,NA,0.37,NA,11.2,NA,0.12,0.03,14.23,NA,2562721,NFL,14136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,NE,NA,NA,5.18,65.69,NA,NA,0.36,NA,1.28,NA,0.01,0.03,14.04,NA,2552608,NFL,12186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rome Odunze,WR,CHI,NA,NA,4.39,66.8,NA,NA,0.48,NA,0.36,NA,NA,0.03,13.93,NA,2571907,NFL,16616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LAR,NA,NA,4.49,64.15,NA,NA,0.51,NA,NA,NA,NA,0.03,13.91,NA,2543495,NFL,11675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Thomas Jr.,WR,JAX,NA,NA,4.49,67.43,NA,NA,0.41,NA,0.84,NA,0.01,0.02,13.8,NA,2572162,NFL,16618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ladd McConkey,WR,LAC,NA,NA,4.83,63.88,NA,NA,0.36,NA,0.51,NA,NA,0.02,13.39,NA,2572477,NFL,16627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,NA,4.3,64.49,NA,NA,0.44,NA,0.48,NA,NA,0.03,13.38,NA,2562489,NFL,14109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,NA,4.65,61.06,NA,NA,0.39,NA,0.33,NA,NA,0.02,13.09,NA,2566409,NFL,15282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,NA,5.16,64.61,NA,NA,0.24,NA,0.25,NA,NA,0.03,13.03,NA,2567973,NFL,15754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keenan Allen,WR,LAC,NA,NA,4.91,58.53,NA,NA,0.38,NA,0.21,NA,NA,0.05,12.96,NA,2540154,NFL,11222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Harrison Jr.,WR,ARI,NA,NA,4.11,60.92,NA,NA,0.42,NA,0.59,NA,NA,0.02,12.74,NA,2572411,NFL,16614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,PIT,NA,NA,3.69,60.96,NA,NA,0.45,NA,0.2,NA,NA,0.02,12.47,NA,2562685,NFL,14102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,LV,NA,NA,4.73,55.47,NA,NA,0.27,NA,1.73,NA,0.01,0.03,12.07,NA,2562492,NFL,14127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Worthy,WR,KC,NA,NA,4.15,50.76,NA,NA,0.34,NA,4.97,NA,0.05,0.03,12,NA,2572186,NFL,16620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman,WR,IND,NA,NA,5,55.77,NA,NA,0.24,NA,0.34,NA,NA,0.03,11.99,NA,2564136,NFL,14842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
