player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,fumble_TD
Devin Neal,RB,NO,NA,3,14,NA,0,2,1,10,NA,NA,0,NA,NA,NA,4682652,ESPN,17046,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Mitchell,RB,KCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4241555,ESPN,15263,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,LV,NA,2,7,NA,0,1,1,7,NA,NA,0,NA,NA,NA,2576414,ESPN,12447,NA,NA,NA,NA,NA,NA,NA,NA
Isaac Guerendo,RB,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4372561,ESPN,16688,NA,NA,NA,NA,NA,NA,NA,NA
Jarquez Hunter,RB,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4710341,ESPN,17064,NA,NA,NA,NA,NA,NA,NA,NA
Chris Rodriguez Jr.,RB,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4362619,ESPN,16174,NA,NA,NA,NA,NA,NA,NA,NA
Emanuel Wilson,RB,GB,NA,16,67,NA,1,2,2,14,NA,NA,0,NA,NA,NA,4887558,ESPN,16432,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,NA,6,26,NA,0,1,1,3,NA,NA,0,NA,NA,NA,4430871,ESPN,16166,NA,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,RB,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4362478,ESPN,16385,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Davis,RB,NYJ,NA,3,15,NA,0,3,2,17,NA,NA,0,NA,NA,NA,4695404,ESPN,16752,NA,NA,NA,NA,NA,NA,NA,NA
Kalel Mullings,RB,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4429121,ESPN,17050,NA,NA,NA,NA,NA,NA,NA,NA
Keaton Mitchell,RB,BAL,NA,4,19,NA,0,1,0,3,NA,NA,0,NA,NA,NA,4596334,ESPN,16178,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0,1,NA,0,2,1,11,NA,NA,0,NA,NA,NA,16002,ESPN,11367,NA,NA,NA,NA,NA,NA,NA,NA
Chris Brooks,RB,GB,NA,8,31,NA,0,2,2,12,NA,NA,0,NA,NA,NA,3149687,ESPN,16387,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Etienne,RB,CAR,NA,1,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4685350,ESPN,17056,NA,NA,NA,NA,NA,NA,NA,NA
Alec Ingold,RB,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3917668,ESPN,14420,NA,NA,NA,NA,NA,NA,NA,NA
Brashard Smith,RB,KCC,NA,1,6,NA,0,2,1,10,NA,NA,0,NA,NA,NA,4596602,ESPN,17049,NA,NA,NA,NA,NA,NA,NA,NA
Jaleel McLaughlin,RB,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4722893,ESPN,16390,NA,NA,NA,NA,NA,NA,NA,NA
Zamir White,RB,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4361777,ESPN,15714,NA,NA,NA,NA,NA,NA,NA,NA
Tahj Brooks,RB,CIN,NA,5,20,NA,0,2,1,8,NA,NA,0,NA,NA,NA,4429299,ESPN,17058,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,NA,9,34,NA,0,2,1,9,NA,NA,0,NA,NA,NA,4040761,ESPN,14080,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,NA,NA,NA,NA,1,1,5,NA,NA,0,NA,NA,NA,2983509,ESPN,13148,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Luepke,RB,DAL,NA,0,1,NA,0,1,1,4,NA,NA,0,NA,NA,NA,4383396,ESPN,16391,NA,NA,NA,NA,NA,NA,NA,NA
AJ Dillon,RB,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4239934,ESPN,14805,NA,NA,NA,NA,NA,NA,NA,NA
Julius Chestnut,RB,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367567,ESPN,15965,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Goodson,RB,IND,NA,1,4,NA,0,0,0,2,NA,NA,0,NA,NA,NA,4429676,ESPN,15730,NA,NA,NA,NA,NA,NA,NA,NA
LeQuint Allen Jr.,RB,JAC,NA,1,2,NA,0,1,0,3,NA,NA,0,NA,NA,NA,4911851,ESPN,17061,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3127586,ESPN,13143,NA,NA,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,SF,NA,18.3,76.5,NA,0.7,NA,5.8,58.3,NA,NA,0.5,0.1,20.2,NA,16393,FantasyPros,13130,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,18.7,93,NA,1,NA,2.9,20.7,NA,NA,0.1,0.1,17.9,NA,19217,FantasyPros,14802,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,14.8,84.9,NA,0.8,NA,3.6,30.3,NA,NA,0.2,0.1,17.3,NA,22968,FantasyPros,16162,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,17.8,83.6,NA,0.5,NA,4.9,43.4,NA,NA,0.3,0.1,16.8,NA,23133,FantasyPros,16161,NA,NA,NA,NA,NA,NA,NA,NA
James Cook III,RB,BUF,NA,17.8,84.6,NA,0.6,NA,2.2,18.8,NA,NA,0.1,0.1,14.6,NA,22958,FantasyPros,15715,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,17,82.7,NA,0.8,NA,1.2,10.1,NA,NA,0,0.1,14.4,NA,15514,FantasyPros,12626,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,PHI,NA,16.6,76.3,NA,0.5,NA,2.8,20.8,NA,NA,0.2,0.1,13.5,NA,17240,FantasyPros,13604,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,CAR,NA,17.3,78.6,NA,0.5,NA,2.7,18.7,NA,NA,0.1,0.1,13.5,NA,19647,FantasyPros,14823,NA,NA,NA,NA,NA,NA,NA,NA
TreVeyon Henderson,RB,NE,NA,13.6,68.9,NA,0.6,NA,2.8,21,NA,NA,0.1,0.1,13.2,NA,23065,FantasyPros,17043,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DAL,NA,17.2,73.7,NA,0.6,NA,2.3,11.5,NA,NA,0.1,0.1,12.4,NA,22739,FantasyPros,15256,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,15.6,66.2,NA,0.6,NA,2,14.9,NA,NA,0.1,0.1,12.3,NA,23059,FantasyPros,15710,NA,NA,NA,NA,NA,NA,NA,NA
Ashton Jeanty,RB,LV,NA,16.2,63.8,NA,0.4,NA,2.8,19.3,NA,NA,0.2,0.1,11.8,NA,25989,FantasyPros,17042,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,16.7,73.9,NA,0.3,NA,2.5,20.9,NA,NA,0.1,0.1,11.7,NA,22982,FantasyPros,15708,NA,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,NA,15.1,64.5,NA,0.4,NA,4.1,24.6,NA,NA,0.1,0.1,11.7,NA,25324,FantasyPros,16181,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne Jr.,RB,JAC,NA,15.2,65.4,NA,0.5,NA,2.3,16.3,NA,NA,0.1,0.1,11.7,NA,19231,FantasyPros,15253,NA,NA,NA,NA,NA,NA,NA,NA
Quinshon Judkins,RB,CLE,NA,18.5,71.4,NA,0.5,NA,1.6,12,NA,NA,0,0.1,11.6,NA,25391,FantasyPros,17051,NA,NA,NA,NA,NA,NA,NA,NA
Woody Marks,RB,HOU,NA,15.1,63.6,NA,0.4,NA,1.9,17.5,NA,NA,0.1,0.1,11.3,NA,27520,FantasyPros,17053,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker III,RB,SEA,NA,15.1,66,NA,0.5,NA,1.7,13.2,NA,NA,0,0.1,11.2,NA,23021,FantasyPros,15711,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,CHI,NA,14.8,62.8,NA,0.4,NA,2.3,18.4,NA,NA,0.1,0.1,11.1,NA,19210,FantasyPros,14797,NA,NA,NA,NA,NA,NA,NA,NA
Emanuel Wilson,RB,GB,NA,16.1,62.5,NA,0.5,NA,1.8,11.6,NA,NA,0.1,0.1,10.4,NA,25885,FantasyPros,16432,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,NA,13.3,62.3,NA,0.3,NA,2.1,17.3,NA,NA,0.1,0,10.2,NA,24209,FantasyPros,15742,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,NA,10.8,50.9,NA,0.5,NA,1.6,13.4,NA,NA,0.1,0.1,9.8,NA,18239,FantasyPros,14071,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,14.5,59.3,NA,0.2,NA,3.2,22.8,NA,NA,0.1,0.1,9.7,NA,16421,FantasyPros,13132,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones Sr.,RB,MIN,NA,12.1,54.8,NA,0.2,NA,2.4,16.9,NA,NA,0.1,0.1,8.9,NA,16673,FantasyPros,13319,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,NA,10.1,42.7,NA,0.5,NA,1.2,8.9,NA,NA,0,0,8.4,NA,23152,FantasyPros,16169,NA,NA,NA,NA,NA,NA,NA,NA
Tyrone Tracy Jr.,RB,NYG,NA,12.4,49.5,NA,0.2,NA,2.4,18.8,NA,NA,0.1,0.1,8.4,NA,22980,FantasyPros,16747,NA,NA,NA,NA,NA,NA,NA,NA
Zonovan Knight,RB,ARI,NA,9.3,35.8,NA,0.4,NA,1.6,12.6,NA,NA,0,0.1,7.1,NA,24901,FantasyPros,15727,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PIT,NA,7,30.1,NA,0.2,NA,3.3,21.4,NA,NA,0.1,0.1,7,NA,23310,FantasyPros,15255,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,8,35.6,NA,0.4,NA,1.2,10.8,NA,NA,0,0.1,7,NA,22726,FantasyPros,15259,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,TEN,NA,11.5,44.3,NA,0.2,NA,2.1,12.5,NA,NA,0,0.1,6.9,NA,18705,FantasyPros,14085,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,KC,NA,9.5,31.7,NA,0.4,NA,1.1,7.2,NA,NA,0.1,0,6.8,NA,16425,FantasyPros,13138,NA,NA,NA,NA,NA,NA,NA,NA
Tyjae Spears,RB,TEN,NA,7.9,31.7,NA,0.2,NA,3,20.6,NA,NA,0.1,0,6.7,NA,25323,FantasyPros,16165,NA,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,RB,KC,NA,8.4,36,NA,0.2,NA,1.4,9,NA,NA,0.1,0,6.4,NA,24333,FantasyPros,15749,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,GB,NA,0,28.9,NA,0.5,NA,0.9,6.3,NA,NA,0,0,6.4,NA,18269,FantasyPros,14073,NA,NA,NA,NA,NA,NA,NA,NA
Bhayshul Tuten,RB,JAC,NA,8,33.4,NA,0.3,NA,1,7,NA,NA,0.1,0.1,6.3,NA,27297,FantasyPros,17052,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Monangai,RB,CHI,NA,8.3,35,NA,0.3,NA,0.9,7.6,NA,NA,0,0,6.2,NA,27131,FantasyPros,17066,NA,NA,NA,NA,NA,NA,NA,NA
Bucky Irving,RB,TB,NA,6.5,33.4,NA,0.2,NA,1.9,14.8,NA,NA,0.1,0,6.2,NA,25981,FantasyPros,16598,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,8.1,32.2,NA,0.4,NA,0.7,4.7,NA,NA,0,0,6.1,NA,24172,FantasyPros,15712,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,NA,9.1,35.5,NA,0.3,NA,1.1,8.2,NA,NA,0,0,6.1,NA,18280,FantasyPros,14080,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,8.9,30.3,NA,0.2,NA,2.1,13.8,NA,NA,0.1,0.1,5.9,NA,23891,FantasyPros,15721,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,NA,8,32.8,NA,0.3,NA,0.6,4.9,NA,NA,0,0,5.7,NA,23679,FantasyPros,16166,NA,NA,NA,NA,NA,NA,NA,NA
Blake Corum,RB,LAR,NA,8.1,33.3,NA,0.2,NA,0.5,3.4,NA,NA,0,0,5.2,NA,23013,FantasyPros,16593,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,MIN,NA,7.7,33.3,NA,0.2,NA,0.8,4,NA,NA,0,0.1,5.1,NA,22969,FantasyPros,15972,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Davis,RB,NYJ,NA,5.5,26,NA,0.1,NA,1.7,12.2,NA,NA,0,0,4.6,NA,25977,FantasyPros,16752,NA,NA,NA,NA,NA,NA,NA,NA
Nick Chubb,RB,HOU,NA,6.2,27.4,NA,0.2,NA,0.6,4.5,NA,NA,0,0,4.2,NA,17246,FantasyPros,13610,NA,NA,NA,NA,NA,NA,NA,NA
Trey Benson,RB,ARI,NA,5.3,24.5,NA,0.1,NA,1,7.2,NA,NA,0,0,4.2,NA,25388,FantasyPros,16594,NA,NA,NA,NA,NA,NA,NA,NA
Chris Brooks,RB,GB,NA,6.3,21.9,NA,0.2,NA,1,7.4,NA,NA,0,0,4,NA,25823,FantasyPros,16387,NA,NA,NA,NA,NA,NA,NA,NA
Michael Carter,RB,ARI,NA,5.2,19,NA,0.1,NA,1.6,10.8,NA,NA,0,0,3.9,NA,22728,FantasyPros,15258,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,5.6,21,NA,0.1,NA,1.1,6.8,NA,NA,0,0,3.8,NA,19792,FantasyPros,15261,NA,NA,NA,NA,NA,NA,NA,NA
Devin Neal,RB,NO,NA,4.7,21.6,NA,0.1,NA,1,7.6,NA,NA,0,0,3.7,NA,23682,FantasyPros,17046,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson Jr.,RB,SF,NA,5.7,22.8,NA,0.2,NA,0.3,2.4,NA,NA,0,0,3.5,NA,20094,FantasyPros,15716,NA,NA,NA,NA,NA,NA,NA,NA
Keaton Mitchell,RB,BAL,NA,4.1,21.2,NA,0.1,NA,0.9,7,NA,NA,0,0,3.5,NA,25360,FantasyPros,16178,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,BUF,NA,2.2,10.9,NA,0.1,NA,1.2,13.1,NA,NA,0.1,0,3.2,NA,18406,FantasyPros,14095,NA,NA,NA,NA,NA,NA,NA,NA
Justice Hill,RB,BAL,NA,1.7,7.9,NA,0.1,NA,1.5,13,NA,NA,0.1,0,3.1,NA,18256,FantasyPros,14086,NA,NA,NA,NA,NA,NA,NA,NA
Tank Bigsby,RB,PHI,NA,4.1,19,NA,0.2,NA,0.1,1,NA,NA,0,0,2.8,NA,22908,FantasyPros,16164,NA,NA,NA,NA,NA,NA,NA,NA
Brashard Smith,RB,KC,NA,2.5,9.2,NA,0.1,NA,1.2,9.9,NA,NA,0,0,2.5,NA,27259,FantasyPros,17049,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,LV,NA,2.9,11.6,NA,0.1,NA,0.8,6,NA,NA,0,0,2.4,NA,14338,FantasyPros,12447,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,2.2,8.5,NA,0,NA,1.6,9.5,NA,NA,0.1,0,2.4,NA,22921,FantasyPros,15713,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,CIN,NA,2.5,13.3,NA,0.1,NA,0.7,5.4,NA,NA,0,0.1,2.3,NA,16423,FantasyPros,13133,NA,NA,NA,NA,NA,NA,NA,NA
Tahj Brooks,RB,CIN,NA,2.8,10.2,NA,0.1,NA,0.7,4.5,NA,NA,0,0,2,NA,26212,FantasyPros,17058,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Sampson,RB,CLE,NA,2.1,7.2,NA,0,NA,1.1,8,NA,NA,0,0,2,NA,27102,FantasyPros,17047,NA,NA,NA,NA,NA,NA,NA,NA
Kaleb Johnson,RB,PIT,NA,3.6,12.6,NA,0.1,NA,0.2,2.2,NA,NA,0,0,1.9,NA,27165,FantasyPros,17048,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0.2,0.7,NA,0,NA,1.4,13.3,NA,NA,0.1,0,1.9,NA,11798,FantasyPros,11367,NA,NA,NA,NA,NA,NA,NA,NA
Ameer Abdullah,RB,IND,NA,1.6,7.2,NA,0.1,NA,0.5,3.4,NA,NA,0,0,1.5,NA,13924,FantasyPros,12155,NA,NA,NA,NA,NA,NA,NA,NA
Phil Mafah,RB,DAL,NA,1.8,7.8,NA,0.1,NA,0.2,1.4,NA,NA,0,0,1.5,NA,22928,FantasyPros,17063,NA,NA,NA,NA,NA,NA,NA,NA
Will Shipley,RB,PHI,NA,2.1,7.9,NA,0,NA,0.5,3.8,NA,NA,0,0,1.5,NA,22930,FantasyPros,16601,NA,NA,NA,NA,NA,NA,NA,NA
George Holani,RB,SEA,NA,2.6,9.6,NA,0.1,NA,0.3,2.3,NA,NA,0,0.1,1.5,NA,22915,FantasyPros,16608,NA,NA,NA,NA,NA,NA,NA,NA
Malik Davis,RB,DAL,NA,2.9,9.5,NA,0.1,NA,0.1,0.9,NA,NA,0,0,1.4,NA,24205,FantasyPros,15738,NA,NA,NA,NA,NA,NA,NA,NA
Audric Estime,RB,NO,NA,1.8,7.3,NA,0.1,NA,0.2,1.1,NA,NA,0,0,1.2,NA,23054,FantasyPros,16595,NA,NA,NA,NA,NA,NA,NA,NA
Pierre Strong Jr.,RB,GB,NA,1.5,5.9,NA,0.1,NA,0.2,1.8,NA,NA,0,0,1.2,NA,24173,FantasyPros,15733,NA,NA,NA,NA,NA,NA,NA,NA
LeQuint Allen Jr.,RB,JAC,NA,1.1,4.9,NA,0,NA,0.5,3.8,NA,NA,0,0,1.1,NA,27285,FantasyPros,17061,NA,NA,NA,NA,NA,NA,NA,NA
Jack Westover,RB,NE,NA,0,0,NA,0,NA,1.3,9.2,NA,NA,0,0,1.1,NA,26436,FantasyPros,16839,NA,NA,NA,NA,NA,NA,NA,NA
Jaydon Blue,RB,DAL,NA,1.8,6.7,NA,0,NA,0.1,1.1,NA,NA,0,0,1.1,NA,24344,FantasyPros,17069,NA,NA,NA,NA,NA,NA,NA,NA
Ray Davis,RB,BUF,NA,1.6,4.8,NA,0,NA,0.4,2.6,NA,NA,0,0,1,NA,26191,FantasyPros,16603,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Goodson,RB,IND,NA,1.3,4.3,NA,0,NA,0.3,1.7,NA,NA,0,0,0.8,NA,22976,FantasyPros,15730,NA,NA,NA,NA,NA,NA,NA,NA
Terrell Jennings,RB,NE,NA,1.1,4.1,NA,0,NA,0.1,0.9,NA,NA,0,0,0.8,NA,26964,FantasyPros,16957,NA,NA,NA,NA,NA,NA,NA,NA
Craig Reynolds,RB,DET,NA,1,4.5,NA,0,NA,0.1,0.7,NA,NA,0,0,0.7,NA,19074,FantasyPros,14727,NA,NA,NA,NA,NA,NA,NA,NA
MarShawn Lloyd,RB,GB,NA,1.1,3.9,NA,0.1,NA,0.1,0.4,NA,NA,0,0,0.7,NA,23118,FantasyPros,16604,NA,NA,NA,NA,NA,NA,NA,NA
Isaac Guerendo,RB,SF,NA,1,3.9,NA,0,NA,0.1,0.9,NA,NA,0,0,0.7,NA,26392,FantasyPros,16688,NA,NA,NA,NA,NA,NA,NA,NA
Roschon Johnson,RB,CHI,NA,1,3.4,NA,0,NA,0.1,0.6,NA,NA,0,0,0.6,NA,25322,FantasyPros,16175,NA,NA,NA,NA,NA,NA,NA,NA
DJ Giddens,RB,IND,NA,1.2,4.6,NA,0,NA,0.1,0.7,NA,NA,0,0,0.6,NA,27097,FantasyPros,17060,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Mitchell,RB,KC,NA,0.9,3.2,NA,0.1,NA,0.1,0.1,NA,NA,0,0,0.6,NA,22813,FantasyPros,15263,NA,NA,NA,NA,NA,NA,NA,NA
Jarquez Hunter,RB,LAR,NA,1,3.4,NA,0,NA,0.1,0.4,NA,NA,0,0,0.6,NA,24335,FantasyPros,17064,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Beck,RB,NYJ,NA,0,0,NA,0,NA,0.5,3.5,NA,NA,0,0,0.6,NA,18748,FantasyPros,14319,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,0,1.4,NA,0,NA,0.4,3.1,NA,NA,0,0,0.6,NA,16879,FantasyPros,13148,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Etienne,RB,CAR,NA,1.2,4.6,NA,0,NA,0.1,0.4,NA,NA,0,0,0.6,NA,25393,FantasyPros,17056,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Luepke,RB,DAL,NA,0.4,1.4,NA,0,NA,0.5,3.3,NA,NA,0,0,0.6,NA,25941,FantasyPros,16391,NA,NA,NA,NA,NA,NA,NA,NA
Jordan James,RB,SF,NA,1,2.8,NA,0,NA,0.1,0.8,NA,NA,0,0,0.6,NA,27310,FantasyPros,17055,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Herbert,RB,NYJ,NA,1,4.4,NA,0,NA,0.1,0.3,NA,NA,0,0,0.5,NA,22763,FantasyPros,15271,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Laube,RB,LV,NA,1.2,3,NA,0,NA,0.1,0.9,NA,NA,0,0,0.5,NA,26194,FantasyPros,16613,NA,NA,NA,NA,NA,NA,NA,NA
British Brooks,RB,HOU,NA,0.9,3.7,NA,0,NA,0.1,0.6,NA,NA,0,0,0.4,NA,26748,FantasyPros,16816,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Ricard,RB,BAL,NA,0.1,0.3,NA,0,NA,0.1,0.9,NA,NA,0.1,0,0.4,NA,17145,FantasyPros,13455,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Dillon,RB,PHI,NA,1.1,3.5,NA,0,NA,0,0.5,NA,NA,0,0,0.4,NA,19358,FantasyPros,14805,NA,NA,NA,NA,NA,NA,NA,NA
Ty Chandler,RB,MIN,NA,0.9,3.5,NA,0,NA,0.1,0.4,NA,NA,0,0,0.4,NA,19471,FantasyPros,15723,NA,NA,NA,NA,NA,NA,NA,NA
Zavier Scott,RB,MIN,NA,0.9,2.9,NA,0,NA,0.1,0.9,NA,NA,0,0,0.4,NA,25748,FantasyPros,17337,NA,NA,NA,NA,NA,NA,NA,NA
Kalel Mullings,RB,TEN,NA,0.8,2.9,NA,0,NA,0.1,0.6,NA,NA,0,0,0.3,NA,27045,FantasyPros,17050,NA,NA,NA,NA,NA,NA,NA,NA
Rasheen Ali,RB,BAL,NA,0.6,2.6,NA,0,NA,0.1,0.8,NA,NA,0,0,0.3,NA,25983,FantasyPros,16746,NA,NA,NA,NA,NA,NA,NA,NA
Julius Chestnut,RB,TEN,NA,0,1.6,NA,0,NA,0.1,0.6,NA,NA,0,0,0.3,NA,24689,FantasyPros,15965,NA,NA,NA,NA,NA,NA,NA,NA
Zamir White,RB,LV,NA,0.8,2.2,NA,0,NA,0.1,0.4,NA,NA,0,0,0.3,NA,20095,FantasyPros,15714,NA,NA,NA,NA,NA,NA,NA,NA
Eric Gray,RB,NYG,NA,1,1.7,NA,0,NA,0.1,0.9,NA,NA,0,0,0.3,NA,23075,FantasyPros,16173,NA,NA,NA,NA,NA,NA,NA,NA
Clyde Edwards-Helaire,RB,KC,NA,0,0.8,NA,0,NA,0.1,0.4,NA,NA,0,0,0.2,NA,19325,FantasyPros,14803,NA,NA,NA,NA,NA,NA,NA,NA
Jakob Johnson,RB,HOU,NA,0.2,0.8,NA,0,NA,0.1,0.3,NA,NA,0,0,0.1,NA,18673,FantasyPros,14359,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Ham,RB,MIN,NA,0.1,0.2,NA,0,NA,0.2,0.8,NA,NA,0,0,0.1,NA,16209,FantasyPros,12923,NA,NA,NA,NA,NA,NA,NA,NA
Sione Vaki,RB,DET,NA,0.1,0.2,NA,0,NA,0,0.6,NA,NA,0,0,0.1,NA,26309,FantasyPros,16678,NA,NA,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,SF,NA,18.3,76.5,NA,0.7,5.8,5.8,58.3,NA,NA,0.5,0.1,20.23,NA,12892,FleaFlicker,13130,4,CARMon 8:15 PM,RB3,1.2,134.8,99%,NA,NA
Jonathan Taylor,RB,IND,NA,18.7,93,NA,1,2.9,2.9,20.7,NA,NA,0.1,0.1,17.91,NA,15604,FleaFlicker,14802,1,@KCSun 1:00 PM,RB1,1.1,113.7,98%,NA,NA
Jahmyr Gibbs,RB,DET,NA,14.8,84.9,NA,0.8,3.6,3.6,30.3,NA,NA,0.2,0.1,17.3,NA,17612,FleaFlicker,16162,8,NYGSun 1:00 PM,RB4,1,115.2,98%,NA,NA
Bijan Robinson,RB,ATL,NA,17.8,83.6,NA,0.5,4.9,4.9,43.4,NA,NA,0.2,0.1,16.78,NA,17603,FleaFlicker,16161,5,@NOSun 4:25 PM,RB2,0.7,127,98%,NA,NA
James Cook,RB,BUF,NA,17.8,84.7,NA,0.6,2.2,2.2,18.8,NA,NA,0.1,0.1,14.53,NA,16839,FleaFlicker,15715,7,@HOUThu 8:15 PM,RB6,0.7,103.5,98%,NA,NA
Derrick Henry,RB,BAL,NA,17,82.7,NA,0.8,1.2,1.2,10.1,NA,NA,0.1,0.1,14.42,NA,12042,FleaFlicker,12626,7,NYJSun 1:00 PM,RB5,0.9,92.8,98%,NA,NA
Rico Dowdle,RB,CAR,NA,17.3,78.6,NA,0.5,2.7,2.7,18.7,NA,NA,0.1,0.1,13.53,NA,15904,FleaFlicker,14823,4,@SFMon 8:15 PM,RB13,0.7,97.3,94%,NA,NA
Saquon Barkley,RB,PHI,NA,16.6,76.3,NA,0.5,2.8,2.8,20.8,NA,NA,0.2,0.1,13.51,NA,13778,FleaFlicker,13604,9,@DALSun 4:25 PM,RB8,0.7,97.1,99%,NA,NA
TreVeyon Henderson,RB,NE,NA,13.6,68.9,NA,0.6,2.8,2.8,21,NA,NA,0.1,0.1,13.17,NA,19272,FleaFlicker,17043,4,@CINSun 1:00 PM,RB16,0.7,89.9,93%,NA,NA
