team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,pos,src_id,player,dst_fumbles,bye,opp,curr_site_pts,draft_rank,idp_solo,pct_owned,return_tds,pos_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type,fumblesRecovered,opponentOffensiveRank
NA,0.7,0,1.7,NA,0.5,0.8,0.1,27.1,NA,NA,NA,374.2,NA,4.8,NA,FantasyPros,0520,DST,8310,Washington Commanders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,1.9,NA,0.5,0.6,0.1,26.5,NA,NA,NA,369.9,NA,4.7,NA,FantasyPros,0527,DST,8040,Carolina Panthers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.5,0,1.8,NA,0.5,0.8,0.1,28,NA,NA,NA,356,NA,4.6,NA,FantasyPros,0505,DST,8210,New York Jets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,1.1,NA,3.2,NA,0.6,0.9,0.2,16.2,NA,NA,NA,302,NA,12.47,NA,FleaFlicker,0531,DST,2330,Baltimore Ravens,NA,7,CLESun 1:00 PM,NA,D/ST3,0,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.8,NA,3.4,NA,0.7,1.1,0.2,18.9,NA,NA,NA,301,NA,12.44,NA,FleaFlicker,0528,DST,2356,Los Angeles Rams,NA,8,@TENSun 1:00 PM,NA,D/ST10,0,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,0.7,NA,3.3,NA,0.6,0.9,0.2,19.6,NA,NA,NA,331,NA,11.46,NA,FleaFlicker,0516,DST,2336,Dallas Cowboys,NA,10,NYGSun 1:00 PM,NA,D/ST20,0,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.6,NA,3,NA,0.7,1.2,0.1,25.8,NA,NA,NA,352.4,NA,11.37,NA,FleaFlicker,0517,DST,2348,New York Giants,NA,14,@DALSun 1:00 PM,NA,D/ST19,0,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,0.7,NA,2.9,NA,0.8,1.3,0.2,19.2,NA,NA,NA,321.5,NA,11.31,NA,FleaFlicker,0501,DST,2331,Buffalo Bills,NA,7,@NYJSun 1:00 PM,NA,D/ST8,0,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,0.7,NA,3.1,NA,0.7,1.1,0.2,22.4,NA,NA,NA,333.7,NA,11.25,NA,FleaFlicker,0523,DST,2339,Green Bay Packers,NA,5,WASW 27-18,11.25,D/ST9,0,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.8,NA,3.1,NA,0.6,1,0.1,20.8,NA,NA,NA,338,NA,11.24,NA,FleaFlicker,0514,DST,2353,Los Angeles Chargers,NA,12,@LVMon 10:00 PM,NA,D/ST14,0,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,0.7,NA,3,NA,0.6,0.9,0.1,21.5,NA,NA,NA,325.1,NA,11.23,NA,FleaFlicker,0525,DST,2357,Tampa Bay Buccaneers,NA,9,@HOUMon 7:00 PM,NA,D/ST17,0,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,0.8,NA,2.8,NA,0.7,1.1,0.2,17.6,NA,NA,NA,320.3,NA,11.16,NA,FleaFlicker,0510,DST,2352,Pittsburgh Steelers,NA,5,SEASun 1:00 PM,NA,D/ST5,0,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.7,NA,3.1,NA,0.7,1,0.2,20.9,NA,NA,NA,317.1,NA,11.13,NA,FleaFlicker,0511,DST,2337,Denver Broncos,NA,12,@INDSun 4:05 PM,NA,D/ST1,0,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.9,NA,2.9,NA,0.5,0.8,0.2,22.1,NA,NA,NA,340.1,NA,10.81,NA,FleaFlicker,0532,DST,2340,Houston Texans,NA,6,TBMon 7:00 PM,NA,D/ST6,0,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.8,NA,2.9,NA,0.5,0.8,0.1,24.9,NA,NA,NA,366.9,NA,10.46,NA,FleaFlicker,0526,DST,2329,Atlanta Falcons,NA,5,@MINSun 8:20 PM,NA,NA,0,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.7,NA,2.9,NA,0.6,0.8,0.2,20.2,NA,NA,NA,327.1,NA,10.39,NA,FleaFlicker,0522,DST,2338,Detroit Lions,NA,8,CHISun 1:00 PM,NA,D/ST7,0,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KC,0.6,NA,2.9,NA,0.6,0.9,0.1,23.1,NA,NA,NA,335.9,NA,10.24,NA,FleaFlicker,0512,DST,2343,Kansas City Chiefs,NA,10,PHISun 4:25 PM,NA,D/ST12,0,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.8,NA,2.8,NA,0.6,0.8,0.1,21.6,NA,NA,NA,331.7,NA,10.18,NA,FleaFlicker,0503,DST,2344,Miami Dolphins,NA,12,NESun 1:00 PM,NA,D/ST23,0,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.8,NA,2.3,NA,0.7,1.2,0.2,22.8,NA,NA,NA,324.6,NA,10.17,NA,FleaFlicker,0518,DST,2351,Philadelphia Eagles,NA,9,@KCSun 4:25 PM,NA,D/ST2,0,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.8,NA,2.4,NA,0.6,0.9,0.2,19.3,NA,NA,NA,303.1,NA,9.82,NA,FleaFlicker,0519,DST,2328,Arizona Cardinals,NA,8,CARSun 4:05 PM,NA,D/ST18,0,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.8,NA,2.3,NA,0.6,0.8,0.2,19.3,NA,NA,NA,313.2,NA,9.67,NA,FleaFlicker,0524,DST,2345,Minnesota Vikings,NA,6,ATLSun 8:20 PM,NA,D/ST4,0,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.7,NA,2.9,NA,0.5,0.7,0.1,22.1,NA,NA,NA,313.4,NA,9.65,NA,FleaFlicker,0515,DST,2354,Seattle Seahawks,NA,8,@PITSun 1:00 PM,NA,D/ST11,0,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.7,NA,2.4,NA,0.6,0.9,0.1,27.1,NA,NA,NA,373.6,NA,9.46,NA,FleaFlicker,0521,DST,2333,Chicago Bears,NA,5,@DETSun 1:00 PM,NA,D/ST21,0,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF,0.8,NA,2.2,NA,0.6,0.9,0.2,19,NA,NA,NA,306.9,NA,9.4,NA,FleaFlicker,0530,DST,2355,San Francisco 49ers,NA,14,@NOSun 1:00 PM,NA,D/ST15,0,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.7,NA,2.2,NA,0.6,1,0.1,21.8,NA,NA,NA,329.6,NA,9.33,NA,FleaFlicker,0502,DST,2341,Indianapolis Colts,NA,11,DENSun 4:05 PM,NA,D/ST25,0,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.6,NA,2.6,NA,0.6,0.9,0.1,26.6,NA,NA,NA,343.6,NA,9.33,NA,FleaFlicker,0509,DST,2342,Jacksonville Jaguars,NA,8,@CINSun 1:00 PM,NA,NA,0,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,0.8,NA,2.3,NA,0.5,0.7,0.1,22.5,NA,NA,NA,369.2,NA,9.09,NA,FleaFlicker,0529,DST,2347,New Orleans Saints,NA,11,SFSun 1:00 PM,NA,NA,0,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,0.5,NA,2.7,NA,0.5,0.7,0.1,23.7,NA,NA,NA,330.2,NA,8.93,NA,FleaFlicker,0513,DST,2350,Las Vegas Raiders,NA,8,LACMon 10:00 PM,NA,NA,0,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,0.8,NA,2.4,NA,0.5,0.7,0.1,24.1,NA,NA,NA,360.5,NA,8.87,NA,FleaFlicker,0504,DST,2346,New England Patriots,NA,14,@MIASun 1:00 PM,NA,D/ST13,0,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.8,NA,1.9,NA,0.6,0.9,0.2,22.1,NA,NA,NA,351.9,NA,8.67,NA,FleaFlicker,0506,DST,2334,Cincinnati Bengals,NA,10,JACSun 1:00 PM,NA,NA,0,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.5,NA,2.1,NA,0.5,0.8,0.1,29.1,NA,NA,NA,392.1,NA,7.98,NA,FleaFlicker,0507,DST,2335,Cleveland Browns,NA,9,@BALSun 1:00 PM,NA,D/ST24,0,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.6,NA,2.1,NA,0.5,0.8,0.1,24.6,NA,NA,NA,353.7,NA,7.91,NA,FleaFlicker,0508,DST,2358,Tennessee Titans,NA,10,LARSun 1:00 PM,NA,NA,0,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,0.6,NA,1.8,NA,0.5,0.8,0.1,28,NA,NA,NA,356,NA,7.52,NA,FleaFlicker,0505,DST,2349,New York Jets,NA,9,BUFSun 1:00 PM,NA,D/ST16,0,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.7,NA,1.6,NA,0.5,0.8,0.1,27.1,NA,NA,NA,374.1,NA,7.46,NA,FleaFlicker,0520,DST,2359,Washington Commanders,NA,12,@GBL 18-27,7.46,D/ST22,0,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.6,NA,1.9,NA,0.5,0.6,0.1,26.5,NA,NA,NA,369.9,NA,7.38,NA,FleaFlicker,0527,DST,2332,Carolina Panthers,NA,14,@ARISun 4:05 PM,NA,NA,0,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baltimore Ravens,0.9,0.06,2.71,NA,0.6,NA,0.18,17.25,NA,NA,NA,NA,NA,6.91,NA,NFL,0531,DST,100002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Rams,0.81,NA,3.05,NA,0.61,NA,0.14,20,NA,NA,NA,NA,NA,6.73,NA,NFL,0528,DST,100017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona Cardinals,0.87,NA,2.89,NA,0.58,NA,0.14,19,NA,NA,NA,NA,NA,6.63,NA,NFL,0519,DST,100026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Cowboys,0.81,NA,2.5,NA,0.54,NA,0.14,19.25,NA,NA,NA,NA,NA,6.46,NA,NFL,0516,DST,100008,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pittsburgh Steelers,0.79,0.06,2.54,NA,0.56,NA,0.17,18.5,NA,NA,NA,NA,NA,6.38,NA,NFL,0510,DST,100027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Francisco 49ers,0.84,NA,2.7,NA,0.58,NA,0.13,19,NA,NA,NA,NA,NA,6.32,NA,NFL,0530,DST,100029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buffalo Bills,0.74,0.06,2.55,NA,0.57,NA,0.17,19.5,NA,NA,NA,NA,NA,6.31,NA,NFL,0501,DST,100003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota Vikings,0.77,0.06,2.49,NA,0.55,NA,0.17,20.25,NA,NA,NA,NA,NA,6.27,NA,NFL,0524,DST,100020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denver Broncos,0.76,0.05,2.51,NA,0.54,NA,0.16,20,NA,NA,NA,NA,NA,6.17,NA,NFL,0511,DST,100009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Houston Texans,0.74,0.05,2.42,NA,0.53,NA,0.16,20,NA,NA,NA,NA,NA,6.02,NA,NFL,0532,DST,100013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Detroit Lions,0.69,0.05,2.35,NA,0.53,NA,0.16,21,NA,NA,NA,NA,NA,5.85,NA,NFL,0522,DST,100010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Green Bay Packers,0.67,NA,2.43,NA,0.52,NA,0.16,23,NA,NA,NA,NA,NA,5.77,NA,NFL,0523,DST,100011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Chargers,0.71,NA,2.29,NA,0.47,NA,0.12,22.75,NA,NA,NA,NA,NA,5.73,NA,NFL,0514,DST,100028,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tampa Bay Buccaneers,0.71,NA,2.47,NA,0.53,NA,0.12,22.5,NA,NA,NA,NA,NA,5.67,NA,NFL,0525,DST,100031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami Dolphins,0.71,NA,2.47,NA,0.53,NA,0.12,22.75,NA,NA,NA,NA,NA,5.67,NA,NFL,0503,DST,100019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seattle Seahawks,0.71,NA,2.47,NA,0.53,NA,0.12,22.75,NA,NA,NA,NA,NA,5.67,NA,NFL,0515,DST,100030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indianapolis Colts,0.73,NA,2.44,NA,0.49,NA,0.12,22.5,NA,NA,NA,NA,NA,5.6,NA,NFL,0502,DST,100014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cincinnati Bengals,0.71,NA,2.44,NA,0.48,NA,0.12,23,NA,NA,NA,NA,NA,5.54,NA,NFL,0506,DST,100006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas City Chiefs,0.66,0.05,2.18,NA,0.51,NA,0.15,22,NA,NA,NA,NA,NA,5.52,NA,NFL,0512,DST,100016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philadelphia Eagles,0.74,0.05,2.08,NA,0.46,NA,0.14,23.25,NA,NA,NA,NA,NA,5.42,NA,NFL,0518,DST,100025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New England Patriots,0.69,NA,2.3,NA,0.46,NA,0.12,24,NA,NA,NA,NA,NA,5.32,NA,NFL,0504,DST,100021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Orleans Saints,0.65,NA,2.26,NA,0.45,NA,0.06,21.75,NA,NA,NA,NA,NA,5.18,NA,NFL,0529,DST,100022,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington Commanders,0.68,NA,2.2,NA,0.47,NA,0.1,25.75,NA,NA,NA,NA,NA,5.1,NA,NFL,0520,DST,100032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carolina Panthers,0.66,NA,2.29,NA,0.52,NA,0.07,25.5,NA,NA,NA,NA,NA,5.07,NA,NFL,0527,DST,100004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Las Vegas Raiders,0.69,NA,2.31,NA,0.5,NA,0.06,23.75,NA,NA,NA,NA,NA,5.05,NA,NFL,0513,DST,100018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York Giants,0.62,NA,2.13,NA,0.47,NA,0.1,25.25,NA,NA,NA,NA,NA,4.91,NA,NFL,0517,DST,100023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee Titans,0.64,NA,2.19,NA,0.52,NA,0.06,25.5,NA,NA,NA,NA,NA,4.87,NA,NFL,0508,DST,100012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York Jets,0.6,NA,1.96,NA,0.4,NA,0.1,26.5,NA,NA,NA,NA,NA,4.86,NA,NFL,0505,DST,100024,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacksonville Jaguars,0.65,NA,2.24,NA,0.47,NA,0.06,22.75,NA,NA,NA,NA,NA,4.84,NA,NFL,0509,DST,100015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atlanta Falcons,0.65,NA,2.18,NA,0.47,NA,0.06,22.75,NA,NA,NA,NA,NA,4.78,NA,NFL,0526,DST,100001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chicago Bears,0.59,NA,1.97,NA,0.39,NA,0.1,26.5,NA,NA,NA,NA,NA,4.53,NA,NFL,0521,DST,100005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cleveland Browns,0.52,NA,1.89,NA,0.38,NA,0.09,28.25,NA,NA,NA,NA,NA,4.23,NA,NFL,0507,DST,100007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.89,NA,3.17,NA,NA,NA,0.22,17,NA,NA,NA,354.28,NA,9.37,NA,FanDuel,0531,DST,2894,Baltimore D/ST,NA,NA,NA,NA,NA,NA,NA,NA,1,3,Baltimore Ravens,3,Baltimore Ravens,BAL,8,Cleveland Browns,CLE,WEEKLY,0.51,21
MIA,0.76,NA,4.07,NA,NA,NA,0.18,20.5,NA,NA,NA,280.31,NA,9.33,NA,FanDuel,0503,DST,2908,Miami D/ST,NA,NA,NA,NA,NA,NA,NA,NA,2,17,Miami Dolphins,17,Miami Dolphins,MIA,19,New England Patriots,NE,WEEKLY,0.72,20
LA,0.68,NA,3.13,NA,NA,NA,0.2,18,NA,NA,NA,326.93,NA,8.54,NA,FanDuel,0528,DST,53450,Los Angeles Rams D/ST,NA,NA,NA,NA,NA,NA,NA,NA,3,33,Los Angeles Rams,31,Tennessee Titans,TEN,33,Los Angeles Rams,LA,WEEKLY,0.5,32
DET,0.65,NA,3.68,NA,NA,NA,0.18,20,NA,NA,NA,327.99,NA,8.52,NA,FanDuel,0522,DST,2902,Detroit D/ST,NA,NA,NA,NA,NA,NA,NA,NA,4,11,Detroit Lions,11,Detroit Lions,DET,6,Chicago Bears,CHI,WEEKLY,0.53,22
SF,0.7,NA,2.96,NA,NA,NA,0.18,18.75,NA,NA,NA,301.28,NA,8.03,NA,FanDuel,0530,DST,2918,San Francisco D/ST,NA,NA,NA,NA,NA,NA,NA,NA,5,27,San Francisco 49ers,20,New Orleans Saints,NO,27,San Francisco 49ers,SF,WEEKLY,0.44,19
DAL,0.62,NA,3.1,NA,NA,NA,0.18,20,NA,NA,NA,341.87,NA,7.9,NA,FanDuel,0516,DST,2900,Dallas D/ST,NA,NA,NA,NA,NA,NA,NA,NA,6,9,Dallas Cowboys,9,Dallas Cowboys,DAL,21,New York Giants,NYG,WEEKLY,0.55,29
ARI,0.69,NA,2.59,NA,NA,NA,0.19,19,NA,NA,NA,322.95,NA,7.81,NA,FanDuel,0519,DST,2892,Arizona D/ST,NA,NA,NA,NA,NA,NA,NA,NA,7,1,Arizona Cardinals,1,Arizona Cardinals,ARI,5,Carolina Panthers,CAR,WEEKLY,0.55,31
LAC,0.91,NA,3.2,NA,NA,NA,0.18,21.75,NA,NA,NA,345.84,NA,7.75,NA,FanDuel,0514,DST,53451,Los Angeles Chargers D/ST,NA,NA,NA,NA,NA,NA,NA,NA,8,34,Los Angeles Chargers,35,Las Vegas Raiders,LV,34,Los Angeles Chargers,LAC,WEEKLY,0.41,16
HOU,0.78,NA,2.62,NA,NA,NA,0.18,20,NA,NA,NA,349.62,NA,7.72,NA,FanDuel,0532,DST,2904,Houston D/ST,NA,NA,NA,NA,NA,NA,NA,NA,9,13,Houston Texans,13,Houston Texans,HOU,30,Tampa Bay Buccaneers,TB,WEEKLY,0.53,13
MIN,0.69,NA,2.84,NA,NA,NA,0.18,20.5,NA,NA,NA,338.96,NA,7.6,NA,FanDuel,0524,DST,2909,Minnesota D/ST,NA,NA,NA,NA,NA,NA,NA,NA,10,18,Minnesota Vikings,18,Minnesota Vikings,MIN,2,Atlanta Falcons,ATL,WEEKLY,0.55,11
PIT,0.76,NA,2.36,NA,NA,NA,0.19,18.75,NA,NA,NA,333.44,NA,7.45,NA,FanDuel,0510,DST,2916,Pittsburgh D/ST,NA,NA,NA,NA,NA,NA,NA,NA,11,25,Pittsburgh Steelers,25,Pittsburgh Steelers,PIT,28,Seattle Seahawks,SEA,WEEKLY,0.38,26
GB,0.65,NA,3.52,NA,NA,NA,0.17,22.75,NA,NA,NA,343.03,NA,7.33,NA,FanDuel,0523,DST,2903,Green Bay D/ST,NA,NA,NA,NA,NA,NA,NA,NA,12,12,Green Bay Packers,12,Green Bay Packers,GB,32,Washington Commanders,WSH,WEEKLY,0.44,3
DEN,0.56,NA,2.81,NA,NA,NA,0.18,20.5,NA,NA,NA,299.41,NA,7.19,NA,FanDuel,0511,DST,2901,Denver D/ST,NA,NA,NA,NA,NA,NA,NA,NA,13,10,Denver Broncos,14,Indianapolis Colts,IND,10,Denver Broncos,DEN,WEEKLY,0.48,2
BUF,0.58,NA,2.39,NA,NA,NA,0.18,20.5,NA,NA,NA,300.21,NA,7.15,NA,FanDuel,0501,DST,2895,Buffalo D/ST,NA,NA,NA,NA,NA,NA,NA,NA,14,4,Buffalo Bills,22,New York Jets,NYJ,4,Buffalo Bills,BUF,WEEKLY,0.65,7
TB,0.58,NA,3.21,NA,NA,NA,0.15,22.5,NA,NA,NA,350.63,NA,6.98,NA,FanDuel,0525,DST,2921,Tampa Bay D/ST,NA,NA,NA,NA,NA,NA,NA,NA,15,30,Tampa Bay Buccaneers,13,Houston Texans,HOU,30,Tampa Bay Buccaneers,TB,WEEKLY,0.47,28
PHI,0.75,NA,2.75,NA,NA,NA,0.17,22.5,NA,NA,NA,333.08,NA,6.76,NA,FanDuel,0518,DST,2915,Philadelphia D/ST,NA,NA,NA,NA,NA,NA,NA,NA,16,24,Philadelphia Eagles,16,Kansas City Chiefs,KC,24,Philadelphia Eagles,PHI,WEEKLY,0.39,15
SEA,0.46,NA,2.62,NA,NA,NA,0.16,21.75,NA,NA,NA,314.38,NA,6.65,NA,FanDuel,0515,DST,2919,Seattle D/ST,NA,NA,NA,NA,NA,NA,NA,NA,17,28,Seattle Seahawks,25,Pittsburgh Steelers,PIT,28,Seattle Seahawks,SEA,WEEKLY,0.63,9
NE,0.77,NA,2.48,NA,NA,NA,0.16,23,NA,NA,NA,333.69,NA,6.61,NA,FanDuel,0504,DST,2910,New England D/ST,NA,NA,NA,NA,NA,NA,NA,NA,18,19,New England Patriots,17,Miami Dolphins,MIA,19,New England Patriots,NE,WEEKLY,0.54,27
ATL,0.68,NA,2.72,NA,NA,NA,0.15,24,NA,NA,NA,324.42,NA,6.49,NA,FanDuel,0526,DST,2893,Atlanta D/ST,NA,NA,NA,NA,NA,NA,NA,NA,19,2,Atlanta Falcons,18,Minnesota Vikings,MIN,2,Atlanta Falcons,ATL,WEEKLY,0.57,24
NYG,0.7,NA,2.65,NA,NA,NA,0.14,24.5,NA,NA,NA,362.88,NA,6.41,NA,FanDuel,0517,DST,2913,New York Giants D/ST,NA,NA,NA,NA,NA,NA,NA,NA,20,21,New York Giants,9,Dallas Cowboys,DAL,21,New York Giants,NYG,WEEKLY,0.64,14
CIN,0.72,NA,2.43,NA,NA,NA,0.16,23,NA,NA,NA,346.63,NA,6.34,NA,FanDuel,0506,DST,2898,Cincinnati D/ST,NA,NA,NA,NA,NA,NA,NA,NA,21,7,Cincinnati Bengals,7,Cincinnati Bengals,CIN,15,Jacksonville Jaguars,JAC,WEEKLY,0.45,12
IND,0.8,NA,2.3,NA,NA,NA,0.15,23,NA,NA,NA,340.5,NA,6.27,NA,FanDuel,0502,DST,2905,Indianapolis D/ST,NA,NA,NA,NA,NA,NA,NA,NA,22,14,Indianapolis Colts,14,Indianapolis Colts,IND,10,Denver Broncos,DEN,WEEKLY,0.43,30
NO,0.81,NA,1.93,NA,NA,NA,0.16,21.75,NA,NA,NA,320.17,NA,6.12,NA,FanDuel,0529,DST,2911,New Orleans D/ST,NA,NA,NA,NA,NA,NA,NA,NA,23,20,New Orleans Saints,20,New Orleans Saints,NO,27,San Francisco 49ers,SF,WEEKLY,0.36,10
KC,0.49,NA,2.6,NA,NA,NA,0.15,24,NA,NA,NA,327.56,NA,5.77,NA,FanDuel,0512,DST,2907,Kansas City D/ST,NA,NA,NA,NA,NA,NA,NA,NA,24,16,Kansas City Chiefs,16,Kansas City Chiefs,KC,24,Philadelphia Eagles,PHI,WEEKLY,0.43,6
TEN,0.68,NA,1.97,NA,NA,NA,0.15,23.5,NA,NA,NA,331.56,NA,5.52,NA,FanDuel,0508,DST,2922,Tennessee D/ST,NA,NA,NA,NA,NA,NA,NA,NA,25,31,Tennessee Titans,31,Tennessee Titans,TEN,33,Los Angeles Rams,LA,WEEKLY,0.41,18
