player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,dst_int,dst_fum_recvr,dst_sacks,dst_fumbles,dst_tackles,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,return_tds
"Davis, Ray",RB,BUF,NA,5.4,22,NA,0.2,1,1,12,NA,NA,0.2,0,5.4,NA,NA,FantasySharks,16603,NA,NA,NA,NA,NA,NYJ,0.1,0.1,0,0,0,0,0.1,0.1,0,10,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mostert, Raheem",RB,MIA,NA,7.2,26,NA,0.3,2.1,1.5,11,NA,NA,0,0.1,5.3,NA,NA,FantasySharks,12447,NA,NA,NA,NA,NA,@CLE,0.2,0,0,0,0,0,0.3,0.1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ekeler, Austin",RB,WAS,NA,5.7,25,NA,0.2,2.4,1.9,17,NA,NA,0,0.2,5.2,NA,NA,FantasySharks,13404,NA,NA,NA,NA,NA,ATL,0.2,0,0,0,0,0,0.2,0.1,0,27,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abdullah, Ameer",RB,LVR,NA,5.6,22,NA,0.1,2.9,2.4,15,NA,NA,0.1,0.1,5.1,NA,NA,FantasySharks,12155,NA,NA,NA,NA,NA,@NOS,0.1,0,0,0,0,0,0.4,0.1,0,17,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gibson, Antonio",RB,NEP,NA,6.6,30,NA,0.1,1.8,1.5,14,NA,NA,0,0,4.9,NA,NA,FantasySharks,14852,NA,NA,NA,NA,NA,LAC,0,0.1,0,0,0,0,0.1,0.1,0,18,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ali, Rasheen",RB,BAL,NA,6.4,30,NA,0.1,2,1.4,11,NA,NA,0,0,4.8,NA,NA,FantasySharks,16746,NA,NA,NA,NA,NA,@HOU,0.1,0,0,0,0,0,0.2,0,0,4,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Roschon",RB,CHI,NA,4.6,14,NA,0.4,1.8,1.3,9,NA,NA,0,0,4.6,NA,NA,FantasySharks,16175,NA,NA,NA,NA,NA,SEA,0.4,0,0,0,0,0,0.2,0,0,2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McLaughlin, Jaleel",RB,DEN,NA,5.5,25,NA,0,2.1,1.8,8,NA,NA,0.2,0,4.6,NA,NA,FantasySharks,16390,NA,NA,NA,NA,NA,@CIN,0,0,0,0,0,0,0.3,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Ty",RB,BUF,NA,2.6,12,NA,0,1.5,1.1,18,NA,NA,0.2,0,4.4,NA,NA,FantasySharks,14095,NA,NA,NA,NA,NA,NYJ,0,0,0,0,0,0,0.4,0.1,0,5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Akers, Cam",RB,MIN,NA,6.6,26,NA,0.1,0.9,0.8,5,NA,NA,0.1,0,4.3,NA,NA,FantasySharks,14799,NA,NA,NA,NA,NA,GBP,0.1,0,0,0,0,0,0.2,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McIntosh, Kenny",RB,SEA,NA,5.9,24,NA,0.1,2.4,1.7,11,NA,NA,0,0,4.3,NA,NA,FantasySharks,16170,NA,NA,NA,NA,NA,@CHI,0,0,0.1,0,0,0,0.2,0,0,12,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guerendo, Isaac",RB,SFO,NA,4.8,25,NA,0.2,1.4,1,6,NA,NA,0,0,4.2,NA,NA,FantasySharks,16688,NA,NA,NA,NA,NA,DET,0.1,0.1,0,0,0,0,0.1,0,0,5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vidal, Kimani",RB,LAC,NA,5.2,17,NA,0.1,0.8,0.6,7,NA,NA,0.1,0,3.9,NA,NA,FantasySharks,16757,NA,NA,NA,NA,NA,@NEP,0.1,0,0,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tucker, Sean",RB,TBB,NA,3.1,18,NA,0.2,0.9,0.6,7,NA,NA,0.1,0,3.8,NA,NA,FantasySharks,16166,NA,NA,NA,NA,NA,CAR,0.2,0,0,0,0,0,0,0,0,25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chestnut, Julius",RB,TEN,NA,6.6,25,NA,0.1,1.9,1.3,6,NA,NA,0,0.1,3.8,NA,NA,FantasySharks,15965,NA,NA,NA,NA,NA,@JAC,0.1,0,0,0,0,0,0.1,0,0,17,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elliott, Ezekiel",RB,DAL,NA,5.2,17,NA,0.2,1.4,1.2,7,NA,NA,0,0.1,3.6,NA,NA,FantasySharks,12625,NA,NA,NA,NA,NA,@PHI,0.2,0,0,0,0,0,0.1,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Emanuel",RB,GBP,NA,4.3,22,NA,0.1,0.8,0.6,3,NA,NA,0,0,3.6,NA,NA,FantasySharks,16432,NA,NA,NA,NA,NA,@MIN,0.1,0,0,0,0,0,0.1,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rodriguez, Chris",RB,WAS,NA,5.4,28,NA,0.1,0.1,0.1,0,NA,NA,0,0.1,3.6,NA,NA,FantasySharks,16174,NA,NA,NA,NA,NA,ATL,0.1,0,0,0,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gainwell, Kenneth",RB,PHI,NA,4.5,20,NA,0.1,1.5,1.2,9,NA,NA,0,0,3.5,NA,NA,FantasySharks,15255,NA,NA,NA,NA,NA,DAL,0,0.1,0,0,0,0,0.2,0,0,21,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estime, Audric",RB,DEN,NA,5.3,22,NA,0.1,1.1,0.9,4,NA,NA,0,0.1,3.4,NA,NA,FantasySharks,16595,NA,NA,NA,NA,NA,@CIN,0.1,0,0,0,0,0,0.1,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Kendre",RB,NOS,NA,5.3,20,NA,0.1,1.4,0.9,7,NA,NA,0,0,3.4,NA,NA,FantasySharks,16171,NA,NA,NA,NA,NA,LVR,0.1,0,0,0,0,0,0.1,0,0,21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Braelon",RB,NYJ,NA,5.4,18,NA,0.1,1.7,1.2,9,NA,NA,0,0,3.3,NA,NA,FantasySharks,16596,NA,NA,NA,NA,NA,@BUF,0.1,0,0,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perine, Samaje",RB,KCC,NA,1.3,6,NA,0,2.3,1.8,21,NA,NA,0,0,3.2,NA,NA,FantasySharks,13133,NA,NA,NA,NA,NA,@PIT,0,0,0,0,0,0,0.2,0.1,0,13,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goodson, Tyler",RB,IND,NA,3,15,NA,0.1,1.2,0.9,6,NA,NA,0.1,0,3,NA,NA,FantasySharks,15730,NA,NA,NA,NA,NA,@NYG,0.1,0,0,0,0,0,0.2,0,0,17,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strong Jr., Pierre",RB,CLE,NA,4.9,19,NA,0,1.6,1.1,7,NA,NA,0,0.1,2.7,NA,NA,FantasySharks,15733,NA,NA,NA,NA,NA,MIA,0,0,0,0,0,0,0.1,0,0,10,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herbert, Khalil",RB,CIN,NA,3.6,13,NA,0.1,1.1,1,8,NA,NA,0,0,2.5,NA,NA,FantasySharks,15271,NA,NA,NA,NA,NA,DEN,0,0,0,0,0,0,0.1,0,0,15,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor, Patrick",RB,SFO,NA,3.7,18,NA,0.1,1,0.4,2,NA,NA,0,0,2.5,NA,NA,FantasySharks,14817,NA,NA,NA,NA,NA,DET,0.1,0,0,0,0,0,0.1,0,0,11,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sermon, Trey",RB,IND,NA,4.3,15,NA,0.1,0.9,0.8,5,NA,NA,0,0,2.4,NA,NA,FantasySharks,15257,NA,NA,NA,NA,NA,@NYG,0.1,0,0,0,0,0,0.1,0,0,4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lloyd, MarShawn",RB,GBP,NA,3.4,16,NA,0.1,0.9,0.7,3,NA,NA,0,0,2.4,NA,NA,FantasySharks,16604,NA,NA,NA,NA,NA,@MIN,0.1,0,0,0,0,0,0.2,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corum, Blake",RB,LAR,NA,4.9,19,NA,0,0.6,0.5,4,NA,NA,0,0,2.4,NA,NA,FantasySharks,16593,NA,NA,NA,NA,NA,ARI,0,0,0,0,0,0,0,0,0,9,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McNichols, Jeremy",RB,WAS,NA,3.3,13,NA,0.1,0.7,0.6,2,NA,NA,0,0,2.4,NA,NA,FantasySharks,13143,NA,NA,NA,NA,NA,ATL,0.1,0,0,0,0,0,0.2,0,0,14,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carter, Michael",RB,ARI,NA,2.9,14,NA,0,1.1,1,5,NA,NA,0,0,2.3,NA,NA,FantasySharks,15258,NA,NA,NA,NA,NA,@LAR,0,0,0,0,0,0,0.1,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burton, Michael",RB,DEN,NA,0.9,1,NA,0.1,1,0.9,6,NA,NA,0.1,0,2.2,NA,NA,FantasySharks,12325,NA,NA,NA,NA,NA,@CIN,0.1,0,0,0,0,0,0.2,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce, Dameon",RB,HOU,NA,2.9,15,NA,0.1,0.5,0.4,2,NA,NA,0,0,2.2,NA,NA,FantasySharks,15717,NA,NA,NA,NA,NA,BAL,0,0,0,0,0,0,0,0,0,21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chandler, Ty",RB,MIN,NA,3.8,14,NA,0,0.6,0.5,4,NA,NA,0,0,2,NA,NA,FantasySharks,15723,NA,NA,NA,NA,NA,GBP,0,0,0,0,0,0,0.1,0,0,18,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watson, Blake",RB,DEN,NA,2.2,9,NA,0.1,1,0.8,5,NA,NA,0,0.1,1.8,NA,NA,FantasySharks,16803,NA,NA,NA,NA,NA,@CIN,0.1,0,0,0,0,0,0.1,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Jamaal",RB,NOS,NA,3.3,10,NA,0.1,1,0.7,4,NA,NA,0,0,1.8,NA,NA,FantasySharks,13139,NA,NA,NA,NA,NA,LVR,0,0,0,0,0,0,0.1,0,0,15,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patterson, Cordarrelle",RB,PIT,NA,2.3,8,NA,0,1,0.8,5,NA,NA,0.1,0.1,1.7,NA,NA,FantasySharks,11225,NA,NA,NA,NA,NA,KCC,0,0,0,0,0,0,0.2,0,0,19,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell, Keaton",RB,BAL,NA,2,12,NA,0,0.4,0.3,3,NA,NA,0,0,1.7,NA,NA,FantasySharks,16178,NA,NA,NA,NA,NA,@HOU,0,0,0,0,0,0,0,0,0,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Isaiah",RB,NYJ,NA,1.7,7,NA,0,0.9,0.5,4,NA,NA,0.1,0,1.6,NA,NA,FantasySharks,16752,NA,NA,NA,NA,NA,@BUF,0,0,0,0,0,0,0.1,0,0,18,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dallas, DeeJay",RB,ARI,NA,1.6,8,NA,0,0.4,0.3,1,NA,NA,0.1,0,1.6,NA,NA,FantasySharks,14815,NA,NA,NA,NA,NA,@LAR,0,0,0,0,0,0,0.1,0,0,8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Jeffery",RB,MIA,NA,2.6,12,NA,0,0.7,0.6,5,NA,NA,0,0.1,1.5,NA,NA,FantasySharks,14017,NA,NA,NA,NA,NA,@CLE,0,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, D'Ernest",RB,JAC,NA,2.3,7,NA,0,1.2,0.7,7,NA,NA,0,0,1.4,NA,NA,FantasySharks,14331,NA,NA,NA,NA,NA,TEN,0,0,0,0,0,0,0.2,0,0,6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wright, Jaylen",RB,MIA,NA,3.5,13,NA,0,0.8,0.5,2,NA,NA,0,0.1,1.3,NA,NA,FantasySharks,16610,NA,NA,NA,NA,NA,@CLE,0,0,0,0,0,0,0.1,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hasty, JaMycal",RB,NEP,NA,1.6,6,NA,0,0.9,0.7,4,NA,NA,0.1,0,1.3,NA,NA,FantasySharks,14821,NA,NA,NA,NA,NA,LAC,0,0,0,0,0,0,0.1,0,0,19,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steele, Carson",RB,KCC,NA,4.3,17,NA,0,0.8,0.3,1,NA,NA,0,0.2,1.3,NA,NA,FantasySharks,16612,NA,NA,NA,NA,NA,@PIT,0,0,0,0,0,0,0.3,0,0,5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foreman, D'Onta",RB,CLE,NA,3.3,11,NA,0,0.6,0.5,3,NA,NA,0,0.1,1.2,NA,NA,FantasySharks,13134,NA,NA,NA,NA,NA,MIA,0,0,0,0,0,0,0,0,0,12,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ogunbowale, Dare",RB,HOU,NA,0.9,3,NA,0,1.3,0.6,6,NA,NA,0,0,1.2,NA,NA,FantasySharks,13148,NA,NA,NA,NA,NA,BAL,0,0,0,0,0,0,0.3,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mims, Jordan",RB,NOS,NA,1.7,6,NA,0,2.1,1.1,6,NA,NA,0,0,1.1,NA,NA,FantasySharks,16424,NA,NA,NA,NA,NA,LVR,0,0,0,0,0,0,0.1,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanders, Miles",RB,CAR,NA,2.5,9,NA,0,0.7,0.6,3,NA,NA,0,0.1,1.1,NA,NA,FantasySharks,14079,NA,NA,NA,NA,NA,@TBB,0,0,0,0,0,0,0.1,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ricard, Patrick",RB,BAL,NA,1.2,4,NA,0,0.4,0.2,1,NA,NA,0.1,0,1.1,NA,NA,FantasySharks,13455,NA,NA,NA,NA,NA,@HOU,0,0,0,0,0,0,0.1,0,0,16,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vaki, Sione",RB,DET,NA,1.4,6,NA,0,0.4,0.4,5,NA,NA,0,0,1.1,NA,NA,FantasySharks,16678,NA,NA,NA,NA,NA,@SFO,0,0,0,0,0,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luepke, Hunter",RB,DAL,NA,0.8,2,NA,0,1,0.7,6,NA,NA,0,0,0.8,NA,NA,FantasySharks,16391,NA,NA,NA,NA,NA,@PHI,0,0,0,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Haskins, Hassan",RB,LAC,NA,1.5,3,NA,0,0.1,0.1,2,NA,NA,0,0.1,0.8,NA,NA,FantasySharks,15720,NA,NA,NA,NA,NA,@NEP,0,0,0,0,0,0,0,0,0,4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jefferson, Jermar",RB,DET,NA,1.3,5,NA,0,0.3,0.3,3,NA,NA,0,0,0.8,NA,NA,FantasySharks,15262,NA,NA,NA,NA,NA,@SFO,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cook, Dalvin",RB,DAL,NA,1.9,5,NA,0,0.9,0.4,2,NA,NA,0,0,0.7,NA,NA,FantasySharks,13128,NA,NA,NA,NA,NA,@PHI,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ham, C.J.",RB,MIN,NA,0.1,1,NA,0,0.9,0.6,3,NA,NA,0,0,0.6,NA,NA,FantasySharks,12923,NA,NA,NA,NA,NA,GBP,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laube, Dylan",RB,LVR,NA,2.2,6,NA,0,0.6,0.4,2,NA,NA,0,0.1,0.6,NA,NA,FantasySharks,16613,NA,NA,NA,NA,NA,@NOS,0,0,0,0,0,0,0,0,0,19,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rivers, Ronnie",RB,LAR,NA,1.3,4,NA,0,0.5,0.5,1,NA,NA,0,0,0.5,NA,NA,FantasySharks,15726,NA,NA,NA,NA,NA,ARI,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Trayveon",RB,CIN,NA,0.8,3,NA,0,0.2,0.2,1,NA,NA,0,0,0.4,NA,NA,FantasySharks,14076,NA,NA,NA,NA,NA,DEN,0,0,0,0,0,0,0,0,0,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray, Eric",RB,NYG,NA,0.9,2,NA,0,0.7,0.7,3,NA,NA,0,0,0.4,NA,NA,FantasySharks,16173,NA,NA,NA,NA,NA,IND,0,0,0,0,0,0,0,0,0,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ingold, Alec",RB,MIA,NA,0.3,0,NA,0,1,0.4,4,NA,NA,0,0,0.4,NA,NA,FantasySharks,14420,NA,NA,NA,NA,NA,@CLE,0,0,0,0,0,0,0.1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks, Chris",RB,GBP,NA,1,4,NA,0,0,0,0,NA,NA,0,0,0.4,NA,NA,FantasySharks,16387,NA,NA,NA,NA,NA,@MIN,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vaughn, Deuce",RB,DAL,NA,0.7,2,NA,0,0.2,0.2,2,NA,NA,0,0,0.3,NA,NA,FantasySharks,16176,NA,NA,NA,NA,NA,@PHI,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Badie, Tyler",RB,DEN,NA,1.6,6,NA,0,0.6,0.5,1,NA,NA,0,0.2,0.3,NA,NA,FantasySharks,15718,NA,NA,NA,NA,NA,@CIN,0,0,0,0,0,0,0.2,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abanikanda, Israel",RB,SFO,NA,0.8,2,NA,0,0.1,0.1,1,NA,NA,0,0,0.2,NA,NA,FantasySharks,16168,NA,NA,NA,NA,NA,DET,0,0,0,0,0,0,0,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kelley, Joshua",RB,TEN,NA,1,2,NA,0,0.1,0.1,0,NA,NA,0,0,0.2,NA,NA,FantasySharks,14807,NA,NA,NA,NA,NA,@JAC,0,0,0,0,0,0,0,0,0,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boone, Mike",RB,CAR,NA,0.9,2,NA,0,0,0,0,NA,NA,0,0,0.2,NA,NA,FantasySharks,13868,NA,NA,NA,NA,NA,@TBB,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Avery",RB,ATL,NA,0.3,1,NA,0,0.1,0.1,0,NA,NA,0,0,0.1,NA,NA,FantasySharks,15454,NA,NA,NA,NA,NA,@WAS,0,0,0,0,0,0,0,0,0,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evans, Darrynton",RB,CHI,NA,0.9,1,NA,0,0,0,0,NA,NA,0,0,0.1,NA,NA,FantasySharks,14808,NA,NA,NA,NA,NA,SEA,0,0,0,0,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,PHI,NA,23,112.1,NA,0.8,2.4,2.4,17.6,NA,NA,0.1,0.1,18.14,NA,13778,FleaFlicker,13604,NA,NA,NA,NA,NA,DALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,RB2,0.9,129.7,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,18.1,92.1,NA,0.8,3.7,3.7,28.7,NA,NA,0.2,0.1,17.96,NA,17612,FleaFlicker,16162,NA,NA,NA,NA,NA,@SFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,RB1,1,120.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,GB,NA,20.4,83.6,NA,0.8,3.1,3.1,23.9,NA,NA,0.1,0.1,15.79,NA,14673,FleaFlicker,14073,NA,NA,NA,NA,NA,@MINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RB4,0.9,107.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,21.7,93.7,NA,0.8,1.6,1.6,11.8,NA,NA,0.1,0.1,15.77,NA,17004,FleaFlicker,15710,NA,NA,NA,NA,NA,ARIW 13-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,15.77,RB7,0.9,105.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,19.8,96,NA,0.8,1.2,1.2,10.8,NA,NA,0.1,0.1,15.67,NA,12042,FleaFlicker,12626,NA,NA,NA,NA,NA,@HOUW 31-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,15.67,RB5,0.9,106.7,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,21.9,98.5,NA,0.7,1.7,1.7,13.6,NA,NA,0.1,0.1,15.55,NA,15604,FleaFlicker,14802,NA,NA,NA,NA,NA,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,RB8,0.8,112.1,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,19,86.6,NA,0.6,3,3,23.2,NA,NA,0.1,0.1,15.34,NA,17603,FleaFlicker,16161,NA,NA,NA,NA,NA,@WASSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB3,0.8,109.8,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTChase Brown,RB,CIN,NA,17.1,73,NA,0.5,3.9,3.9,27.3,NA,NA,0.2,0.1,14.07,NA,17756,FleaFlicker,16181,NA,NA,NA,NA,NA,DENW 30-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,14.07,RB6,0.7,100.3,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,NA,17.2,73.4,NA,0.6,3.2,3.2,24.6,NA,NA,0.1,0.1,13.73,NA,17667,FleaFlicker,16169,NA,NA,NA,NA,NA,@CHIW 6-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13.73,RB24,0.7,97.9,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Mixon,RB,HOU,NA,17.1,69.3,NA,0.5,3.3,3.3,25.7,NA,NA,0.1,0.1,13.4,NA,12975,FleaFlicker,13131,NA,NA,NA,NA,NA,BALL 2-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,13.4,RB13,0.7,95,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,16.2,69.9,NA,0.4,4,4,29.4,NA,NA,0.1,0.1,13.15,NA,17617,FleaFlicker,16167,NA,NA,NA,NA,NA,@CLESun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,RB10,0.6,99.3,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bucky Irving,RB,TB,NA,15.1,73,NA,0.6,2.6,2.6,19.6,NA,NA,0.1,0.1,13.07,NA,18479,FleaFlicker,16598,NA,NA,NA,NA,NA,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,RB14,0.7,92.6,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA
