id,src_id,pos,player,team,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,data_src,fumbles_lost,site_pts,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,draft_rank,pass_comp_pct,pass_rate,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
11150,2539335,QB,Geno Smith,SEA,NA,NA,219.06,1.39,0.64,NA,8.7,0.12,NFL,0.17,14.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13592,2561036,QB,Sam Darnold,MIN,NA,NA,231.47,1.39,0.88,NA,9.77,0.12,NFL,0.3,14.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11644,2543499,QB,Derek Carr,NO,NA,NA,231,1.45,0.65,NA,3.97,0.06,NFL,0.18,14.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13113,2558063,QB,Deshaun Watson,CLE,NA,NA,197.93,1.1,0.75,NA,22.8,0.23,NFL,0.17,14.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15237,2566163,QB,Trevor Lawrence,JAX,NA,NA,219.73,1.1,0.73,NA,17.95,0.17,NFL,0.22,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16579,2571913,QB,Caleb Williams,CHI,NA,NA,214.19,1.2,0.86,NA,16.65,0.17,NFL,0.17,13.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10700,2532820,QB,Kirk Cousins,ATL,NA,NA,223.08,1.45,0.67,NA,4.12,0.05,NFL,0.17,13.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7836,2506363,QB,Aaron Rodgers,NYJ,NA,NA,228.52,1.2,0.53,NA,5.67,0.06,NFL,0.18,13.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15238,2565920,QB,Justin Fields,PIT,NA,NA,166.27,0.82,0.66,NA,37.3,0.29,NFL,0.34,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16582,2572003,QB,Bo Nix,DEN,NA,NA,195.21,1.13,0.75,NA,16.86,0.14,NFL,0.18,12.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14059,2562299,QB,Daniel Jones,NYG,NA,NA,181.18,0.99,0.56,NA,21.18,0.15,NFL,0.18,12.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14067,2562796,QB,Gardner Minshew,LV,NA,NA,217.95,1.14,0.76,NA,7.12,0.09,NFL,0.15,12.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16149,2569798,QB,Will Levis,TEN,NA,NA,200.89,1.19,0.81,NA,9.04,0.11,NFL,0.16,12.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10313,2495143,QB,Andy Dalton,CAR,NA,NA,204.7,1.15,0.62,NA,6.7,0.05,NFL,0.15,12.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9431,79860,QB,Matthew Stafford,LAR,NA,NA,204,1.25,0.77,NA,3.57,0.05,NFL,0.16,11.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15699,2567895,QB,Skylar Thompson,MIA,NA,NA,204.68,1.1,0.97,NA,14.43,0.06,NFL,0.28,11.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12616,2555261,QB,Jacoby Brissett,NE,NA,NA,179.2,1.08,0.68,NA,10.88,0.12,NFL,0.17,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
