id,src_id,pos,player,team,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,data_src,fumbles_lost,site_pts,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,draft_rank,pass_comp_pct,pass_rate,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
13589,3918298,QB,Josh Allen,BUF,31,20,229,2,1,7,38,1,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14783,4040715,QB,Jalen Hurts,PHI,34,21,244,1,1,9,38,1,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13593,3916387,QB,Lamar Jackson,BAL,31,20,242,1,1,9,57,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13116,3139477,QB,Patrick Mahomes,KCC,36,25,268,2,1,4,24,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16152,4429084,QB,Anthony Richardson,IND,30,18,204,1,1,8,39,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16150,4432577,QB,C.J. Stroud,HOU,34,22,268,2,1,3,10,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14777,3915511,QB,Joe Burrow,CIN,35,24,267,2,1,4,13,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12620,2577417,QB,Dak Prescott,DAL,37,26,284,2,1,3,11,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14056,3917315,QB,Kyler Murray,ARI,33,22,237,1,1,6,32,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14782,4036378,QB,Jordan Love,GB,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15698,4361741,QB,Brock Purdy,SF,31,22,302,2,1,3,11,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16581,4426348,QB,Jayden Daniels,WAS,31,20,208,1,1,9,49,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7836,8439,QB,Aaron Rodgers,NYJ,32,21,233,2,1,2,5,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14779,4038941,QB,Justin Herbert,LAC,31,20,218,1,1,4,14,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10700,14880,QB,Kirk Cousins,ATL,33,21,243,2,1,2,6,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16579,4431611,QB,Caleb Williams,CHI,35,23,239,1,1,4,23,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13113,3122840,QB,Deshaun Watson,CLE,31,19,201,2,1,4,24,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15237,4360310,QB,Trevor Lawrence,JAC,35,22,236,1,1,4,20,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14778,4241479,QB,Tua Tagovailoa,MIA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12611,3046779,QB,Jared Goff,DET,34,23,257,2,1,2,4,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9431,12483,QB,Matthew Stafford,LAR,36,23,290,1,1,1,4,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16148,4685720,QB,Bryce Young,CAR,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14059,3917792,QB,Daniel Jones,NYG,34,20,212,1,1,7,38,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16149,4361418,QB,Will Levis,TEN,34,21,219,1,1,3,14,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13590,3052587,QB,Baker Mayfield,TB,33,22,238,2,1,4,14,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11150,15864,QB,Geno Smith,SEA,33,22,240,1,1,4,19,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16582,4426338,QB,Bo Nix,DEN,34,21,213,1,1,4,16,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10703,14881,QB,Russell Wilson,PIT,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11644,16757,QB,Derek Carr,NO,32,21,250,2,1,2,7,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16580,4431452,QB,Drake Maye,NE,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14067,4038524,QB,Gardner Minshew,LV,32,22,224,1,1,3,8,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13592,3912547,QB,Sam Darnold,MIN,35,22,245,1,1,4,14,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12616,2578570,QB,Jacoby Brissett,NE,32,20,206,1,1,4,18,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15238,4362887,QB,Justin Fields,PIT,27,17,173,1,1,10,53,0,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16159,4260394,QB,Aidan O'Connell,LV,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16583,4360423,QB,Michael Penix Jr.,ATL,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15693,4426875,QB,Sam Howell,SEA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10413,14163,QB,Tyrod Taylor,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9064,11252,QB,Joe Flacco,IND,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14358,3886812,QB,Jake Browning,CIN,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13968,3059989,QB,Nick Mullens,MIN,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14057,3924327,QB,Drew Lock,NYG,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13589,17298,QB,Josh Allen,BUF,33.2,21.7,244.9,1.6,0.9,6.5,34.1,0.6,FantasyPros,0.3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14783,19275,QB,Jalen Hurts,PHI,31.9,20.6,229.5,1.4,0.8,10.1,42.8,0.6,FantasyPros,0.2,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13593,17233,QB,Lamar Jackson,BAL,31.2,20.1,232.9,1.4,0.7,9.3,54.5,0.3,FantasyPros,0.2,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13116,16413,QB,Patrick Mahomes II,KC,35.4,23.9,264.3,2,0.6,4.3,22.7,0.1,FantasyPros,0.2,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14056,18600,QB,Kyler Murray,ARI,33.8,22.5,240.4,1.5,0.5,6.1,34.3,0.3,FantasyPros,0.2,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14777,19196,QB,Joe Burrow,CIN,34.4,23.2,263.4,1.9,0.5,3.9,13.6,0.1,FantasyPros,0.2,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16152,24347,QB,Anthony Richardson,IND,30.3,19,206.7,1.2,0.8,7.6,40.5,0.4,FantasyPros,0.3,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16150,23071,QB,C.J. Stroud,HOU,34.1,22.7,264.4,1.8,0.5,2.6,10.2,0.1,FantasyPros,0.2,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16581,22902,QB,Jayden Daniels,WAS,30.1,19.3,206.3,1,0.8,9.4,43.3,0.4,FantasyPros,0.2,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12620,15600,QB,Dak Prescott,DAL,35.3,23.8,258.8,1.7,0.8,2.6,11.1,0.1,FantasyPros,0.2,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13590,17237,QB,Baker Mayfield,TB,32.6,21.4,239.6,1.7,0.8,4.3,14.6,0.1,FantasyPros,0.2,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15698,19797,QB,Brock Purdy,SF,30.5,20.7,252.5,1.7,0.7,2.6,10.5,0.1,FantasyPros,0.2,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12611,15501,QB,Jared Goff,DET,35.3,23.9,267.2,1.8,0.8,1.6,4.5,0.1,FantasyPros,0.2,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11150,11687,QB,Geno Smith,SEA,33.2,21.9,238.7,1.4,0.8,4.2,14.5,0.1,FantasyPros,0.2,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11644,12092,QB,Derek Carr,NO,32,21.2,240.9,1.7,0.8,1.6,5.5,0,FantasyPros,0.2,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13113,16398,QB,Deshaun Watson,CLE,31.1,19.1,203.9,1.3,0.8,6,26.9,0.2,FantasyPros,0.2,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13592,17236,QB,Sam Darnold,MIN,33.9,21.5,239.7,1.4,1,3.6,12,0.2,FantasyPros,0.4,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16579,23084,QB,Caleb Williams,CHI,32.2,20.8,221.2,1.2,0.6,5.1,21.7,0.2,FantasyPros,0.2,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15237,19780,QB,Trevor Lawrence,JAC,34.4,22,234.2,1.2,0.8,3.9,18.4,0.2,FantasyPros,0.3,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15238,19781,QB,Justin Fields,PIT,27.6,17.4,175.5,0.9,0.8,8.3,42.9,0.3,FantasyPros,0.3,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10700,11177,QB,Kirk Cousins,ATL,33.5,21.7,236.7,1.5,0.7,1.9,5.2,0.1,FantasyPros,0.2,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7836,9001,QB,Aaron Rodgers,NYJ,31.8,21.3,226,1.5,0.4,1.8,5.7,0.1,FantasyPros,0.2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14779,18635,QB,Justin Herbert,LAC,31,19.7,215.1,1.2,0.5,3.6,13.4,0.1,FantasyPros,0.2,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14067,18562,QB,Gardner Minshew II,LV,32.2,20.5,223.8,1.3,0.8,2.6,8.9,0.1,FantasyPros,0.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16582,22910,QB,Bo Nix,DEN,31.7,20,203.4,1.1,0.9,5.1,20.5,0.2,FantasyPros,0.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16149,22987,QB,Will Levis,TEN,31.5,19.3,209.2,1.2,0.8,5.1,17,0.1,FantasyPros,0.3,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14059,18232,QB,Daniel Jones,NYG,31.5,19.3,198.1,0.9,0.8,6,28.1,0.2,FantasyPros,0.3,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9431,9451,QB,Matthew Stafford,LAR,34.1,22.2,246.8,1.2,0.8,1.2,3.7,0,FantasyPros,0.2,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15694,23499,QB,Malik Willis,GB,26.9,16.7,179.8,1,0.9,5.2,26.1,0.2,FantasyPros,0.3,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10313,9907,QB,Andy Dalton,CAR,31.9,20.1,218,1,0.8,2.1,7.7,0,FantasyPros,0.2,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12616,15642,QB,Jacoby Brissett,NE,29.5,18.7,195.1,1,0.7,4,14.5,0.1,FantasyPros,0.2,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15699,24170,QB,Skylar Thompson,MIA,31.7,20.3,211.2,1,1,2.8,10.3,0.1,FantasyPros,0.3,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14782,19246,QB,Jordan Love,GB,0,0,108.8,0.8,0.3,0,5.9,0.1,FantasyPros,0.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13589,NA,QB,"Allen, Josh",BUF,31.8,20.9,238,1.7,0.8,6.8,32,0.8,FantasySharks,0.3,25.5,JAC,0.5,0.7,0.2,0,0.1,0.1,1.5,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14783,NA,QB,"Hurts, Jalen",PHI,29.8,19.5,215,1.3,0.9,10.6,47,0.8,FantasySharks,0.3,24,@NOS,0.4,0.3,0.2,0.2,0.1,0.1,2,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14777,NA,QB,"Burrow, Joe",CIN,40.6,27.4,280,1.9,0.5,3.4,11,0.1,FantasySharks,0.2,22.6,WAS,1,0.3,0.3,0,0.1,0.1,2.1,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15698,NA,QB,"Purdy, Brock",SFO,33.2,22.4,291,1.7,0.5,2.1,8,0.1,FantasySharks,0.1,22.3,@LAR,0.7,0.4,0.2,0.2,0.1,0.1,1.8,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14056,NA,QB,"Murray, Kyler",ARI,35.3,23.6,236,1.5,0.5,5.9,35,0.2,FantasySharks,0.3,22.1,DET,0.9,0.2,0.2,0.1,0.1,0.1,2.2,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13593,NA,QB,"Jackson, Lamar",BAL,31,19.6,228,1.3,0.5,9.4,56,0.2,FantasySharks,0.4,22.1,@DAL,0.5,0.3,0.1,0.1,0.2,0.1,2.3,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13116,NA,QB,"Mahomes, Patrick",KCC,35.2,23.7,254,1.7,0.8,4.3,22,0.1,FantasySharks,0.1,21.3,@ATL,1.1,0.3,0,0.1,0.1,0,1.7,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12611,NA,QB,"Goff, Jared",DET,40.1,26.3,292,1.6,0.6,1.4,3,0.1,FantasySharks,0.1,21.1,@ARI,0.8,0.3,0.2,0.1,0.1,0.2,1.3,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12620,NA,QB,"Prescott, Dak",DAL,33.5,22.6,247,1.9,0.9,3.2,14,0.1,FantasySharks,0.1,20.7,BAL,0.8,0.5,0.3,0.1,0.1,0.2,2.3,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11644,NA,QB,"Carr, Derek",NOS,31.3,21.1,249,1.9,0.6,1.6,3,0.1,FantasySharks,0.1,20.7,PHI,0.8,0.3,0.2,0.2,0.1,0.4,1.4,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13590,NA,QB,"Mayfield, Baker",TBB,31.5,20.8,235,1.8,0.6,3.3,11,0.2,FantasySharks,0.1,20.2,DEN,0.8,0.2,0.3,0.2,0.2,0.1,2.4,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11150,NA,QB,"Smith, Geno",SEA,35.1,23.7,255,1.5,0.6,3.2,16,0.1,FantasySharks,0.2,20.2,MIA,0.5,0.4,0.2,0.3,0,0.1,2.4,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16150,NA,QB,"Stroud, C.J.",HOU,32.8,21.2,248,1.4,0.4,2.7,10,0.1,FantasySharks,0.2,19.3,@MIN,0.8,0.2,0.2,0,0,0.1,2.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9431,NA,QB,"Stafford, Matthew",LAR,35.5,23.1,260,1.4,0.6,1.6,4,0.1,FantasySharks,0.1,18.7,SFO,0.9,0.1,0.2,0,0,0.2,2.2,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16581,NA,QB,"Daniels, Jayden",WAS,28.9,19.5,207,0.7,0.6,6,29,0.5,FantasySharks,0.1,18.5,@CIN,0.3,0.2,0.1,0.1,0,0,3,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13113,NA,QB,"Watson, Deshaun",CLE,35.8,21.1,215,1.2,0.9,4.6,23,0.2,FantasySharks,0.2,18,NYG,0.5,0.3,0.1,0.1,0.1,0.1,3,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14782,NA,QB,"Love, Jordan",GBP,27.3,17.6,203,1.6,0.6,2.7,12,0.1,FantasySharks,0.2,17.9,@TEN,0.7,0.5,0.2,0.1,0,0.1,1.6,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15237,NA,QB,"Lawrence, Trevor",JAC,30.7,19.5,218,1.1,0.6,4,24,0.2,FantasySharks,0.4,17.5,@BUF,0.3,0.4,0.2,0,0,0.1,2.4,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16152,NA,QB,"Richardson, Anthony",IND,28.6,16.9,195,1,1,3.7,22,0.3,FantasySharks,0.1,17.1,CHI,0.3,0.2,0,0.1,0,0.3,2.2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
