player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Ronnie Rivers,RB,LA,NA,3.69,14.66,NA,0.07,NA,0.6,4.65,NA,NA,0.02,NA,2.45,NA,ronnie-rivers,NumberFire,15726,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.68,6.58,#6,235,65,2.73,4800,0.57,3.05,4000,0.76,2.73,10,0.27,NA
Khalil Herbert,RB,CHI,NA,2.86,12.54,NA,0.07,NA,0.59,3.81,NA,NA,0.02,NA,2.19,NA,khalil-herbert,NumberFire,15271,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.86,6.24,#31,248,66,2.45,5300,0.46,2.76,4800,0.58,2.45,10,0.25,NA
Emari Demercado,RB,ARI,NA,1.87,7.84,NA,0.05,NA,1.05,7.41,NA,NA,0.06,NA,2.17,NA,emari-demercado,NumberFire,16385,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.87,6.21,#32,250,67,2.69,4800,0.56,3.23,4000,0.81,2.69,10,0.27,NA
Deuce Vaughn,RB,DAL,NA,2.77,11.25,NA,0.07,NA,0.5,3.66,NA,NA,0.03,NA,2.04,NA,deuce-vaughn,NumberFire,16176,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.96,6.04,#11,253,68,2.3,4300,0.53,2.57,4000,0.64,2.3,10,0.23,NA
Kyle Juszczyk,RB,SF,NA,0.77,2.99,NA,0.02,NA,1.05,9.44,NA,NA,0.06,NA,1.73,NA,kyle-juszczyk,NumberFire,11367,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.17,5.63,#26,262,69,2.23,4300,0.52,2.76,4000,0.69,2.23,10,0.22,NA
Trey Sermon,RB,IND,NA,2.22,9.03,NA,0.04,NA,0.44,3.21,NA,NA,0.02,NA,1.55,NA,trey-sermon,NumberFire,15257,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.29,5.39,#4,268,70,1.78,5000,0.36,2.01,4500,0.45,1.78,10,0.18,NA
Kenneth Gainwell,RB,PHI,NA,1.41,5.77,NA,0.04,NA,0.81,5.98,NA,NA,0.03,NA,1.53,NA,kenneth-gainwell,NumberFire,15255,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.3,5.36,#21,271,71,1.96,5100,0.38,2.39,4900,0.49,1.96,10,0.2,NA
Jaylen Wright,RB,MIA,NA,2.41,9.58,NA,0.05,NA,0.33,2.06,NA,NA,0.01,NA,1.52,NA,jaylen-wright,NumberFire,16610,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.31,5.35,#10,274,72,1.65,4900,0.34,1.83,4200,0.44,1.65,10,0.17,NA
Pierre Strong Jr.,RB,CLE,NA,1.49,6.22,NA,0.03,NA,0.79,5.1,NA,NA,0.03,NA,1.45,NA,pierre-strong-jr,NumberFire,15733,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.36,5.26,#23,280,73,1.85,4400,0.42,2.26,4000,0.57,1.85,10,0.19,NA
Jeff Wilson,RB,MIA,NA,1.7,7.25,NA,0.05,NA,0.52,3.52,NA,NA,0.02,NA,1.45,NA,jeff-wilson,NumberFire,14017,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.36,5.26,#10,280,73,1.74,5000,0.35,2.01,4300,0.47,1.74,10,0.17,NA
Ty Johnson,RB,BUF,NA,0.89,3.68,NA,0.02,NA,0.86,6.82,NA,NA,0.04,NA,1.4,NA,ty-johnson,NumberFire,14095,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.39,5.19,#25,283,75,1.82,4900,0.37,2.26,4100,0.55,1.82,10,0.18,NA
Ameer Abdullah,RB,LV,NA,1.13,4.56,NA,0.02,NA,0.84,5.98,NA,NA,0.04,NA,1.4,NA,ameer-abdullah,NumberFire,12155,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.39,5.19,#14,283,75,1.81,4200,0.43,2.24,4000,0.56,1.81,10,0.18,NA
Tyler Badie,RB,DEN,NA,2.03,8.26,NA,0.04,NA,0.35,2.39,NA,NA,0.01,NA,1.35,NA,tyler-badie,NumberFire,15718,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.42,5.12,#13,286,77,1.5,NA,NA,1.7,NA,NA,1.5,NA,NA,NA
Kenny McIntosh,RB,SEA,NA,2.07,8.06,NA,0.05,NA,0.25,1.91,NA,NA,0.01,NA,1.33,NA,kenny-mcintosh,NumberFire,16170,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.44,5.1,#12,287,78,1.44,4600,0.31,1.59,4100,0.39,1.44,10,0.14,NA
Eric Gray,RB,NYG,NA,1.31,5.28,NA,0.04,NA,0.46,2.97,NA,NA,0.02,NA,1.1,NA,eric-gray,NumberFire,16173,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.59,4.79,#28,296,79,1.36,4200,0.32,1.62,4000,0.41,1.36,10,0.14,NA
JaMycal Hasty,RB,NE,NA,1.21,4.9,NA,0.02,NA,0.45,3.29,NA,NA,0.01,NA,1.01,NA,jamycal-hasty,NumberFire,14821,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.65,4.67,#24,302,80,1.18,4100,0.29,1.43,4000,0.36,1.18,10,0.12,NA
Sean Tucker,RB,TB,NA,0.89,3.54,NA,0.02,NA,0.23,1.63,NA,NA,0.01,NA,0.69,NA,sean-tucker,NumberFire,16166,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.87,4.25,#20,307,81,0.79,4100,0.19,0.92,4000,0.23,0.79,10,0.08,NA
Blake Corum,RB,LA,NA,0.68,2.72,NA,0.01,NA,0.25,1.97,NA,NA,0.01,NA,0.6,NA,blake-corum,NumberFire,16593,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,4.13,#6,316,82,0.71,4700,0.15,0.84,4600,0.18,0.71,10,0.07,NA
D'Ernest Johnson,RB,JAC,NA,0.65,2.62,NA,0.01,NA,0.25,1.88,NA,NA,0.01,NA,0.59,NA,d-ernest-johnson,NumberFire,14331,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,4.11,#17,319,83,0.7,5300,0.13,0.82,4900,0.17,0.7,10,0.07,NA
British Brooks,RB,HOU,NA,0.69,2.76,NA,0.02,NA,0.13,0.94,NA,NA,0.01,NA,0.53,NA,british-brooks,NumberFire,16816,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.97,4.03,#30,323,84,0.6,4400,0.14,0.67,4000,0.17,0.6,10,0.06,NA
Alec Ingold,RB,MIA,NA,0.28,1.11,NA,0.01,NA,0.43,2.92,NA,NA,0.01,NA,0.52,NA,alec-ingold,NumberFire,14420,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.98,4.02,#10,325,85,0.74,4300,0.17,0.95,4000,0.24,0.74,10,0.07,NA
Isaiah Davis,RB,NYJ,NA,0.58,2.41,NA,0.01,NA,0.12,0.81,NA,NA,0.01,NA,0.44,NA,isaiah-davis,NumberFire,16752,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.03,3.91,#8,326,86,0.5,NA,NA,0.56,4000,0.14,0.5,10,0.05,NA
Hunter Luepke,RB,DAL,NA,0.28,1.14,NA,0.01,NA,0.25,1.9,NA,NA,0.01,NA,0.43,NA,hunter-luepke,NumberFire,16391,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.04,3.9,#11,327,87,0.55,4400,0.13,0.67,4000,0.17,0.55,10,0.06,NA
Reggie Gilliam,RB,BUF,NA,0,0,NA,0,NA,0.38,2.72,NA,NA,0.02,NA,0.38,NA,reggie-gilliam,NumberFire,15103,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.08,3.84,#25,328,88,0.58,4100,0.14,0.77,4000,0.19,0.58,10,0.06,NA
Patrick Ricard,RB,BAL,NA,0.16,0.65,NA,0,NA,0.22,1.65,NA,NA,0.01,NA,0.33,NA,patrick-ricard,NumberFire,13455,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.11,3.77,#3,335,89,0.4,4000,0.1,0.51,4000,0.13,0.4,10,0.04,NA
Mike Boone,RB,CAR,NA,0.14,0.59,NA,0,NA,0.13,0.9,NA,NA,0.01,NA,0.21,NA,mike-boone,NumberFire,13868,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.19,3.61,#29,342,90,0.27,4000,0.07,0.34,4000,0.09,0.27,10,0.03,NA
Patrick Taylor,RB,SF,NA,0.15,0.6,NA,0,NA,0.12,0.73,NA,NA,0.01,NA,0.2,NA,patrick-taylor,NumberFire,14817,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.2,3.6,#26,343,91,0.25,4000,0.06,0.31,NA,NA,0.25,NA,NA,NA
DeeJay Dallas,RB,ARI,NA,0.14,0.59,NA,0,NA,0.12,0.82,NA,NA,0.01,NA,0.2,NA,deejay-dallas,NumberFire,14815,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.2,3.6,#32,343,91,0.26,4000,0.07,0.32,4000,0.08,0.26,10,0.03,NA
Travis Homer,RB,CHI,NA,0.14,0.6,NA,0,NA,0.12,0.87,NA,NA,0.01,NA,0.2,NA,travis-homer,NumberFire,14083,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.2,3.6,#31,343,91,0.27,4000,0.07,0.33,4000,0.08,0.27,10,0.03,NA
Khari Blasingame,RB,CHI,NA,0.14,0.58,NA,0,NA,0.11,0.78,NA,NA,0.01,NA,0.19,NA,khari-blasingame,NumberFire,14552,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.2,3.58,#31,346,94,0.25,4000,0.06,0.31,4000,0.08,0.25,10,0.03,NA
C.J. Ham,RB,MIN,NA,0.13,0.51,NA,0,NA,0.12,0.88,NA,NA,0,NA,0.19,NA,c-j-ham-1,NumberFire,12923,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.2,3.58,#9,346,94,0.2,4100,0.05,0.26,4000,0.07,0.2,10,0.02,NA
Adam Prentice,RB,NO,NA,0.15,0.58,NA,0,NA,0.12,0.77,NA,NA,0.01,NA,0.18,NA,adam-prentice,NumberFire,15650,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.21,3.57,#15,348,96,0.26,4000,0.07,0.32,4000,0.08,0.26,10,0.03,NA
Tyler Goodson,RB,IND,NA,0.14,0.56,NA,0,NA,0.11,0.77,NA,NA,0,NA,0.17,NA,tyler-goodson,NumberFire,15730,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.22,3.56,#4,350,97,0.19,4000,0.05,0.24,4000,0.06,0.19,10,0.02,NA
Hassan Haskins,RB,LAC,NA,0.14,0.55,NA,0,NA,0.12,0.78,NA,NA,0,NA,0.17,NA,hassan-haskins,NumberFire,15720,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.22,3.56,#18,350,97,0.19,4000,0.05,0.25,4000,0.06,0.19,10,0.02,NA
Michael Burton,RB,DEN,NA,0.14,0.53,NA,0,NA,0.12,0.76,NA,NA,0,NA,0.17,NA,michael-burton,NumberFire,12325,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.22,3.56,#13,350,97,0.19,4000,0.05,0.25,4000,0.06,0.19,10,0.02,NA
Breece Hall,RB,NYJ,NA,NA,77.52,NA,0.56,NA,3.44,25.53,NA,NA,0.13,0.12,17.65,NA,2568030,NFL,15708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,PHI,NA,NA,81.45,NA,0.59,NA,2.59,19.17,NA,NA,0.12,0.14,16.63,NA,2560968,NFL,13604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,NA,69.97,NA,0.49,NA,3.5,26.12,NA,NA,0.12,0.12,16.53,NA,2569558,NFL,16161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,NA,72.87,NA,0.58,NA,2.96,22.19,NA,NA,0.11,0.07,16.47,NA,2558019,NFL,13132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,NA,60.04,NA,0.45,NA,3.47,25.91,NA,NA,0.12,0.06,15.37,NA,2570062,NFL,16167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,NA,58.12,NA,0.45,NA,3.35,25.09,NA,NA,0.13,0.06,15.03,NA,2569747,NFL,16162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,NA,77.11,NA,0.63,NA,1.84,14.03,NA,NA,0.06,0.12,14.85,NA,2564148,NFL,14802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,NA,70.7,NA,0.59,NA,2.18,16.19,NA,NA,0.06,0.13,14.51,NA,2567862,NFL,15710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,GB,NA,NA,66.07,NA,0.5,NA,2.52,18.18,NA,NA,0.07,0.06,14.25,NA,2562377,NFL,14073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Conner,RB,ARI,NA,NA,74.65,NA,0.59,NA,1.74,12.95,NA,NA,0.05,0.08,14.18,NA,2557978,NFL,13146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,SF,NA,NA,78.51,NA,0.56,NA,1.22,9,NA,NA,0.09,0.04,13.79,NA,2569257,NFL,15972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones,RB,MIN,NA,NA,54.02,NA,0.43,NA,2.8,20.73,NA,NA,0.16,0.06,13.7,NA,2558116,NFL,13319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson,RB,WAS,NA,NA,60.24,NA,0.45,NA,2.39,17.52,NA,NA,0.09,0.07,13.27,NA,2568348,NFL,15716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,NA,71.44,NA,0.67,NA,1.09,7.91,NA,NA,0.05,0.06,13.23,NA,2556075,NFL,12626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAX,NA,NA,57.57,NA,0.39,NA,2.84,21.33,NA,NA,0.06,0.11,13.21,NA,2566157,NFL,15253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,NA,NA,59.61,NA,0.45,NA,2.33,16.48,NA,NA,0.07,0.07,12.92,NA,2562734,NFL,14080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,NA,62.7,NA,0.39,NA,2.03,15.7,NA,NA,0.1,0.06,12.69,NA,2567328,NFL,15715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,NA,58.42,NA,0.38,NA,2.41,17.78,NA,NA,0.07,0.06,12.61,NA,2566343,NFL,15259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,NA,NA,60.7,NA,0.6,NA,1.24,9.02,NA,NA,0.06,0.06,12.05,NA,2562502,NFL,14071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zack Moss,RB,CIN,NA,NA,51.17,NA,0.41,NA,2.33,16.82,NA,NA,0.07,NA,12.01,NA,2563617,NFL,14798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Najee Harris,RB,PIT,NA,NA,60.47,NA,0.44,NA,1.49,10.88,NA,NA,0.06,0.06,11.51,NA,2566448,NFL,15254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,NA,56.14,NA,0.35,NA,1.9,13.66,NA,NA,0.05,0.07,11.14,NA,2565899,NFL,15261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker III,RB,SEA,NA,NA,55.85,NA,0.4,NA,1.64,12.17,NA,NA,0.06,0.06,11.08,NA,2568282,NFL,15711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,NA,35.5,NA,0.26,NA,3.03,22.46,NA,NA,0.11,0.09,10.87,NA,2568315,NFL,15721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.K. Dobbins,RB,LAC,NA,NA,50.79,NA,0.36,NA,1.77,13.54,NA,NA,0.11,0.14,10.74,NA,2563548,NFL,14800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,NA,47.29,NA,0.33,NA,2.18,15.5,NA,NA,0.05,0.07,10.6,NA,2567469,NFL,15713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,TEN,NA,NA,52.36,NA,0.32,NA,1.87,13.76,NA,NA,0.05,0.05,10.6,NA,2562699,NFL,14085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Akers,RB,HOU,NA,NA,47.41,NA,0.36,NA,2,14.5,NA,NA,0.04,0.03,10.53,NA,2564319,NFL,14799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carson Steele,RB,KC,NA,NA,48.87,NA,0.4,NA,0.96,7.21,NA,NA,0.03,0.02,9.11,NA,2572847,NFL,16612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,DAL,NA,NA,34.12,NA,0.21,NA,2.11,15.28,NA,NA,0.09,NA,8.85,NA,2565295,NFL,14823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,MIA,NA,NA,42.44,NA,0.33,NA,1.34,9.71,NA,NA,0.06,0.06,8.78,NA,2553728,NFL,12447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,CHI,NA,NA,43.2,NA,0.21,NA,1.67,12.26,NA,NA,0.05,0.05,8.68,NA,2563965,NFL,14797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,KC,NA,NA,22.25,NA,0.19,NA,2.43,18.03,NA,NA,0.1,NA,8.2,NA,2558138,NFL,13133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DEN,NA,NA,33.45,NA,0.2,NA,1.92,13.86,NA,NA,0.05,0.04,8.07,NA,2566049,NFL,15256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyjae Spears,RB,TEN,NA,NA,27.19,NA,0.14,NA,2.21,16.17,NA,NA,0.12,0.05,8.01,NA,2569795,NFL,16165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Chandler,RB,MIN,NA,NA,30.82,NA,0.19,NA,1.75,13.25,NA,NA,0.08,0.07,7.64,NA,2567907,NFL,15723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zamir White,RB,LV,NA,NA,38.51,NA,0.27,NA,1.02,7.44,NA,NA,0.04,0.05,7.38,NA,2567883,NFL,15714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bucky Irving,RB,TB,NA,NA,38.1,NA,0.23,NA,1.12,8.53,NA,NA,0.04,0.08,7.24,NA,2572546,NFL,16598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braelon Allen,RB,NYJ,NA,NA,31.9,NA,0.23,NA,1.36,10.03,NA,NA,0.05,NA,7.23,NA,2572354,NFL,16596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,NA,NA,22.95,NA,0.16,NA,2,15.41,NA,NA,0.06,NA,7.16,NA,2569642,NFL,16181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,NA,NA,27.47,NA,0.19,NA,1.72,12.36,NA,NA,0.07,0.07,7.12,NA,2570335,NFL,16169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ezekiel Elliott,RB,DAL,NA,NA,24.23,NA,0.21,NA,1.78,12.92,NA,NA,0.07,0.03,7.12,NA,2555224,NFL,12625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
