id,src_id,pos,player,team,fg_50,fg_50_att,fg_49,fg_49_att,fg_39,fg_att_39,fg,fg_att,xp,xp_att,data_src,site_pts,opp,fg_0019,fg_2029,fg_3039,fg_4049,fg_miss,bye,draft_rank,fg_pct,xp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points
16414,26068,K,Brandon Aubrey,DAL,NA,NA,NA,NA,NA,NA,2.1,1.9,2.4,NA,FantasyPros,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15368,23297,K,Evan McPherson,CIN,NA,NA,NA,NA,NA,NA,1.9,2.1,2.9,NA,FantasyPros,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14244,18545,K,Matt Gay,IND,NA,NA,NA,NA,NA,NA,2,2.1,2.1,NA,FantasyPros,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15979,23901,K,Cameron Dicker,LAC,NA,NA,NA,NA,NA,NA,2.1,2.1,1.9,NA,FantasyPros,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14717,19058,K,Chase McLaughlin,TB,NA,NA,NA,NA,NA,NA,1.8,2,2.7,NA,FantasyPros,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10868,11345,K,Greg Zuerlein,NYJ,NA,NA,NA,NA,NA,NA,2,2.4,2.1,NA,FantasyPros,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14983,19760,K,Tyler Bass,BUF,NA,NA,NA,NA,NA,NA,1.7,1.9,2.9,NA,FantasyPros,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16846,26075,K,Jake Bates,DET,NA,NA,NA,NA,NA,NA,1.7,1.9,2.9,NA,FantasyPros,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10976,11465,K,Justin Tucker,BAL,NA,NA,NA,NA,NA,NA,1.8,2,2.5,NA,FantasyPros,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13718,17420,K,Daniel Carlson,LV,NA,NA,NA,NA,NA,NA,1.8,2.1,2.4,NA,FantasyPros,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11387,11818,K,Dustin Hopkins,CLE,NA,NA,NA,NA,NA,NA,1.9,2.1,2.2,NA,FantasyPros,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12437,14003,K,Jason Myers,SEA,NA,NA,NA,NA,NA,NA,1.8,2,2.4,NA,FantasyPros,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13403,16910,K,Younghoe Koo,ATL,NA,NA,NA,NA,NA,NA,1.8,2.1,2.2,NA,FantasyPros,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16444,25533,K,Blake Grupe,NO,NA,NA,NA,NA,NA,NA,1.8,2,2.4,NA,FantasyPros,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8851,9491,K,Nick Folk,TEN,NA,NA,NA,NA,NA,NA,1.8,2,2,NA,FantasyPros,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13303,16540,K,Jake Elliott,PHI,NA,NA,NA,NA,NA,NA,1.6,2.1,2.6,NA,FantasyPros,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11945,13731,K,Cairo Santos,CHI,NA,NA,NA,NA,NA,NA,1.8,2,1.9,NA,FantasyPros,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8930,9443,K,Matt Prater,ARI,NA,NA,NA,NA,NA,NA,1.6,2,2.5,NA,FantasyPros,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16775,26478,K,Joshua Karty,LAR,NA,NA,NA,NA,NA,NA,1.7,1.8,2,NA,FantasyPros,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16681,26341,K,Will Reichard,MIN,NA,NA,NA,NA,NA,NA,1.6,1.9,2,NA,FantasyPros,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12956,16026,K,Wil Lutz,DEN,NA,NA,NA,NA,NA,NA,1.7,1.9,1.9,NA,FantasyPros,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16680,26475,K,Cam Little,JAC,NA,NA,NA,NA,NA,NA,1.6,1.9,1.9,NA,FantasyPros,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11936,13029,K,Chris Boswell,PIT,NA,NA,NA,NA,NA,NA,1.5,1.9,2.1,NA,FantasyPros,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14600,19028,K,Joey Slye,NE,NA,NA,NA,NA,NA,NA,1.7,1.9,1.6,NA,FantasyPros,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13832,17533,K,Jason Sanders,MIA,NA,NA,NA,NA,NA,NA,1.4,1.8,2.3,NA,FantasyPros,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16873,26581,K,Brayden Narveson,GB,NA,NA,NA,NA,NA,NA,1.4,1.8,2.2,NA,FantasyPros,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13719,17575,K,Eddy Pineiro,CAR,NA,NA,NA,NA,NA,NA,1.5,1.9,1.7,NA,FantasyPros,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13898,17647,K,Greg Joseph,NYG,NA,NA,NA,NA,NA,NA,1.5,2.1,1.6,NA,FantasyPros,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14258,18689,K,Austin Seibert,WAS,NA,NA,NA,NA,NA,NA,1.3,1.8,2,NA,FantasyPros,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16414,NA,K,"Aubrey, Brandon",DAL,0.7,NA,NA,NA,NA,NA,2.3,2.5,2.8,2.9,FantasySharks,11.2,BAL,0,0.3,0.6,0.6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16444,NA,K,"Grupe, Blake",NOS,0.5,NA,NA,NA,NA,NA,2,2.3,3.3,3.4,FantasySharks,9.9,PHI,0,0.7,0.4,0.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13354,NA,K,"Butker, Harrison",KCC,0.4,NA,NA,NA,NA,NA,2.1,2.3,2.8,2.8,FantasySharks,9.9,@ATL,0.1,0.6,0.6,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11945,NA,K,"Santos, Cairo",CHI,0.6,NA,NA,NA,NA,NA,2.2,2.4,1.9,2,FantasySharks,9.6,@IND,0,0.5,0.6,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12860,NA,K,"Fairbairn, Ka'imi",HOU,0.8,NA,NA,NA,NA,NA,2.1,2.3,1.5,1.6,FantasySharks,9.5,@MIN,0,0.5,0.5,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13718,NA,K,"Carlson, Daniel",LVR,0.5,NA,NA,NA,NA,NA,2,2.3,2.3,2.3,FantasySharks,8.9,CAR,0,0.5,0.6,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10976,NA,K,"Tucker, Justin",BAL,0.1,NA,NA,NA,NA,NA,2.2,2.6,2.6,2.6,FantasySharks,8.9,@DAL,0,0.7,0.7,0.7,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14717,NA,K,"McLaughlin, Chase",TBB,0.5,NA,NA,NA,NA,NA,1.8,2,2.5,2.5,FantasySharks,8.8,DEN,0,0.4,0.7,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15368,NA,K,"McPherson, Evan",CIN,0.4,NA,NA,NA,NA,NA,1.8,2.1,2.4,2.6,FantasySharks,8.6,WAS,0,0.4,0.5,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11936,NA,K,"Boswell, Chris",PIT,0.6,NA,NA,NA,NA,NA,2,2.3,1.5,1.5,FantasySharks,8.6,LAC,0,0.6,0.4,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11387,NA,K,"Hopkins, Dustin",CLE,0.5,NA,NA,NA,NA,NA,2,2.1,1.7,1.9,FantasySharks,8.6,NYG,0,0.4,0.5,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15979,NA,K,"Dicker, Cameron",LAC,0.3,NA,NA,NA,NA,NA,1.9,2.1,1.9,2,FantasySharks,8.5,@PIT,0,0.5,0.4,0.6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16286,NA,K,"Moody, Jake",SFO,0.3,NA,NA,NA,NA,NA,1.7,1.9,3,3.1,FantasySharks,8.4,@LAR,0,0.5,0.5,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13303,NA,K,"Elliott, Jake",PHI,0.3,NA,NA,NA,NA,NA,1.7,1.7,2.8,2.9,FantasySharks,8.4,@NOS,0,0.6,0.5,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14983,NA,K,"Bass, Tyler",BUF,0.1,NA,NA,NA,NA,NA,1.6,1.8,3.4,3.5,FantasySharks,8.3,JAC,0,0.3,0.7,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12437,NA,K,"Myers, Jason",SEA,0.3,NA,NA,NA,NA,NA,2,2.3,1.9,1.9,FantasySharks,8.3,MIA,0,0.5,0.8,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8930,NA,K,"Prater, Matt",ARI,0.6,NA,NA,NA,NA,NA,1.9,2.2,2,2.1,FantasySharks,8.2,DET,0,0.3,0.6,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14258,NA,K,"Seibert, Austin",WAS,0.1,NA,NA,NA,NA,NA,2.2,2.5,1.4,1.6,FantasySharks,8.1,@CIN,0,0.9,0.6,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16873,NA,K,"Narveson, Brayden",GBP,0.1,NA,NA,NA,NA,NA,2.2,2.7,2,2.2,FantasySharks,8,@TEN,0,0.6,0.9,0.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16846,NA,K,"Bates, Jake",DET,0.1,NA,NA,NA,NA,NA,1.8,1.9,2.4,2.5,FantasySharks,7.8,@ARI,0,0.5,1,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13832,NA,K,"Sanders, Jason",MIA,0.3,NA,NA,NA,NA,NA,1.6,1.9,2.8,2.9,FantasySharks,7.6,@SEA,0,0.3,0.6,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13403,NA,K,"Koo, Younghoe",ATL,0.2,NA,NA,NA,NA,NA,1.9,2.2,1.7,1.8,FantasySharks,7.6,KCC,0,0.6,0.7,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10868,NA,K,"Zuerlein, Greg",NYJ,0.3,NA,NA,NA,NA,NA,1.8,2.2,1.3,1.3,FantasySharks,6.9,NEP,0,0.4,0.6,0.6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8851,NA,K,"Folk, Nick",TEN,0.2,NA,NA,NA,NA,NA,1.4,1.5,1.7,1.9,FantasySharks,6.6,GBP,0,0.4,0.4,0.4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16681,NA,K,"Reichard, Will",MIN,0.1,NA,NA,NA,NA,NA,1.4,1.6,2.4,2.5,FantasySharks,6.4,HOU,0,0.6,0.5,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14600,NA,K,"Slye, Joey",NEP,0.2,NA,NA,NA,NA,NA,1.6,2,1.9,2,FantasySharks,6.2,@NYJ,0,0.5,0.7,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16775,NA,K,"Karty, Joshua",LAR,0.2,NA,NA,NA,NA,NA,1.5,1.8,1.6,1.7,FantasySharks,6,SFO,0,0.7,0.3,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16680,NA,K,"Little, Cam",JAC,0.3,NA,NA,NA,NA,NA,1.6,2,1.7,1.7,FantasySharks,5.9,@BUF,0,0.5,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14244,NA,K,"Gay, Matt",IND,0.3,NA,NA,NA,NA,NA,1.6,2.1,1.8,1.8,FantasySharks,5.8,CHI,0,0.4,0.5,0.3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13719,NA,K,"Pineiro, Eddy",CAR,0.2,NA,NA,NA,NA,NA,1.5,1.7,1.2,1.3,FantasySharks,5.8,@LVR,0,0.3,0.5,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12956,NA,K,"Lutz, Wil",DEN,0.1,NA,NA,NA,NA,NA,1.5,1.8,1.4,1.4,FantasySharks,5.6,@TBB,0,0.5,0.6,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13898,NA,K,"Joseph, Greg",NYG,0.3,NA,NA,NA,NA,NA,1.3,1.7,1.5,1.6,FantasySharks,4.9,@CLE,0,0.4,0.4,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8851,4780,K,Nick Folk,TEN,NA,NA,NA,NA,NA,NA,2,2,2,2,FleaFlicker,11.99,GBSun 1:00 PM,NA,NA,NA,NA,NA,5,K29,2/2,1/1,25%,NA,NA,NA,NA,NA,NA,NA
14717,15412,K,Chase McLaughlin,TB,NA,NA,NA,NA,NA,NA,2,2,2.7,2.7,FleaFlicker,10.68,DENSun 1:00 PM,NA,NA,NA,NA,NA,1,K23,2/2,2/2,30%,NA,NA,NA,NA,NA,NA,NA
10976,8663,K,Justin Tucker,BAL,NA,NA,NA,NA,NA,NA,2,2,2.5,2.5,FleaFlicker,10.54,@DALSun 4:25 PM,NA,NA,NA,NA,NA,4,K3,2/2,2/2,97%,NA,NA,NA,NA,NA,NA,NA
12437,11124,K,Jason Myers,SEA,NA,NA,NA,NA,NA,NA,2,2,2.4,2.4,FleaFlicker,10.44,MIASun 4:05 PM,NA,NA,NA,NA,NA,0,K13,2/2,2/2,40%,NA,NA,NA,NA,NA,NA,NA
11387,9416,K,Dustin Hopkins,CLE,NA,NA,NA,NA,NA,NA,2,2.1,2.2,2.2,FleaFlicker,10.2,NYGSun 1:00 PM,NA,NA,NA,NA,NA,0,K22,2/2,2/2,29%,NA,NA,NA,NA,NA,NA,NA
10868,8608,K,Greg Zuerlein,NYJ,NA,NA,NA,NA,NA,NA,2,2.4,2.1,2.1,FleaFlicker,10.13,NEThu 8:15 PM,NA,NA,NA,NA,NA,2,K17,2/2,2/2,23%,NA,NA,NA,NA,NA,NA,NA
14244,14848,K,Matt Gay,IND,NA,NA,NA,NA,NA,NA,2,2.1,2.1,2.1,FleaFlicker,10.13,CHISun 1:00 PM,NA,NA,NA,NA,NA,4,K12,2/2,2/2,41%,NA,NA,NA,NA,NA,NA,NA
11936,10779,K,Chris Boswell,PIT,NA,NA,NA,NA,NA,NA,2,1.9,2.1,2.1,FleaFlicker,10.09,LACSun 1:00 PM,NA,NA,NA,NA,NA,9,K20,2/1,2/2,48%,NA,NA,NA,NA,NA,NA,NA
16680,18510,K,Cam Little,JAC,NA,NA,NA,NA,NA,NA,2,1.9,1.9,1.9,FleaFlicker,9.9,@BUFMon 7:30 PM,NA,NA,NA,NA,NA,2,K25,2/1,1/1,7%,NA,NA,NA,NA,NA,NA,NA
14983,15626,K,Tyler Bass,BUF,NA,NA,NA,NA,NA,NA,2,1.9,2.9,2.9,FleaFlicker,9.89,JACMon 7:30 PM,NA,NA,NA,NA,NA,2,K10,2/1,2/2,74%,NA,NA,NA,NA,NA,NA,NA
11945,10888,K,Cairo Santos,CHI,NA,NA,NA,NA,NA,NA,2,2,1.9,1.9,FleaFlicker,9.88,@INDSun 1:00 PM,NA,NA,NA,NA,NA,7,K15,2/1,1/1,40%,NA,NA,NA,NA,NA,NA,NA
16286,17665,K,Jake Moody,SF,NA,NA,NA,NA,NA,NA,2,2,2.8,2.8,FleaFlicker,9.79,@LARSun 4:25 PM,NA,NA,NA,NA,NA,9,K5,2/2,2/2,89%,NA,NA,NA,NA,NA,NA,NA
13303,13035,K,Jake Elliott,PHI,NA,NA,NA,NA,NA,NA,2,2.1,2.6,2.6,FleaFlicker,9.63,@NOSun 1:00 PM,NA,NA,NA,NA,NA,5,K4,2/2,2/2,87%,NA,NA,NA,NA,NA,NA,NA
14600,15366,K,Joey Slye,NE,NA,NA,NA,NA,NA,NA,2,1.9,1.6,1.6,FleaFlicker,9.58,@NYJThu 8:15 PM,NA,NA,NA,NA,NA,4,NA,2/1,1/1,4%,NA,NA,NA,NA,NA,NA,NA
13354,13124,K,Harrison Butker,KC,NA,NA,NA,NA,NA,NA,2,2.1,2.5,2.5,FleaFlicker,9.54,@ATLSun 8:20 PM,NA,NA,NA,NA,NA,6,K2,2/2,2/2,96%,NA,NA,NA,NA,NA,NA,NA
8930,4221,K,Matt Prater,ARI,NA,NA,NA,NA,NA,NA,2,2,2.5,2.5,FleaFlicker,9.46,DETSun 4:25 PM,NA,NA,NA,NA,NA,1,K16,2/2,2/2,11%,NA,NA,NA,NA,NA,NA,NA
