player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Curtis Samuel,WR,BUF,NA,NA,3.45,38.27,NA,NA,0.27,0.26,1.61,NA,0.01,NA,5.65,NA,curtis-samuel,NumberFire,13157,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,10.75,#14,142,55,7.39,5200,1.42,9.13,4400,2.08,7.39,11,0.67,NA
Jakobi Meyers,WR,LV,NA,NA,3.23,36.85,NA,NA,0.2,0.44,2.61,NA,0.02,NA,5.26,NA,jakobi-meyers,NumberFire,14127,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,10.22,#30,146,56,6.84,5300,1.29,8.49,5100,1.66,6.84,21,0.33,NA
Josh Reynolds,WR,DEN,NA,NA,3.13,41.75,NA,NA,0.17,0,0,NA,0,NA,5.15,NA,josh-reynolds,NumberFire,13168,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,10.07,#25,151,57,6.72,5200,1.29,8.32,4400,1.89,6.72,13,0.52,NA
Justin Watson,WR,KC,NA,NA,2.58,37.31,NA,NA,0.24,0,0,NA,0,NA,5.12,NA,justin-watson-1,NumberFire,13776,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,10.03,#10,152,58,6.42,4700,1.37,7.74,3200,2.42,6.42,10,0.64,NA
Darnell Mooney,WR,ATL,NA,NA,3,36.66,NA,NA,0.23,0,0,NA,0,NA,5.08,NA,darnell-mooney,NumberFire,14974,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,9.98,#19,153,59,6.57,5300,1.24,8.07,4100,1.97,6.57,16,0.41,NA
Jordan Whittington,WR,LA,NA,NA,3.19,38.53,NA,NA,0.19,0,0,NA,0,NA,4.92,NA,jordan-whittington,NumberFire,16633,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,9.76,#18,156,60,6.53,4600,1.42,8.16,4200,1.94,6.53,10,0.65,NA
Josh Downs,WR,IND,NA,NA,3.04,34.72,NA,NA,0.22,0,0,NA,0,NA,4.78,NA,josh-downs,NumberFire,16187,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,9.57,#4,159,61,6.31,5500,1.15,7.84,4700,1.67,6.31,14,0.45,NA
Keon Coleman,WR,BUF,NA,NA,2.73,33.69,NA,NA,0.23,0,0,NA,0,NA,4.76,NA,keon-coleman,NumberFire,16617,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,9.55,#14,160,62,6.09,5800,1.05,7.48,4800,1.56,6.09,15,0.41,NA
Wan'Dale Robinson,WR,NYG,NA,NA,3.84,32.55,NA,NA,0.16,0.66,3.76,NA,0.03,NA,4.73,NA,wan-dale-robinson,NumberFire,15757,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04,9.5,#15,161,63,6.67,5600,1.19,8.61,4400,1.96,6.67,20,0.33,NA
Michael Wilson,WR,ARI,NA,NA,2.59,34.25,NA,NA,0.21,0,0,NA,0,NA,4.69,NA,michael-wilson,NumberFire,16206,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.07,9.45,#23,162,64,5.98,5000,1.2,7.29,4100,1.78,5.98,15,0.4,NA
Allen Lazard,WR,NYJ,NA,NA,2.47,30.73,NA,NA,0.24,0,0,NA,0,NA,4.54,NA,allen-lazard,NumberFire,13632,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.17,9.25,#16,165,65,5.77,5500,1.05,7,3800,1.84,5.77,18,0.32,NA
Adonai Mitchell,WR,IND,NA,NA,2.7,32.29,NA,NA,0.21,0,0,NA,0,NA,4.48,NA,adonai-mitchell,NumberFire,16626,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,9.17,#4,167,66,5.82,5300,1.1,7.19,4000,1.8,5.82,10,0.58,NA
K.J. Osborn,WR,NE,NA,NA,2.93,36.95,NA,NA,0.14,0,0,NA,0,NA,4.47,NA,k-j-osborn,NumberFire,14977,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,9.15,#26,168,67,5.94,5000,1.19,7.45,3600,2.07,5.94,11,0.54,NA
Demario Douglas,WR,NE,NA,NA,2.76,35.48,NA,NA,0.12,0.29,1.59,NA,0.01,NA,4.46,NA,demario-douglas,NumberFire,16342,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,9.14,#26,169,68,5.81,4800,1.21,7.23,4300,1.68,5.81,11,0.53,NA
Greg Dortch,WR,ARI,NA,NA,2.83,29.52,NA,NA,0.21,0.28,1.52,NA,0.01,NA,4.43,NA,greg-dortch,NumberFire,14108,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24,9.1,#23,170,69,5.82,5100,1.14,7.25,4500,1.61,5.82,14,0.42,NA
Romeo Doubs,WR,GB,NA,NA,3.3,35.12,NA,NA,0.16,0,0,NA,0,NA,4.41,NA,romeo-doubs,NumberFire,15779,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.25,9.07,#8,171,70,6.08,5200,1.17,7.76,5600,1.39,6.08,18,0.34,NA
Xavier Legette,WR,CAR,NA,NA,2.94,35.75,NA,NA,0.15,0,0,NA,0,NA,4.39,NA,xavier-legette,NumberFire,16639,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27,9.05,#11,172,71,5.89,4600,1.28,7.4,4500,1.64,5.89,12,0.49,NA
Rashod Bateman,WR,BAL,NA,NA,2.44,32.64,NA,NA,0.18,0,0,NA,0,NA,4.33,NA,rashod-bateman,NumberFire,15293,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,8.96,#21,173,72,5.54,4900,1.13,6.78,3800,1.78,5.54,13,0.43,NA
Elijah Moore,WR,CLE,NA,NA,3.1,29.92,NA,NA,0.22,0,0,NA,0,NA,4.28,NA,elijah-moore,NumberFire,15288,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34,8.9,#27,176,73,5.82,4900,1.19,7.4,3600,2.06,5.82,12,0.49,NA
Noah Brown,WR,WSH,NA,NA,2.38,34.93,NA,NA,0.13,0,0,NA,0,NA,4.27,NA,noah-brown,NumberFire,13172,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34,8.88,#13,177,74,5.44,4500,1.21,6.65,3300,2.02,5.44,11,0.49,NA
Chris Conley,WR,SF,NA,NA,2.36,29.03,NA,NA,0.22,0,0,NA,0,NA,4.19,NA,chris-conley,NumberFire,12257,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,8.77,#32,178,75,5.36,4200,1.28,6.57,3200,2.05,5.36,10,0.54,NA
Jahan Dotson,WR,PHI,NA,NA,2.47,31.24,NA,NA,0.18,0,0,NA,0,NA,4.18,NA,jahan-dotson,NumberFire,15755,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,8.76,#2,179,76,5.42,5500,0.99,6.67,4500,1.48,5.42,10,0.54,NA
Andrei Iosivas,WR,CIN,NA,NA,2.38,26.34,NA,NA,0.23,0,0,NA,0,NA,4,NA,andrei-iosivas,NumberFire,16207,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52,8.52,#31,186,77,5.16,5900,0.87,6.38,4300,1.48,5.16,15,0.34,NA
Alec Pierce,WR,IND,NA,NA,2.1,30.1,NA,NA,0.16,0,0,NA,0,NA,3.96,NA,alec-pierce,NumberFire,15768,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.54,8.46,#4,189,78,4.98,5800,0.86,6.05,4800,1.26,4.98,19,0.26,NA
DeAndre Carter,WR,CHI,NA,NA,2.57,30.9,NA,NA,0.18,0,0,NA,0,NA,3.91,NA,deandre-carter,NumberFire,12394,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.58,8.4,#28,190,79,5.24,4600,1.14,6.64,3200,2.08,5.24,10,0.52,NA
Jonathan Mingo,WR,CAR,NA,NA,2.6,30.04,NA,NA,0.13,0.27,1.56,NA,0.01,NA,3.91,NA,jonathan-mingo,NumberFire,16197,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.58,8.4,#11,190,79,5.24,4500,1.16,6.58,3000,2.19,5.24,10,0.52,NA
Ray-Ray McCloud,WR,ATL,NA,NA,2.88,26.48,NA,NA,0.21,0.27,1.56,NA,0.01,NA,3.89,NA,ray-ray-mccloud,NumberFire,13641,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59,8.37,#19,192,81,5.34,4900,1.09,6.9,NA,NA,5.34,10,0.53,NA
Brandon Powell,WR,MIN,NA,NA,2.93,28.81,NA,NA,0.18,0,0,NA,0,NA,3.88,NA,brandon-powell,NumberFire,13910,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6,8.36,#9,193,82,5.35,4500,1.19,6.86,3400,2.02,5.35,10,0.54,NA
Tyler Boyd,WR,TEN,NA,NA,2.56,28.69,NA,NA,0.15,0,0,NA,0,NA,3.75,NA,tyler-boyd,NumberFire,12650,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.68,8.18,#20,194,83,5.05,4900,1.03,6.34,4300,1.47,5.05,10,0.51,NA
Darius Slayton,WR,NYG,NA,NA,2.4,29.88,NA,NA,0.12,0,0,NA,0,NA,3.67,NA,darius-slayton,NumberFire,14122,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.73,8.07,#15,196,84,4.87,4800,1.01,6.1,3900,1.56,4.87,15,0.32,NA
Jalen McMillan,WR,TB,NA,NA,2.22,26.91,NA,NA,0.16,0,0,NA,0,NA,3.58,NA,jalen-mcmillan,NumberFire,16628,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.79,7.95,#12,198,85,4.7,5000,0.94,5.84,3700,1.58,4.7,10,0.47,NA
Tim Patrick,WR,DET,NA,NA,1.91,25.13,NA,NA,0.16,0,0,NA,0,NA,3.46,NA,tim-patrick,NumberFire,13377,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.87,7.79,#22,199,86,4.39,4200,1.05,5.36,3300,1.62,4.39,10,0.44,NA
Marvin Mims,WR,DEN,NA,NA,2.12,27.11,NA,NA,0.12,0.14,0.71,NA,0,NA,3.45,NA,marvin-mims,NumberFire,16189,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.87,7.77,#25,200,87,4.48,4300,1.04,5.58,NA,NA,4.48,NA,NA,NA
Britain Covey,WR,PHI,NA,NA,2.09,25.92,NA,NA,0.16,0,0,NA,0,NA,3.43,NA,britain-covey,NumberFire,15772,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.89,7.75,#2,201,88,4.5,4400,1.02,5.59,3200,1.75,4.5,10,0.45,NA
Christian Watson,WR,GB,NA,NA,2.14,26.63,NA,NA,0.11,0,0,NA,0,NA,3.33,NA,christian-watson,NumberFire,15789,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.95,7.61,#8,204,89,4.37,5400,0.81,5.45,4900,1.11,4.37,18,0.24,NA
Dontayvion Wicks,WR,GB,NA,NA,2.34,27.45,NA,NA,0.1,0,0,NA,0,NA,3.3,NA,dontayvion-wicks,NumberFire,16195,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.97,7.57,#8,205,90,4.46,4700,0.95,5.67,4600,1.23,4.46,15,0.3,NA
Van Jefferson,WR,PIT,NA,NA,1.77,24.15,NA,NA,0.12,0,0,NA,0,NA,3.14,NA,van-jefferson,NumberFire,14858,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.08,7.36,#1,209,91,4,4800,0.83,4.9,3300,1.48,4,10,0.4,NA
Laviska Shenault,WR,SEA,NA,NA,1.11,11.21,NA,NA,0.07,2.04,10.62,NA,0.08,NA,3.04,NA,laviska-shenault,NumberFire,14838,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14,7.22,#17,211,92,3.6,4300,0.84,4.17,3000,1.39,3.6,10,0.36,NA
Ja'Lynn Polk,WR,NE,NA,NA,1.95,22.8,NA,NA,0.09,0.29,1.59,NA,0.01,NA,2.99,NA,ja-lynn-polk,NumberFire,16631,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.17,7.15,#26,212,93,3.95,5100,0.77,4.96,3900,1.27,3.95,10,0.4,NA
Cedric Tillman,WR,CLE,NA,NA,1.97,20.33,NA,NA,0.15,0,0,NA,0,NA,2.89,NA,cedric-tillman-1,NumberFire,16191,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.24,7.02,#27,214,94,3.86,4200,0.92,4.87,3000,1.62,3.86,10,0.39,NA
Jalen Tolbert,WR,DAL,NA,NA,1.82,20.85,NA,NA,0.14,0,0,NA,0,NA,2.87,NA,jalen-tolbert,NumberFire,15788,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.25,6.99,#24,215,95,3.8,4900,0.78,4.73,3800,1.24,3.8,13,0.29,NA
Olamide Zaccheaus,WR,WSH,NA,NA,1.52,21.53,NA,NA,0.1,0,0,NA,0,NA,2.74,NA,olamide-zaccheaus,NumberFire,14592,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.33,6.81,#13,218,96,3.49,4400,0.79,4.26,3000,1.42,3.49,10,0.35,NA
Trent Sherfield,WR,MIN,NA,NA,1.64,19.2,NA,NA,0.11,0,0,NA,0,NA,2.57,NA,trent-sherfield,NumberFire,13893,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.44,6.58,#9,226,97,3.38,4200,0.8,4.21,NA,NA,3.38,NA,NA,NA
Mack Hollins,WR,BUF,NA,NA,1.35,17.53,NA,NA,0.12,0,0,NA,0,NA,2.44,NA,mack-hollins,NumberFire,13289,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.53,6.41,#14,228,98,3.13,4800,0.65,3.81,3200,1.19,3.13,10,0.31,NA
Nelson Agholor,WR,BAL,NA,NA,1.33,16.72,NA,NA,0.12,0,0,NA,0,NA,2.38,NA,nelson-agholor,NumberFire,12181,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.57,6.33,#21,229,99,3.02,4300,0.7,3.7,3500,1.06,3.02,10,0.3,NA
Troy Franklin,WR,DEN,NA,NA,1.55,18.52,NA,NA,0.09,0,0,NA,0,NA,2.34,NA,troy-franklin,NumberFire,16619,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.59,6.27,#25,231,100,3.11,4200,0.74,3.91,3000,1.3,3.11,10,0.31,NA
Derius Davis,WR,LAC,NA,NA,1.57,19.33,NA,NA,0.07,0,0,NA,0,NA,2.32,NA,derius-davis,NumberFire,16299,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.61,6.25,#5,232,101,3.08,4100,0.75,3.89,3000,1.3,3.08,10,0.31,NA
Marquez Valdes-Scantling,WR,BUF,NA,NA,1.06,16.16,NA,NA,0.11,0,0,NA,0,NA,2.25,NA,marquez-valdes-scantling,NumberFire,13793,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.65,6.15,#14,235,102,2.79,4400,0.63,3.33,3100,1.07,2.79,10,0.28,NA
Tre Tucker,WR,LV,NA,NA,1.28,15.43,NA,NA,0.09,0,0,NA,0,NA,2.05,NA,tre-tucker,NumberFire,16287,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.78,5.88,#30,237,103,2.7,4700,0.57,3.35,3300,1.02,2.7,13,0.21,NA
Dyami Brown,WR,WSH,NA,NA,1.12,15.42,NA,NA,0.07,0,0,NA,0,NA,1.93,NA,dyami-brown,NumberFire,15292,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.86,5.72,#13,241,104,2.5,4100,0.61,3.07,3200,0.96,2.5,10,0.25,NA
Parker Washington,WR,JAC,NA,NA,1.36,14.25,NA,NA,0.09,0,0,NA,0,NA,1.92,NA,parker-washington,NumberFire,16192,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.87,5.71,#7,242,105,2.59,4300,0.6,3.3,3000,1.1,2.59,10,0.26,NA
Cedrick Wilson,WR,NO,NA,NA,1.05,12.6,NA,NA,0.11,0,0,NA,0,NA,1.88,NA,cedrick-wilson,NumberFire,13652,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.89,5.65,#29,246,106,2.41,4300,0.56,2.95,3500,0.84,2.41,NA,NA,NA
Calvin Austin III,WR,PIT,NA,NA,1.17,13.82,NA,NA,0.07,0,0,NA,0,NA,1.8,NA,calvin-austin-iii,NumberFire,15777,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.94,5.54,#1,247,107,2.35,4200,0.56,2.95,3000,0.98,2.35,10,0.24,NA
Treylon Burks,WR,TEN,NA,NA,1.01,13.62,NA,NA,0.06,0,0,NA,0,NA,1.71,NA,treylon-burks,NumberFire,15752,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,5.42,#20,248,108,2.21,4500,0.49,2.72,3200,0.85,2.21,10,0.22,NA
Jacob Cowing,WR,SF,NA,NA,0.97,11.35,NA,NA,0.1,0,0,NA,0,NA,1.68,NA,jacob-cowing,NumberFire,16640,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.02,5.38,#32,249,109,2.18,4000,0.55,2.69,3000,0.9,2.18,10,0.22,NA
Jake Bobo,WR,SEA,NA,NA,1.02,11.64,NA,NA,0.08,0,0,NA,0,NA,1.6,NA,jake-bobo,NumberFire,16393,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.07,5.27,#17,250,110,2.13,4400,0.48,2.65,3000,0.88,2.13,10,0.21,NA
Luke McCaffrey,WR,WSH,NA,NA,0.99,12.37,NA,NA,0.06,0,0,NA,0,NA,1.55,NA,luke-mccaffrey,NumberFire,16635,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.11,5.21,#13,251,111,2.07,4300,0.48,2.58,3700,0.7,2.07,10,0.21,NA
Jalen Brooks,WR,DAL,NA,NA,0.93,10.8,NA,NA,0.08,0,0,NA,0,NA,1.54,NA,jalen-brooks,NumberFire,16364,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.11,5.19,#24,253,112,2.01,4300,0.47,2.48,3100,0.8,2.01,10,0.2,NA
Jalin Hyatt,WR,NYG,NA,NA,1.13,12.36,NA,NA,0.05,0,0,NA,0,NA,1.5,NA,jalin-hyatt,NumberFire,16183,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.14,5.14,#15,254,113,2.06,4500,0.46,2.65,3100,0.85,2.06,10,0.21,NA
Kalif Raymond,WR,DET,NA,NA,0.86,11.56,NA,NA,0.06,0,0,NA,0,NA,1.48,NA,kalif-raymond,NumberFire,13066,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.15,5.11,#22,255,114,1.89,4800,0.39,2.35,3600,0.65,1.89,10,0.19,NA
Phillip Dorsett,WR,DEN,NA,NA,0.96,11.29,NA,NA,0.06,0,0,NA,0,NA,1.45,NA,phillip-dorsett,NumberFire,12188,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.17,5.07,#25,258,115,1.95,4000,0.49,2.44,NA,NA,1.95,NA,NA,NA
David Moore,WR,CAR,NA,NA,0.77,11.19,NA,NA,0.05,0,0,NA,0,NA,1.39,NA,david-moore,NumberFire,13348,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.21,4.99,#11,260,116,1.76,4200,0.42,2.17,3000,0.72,1.76,10,0.18,NA
KaVontae Turpin,WR,DAL,NA,NA,0.72,8.11,NA,NA,0.06,0.25,1.35,NA,0.01,NA,1.36,NA,kavontae-turpin,NumberFire,15981,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.23,4.95,#24,262,117,1.69,4400,0.38,2.07,3300,0.63,1.69,10,0.17,NA
Ashton Dulin,WR,IND,NA,NA,0.73,9.17,NA,NA,0.06,0,0,NA,0,NA,1.27,NA,ashton-dulin,NumberFire,14315,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.29,4.83,#4,267,118,1.62,4500,0.36,2,3200,0.63,1.62,10,0.16,NA
Braxton Berrios,WR,MIA,NA,NA,1.17,10.05,NA,NA,0.05,0,0,NA,0,NA,1.26,NA,braxton-berrios,NumberFire,13638,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.29,4.81,#6,268,119,1.85,4300,0.43,2.46,3100,0.79,1.85,10,0.19,NA
Trey Palmer,WR,TB,NA,NA,0.8,9.04,NA,NA,0.06,0,0,NA,0,NA,1.22,NA,trey-palmer,NumberFire,16199,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.32,4.76,#12,270,120,1.64,4400,0.37,2.05,3100,0.66,1.64,10,0.16,NA
Johnny Wilson,WR,PHI,NA,NA,0.72,9.01,NA,NA,0.05,0,0,NA,0,NA,1.21,NA,johnny-wilson,NumberFire,16625,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.33,4.75,#2,271,121,1.54,4500,0.34,1.91,3300,0.58,1.54,10,0.15,NA
Jamison Crowder,WR,WSH,NA,NA,0.82,9.01,NA,NA,0.05,0,0,NA,0,NA,1.17,NA,jamison-crowder,NumberFire,12184,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.35,4.69,#13,273,122,1.59,4100,0.39,2.01,3000,0.67,1.59,10,0.16,NA
Jermaine Burton,WR,CIN,NA,NA,0.63,7.69,NA,NA,0.07,0,0,NA,0,NA,1.15,NA,jermaine-burton,NumberFire,16632,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.36,4.66,#31,275,123,1.48,4600,0.32,1.81,3000,0.6,1.48,10,0.15,NA
Malachi Corley,WR,NYJ,NA,NA,0.67,7.76,NA,NA,0.06,0,0,NA,0,NA,1.1,NA,malachi-corley,NumberFire,16636,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.4,4.6,#16,276,124,1.47,4100,0.36,1.81,3000,0.6,1.47,10,0.15,NA
Tyler Scott,WR,CHI,NA,NA,0.57,6.76,NA,NA,0.04,0,0,NA,0,NA,0.92,NA,tyler-scott,NumberFire,16205,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.51,4.35,#28,282,125,1.18,4000,0.3,1.48,3000,0.49,1.18,10,0.12,NA
Ronnie Bell,WR,SF,NA,NA,0.53,6.12,NA,NA,0.05,0,0,NA,0,NA,0.92,NA,ronnie-bell,NumberFire,16202,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.51,4.35,#32,282,125,1.16,4100,0.28,1.43,3000,0.48,1.16,10,0.12,NA
