id,src_id,pos,player,team,dst_int,dst_fum_recvr,dst_sacks,dst_fumbles,dst_tackles,dst_td,dst_yds_against,dst_pts_against,data_src,dst_fum_rec,dst_fum_force,dst_safety,dst_pts_allowed,dst_yds_allowed,site_pts,opp,bye,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
0530,san-francisco-dst,D,San Francisco D/ST,SF,0.75,NA,2.73,NA,NA,0.19,NA,NA,NumberFire,0.44,NA,NA,18.5,336.34,8.03,LA,NA,NA,NA,NA,1.83,14.23,#20,11,8.04,4400,1.83,8.04,3500,2.3,8.04,14,0.57
0502,indianapolis-dst,D,Indianapolis D/ST,IND,0.74,NA,2.93,NA,NA,0.18,NA,NA,NumberFire,0.6,NA,NA,21,326.2,7.76,CHI,NA,NA,NA,NA,1.62,13.9,#30,12,7.78,3800,2.05,7.78,3200,2.43,7.78,12,0.65
0523,green-bay-dst,D,Green Bay D/ST,GB,0.66,NA,3,NA,NA,0.18,NA,NA,NumberFire,0.5,NA,NA,20,319.5,7.72,TEN,NA,NA,NA,NA,1.59,13.85,#27,13,7.72,4000,1.93,7.72,3300,2.34,7.72,15,0.51
0501,buffalo-dst,D,Buffalo D/ST,BUF,0.74,NA,2.56,NA,NA,0.18,NA,NA,NumberFire,0.58,NA,NA,20.5,330.03,7.51,JAC,NA,NA,NA,NA,1.42,13.6,#19,14,7.5,4500,1.67,7.5,2900,2.59,7.5,17,0.44
0512,kansas-city-dst,D,Kansas City D/ST,KC,0.63,NA,2.53,NA,NA,0.17,NA,NA,NumberFire,0.62,NA,NA,21.5,328.82,7.04,ATL,NA,NA,NA,NA,1.04,13.04,#21,15,7.02,4500,1.56,7.02,3400,2.06,7.02,14,0.5
0531,baltimore-dst,D,Baltimore D/ST,BAL,0.76,NA,3.01,NA,NA,0.16,NA,NA,NumberFire,0.46,NA,NA,23,330.39,7.02,DAL,NA,NA,NA,NA,1.03,13.01,#24,16,7,4000,1.75,7,3100,2.26,7,12,0.58
0517,new-york-giants-dst,D,New York Giants D/ST,NYG,0.67,NA,3.02,NA,NA,0.15,NA,NA,NumberFire,0.54,NA,NA,23,319.79,6.96,CLE,NA,NA,NA,NA,0.98,12.94,#29,17,6.93,3300,2.1,6.93,3200,2.17,6.93,12,0.58
0511,denver-dst,D,Denver D/ST,DEN,0.85,NA,2.77,NA,NA,0.15,NA,NA,NumberFire,0.49,NA,NA,23.5,334.51,6.83,TB,NA,NA,NA,NA,0.88,12.78,#3,18,6.82,3200,2.13,6.82,2500,2.73,6.82,16,0.43
0521,chicago-dst,D,Chicago D/ST,CHI,0.68,NA,2.37,NA,NA,0.16,NA,NA,NumberFire,0.6,NA,NA,22.5,336.93,6.64,IND,NA,NA,NA,NA,0.72,12.56,#16,19,6.62,3800,1.74,6.62,2600,2.55,6.62,19,0.35
0524,minnesota-dst,D,Minnesota D/ST,MIN,0.66,NA,3.1,NA,NA,0.15,NA,NA,NumberFire,0.4,NA,NA,24,352.2,6.51,HOU,NA,NA,NA,NA,0.62,12.4,#7,20,6.49,4100,1.58,6.49,2400,2.7,6.49,20,0.32
0503,miami-dst,D,Miami D/ST,MIA,0.86,NA,2.52,NA,NA,0.15,NA,NA,NumberFire,0.31,NA,NA,23,336.97,6.4,SEA,NA,NA,NA,NA,0.53,12.27,#12,21,6.35,3500,1.81,6.35,2500,2.54,6.35,11,0.58
0529,new-orleans-dst,D,New Orleans D/ST,NO,0.72,NA,2.47,NA,NA,0.16,NA,NA,NumberFire,0.51,NA,NA,23.5,337.98,6.39,PHI,NA,NA,NA,NA,0.52,12.26,#6,22,6.38,4300,1.48,6.38,2600,2.45,6.38,16,0.4
0516,dallas-dst,D,Dallas D/ST,DAL,0.65,NA,2.62,NA,NA,0.15,NA,NA,NumberFire,0.47,NA,NA,24.5,361.17,6.02,BAL,NA,NA,NA,NA,0.23,11.81,#14,23,6.02,3900,1.54,6.02,3400,1.77,6.02,15,0.4
0528,los-angeles-rams-d-st,D,Los Angeles Rams D/ST,LA,0.67,NA,2.56,NA,NA,0.14,NA,NA,NumberFire,0.54,NA,NA,25,346.29,5.96,SF,NA,NA,NA,NA,0.18,11.74,#9,24,5.94,3400,1.75,5.94,2300,2.58,5.94,10,0.59
0527,carolina-dst,D,Carolina D/ST,CAR,0.58,NA,1.98,NA,NA,0.16,NA,NA,NumberFire,0.56,NA,NA,22.5,310.9,5.92,LV,NA,NA,NA,NA,0.15,11.69,#28,25,5.93,3000,1.98,5.93,2400,2.47,5.93,12,0.49
0522,detroit-dst,D,Detroit D/ST,DET,0.66,NA,2.3,NA,NA,0.16,NA,NA,NumberFire,0.48,NA,NA,24.25,346.43,5.85,ARI,NA,NA,NA,NA,0.09,11.61,#2,26,5.79,3600,1.61,5.79,2900,2,5.79,13,0.45
0526,atlanta-dst,D,Atlanta D/ST,ATL,0.65,NA,2.44,NA,NA,0.14,NA,NA,NumberFire,0.52,NA,NA,25,339.82,5.81,KC,NA,NA,NA,NA,0.06,11.56,#11,27,5.76,3100,1.86,5.76,2400,2.4,5.76,10,0.58
0520,washington-dst,D,Washington D/ST,WSH,0.7,NA,3.2,NA,NA,0.13,NA,NA,NumberFire,0.37,NA,NA,27,340.73,5.8,CIN,NA,NA,NA,NA,0.05,11.55,#22,28,5.78,3500,1.65,5.78,2500,2.31,5.78,NA,NA
0509,jacksonville-dst,D,Jacksonville D/ST,JAC,0.84,NA,2.03,NA,NA,0.14,NA,NA,NumberFire,0.49,NA,NA,25,359.2,5.7,BUF,NA,NA,NA,NA,-0.03,11.43,#5,29,5.67,3300,1.72,5.67,2700,2.1,5.67,10,0.57
0518,philadelphia-dst,D,Philadelphia D/ST,PHI,0.67,NA,2.78,NA,NA,0.15,NA,NA,NumberFire,0.39,NA,NA,26,342.64,5.67,NO,NA,NA,NA,NA,-0.05,11.39,#1,30,5.65,3700,1.53,5.65,2800,2.02,5.65,10,0.57
0504,new-england-dst,D,New England D/ST,NE,0.34,NA,1.98,NA,NA,0.15,NA,NA,NumberFire,0.39,NA,NA,22.5,320.59,5.11,NYJ,NA,NA,NA,NA,-0.5,10.72,#15,31,5.11,3400,1.5,5.11,2600,1.97,5.11,14,0.37
0519,arizona-dst,D,Arizona D/ST,ARI,0.68,NA,2.1,NA,NA,0.13,NA,NA,NumberFire,0.41,NA,NA,27.25,378.27,4.73,DET,NA,NA,NA,NA,-0.8,10.26,#13,32,4.75,3600,1.32,4.75,2300,2.07,4.75,16,0.3
0507,100007,DST,NA,Cleveland Browns,0.87,NA,2.94,NA,NA,0.2,NA,NA,NFL,0.67,NA,0.07,18,NA,7.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0525,100031,DST,NA,Tampa Bay Buccaneers DEF  View News,0.87,NA,2.98,NA,NA,0.14,NA,NA,NFL,0.65,NA,0.07,16.5,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0505,100024,DST,NA,New York Jets,0.87,NA,2.8,NA,NA,0.18,NA,NA,NFL,0.59,NA,0.06,16.25,NA,6.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0513,100018,DST,NA,Las Vegas Raiders,0.83,NA,2.95,NA,NA,0.14,NA,NA,NFL,0.62,NA,0.07,19.5,NA,6.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0515,100030,DST,NA,Seattle Seahawks DEF  View News,0.85,NA,2.83,NA,NA,0.14,NA,NA,NFL,0.6,NA,0.07,18.25,NA,6.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0514,100028,DST,NA,Los Angeles Chargers,0.78,NA,2.72,NA,NA,0.16,NA,NA,NFL,0.6,NA,0.08,18.75,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0530,100029,DST,NA,San Francisco 49ers DEF  View News,0.8,NA,2.68,NA,NA,0.16,NA,NA,NFL,0.56,NA,0.05,18,NA,6.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0501,100003,DST,NA,Buffalo Bills,0.82,NA,2.64,NA,NA,0.13,NA,NA,NFL,0.57,NA,0.06,22.25,NA,6.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0510,100027,DST,NA,Pittsburgh Steelers,0.76,NA,2.62,NA,NA,0.17,NA,NA,NFL,0.52,NA,0.06,20.25,NA,6.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0506,100006,DST,NA,Cincinnati Bengals,0.82,NA,2.52,NA,NA,0.14,NA,NA,NFL,0.56,NA,0.07,20.25,NA,6.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0523,100011,DST,NA,Green Bay Packers DEF  View News,0.82,NA,2.57,NA,NA,0.13,NA,NA,NFL,0.57,NA,0.06,20.25,NA,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0508,100012,DST,NA,Tennessee Titans,0.77,NA,2.52,NA,NA,0.14,NA,NA,NFL,0.6,NA,0.07,23.75,NA,6.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0512,100016,DST,NA,Kansas City Chiefs,0.76,NA,2.44,NA,NA,0.15,NA,NA,NFL,0.54,NA,0.05,23,NA,6.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0521,100005,DST,NA,Chicago Bears DEF  View News,0.76,NA,2.46,NA,NA,0.12,NA,NA,NFL,0.59,NA,0.06,24.5,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0531,100002,DST,NA,Baltimore Ravens,0.71,NA,2.38,NA,NA,0.15,NA,NA,NFL,0.51,NA,0.05,24.5,NA,5.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0532,100013,DST,NA,Houston Texans,0.73,NA,2.42,NA,NA,0.11,NA,NA,NFL,0.57,NA,0.06,21.5,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0511,100009,DST,NA,Denver Broncos,0.73,NA,2.34,NA,NA,0.12,NA,NA,NFL,0.56,NA,0.06,23.25,NA,5.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0502,100014,DST,NA,Indianapolis Colts,0.73,NA,2.36,NA,NA,0.12,NA,NA,NFL,0.55,NA,0.06,22.5,NA,5.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0503,100019,DST,NA,Miami Dolphins,0.72,NA,2.39,NA,NA,0.11,NA,NA,NFL,0.56,NA,0.06,23.5,NA,5.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0517,100023,DST,NA,New York Giants DEF  View News,0.65,NA,2.43,NA,NA,0.12,NA,NA,NFL,0.53,NA,0.06,24.5,NA,5.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0527,100004,DST,NA,Carolina Panthers DEF  View News,0.69,NA,2.23,NA,NA,0.14,NA,NA,NFL,0.52,NA,0.07,22.5,NA,5.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0529,100022,DST,NA,New Orleans Saints DEF  View News,0.74,NA,2.34,NA,NA,0.11,NA,NA,NFL,0.51,NA,0.06,24,NA,5.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0504,100021,DST,NA,New England Patriots,0.69,NA,2.36,NA,NA,0.11,NA,NA,NFL,0.51,NA,0.06,24.75,NA,5.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0516,100008,DST,NA,Dallas Cowboys DEF  View News,0.68,NA,2.14,NA,NA,0.14,NA,NA,NFL,0.46,NA,0.05,24.5,NA,5.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0528,100017,DST,NA,Los Angeles Rams DEF  View News,0.66,NA,2.26,NA,NA,0.11,NA,NA,NFL,0.49,NA,0.06,25.75,NA,5.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0524,100020,DST,NA,Minnesota Vikings DEF  View News,0.66,NA,2.34,NA,NA,0.11,NA,NA,NFL,0.44,NA,0.06,24,NA,5.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0518,100025,DST,NA,Philadelphia Eagles DEF  View News,0.67,NA,2.2,NA,NA,0.1,NA,NA,NFL,0.45,NA,0.05,25.5,NA,5.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0509,100015,DST,NA,Jacksonville Jaguars,0.63,NA,2.21,NA,NA,0.1,NA,NA,NFL,0.46,NA,0.05,25.5,NA,5.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0519,100026,DST,NA,Arizona Cardinals DEF  View News,0.66,NA,2,NA,NA,0.11,NA,NA,NFL,0.48,NA,0.06,27.75,NA,5.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0522,100010,DST,NA,Detroit Lions DEF  View News,0.69,NA,2.09,NA,NA,0.1,NA,NA,NFL,0.43,NA,0.05,24.75,NA,5.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0526,100001,DST,NA,Atlanta Falcons DEF  View News,0.66,NA,2.03,NA,NA,0.1,NA,NA,NFL,0.46,NA,0.05,25,NA,4.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0520,100032,DST,NA,Washington Commanders DEF  View News,0.63,NA,2.02,NA,NA,0.1,NA,NA,NFL,0.46,NA,0.05,28.25,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
