player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_tds,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
Devin Culp,TE,TB,NA,NA,0.1,0.7,NA,NA,0,0,0.1,NA,26440,FantasyPros,16796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner McLachlan,TE,CIN,NA,NA,0.1,0.7,NA,NA,0,0,0.1,NA,26352,FantasyPros,16765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tip Reiman,TE,ARI,NA,NA,0.1,0.7,NA,NA,0,0,0.1,NA,26432,FantasyPros,16706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kittle, George",TE,SFO,NA,5.5,4.2,59,NA,NA,0.5,0,9,NA,NA,FantasySharks,13299,NA,0,NA,NA,NA,NA,NA,0,@BUF,1.2,0.3,0.2,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kelce, Travis",TE,KCC,NA,9.5,7.2,65,NA,NA,0.3,0.1,8.1,NA,NA,FantasySharks,11244,NA,0,NA,NA,NA,NA,NA,0,LVR,1.6,0.3,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McBride, Trey",TE,ARI,NA,7.2,5.5,62,NA,NA,0.1,0,7,NA,NA,FantasySharks,15794,NA,0,NA,NA,NA,NA,NA,0.1,@MIN,0.8,0.1,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bowers, Brock",TE,LVR,NA,7.7,5.3,55,NA,NA,0.2,0,7,NA,NA,FantasySharks,16641,NA,0,NA,NA,NA,NA,NA,0,@KCC,1,0,0,0.2,0,0,0.1,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Jonnu",TE,MIA,NA,5.7,4.3,48,NA,NA,0.3,0,6.8,NA,NA,FantasySharks,13193,NA,-0.1,NA,NA,NA,NA,NA,0,@GBP,0.8,0.2,0.1,0,0,0,0.1,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andrews, Mark",TE,BAL,NA,4.2,3.2,37,NA,NA,0.5,0,6.8,NA,NA,FantasySharks,13671,NA,0,NA,NA,NA,NA,NA,0,PHI,0.9,0.3,0.2,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LaPorta, Sam",TE,DET,NA,5.3,3.6,42,NA,NA,0.4,0,6.8,NA,NA,FantasySharks,16214,NA,0,NA,NA,NA,NA,NA,0,CHI,1.1,0.2,0.1,0.1,0,0,0.1,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Otton, Cade",TE,TBB,NA,7,4.6,46,NA,NA,0.4,0.1,6.7,NA,NA,FantasySharks,15802,NA,-0.2,NA,NA,NA,NA,NA,0,@CAR,1.2,0.2,0.1,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kraft, Tucker",TE,GBP,NA,4.4,3,35,NA,NA,0.5,0.1,6.3,NA,NA,FantasySharks,16222,NA,0,NA,NA,NA,NA,NA,0,MIA,1.1,0.2,0.3,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Njoku, David",TE,CLE,NA,7,4.4,41,NA,NA,0.2,0.1,5.7,NA,NA,FantasySharks,13192,NA,0,NA,NA,NA,NA,NA,0,@DEN,0.9,0.1,0,0.1,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hockenson, T.J.",TE,MIN,NA,5.9,4.3,44,NA,NA,0.2,0,5.7,NA,NA,FantasySharks,14138,NA,0,NA,NA,NA,NA,NA,0,ARI,0.7,0.2,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Engram, Evan",TE,JAC,NA,7.6,5.6,46,NA,NA,0.2,0.1,5.7,NA,NA,FantasySharks,13189,NA,0,NA,NA,NA,NA,NA,0,HOU,0.5,0.1,0.1,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ertz, Zach",TE,WAS,NA,5.8,3.9,35,NA,NA,0.3,0,5.6,NA,NA,FantasySharks,11247,NA,0,NA,NA,NA,NA,NA,0,TEN,1.1,0.2,0.1,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kmet, Cole",TE,CHI,NA,4.5,3.5,37,NA,NA,0.3,0,5.4,NA,NA,FantasySharks,14867,NA,0,NA,NA,NA,NA,NA,0,@DET,0.6,0.1,0.1,0,0.1,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Henry, Hunter",TE,NEP,NA,6.1,4,40,NA,NA,0.2,0,5.1,NA,NA,FantasySharks,12676,NA,0,NA,NA,NA,NA,NA,0,IND,1,0.1,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goedert, Dallas",TE,PHI,NA,5,3.9,40,NA,NA,0.2,0,5,NA,NA,FantasySharks,13674,NA,0,NA,NA,NA,NA,NA,0,@BAL,0.9,0.1,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray, Noah",TE,KCC,NA,3.5,2.6,29,NA,NA,0.3,0,5,NA,NA,FantasySharks,15337,NA,0.1,NA,NA,NA,NA,NA,0,LVR,0.6,0.2,0.1,0,0.1,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitts, Kyle",TE,ATL,NA,4.6,2.8,38,NA,NA,0.2,0,4.9,NA,NA,FantasySharks,15329,NA,-0.1,NA,NA,NA,NA,NA,0,LAC,0.4,0,0,0,0.1,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Freiermuth, Pat",TE,PIT,NA,4.4,3.3,34,NA,NA,0.2,0.1,4.8,NA,NA,FantasySharks,15331,NA,0,NA,NA,NA,NA,NA,0,@CIN,0.7,0.2,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schultz, Dalton",TE,HOU,NA,5.9,3.6,38,NA,NA,0.1,0,4.6,NA,NA,FantasySharks,13772,NA,0,NA,NA,NA,NA,NA,0,@JAC,0.6,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kincaid, Dalton",TE,BUF,NA,5.6,3.4,35,NA,NA,0.1,0,4.3,NA,NA,FantasySharks,16213,NA,0,NA,NA,NA,NA,NA,0,SFO,0.6,0.1,0.1,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ferguson, Jake",TE,DAL,NA,5.3,3.7,35,NA,NA,0.1,0.1,4.2,NA,NA,FantasySharks,15799,NA,0,NA,NA,NA,NA,NA,0,NYG,0.8,0.1,0,0.1,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Juwan",TE,NOS,NA,3.9,2.6,28,NA,NA,0.2,0,4.2,NA,NA,FantasySharks,14861,NA,0,NA,NA,NA,NA,NA,0,LAR,0.3,0.2,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanders, Ja'Tavion",TE,CAR,NA,3.9,3.1,32,NA,NA,0.1,0,4.1,NA,NA,FantasySharks,16643,NA,0,NA,NA,NA,NA,NA,0,TBB,0.6,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gesicki, Mike",TE,CIN,NA,4.3,2.9,30,NA,NA,0.2,0.1,4,NA,NA,FantasySharks,13672,NA,0,NA,NA,NA,NA,NA,0,PIT,0.7,0,0.1,0,0,0.1,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Likely, Isaiah",TE,BAL,NA,3.1,2.1,26,NA,NA,0.2,0.1,3.9,NA,NA,FantasySharks,15798,NA,0,NA,NA,NA,NA,NA,0,PHI,0.7,0.1,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moreau, Foster",TE,NOS,NA,2.4,1.6,22,NA,NA,0.3,0,3.8,NA,NA,FantasySharks,14239,NA,0,NA,NA,NA,NA,NA,0,LAR,0.6,0.2,0.1,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Okonkwo, Chigoziem",TE,TEN,NA,3.8,2.6,29,NA,NA,0.1,0,3.8,NA,NA,FantasySharks,15889,NA,0,NA,NA,NA,NA,NA,0,@WAS,0.4,0,0.1,0,0,0,0.1,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Musgrave, Luke",TE,GBP,NA,2.8,2,23,NA,NA,0.2,0,3.7,NA,NA,FantasySharks,16215,NA,0.1,NA,NA,NA,NA,NA,0,MIA,0.7,0.1,0.1,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dissly, Will",TE,LAC,NA,4.1,3.1,31,NA,NA,0.1,0,3.7,NA,NA,FantasySharks,13763,NA,0.1,NA,NA,NA,NA,NA,0,@ATL,0.5,0,0,0.1,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Theo",TE,NYG,NA,4.2,2.7,30,NA,NA,0.1,0,3.7,NA,NA,FantasySharks,16649,NA,0,NA,NA,NA,NA,NA,0,@DAL,0.1,0,0,0,0.1,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conklin, Tyler",TE,NYJ,NA,4.6,3.1,28,NA,NA,0.1,0,3.5,NA,NA,FantasySharks,13675,NA,0,NA,NA,NA,NA,NA,0,SEA,0.5,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fant, Noah",TE,SEA,NA,3.8,2.8,29,NA,NA,0,0,3.1,NA,NA,FantasySharks,14137,NA,0,NA,NA,NA,NA,NA,0,@NYJ,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oliver, Josh",TE,MIN,NA,2.1,1.8,20,NA,NA,0.2,0,3.1,NA,NA,FantasySharks,14209,NA,0,NA,NA,NA,NA,NA,0,ARI,0.3,0.1,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hooper, Austin",TE,NEP,NA,3.1,2.1,23,NA,NA,0.1,0.1,3,NA,NA,FantasySharks,12677,NA,0,NA,NA,NA,NA,NA,0,IND,0.5,0.1,0,0,0.1,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higbee, Tyler",TE,LAR,NA,3.4,2.2,21,NA,NA,0.1,0,2.8,NA,NA,FantasySharks,12678,NA,0,NA,NA,NA,NA,NA,0,@NOS,0.6,0.1,0.1,0,0,0,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strange, Brenton",TE,JAC,NA,2.8,1.9,21,NA,NA,0.1,0,2.7,NA,NA,FantasySharks,16269,NA,0,NA,NA,NA,NA,NA,0,HOU,0.4,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Knox, Dawson",TE,BUF,NA,2.8,1.6,20,NA,NA,0.1,0,2.7,NA,NA,FantasySharks,14143,NA,0,NA,NA,NA,NA,NA,0,SFO,0.5,0,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vannett, Nick",TE,TEN,NA,1.6,1.4,11,NA,NA,0.3,0,2.6,NA,NA,FantasySharks,12680,NA,0,NA,NA,NA,NA,NA,0,@WAS,0.4,0.3,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kolar, Charlie",TE,BAL,NA,1.3,1,17,NA,NA,0.1,0,2.6,NA,NA,FantasySharks,15795,NA,0,NA,NA,NA,NA,NA,0,PHI,0.2,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higgins, Elijah",TE,ARI,NA,1.7,1.5,15,NA,NA,0.2,0,2.4,NA,NA,FantasySharks,16333,NA,0,NA,NA,NA,NA,NA,0,@MIN,0.3,0.1,0.1,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parkinson, Colby",TE,LAR,NA,3.1,2.2,21,NA,NA,0,0,2.4,NA,NA,FantasySharks,14871,NA,0,NA,NA,NA,NA,NA,0,@NOS,0.4,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trautman, Adam",TE,DEN,NA,2,1.1,15,NA,NA,0.1,0,2.3,NA,NA,FantasySharks,14870,NA,0,NA,NA,NA,NA,NA,0,CLE,0.5,0.1,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Granson, Kylen",TE,IND,NA,2.5,1.2,17,NA,NA,0.1,0,2.3,NA,NA,FantasySharks,15419,NA,0.1,NA,NA,NA,NA,NA,0,@NEP,0.4,0,0.1,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schoonmaker, Luke",TE,DAL,NA,2.5,1.5,15,NA,NA,0.1,0,2.3,NA,NA,FantasySharks,16221,NA,0,NA,NA,NA,NA,NA,0,NYG,0.3,0,0,0.1,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Akins, Jordan",TE,CLE,NA,2.8,1.9,19,NA,NA,0.1,0,2.3,NA,NA,FantasySharks,13753,NA,0,NA,NA,NA,NA,NA,0,@DEN,0.2,0,0.1,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wright, Brock",TE,DET,NA,1.5,1.3,10,NA,NA,0.2,0,2.2,NA,NA,FantasySharks,15626,NA,0,NA,NA,NA,NA,NA,0,CHI,0.4,0.2,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, Darnell",TE,PIT,NA,2.3,1.6,17,NA,NA,0.1,0,2.1,NA,NA,FantasySharks,16216,NA,0,NA,NA,NA,NA,NA,0,@CIN,0.2,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barner, AJ",TE,SEA,NA,1.5,1.3,11,NA,NA,0.1,0,2,NA,NA,FantasySharks,16723,NA,0,NA,NA,NA,NA,NA,0,@NYJ,0.2,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alie-Cox, Mo",TE,IND,NA,2,1.2,13,NA,NA,0.1,0,2,NA,NA,FantasySharks,13246,NA,0,NA,NA,NA,NA,NA,0,@NEP,0.5,0,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yeboah, Kenny",TE,NYJ,NA,0.9,0.7,7,NA,NA,0.2,0,2,NA,NA,FantasySharks,15339,NA,0,NA,NA,NA,NA,NA,0,SEA,0.3,0,0.2,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sample, Drew",TE,CIN,NA,2.6,1.8,13,NA,NA,0.1,0,2,NA,NA,FantasySharks,14146,NA,-0.4,NA,NA,NA,NA,NA,0,PIT,0.4,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calcaterra, Grant",TE,PHI,NA,1.6,1.3,20,NA,NA,0,0,2,NA,NA,FantasySharks,15804,NA,0,NA,NA,NA,NA,NA,0,@BAL,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bellinger, Daniel",TE,NYG,NA,1.9,1.6,19,NA,NA,0,0,1.9,NA,NA,FantasySharks,15873,NA,0,NA,NA,NA,NA,NA,0,@DAL,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stover, Cade",TE,HOU,NA,2,1.4,13,NA,NA,0.1,0,1.9,NA,NA,FantasySharks,16642,NA,0,NA,NA,NA,NA,NA,0,@JAC,0.3,0,0.1,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hudson, Tanner",TE,CIN,NA,2.6,2,15,NA,NA,0.1,0,1.8,NA,NA,FantasySharks,14370,NA,0,NA,NA,NA,NA,NA,0,PIT,0.4,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mayer, Michael",TE,LVR,NA,2.6,1.8,16,NA,NA,0,0,1.8,NA,NA,FantasySharks,16212,NA,0,NA,NA,NA,NA,NA,0,@KCC,0.4,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adkins, Nate",TE,DEN,NA,1.3,0.7,6,NA,NA,0.2,0,1.8,NA,NA,FantasySharks,16474,NA,0,NA,NA,NA,NA,NA,0,CLE,0.3,0.1,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tremble, Tommy",TE,CAR,NA,3,1.8,12,NA,NA,0.1,0.1,1.7,NA,NA,FantasySharks,15332,NA,0,NA,NA,NA,NA,NA,0,TBB,0.6,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manhertz, Chris",TE,NYG,NA,1.5,0.6,5,NA,NA,0.2,0,1.6,NA,NA,FantasySharks,12955,NA,0,NA,NA,NA,NA,NA,0,@DAL,0.5,0.2,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swaim, Geoff",TE,CLE,NA,2.5,1.2,13,NA,NA,0,0,1.6,NA,NA,FantasySharks,12378,NA,0,NA,NA,NA,NA,NA,0,@DEN,0.5,0,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mundt, Johnny",TE,MIN,NA,2.2,1.4,12,NA,NA,0.1,0,1.6,NA,NA,FantasySharks,13940,NA,0,NA,NA,NA,NA,NA,0,ARI,0.4,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morris, Quintin",TE,BUF,NA,0.5,0.2,0,NA,NA,0.2,0,1.4,NA,NA,FantasySharks,15341,NA,0,NA,NA,NA,NA,NA,0,SFO,0.2,0.2,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Whyle, Josh",TE,TEN,NA,2,1.4,14,NA,NA,0,0,1.4,NA,NA,FantasySharks,16312,NA,0,NA,NA,NA,NA,NA,0,@WAS,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heyward, Connor",TE,PIT,NA,2.4,1.7,11,NA,NA,0.1,0,1.4,NA,NA,FantasySharks,15800,NA,0,NA,NA,NA,NA,NA,0,@CIN,0.1,0,0.1,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smartt, Stone",TE,LAC,NA,1.7,1,12,NA,NA,0,0,1.4,NA,NA,FantasySharks,16113,NA,0,NA,NA,NA,NA,NA,0,@ATL,0.3,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Durham, Payne",TE,TBB,NA,1.1,0.8,13,NA,NA,0,0,1.3,NA,NA,FantasySharks,16218,NA,0,NA,NA,NA,NA,NA,0,@CAR,0.1,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Farrell, Luke",TE,JAC,NA,1.9,1.4,12,NA,NA,0,0,1.3,NA,NA,FantasySharks,15335,NA,0,NA,NA,NA,NA,NA,0,HOU,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruckert, Jeremy",TE,NYJ,NA,2.3,1.6,11,NA,NA,0,0,1.2,NA,NA,FantasySharks,15796,NA,0,NA,NA,NA,NA,NA,0,SEA,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sims, Ben",TE,GBP,NA,0.9,0.5,5,NA,NA,0.1,0,1.1,NA,NA,FantasySharks,16483,NA,0,NA,NA,NA,NA,NA,0,MIA,0.3,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spann-Ford, Brevyn",TE,DAL,NA,1.9,1,11,NA,NA,0,0,1.1,NA,NA,FantasySharks,16647,NA,0,NA,NA,NA,NA,NA,0,NYG,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bates, John",TE,WAS,NA,1.7,1.2,11,NA,NA,0,0.1,1.1,NA,NA,FantasySharks,15344,NA,0,NA,NA,NA,NA,NA,0,TEN,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ogletree, Andrew",TE,IND,NA,1.7,0.8,8,NA,NA,0,0,1,NA,NA,FantasySharks,15916,NA,0,NA,NA,NA,NA,NA,0,@NEP,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smythe, Durham",TE,MIA,NA,1.8,1.3,10,NA,NA,0,0,1,NA,NA,FantasySharks,13676,NA,0,NA,NA,NA,NA,NA,0,@GBP,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Pharaoh",TE,SEA,NA,1.8,1.3,10,NA,NA,0,0,1,NA,NA,FantasySharks,13994,NA,0,NA,NA,NA,NA,NA,0,@NYJ,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lewis, Marcedes",TE,CHI,NA,0.4,0.4,2,NA,NA,0.1,0,1,NA,NA,FantasySharks,8269,NA,0,NA,NA,NA,NA,NA,0,@DET,0.1,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krull, Lucas",TE,DEN,NA,1.3,0.9,9,NA,NA,0,0,1,NA,NA,FantasySharks,15970,NA,0,NA,NA,NA,NA,NA,0,CLE,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
