team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,pos,player,dst_fum_recvr,dst_fumbles,dst_yds_against,dst_pts_against,opp,bye,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
ATL,0.4,0,1.6,NA,0.3,NA,0.2,23.7,NA,NA,NA,329.8,NA,8,NA,FantasySharks,0526,NA,D,"Falcons, Atlanta",NA,NA,NA,NA,@MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GBP,0.7,0,2.1,NA,0.5,NA,0,24,NA,NA,NA,378.4,NA,7.7,NA,FantasySharks,0523,NA,D,"Packers, Green Bay",NA,NA,NA,NA,@DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.7,0,1.8,NA,0.2,NA,0.2,21,NA,NA,NA,403.8,NA,7.5,NA,FantasySharks,0522,NA,D,"Lions, Detroit",NA,NA,NA,NA,GBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.2,0,2.3,NA,0.5,NA,0.1,26.5,NA,NA,NA,381.9,NA,7.4,NA,FantasySharks,0517,NA,D,"Giants, New York",NA,NA,NA,NA,NOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.4,0.1,2.6,NA,0.4,NA,0.1,28.2,NA,NA,NA,374,NA,6.7,NA,FantasySharks,0507,NA,D,"Browns, Cleveland",NA,NA,NA,NA,@PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVR,0.4,0,2,NA,0.1,NA,0.1,29,NA,NA,NA,357,NA,5.7,NA,FantasySharks,0513,NA,D,"Raiders, Las Vegas",NA,NA,NA,NA,@TBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.6,0.1,1.8,NA,0.3,NA,0.1,29.4,NA,NA,NA,441.7,NA,5.3,NA,FantasySharks,0528,NA,D,"Rams, Los Angeles",NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.5,0,1.6,NA,0.3,NA,0,33.7,NA,NA,NA,466.4,NA,4.3,NA,FantasySharks,0527,NA,D,"Panthers, Carolina",NA,NA,NA,NA,@PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,1,NA,2.8,NA,0.5,1.1,0.2,17.7,NA,NA,NA,355.1,NA,11.3,NA,FleaFlicker,0510,2352,DST,Pittsburgh Steelers,NA,NA,NA,NA,CLESun 1:00 PM,9,D/ST1,0,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.9,NA,3,NA,0.6,0.8,0.1,23.4,NA,NA,NA,362.7,NA,10.72,NA,FleaFlicker,0526,2329,DST,Atlanta Falcons,NA,NA,NA,NA,@MINSun 1:00 PM,12,D/ST24,0,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.9,NA,3,NA,0.5,0.7,0.1,20.3,NA,NA,NA,347.1,NA,10.64,NA,FleaFlicker,0519,2328,DST,Arizona Cardinals,NA,NA,NA,NA,SEASun 4:05 PM,11,D/ST19,0,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.8,NA,3.4,NA,0.5,0.5,0.1,21.2,NA,NA,NA,340.2,NA,10.48,NA,FleaFlicker,0509,2342,DST,Jacksonville Jaguars,NA,NA,NA,NA,@TENSun 1:00 PM,12,D/ST25,0,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF,0.7,NA,3,NA,0.5,0.8,0.2,19.6,NA,NA,NA,316.5,NA,10.29,NA,FleaFlicker,0530,2355,DST,San Francisco 49ers,NA,NA,NA,NA,CHISun 4:25 PM,9,D/ST11,0,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,0.8,NA,2.7,NA,0.6,0.7,0.2,18.2,NA,NA,NA,348,NA,10,NA,FleaFlicker,0529,2347,DST,New Orleans Saints,NA,NA,NA,NA,@NYGSun 1:00 PM,12,D/ST15,0,63%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.8,NA,2.9,NA,0.4,0.7,0.1,23.9,NA,NA,NA,331.2,NA,9.94,NA,FleaFlicker,0514,2353,DST,Los Angeles Chargers,NA,NA,NA,NA,@KCSun 8:20 PM,5,D/ST10,0,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KC,0.5,NA,3.1,NA,0.5,0.6,0.2,20.3,NA,NA,NA,330.7,NA,9.94,NA,FleaFlicker,0512,2343,DST,Kansas City Chiefs,NA,NA,NA,NA,LACSun 8:20 PM,6,D/ST6,0,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,0.8,NA,2.6,NA,0.6,0.9,0.1,22.6,NA,NA,NA,350.3,NA,9.89,NA,FleaFlicker,0501,2331,DST,Buffalo Bills,NA,NA,NA,NA,@LARSun 4:25 PM,12,D/ST3,0,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,0.8,NA,2.5,NA,0.6,0.9,0.1,18.5,NA,NA,NA,334.1,NA,9.87,NA,FleaFlicker,0525,2357,DST,Tampa Bay Buccaneers,NA,NA,NA,NA,LVSun 1:00 PM,11,D/ST22,0,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.6,NA,2.8,NA,0.5,0.8,0.1,23.2,NA,NA,NA,359.8,NA,9.62,NA,FleaFlicker,0507,2335,DST,Cleveland Browns,NA,NA,NA,NA,@PITSun 1:00 PM,10,D/ST13,0,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,0.6,NA,2.8,NA,0.4,0.8,0.1,26.6,NA,NA,NA,379,NA,9.58,NA,FleaFlicker,0516,2336,DST,Dallas Cowboys,NA,NA,NA,NA,CINMon 8:15 PM,7,D/ST23,0,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,0.6,NA,2.6,NA,0.5,0.8,0.1,25.2,NA,NA,NA,360.2,NA,9.47,NA,FleaFlicker,0505,2349,DST,New York Jets,NA,NA,NA,NA,@MIASun 1:00 PM,12,D/ST9,0,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.8,NA,2.5,NA,0.5,0.7,0.1,20.6,NA,NA,NA,345.7,NA,9.43,NA,FleaFlicker,0524,2345,DST,Minnesota Vikings,NA,NA,NA,NA,ATLSun 1:00 PM,6,D/ST8,0,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.8,NA,2.2,NA,0.6,0.8,0.2,16.7,NA,NA,NA,275.5,NA,9.28,NA,FleaFlicker,0518,2351,DST,Philadelphia Eagles,NA,NA,NA,NA,CARSun 1:00 PM,5,D/ST2,0,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.8,NA,2.3,NA,0.5,0.8,0.1,19,NA,NA,NA,303.7,NA,9.28,NA,FleaFlicker,0508,2358,DST,Tennessee Titans,NA,NA,NA,NA,JACSun 1:00 PM,5,D/ST29,0,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,0.7,NA,2.3,NA,0.5,0.8,0.1,26.6,NA,NA,NA,383.3,NA,8.86,NA,FleaFlicker,0523,2339,DST,Green Bay Packers,NA,NA,NA,NA,@DETThu 8:15 PM,10,D/ST14,0,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.6,NA,2.4,NA,0.5,0.6,0.1,19.9,NA,NA,NA,315.3,NA,8.76,NA,FleaFlicker,0503,2344,DST,Miami Dolphins,NA,NA,NA,NA,NYJSun 1:00 PM,6,D/ST26,0,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.7,NA,2.2,NA,0.5,0.7,0.1,23.5,NA,NA,NA,381.5,NA,8.44,NA,FleaFlicker,0521,2333,DST,Chicago Bears,NA,NA,NA,NA,@SFSun 4:25 PM,7,D/ST12,0,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.7,NA,2.1,NA,0.6,0.8,0.1,23,NA,NA,NA,342.6,NA,8.36,NA,FleaFlicker,0515,2354,DST,Seattle Seahawks,NA,NA,NA,NA,@ARISun 4:05 PM,10,D/ST20,0,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.5,NA,2.2,NA,0.5,0.7,0.1,27.7,NA,NA,NA,366,NA,8.16,NA,FleaFlicker,0527,2332,DST,Carolina Panthers,NA,NA,NA,NA,@PHISun 1:00 PM,11,D/ST32,0,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.7,NA,2.1,NA,0.5,0.6,0.1,21.6,NA,NA,NA,344.8,NA,8.16,NA,FleaFlicker,0506,2334,DST,Cincinnati Bengals,NA,NA,NA,NA,@DALMon 8:15 PM,12,D/ST27,0,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,0.7,NA,2.3,NA,0.4,0.4,0.1,25.2,NA,NA,NA,340.2,NA,8.04,NA,FleaFlicker,0513,2350,DST,Las Vegas Raiders,NA,NA,NA,NA,@TBSun 1:00 PM,10,D/ST28,0,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.9,NA,1.6,NA,0.5,0.7,0.1,22.2,NA,NA,NA,366.3,NA,7.62,NA,FleaFlicker,0522,2338,DST,Detroit Lions,NA,NA,NA,NA,GBThu 8:15 PM,5,D/ST5,0,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.6,NA,1.8,NA,0.4,0.7,0.1,25.6,NA,NA,NA,377.8,NA,7.41,NA,FleaFlicker,0528,2356,DST,Los Angeles Rams,NA,NA,NA,NA,BUFSun 4:25 PM,6,D/ST21,0,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.6,NA,1.6,NA,0.5,0.8,0.1,21.3,NA,NA,NA,366,NA,7.3,NA,FleaFlicker,0517,2348,DST,New York Giants,NA,NA,NA,NA,NOSun 1:00 PM,11,D/ST30,0,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,1.2,NA,2.94,NA,0.35,NA,0.2,18.5,NA,NA,NA,350.81,NA,8.96,NA,NumberFire,0510,pittsburgh-dst,D,Pittsburgh D/ST,NA,NA,NA,NA,CLE,NA,NA,NA,NA,2.58,15.34,#32,1,8.97,5000,1.79,8.97,3500,2.56,8.97,19,0.47
NO,0.8,NA,2.78,NA,0.7,NA,0.2,19,NA,NA,NA,336.47,NA,8.51,NA,NumberFire,0529,new-orleans-dst,D,New Orleans D/ST,NA,NA,NA,NA,NYG,NA,NA,NA,NA,2.22,14.8,#27,2,8.5,4400,1.93,8.5,2900,2.93,8.5,17,0.5
PHI,0.63,NA,2.22,NA,0.58,NA,0.22,16.5,NA,NA,NA,284.85,NA,8.23,NA,NumberFire,0518,philadelphia-dst,D,Philadelphia D/ST,NA,NA,NA,NA,CAR,NA,NA,NA,NA,1.99,14.47,#28,3,8.18,4800,1.7,8.18,3700,2.21,8.18,18,0.45
JAC,0.64,NA,3.63,NA,0.59,NA,0.16,21.5,NA,NA,NA,326.51,NA,8.05,NA,NumberFire,0509,jacksonville-dst,D,Jacksonville D/ST,NA,NA,NA,NA,TEN,NA,NA,NA,NA,1.85,14.25,#31,4,8,3500,2.29,8,2600,3.08,8,11,0.73
ARI,0.98,NA,3.11,NA,0.4,NA,0.18,21,NA,NA,NA,351.02,NA,8.02,NA,NumberFire,0519,arizona-dst,D,Arizona D/ST,NA,NA,NA,NA,SEA,NA,NA,NA,NA,1.83,14.21,#20,5,8.02,3700,2.17,8.02,3000,2.67,8.02,14,0.57
KC,0.48,NA,3.18,NA,0.63,NA,0.19,19.5,NA,NA,NA,319.4,NA,8,NA,NumberFire,0512,kansas-city-dst,D,Kansas City D/ST,NA,NA,NA,NA,LAC,NA,NA,NA,NA,1.81,14.19,#16,6,8.01,3900,2.05,8.01,3200,2.5,8.01,13,0.62
SF,0.65,NA,3.39,NA,0.47,NA,0.18,20.5,NA,NA,NA,312.73,NA,7.92,NA,NumberFire,0530,san-francisco-dst,D,San Francisco D/ST,NA,NA,NA,NA,CHI,NA,NA,NA,NA,1.75,14.09,#22,7,7.91,4600,1.72,7.91,3100,2.55,7.91,13,0.61
TEN,0.77,NA,2.36,NA,0.46,NA,0.19,18,NA,NA,NA,288.27,NA,7.89,NA,NumberFire,0508,tennessee-dst,D,Tennessee D/ST,NA,NA,NA,NA,JAC,NA,NA,NA,NA,1.72,14.06,#25,8,7.83,4000,1.96,7.83,2800,2.8,7.83,16,0.49
TB,0.71,NA,2.6,NA,0.45,NA,0.18,20,NA,NA,NA,324.39,NA,7.38,NA,NumberFire,0525,tampa-bay-dst,D,Tampa Bay D/ST,NA,NA,NA,NA,LV,NA,NA,NA,NA,1.32,13.44,#30,9,7.4,4900,1.51,7.4,3600,2.06,7.4,15,0.49
MIN,0.71,NA,2.51,NA,0.55,NA,0.18,20.5,NA,NA,NA,347.38,NA,7.33,NA,NumberFire,0524,minnesota-dst,D,Minnesota D/ST,NA,NA,NA,NA,ATL,NA,NA,NA,NA,1.28,13.38,#13,10,7.33,4700,1.56,7.33,3400,2.16,7.33,20,0.37
ATL,0.99,NA,3.2,NA,0.67,NA,0.13,26,NA,NA,NA,363.92,NA,7.27,NA,NumberFire,0526,atlanta-dst,D,Atlanta D/ST,NA,NA,NA,NA,MIN,NA,NA,NA,NA,1.23,13.31,#14,11,7.21,3200,2.25,7.21,2500,2.88,7.21,10,0.72
MIA,0.45,NA,2.39,NA,0.62,NA,0.19,19.5,NA,NA,NA,315.98,NA,7.13,NA,NumberFire,0503,miami-dst,D,Miami D/ST,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,1.12,13.14,#24,12,7.14,4500,1.59,7.14,3200,2.23,7.14,13,0.55
BUF,0.77,NA,2.8,NA,0.52,NA,0.17,23,NA,NA,NA,337.86,NA,6.97,NA,NumberFire,0501,buffalo-dst,D,Buffalo D/ST,NA,NA,NA,NA,LA,NA,NA,NA,NA,0.99,12.95,#11,13,6.95,4300,1.62,6.95,3300,2.11,6.95,17,0.41
LAC,0.71,NA,3.17,NA,0.33,NA,0.16,23,NA,NA,NA,329.53,NA,6.79,NA,NumberFire,0514,los-angeles-chargers-d-st,D,Los Angeles Chargers D/ST,NA,NA,NA,NA,KC,NA,NA,NA,NA,0.84,12.74,#9,14,6.74,4000,1.69,6.74,2900,2.32,6.74,15,0.45
CIN,0.74,NA,2.15,NA,0.57,NA,0.17,22,NA,NA,NA,343.91,NA,6.66,NA,NumberFire,0506,cincinnati-dst,D,Cincinnati D/ST,NA,NA,NA,NA,DAL,NA,NA,NA,NA,0.74,12.58,#29,15,6.64,4600,1.44,6.64,3000,2.21,6.64,11,0.6
NYJ,0.71,NA,3,NA,0.57,NA,0.14,25,NA,NA,NA,365.36,NA,6.54,NA,NumberFire,0505,new-york-jets-dst,D,New York Jets D/ST,NA,NA,NA,NA,MIA,NA,NA,NA,NA,0.64,12.44,#23,16,6.52,4100,1.59,6.52,2700,2.41,6.52,14,0.47
CHI,0.69,NA,2.27,NA,0.66,NA,0.14,24,NA,NA,NA,362.91,NA,6.26,NA,NumberFire,0521,chicago-dst,D,Chicago D/ST,NA,NA,NA,NA,SF,NA,NA,NA,NA,0.42,12.1,#12,17,6.24,3600,1.73,6.24,2400,2.6,6.24,15,0.42
SEA,0.59,NA,2.09,NA,0.65,NA,0.15,23.5,NA,NA,NA,337.73,NA,6,NA,NumberFire,0515,seattle-dst,D,Seattle D/ST,NA,NA,NA,NA,ARI,NA,NA,NA,NA,0.21,11.79,#10,18,5.96,4200,1.42,5.96,2800,2.13,5.96,14,0.43
CLE,0.54,NA,2.92,NA,0.46,NA,0.14,25,NA,NA,NA,346.42,NA,5.91,NA,NumberFire,0507,cleveland-dst,D,Cleveland D/ST,NA,NA,NA,NA,PIT,NA,NA,NA,NA,0.14,11.68,#15,19,5.88,3800,1.55,5.88,2400,2.45,5.88,12,0.49
LV,0.78,NA,2.41,NA,0.57,NA,0.13,26.5,NA,NA,NA,349.51,NA,5.72,NA,NumberFire,0513,las-vegas-d-st,D,Las Vegas D/ST,NA,NA,NA,NA,TB,NA,NA,NA,NA,-0.01,11.45,#5,20,5.67,3100,1.83,5.67,2300,2.47,5.67,10,0.57
DET,0.76,NA,1.68,NA,0.49,NA,0.15,24,NA,NA,NA,366.02,NA,5.53,NA,NumberFire,0522,detroit-dst,D,Detroit D/ST,NA,NA,NA,NA,GB,NA,NA,NA,NA,-0.16,11.22,#8,21,5.51,4300,1.28,5.51,3100,1.78,5.51,16,0.34
DAL,0.65,NA,3,NA,0.39,NA,0.12,27.5,NA,NA,NA,362.28,NA,5.44,NA,NumberFire,0516,dallas-dst,D,Dallas D/ST,NA,NA,NA,NA,CIN,NA,NA,NA,NA,-0.24,11.12,#7,22,5.37,3500,1.53,5.37,2600,2.07,5.37,11,0.49
NYG,0.61,NA,1.56,NA,0.42,NA,0.16,22.5,NA,NA,NA,351.07,NA,5.3,NA,NumberFire,0517,new-york-giants-dst,D,New York Giants D/ST,NA,NA,NA,NA,NO,NA,NA,NA,NA,-0.35,10.95,#17,23,5.29,3300,1.6,5.29,2600,2.03,5.29,12,0.44
GB,0.64,NA,2.52,NA,0.45,NA,0.14,27.5,NA,NA,NA,385.7,NA,5.07,NA,NumberFire,0523,green-bay-dst,D,Green Bay D/ST,NA,NA,NA,NA,DET,NA,NA,NA,NA,-0.53,10.67,#3,24,5.05,3800,1.33,5.05,2700,1.87,5.05,12,0.42
LA,0.74,NA,2.05,NA,0.34,NA,0.14,26.5,NA,NA,NA,370.08,NA,4.85,NA,NumberFire,0528,los-angeles-rams-d-st,D,Los Angeles Rams D/ST,NA,NA,NA,NA,BUF,NA,NA,NA,NA,-0.71,10.41,#4,25,4.85,3400,1.43,4.85,2500,1.94,4.85,11,0.44
CAR,0.59,NA,2.41,NA,0.55,NA,0.12,29,NA,NA,NA,354.84,NA,4.63,NA,NumberFire,0527,carolina-dst,D,Carolina D/ST,NA,NA,NA,NA,PHI,NA,NA,NA,NA,-0.88,10.14,#6,26,4.62,3000,1.54,4.62,2200,2.1,4.62,10,0.46
Philadelphia Eagles DEF  View News,0.89,0.07,2.96,NA,0.62,NA,0.14,18.75,NA,NA,NA,NA,NA,6.96,NA,NFL,0518,100025,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pittsburgh Steelers,0.83,0.06,2.74,NA,0.6,NA,0.18,17,NA,NA,NA,NA,NA,6.8,NA,NFL,0510,100027,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Orleans Saints DEF  View News,0.81,0.07,2.57,NA,0.58,NA,0.13,17.75,NA,NA,NA,NA,NA,6.27,NA,NFL,0529,100022,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tampa Bay Buccaneers DEF  View News,0.78,0.06,2.65,NA,0.59,NA,0.12,18,NA,NA,NA,NA,NA,6.23,NA,NFL,0525,100031,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota Vikings DEF  View News,0.77,0.06,2.75,NA,0.51,NA,0.13,23,NA,NA,NA,NA,NA,6.21,NA,NFL,0524,100020,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee Titans,0.83,0.06,2.47,NA,0.58,NA,0.13,19,NA,NA,NA,NA,NA,6.19,NA,NFL,0508,100012,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Francisco 49ers DEF  View News,0.74,0.05,2.48,NA,0.53,NA,0.16,17,NA,NA,NA,NA,NA,6.08,NA,NFL,0530,100029,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacksonville Jaguars,0.72,0.06,2.54,NA,0.54,NA,0.12,20,NA,NA,NA,NA,NA,5.9,NA,NFL,0509,100015,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona Cardinals DEF  View News,0.75,0.06,2.32,NA,0.57,NA,0.13,21,NA,NA,NA,NA,NA,5.86,NA,NFL,0519,100026,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas City Chiefs,0.74,0.04,2.38,NA,0.54,NA,0.14,19.5,NA,NA,NA,NA,NA,5.86,NA,NFL,0512,100016,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seattle Seahawks DEF  View News,0.75,0.05,2.52,NA,0.53,NA,0.11,23.5,NA,NA,NA,NA,NA,5.84,NA,NFL,0515,100030,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami Dolphins,0.73,0.06,2.44,NA,0.57,NA,0.11,22.75,NA,NA,NA,NA,NA,5.82,NA,NFL,0503,100019,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Detroit Lions DEF  View News,0.79,0.06,2.43,NA,0.51,NA,0.11,22.75,NA,NA,NA,NA,NA,5.81,NA,NFL,0522,100010,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cincinnati Bengals,0.72,0.06,2.33,NA,0.54,NA,0.12,24.75,NA,NA,NA,NA,NA,5.69,NA,NFL,0506,100006,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buffalo Bills,0.77,0.05,2.32,NA,0.56,NA,0.1,23.5,NA,NA,NA,NA,NA,5.68,NA,NFL,0501,100003,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cleveland Browns,0.66,0.05,2.24,NA,0.51,NA,0.15,22.25,NA,NA,NA,NA,NA,5.58,NA,NFL,0507,100007,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York Giants DEF  View News,0.67,0.06,2.3,NA,0.5,NA,0.11,21,NA,NA,NA,NA,NA,5.42,NA,NFL,0517,100023,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atlanta Falcons DEF  View News,0.72,0.05,2.19,NA,0.49,NA,0.11,22,NA,NA,NA,NA,NA,5.37,NA,NFL,0526,100001,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chicago Bears DEF  View News,0.69,0.05,2.22,NA,0.47,NA,0.11,26.5,NA,NA,NA,NA,NA,5.3,NA,NFL,0521,100005,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Chargers,0.66,0.05,2.14,NA,0.49,NA,0.11,25.5,NA,NA,NA,NA,NA,5.2,NA,NFL,0514,100028,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Cowboys DEF  View News,0.59,0.05,2,NA,0.39,NA,0.15,27.5,NA,NA,NA,NA,NA,4.96,NA,NFL,0516,100008,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Green Bay Packers DEF  View News,0.65,0.05,2.05,NA,0.45,NA,0.1,25.25,NA,NA,NA,NA,NA,4.95,NA,NFL,0523,100011,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Rams DEF  View News,0.62,0.05,2.05,NA,0.46,NA,0.1,24.5,NA,NA,NA,NA,NA,4.91,NA,NFL,0528,100017,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York Jets,0.61,0.04,1.95,NA,0.42,NA,0.13,26,NA,NA,NA,NA,NA,4.87,NA,NFL,0505,100024,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Las Vegas Raiders,0.57,0.04,2.02,NA,0.42,NA,0.08,22.75,NA,NA,NA,NA,NA,4.56,NA,NFL,0513,100018,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carolina Panthers DEF  View News,0.53,0.05,1.7,NA,0.4,NA,0.09,26.25,NA,NA,NA,NA,NA,4.2,NA,NFL,0527,100004,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
