player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
"Saubert, Eric",TE,SFO,NA,0.9,0.4,5,NA,NA,0,0,0.5,NA,NA,FantasySharks,13315,NA,0,CHI,0.1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bryant, Harrison",TE,LVR,NA,1.1,0.5,3,NA,NA,0,0,0.5,NA,NA,FantasySharks,14875,NA,0,@TBB,0.2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dwelley, Ross",TE,ATL,NA,1,0.6,4,NA,NA,0,0,0.4,NA,NA,FantasySharks,13988,NA,0,@MIN,0.2,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reiman, Tip",TE,ARI,NA,1.1,0.7,4,NA,NA,0,0,0.4,NA,NA,FantasySharks,16706,NA,0,SEA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stoll, Jack",TE,MIA,NA,0.4,0.2,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,15541,NA,0,NYJ,0.1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McLachlan, Tanner",TE,CIN,NA,0.6,0.2,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,16765,NA,0,@DAL,0.2,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,6.6,6.6,71.9,NA,NA,0.4,0.1,9.47,NA,18364,FleaFlicker,16641,0,0,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,TE1,0.4,71.9,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,4.8,4.8,63.5,NA,NA,0.4,0,8.67,NA,13023,FleaFlicker,13299,0,0,CHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9,TE3,0.4,63.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,6.5,6.5,60.2,NA,NA,0.4,0.1,8.22,NA,9360,FleaFlicker,11244,0,0,LACSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,TE4,0.4,60.2,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,6.2,6.2,63.8,NA,NA,0.3,0.1,8.08,NA,16895,FleaFlicker,15794,0,0,SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,TE2,0.3,63.8,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,MIA,NA,4.9,4.9,53.3,NA,NA,0.4,0,7.57,NA,12974,FleaFlicker,13193,0,0,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,TE6,0.4,53.3,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,4.6,4.6,49.5,NA,NA,0.3,0.1,6.89,NA,12904,FleaFlicker,13192,0,0,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,TE5,0.3,49.5,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,4.8,4.8,48.5,NA,NA,0.3,0.1,6.41,NA,14677,FleaFlicker,14138,0,0,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,TE8,0.3,48.5,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,4,4,42.7,NA,NA,0.3,0,6.23,NA,17681,FleaFlicker,16214,0,0,GBThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,TE11,0.3,42.7,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,JAC,NA,5.4,5.4,46.8,NA,NA,0.2,0.1,5.94,NA,12906,FleaFlicker,13189,0,0,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,TE10,0.2,46.8,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,4.2,4.2,41.5,NA,NA,0.3,0,5.9,NA,16937,FleaFlicker,15802,0,0,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,TE12,0.3,41.5,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,3.7,3.7,42.9,NA,NA,0.3,0,5.81,NA,17675,FleaFlicker,16222,0,0,@DETThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,TE9,0.3,42.9,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,4.3,4.3,43.6,NA,NA,0.2,0.1,5.76,NA,16933,FleaFlicker,15799,0,0,CINMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,7,TE17,0.2,43.6,76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,LAC,NA,4.1,4.1,39.5,NA,NA,0.2,0,5.25,NA,14475,FleaFlicker,13763,0,0,@KCSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,TE14,0.2,39.5,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,3.1,3.1,37.2,NA,NA,0.2,0,4.9,NA,16256,FleaFlicker,15329,0,0,@MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,TE15,0.2,37.2,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,3.3,3.3,36.1,NA,NA,0.2,0,4.86,NA,17585,FleaFlicker,16213,0,0,@LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,TE19,0.2,36.1,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,3.2,3.2,34,NA,NA,0.2,0,4.76,NA,16036,FleaFlicker,14861,0,0,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,TE20,0.2,34,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,CIN,NA,3,3,30.8,NA,NA,0.2,0,4.56,NA,13845,FleaFlicker,13672,0,0,@DALMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,TE23,0.2,30.8,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,3.2,3.2,33.5,NA,NA,0.2,0,4.53,NA,16293,FleaFlicker,15331,0,0,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9,TE18,0.2,33.5,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,3.5,3.5,32.5,NA,NA,0.2,0,4.37,NA,15573,FleaFlicker,14867,0,0,@SFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,7,TE21,0.2,32.5,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,2.6,2.6,27.9,NA,NA,0.2,0,3.97,NA,16430,FleaFlicker,15337,0,0,LACSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,TE25,0.2,27.9,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,2.9,2.9,29.7,NA,NA,0.1,0,3.73,NA,14665,FleaFlicker,14137,0,0,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,TE31,0.1,29.7,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,2.2,2.2,25.3,NA,NA,0.2,0,3.65,NA,14781,FleaFlicker,14239,0,0,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,TE35,0.2,25.3,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chig Okonkwo,TE,TEN,NA,2.3,2.3,26.1,NA,NA,0.2,0,3.55,NA,16912,FleaFlicker,15889,0,0,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,TE34,0.2,26.1,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,2.6,2.6,24.8,NA,NA,0.1,0,3.36,NA,13980,FleaFlicker,13847,0,0,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,TE32,0.1,24.8,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grant Calcaterra,TE,PHI,NA,2.4,2.4,23.4,NA,NA,0.2,0,3.28,NA,16986,FleaFlicker,15804,0,0,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,TE26,0.2,23.4,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Tavion Sanders,TE,CAR,NA,2.5,2.5,24.1,NA,NA,0.1,0,3.23,NA,18477,FleaFlicker,16643,0,0,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,TE29,0.1,24.1,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,2.1,2.1,20.8,NA,NA,0.2,0,3.02,NA,14734,FleaFlicker,14143,0,0,@LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,TE30,0.2,20.8,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Akins,TE,CLE,NA,1.8,1.8,19.3,NA,NA,0.1,0,2.63,NA,13844,FleaFlicker,13753,0,0,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0.1,19.3,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,1.6,1.6,16.4,NA,NA,0.1,0,2.46,NA,14749,FleaFlicker,14209,0,0,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,NA,0.1,16.4,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,CIN,NA,1.7,1.7,16.8,NA,NA,0.1,0,2.44,NA,14275,FleaFlicker,14370,0,0,@DALMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,0.1,16.8,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Washington,TE,PIT,NA,1.5,1.5,17.2,NA,NA,0.1,0,2.43,NA,17639,FleaFlicker,16216,0,0,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9,NA,0.1,17.2,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,1.7,1.7,17.7,NA,NA,0.1,0,2.41,NA,16314,FleaFlicker,15332,0,0,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,TE28,0.1,17.7,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,NA,1.6,1.6,17.2,NA,NA,0.1,0,2.3,NA,17649,FleaFlicker,16221,0,0,CINMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,7,TE39,0.1,17.2,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,1.7,1.7,16.4,NA,NA,0.1,0,2.16,NA,16932,FleaFlicker,15873,0,0,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,0.1,16.4,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,1.4,1.4,14.4,NA,NA,0.1,0,2.02,NA,17634,FleaFlicker,16212,0,0,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,TE38,0.1,14.4,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brenton Strange,TE,JAC,NA,1.5,1.5,13.6,NA,NA,0.1,0,1.94,NA,17626,FleaFlicker,16269,0,0,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,TE43,0.1,13.6,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Whyle,TE,TEN,NA,1.2,1.2,12.4,NA,NA,0.1,0,1.82,NA,17734,FleaFlicker,16312,0,0,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,NA,0.1,12.4,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Allen,TE,LAR,NA,1.1,1.1,12.4,NA,NA,0.1,0,1.76,NA,17778,FleaFlicker,16219,0,0,BUFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,TE44,0.1,12.4,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Barner,TE,SEA,NA,1.3,1.3,12.3,NA,NA,0.1,0,1.63,NA,18484,FleaFlicker,16723,0,0,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,TE41,0.1,12.3,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUPTyler Higbee,TE,LAR,NA,1.2,1.2,11.2,NA,NA,0.1,0,1.6,NA,12140,FleaFlicker,12678,0,0,BUFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,TE36,0.1,11.2,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,LAR,NA,1.2,1.2,11,NA,NA,0.1,0,1.56,NA,15679,FleaFlicker,14871,0,0,BUFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,TE42,0.1,11,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Higgins,TE,ARI,NA,1.1,1.1,11,NA,NA,0.1,0,1.5,NA,17726,FleaFlicker,16333,0,0,SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,0.1,11,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Manhertz,TE,NYG,NA,1,1,10.5,NA,NA,0.1,0,1.41,NA,11114,FleaFlicker,12955,0,0,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,0.1,10.5,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,1.1,1.1,10.2,NA,NA,0.1,0,1.36,NA,16833,FleaFlicker,15796,0,0,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,0.1,10.2,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Wright,TE,DET,NA,0.8,0.8,7.8,NA,NA,0.1,0,1.2,NA,16572,FleaFlicker,15626,0,0,GBThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,NA,0.1,7.8,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Vannett,TE,TEN,NA,0.9,0.9,7.7,NA,NA,0.1,0,1.17,NA,12056,FleaFlicker,12680,0,0,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,NA,0.1,7.7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julian Hill,TE,MIA,NA,0.8,0.8,7.1,NA,NA,0.1,0,1.11,NA,18170,FleaFlicker,16425,0,0,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,NA,0.1,7.1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnny Mundt,TE,MIN,NA,0.7,0.7,7.4,NA,NA,0.1,0,1.1,NA,13239,FleaFlicker,13940,0,0,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,NA,0.1,7.4,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Sample,TE,CIN,NA,0.8,0.8,7.6,NA,NA,0.1,0,1.1,NA,14714,FleaFlicker,14146,0,0,@DALMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,0.1,7.6,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stone Smartt,TE,LAC,NA,0.8,0.8,7.8,NA,NA,0.1,0,1.08,NA,17123,FleaFlicker,16113,0,0,@KCSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,NA,0.1,7.8,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MyCole Pruitt,TE,PIT,NA,0.7,0.7,7,NA,NA,0.1,0,1.06,NA,11331,FleaFlicker,12309,0,0,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9,NA,0.1,7,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Farrell,TE,JAC,NA,0.8,0.8,7.5,NA,NA,0.1,0,1.03,NA,16417,FleaFlicker,15335,0,0,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,0.1,7.5,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Woerner,TE,ATL,NA,0.7,0.7,6.4,NA,NA,0,0,0.88,NA,15671,FleaFlicker,14984,0,0,@MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,0,6.4,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dulcich,TE,NYG,NA,0.5,0.5,6.1,NA,NA,0,0,0.79,NA,16853,FleaFlicker,15797,0,0,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,0,6.1,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,MIA,NA,0.5,0.5,4.7,NA,NA,0.1,0,0.77,NA,13905,FleaFlicker,13676,0,0,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,NA,0.1,4.7,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Uzomah,TE,PHI,NA,0.5,0.5,4.8,NA,NA,0,0,0.72,NA,11276,FleaFlicker,12317,0,0,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,NA,0,4.8,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevyn Spann-Ford,TE,DAL,NA,0.5,0.5,4.2,NA,NA,0,0,0.66,NA,18874,FleaFlicker,16647,0,0,CINMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,7,NA,0,4.2,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Whiteheart,TE,CLE,NA,0.4,0.4,4.3,NA,NA,0,0,0.61,NA,17981,FleaFlicker,16940,0,0,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,4.3,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pharaoh Brown,TE,SEA,NA,0.4,0.4,3.9,NA,NA,0,0,0.57,NA,13377,FleaFlicker,13994,0,0,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,3.9,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quintin Morris,TE,BUF,NA,0.3,0.3,3.4,NA,NA,0,0,0.52,NA,16654,FleaFlicker,15341,0,0,@LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,0,3.4,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,NA,6.44,73.55,NA,NA,0.4,NA,10.1,NA,brock-bowers,NumberFire,16641,0.51,2.38,TB,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,3.43,16.77,#29,58,1,13.29,8000,1.66,16.54,6500,2.54,13.29,27,0.49
George Kittle,TE,SF,NA,NA,4.76,64.85,NA,NA,0.42,NA,8.97,NA,george-kittle,NumberFire,13299,0,0,CHI,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2.7,15.24,#12,67,2,11.37,7500,1.52,13.77,5800,2.37,11.37,26,0.44
Trey McBride,TE,ARI,NA,NA,5.74,60.89,NA,NA,0.29,NA,7.81,NA,trey-mcbride,NumberFire,15794,0,0,SEA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1.95,13.67,#10,83,3,10.66,7200,1.48,13.56,6100,2.22,10.66,26,0.41
Travis Kelce,TE,KC,NA,NA,6.14,52.74,NA,NA,0.4,NA,7.57,NA,travis-kelce-1,NumberFire,11244,0,0,LAC,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1.8,13.34,#6,86,4,10.66,6800,1.57,13.78,5500,2.51,10.66,22,0.48
Jonnu Smith,TE,MIA,NA,NA,4.89,50.88,NA,NA,0.35,NA,7.28,NA,jonnu-smith,NumberFire,13193,0.28,1.22,NYJ,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,1.61,12.95,#19,89,5,9.74,7000,1.39,12.23,5300,2.31,9.74,24,0.41
Sam LaPorta,TE,DET,NA,NA,4.17,47.33,NA,NA,0.35,NA,6.85,NA,sam-laporta,NumberFire,16214,0,0,GB,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1.33,12.37,#9,95,6,8.92,6100,1.46,11.01,4200,2.62,8.92,19,0.47
T.J. Hockenson,TE,MIN,NA,NA,4.81,47.97,NA,NA,0.34,NA,6.83,NA,t-j-hockenson,NumberFire,14138,0,0,ATL,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1.32,12.34,#16,96,7,9.2,6300,1.46,11.64,4300,2.71,9.2,17,0.54
Cade Otton,TE,TB,NA,NA,4.81,46.62,NA,NA,0.32,NA,6.53,NA,cade-otton,NumberFire,15802,0,0,LV,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1.12,11.94,#23,98,8,8.91,5600,1.59,11.36,4400,2.58,8.91,17,0.52
David Njoku,TE,CLE,NA,NA,4.5,45,NA,NA,0.27,NA,6.07,NA,david-njoku,NumberFire,13192,0,0,PIT,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.82,11.32,#4,106,9,8.33,6200,1.34,10.61,5100,2.08,8.33,19,0.44
Tucker Kraft,TE,GB,NA,NA,3.67,42.79,NA,NA,0.27,NA,5.85,NA,tucker-kraft,NumberFire,16222,0,0,DET,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.68,11.02,#3,112,10,7.71,5300,1.45,9.57,4000,2.39,7.71,16,0.48
Evan Engram,TE,JAC,NA,NA,5.62,43.8,NA,NA,0.24,NA,5.71,NA,evan-engram,NumberFire,13189,0,0,TEN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.59,10.83,#15,113,11,8.55,5900,1.45,11.41,4800,2.38,8.55,17,0.5
Jake Ferguson,TE,DAL,NA,NA,4.06,40.93,NA,NA,0.24,NA,5.47,NA,jake-ferguson,NumberFire,15799,0,0,CIN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.43,10.51,#30,115,12,7.5,5500,1.36,9.57,3900,2.45,7.5,16,0.47
Pat Freiermuth,TE,PIT,NA,NA,3.09,32.77,NA,NA,0.26,NA,4.79,NA,pat-freiermuth,NumberFire,15331,0,0,CLE,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-0.01,9.59,#22,126,13,6.36,5500,1.16,7.93,3800,2.09,6.36,14,0.45
Kyle Pitts,TE,ATL,NA,NA,2.9,36.42,NA,NA,0.19,NA,4.78,NA,kyle-pitts,NumberFire,15329,0,0,MIN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-0.01,9.57,#1,127,14,6.25,5300,1.18,7.7,4100,1.88,6.25,12,0.52
Will Dissly,TE,LAC,NA,NA,3.61,34.57,NA,NA,0.2,NA,4.6,NA,will-dissly,NumberFire,13763,0,0,KC,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-0.13,9.33,#13,131,15,6.44,5100,1.26,8.27,3800,2.18,6.44,13,0.5
Mike Gesicki,TE,CIN,NA,NA,2.94,30,NA,NA,0.25,NA,4.53,NA,michael-gesicki,NumberFire,13672,0,0,DAL,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-0.17,9.23,#27,133,16,5.97,5400,1.11,7.45,4000,1.86,5.97,13,0.46
