id,src_id,pos,player,team,rush_att,rush_yds,rush_tds,rec_yds,rec_tds,rec,rec_tgt,pass_att,pass_comp,pass_yds,pass_tds,pass_int,data_src,fumbles_lost,site_pts,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
15981,NA,WR,"Turpin, KaVontae",DAL,NA,4,0,9,0.2,0.8,1.3,NA,NA,NA,NA,NA,FantasySharks,0,2.7,BAL,0.3,0.1,0,0.1,0.1,0,0,19,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16287,NA,WR,"Tucker, Tre",LVR,NA,2,0,24,0,1.9,3,NA,NA,NA,NA,NA,FantasySharks,0,2.6,CAR,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15109,NA,WR,"Westbrook-Ikhine, Nick",TEN,NA,0,0,20,0.1,1.3,2.3,NA,NA,NA,NA,NA,FantasySharks,0,2.6,GBP,0.2,0,0,0,0,0,0,19,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16635,NA,WR,"McCaffrey, Luke",WAS,NA,1,0,21,0.1,2.5,3.8,NA,NA,NA,NA,NA,FantasySharks,0,2.5,@CIN,0.5,0,0,0,0,0,0,2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13652,NA,WR,"Wilson, Cedrick",NOS,NA,0,0,18,0.1,1.4,2.9,NA,NA,NA,NA,NA,FantasySharks,0,2.5,PHI,0.4,0.1,0,0,0.1,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11228,NA,WR,"Woods, Robert",HOU,NA,1,0,20,0.1,1.9,3.8,NA,NA,NA,NA,NA,FantasySharks,0,2.4,@MIN,0.7,0,0,0,0,0,0,11,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13776,NA,WR,"Watson, Justin",KCC,NA,0,0,17,0.1,1.2,2.1,NA,NA,NA,NA,NA,FantasySharks,0,2.3,@ATL,0.2,0.1,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13632,NA,WR,"Lazard, Allen",NYJ,NA,0,0,20,0,2,3,NA,NA,NA,NA,NA,FantasySharks,0,2.2,NEP,0.4,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15766,NA,WR,"Moore, Skyy",KCC,NA,1,0,18,0.1,1.5,2.5,NA,NA,NA,NA,NA,FantasySharks,0,2.2,@ATL,0.3,0.1,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16632,NA,WR,"Burton, Jermaine",CIN,NA,0,0,20,0,1.1,2,NA,NA,NA,NA,NA,FantasySharks,0,2.2,WAS,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15755,NA,WR,"Dotson, Jahan",PHI,NA,0,0,15,0.1,1.6,3,NA,NA,NA,NA,NA,FantasySharks,0,2.2,@NOS,0.7,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14977,NA,WR,"Osborn, K.J.",NEP,NA,0,0,18,0.1,1.7,3.2,NA,NA,NA,NA,NA,FantasySharks,0,2.1,@NYJ,0.3,0,0,0,0,0,0,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16639,NA,WR,"Legette, Xavier",CAR,NA,2,0,19,0,2,4.1,NA,NA,NA,NA,NA,FantasySharks,0,2.1,@LVR,0.2,0,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16199,NA,WR,"Palmer, Trey",TBB,NA,2,0,15,0.1,1.6,3.1,NA,NA,NA,NA,NA,FantasySharks,0,2,DEN,0.1,0.1,0,0,0,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16197,NA,WR,"Mingo, Jonathan",CAR,NA,0,0,22,0,2.2,4.8,NA,NA,NA,NA,NA,FantasySharks,0.1,2,@LVR,0.1,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13289,NA,WR,"Hollins, Mack",BUF,NA,0,0,11,0.1,0.9,1.8,NA,NA,NA,NA,NA,FantasySharks,0,1.9,JAC,0.3,0,0.1,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13641,NA,WR,"McCloud, Ray-Ray",ATL,NA,1,0,17,0,1.4,2.5,NA,NA,NA,NA,NA,FantasySharks,0,1.9,KCC,0.2,0,0,0,0,0,0,12,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14864,NA,WR,"Johnson, Tyler",LAR,NA,0,0,15,0.1,1.4,2.7,NA,NA,NA,NA,NA,FantasySharks,0,1.9,SFO,0.4,0.1,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13172,NA,WR,"Brown, Noah",WAS,NA,0,0,15,0.1,1.1,2.6,NA,NA,NA,NA,NA,FantasySharks,0,1.8,@CIN,0.5,0.1,0,0,0,0,0,4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16616,NA,WR,"Odunze, Rome",CHI,NA,1,0,15,0,1.2,3.3,NA,NA,NA,NA,NA,FantasySharks,0,1.6,@IND,0.3,0,0,0,0,0,0,5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15785,NA,WR,"Melton, Bo",GBP,NA,1,0,14,0,1.3,2.6,NA,NA,NA,NA,NA,FantasySharks,0,1.6,@TEN,0.4,0,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12773,NA,WR,"Moore, Chris",ARI,NA,-0.1,0,16,0,0.9,1.7,NA,NA,NA,NA,NA,FantasySharks,0,1.5,DET,0.1,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12257,NA,WR,"Conley, Chris",SFO,NA,0,0,15,0,0.8,1.3,NA,NA,NA,NA,NA,FantasySharks,0,1.5,@LAR,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15752,NA,WR,"Burks, Treylon",TEN,NA,1,0,14,0,1.3,3.2,NA,NA,NA,NA,NA,FantasySharks,0,1.5,GBP,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13963,NA,WR,"Hodge, KhaDarel",ATL,NA,0,0,15,0,0.9,1.6,NA,NA,NA,NA,NA,FantasySharks,0,1.5,KCC,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13910,NA,WR,"Powell, Brandon",MIN,NA,1,0,11,0,1.2,1.9,NA,NA,NA,NA,NA,FantasySharks,0,1.4,HOU,0.4,0,0,0,0,0,0,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16416,NA,WR,"Gipson, Xavier",NYJ,NA,2,0.1,8,0,0.9,1.8,NA,NA,NA,NA,NA,FantasySharks,0,1.4,NEP,0.4,0,0,0,0,0,0,34,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16364,NA,WR,"Brooks, Jalen",DAL,NA,1,0,12,0,1.3,2.4,NA,NA,NA,NA,NA,FantasySharks,0,1.3,BAL,0.1,0,0,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15767,NA,WR,"Jones, Velus",CHI,NA,6,0,6,0,0.6,1.2,NA,NA,NA,NA,NA,FantasySharks,0,1.2,@IND,0.1,0,0,0,0,0,0,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16393,NA,WR,"Bobo, Jake",SEA,NA,0,0,9,0,1.2,1.7,NA,NA,NA,NA,NA,FantasySharks,0,1.2,MIA,0.1,0,0,0,0,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16191,NA,WR,"Tillman, Cedric",CLE,NA,1,0,11,0,1.4,2.9,NA,NA,NA,NA,NA,FantasySharks,0,1.2,NYG,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16413,NA,WR,"Heath, Malik",GBP,NA,0,0,7,0.1,0.9,1.7,NA,NA,NA,NA,NA,FantasySharks,0,1.1,@TEN,0.4,0.1,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14858,NA,WR,"Jefferson, Van",PIT,NA,0,0,10,0,1.3,2.8,NA,NA,NA,NA,NA,FantasySharks,0,1.1,LAC,0.4,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16202,NA,WR,"Bell, Ronnie",SFO,NA,0,0,4,0.1,0.4,0.9,NA,NA,NA,NA,NA,FantasySharks,0,1.1,@LAR,0.2,0.1,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14592,NA,WR,"Zaccheaus, Olamide",WAS,NA,0,0,11,0,1.1,2,NA,NA,NA,NA,NA,FantasySharks,0,1.1,@CIN,0.1,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13638,NA,WR,"Berrios, Braxton",MIA,NA,0.1,0,10,0,1,1.9,NA,NA,NA,NA,NA,FantasySharks,0,1.1,@SEA,0.2,0,0,0,0,0,0,19,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16630,NA,WR,"Williams, Isaiah",DET,NA,0,0,11,0,1.1,2.2,NA,NA,NA,NA,NA,FantasySharks,0.1,1,@ARI,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16626,NA,WR,"Mitchell, Adonai",IND,NA,0,0,8,0,0.5,2.3,NA,NA,NA,NA,NA,FantasySharks,0,0.8,CHI,0.1,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16299,NA,WR,"Davis, Derius",LAC,NA,3,0,5,0,0.8,1,NA,NA,NA,NA,NA,FantasySharks,0,0.8,@PIT,0.1,0,0,0,0,0,0,18,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13793,NA,WR,"Valdes-Scantling, Marquez",BUF,NA,0,0,9,0,0.7,1.8,NA,NA,NA,NA,NA,FantasySharks,0,0.8,JAC,0.2,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15285,NA,WR,"Wallace, Tylan",BAL,NA,0,0,8,0,0.7,1.4,NA,NA,NA,NA,NA,FantasySharks,0,0.8,@DAL,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15759,NA,WR,"Metchie, John",HOU,NA,1,0,7,0,0.7,1.9,NA,NA,NA,NA,NA,FantasySharks,0,0.8,@MIN,0.2,0,0,0,0,0,0,5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16631,NA,WR,"Polk, Ja'Lynn",NEP,NA,0,0,7,0,0.8,1.6,NA,NA,NA,NA,NA,FantasySharks,0,0.7,@NYJ,0.1,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15289,NA,WR,"Toney, Kadarius",CLE,NA,2,0,5,0,0.8,1.1,NA,NA,NA,NA,NA,FantasySharks,0,0.7,NYG,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16684,NA,WR,"Washington, Malik",MIA,NA,0,0,7,0,0.9,1.7,NA,NA,NA,NA,NA,FantasySharks,0,0.7,@SEA,0.3,0,0,0,0,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13156,NA,WR,"Smith-Schuster, JuJu",KCC,NA,0,0,5,0,0.7,1.5,NA,NA,NA,NA,NA,FantasySharks,0,0.6,@ATL,0.3,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13893,NA,WR,"Sherfield, Trent",MIN,NA,0,0,4,0,0.5,1.5,NA,NA,NA,NA,NA,FantasySharks,0,0.6,HOU,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13348,NA,WR,"Moore, David",CAR,NA,0,0,5,0,0.4,1.2,NA,NA,NA,NA,NA,FantasySharks,0,0.6,@LVR,0.3,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16203,NA,WR,"Jones, Charlie",CIN,NA,0,0,6,0,0.6,0.9,NA,NA,NA,NA,NA,FantasySharks,0,0.6,WAS,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15772,NA,WR,"Covey, Britain",PHI,NA,0,0,6,0,1.1,1.9,NA,NA,NA,NA,NA,FantasySharks,0,0.6,@NOS,0.3,0,0,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14280,NA,WR,"Miller, Scotty",PIT,NA,0,0,4,0,0.3,0.6,NA,NA,NA,NA,NA,FantasySharks,0,0.6,LAC,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12184,NA,WR,"Crowder, Jamison",WAS,NA,0,0,5,0,0.6,0.7,NA,NA,NA,NA,NA,FantasySharks,0,0.5,@CIN,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16201,NA,WR,"Hutchinson, Xavier",HOU,NA,2,0,3,0,0.4,1.5,NA,NA,NA,NA,NA,FantasySharks,0,0.5,@MIN,0.1,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15995,NA,WR,"Turner, DJ",LVR,NA,2,0,3,0,0.3,0.7,NA,NA,NA,NA,NA,FantasySharks,0,0.5,CAR,0.1,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14558,NA,WR,"Harty, Deonte",BAL,NA,0,0,3,0,0.3,0.6,NA,NA,NA,NA,NA,FantasySharks,0,0.5,@DAL,0.1,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16778,NA,WR,"Flournoy, Ryan",DAL,NA,0,0,4,0,0.5,1.6,NA,NA,NA,NA,NA,FantasySharks,0,0.4,BAL,0.1,0,0,0,0,0,0,9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16629,NA,WR,"Wilson, Roman",PIT,NA,1,0,3,0,0.4,0.9,NA,NA,NA,NA,NA,FantasySharks,0,0.4,LAC,0.1,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16633,NA,WR,"Whittington, Jordan",LAR,NA,0,0,3,0,0.4,0.7,NA,NA,NA,NA,NA,FantasySharks,0,0.4,SFO,0.1,0,0,0,0,0,0,10,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14838,NA,WR,"Shenault, Laviska",SEA,NA,1,0,2,0,0.3,0.3,NA,NA,NA,NA,NA,FantasySharks,0,0.3,MIA,0,0,0,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16619,NA,WR,"Franklin, Troy",DEN,NA,0,0,3,0,0.4,1.2,NA,NA,NA,NA,NA,FantasySharks,0,0.3,@TBB,0,0,0,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14847,NA,WR,"Duvernay, Devin",JAC,NA,1,0,2,0,0.2,0.4,NA,NA,NA,NA,NA,FantasySharks,0,0.3,@BUF,0,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16005,NA,WR,"Jones, Tim",JAC,NA,0,0,2,0,0.2,0.8,NA,NA,NA,NA,NA,FantasySharks,0,0.3,@BUF,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12394,NA,WR,"Carter, DeAndre",CHI,NA,1,0,2,0,0.3,0.6,NA,NA,NA,NA,NA,FantasySharks,0,0.3,@IND,0,0,0,0,0,0,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15303,NA,WR,"Fehoko, Simi",LAC,NA,0,0,1,0,0.2,0.5,NA,NA,NA,NA,NA,FantasySharks,0,0.2,@PIT,0.1,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16788,NA,WR,"Vele, Devaughn",DEN,NA,0.1,0,2,0,0.4,1.1,NA,NA,NA,NA,NA,FantasySharks,0,0.2,@TBB,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16379,NA,WR,"Ford-Wheaton, Bryce",NYG,NA,0,0,2,0,0.4,1.4,NA,NA,NA,NA,NA,FantasySharks,0,0.2,@CLE,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16636,NA,WR,"Corley, Malachi",NYJ,NA,0,0,2,0,0.3,0.8,NA,NA,NA,NA,NA,FantasySharks,0,0.2,NEP,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15941,NA,WR,"Young, Dareke",SEA,NA,0,0,1,0,0.2,0.6,NA,NA,NA,NA,NA,FantasySharks,0,0.2,MIA,0,0,0,0,0,0,0,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13488,NA,WR,"Pascal, Zach",ARI,NA,0,0,1,0,0.2,1.1,NA,NA,NA,NA,NA,FantasySharks,0,0.1,DET,0.1,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16637,NA,WR,"Baker, Javon",NEP,NA,0,0,1,0,0.2,0.6,NA,NA,NA,NA,NA,FantasySharks,0,0.1,@NYJ,0.1,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16193,NA,WR,"Boutte, Kayshon",NEP,NA,0,0,1,0,0.1,0.6,NA,NA,NA,NA,NA,FantasySharks,0,0.1,@NYJ,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16751,NA,WR,"Means, Bub",NOS,NA,0,0,1,0,0.1,0.3,NA,NA,NA,NA,NA,FantasySharks,0,0.1,PHI,0,0,0,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16883,NA,WR,"Johnson, Kameron",TBB,NA,0,0,1,0,0.1,0.4,NA,NA,NA,NA,NA,FantasySharks,0,0.1,DEN,0,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14832,15523,WR,CeeDee Lamb,DAL,0.5,3.2,0,88.8,1,6.9,6.9,NA,NA,NA,NA,NA,FleaFlicker,0.1,15.24,BALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR1,1,92,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14836,15540,WR,Justin Jefferson,MIN,0,0.3,0,88.8,1,6.3,6.3,NA,NA,NA,NA,NA,FleaFlicker,0.1,14.79,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR2,1,89.1,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15281,16250,WR,Ja'Marr Chase,CIN,0.1,0.6,0,84.5,1,6.6,6.6,NA,NA,NA,NA,NA,FleaFlicker,0.1,14.39,WASMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR3,1,85.1,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15290,16281,WR,Nico Collins,HOU,0,0.2,0,83.1,1,5.6,5.6,NA,NA,NA,NA,NA,FleaFlicker,0.1,14.21,@MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR9,1,83.3,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16194,17633,WR,Rashee Rice,KC,0.1,0.7,0,73.3,1,6.4,6.4,NA,NA,NA,NA,NA,FleaFlicker,0.1,13.32,@ATLSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR10,1,74,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15753,16798,WR,Garrett Wilson,NYJ,0.3,1.7,0,68.7,1,5.5,5.5,NA,NA,NA,NA,NA,FleaFlicker,0.1,12.98,NEThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR8,1,70.4,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11675,10295,WR,Davante Adams,LV,0,0.1,0,69.8,1,5.6,5.6,NA,NA,NA,NA,NA,FleaFlicker,0.1,12.89,CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR15,1,69.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11671,10252,WR,Mike Evans,TB,0,0.1,0,67.6,1,4.7,4.7,NA,NA,NA,NA,NA,FleaFlicker,0.1,12.67,DENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR6,1,67.7,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15287,16373,WR,Amon-Ra St.,WR,0.1,1.2,0,84.8,0.5,7,7,NA,NA,NA,NA,NA,FleaFlicker,0.1,11.42,@ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR4,0.5,86,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14840,15531,WR,Brandon Aiyuk,SF,0.2,1,0,78,0.5,5.4,5.4,NA,NA,NA,NA,NA,FleaFlicker,0.1,10.78,@LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR18,0.5,79.1,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15282,16253,WR,DeVonta Smith,PHI,0,0.1,0,79.4,0.5,6.1,6.1,NA,NA,NA,NA,NA,FleaFlicker,0.1,10.71,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR12,0.5,79.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12801,12197,WR,Tyreek Hill,MIA,0.2,1.6,0,75.7,0.4,5.6,5.6,NA,NA,NA,NA,NA,FleaFlicker,0.1,10.03,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR7,0.4,77.2,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
