id,src_id,pos,player,team,rush_att,rush_yds,rush_tds,rec_yds,rec_tds,rec,rec_tgt,pass_att,pass_comp,pass_yds,pass_tds,pass_int,data_src,fumbles_lost,site_pts,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
15287,NA,WR,"St. Brown, Amon-Ra",DET,NA,2,0,84,0.4,6.9,10.3,NA,NA,NA,NA,NA,FantasySharks,0,10.8,@ARI,1.6,0.1,0.1,0.1,0,0,0.1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11675,NA,WR,"Adams, Davante",LVR,NA,0,0,73,0.6,5.7,9.8,NA,NA,NA,NA,NA,FantasySharks,0,10.8,CAR,1.4,0.3,0,0,0.1,0.1,0.1,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15290,NA,WR,"Collins, Nico",HOU,NA,0,0,80,0.4,5.2,7.5,NA,NA,NA,NA,NA,FantasySharks,0,10.4,@MIN,1,0.1,0.1,0.1,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11671,NA,WR,"Evans, Mike",TBB,NA,0,0,63,0.6,4.2,7.7,NA,NA,NA,NA,NA,FantasySharks,0,10.1,DEN,1.1,0.2,0.1,0.2,0,0,0.1,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15282,NA,WR,"Smith, DeVonta",PHI,NA,0,0,75,0.4,5.7,8.1,NA,NA,NA,NA,NA,FantasySharks,0.1,10,@NOS,0.8,0.2,0.1,0,0.1,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15762,NA,WR,"Pickens, George",PIT,NA,-0.8,0,74,0.4,4,6.8,NA,NA,NA,NA,NA,FantasySharks,0,9.9,LAC,0.4,0.1,0,0.1,0,0,0.2,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12186,NA,WR,"Diggs, Stefon",HOU,NA,1,0,60,0.6,6,8,NA,NA,NA,NA,NA,FantasySharks,0,9.7,@MIN,0.8,0.3,0.2,0.1,0,0,0.1,1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14840,NA,WR,"Aiyuk, Brandon",SFO,NA,1,0,73,0.3,4.6,7.2,NA,NA,NA,NA,NA,FantasySharks,0.1,9.5,@LAR,1.1,0.1,0.1,0.1,0,0,0,1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14136,NA,WR,"Samuel, Deebo",SFO,NA,7,0.2,57,0.3,4.1,6.4,NA,NA,NA,NA,NA,FantasySharks,0,9.4,@LAR,0.9,0.1,0.1,0,0,0,0.1,7,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16615,NA,WR,"Nabers, Malik",NYG,NA,1,0,64,0.5,4.9,7.5,NA,NA,NA,NA,NA,FantasySharks,0,9.3,@CLE,0.9,0.3,0.1,0,0,0,0.1,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12175,NA,WR,"Cooper, Amari",CLE,NA,0,0,68,0.4,4.3,8.8,NA,NA,NA,NA,NA,FantasySharks,0,9.2,NYG,1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14102,NA,WR,"Metcalf, DK",SEA,NA,0,0,68,0.4,5,8,NA,NA,NA,NA,NA,FantasySharks,0,9.2,MIA,1.2,0.2,0.1,0,0,0,0.1,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16080,NA,WR,"Shaheed, Rashid",NOS,NA,3,0,59,0.5,3.9,5.9,NA,NA,NA,NA,NA,FantasySharks,0,9.1,PHI,0.5,0,0,0,0.1,0.1,0.3,20,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14835,NA,WR,"Higgins, Tee",CIN,NA,1,0,64,0.4,4.5,7.8,NA,NA,NA,NA,NA,FantasySharks,0,9,WAS,1,0.1,0.1,0.1,0,0.1,0.1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15754,NA,WR,"Olave, Chris",NOS,NA,1,0,70,0.3,5.2,8.2,NA,NA,NA,NA,NA,FantasySharks,0,9,PHI,0.8,0.1,0,0.1,0,0,0,1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16190,NA,WR,"Flowers, Zay",BAL,NA,3,0,61,0.4,5,8,NA,NA,NA,NA,NA,FantasySharks,0.1,9,@DAL,1,0.2,0,0.1,0.1,0,0.1,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13163,NA,WR,"Godwin, Chris",TBB,NA,1,0,67,0.3,5.6,8,NA,NA,NA,NA,NA,FantasySharks,0.1,8.8,DEN,0.8,0.2,0,0,0,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14104,NA,WR,"Brown, A.J.",PHI,NA,0,0,67,0.4,5.5,7.5,NA,NA,NA,NA,NA,FantasySharks,0.2,8.7,@NOS,0.8,0.1,0,0.1,0,0,0.1,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13629,NA,WR,"Ridley, Calvin",TEN,NA,2,0.2,54,0.3,3.5,7.1,NA,NA,NA,NA,NA,FantasySharks,0,8.7,GBP,0.8,0.1,0,0,0,0.2,0,1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11222,NA,WR,"Allen, Keenan",CHI,NA,1,0,69,0.3,6.2,10,NA,NA,NA,NA,NA,FantasySharks,0,8.6,@IND,1,0.1,0,0.1,0.1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13635,NA,WR,"Moore, D.J.",CHI,NA,3,0.1,66,0.3,5.7,8.9,NA,NA,NA,NA,NA,FantasySharks,0.1,8.5,@IND,0.6,0.1,0,0.1,0.1,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15284,NA,WR,"Waddle, Jaylen",MIA,NA,1,0,68,0.3,4.2,6.3,NA,NA,NA,NA,NA,FantasySharks,0,8.4,@SEA,0.5,0.1,0,0,0,0,0.1,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16184,NA,WR,"Reed, Jayden",GBP,NA,5,0.2,46,0.4,3.3,5.1,NA,NA,NA,NA,NA,FantasySharks,0,8.3,@TEN,0.6,0.1,0.1,0.1,0.1,0,0.1,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14842,NA,WR,"Pittman, Michael",IND,NA,1,0,61,0.3,6,8.9,NA,NA,NA,NA,NA,FantasySharks,0,7.8,CHI,0.9,0.1,0,0.1,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16186,NA,WR,"Addison, Jordan",MIN,NA,0,0,49,0.5,3.8,6.2,NA,NA,NA,NA,NA,FantasySharks,0,7.8,HOU,0.9,0.1,0.1,0.1,0.1,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16194,NA,WR,"Rice, Rashee",KCC,NA,0,0,60,0.3,5.2,6.7,NA,NA,NA,NA,NA,FantasySharks,0.1,7.7,@ATL,0.8,0.2,0,0,0,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11674,NA,WR,"Cooks, Brandin",DAL,NA,2,0,38,0.5,3.5,5.6,NA,NA,NA,NA,NA,FantasySharks,0,7.3,BAL,0.8,0.3,0.1,0.1,0.1,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15756,NA,WR,"Williams, Jameson",DET,NA,3,0.1,48,0.3,2.9,5.3,NA,NA,NA,NA,NA,FantasySharks,0,7.3,@ARI,1.1,0.1,0,0,0,0.1,0.1,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16185,NA,WR,"Smith-Njigba, Jaxon",SEA,NA,0,0,58,0.2,5,7.3,NA,NA,NA,NA,NA,FantasySharks,0,7.2,MIA,0.5,0.1,0.1,0.1,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13164,NA,WR,"Kupp, Cooper",LAR,NA,2,0,48,0.3,4.4,6.8,NA,NA,NA,NA,NA,FantasySharks,0,7.2,SFO,1.1,0.2,0.1,0,0,0,0.1,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14109,NA,WR,"McLaurin, Terry",WAS,NA,1,0,57,0.2,4.7,7.8,NA,NA,NA,NA,NA,FantasySharks,0,7.1,@CIN,0.6,0.1,0.1,0.1,0.1,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15768,NA,WR,"Pierce, Alec",IND,NA,0,0,48,0.4,4,5.5,NA,NA,NA,NA,NA,FantasySharks,0,7,CHI,0.5,0.1,0,0.1,0,0,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16204,NA,WR,"Dell, Tank",HOU,NA,8,0,45,0.3,4,7,NA,NA,NA,NA,NA,FantasySharks,0,7,@MIN,0.7,0.1,0,0.1,0,0.1,0,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15753,NA,WR,"Wilson, Garrett",NYJ,NA,0,0,65,0.1,5.5,10,NA,NA,NA,NA,NA,FantasySharks,0.1,7,NEP,1.1,0.1,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14127,NA,WR,"Meyers, Jakobi",LVR,NA,2,0.1,43,0.3,3.6,5.7,NA,NA,NA,NA,NA,FantasySharks,0,6.8,CAR,0.8,0.1,0.1,0.1,0.1,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16207,NA,WR,"Iosivas, Andrei",CIN,NA,0,0,32,0.6,3.2,6,NA,NA,NA,NA,NA,FantasySharks,0,6.8,WAS,1,0.6,0,0,0,0,0,1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15319,NA,WR,"Palmer, Joshua",LAC,NA,1,0,57,0.2,4.7,7,NA,NA,NA,NA,NA,FantasySharks,0,6.7,@PIT,0.8,0,0.1,0,0,0,0.1,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15761,NA,WR,"Shakir, Khalil",BUF,NA,1,0,43,0.4,3,3.5,NA,NA,NA,NA,NA,FantasySharks,0,6.6,JAC,0.4,0,0.3,0,0,0,0,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12785,NA,WR,"Robinson, Demarcus",LAR,NA,2,0,48,0.3,3.6,6.1,NA,NA,NA,NA,NA,FantasySharks,0.1,6.6,SFO,1,0.2,0,0.1,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13633,NA,WR,"Kirk, Christian",JAC,NA,1,0,50,0.3,3.6,6.3,NA,NA,NA,NA,NA,FantasySharks,0.1,6.5,@BUF,0.8,0,0.1,0.1,0,0,0.1,2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11232,NA,WR,"Hopkins, DeAndre",TEN,NA,0,0,48,0.3,3.9,7.2,NA,NA,NA,NA,NA,FantasySharks,0,6.5,GBP,0.9,0.2,0,0,0,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14208,NA,WR,"Johnson, Diontae",CAR,NA,0.1,0,46,0.3,4,6.9,NA,NA,NA,NA,NA,FantasySharks,0,6.2,@LVR,1.1,0.1,0.1,0,0,0,0.1,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15789,NA,WR,"Watson, Christian",GBP,NA,3,0.1,31,0.4,3,4,NA,NA,NA,NA,NA,FantasySharks,0,6.2,@TEN,1,0.1,0.2,0,0,0,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15779,NA,WR,"Doubs, Romeo",GBP,NA,0,0,45,0.3,4.5,6,NA,NA,NA,NA,NA,FantasySharks,0,6.2,@TEN,1,0.2,0.1,0,0,0,0,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15786,NA,WR,"Nailor, Jalen",MIN,NA,0,0,34,0.4,2.3,3.5,NA,NA,NA,NA,NA,FantasySharks,0,6,HOU,0.6,0,0.2,0.2,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13630,NA,WR,"Sutton, Courtland",DEN,NA,0,0,42,0.3,3.1,6.3,NA,NA,NA,NA,NA,FantasySharks,0.1,6,@TBB,1.1,0.1,0.1,0,0,0.1,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11938,NA,WR,"Thielen, Adam",CAR,NA,0,0,48,0.2,4.6,6.4,NA,NA,NA,NA,NA,FantasySharks,0,6,@LVR,0.7,0.1,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16618,NA,WR,"Thomas Jr., Brian",JAC,NA,0,0,48,0.2,3.1,5,NA,NA,NA,NA,NA,FantasySharks,0,6,@BUF,0.6,0,0.2,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15751,NA,WR,"London, Drake",ATL,NA,0,0,51,0.2,4.1,6.3,NA,NA,NA,NA,NA,FantasySharks,0.1,6,KCC,1,0.1,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16206,NA,WR,"Wilson, Michael",ARI,NA,3,0,35,0.3,2.8,4.5,NA,NA,NA,NA,NA,FantasySharks,0,5.7,DET,0.6,0.2,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16620,NA,WR,"Worthy, Xavier",KCC,NA,1,0.1,34,0.3,2.5,4.1,NA,NA,NA,NA,NA,FantasySharks,0,5.6,@ATL,0.3,0.1,0,0,0.1,0.1,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12187,NA,WR,"Lockett, Tyler",SEA,NA,0,0,47,0.1,4,6.3,NA,NA,NA,NA,NA,FantasySharks,0,5.5,MIA,0.5,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14833,NA,WR,"Jeudy, Jerry",CLE,NA,0,0,42,0.2,3.4,6,NA,NA,NA,NA,NA,FantasySharks,0,5.5,NYG,0.8,0.2,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16188,NA,WR,"Johnston, Quentin",LAC,NA,1,0,40,0.2,3.3,5.7,NA,NA,NA,NA,NA,FantasySharks,0,5.4,@PIT,0.6,0.1,0,0.1,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16617,NA,WR,"Coleman, Keon",BUF,NA,0,0,37,0.3,3,5,NA,NA,NA,NA,NA,FantasySharks,0.1,5.4,JAC,0.7,0.1,0.1,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15292,NA,WR,"Brown, Dyami",WAS,NA,2,0,37,0.2,3.7,5.9,NA,NA,NA,NA,NA,FantasySharks,0,4.9,@CIN,0.5,0.1,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15757,NA,WR,"Robinson, Wan'Dale",NYG,NA,3,0,30,0.2,3.4,5.2,NA,NA,NA,NA,NA,FantasySharks,0,4.6,@CLE,0.6,0.2,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16342,NA,WR,"Douglas, Demario",NEP,NA,2,0,34,0.2,3.1,5.1,NA,NA,NA,NA,NA,FantasySharks,0,4.5,@NYJ,0.5,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16187,NA,WR,"Downs, Josh",IND,NA,0,0,37,0.1,3.2,5.1,NA,NA,NA,NA,NA,FantasySharks,0,4.5,CHI,0.6,0,0,0,0,0,0.1,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16195,NA,WR,"Wicks, Dontayvion",GBP,NA,0,0,29,0.3,2.1,3.8,NA,NA,NA,NA,NA,FantasySharks,0,4.4,@TEN,0.6,0,0.2,0.1,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16196,NA,WR,"Perry, A.T.",NOS,NA,1,0,27,0.3,1.9,3.2,NA,NA,NA,NA,NA,FantasySharks,0,4.4,PHI,0.6,0.1,0.1,0,0.1,0,0,4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14122,NA,WR,"Slayton, Darius",NYG,NA,0,0,33,0.1,2.6,4.3,NA,NA,NA,NA,NA,FantasySharks,0,4.2,@CLE,0.4,0,0,0,0,0,0.1,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15788,NA,WR,"Tolbert, Jalen",DAL,NA,0,0,34,0.1,2.6,4.4,NA,NA,NA,NA,NA,FantasySharks,0,4.2,BAL,0.4,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15301,NA,WR,"Atwell, Tutu",LAR,NA,2,0,29,0.1,2.6,4.9,NA,NA,NA,NA,NA,FantasySharks,0,4.2,SFO,0.7,0.1,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15293,NA,WR,"Bateman, Rashod",BAL,NA,0,0,34,0.1,2.5,4.3,NA,NA,NA,NA,NA,FantasySharks,0,4.1,@DAL,0.2,0,0.1,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14845,NA,WR,"Davis, Gabriel",JAC,NA,0.1,0,33,0.1,2.1,4.2,NA,NA,NA,NA,NA,FantasySharks,0.1,4.1,@BUF,0.7,0.1,0,0,0,0,0,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14974,NA,WR,"Mooney, Darnell",ATL,NA,0,0,33,0.1,2.1,4,NA,NA,NA,NA,NA,FantasySharks,0,4,KCC,0.3,0,0,0,0,0.1,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16628,NA,WR,"McMillan, Jalen",TBB,NA,1,0,25,0.2,2,4.6,NA,NA,NA,NA,NA,FantasySharks,0,3.9,DEN,0.5,0.1,0,0,0.2,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14108,NA,WR,"Dortch, Greg",ARI,NA,3,0,31,0.1,3.4,5.5,NA,NA,NA,NA,NA,FantasySharks,0,3.9,DET,0.6,0,0,0,0,0,0,12,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13168,NA,WR,"Reynolds, Josh",DEN,NA,0,0,35,0.1,2.5,4,NA,NA,NA,NA,NA,FantasySharks,0,3.9,@TBB,0.5,0,0,0,0,0,0,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14860,NA,WR,"Jennings, Jauan",SFO,NA,0,0,31,0.1,2.3,3.5,NA,NA,NA,NA,NA,FantasySharks,0,3.8,@LAR,0.4,0,0.1,0,0,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16189,NA,WR,"Mims, Marvin",DEN,NA,1,0,30,0.1,2,3.3,NA,NA,NA,NA,NA,FantasySharks,0,3.7,@TBB,0.3,0.1,0,0,0,0,0,16,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13157,NA,WR,"Samuel, Curtis",BUF,NA,1,0,27,0.1,2.6,4,NA,NA,NA,NA,NA,FantasySharks,0,3.5,JAC,0.4,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15288,NA,WR,"Moore, Elijah",CLE,NA,1,0,32,0,3.5,6.2,NA,NA,NA,NA,NA,FantasySharks,0.1,3.4,NYG,0.6,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13154,NA,WR,"Williams, Mike",NYJ,NA,0,0,30,0.1,2.8,4,NA,NA,NA,NA,NA,FantasySharks,0,3.4,NEP,0.6,0,0,0,0,0,0,3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15777,NA,WR,"Austin III, Calvin",PIT,NA,2,0.1,25,0.1,2,4.1,NA,NA,NA,NA,NA,FantasySharks,0,3.4,LAC,0.2,0,0,0,0,0,0.1,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14551,NA,WR,"Irwin, Trenton",CIN,NA,0,0,25,0.1,2,3,NA,NA,NA,NA,NA,FantasySharks,0,3.3,WAS,0.5,0.1,0,0,0.1,0,0,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12650,NA,WR,"Boyd, Tyler",TEN,NA,0,0,28,0.1,2.9,4.9,NA,NA,NA,NA,NA,FantasySharks,0,3.3,GBP,0.4,0.1,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13066,NA,WR,"Raymond, Kalif",DET,NA,2,0,26,0.1,1.9,2.8,NA,NA,NA,NA,NA,FantasySharks,0,3.2,@ARI,0.4,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16627,NA,WR,"McConkey, Ladd",LAC,NA,3,0,21,0.2,2,3.5,NA,NA,NA,NA,NA,FantasySharks,0,3.2,@PIT,0.5,0.1,0.1,0,0,0,0,6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12181,NA,WR,"Agholor, Nelson",BAL,NA,0.1,0,24,0.1,2,3,NA,NA,NA,NA,NA,FantasySharks,0,3,@DAL,0.4,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16183,NA,WR,"Hyatt, Jalin",NYG,NA,1,0,27,0,2.2,3.2,NA,NA,NA,NA,NA,FantasySharks,0,2.9,@CLE,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14315,NA,WR,"Dulin, Ashton",IND,NA,0,0,7,0.4,0.4,0.7,NA,NA,NA,NA,NA,FantasySharks,0,2.8,CHI,0.2,0,0.1,0,0,0,0.3,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15787,NA,WR,"Thornton, Tyquan",NEP,NA,1,0,23,0.1,2.1,3.7,NA,NA,NA,NA,NA,FantasySharks,0,2.7,@NYJ,0.2,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
