player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,Rushing Yard,Receiving Yard,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points
Cole Kmet,TE,CHI,NA,NA,2.22,21.36,NA,NA,0.15,NA,3.03,NA,cole-kmet,NumberFire,14867,0,0,0,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.15,7.21,#20,212,31,4.11,5.24,4.11
Dawson Knox,TE,BUF,NA,NA,1.75,18.5,NA,NA,0.19,NA,2.96,NA,dawson-knox,NumberFire,14143,0,0,0,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.19,7.11,#31,214,32,3.85,4.73,3.85
Gerald Everett,TE,CHI,NA,NA,2.31,19.4,NA,NA,0.16,NA,2.87,NA,gerald-everett,NumberFire,13236,0,0,0,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.25,6.99,#20,215,33,4,5.18,4
Tommy Tremble,TE,CAR,NA,NA,2.06,19.48,NA,NA,0.15,NA,2.83,NA,tommy-tremble,NumberFire,15332,0,0,0,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.28,6.94,#20,217,34,3.86,4.9,3.86
Daniel Bellinger,TE,NYG,NA,NA,2.6,20.89,NA,NA,0.12,NA,2.8,NA,daniel-bellinger,NumberFire,15873,0,0,0,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,6.9,#26,220,35,4.09,5.4,4.09
Greg Dulcich,TE,DEN,NA,NA,2.01,20.6,NA,NA,0.1,NA,2.67,NA,greg-dulcich,NumberFire,15797,0,0,0,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.38,6.72,#30,223,36,3.65,4.66,3.65
Josh Oliver,TE,MIN,NA,NA,2.03,18.43,NA,NA,0.11,NA,2.51,NA,josh-oliver,NumberFire,14209,0,0,0,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.48,6.5,#11,226,37,3.48,4.51,3.48
Tucker Kraft,TE,GB,NA,NA,1.74,17.78,NA,NA,0.12,NA,2.5,NA,tucker-kraft,NumberFire,16222,0,0,0,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.49,6.49,#23,228,38,3.37,4.24,3.37
Davis Allen,TE,LA,NA,NA,1.5,16.13,NA,NA,0.12,NA,2.34,NA,davis-allen,NumberFire,16219,0,0,0,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.59,6.27,#16,237,39,3.08,3.83,3.08
Johnny Mundt,TE,MIN,NA,NA,1.66,14.85,NA,NA,0.09,NA,2.02,NA,johnny-mundt,NumberFire,13940,0,0,0,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.8,5.84,#11,245,40,2.86,3.69,2.86
Michael Mayer,TE,LV,NA,NA,1.4,14.11,NA,NA,0.08,NA,1.9,NA,michael-mayer,NumberFire,16212,0,0,0,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.88,5.68,#27,248,41,2.59,3.29,2.59
Darnell Washington,TE,PIT,NA,NA,1.41,13.3,NA,NA,0.09,NA,1.87,NA,darnell-washington,NumberFire,16216,0,0,0,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9,5.64,#10,251,42,2.56,3.27,2.56
Mo Alie-Cox,TE,IND,NA,NA,0.96,10.43,NA,NA,0.07,NA,1.46,NA,mo-alie-cox,NumberFire,13246,0,0,0,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16,5.08,#9,265,43,1.92,2.41,1.92
Josh Whyle,TE,TEN,NA,NA,1.06,10.5,NA,NA,0.07,NA,1.45,NA,josh-whyle,NumberFire,16312,0,0,0,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.17,5.07,#15,267,44,2,2.53,2
Luke Schoonmaker,TE,DAL,NA,NA,1.04,9.83,NA,NA,0.07,NA,1.4,NA,luke-schoonmaker,NumberFire,16221,0,0,0,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.2,5,#1,268,45,1.92,2.44,1.92
Stephen Sullivan,TE,CAR,NA,NA,0.93,9.51,NA,NA,0.06,NA,1.33,NA,stephen-sullivan,NumberFire,15026,0,0,0,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.25,4.91,#20,272,46,1.78,2.24,1.78
Pharaoh Brown,TE,SEA,NA,NA,0.91,9.27,NA,NA,0.06,NA,1.31,NA,pharaoh-brown,NumberFire,13994,0,0,0,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.26,4.88,#28,273,47,1.72,2.19,1.72
Tanner Hudson,TE,CIN,NA,NA,0.96,9.02,NA,NA,0.07,NA,1.3,NA,tanner-hudson,NumberFire,14370,0,0,0,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.27,4.87,#22,274,48,1.8,2.28,1.8
Ben Sinnott,TE,WSH,NA,NA,0.9,8.85,NA,NA,0.05,NA,1.2,NA,ben-sinnott,NumberFire,16644,0,0,0,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.33,4.73,#17,279,49,1.64,2.09,1.64
Austin Hooper,TE,NE,NA,NA,0.87,9.08,NA,NA,0.04,NA,1.14,NA,austin-hooper,NumberFire,12677,0,0,0,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.37,4.65,#12,280,50,1.58,2.02,1.58
Donald Parham Jr.,TE,DEN,NA,NA,0.81,8.43,NA,NA,0.05,NA,1.12,NA,donald-parham-jr,NumberFire,14341,0,0,0,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.38,4.62,#30,283,51,1.55,1.95,1.55
Will Mallory,TE,IND,NA,NA,0.77,7.27,NA,NA,0.05,NA,1.02,NA,will-mallory,NumberFire,16220,0,0,0,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.45,4.49,#9,285,52,1.41,1.8,1.41
Adam Trautman,TE,DEN,NA,NA,0.72,7.1,NA,NA,0.04,NA,0.93,NA,adam-trautman,NumberFire,14870,0,0,0,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.51,4.37,#30,288,53,1.31,1.67,1.31
Foster Moreau,TE,NO,NA,NA,0.59,6.65,NA,NA,0.04,NA,0.9,NA,foster-moreau,NumberFire,14239,0,0,0,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.53,4.33,#29,290,54,1.2,1.5,1.2
Hunter Long,TE,LA,NA,NA,0.57,6.14,NA,NA,0.05,NA,0.89,NA,hunter-long,NumberFire,15334,0,0,0,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.53,4.31,#16,293,55,1.2,1.48,1.2
John Bates,TE,WSH,NA,NA,0.68,6.55,NA,NA,0.04,NA,0.88,NA,john-bates,NumberFire,15344,0,0,0,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.54,4.3,#17,294,56,1.22,1.57,1.22
Ian Thomas,TE,CAR,NA,NA,0.61,5.85,NA,NA,0.04,NA,0.82,NA,ian-thomas,NumberFire,13678,0,0,0,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.58,4.22,#20,299,57,1.13,1.44,1.13
Brock Wright,TE,DET,NA,NA,0.47,5.1,NA,NA,0.04,NA,0.78,NA,brock-wright,NumberFire,15626,0,0,0,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.6,4.16,#25,301,58,0.99,1.22,0.99
Jordan Akins,TE,CLE,NA,NA,0.53,5.45,NA,NA,0.03,NA,0.75,NA,jordan-akins,NumberFire,13753,0,0,0,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.62,4.12,#7,305,59,0.99,1.26,0.99
Noah Gray,TE,KC,NA,NA,0.5,5.02,NA,NA,0.04,NA,0.73,NA,noah-gray-1,NumberFire,15337,0,0,0,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.64,4.1,#2,307,60,0.99,1.24,0.99
Brevin Jordan,TE,HOU,NA,NA,0.49,5.14,NA,NA,0.03,NA,0.72,NA,brevin-jordan,NumberFire,15330,0,0,0,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.64,4.08,#19,308,61,0.94,1.18,0.94
Stone Smartt,TE,LAC,NA,NA,0.48,4.47,NA,NA,0.03,NA,0.61,NA,stone-smartt,NumberFire,16113,0,0,0,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71,3.93,#13,313,62,0.87,1.11,0.87
Durham Smythe,TE,MIA,NA,NA,0.37,3.76,NA,NA,0.03,NA,0.53,NA,durham-smythe,NumberFire,13676,0,0,0,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.77,3.83,#14,320,63,0.74,0.93,0.74
Anthony Firkser,TE,NYJ,NA,NA,0.36,3.25,NA,NA,0.02,NA,0.44,NA,anthony-firkser,NumberFire,13919,0,0,0,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.82,3.7,#6,327,64,0.63,0.81,0.63
Jeremy Ruckert,TE,NYJ,NA,NA,0.35,3.19,NA,NA,0.02,NA,0.44,NA,jeremy-ruckert,NumberFire,15796,0,0,0,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.82,3.7,#6,327,64,0.61,0.79,0.61
Nick Muse,TE,MIN,NA,NA,0.33,3.07,NA,NA,0.02,NA,0.42,NA,nick-muse,NumberFire,15937,0,0,0,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.84,3.68,#11,330,66,0.59,0.76,0.59
Charlie Woerner,TE,ATL,NA,NA,0.25,2.43,NA,NA,0.02,NA,0.36,NA,charlie-woerner,NumberFire,14984,0,0,0,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88,3.6,#5,339,67,0.49,0.61,0.49
Peyton Hendershot,TE,KC,NA,NA,0.25,2.42,NA,NA,0.02,NA,0.36,NA,peyton-hendershot,NumberFire,16000,0,0,0,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88,3.6,#2,339,67,0.49,0.61,0.49
Julian Hill,TE,MIA,NA,NA,0.24,2.4,NA,NA,0.02,NA,0.35,NA,julian-hill,NumberFire,16425,0,0,0,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88,3.58,#14,342,69,0.48,0.6,0.48
Grant Calcaterra,TE,PHI,NA,NA,0.22,2.18,NA,NA,0.02,NA,0.31,NA,grant-calcaterra,NumberFire,15804,0,0,0,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,3.53,#24,346,70,0.45,0.56,0.45
Drew Sample,TE,CIN,NA,NA,0.25,1.96,NA,NA,0.02,NA,0.3,NA,drew-sample,NumberFire,14146,0,0,0,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.52,#22,348,71,0.44,0.57,0.44
Ko Kieft,TE,TB,NA,NA,0.22,2.1,NA,NA,0.02,NA,0.3,NA,ko-kieft,NumberFire,15929,0,0,0,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.52,#32,348,71,0.44,0.55,0.44
Andrew Ogletree,TE,IND,NA,NA,0.22,2.09,NA,NA,0.01,NA,0.3,NA,andrew-ogletree,NumberFire,15916,0,0,0,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.52,#9,348,71,0.38,0.49,0.38
MyCole Pruitt,TE,PIT,NA,NA,0.2,2,NA,NA,0.01,NA,0.29,NA,mycole-pruitt,NumberFire,12309,0,0,0,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.5,#10,353,74,0.36,0.46,0.36
Connor Heyward,TE,PIT,NA,NA,0.2,1.86,NA,NA,0.01,NA,0.26,NA,connor-heyward,NumberFire,15800,0,0,0,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,3.46,#10,361,75,0.35,0.45,0.35
Lucas Krull,TE,DEN,NA,NA,0.2,1.99,NA,NA,0.01,NA,0.26,NA,lucas-krull,NumberFire,15970,0,0,0,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,3.46,#30,361,75,0.36,0.46,0.36
Harrison Bryant,TE,LV,NA,NA,0.2,1.81,NA,NA,0.01,NA,0.25,NA,harrison-bryant,NumberFire,14875,0,0,0,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,3.45,#27,363,77,0.34,0.44,0.34
Elijah Higgins,TE,ARI,NA,NA,0.21,1.91,NA,NA,0.01,NA,0.25,NA,elijah-higgins,NumberFire,16333,0,0,0,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,3.45,#8,363,77,0.36,0.46,0.36
Quintin Morris,TE,BUF,NA,NA,0.12,1.32,NA,NA,0.01,NA,0.2,NA,quintin-morris,NumberFire,15341,0,0,0,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.98,3.38,#31,371,79,0.25,0.31,0.25
Tre' McKitty,TE,BUF,NA,NA,0.12,1.25,NA,NA,0.01,NA,0.19,NA,tre-mckitty,NumberFire,15333,0,0,0,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,3.37,#31,375,80,0.25,0.31,0.25
Teagan Quitoriano,TE,HOU,NA,NA,0.12,1.32,NA,NA,0.01,NA,0.19,NA,teagan-quitoriano,NumberFire,15905,0,0,0,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,3.37,#19,375,80,0.25,0.31,0.25
Ben Sims,TE,GB,NA,NA,0.12,1.19,NA,NA,0.01,NA,0.17,NA,ben-sims,NumberFire,16483,0,0,0,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,3.34,#23,387,82,0.24,0.3,0.24
Stephen Carlson,TE,CHI,NA,NA,0.12,1.12,NA,NA,0.01,NA,0.16,NA,stephen-carlson,NumberFire,14488,0,0,0,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.01,3.33,#20,394,83,0.23,0.29,0.23
Luke Farrell,TE,JAC,NA,NA,0.12,1.14,NA,NA,0.01,NA,0.16,NA,luke-farrell,NumberFire,15335,0,0,0,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.01,3.33,#18,394,83,0.23,0.29,0.23
Tommy Hudson,TE,NO,NA,NA,0.12,1.13,NA,NA,0.01,NA,0.16,NA,tommy-hudson,NumberFire,15544,0,0,0,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.01,3.33,#29,394,83,0.23,0.29,0.23
Brenton Strange,TE,JAC,NA,NA,0.12,1.1,NA,NA,0.01,NA,0.16,NA,brenton-strange,NumberFire,16269,0,0,0,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.01,3.33,#18,394,83,0.23,0.29,0.23
Brady Russell,TE,SEA,NA,NA,0.11,1.1,NA,NA,0.01,NA,0.16,NA,brady-russell,NumberFire,16496,0,0,0,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.01,3.33,#28,394,83,0.23,0.28,0.23
Jake Tonges,TE,SF,NA,NA,0.1,0.96,NA,NA,0.01,NA,0.15,NA,jake-tonges,NumberFire,16036,0,0,0,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.01,3.31,#4,405,88,0.21,0.26,0.21
Charlie Kolar,TE,BAL,NA,NA,0.1,1.05,NA,NA,0.01,NA,0.15,NA,charlie-kolar,NumberFire,15795,0,0,0,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.01,3.31,#3,405,88,0.22,0.27,0.22
Payne Durham,TE,TB,NA,NA,0.11,1.06,NA,NA,0.01,NA,0.15,NA,payne-durham,NumberFire,16218,0,0,0,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.01,3.31,#32,405,88,0.22,0.28,0.22
Mitchell Wilcox,TE,NE,NA,NA,0.11,1.1,NA,NA,0,NA,0.14,NA,mitchell-wilcox,NumberFire,15563,0,0,0,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.02,3.3,#12,416,91,0.17,0.22,0.17
Chris Manhertz,TE,NYG,NA,NA,0.11,0.94,NA,NA,0.01,NA,0.13,NA,chris-manhertz,NumberFire,12955,0,0,0,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.03,3.29,#26,422,92,0.21,0.26,0.21
Zach Gentry,TE,LV,NA,NA,0.1,0.93,NA,NA,0.01,NA,0.13,NA,zach-gentry,NumberFire,14240,0,0,0,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.03,3.29,#27,422,92,0.2,0.25,0.2
Nate Adkins,TE,DEN,NA,NA,0.1,0.97,NA,NA,0.01,NA,0.13,NA,nate-adkins,NumberFire,16474,0,0,0,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.03,3.29,#30,422,92,0.21,0.26,0.21
Travis Kelce,TE,KC,NA,NA,5.72,60.58,NA,NA,0.5,0.07,14.67,NA,2540258,NFL,11244,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,NA,5.78,59.82,NA,NA,0.5,0.07,14.62,NA,2569726,NFL,16214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,NA,5.01,51.69,NA,NA,0.32,0.06,11.98,NA,2569594,NFL,16213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,NA,4.99,51.16,NA,NA,0.31,0.06,11.85,NA,2568117,NFL,15794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,NA,4.12,52.11,NA,NA,0.43,0.06,11.79,NA,2560957,NFL,13671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,NA,4.34,53.98,NA,NA,0.32,0.07,11.52,NA,2565830,NFL,15329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,NA,3.9,53.21,NA,NA,0.36,0.06,11.29,NA,2558266,NFL,13299,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,JAX,NA,NA,4.8,46.29,NA,NA,0.27,0.07,10.91,NA,2557858,NFL,13189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,NA,4.24,44.25,NA,NA,0.33,0.06,10.53,NA,2567496,NFL,15799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,NA,4.19,45.17,NA,NA,0.32,0.07,10.49,NA,2557986,NFL,13192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,NA,4,42.85,NA,NA,0.25,0.06,9.67,NA,2560995,NFL,13674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,NA,3.58,37.6,NA,NA,0.3,0.06,9.02,NA,2560866,NFL,13772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,NA,3.45,38.43,NA,NA,0.28,0.06,8.85,NA,2572219,NFL,16641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,NA,3.38,34.62,NA,NA,0.26,0.06,8.28,NA,2563704,NFL,14867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,NA,3.38,34.54,NA,NA,0.23,NA,8.21,NA,2562383,NFL,14137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,NA,3.24,32.4,NA,NA,0.27,NA,8.1,NA,2568312,NFL,15802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,NA,3.19,33.31,NA,NA,0.22,0.06,7.72,NA,2566442,NFL,15331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,NA,3.19,31.62,NA,NA,0.2,NA,7.55,NA,2561027,NFL,13675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,NA,3,30.22,NA,NA,0.24,NA,7.46,NA,2555341,NFL,12676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
