player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,curr_site_pts,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Davante Adams,WR,NYJ,NA,4.8,4.8,60.2,NA,NA,0.4,0.1,0.4,NA,0,0.1,8.35,NA,10295,FleaFlicker,11675,NA,NA,NA,NA,NA,@PITSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR29,0.4,60.6,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,5.1,5.1,63.2,NA,NA,0.3,0,0.1,NA,0,0.1,8.31,NA,16253,FleaFlicker,15282,NA,NA,NA,NA,NA,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR18,0.3,63.3,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,PIT,NA,4.4,4.4,61,NA,NA,0.4,0,0.1,NA,0,0.1,8.23,NA,16859,FleaFlicker,15762,NA,NA,NA,NA,NA,NYJSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR30,0.4,61.1,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Harrison,WR,ARI,NA,4.4,4.4,59.6,NA,NA,0.4,0,0.1,NA,0,0.1,8.21,NA,18381,FleaFlicker,16614,NA,NA,NA,NA,NA,LACMon 9:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR14,0.4,59.7,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Thomas,WR,JAC,NA,4.4,4.4,58.2,NA,NA,0.4,0.1,0.9,NA,0,0.1,8.13,NA,18361,FleaFlicker,16618,NA,NA,NA,NA,NA,NESun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR26,0.4,59.1,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Mooney,WR,ATL,NA,4.2,4.2,57.5,NA,NA,0.4,0,0.3,NA,0,0,8.08,NA,15658,FleaFlicker,14974,NA,NA,NA,NA,NA,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR37,0.4,57.8,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ladd McConkey,WR,LAC,NA,4.5,4.5,57,NA,NA,0.3,0,0.2,NA,0,0,7.76,NA,18407,FleaFlicker,16627,NA,NA,NA,NA,NA,@ARIMon 9:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR43,0.3,57.2,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,3.4,3.4,54.3,NA,NA,0.3,0.5,2.8,NA,0,0.1,7.71,NA,16830,FleaFlicker,15756,NA,NA,NA,NA,NA,@MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR27,0.3,57.1,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Addison,WR,MIN,NA,4.1,4.1,54.6,NA,NA,0.3,0.1,0.6,NA,0,0.1,7.58,NA,17613,FleaFlicker,16186,NA,NA,NA,NA,NA,DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR42,0.4,55.2,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,4.1,4.1,56,NA,NA,0.3,0,0.1,NA,0,0.1,7.49,NA,13795,FleaFlicker,13630,NA,NA,NA,NA,NA,@NOW 33-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR45,0.3,56,82%,7.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,5.2,5.2,54,NA,NA,0.3,0,0.2,NA,0,0.1,7.28,NA,17606,FleaFlicker,16185,NA,NA,NA,NA,NA,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR36,0.3,54.2,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Downs,WR,IND,NA,4.6,4.6,52.5,NA,NA,0.3,0.2,1.3,NA,0,0.1,7.18,NA,17622,FleaFlicker,16187,NA,NA,NA,NA,NA,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR39,0.3,53.8,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Worthy,WR,KC,NA,3.3,3.3,46.5,NA,NA,0.3,1.2,6.1,NA,0.1,0,7.17,NA,18363,FleaFlicker,16620,NA,NA,NA,NA,NA,@SFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR35,0.3,52.6,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman,WR,IND,NA,4.4,4.4,53,NA,NA,0.3,0,0.1,NA,0,0.1,7.05,NA,15603,FleaFlicker,14842,NA,NA,NA,NA,NA,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR41,0.3,53.1,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amari Cooper,WR,BUF,NA,3.7,3.7,48.4,NA,NA,0.4,0,0.1,NA,0,0.1,7.01,NA,11177,FleaFlicker,12175,NA,NA,NA,NA,NA,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR24,0.4,48.5,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,SEA,NA,4.6,4.6,50.1,NA,NA,0.3,0,0.1,NA,0,0.1,6.94,NA,11242,FleaFlicker,12187,NA,NA,NA,NA,NA,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR55,0.3,50.2,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,JAC,NA,4,4,50.2,NA,NA,0.3,0,0.1,NA,0,0.1,6.8,NA,13806,FleaFlicker,13633,NA,NA,NA,NA,NA,NESun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR40,0.3,50.4,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Whittington,WR,LAR,NA,4.6,4.6,52.8,NA,NA,0.2,0,0,NA,0,0,6.72,NA,18564,FleaFlicker,16633,NA,NA,NA,NA,NA,LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR70,0.2,52.8,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wan'Dale Robinson,WR,NYG,NA,5.4,5.4,50.7,NA,NA,0.2,0.3,1.9,NA,0,0.1,6.7,NA,16869,FleaFlicker,15757,NA,NA,NA,NA,NA,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR51,0.3,52.5,67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tutu Atwell,WR,LAR,NA,3.7,3.7,50.7,NA,NA,0.2,0.3,2.1,NA,0,0,6.56,NA,16326,FleaFlicker,15301,NA,NA,NA,NA,NA,LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR83,0.2,52.9,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,CLE,NA,4.2,4.2,50.9,NA,NA,0.2,0,0.2,NA,0,0.1,6.49,NA,15544,FleaFlicker,14833,NA,NA,NA,NA,NA,CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR53,0.2,51.1,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Ridley,WR,TEN,NA,3.6,3.6,47.8,NA,NA,0.2,0.4,2.2,NA,0,0,6.48,NA,13776,FleaFlicker,13629,NA,NA,NA,NA,NA,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR44,0.3,50,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Watson,WR,GB,NA,3,3,44.8,NA,NA,0.3,0,0.4,NA,0,0,6.42,NA,16896,FleaFlicker,15789,NA,NA,NA,NA,NA,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR38,0.3,45.2,76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,3.6,3.6,43.5,NA,NA,0.3,0,0.1,NA,0,0.1,6.3,NA,16941,FleaFlicker,15779,NA,NA,NA,NA,NA,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR52,0.3,43.6,71%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabe Davis,WR,JAC,NA,3,3,42.1,NA,NA,0.3,0,0.1,NA,0,0,6.24,NA,15627,FleaFlicker,14845,NA,NA,NA,NA,NA,NESun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR65,0.3,42.2,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Legette,WR,CAR,NA,3.9,3.9,46.5,NA,NA,0.2,0.2,1.2,NA,0,0,6.21,NA,18373,FleaFlicker,16639,NA,NA,NA,NA,NA,@WASSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR54,0.2,47.7,49%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeMario Douglas,WR,NE,NA,4.3,4.3,49.4,NA,NA,0.2,0.1,1,NA,0,0.1,6.18,NA,17724,FleaFlicker,16342,NA,NA,NA,NA,NA,@JACSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR62,0.2,50.4,49%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,KC,NA,4,4,46.6,NA,NA,0.3,0,0.1,NA,0,0,6.17,NA,12950,FleaFlicker,13156,NA,NA,NA,NA,NA,@SFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR59,0.3,46.7,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,TEN,NA,3.9,3.9,48.1,NA,NA,0.2,0,0.1,NA,0,0.1,6.14,NA,9311,FleaFlicker,11232,NA,NA,NA,NA,NA,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR48,0.2,48.2,76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,3.9,3.9,48.6,NA,NA,0.2,0.2,1,NA,0,0.1,6.13,NA,16236,FleaFlicker,15284,NA,NA,NA,NA,NA,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR32,0.2,49.7,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ray-Ray McCloud,WR,ATL,NA,3.5,3.5,39.5,NA,NA,0.3,0.4,3.7,NA,0,0,6.12,NA,13934,FleaFlicker,13641,NA,NA,NA,NA,NA,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR82,0.3,43.2,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Palmer,WR,LAC,NA,3.5,3.5,42.2,NA,NA,0.3,0,0.1,NA,0,0,6.01,NA,16292,FleaFlicker,15319,NA,NA,NA,NA,NA,@ARIMon 9:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR72,0.3,42.3,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre Tucker,WR,LV,NA,3.5,3.5,43.8,NA,NA,0.2,0.5,3.3,NA,0,0,5.99,NA,17635,FleaFlicker,16287,NA,NA,NA,NA,NA,@LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR68,0.2,47.1,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,3.6,3.6,41.4,NA,NA,0.3,0.1,0.3,NA,0,0,5.75,NA,16947,FleaFlicker,15761,NA,NA,NA,NA,NA,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR46,0.3,41.7,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Wilson,WR,ARI,NA,3.2,3.2,39.3,NA,NA,0.3,0,0.1,NA,0,0,5.46,NA,17671,FleaFlicker,16206,NA,NA,NA,NA,NA,LACMon 9:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR63,0.3,39.4,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demarcus Robinson,WR,LAR,NA,3,3,39.2,NA,NA,0.2,0,0.1,NA,0,0,5.39,NA,12106,FleaFlicker,12785,NA,NA,NA,NA,NA,LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR73,0.2,39.3,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bub Means,WR,NO,NA,3.5,3.5,42,NA,NA,0.2,0,0,NA,0,0,5.3,NA,18554,FleaFlicker,16751,NA,NA,NA,NA,NA,DENL 10-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR87,0.2,42,22%,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Brown,WR,WAS,NA,2.9,2.9,38.6,NA,NA,0.2,0,0.1,NA,0,0,5.28,NA,13120,FleaFlicker,13172,NA,NA,NA,NA,NA,CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR89,0.2,38.7,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darius Slayton,WR,NYG,NA,3,3,40.2,NA,NA,0.2,0,0.1,NA,0,0,5.25,NA,14833,FleaFlicker,14122,NA,NA,NA,NA,NA,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR79,0.2,40.3,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashod Bateman,WR,BAL,NA,2.9,2.9,38.4,NA,NA,0.2,0,0.1,NA,0,0,5.19,NA,16248,FleaFlicker,15293,NA,NA,NA,NA,NA,@TBMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR69,0.2,38.5,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devaughn Vele,WR,DEN,NA,3.1,3.1,36.9,NA,NA,0.2,0,0,NA,0,0,4.73,NA,18587,FleaFlicker,16788,NA,NA,NA,NA,NA,@NOW 33-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR105,0.2,36.9,20%,4.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,NYJ,NA,2.5,2.5,32.9,NA,NA,0.2,0,0.2,NA,0,0,4.73,NA,14059,FleaFlicker,13632,NA,NA,NA,NA,NA,@PITSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR60,0.2,33,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dontayvion Wicks,WR,GB,NA,2.3,2.3,30.6,NA,NA,0.2,0,0.3,NA,0,0,4.5,NA,17792,FleaFlicker,16195,NA,NA,NA,NA,NA,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR58,0.2,30.8,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrei Iosivas,WR,CIN,NA,2.4,2.4,30.2,NA,NA,0.2,0,0.2,NA,0,0,4.34,NA,17754,FleaFlicker,16207,NA,NA,NA,NA,NA,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR67,0.2,30.4,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Turner,WR,LV,NA,2.4,2.4,31.4,NA,NA,0.1,0.5,2.9,NA,0,0,4.18,NA,16672,FleaFlicker,15995,NA,NA,NA,NA,NA,@LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,34.3,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,CLE,NA,3,3,30.9,NA,NA,0.2,0,0.5,NA,0,0,4.18,NA,16265,FleaFlicker,15288,NA,NA,NA,NA,NA,CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR84,0.2,31.4,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,1.9,1.9,30.3,NA,NA,0.2,0,0.2,NA,0,0,4.05,NA,16842,FleaFlicker,15768,NA,NA,NA,NA,NA,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR61,0.2,30.5,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keon Coleman,WR,BUF,NA,2.1,2.1,26.5,NA,NA,0.2,0,0.1,NA,0,0,3.8,NA,18392,FleaFlicker,16617,NA,NA,NA,NA,NA,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR57,0.2,26.6,68%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Hutchinson,WR,HOU,NA,2.1,2.1,28.4,NA,NA,0.1,0,0.9,NA,0,0,3.75,NA,17740,FleaFlicker,16201,NA,NA,NA,NA,NA,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,29.3,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedric Tillman,WR,CLE,NA,2.4,2.4,27.3,NA,NA,0.1,0.1,0.4,NA,0,0,3.63,NA,17643,FleaFlicker,16191,NA,NA,NA,NA,NA,CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR103,0.1,27.7,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Troy Franklin,WR,DEN,NA,2.2,2.2,26.6,NA,NA,0.1,0.2,0.9,NA,0,0,3.61,NA,18466,FleaFlicker,16619,NA,NA,NA,NA,NA,@NOW 33-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR94,0.1,27.5,26%,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dortch,WR,ARI,NA,2.6,2.6,26.2,NA,NA,0.2,0,0.4,NA,0,0,3.58,NA,14935,FleaFlicker,14108,NA,NA,NA,NA,NA,LACMon 9:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR76,0.2,26.6,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Lynn Polk,WR,NE,NA,2.3,2.3,26.5,NA,NA,0.1,0.1,0.4,NA,0,0,3.55,NA,18389,FleaFlicker,16631,NA,NA,NA,NA,NA,@JACSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR74,0.1,26.9,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Tipton,WR,NO,NA,2.5,2.5,27.5,NA,NA,0.1,0,0,NA,0,0,3.55,NA,18664,FleaFlicker,16858,NA,NA,NA,NA,NA,DENL 10-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.1,27.5,6%,3.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adonai Mitchell,WR,IND,NA,1.8,1.8,23.9,NA,NA,0.2,0.3,1.2,NA,0,0,3.52,NA,18395,FleaFlicker,16626,NA,NA,NA,NA,NA,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR75,0.2,25.1,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Nailor,WR,MIN,NA,2,2,24.7,NA,NA,0.1,0.2,0.8,NA,0,0,3.49,NA,17018,FleaFlicker,15786,NA,NA,NA,NA,NA,DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR88,0.2,25.5,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Boyd,WR,TEN,NA,2.9,2.9,28.4,NA,NA,0.1,0,0.1,NA,0,0,3.49,NA,12051,FleaFlicker,12650,NA,NA,NA,NA,NA,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR92,0.1,28.6,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kristian Wilkerson,WR,LV,NA,2.3,2.3,27.5,NA,NA,0.1,0,0,NA,0,0,3.49,NA,15781,FleaFlicker,15528,NA,NA,NA,NA,NA,@LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,27.5,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedrick Wilson,WR,NO,NA,2.3,2.3,27.6,NA,NA,0.1,0,0.2,NA,0,0,3.48,NA,13915,FleaFlicker,13652,NA,NA,NA,NA,NA,DENL 10-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.1,27.8,3%,3.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Patrick,WR,DET,NA,2,2,25.1,NA,NA,0.2,0,0.2,NA,0,0,3.47,NA,13209,FleaFlicker,13377,NA,NA,NA,NA,NA,@MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR108,0.2,25.2,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ricky Pearsall,WR,SF,NA,2,2,24.3,NA,NA,0.2,0,0.1,NA,0,0,3.45,NA,18377,FleaFlicker,16622,NA,NA,NA,NA,NA,KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR86,0.2,24.4,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Mingo,WR,CAR,NA,2.1,2.1,26.3,NA,NA,0.1,0,0.2,NA,0,0,3.41,NA,17656,FleaFlicker,16197,NA,NA,NA,NA,NA,@WASSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR95,0.1,26.4,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kayshon Boutte,WR,NE,NA,1.9,1.9,24.6,NA,NA,0.1,0,0.3,NA,0,0,3.36,NA,17725,FleaFlicker,16193,NA,NA,NA,NA,NA,@JACSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,25,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Austin,WR,PIT,NA,1.9,1.9,23.3,NA,NA,0.1,0,1,NA,0,0,3.19,NA,16921,FleaFlicker,15777,NA,NA,NA,NA,NA,NYJSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR93,0.1,24.3,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Coker,WR,CAR,NA,1.9,1.9,22.1,NA,NA,0.1,0.2,0.9,NA,0,0,2.98,NA,18787,FleaFlicker,16809,NA,NA,NA,NA,NA,@WASSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR107,0.1,23,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendrick Bourne,WR,NE,NA,1.9,1.9,22.3,NA,NA,0.1,0.1,0.7,NA,0,0,2.98,NA,13364,FleaFlicker,13418,NA,NA,NA,NA,NA,@JACSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,23.1,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nelson Agholor,WR,BAL,NA,1.5,1.5,20.4,NA,NA,0.1,0,0.1,NA,0,0,2.87,NA,11178,FleaFlicker,12181,NA,NA,NA,NA,NA,@TBMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR104,0.1,20.5,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Bachman,WR,LV,NA,2,2,25.4,NA,NA,0.1,0,0,NA,0,0,2.86,NA,15136,FleaFlicker,14548,NA,NA,NA,NA,NA,@LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,25.4,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olamide Zaccheaus,WR,WAS,NA,1.6,1.6,20.9,NA,NA,0.1,0,0.1,NA,0,0,2.86,NA,15107,FleaFlicker,14592,NA,NA,NA,NA,NA,CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,21,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Johnston,WR,LAC,NA,1.6,1.6,19.3,NA,NA,0.1,0,0.2,NA,0,0,2.85,NA,17593,FleaFlicker,16188,NA,NA,NA,NA,NA,@ARIMon 9:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR64,0.1,19.5,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
