player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Mack Hollins,WR,BUF,NA,NA,1.81,23.72,NA,NA,0.14,0,0,NA,0,NA,3.17,NA,mack-hollins,NumberFire,13289,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.06,7.4,#10,206,87,4.1,4600,0.89,5.01,3100,1.62,4.1,10,0.41,NA
Curtis Samuel,WR,BUF,NA,NA,1.95,21.86,NA,NA,0.13,0.26,1.4,NA,0.01,NA,3.16,NA,curtis-samuel,NumberFire,13157,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.06,7.38,#10,207,88,4.12,5100,0.81,5.11,4600,1.11,4.12,14,0.29,NA
Cedrick Wilson,WR,NO,NA,NA,2.05,23.8,NA,NA,0.14,0,0,NA,0,NA,3.16,NA,cedrick-wilson,NumberFire,13652,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.06,7.38,#2,207,88,4.17,4400,0.95,5.23,3500,1.49,4.17,NA,NA,NA
Van Jefferson,WR,PIT,NA,NA,1.83,23.75,NA,NA,0.12,0,0,NA,0,NA,3.09,NA,van-jefferson,NumberFire,14858,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,7.29,#15,210,90,3.97,5000,0.79,4.91,3400,1.44,3.97,10,0.4,NA
Tyquan Thornton,WR,NE,NA,NA,1.94,22.87,NA,NA,0.09,0.15,0.82,NA,0.01,NA,2.91,NA,tyquan-thornton,NumberFire,15787,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.22,7.04,#3,212,91,3.9,4800,0.81,4.89,3300,1.48,3.9,10,0.39,NA
Jahan Dotson,WR,PHI,NA,NA,1.7,20.23,NA,NA,0.14,0,0,NA,0,NA,2.82,NA,jahan-dotson,NumberFire,15755,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.28,6.92,#9,214,92,3.69,5200,0.71,4.55,4000,1.14,3.69,10,0.37,NA
Trey Palmer,WR,TB,NA,NA,1.71,19.82,NA,NA,0.12,0.12,0.65,NA,0.01,NA,2.75,NA,trey-palmer,NumberFire,16199,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.33,6.83,#19,217,93,3.62,4500,0.8,4.51,3300,1.37,3.62,10,0.36,NA
Josh Downs,WR,IND,NA,NA,1.59,18.47,NA,NA,0.1,0.15,0.9,NA,0.01,NA,2.59,NA,josh-downs,NumberFire,16187,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.43,6.61,#22,223,94,3.37,5500,0.61,4.18,4800,0.87,3.37,15,0.22,NA
Charlie Jones,WR,CIN,NA,NA,1.71,19.47,NA,NA,0.11,0,0,NA,0,NA,2.57,NA,charlie-jones-1,NumberFire,16203,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.44,6.58,#20,224,95,3.42,4000,0.86,4.3,3000,1.43,3.42,10,0.34,NA
Ashton Dulin,WR,IND,NA,NA,1.43,18.35,NA,NA,0.11,0,0,NA,0,NA,2.46,NA,ashton-dulin,NumberFire,14315,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.52,6.44,#22,225,96,3.17,4800,0.66,3.91,3200,1.22,3.17,15,0.21,NA
JuJu Smith-Schuster,WR,KC,NA,NA,1.52,17.66,NA,NA,0.12,0,0,NA,0,NA,2.46,NA,juju-smith-schuster,NumberFire,13156,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.52,6.44,#16,225,96,3.21,4300,0.75,3.99,3500,1.14,3.21,10,0.32,NA
Cedric Tillman,WR,CLE,NA,NA,1.65,17.75,NA,NA,0.11,0,0,NA,0,NA,2.4,NA,cedric-tillman-1,NumberFire,16191,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.55,6.35,#18,228,98,3.22,4300,0.75,4.07,3100,1.31,3.22,10,0.32,NA
Jalen Brooks,WR,DAL,NA,NA,1.31,16.03,NA,NA,0.13,0,0,NA,0,NA,2.36,NA,jalen-brooks,NumberFire,16364,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.58,6.3,#4,229,99,3,4200,0.71,3.67,3200,1.15,3,10,0.3,NA
Nelson Agholor,WR,BAL,NA,NA,1.34,16.61,NA,NA,0.12,0,0,NA,0,NA,2.36,NA,nelson-agholor,NumberFire,12181,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.58,6.3,#13,229,99,3.01,4300,0.7,3.7,3600,1.03,3.01,10,0.3,NA
Derius Davis,WR,LAC,NA,NA,1.52,16.13,NA,NA,0.09,0.28,1.68,NA,0.01,NA,2.34,NA,derius-davis,NumberFire,16299,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.59,6.27,#30,231,101,3.06,4100,0.75,3.86,3000,1.29,3.06,10,0.31,NA
Darius Slayton,WR,NYG,NA,NA,1.27,17.28,NA,NA,0.09,0,0,NA,0,NA,2.27,NA,darius-slayton,NumberFire,14122,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.64,6.18,#32,232,102,2.86,4800,0.6,3.52,4100,0.86,2.86,20,0.14,NA
Tre Tucker,WR,LV,NA,NA,1.44,17.74,NA,NA,0.07,0,0,NA,0,NA,2.18,NA,tre-tucker,NumberFire,16287,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7,6.06,#24,236,103,2.87,4600,0.62,3.61,3400,1.06,2.87,10,0.29,NA
Kalif Raymond,WR,DET,NA,NA,1.12,15.58,NA,NA,0.09,0.14,0.69,NA,0.01,NA,2.16,NA,kalif-raymond,NumberFire,13066,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.71,6.03,#27,237,104,2.71,4900,0.55,3.31,3500,0.95,2.71,10,0.27,NA
Olamide Zaccheaus,WR,WSH,NA,NA,1.19,15.96,NA,NA,0.09,0,0,NA,0,NA,2.14,NA,olamide-zaccheaus,NumberFire,14592,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.72,6,#21,239,105,2.71,4600,0.59,3.32,3000,1.11,2.71,10,0.27,NA
Jamison Crowder,WR,WSH,NA,NA,1.49,15.22,NA,NA,0.1,0,0,NA,0,NA,2.1,NA,jamison-crowder,NumberFire,12184,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.75,5.95,#21,240,106,2.85,4200,0.68,3.6,3000,1.2,2.85,10,0.29,NA
Malachi Corley,WR,NYJ,NA,NA,1.29,14.56,NA,NA,0.1,0,0,NA,0,NA,2.06,NA,malachi-corley,NumberFire,16636,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.78,5.9,#7,242,107,2.68,4000,0.67,3.34,3000,1.11,2.68,12,0.22,NA
Ja'Lynn Polk,WR,NE,NA,NA,1.37,16.94,NA,NA,0.06,0,0,NA,0,NA,2.04,NA,ja-lynn-polk,NumberFire,16631,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.79,5.87,#3,243,108,2.7,4700,0.57,3.4,3800,0.89,2.7,10,0.27,NA
KaVontae Turpin,WR,DAL,NA,NA,1,12.04,NA,NA,0.1,0.27,1.57,NA,0.01,NA,2.02,NA,kavontae-turpin,NumberFire,15981,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.8,5.84,#4,244,109,2.46,4200,0.59,2.99,3400,0.88,2.46,10,0.25,NA
Tutu Atwell,WR,LA,NA,NA,1.06,14.34,NA,NA,0.07,0.13,0.75,NA,0,NA,1.95,NA,tutu-atwell,NumberFire,15301,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.85,5.75,#29,247,110,2.44,4600,0.53,2.98,3700,0.81,2.44,10,0.24,NA
Justin Watson,WR,KC,NA,NA,0.99,14.26,NA,NA,0.09,0,0,NA,0,NA,1.95,NA,justin-watson-1,NumberFire,13776,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.85,5.75,#16,247,110,2.44,4600,0.53,2.95,3300,0.89,2.44,10,0.24,NA
Trent Sherfield,WR,MIN,NA,NA,1.28,13.92,NA,NA,0.08,0,0,NA,0,NA,1.88,NA,trent-sherfield,NumberFire,13893,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.89,5.65,#14,251,112,2.49,4000,0.62,3.14,NA,NA,2.49,NA,NA,NA
Dyami Brown,WR,WSH,NA,NA,1.09,14.2,NA,NA,0.08,0,0,NA,0,NA,1.86,NA,dyami-brown,NumberFire,15292,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9,5.62,#21,253,113,2.43,4100,0.59,2.98,3200,0.93,2.43,10,0.24,NA
Treylon Burks,WR,TEN,NA,NA,1.05,12.65,NA,NA,0.06,0.27,1.54,NA,0.01,NA,1.81,NA,treylon-burks,NumberFire,15752,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.94,5.56,#28,254,114,2.34,4600,0.51,2.88,3400,0.85,2.34,10,0.23,NA
Braxton Berrios,WR,MIA,NA,NA,1.33,12.18,NA,NA,0.09,0,0,NA,0,NA,1.71,NA,braxton-berrios,NumberFire,13638,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,5.42,#17,259,115,2.38,4400,0.54,3.07,3000,1.02,2.38,10,0.24,NA
Parker Washington,WR,JAC,NA,NA,1.14,12.12,NA,NA,0.08,0,0,NA,0,NA,1.67,NA,parker-washington,NumberFire,16192,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.03,5.37,#11,260,116,2.2,4500,0.49,2.8,3100,0.9,2.2,10,0.22,NA
Marquez Valdes-Scantling,WR,BUF,NA,NA,0.72,11.14,NA,NA,0.06,0,0,NA,0,NA,1.49,NA,marquez-valdes-scantling,NumberFire,13793,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.14,5.12,#10,261,117,1.83,4900,0.37,2.19,3300,0.66,1.83,10,0.18,NA
Roman Wilson,WR,PIT,NA,NA,0.89,10.44,NA,NA,0.06,0,0,NA,0,NA,1.39,NA,roman-wilson,NumberFire,16629,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.21,4.99,#15,264,118,1.83,5000,0.37,2.28,3200,0.71,1.83,10,0.18,NA
Dareke Young,WR,SEA,NA,NA,0.88,10.11,NA,NA,0.06,0,0,NA,0,NA,1.36,NA,dareke-young,NumberFire,15941,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.23,4.95,#12,265,119,1.79,4200,0.43,2.24,3000,0.75,1.79,10,0.18,NA
Brandon Powell,WR,MIN,NA,NA,1.06,9.67,NA,NA,0.06,0,0,NA,0,NA,1.32,NA,brandon-powell,NumberFire,13910,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.25,4.89,#14,268,120,1.82,4200,0.43,2.37,3300,0.72,1.82,10,0.18,NA
Jordan Whittington,WR,LA,NA,NA,0.73,9.43,NA,NA,0.06,0,0,NA,0,NA,1.26,NA,jordan-whittington,NumberFire,16633,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.29,4.81,#29,271,121,1.65,4300,0.38,2.02,3500,0.58,1.65,10,0.17,NA
Devin Duvernay,WR,JAC,NA,NA,0.82,7.74,NA,NA,0.05,0.14,0.8,NA,0.01,NA,1.17,NA,devin-duvernay,NumberFire,14847,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.35,4.69,#11,275,122,1.6,4200,0.38,2.02,3000,0.67,1.6,10,0.16,NA
Velus Jones,WR,CHI,NA,NA,0.2,2.39,NA,NA,0.01,1.05,5.73,NA,0.05,NA,1.11,NA,velus-jones,NumberFire,15767,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.39,4.61,#23,278,123,1.21,4300,0.28,1.34,3000,0.45,1.21,NA,NA,NA
Tim Patrick,WR,DET,NA,NA,0.51,7.51,NA,NA,0.05,0,0,NA,0,NA,1.05,NA,tim-patrick,NumberFire,13377,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.43,4.53,#27,280,124,1.31,4000,0.33,1.56,3400,0.46,1.31,NA,NA,NA
Xavier Hutchinson,WR,HOU,NA,NA,0.59,7.35,NA,NA,0.05,0,0,NA,0,NA,1.04,NA,xavier-hutchinson,NumberFire,16201,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.44,4.52,#5,281,125,1.31,4000,0.33,1.62,3000,0.54,1.31,10,0.13,NA
Calvin Austin III,WR,PIT,NA,NA,0.53,5.96,NA,NA,0.03,0,0,NA,0,NA,0.78,NA,calvin-austin-iii,NumberFire,15777,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.6,4.16,#15,289,126,1.02,4400,0.23,1.3,3100,0.42,1.02,10,0.1,NA
Puka Nacua,WR,LA,NA,NA,0,0,NA,NA,0,0.92,5.28,NA,0.03,NA,0.71,NA,puka-nacua,NumberFire,16211,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.65,4.07,#29,291,127,0.71,8300,0.09,0.71,7000,0.1,0.71,30,0.02,NA
DJ Turner,WR,LV,NA,NA,0.35,4.06,NA,NA,0.02,0.27,1.41,NA,0.01,NA,0.71,NA,dj-turner,NumberFire,15995,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.65,4.07,#24,291,127,0.88,4200,0.21,1.07,3000,0.36,0.88,10,0.09,NA
Noah Brown,WR,WSH,NA,NA,0.37,5.05,NA,NA,0.02,0,0,NA,0,NA,0.65,NA,noah-brown,NumberFire,13172,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.69,3.99,#21,296,129,0.81,4400,0.18,1,3200,0.31,0.81,12,0.07,NA
Ihmir Smith-Marsette,WR,NYG,NA,NA,0.38,4.37,NA,NA,0.03,0,0,NA,0,NA,0.59,NA,ihmir-smith-marsette,NumberFire,15434,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.73,3.91,#32,298,130,0.79,4000,0.2,0.99,NA,NA,0.79,NA,NA,NA
David Moore,WR,CAR,NA,NA,0.34,4.57,NA,NA,0.02,0,0,NA,0,NA,0.57,NA,david-moore,NumberFire,13348,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.74,3.88,#6,299,131,0.73,4100,0.18,0.91,3000,0.3,0.73,10,0.07,NA
Phillip Dorsett,WR,DEN,NA,NA,0.34,4.12,NA,NA,0.02,0,0,NA,0,NA,0.53,NA,phillip-dorsett,NumberFire,12188,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.77,3.83,#8,302,132,0.7,4000,0.18,0.87,NA,NA,0.7,NA,NA,NA
Kadarius Toney,WR,CLE,NA,NA,0.2,1.85,NA,NA,0.01,0.3,1.84,NA,0.01,NA,0.5,NA,kadarius-toney,NumberFire,15289,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.79,3.79,#18,303,133,0.57,4000,0.14,0.68,NA,NA,0.57,NA,NA,NA
Ben Skowronek,WR,PIT,NA,NA,0.3,3.16,NA,NA,0.02,0,0,NA,0,NA,0.43,NA,ben-skowronek-1,NumberFire,15491,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.83,3.69,#15,306,134,0.59,NA,NA,0.74,NA,NA,0.59,NA,NA,NA
Xavier Gipson,WR,NYJ,NA,NA,0.2,2.19,NA,NA,0.01,0.14,0.78,NA,0,NA,0.4,NA,xavier-gipson,NumberFire,16416,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.85,3.65,#7,307,135,0.44,4600,0.1,0.55,3400,0.16,0.44,10,0.04,NA
A.T. Perry,WR,NO,NA,NA,0.21,2.49,NA,NA,0.01,0,0,NA,0,NA,0.32,NA,a-t-perry,NumberFire,16196,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.9,3.54,#2,309,136,0.41,4200,0.1,0.52,3400,0.15,0.41,13,0.03,NA
DeAndre Carter,WR,CHI,NA,NA,0.21,2.54,NA,NA,0.01,0,0,NA,0,NA,0.31,NA,deandre-carter,NumberFire,12394,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,3.53,#23,310,137,0.4,4200,0.1,0.51,3000,0.17,0.4,10,0.04,NA
Trishton Jackson,WR,MIN,NA,NA,0.2,2.16,NA,NA,0.01,0,0,NA,0,NA,0.3,NA,trishton-jackson,NumberFire,14859,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.52,#14,311,138,0.38,4000,0.1,0.48,3000,0.16,0.38,10,0.04,NA
Mecole Hardman,WR,KC,NA,NA,0.11,1.32,NA,NA,0.01,0,0,NA,0,NA,0.19,NA,mecole-hardman,NumberFire,14113,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,3.37,#16,322,139,0.25,4300,0.06,0.3,3000,0.1,0.25,10,0.03,NA
Khadarel Hodge,WR,ATL,NA,NA,0.11,1.47,NA,NA,0.01,0,0,NA,0,NA,0.19,NA,khadarel-hodge,NumberFire,13963,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,3.37,#25,322,139,0.26,4200,0.06,0.32,3000,0.11,0.26,10,0.03,NA
Kameron Johnson,WR,TB,NA,NA,0.1,1.29,NA,NA,0.01,0,0,NA,0,NA,0.18,NA,kameron-johnson,NumberFire,16883,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,3.35,#19,328,141,0.24,4000,0.06,0.29,3000,0.1,0.24,10,0.02,NA
Josh Ali,WR,ATL,NA,NA,0.11,1.3,NA,NA,0.01,0,0,NA,0,NA,0.18,NA,josh-ali,NumberFire,16141,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,3.35,#25,328,141,0.25,4000,0.06,0.3,NA,NA,0.25,NA,NA,NA
Jermaine Burton,WR,CIN,NA,NA,0.1,1.2,NA,NA,0.01,0,0,NA,0,NA,0.17,NA,jermaine-burton,NumberFire,16632,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,3.34,#20,335,143,0.23,4300,0.05,0.28,3500,0.08,0.23,10,0.02,NA
Jason Brownlee,WR,NYJ,NA,NA,0.1,1.1,NA,NA,0.01,0,0,NA,0,NA,0.16,NA,jason-brownlee,NumberFire,16423,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.01,3.33,#7,338,144,0.22,4000,0.06,0.27,3000,0.09,0.22,NA,NA,NA
Robert Woods,WR,HOU,NA,NA,0.1,1.13,NA,NA,0.01,0,0,NA,0,NA,0.16,NA,robert-woods-1,NumberFire,11228,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.01,3.33,#5,338,144,0.22,4500,0.05,0.27,3000,0.09,0.22,10,0.02,NA
Johnny Wilson,WR,PHI,NA,NA,0.09,1.04,NA,NA,0.01,0,0,NA,0,NA,0.15,NA,johnny-wilson,NumberFire,16625,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.01,3.31,#9,341,146,0.21,4200,0.05,0.25,3000,0.08,0.21,10,0.02,NA
Simi Fehoko,WR,LAC,NA,NA,0.1,1.13,NA,NA,0.01,0,0,NA,0,NA,0.15,NA,simi-fehoko,NumberFire,15303,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.01,3.31,#30,341,146,0.22,4100,0.05,0.27,3000,0.09,0.22,10,0.02,NA
Javon Baker,WR,NE,NA,NA,0.09,1.11,NA,NA,0,0,0,NA,0,NA,0.14,NA,javon-baker,NumberFire,16637,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.02,3.3,#3,345,148,0.16,4200,0.04,0.2,3000,0.07,0.16,10,0.02,NA
Bo Melton,WR,GB,NA,NA,0.09,1.06,NA,NA,0.01,0,0,NA,0,NA,0.14,NA,bo-melton,NumberFire,15785,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.02,3.3,#31,345,148,0.21,4100,0.05,0.26,3200,0.08,0.21,10,0.02,NA
Nick Westbrook-Ikhine,WR,TEN,NA,NA,0.08,1.08,NA,NA,0.01,0,0,NA,0,NA,0.14,NA,nick-westbrook-ikhine,NumberFire,15109,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.02,3.3,#28,345,148,0.21,4400,0.05,0.25,3200,0.08,0.21,10,0.02,NA
Malik Heath,WR,GB,NA,NA,0.09,1,NA,NA,0.01,0,0,NA,0,NA,0.13,NA,malik-heath,NumberFire,16413,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.03,3.29,#31,349,151,0.21,4000,0.05,0.25,3000,0.08,0.21,10,0.02,NA
Tyreek Hill,WR,MIA,NA,NA,7.3,100.4,NA,NA,0.62,NA,2.34,NA,NA,0.06,21.17,NA,2556214,NFL,12801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,LAR,NA,NA,7.74,85.82,NA,NA,0.57,NA,4.43,NA,0.02,0.09,20.13,NA,2557898,NFL,13164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,NA,7.09,89.67,NA,NA,0.55,NA,4.56,NA,0.06,0.06,20.05,NA,2563848,NFL,14832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St. Brown,WR,DET,NA,NA,7.06,81.78,NA,NA,0.51,NA,2.29,NA,NA,0.06,18.41,NA,2566073,NFL,15287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,NA,6.33,82.35,NA,NA,0.49,NA,0.96,NA,NA,0.06,17.48,NA,2565941,NFL,15281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,NA,6.26,84.99,NA,NA,0.46,NA,0.71,NA,NA,0.06,17.47,NA,2564556,NFL,14836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
