player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
"Samuel, Curtis",WR,BUF,NA,2.8,1.6,13,NA,NA,0,NA,1,NA,0,0,1.5,NA,NA,FantasySharks,13157,NA,NA,NA,NA,NA,@NYJ,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osborn, K.J.",WR,NEP,NA,3.3,1.6,14,NA,NA,0,NA,0,NA,0,0,1.5,NA,NA,FantasySharks,14977,NA,NA,NA,NA,NA,HOU,0.2,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raymond, Kalif",WR,DET,NA,1.5,1.2,14,NA,NA,0,NA,1,NA,0,0,1.5,NA,NA,FantasySharks,13066,NA,NA,NA,NA,NA,@DAL,0.2,0,0,0,0,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burton, Jermaine",WR,CIN,NA,1.3,0.7,13,NA,NA,0,NA,0,NA,0,0,1.4,NA,NA,FantasySharks,16632,NA,NA,NA,NA,NA,@NYG,0.1,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turner, DJ",WR,LVR,NA,0.8,0.3,4,NA,NA,0,NA,2,NA,0.1,0,1.4,NA,NA,FantasySharks,15995,NA,NA,NA,NA,NA,PIT,0.1,0,0,0,0,0,0,6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thornton, Tyquan",WR,NEP,NA,2.6,1.1,11,NA,NA,0,NA,1,NA,0,0,1.3,NA,NA,FantasySharks,15787,NA,NA,NA,NA,NA,HOU,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burks, Treylon",WR,TEN,NA,2.9,1.2,12,NA,NA,0,NA,1,NA,0,0,1.3,NA,NA,FantasySharks,15752,NA,NA,NA,NA,NA,IND,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chark, D.J.",WR,LAC,NA,1.9,0.9,10,NA,NA,0,NA,1,NA,0,0.1,1.3,NA,NA,FantasySharks,13668,NA,NA,NA,NA,NA,@DEN,0.2,0,0,0,0,0,0,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metchie, John",WR,HOU,NA,1.8,1,11,NA,NA,0,NA,1,NA,0,0,1.2,NA,NA,FantasySharks,15759,NA,NA,NA,NA,NA,@NEP,0.2,0,0,0,0,0,0,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Chris",WR,ARI,NA,1.3,0.6,12,NA,NA,0,NA,-0.1,NA,0,0,1.2,NA,NA,FantasySharks,12773,NA,NA,NA,NA,NA,@GBP,0.1,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wallace, Tylan",WR,BAL,NA,1.4,0.9,12,NA,NA,0,NA,0,NA,0,0,1.2,NA,NA,FantasySharks,15285,NA,NA,NA,NA,NA,WAS,0.1,0,0,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scott, Tyler",WR,CHI,NA,2,0.9,8,NA,NA,0,NA,3,NA,0,0,1.2,NA,NA,FantasySharks,16205,NA,NA,NA,NA,NA,JAC,0.4,0,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell, Adonai",WR,IND,NA,3.1,0.8,10,NA,NA,0,NA,2,NA,0,0,1.1,NA,NA,FantasySharks,16626,NA,NA,NA,NA,NA,@TEN,0.3,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bobo, Jake",WR,SEA,NA,1.6,1.2,9,NA,NA,0,NA,0.1,NA,0,0,1.1,NA,NA,FantasySharks,16393,NA,NA,NA,NA,NA,SFO,0.2,0,0,0,0,0,0,6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heath, Malik",WR,GBP,NA,1.7,1.1,8,NA,NA,0.1,NA,0,NA,0,0,1.1,NA,NA,FantasySharks,16413,NA,NA,NA,NA,NA,ARI,0.3,0.1,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gipson, Xavier",WR,NYJ,NA,2,0.8,8,NA,NA,0,NA,1,NA,0,0,1.1,NA,NA,FantasySharks,16416,NA,NA,NA,NA,NA,BUF,0.2,0,0,0,0,0,0,22,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flournoy, Ryan",WR,DAL,NA,3.1,1.3,10,NA,NA,0,NA,1,NA,0,0,1.1,NA,NA,FantasySharks,16778,NA,NA,NA,NA,NA,DET,0.2,0,0,0,0,0,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mims, Marvin",WR,DEN,NA,1.7,0.9,9,NA,NA,0,NA,2,NA,0,0,1.1,NA,NA,FantasySharks,16189,NA,NA,NA,NA,NA,LAC,0.1,0,0,0,0,0,0,8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tillman, Cedric",WR,CLE,NA,2.6,1.3,9,NA,NA,0,NA,0,NA,0,0,1,NA,NA,FantasySharks,16191,NA,NA,NA,NA,NA,@PHI,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, David",WR,CAR,NA,2.1,1.1,9,NA,NA,0,NA,1,NA,0,0,0.9,NA,NA,FantasySharks,13348,NA,NA,NA,NA,NA,ATL,0.2,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shepard, Sterling",WR,TBB,NA,1.6,0.7,5,NA,NA,0.1,NA,1,NA,0,0,0.9,NA,NA,FantasySharks,12658,NA,NA,NA,NA,NA,@NOS,0.4,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Campbell, Parris",WR,PHI,NA,1.7,1.3,8,NA,NA,0,NA,0,NA,0,0.1,0.9,NA,NA,FantasySharks,14112,NA,NA,NA,NA,NA,CLE,0.2,0,0,0,0,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Velus",WR,CHI,NA,0.8,0.4,3,NA,NA,0,NA,5,NA,0,0,0.8,NA,NA,FantasySharks,15767,NA,NA,NA,NA,NA,JAC,0.1,0,0,0,0,0,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conley, Chris",WR,SFO,NA,0.9,0.4,8,NA,NA,0,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,12257,NA,NA,NA,NA,NA,@SEA,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, Parker",WR,JAC,NA,1.6,0.8,6,NA,NA,0.1,NA,0,NA,0,0.1,0.8,NA,NA,FantasySharks,16192,NA,NA,NA,NA,NA,@CHI,0.2,0,0.1,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toney, Kadarius",WR,CLE,NA,1.2,0.8,6,NA,NA,0,NA,2,NA,0,0,0.8,NA,NA,FantasySharks,15289,NA,NA,NA,NA,NA,@PHI,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, Ronnie",WR,SFO,NA,0.9,0.3,3,NA,NA,0.1,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,16202,NA,NA,NA,NA,NA,@SEA,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Tim",WR,JAC,NA,1.4,0.8,7,NA,NA,0,NA,1,NA,0,0,0.7,NA,NA,FantasySharks,16005,NA,NA,NA,NA,NA,@CHI,0.2,0,0,0,0,0,0,14,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hutchinson, Xavier",WR,HOU,NA,1.1,0.4,5,NA,NA,0,NA,2,NA,0,0,0.7,NA,NA,FantasySharks,16201,NA,NA,NA,NA,NA,@NEP,0.1,0,0,0,0,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Allen",WR,DET,NA,1.5,0.8,6,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,11678,NA,NA,NA,NA,NA,@DAL,0.2,0,0,0,0,0,0,8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valdes-Scantling, Marquez",WR,BUF,NA,1.8,0.6,7,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,13793,NA,NA,NA,NA,NA,@NYJ,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Scotty",WR,PIT,NA,0.6,0.3,4,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,14280,NA,NA,NA,NA,NA,@LVR,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harty, Deonte",WR,BAL,NA,0.7,0.4,4,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,14558,NA,NA,NA,NA,NA,WAS,0.1,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Derius",WR,LAC,NA,1,0.7,3,NA,NA,0,NA,2,NA,0,0,0.5,NA,NA,FantasySharks,16299,NA,NA,NA,NA,NA,@DEN,0.1,0,0,0,0,0,0,19,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coker, Jalen",WR,CAR,NA,0.9,0.4,5,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,16809,NA,NA,NA,NA,NA,ATL,0.1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith-Marsette, Ihmir",WR,NYG,NA,0.6,0.5,2,NA,NA,0,NA,2,NA,0,0,0.5,NA,NA,FantasySharks,15434,NA,NA,NA,NA,NA,CIN,0,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Charlie",WR,CIN,NA,0.7,0.5,5,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,16203,NA,NA,NA,NA,NA,@NYG,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Franklin, Troy",WR,DEN,NA,1.6,0.5,4,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,16619,NA,NA,NA,NA,NA,LAC,0.2,0,0,0,0,0,0,10,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Roman",WR,PIT,NA,1.4,0.6,4,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,16629,NA,NA,NA,NA,NA,@LVR,0.1,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jarrett, Rakim",WR,TBB,NA,0.8,0.3,3,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,16198,NA,NA,NA,NA,NA,@NOS,0.1,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Young, Dareke",WR,SEA,NA,0.5,0.2,3,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,15941,NA,NA,NA,NA,NA,SFO,0,0,0,0,0,0,0,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shenault, Laviska",WR,SEA,NA,0.3,0.2,1,NA,NA,0,NA,1,NA,0,0,0.3,NA,NA,FantasySharks,14838,NA,NA,NA,NA,NA,SFO,0,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carter, DeAndre",WR,CHI,NA,0.6,0.3,2,NA,NA,0,NA,1,NA,0,0,0.2,NA,NA,FantasySharks,12394,NA,NA,NA,NA,NA,JAC,0,0,0,0,0,0,0,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Johnny",WR,PHI,NA,1.1,0.3,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,16625,NA,NA,NA,NA,NA,CLE,0.2,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Ainias",WR,PHI,NA,0.9,0.3,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,16686,NA,NA,NA,NA,NA,CLE,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corley, Malachi",WR,NYJ,NA,0.7,0.3,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,16636,NA,NA,NA,NA,NA,BUF,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ford-Wheaton, Bryce",WR,NYG,NA,1.3,0.2,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,16379,NA,NA,NA,NA,NA,CIN,0.1,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boutte, Kayshon",WR,NEP,NA,0.7,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16193,NA,NA,NA,NA,NA,HOU,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McAllister, Tyreik",WR,LVR,NA,0.5,0,0,NA,NA,0,NA,1,NA,0,0,0.1,NA,NA,FantasySharks,16856,NA,NA,NA,NA,NA,PIT,0.1,0,0,0,0,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pascal, Zach",WR,ARI,NA,1,0.2,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,13488,NA,NA,NA,NA,NA,@GBP,0.1,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Means, Bub",WR,NOS,NA,0.2,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16751,NA,NA,NA,NA,NA,TBB,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Kameron",WR,TBB,NA,0.6,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16883,NA,NA,NA,NA,NA,@NOS,0.2,0,0,0,0,0,0,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,6.4,6.4,85.1,NA,NA,1,0.7,4.2,NA,0,0.1,15.06,NA,15523,FleaFlicker,14832,NA,NA,NA,NA,NA,DETSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR3,1,89.3,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,6.1,6.1,82.6,NA,NA,1,0,0.2,NA,0,0.1,14.16,NA,16250,FleaFlicker,15281,NA,NA,NA,NA,NA,@NYGSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR2,1,82.8,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,6,6,73.9,NA,NA,1,0,0.2,NA,0,0.1,13.27,NA,16823,FleaFlicker,15751,NA,NA,NA,NA,NA,@CARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR16,1,74.1,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,4.8,4.8,69.5,NA,NA,1,0,0.1,NA,0,0.1,12.86,NA,10252,FleaFlicker,11671,NA,NA,NA,NA,NA,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR8,1,69.5,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St.,WR,WR,NA,6.9,6.9,81,NA,NA,0.5,0,0.6,NA,0,0.1,10.86,NA,16373,FleaFlicker,15287,NA,NA,NA,NA,NA,@DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR5,0.5,81.5,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel,WR,SF,NA,4.5,4.5,62.5,NA,NA,0.4,2.6,12.7,NA,0.1,0.1,10.49,NA,14702,FleaFlicker,14136,NA,NA,NA,NA,NA,@SEAThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR13,0.5,75.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Reed,WR,GB,NA,5.1,5.1,65.9,NA,NA,0.4,1.6,10.1,NA,0.1,0.1,10.4,NA,17674,FleaFlicker,16184,NA,NA,NA,NA,NA,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR9,0.5,76,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Nabers,WR,NYG,NA,5.7,5.7,71.6,NA,NA,0.5,0.3,1.7,NA,0,0.1,10.23,NA,18369,FleaFlicker,16615,NA,NA,NA,NA,NA,CINSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR4,0.5,73.3,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,5.2,5.2,74.6,NA,NA,0.5,0,0.1,NA,0,0.1,10.11,NA,14694,FleaFlicker,14104,NA,NA,NA,NA,NA,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR6,0.5,74.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,SEA,NA,5.2,5.2,74.5,NA,NA,0.5,0,0.1,NA,0,0.1,10.03,NA,14706,FleaFlicker,14102,NA,NA,NA,NA,NA,SFThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR10,0.5,74.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,HOU,NA,5.8,5.8,71.4,NA,NA,0.5,0.2,0.9,NA,0,0.1,9.93,NA,11329,FleaFlicker,12186,NA,NA,NA,NA,NA,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR26,0.5,72.3,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aiyuk,WR,SF,NA,5,5,73.5,NA,NA,0.4,0,0.1,NA,0,0.1,9.7,NA,15531,FleaFlicker,14840,NA,NA,NA,NA,NA,@SEAThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR19,0.4,73.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,NA,5.8,5.8,69.4,NA,NA,0.4,0.2,1.1,NA,0,0.1,9.43,NA,12926,FleaFlicker,13163,NA,NA,NA,NA,NA,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR17,0.4,70.5,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,5,5,67.6,NA,NA,0.5,0,0.1,NA,0,0.1,9.35,NA,15585,FleaFlicker,14835,NA,NA,NA,NA,NA,@NYGSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR21,0.5,67.7,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Harrison,WR,ARI,NA,5.1,5.1,66.9,NA,NA,0.5,0,0.1,NA,0,0.1,9.28,NA,18381,FleaFlicker,16614,NA,NA,NA,NA,NA,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR11,0.5,67,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,5.6,5.6,71.6,NA,NA,0.3,0.1,0.4,NA,0,0.1,9.24,NA,14746,FleaFlicker,14109,NA,NA,NA,NA,NA,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR27,0.4,72.1,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,5.6,5.6,66.8,NA,NA,0.4,0.1,0.8,NA,0,0.1,9.2,NA,16798,FleaFlicker,15753,NA,NA,NA,NA,NA,BUFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR14,0.4,67.6,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,5.2,5.2,62.2,NA,NA,0.4,0.7,3.8,NA,0,0.1,9.06,NA,17595,FleaFlicker,16190,NA,NA,NA,NA,NA,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR28,0.4,66,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CHI,NA,5,5,66.2,NA,NA,0.4,0.3,1.6,NA,0,0.1,8.94,NA,13764,FleaFlicker,13635,NA,NA,NA,NA,NA,JACSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR20,0.4,67.8,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diontae Johnson,WR,CAR,NA,5.2,5.2,63.4,NA,NA,0.4,0.5,2.2,NA,0,0.1,8.78,NA,14754,FleaFlicker,14208,NA,NA,NA,NA,NA,ATLSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR23,0.4,65.6,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,5,5,64.6,NA,NA,0.4,0,0.1,NA,0,0.1,8.63,NA,16253,FleaFlicker,15282,NA,NA,NA,NA,NA,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR18,0.4,64.7,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,PIT,NA,4.5,4.5,62.5,NA,NA,0.4,0,0.1,NA,0,0.1,8.49,NA,16859,FleaFlicker,15762,NA,NA,NA,NA,NA,@LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR25,0.4,62.6,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Thomas,WR,JAC,NA,4.7,4.7,62.1,NA,NA,0.4,0.2,1,NA,0,0.1,8.41,NA,18361,FleaFlicker,16618,NA,NA,NA,NA,NA,@CHISun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR24,0.4,63,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Dell,WR,HOU,NA,4.2,4.2,58.8,NA,NA,0.3,0.6,4,NA,0,0.1,8.4,NA,17627,FleaFlicker,16204,NA,NA,NA,NA,NA,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR36,0.4,62.8,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
