player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,pass_yds,return_tds
"Gipson, Xavier",WR,NYJ,NA,2.5,1.3,12,NA,NA,0.1,NA,1,NA,0,0,2,NA,NA,FantasySharks,16416,SEA,0.4,0.1,0,0,0,0,0,18,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCaffrey, Luke",WR,WAS,NA,2.5,1.6,18,NA,NA,0,NA,0,NA,0,0,1.8,NA,NA,FantasySharks,16635,TEN,0.3,0,0,0,0,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Zay",WR,ARI,NA,4.1,2.2,18,NA,NA,0,NA,0,NA,0,0,1.8,NA,NA,FantasySharks,13176,@MIN,0.4,0,0,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samuel, Curtis",WR,BUF,NA,3.1,1.7,16,NA,NA,0,NA,1,NA,0,0,1.8,NA,NA,FantasySharks,13157,SFO,0.3,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palmer, Trey",WR,TBB,NA,2.1,1.2,13,NA,NA,0.1,NA,1,NA,0,0,1.8,NA,NA,FantasySharks,16199,@CAR,0.2,0,0.1,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sherfield, Trent",WR,MIN,NA,1.1,0.7,8,NA,NA,0.1,NA,0,NA,0,0,1.6,NA,NA,FantasySharks,13893,ARI,0.2,0,0.1,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melton, Bo",WR,GBP,NA,2.1,1,12,NA,NA,0,NA,3,NA,0,0,1.5,NA,NA,FantasySharks,15785,MIA,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osborn, K.J.",WR,NEP,NA,2.4,1.2,10,NA,NA,0.1,NA,0,NA,0,0,1.5,NA,NA,FantasySharks,14977,IND,0.3,0,0,0.1,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Johnny",WR,PHI,NA,0.8,0.5,3,NA,NA,0.2,NA,0,NA,0,0.1,1.5,NA,NA,FantasySharks,16625,@BAL,0.2,0.2,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyatt, Jalin",WR,NYG,NA,2.7,1.4,14,NA,NA,0,NA,0,NA,0,0,1.4,NA,NA,FantasySharks,16183,@DAL,0.1,0,0,0,0,0,0,14,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Robert",WR,HOU,NA,2.4,1.4,13,NA,NA,0,NA,0,NA,0,0,1.3,NA,NA,FantasySharks,11228,@JAC,0.2,0,0,0,0,0,0,9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chark, D.J.",WR,LAC,NA,2.1,1.1,12,NA,NA,0,NA,2,NA,0,0.1,1.3,NA,NA,FantasySharks,13668,@ATL,0.3,0,0,0,0,0,0,15,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Derius",WR,LAC,NA,1.6,1.2,8,NA,NA,0,NA,5,NA,0,0,1.3,NA,NA,FantasySharks,16299,@ATL,0.2,0,0,0,0,0,0,30,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burton, Jermaine",WR,CIN,NA,2,0.7,12,NA,NA,0,NA,0,NA,0,0,1.3,NA,NA,FantasySharks,16632,PIT,0.5,0,0,0,0,0,0,9,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Mike",WR,PIT,NA,1.8,0.7,9,NA,NA,0.1,NA,0,NA,0,0,1.2,NA,NA,FantasySharks,13154,@CIN,0.3,0,0,0,0.1,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hardman, Mecole",WR,KCC,NA,1.6,1.1,9,NA,NA,0,NA,3,NA,0,0,1.2,NA,NA,FantasySharks,14113,LVR,0.2,0,0,0,0,0,0,10,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith-Schuster, JuJu",WR,KCC,NA,1.8,1,10,NA,NA,0,NA,-0.3,NA,0,0,1.2,NA,NA,FantasySharks,13156,LVR,0.4,0,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bobo, Jake",WR,SEA,NA,1.7,1.1,9,NA,NA,0,NA,0.1,NA,0,0,1.1,NA,NA,FantasySharks,16393,@NYJ,0.1,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mingo, Jonathan",WR,DAL,NA,3,1.1,11,NA,NA,0,NA,0,NA,0,0.1,1,NA,NA,FantasySharks,16197,NYG,0.2,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scott, Tyler",WR,CHI,NA,1.9,0.9,8,NA,NA,0,NA,2,NA,0,0,1,NA,NA,FantasySharks,16205,@DET,0.2,0,0,0,0,0,0,16,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polk, Ja'Lynn",WR,NEP,NA,2.9,1,9,NA,NA,0,NA,0.1,NA,0,0,1,NA,NA,FantasySharks,16631,IND,0.2,0,0,0,0,0,0,6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, Ronnie",WR,SFO,NA,0.8,0.3,4,NA,NA,0.1,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,16202,@BUF,0.2,0,0,0,0,0,0,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dulin, Ashton",WR,IND,NA,0.8,0.1,2,NA,NA,0.1,NA,3,NA,0,0,0.9,NA,NA,FantasySharks,14315,@NEP,0.1,0,0,0,0,0,0.1,13,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tipton, Mason",WR,NOS,NA,2.2,1.2,9,NA,NA,0,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,16858,LAR,0.1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Berrios, Braxton",WR,MIA,NA,1.3,0.8,7,NA,NA,0,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,13638,@GBP,0.1,0,0,0,0,0,0,11,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Powell, Brandon",WR,MIN,NA,1.1,0.7,7,NA,NA,0,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,13910,ARI,0.1,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, Malik",WR,MIA,NA,1.2,0.7,4,NA,NA,0,NA,1,NA,0,0,0.7,NA,NA,FantasySharks,16684,@GBP,0.2,0,0,0,0,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Skyy",WR,KCC,NA,1.4,0.7,6,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,15766,LVR,0.2,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burks, Treylon",WR,TEN,NA,1.5,0.7,6,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,15752,@WAS,0.1,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cracraft, River",WR,MIA,NA,0.8,0.4,5,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,13862,@GBP,0.3,0,0,0,0,0,0,7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Covey, Britain",WR,PHI,NA,2,1.1,6,NA,NA,0,NA,0.1,NA,0,0,0.6,NA,NA,FantasySharks,15772,@BAL,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austin, Kevin",WR,NOS,NA,2.2,0.5,6,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,15765,LAR,0.1,0,0,0,0,0,0,14,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thrash, Jamari",WR,CLE,NA,1.7,0.7,5,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,16624,@DEN,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vele, Devaughn",WR,DEN,NA,1.1,1.1,6,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,16788,CLE,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crowder, Jamison",WR,WAS,NA,0.8,0.6,5,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,12184,TEN,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Ryan",WR,TBB,NA,0.7,0.5,5,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,16958,@CAR,0,0,0,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith-Marsette, Ihmir",WR,NYG,NA,0.6,0.4,2,NA,NA,0,NA,2,NA,0,0,0.5,NA,NA,FantasySharks,15434,@DAL,0,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilkerson, Kristian",WR,LVR,NA,0.7,0.1,1,NA,NA,0.1,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,15528,@KCC,0.2,0.1,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Allen",WR,DET,NA,1.4,0.6,4,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,11678,CHI,0,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conley, Chris",WR,SFO,NA,1,0.3,4,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,12257,@BUF,0.1,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Scotty",WR,PIT,NA,0.5,0.3,3,NA,NA,0,NA,1,NA,0,0,0.4,NA,NA,FantasySharks,14280,@CIN,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charles, Irvin",WR,NYJ,NA,1.1,0.5,5,NA,NA,0,NA,1,NA,0,0.1,0.4,NA,NA,FantasySharks,15984,SEA,0.2,0,0,0,0,0,0,9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toney, Kadarius",WR,CLE,NA,0.7,0.4,3,NA,NA,0,NA,1,NA,0,0,0.4,NA,NA,FantasySharks,15289,@DEN,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Kameron",WR,TBB,NA,0.8,0.3,3,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,16883,@CAR,0.1,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carter, DeAndre",WR,CHI,NA,0.8,0.5,3,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,12394,@DET,0.2,0,0,0,0,0,0,41,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Charlie",WR,CIN,NA,0.6,0.4,3,NA,NA,0,NA,0.1,NA,0,0,0.4,NA,NA,FantasySharks,16203,PIT,0.1,0,0,0,0,0,0,6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson, Jha'Quan",WR,TEN,NA,1,0.1,1,NA,NA,0,NA,1,NA,0,0,0.3,NA,NA,FantasySharks,16758,@WAS,0.2,0,0,0,0,0,0,31,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keyton, Ramel",WR,LVR,NA,0.9,0.3,2,NA,NA,0,NA,1,NA,0,0,0.3,NA,NA,FantasySharks,16863,@KCC,0.2,0,0,0,0,0,0,7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harty, Deonte",WR,BAL,NA,0.4,0.2,2,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,14558,PHI,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pettis, Dante",WR,NOS,NA,0.6,0.4,3,NA,NA,0,NA,-0.2,NA,0,0,0.3,NA,NA,FantasySharks,13634,LAR,0.1,0,0,0,0,0,0,11,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shenault, Laviska",WR,SEA,NA,0.2,0.2,1,NA,NA,0,NA,1,NA,0,0,0.2,NA,NA,FantasySharks,14838,@NYJ,0,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Roman",WR,PIT,NA,1.3,0.3,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,16629,@CIN,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Young, Dareke",WR,SEA,NA,0.6,0.1,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,15941,@NYJ,0,0,0,0,0,0,0,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dubose, Grant",WR,MIA,NA,0.5,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16374,@GBP,0,0,0,0,0,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flournoy, Ryan",WR,DAL,NA,0.8,0.5,4,NA,NA,0,NA,0,NA,0,0.2,0.1,NA,NA,FantasySharks,16778,NYG,0.2,0,0,0,0,0,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eskridge, Dee",WR,MIA,NA,0.1,0,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,15302,@GBP,0,0,0,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ford-Wheaton, Bryce",WR,NYG,NA,1,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16379,@DAL,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pascal, Zach",WR,ARI,NA,1.2,0.2,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,13488,@MIN,0.1,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sexton, Mathew",WR,KCC,NA,0.6,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,15540,LVR,0.1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St.,WR,WR,NA,6.6,6.6,78.6,NA,NA,1,0.1,1.2,NA,0,0.1,15.94,NA,16373,FleaFlicker,15287,CHIThu 12:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR5,1,79.8,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,6.7,6.7,90.1,NA,NA,1,0,0.5,NA,0,0.1,14.94,NA,16250,FleaFlicker,15281,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR1,1,90.6,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,5.6,5.6,75.8,NA,NA,1,0,0.2,NA,0,0.1,13.49,NA,15585,FleaFlicker,14835,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR12,1,76,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,5.6,5.6,70,NA,NA,1,0,0.4,NA,0,0.1,12.93,NA,16823,FleaFlicker,15751,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR7,1,70.4,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,4.8,4.8,67.9,NA,NA,1,0,0.1,NA,0,0.1,12.7,NA,10252,FleaFlicker,11671,@CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR17,1,68,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,5.7,5.7,88.1,NA,NA,0.5,0,0.1,NA,0,0.1,11.46,NA,14694,FleaFlicker,14104,@BALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR3,0.5,88.2,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,5.9,5.9,87,NA,NA,0.5,0,0.2,NA,0,0.1,11.34,NA,16281,FleaFlicker,15290,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR6,0.5,87.2,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,5.9,5.9,85.9,NA,NA,0.5,0,0.2,NA,0,0.1,11.31,NA,15540,FleaFlicker,14836,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR2,0.5,86.1,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LAR,NA,6,6,83.1,NA,NA,0.4,0.5,3,NA,0,0.1,11.17,NA,17779,FleaFlicker,16211,@NOSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR4,0.5,86,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,6.5,6.5,73.7,NA,NA,0.3,1,5.7,NA,0,0.1,9.97,NA,15523,FleaFlicker,14832,NYGThu 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR19,0.4,79.3,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,SEA,NA,5,5,74.2,NA,NA,0.4,0,0.1,NA,0,0.1,9.71,NA,14706,FleaFlicker,14102,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR11,0.4,74.3,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,LAR,NA,6.3,6.3,69.5,NA,NA,0.4,0.1,1,NA,0,0.1,9.63,NA,12970,FleaFlicker,13164,@NOSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR9,0.5,70.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,PIT,NA,4.6,4.6,72,NA,NA,0.4,0.1,0.8,NA,0,0.1,9.62,NA,16859,FleaFlicker,15762,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR8,0.4,72.7,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,5.4,5.4,66.7,NA,NA,0.4,0,0.8,NA,0,0.1,9.2,NA,16798,FleaFlicker,15753,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR15,0.4,67.5,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,NYJ,NA,5.2,5.2,64.1,NA,NA,0.5,0,0.1,NA,0,0,9.04,NA,10295,FleaFlicker,11675,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR32,0.5,64.2,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,4.8,4.8,62.7,NA,NA,0.4,0.6,2.6,NA,0,0,9.03,NA,12197,FleaFlicker,12801,@GBThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR10,0.4,65.3,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,5.9,5.9,66.6,NA,NA,0.4,0.2,1.1,NA,0,0.1,8.99,NA,17606,FleaFlicker,16185,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR29,0.4,67.7,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,4.9,4.9,64.2,NA,NA,0.5,0,0.1,NA,0,0.1,8.98,NA,13795,FleaFlicker,13630,CLEMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR25,0.5,64.3,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,4.7,4.7,61.6,NA,NA,0.4,0.5,2.9,NA,0,0.1,8.87,NA,17595,FleaFlicker,16190,PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR18,0.4,64.5,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,4.8,4.8,66.3,NA,NA,0.4,0.1,0.4,NA,0,0.1,8.83,NA,14746,FleaFlicker,14109,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR16,0.4,66.7,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ladd McConkey,WR,LAC,NA,4.9,4.9,62.7,NA,NA,0.4,0,0.2,NA,0,0,8.64,NA,18407,FleaFlicker,16627,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR24,0.4,62.9,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Nabers,WR,NYG,NA,5.5,5.5,64.2,NA,NA,0.3,0.4,1.9,NA,0,0.1,8.53,NA,18369,FleaFlicker,16615,@DALThu 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR13,0.3,66.1,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Ridley,WR,TEN,NA,4.2,4.2,62.8,NA,NA,0.4,0.1,1.2,NA,0,0.1,8.46,NA,13776,FleaFlicker,13629,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR30,0.4,64,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
