player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,dst_int,dst_fum_recvr,dst_sacks,dst_fumbles,dst_tackles,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Derrick Henry,RB,BAL,NA,20.25,89.16,NA,0.86,NA,1.43,13.51,NA,NA,0.07,NA,15.75,NA,derrick-henry,NumberFire,12626,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.27,24.23,#19,21,2,16.46,9300,1.77,17.24,8000,2.16,16.46,40,0.41,NA
Bijan Robinson,RB,ATL,NA,14.33,64.89,NA,0.58,NA,4.02,31.25,NA,NA,0.22,NA,14.23,NA,bijan-robinson,NumberFire,16161,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.24,22.22,#17,26,3,16.24,8200,1.98,18.36,7100,2.59,16.24,29,0.56,NA
Saquon Barkley,RB,PHI,NA,19,82.07,NA,0.52,NA,2.81,17.09,NA,NA,0.11,NA,13.59,NA,saquon-barkley,NumberFire,13604,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.81,21.37,#13,29,4,15.02,9000,1.67,16.49,8200,2.01,15.02,34,0.44,NA
Joe Mixon,RB,HOU,NA,15.68,65.04,NA,0.55,NA,3.19,26.36,NA,NA,0.13,NA,13.25,NA,joe-mixon,NumberFire,13131,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.58,20.92,#7,31,5,14.86,8400,1.77,16.45,7200,2.28,14.86,33,0.45,NA
Alvin Kamara,RB,NO,NA,18.02,74.54,NA,0.39,NA,3.8,25.91,NA,NA,0.14,NA,13.14,NA,alvin-kamara,NumberFire,13132,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.51,20.77,#3,32,6,15.05,8500,1.77,17.01,7800,2.18,15.05,32,0.47,NA
Breece Hall,RB,NYJ,NA,16.47,72.36,NA,0.41,NA,3.5,25.85,NA,NA,0.14,NA,12.91,NA,breece-hall,NumberFire,15708,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.36,20.46,#5,35,7,14.67,7600,1.93,16.54,6800,2.43,14.67,30,0.49,NA
Kareem Hunt,RB,KC,NA,15.9,65.42,NA,0.58,NA,2.56,18.21,NA,NA,0.12,NA,12.61,NA,kareem-hunt,NumberFire,13138,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15,20.07,#14,37,8,13.84,7700,1.8,15.13,6000,2.52,13.84,26,0.53,NA
Chuba Hubbard,RB,CAR,NA,16.03,68.99,NA,0.42,NA,3.41,25.35,NA,NA,0.13,NA,12.57,NA,chuba-hubbard,NumberFire,15261,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.13,20.01,#30,38,9,14.28,7400,1.93,16.08,6500,2.47,14.28,28,0.51,NA
J.K. Dobbins,RB,LAC,NA,15.63,73.21,NA,0.6,NA,1.81,12.3,NA,NA,0.08,NA,12.57,NA,j-k-dobbins,NumberFire,14800,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.13,20.01,#29,38,9,13.44,7200,1.87,14.4,6300,2.29,13.44,28,0.48,NA
Jordan Mason,RB,SF,NA,17.26,79.94,NA,0.58,NA,1.11,7.34,NA,NA,0.05,NA,12.35,NA,jordan-mason,NumberFire,15972,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.98,19.72,#9,41,11,12.86,8800,1.46,13.53,7600,1.78,12.86,26,0.49,NA
Tony Pollard,RB,TEN,NA,15.86,73.37,NA,0.38,NA,2.86,19.41,NA,NA,0.09,NA,12.14,NA,tony-pollard,NumberFire,14085,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.84,19.44,#15,42,12,13.57,7100,1.91,15,6300,2.38,13.57,27,0.5,NA
Kenneth Walker III,RB,SEA,NA,14.18,61.41,NA,0.56,NA,3.05,20.19,NA,NA,0.11,NA,12.11,NA,kenneth-walker-iii,NumberFire,15711,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82,19.4,#18,43,13,13.63,7500,1.82,15.2,7300,2.08,13.63,31,0.44,NA
Brian Robinson,RB,WSH,NA,14.35,61.11,NA,0.64,NA,1.54,11.43,NA,NA,0.08,NA,11.38,NA,brian-robinson,NumberFire,15716,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33,18.43,#31,45,14,12.08,8000,1.51,12.99,6400,2.03,12.08,NA,NA,NA
Nick Chubb,RB,CLE,NA,14.72,76.63,NA,0.41,NA,1.3,9.96,NA,NA,0.04,NA,11.25,NA,nick-chubb,NumberFire,13610,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24,18.26,#27,46,15,11.91,6800,1.75,12.62,6000,2.1,11.91,10,1.19,NA
Josh Jacobs,RB,GB,NA,15.43,64.53,NA,0.45,NA,2.27,17.21,NA,NA,0.1,NA,11.11,NA,josh-jacobs,NumberFire,14073,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.14,18.08,#12,49,16,12.23,7300,1.68,13.56,6400,2.12,12.23,27,0.45,NA
Jahmyr Gibbs,RB,DET,NA,11.88,53.95,NA,0.43,NA,3.25,21.6,NA,NA,0.14,NA,10.87,NA,jahmyr-gibbs,NumberFire,16162,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.98,17.76,#1,50,17,12.48,7800,1.6,14.19,6900,2.06,12.48,29,0.43,NA
James Conner,RB,ARI,NA,15.02,63.82,NA,0.49,NA,1.82,10.97,NA,NA,0.06,NA,10.67,NA,james-conner,NumberFire,13146,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85,17.49,#4,52,18,11.53,7700,1.5,12.53,6700,1.87,11.53,28,0.41,NA
De'Von Achane,RB,MIA,NA,11.57,54.43,NA,0.44,NA,2.99,20.58,NA,NA,0.08,NA,10.57,NA,devon-achane,NumberFire,16167,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.78,17.36,#23,54,19,12.08,6900,1.75,13.61,6700,2.03,12.08,27,0.45,NA
David Montgomery,RB,DET,NA,13.72,56.16,NA,0.49,NA,1.63,12.52,NA,NA,0.07,NA,10.27,NA,david-montgomery,NumberFire,14071,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58,16.96,#1,57,20,11.06,8100,1.37,11.88,6600,1.8,11.06,29,0.38,NA
Najee Harris,RB,PIT,NA,15.92,63.49,NA,0.35,NA,1.93,12.25,NA,NA,0.08,NA,10.08,NA,najee-harris,NumberFire,15254,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45,16.71,#11,59,21,11,7000,1.57,12.03,6000,2.01,11,25,0.44,NA
Chase Brown,RB,CIN,NA,12.38,55.57,NA,0.42,NA,2.1,14.41,NA,NA,0.09,NA,9.83,NA,chase-brown,NumberFire,16181,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28,16.38,#21,62,22,10.91,6500,1.68,12.07,5900,2.05,10.91,25,0.44,NA
Tyler Allgeier,RB,ATL,NA,11.58,52.12,NA,0.41,NA,1.15,9.05,NA,NA,0.06,NA,8.93,NA,tyler-allgeier,NumberFire,15712,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68,15.18,#17,68,23,9.51,5800,1.64,10.1,5100,1.98,9.51,18,0.53,NA
Devin Singletary,RB,NYG,NA,12.16,52.93,NA,0.36,NA,1.97,13.18,NA,NA,0.06,NA,8.9,NA,devin-singletary,NumberFire,14080,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66,15.14,#22,69,24,9.9,6200,1.6,11,6200,1.77,9.9,25,0.4,NA
Antonio Gibson,RB,NE,NA,11.5,47.57,NA,0.32,NA,2.28,18,NA,NA,0.08,NA,8.61,NA,antonio-gibson,NumberFire,14852,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46,14.76,#32,72,25,9.74,6000,1.62,11.07,5600,1.98,9.74,14,0.7,NA
Ty Chandler,RB,MIN,NA,9.91,41.33,NA,0.41,NA,1.96,14.45,NA,NA,0.1,NA,8.58,NA,ty-chandler,NumberFire,15723,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44,14.72,#10,74,26,9.62,6400,1.5,10.61,5600,1.89,9.62,15,0.64,NA
Austin Ekeler,RB,WSH,NA,6.38,27.53,NA,0.38,NA,3.1,24.42,NA,NA,0.23,NA,8.57,NA,austin-ekeler-1,NumberFire,13404,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44,14.7,#31,75,27,10.13,6600,1.53,11.83,5900,2.01,10.13,23,0.44,NA
Tank Bigsby,RB,JAC,NA,11.46,50.12,NA,0.47,NA,1.02,7.48,NA,NA,0.04,NA,8.53,NA,tank-bigsby,NumberFire,16164,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41,14.65,#25,76,28,8.99,6900,1.3,9.68,5800,1.67,8.99,19,0.47,NA
Javonte Williams,RB,DEN,NA,10.07,41.86,NA,0.23,NA,3.07,18.83,NA,NA,0.12,NA,8,NA,javonte-williams,NumberFire,15256,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05,13.95,#16,84,29,9.54,5800,1.64,11.18,5500,2.03,9.54,20,0.48,NA
Zack Moss,RB,CIN,NA,9.67,41.33,NA,0.28,NA,2.18,14.17,NA,NA,0.11,NA,7.81,NA,zack-moss,NumberFire,14798,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,13.7,#21,85,30,8.94,6700,1.33,10.06,5800,1.73,8.94,21,0.43,NA
Jonathan Taylor,RB,IND,NA,9.5,45.44,NA,0.4,NA,0.87,7.21,NA,NA,0.04,NA,7.79,NA,jonathan-taylor,NumberFire,14802,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91,13.67,#8,88,31,8.24,8300,0.99,8.74,7500,1.17,8.24,33,0.25,NA
Raheem Mostert,RB,MIA,NA,8.97,44.26,NA,0.36,NA,1.4,10.02,NA,NA,0.05,NA,7.78,NA,raheem-mostert,NumberFire,12447,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,13.66,#23,89,32,8.49,6300,1.35,9.25,6100,1.52,8.49,22,0.39,NA
Alexander Mattison,RB,LV,NA,11.69,47.96,NA,0.27,NA,1.69,11.05,NA,NA,0.07,NA,7.77,NA,alexander-mattison,NumberFire,14223,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,13.64,#28,90,33,8.67,6100,1.42,9.58,5500,1.74,8.67,19,0.46,NA
Bucky Irving,RB,TB,NA,8.86,39.59,NA,0.31,NA,2.02,14.34,NA,NA,0.08,NA,7.61,NA,bucky-irving,NumberFire,16598,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79,13.43,#24,94,34,8.62,6400,1.35,9.7,5900,1.64,8.62,21,0.41,NA
Jaylen Warren,RB,PIT,NA,7.96,35.5,NA,0.18,NA,2.5,16.02,NA,NA,0.11,NA,6.68,NA,jaylen-warren,NumberFire,15742,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16,12.2,#11,105,35,7.9,5500,1.44,9.27,5000,1.85,7.9,13,0.61,NA
Emanuel Wilson,RB,GB,NA,8.42,36.8,NA,0.2,NA,1.62,12.77,NA,NA,0.1,NA,6.52,NA,emanuel-wilson,NumberFire,16432,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,11.98,#12,107,36,7.35,5400,1.36,8.27,4500,1.84,7.35,10,0.74,NA
James Cook,RB,BUF,NA,8.6,38.93,NA,0.22,NA,1.1,9.53,NA,NA,0.06,NA,6.46,NA,james-cook,NumberFire,15715,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,11.9,#6,109,37,6.98,7900,0.88,7.58,7000,1.08,6.98,28,0.25,NA
Ray Davis,RB,BUF,NA,9.22,38.73,NA,0.25,NA,1.11,7.8,NA,NA,0.06,NA,6.44,NA,ray-davis,NumberFire,16603,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.88,#6,110,38,6.99,5400,1.29,7.59,5200,1.46,6.99,10,0.7,NA
Tyrone Tracy Jr.,RB,NYG,NA,7.7,33.27,NA,0.24,NA,1.78,13,NA,NA,0.06,NA,6.28,NA,tyrone-tracy-jr,NumberFire,16747,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,11.67,#22,114,39,7.18,6200,1.16,8.14,6200,1.31,7.18,17,0.42,NA
Zach Charbonnet,RB,SEA,NA,6.54,27.75,NA,0.2,NA,2.29,14.79,NA,NA,0.1,NA,6.01,NA,zach-charbonnet,NumberFire,16169,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,11.31,#18,120,40,7.18,5300,1.35,8.33,5300,1.57,7.18,17,0.42,NA
Aaron Jones,RB,MIN,NA,6.02,28.41,NA,0.2,NA,1.75,13.18,NA,NA,0.09,NA,5.88,NA,aaron-jones,NumberFire,13319,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,11.13,#10,121,41,6.69,7200,0.93,7.61,6500,1.17,6.69,29,0.23,NA
Sean Tucker,RB,TB,NA,7.09,30.73,NA,0.21,NA,1.58,11.58,NA,NA,0.07,NA,5.86,NA,sean-tucker,NumberFire,16166,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,11.11,#24,124,42,6.62,5200,1.27,7.45,4000,1.86,6.62,10,0.66,NA
Jaleel McLaughlin,RB,DEN,NA,6.81,30.01,NA,0.19,NA,1.74,11.5,NA,NA,0.07,NA,5.67,NA,jaleel-mclaughlin,NumberFire,16390,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,10.86,#16,133,43,6.5,5000,1.3,7.41,4300,1.72,6.5,12,0.54,NA
Trey Sermon,RB,IND,NA,7.99,33.86,NA,0.24,NA,0.66,5.03,NA,NA,0.03,NA,5.51,NA,trey-sermon,NumberFire,15257,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,10.64,#8,135,44,5.8,5900,0.98,6.15,5500,1.12,5.8,10,0.58,NA
Rhamondre Stevenson,RB,NE,NA,7.47,33.15,NA,0.21,NA,1.35,8.36,NA,NA,0.04,NA,5.4,NA,rhamondre-stevenson,NumberFire,15259,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,10.5,#32,139,45,6.09,6700,0.91,6.88,6100,1.13,6.09,25,0.24,NA
Braelon Allen,RB,NYJ,NA,7.44,31.94,NA,0.17,NA,0.99,7.2,NA,NA,0.04,NA,5.12,NA,braelon-allen,NumberFire,16596,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,10.13,#5,143,46,5.59,6000,0.93,6.12,5300,1.15,5.59,18,0.31,NA
Miles Sanders,RB,CAR,NA,6.26,29.85,NA,0.17,NA,1.18,7.89,NA,NA,0.05,NA,5.02,NA,miles-sanders,NumberFire,14079,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,9.99,#30,146,47,5.6,5300,1.06,6.23,4500,1.38,5.6,10,0.56,NA
D'Ernest Johnson,RB,JAC,NA,6.61,28.51,NA,0.21,NA,0.89,6.76,NA,NA,0.04,NA,4.99,NA,d-ernest-johnson,NumberFire,14331,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,9.95,#25,147,48,5.43,5800,0.94,5.9,4800,1.23,5.43,11,0.49,NA
Blake Corum,RB,LA,NA,5.88,25.61,NA,0.2,NA,1,6.85,NA,NA,0.05,NA,4.65,NA,blake-corum,NumberFire,16593,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,9.5,#20,158,49,5.17,4700,1.1,5.71,4400,1.3,5.17,10,0.52,NA
Travis Etienne,RB,JAC,NA,4.72,20.25,NA,0.18,NA,1.25,9.43,NA,NA,0.05,NA,4.33,NA,travis-etienne,NumberFire,15253,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42,9.08,#25,161,50,4.93,7000,0.7,5.58,5900,0.95,4.93,NA,NA,NA
Justice Hill,RB,BAL,NA,2.36,10.28,NA,0.07,NA,2.57,20.27,NA,NA,0.14,NA,4.23,NA,justice-hill,NumberFire,14086,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48,8.94,#19,163,51,5.52,5300,1.04,6.85,4900,1.4,5.52,15,0.37,NA
Rachaad White,RB,TB,NA,4.13,16.56,NA,0.11,NA,1.92,14.42,NA,NA,0.08,NA,4.15,NA,rachaad-white,NumberFire,15721,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.54,8.84,#24,165,52,5.14,6300,0.82,6.13,5700,1.08,5.14,21,0.24,NA
Dameon Pierce,RB,HOU,NA,6.14,25.32,NA,0.16,NA,0.69,5.19,NA,NA,0.03,NA,4.13,NA,dameon-pierce,NumberFire,15717,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55,8.81,#7,166,53,4.5,5100,0.88,4.86,5400,0.9,4.5,10,0.45,NA
Kimani Vidal,RB,LAC,NA,5.02,22.03,NA,0.15,NA,1,7.37,NA,NA,0.05,NA,4.07,NA,kimani-vidal,NumberFire,16757,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59,8.73,#29,169,54,4.56,5000,0.91,5.1,4000,1.28,4.56,19,0.24,NA
Zamir White,RB,LV,NA,5.85,24.85,NA,0.14,NA,0.61,3.91,NA,NA,0.02,NA,3.73,NA,zamir-white,NumberFire,15714,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.82,8.28,#28,179,55,4.02,5600,0.72,4.39,4900,0.9,4.02,13,0.31,NA
Ty Johnson,RB,BUF,NA,4.92,21.43,NA,0.11,NA,0.82,6.47,NA,NA,0.05,NA,3.66,NA,ty-johnson,NumberFire,14095,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.87,8.19,#6,182,56,4.06,5700,0.71,4.52,5700,0.79,4.06,10,0.41,NA
Ameer Abdullah,RB,LV,NA,3.9,16.41,NA,0.08,NA,1.73,11.52,NA,NA,0.07,NA,3.61,NA,ameer-abdullah,NumberFire,12155,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9,8.12,#28,185,57,4.46,4700,0.95,5.37,4500,1.19,4.46,10,0.45,NA
JaMycal Hasty,RB,NE,NA,5.03,21.94,NA,0.12,NA,0.88,6.37,NA,NA,0.03,NA,3.6,NA,jamycal-hasty,NumberFire,14821,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.91,8.11,#32,186,58,4.05,4500,0.9,4.55,4000,1.14,4.05,10,0.41,NA
Cordarrelle Patterson,RB,PIT,NA,3.82,17.64,NA,0.11,NA,0.97,7.62,NA,NA,0.05,NA,3.44,NA,cordarrelle-patterson-1,NumberFire,11225,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.02,7.9,#11,189,59,3.91,4800,0.81,4.43,4000,1.11,3.91,10,0.39,NA
Myles Gaskin,RB,MIN,NA,4.14,16.61,NA,0.14,NA,0.75,5.37,NA,NA,0.04,NA,3.26,NA,myles-gaskin,NumberFire,14081,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14,7.66,#10,195,60,3.59,4400,0.82,4,4600,0.87,3.59,10,0.36,NA
Audric Estime,RB,DEN,NA,5.18,23.35,NA,0.13,NA,0.22,1.67,NA,NA,0.01,NA,3.16,NA,audric-estime,NumberFire,16595,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2,7.52,#16,198,61,3.29,4100,0.8,3.48,4000,0.87,3.29,10,0.33,NA
Tyler Goodson,RB,IND,NA,4.52,20.29,NA,0.11,NA,0.42,3.55,NA,NA,0.02,NA,3.1,NA,tyler-goodson,NumberFire,15730,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.24,7.44,#8,204,62,3.27,5100,0.64,3.53,5400,0.65,3.27,10,0.33,NA
Clyde Edwards-Helaire,RB,KC,NA,2.78,11.72,NA,0.08,NA,1.14,9.28,NA,NA,0.06,NA,2.91,NA,clyde-edwards-helaire,NumberFire,14803,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.37,7.19,#14,209,63,3.51,4000,0.88,4.08,5000,0.82,3.51,NA,NA,NA
Jaylen Wright,RB,MIA,NA,4.34,19.3,NA,0.1,NA,0.46,3.33,NA,NA,0.02,NA,2.87,NA,jaylen-wright,NumberFire,16610,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.4,7.14,#23,211,64,3.11,5200,0.6,3.39,5200,0.65,3.11,10,0.31,NA
Jerome Ford,RB,CLE,NA,3.68,15.92,NA,0.07,NA,0.87,5.52,NA,NA,0.03,NA,2.78,NA,jerome-ford,NumberFire,15713,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.46,7.02,#27,215,65,3.16,5900,0.54,3.6,5600,0.64,3.16,18,0.18,NA
Tyjae Spears,RB,TEN,NA,3.17,13.83,NA,0.07,NA,1.05,7.55,NA,NA,0.04,NA,2.77,NA,tyjae-spears,NumberFire,16165,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.47,7.01,#15,216,66,3.3,5600,0.59,3.84,5000,0.77,3.3,17,0.19,NA
Samaje Perine,RB,KC,NA,1.72,7.1,NA,0.04,NA,1.71,13.65,NA,NA,0.08,NA,2.75,NA,samaje-perine,NumberFire,13133,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.48,6.98,#14,217,67,3.59,5200,0.69,4.48,4900,0.91,3.59,12,0.3,NA
Trey Benson,RB,ARI,NA,4.51,19.22,NA,0.1,NA,0.23,1.48,NA,NA,0.01,NA,2.67,NA,trey-benson,NumberFire,16594,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.53,6.87,#4,223,68,2.77,4400,0.63,2.92,4600,0.63,2.77,10,0.28,NA
Kenneth Gainwell,RB,PHI,NA,3.03,13.36,NA,0.1,NA,0.88,5.94,NA,NA,0.03,NA,2.66,NA,kenneth-gainwell,NumberFire,15255,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.54,6.86,#13,224,69,3.09,4800,0.64,3.56,4700,0.76,3.09,10,0.31,NA
