team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,pos,player,dst_fum_recvr,dst_fumbles,dst_yds_against,dst_pts_against,opp,bye,curr_site_pts,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
MIA,0.8,0,2.3,NA,0.6,NA,0.1,16.7,NA,NA,NA,237.7,NA,12.1,NA,FantasySharks,0503,NA,D,"Dolphins, Miami",NA,NA,NA,NA,LVR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,1.1,0,2.3,NA,0.6,NA,0.2,19.1,NA,NA,NA,328.6,NA,12.1,NA,FantasySharks,0501,NA,D,"Bills, Buffalo",NA,NA,NA,NA,KCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.6,0.1,3.4,NA,0.4,NA,0.1,18.2,NA,NA,NA,310.1,NA,11.3,NA,FantasySharks,0511,NA,D,"Broncos, Denver",NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KCC,0.5,0,2.2,NA,0.3,NA,0.1,18.1,NA,NA,NA,287,NA,10.8,NA,FantasySharks,0512,NA,D,"Chiefs, Kansas City",NA,NA,NA,NA,@BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.8,0.1,2.5,NA,0.4,NA,0.3,23.4,NA,NA,NA,347.7,NA,10.4,NA,FantasySharks,0515,NA,D,"Seahawks, Seattle",NA,NA,NA,NA,@SFO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.8,0,3.2,NA,0.6,NA,0,21,NA,NA,NA,333,NA,9.9,NA,FantasySharks,0531,NA,D,"Ravens, Baltimore",NA,NA,NA,NA,@PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.4,0.1,2.4,NA,0.4,NA,0,25.3,NA,NA,NA,272.1,NA,9.4,NA,FantasySharks,0508,NA,D,"Titans, Tennessee",NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.4,0,2.4,NA,0.7,NA,0.1,22.1,NA,NA,NA,313.3,NA,9.1,NA,FantasySharks,0520,NA,D,"Commanders, Washington",NA,NA,NA,NA,@PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVR,0.7,0,2,NA,0.2,NA,0.2,25.1,NA,NA,NA,321.7,NA,8.9,NA,FantasySharks,0513,NA,D,"Raiders, Las Vegas",NA,NA,NA,NA,@MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.8,0,2.7,NA,0.2,NA,0,18,NA,NA,NA,357.4,NA,8.7,NA,FantasySharks,0514,NA,D,"Chargers, Los Angeles",NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.6,0,2,NA,0.6,NA,0.1,21.6,NA,NA,NA,323.8,NA,8.6,NA,FantasySharks,0518,NA,D,"Eagles, Philadelphia",NA,NA,NA,NA,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEP,0.3,0,2.5,NA,0.1,NA,0,19.3,NA,NA,NA,326.5,NA,8.6,NA,FantasySharks,0504,NA,D,"Patriots, New England",NA,NA,NA,NA,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.6,0.1,1.9,NA,0.4,NA,0.1,27.2,NA,NA,NA,348.7,NA,8.5,NA,FantasySharks,0506,NA,D,"Bengals, Cincinnati",NA,NA,NA,NA,@LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.6,0,2.1,NA,0.2,NA,0.2,24.7,NA,NA,NA,390.9,NA,8.1,NA,FantasySharks,0509,NA,D,"Jaguars, Jacksonville",NA,NA,NA,NA,@DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.5,0,1.2,NA,0.3,NA,0.2,22,NA,NA,NA,328.1,NA,8,NA,FantasySharks,0526,NA,D,"Falcons, Atlanta",NA,NA,NA,NA,@DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,0.7,0,1.7,NA,0.3,NA,0.1,22.7,NA,NA,NA,412,NA,6.3,NA,FantasySharks,0510,NA,D,"Steelers, Pittsburgh",NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,0.8,NA,4.4,NA,0.6,0.8,0.1,18.2,NA,NA,NA,311.7,NA,13.42,NA,FleaFlicker,0525,2357,DST,Tampa Bay Buccaneers,NA,NA,NA,NA,@NYGSun 1:00 PM,11,NA,D/ST27,0,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.9,NA,3.7,NA,0.5,0.7,0.2,16.8,NA,NA,NA,293.6,NA,11.96,NA,FleaFlicker,0532,2340,DST,Houston Texans,NA,NA,NA,NA,TENSun 1:00 PM,14,NA,D/ST9,0,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.8,NA,3.3,NA,0.6,0.7,0.2,16.6,NA,NA,NA,293.1,NA,11.1,NA,FleaFlicker,0511,2337,DST,Denver Broncos,NA,NA,NA,NA,@LVSun 4:05 PM,14,NA,D/ST14,0,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.7,NA,3.4,NA,0.5,0.7,0.1,17.7,NA,NA,NA,301.5,NA,10.99,NA,FleaFlicker,0524,2345,DST,Minnesota Vikings,NA,NA,NA,NA,@CHISun 1:00 PM,6,NA,D/ST15,0,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,0.9,NA,2.8,NA,0.5,0.9,0.2,16.2,NA,NA,NA,328.7,NA,10.62,NA,FleaFlicker,0510,2352,DST,Pittsburgh Steelers,NA,NA,NA,NA,@CLEL 19-24,9,10.62,D/ST1,0,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.9,NA,2.8,NA,0.5,0.7,0.1,20.6,NA,NA,NA,362.8,NA,10.09,NA,FleaFlicker,0521,2333,DST,Chicago Bears,NA,NA,NA,NA,MINSun 1:00 PM,7,NA,D/ST8,0,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.9,NA,2.8,NA,0.5,0.7,0.1,22.8,NA,NA,NA,356,NA,10.04,NA,FleaFlicker,0519,2328,DST,Arizona Cardinals,NA,NA,NA,NA,@SEASun 4:25 PM,11,NA,D/ST25,0,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KC,0.8,NA,2.8,NA,0.5,0.6,0.2,17.4,NA,NA,NA,269.9,NA,10,NA,FleaFlicker,0512,2343,DST,Kansas City Chiefs,NA,NA,NA,NA,@CARSun 1:00 PM,6,NA,D/ST2,0,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.6,NA,2.9,NA,0.4,0.8,0.1,22.7,NA,NA,NA,326.6,NA,9.87,NA,FleaFlicker,0508,2358,DST,Tennessee Titans,NA,NA,NA,NA,@HOUSun 1:00 PM,5,NA,D/ST31,0,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.6,NA,2.9,NA,0.5,0.7,0.1,23.2,NA,NA,NA,351.8,NA,9.82,NA,FleaFlicker,0531,2330,DST,Baltimore Ravens,NA,NA,NA,NA,@LACMon 8:15 PM,14,NA,D/ST13,0,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.7,NA,2.5,NA,0.5,0.9,0.1,23.6,NA,NA,NA,363.9,NA,9.74,NA,FleaFlicker,0517,2348,DST,New York Giants,NA,NA,NA,NA,TBSun 1:00 PM,11,NA,D/ST29,0,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.8,NA,2.6,NA,0.6,0.7,0.1,19.4,NA,NA,NA,324,NA,9.72,NA,FleaFlicker,0503,2344,DST,Miami Dolphins,NA,NA,NA,NA,NESun 1:00 PM,6,NA,D/ST21,0,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.6,NA,2.8,NA,0.5,0.8,0.1,24.9,NA,NA,NA,355,NA,9.63,NA,FleaFlicker,0528,2356,DST,Los Angeles Rams,NA,NA,NA,NA,PHISun 8:20 PM,6,NA,D/ST22,0,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.6,NA,2.7,NA,0.5,0.7,0.1,20.1,NA,NA,NA,342.6,NA,9.4,NA,FleaFlicker,0507,2335,DST,Cleveland Browns,NA,NA,NA,NA,PITW 24-19,10,9.4,D/ST10,0,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.8,NA,2.5,NA,0.5,0.8,0.1,21.6,NA,NA,NA,321.3,NA,9.24,NA,FleaFlicker,0518,2351,DST,Philadelphia Eagles,NA,NA,NA,NA,@LARSun 8:20 PM,5,NA,D/ST3,0,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.8,NA,2.3,NA,0.5,0.7,0.1,20.2,NA,NA,NA,336.6,NA,9.05,NA,FleaFlicker,0522,2338,DST,Detroit Lions,NA,NA,NA,NA,@INDSun 1:00 PM,5,NA,D/ST4,0,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.8,NA,2.2,NA,0.5,0.7,0.2,16.9,NA,NA,NA,338.7,NA,8.89,NA,FleaFlicker,0520,2359,DST,Washington Commanders,NA,NA,NA,NA,DALSun 1:00 PM,14,NA,D/ST26,0,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,0.6,NA,2.4,NA,0.5,0.8,0.1,26.5,NA,NA,NA,382.9,NA,8.84,NA,FleaFlicker,0516,2336,DST,Dallas Cowboys,NA,NA,NA,NA,@WASSun 1:00 PM,7,NA,D/ST16,0,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.7,NA,2.2,NA,0.5,0.9,0.1,28.3,NA,NA,NA,387.6,NA,8.77,NA,FleaFlicker,0502,2341,DST,Indianapolis Colts,NA,NA,NA,NA,DETSun 1:00 PM,14,NA,D/ST18,0,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,0.8,NA,2.2,NA,0.5,0.7,0.1,22.2,NA,NA,NA,380.7,NA,8.69,NA,FleaFlicker,0523,2339,DST,Green Bay Packers,NA,NA,NA,NA,SFSun 4:25 PM,10,NA,D/ST17,0,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF,0.9,NA,1.9,NA,0.5,0.8,0.1,24.2,NA,NA,NA,352.3,NA,8.39,NA,FleaFlicker,0530,2355,DST,San Francisco 49ers,NA,NA,NA,NA,@GBSun 4:25 PM,9,NA,D/ST5,0,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.8,NA,2,NA,0.4,0.8,0.1,26.3,NA,NA,NA,353.3,NA,8.16,NA,FleaFlicker,0527,2332,DST,Carolina Panthers,NA,NA,NA,NA,KCSun 1:00 PM,11,NA,D/ST32,0,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.6,NA,2,NA,0.5,0.7,0.1,26.9,NA,NA,NA,394.4,NA,7.97,NA,FleaFlicker,0514,2353,DST,Los Angeles Chargers,NA,NA,NA,NA,BALMon 8:15 PM,5,NA,D/ST12,0,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.6,NA,1.9,NA,0.5,0.8,0.1,23.6,NA,NA,NA,349.9,NA,7.94,NA,FleaFlicker,0515,2354,DST,Seattle Seahawks,NA,NA,NA,NA,ARISun 4:25 PM,10,NA,D/ST20,0,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,0.7,NA,2,NA,0.4,0.6,0.1,26.3,NA,NA,NA,377.3,NA,7.73,NA,FleaFlicker,0504,2346,DST,New England Patriots,NA,NA,NA,NA,@MIASun 1:00 PM,14,NA,D/ST30,0,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,0.6,NA,1.9,NA,0.4,0.4,0.1,23.3,NA,NA,NA,321.6,NA,7.28,NA,FleaFlicker,0513,2350,DST,Las Vegas Raiders,NA,NA,NA,NA,DENSun 4:05 PM,10,NA,D/ST24,0,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,0.74,NA,6.22,NA,0.63,NA,0.2,18,NA,NA,NA,272.92,NA,12.02,NA,NumberFire,0525,tampa-bay-dst,D,Tampa Bay D/ST,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,5.03,19.01,#26,1,12.01,4400,2.73,12.01,3300,3.64,12.01,15,0.8
HOU,0.71,NA,4.01,NA,0.51,NA,0.22,16.5,NA,NA,NA,298.31,NA,10.01,NA,NumberFire,0532,houston-dst,D,Houston D/ST,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,3.42,16.6,#28,2,9.97,4700,2.12,9.97,3600,2.77,9.97,18,0.55
MIN,0.64,NA,4.09,NA,0.5,NA,0.2,18,NA,NA,NA,300.04,NA,9.42,NA,NumberFire,0524,minnesota-dst,D,Minnesota D/ST,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,2.95,15.89,#25,3,9.38,4800,1.95,9.38,3400,2.76,9.38,17,0.55
DEN,0.66,NA,3.39,NA,0.61,NA,0.2,17.5,NA,NA,NA,302.36,NA,9.16,NA,NumberFire,0511,denver-dst,D,Denver D/ST,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,2.74,15.58,#31,4,9.17,5100,1.8,9.17,3200,2.87,9.17,20,0.46
PIT,0.95,NA,2.92,NA,0.36,NA,0.2,16.5,NA,NA,NA,325.12,NA,9.06,NA,NumberFire,0510,pittsburgh-dst,D,Pittsburgh D/ST,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,2.66,15.46,#32,5,9,4900,1.84,9,3500,2.57,9,14,0.64
KC,0.69,NA,3.06,NA,0.52,NA,0.22,16.5,NA,NA,NA,270.56,NA,9.06,NA,NumberFire,0512,kansas-city-dst,D,Kansas City D/ST,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,2.66,15.46,#29,5,9.02,4900,1.84,9.02,3900,2.31,9.02,19,0.47
MIA,0.74,NA,2.77,NA,0.74,NA,0.19,19.75,NA,NA,NA,329.74,NA,8.28,NA,NumberFire,0503,miami-dst,D,Miami D/ST,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,2.03,14.53,#27,7,8.28,4500,1.84,8.28,3100,2.67,8.28,13,0.64
WSH,0.88,NA,2.23,NA,0.41,NA,0.21,17,NA,NA,NA,332.47,NA,8.24,NA,NumberFire,0520,washington-dst,D,Washington D/ST,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,2,14.48,#30,8,8.21,5000,1.64,8.21,3500,2.35,8.21,NA,NA
CHI,0.92,NA,2.83,NA,0.52,NA,0.16,21.5,NA,NA,NA,345.08,NA,7.69,NA,NumberFire,0521,chicago-dst,D,Chicago D/ST,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,1.56,13.82,#16,9,7.62,3900,1.95,7.62,2500,3.05,7.62,14,0.54
ARI,1.02,NA,2.8,NA,0.4,NA,0.16,23,NA,NA,NA,359.45,NA,7.22,NA,NumberFire,0519,arizona-dst,D,Arizona D/ST,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,1.19,13.25,#21,10,7.19,3600,2,7.19,2600,2.77,7.19,14,0.51
CLE,0.52,NA,2.78,NA,0.47,NA,0.17,20,NA,NA,NA,322.92,NA,7.15,NA,NumberFire,0507,cleveland-dst,D,Cleveland D/ST,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,1.13,13.17,#18,11,7.16,3700,1.94,7.16,2600,2.75,7.16,10,0.72
DET,0.73,NA,2.25,NA,0.61,NA,0.18,21.5,NA,NA,NA,340.5,NA,6.97,NA,NumberFire,0522,detroit-dst,D,Detroit D/ST,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,0.99,12.95,#20,12,6.92,4600,1.5,6.92,3700,1.87,6.92,16,0.43
NYG,0.81,NA,2.66,NA,0.51,NA,0.15,23.5,NA,NA,NA,346.1,NA,6.71,NA,NumberFire,0517,new-york-giants-dst,D,New York Giants D/ST,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,0.78,12.64,#6,13,6.67,3300,2.02,6.67,2400,2.78,6.67,11,0.61
PHI,0.79,NA,2.64,NA,0.44,NA,0.16,23,NA,NA,NA,347,NA,6.69,NA,NumberFire,0518,philadelphia-dst,D,Philadelphia D/ST,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,0.76,12.62,#14,14,6.67,4200,1.59,6.67,2900,2.3,6.67,14,0.48
GB,0.76,NA,2.43,NA,0.37,NA,0.17,21.75,NA,NA,NA,375.17,NA,6.63,NA,NumberFire,0523,green-bay-dst,D,Green Bay D/ST,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,0.72,12.54,#7,15,6.6,4000,1.65,6.6,2800,2.36,6.6,15,0.44
BAL,0.54,NA,3.17,NA,0.47,NA,0.16,23.75,NA,NA,NA,347.47,NA,6.59,NA,NumberFire,0531,baltimore-dst,D,Baltimore D/ST,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,0.68,12.5,#13,16,6.58,4300,1.53,6.58,3000,2.19,6.58,10,0.66
TEN,0.62,NA,3.23,NA,0.33,NA,0.15,24,NA,NA,NA,330.68,NA,6.39,NA,NumberFire,0508,tennessee-dst,D,Tennessee D/ST,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,0.52,12.26,#17,17,6.38,3500,1.82,6.38,2300,2.77,6.38,10,0.64
LA,0.6,NA,3.13,NA,0.54,NA,0.15,25.5,NA,NA,NA,346.76,NA,6.3,NA,NumberFire,0528,los-angeles-rams-d-st,D,Los Angeles Rams D/ST,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,0.45,12.15,#9,18,6.34,4100,1.55,6.34,2800,2.26,6.34,12,0.53
SF,0.81,NA,2.09,NA,0.53,NA,0.14,24.75,NA,NA,NA,357.17,NA,5.85,NA,NumberFire,0530,san-francisco-dst,D,San Francisco D/ST,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,0.09,11.61,#11,19,5.81,4300,1.35,5.81,3000,1.94,5.81,13,0.45
LV,0.65,NA,1.98,NA,0.55,NA,0.15,24,NA,NA,NA,320.22,NA,5.65,NA,NumberFire,0513,las-vegas-d-st,D,Las Vegas D/ST,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,-0.07,11.37,#22,20,5.63,3200,1.76,5.63,2500,2.25,5.63,10,0.56
SEA,0.57,NA,1.93,NA,0.63,NA,0.16,24.5,NA,NA,NA,335.52,NA,5.5,NA,NumberFire,0515,seattle-dst,D,Seattle D/ST,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,-0.19,11.19,#8,21,5.49,3800,1.44,5.49,2900,1.89,5.49,12,0.46
DAL,0.61,NA,2.55,NA,0.56,NA,0.12,27.5,NA,NA,NA,352.93,NA,5.21,NA,NumberFire,0516,dallas-dst,D,Dallas D/ST,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,-0.42,10.84,#2,22,5.16,3400,1.52,5.16,2400,2.15,5.16,10,0.52
LAC,0.59,NA,2.14,NA,0.5,NA,0.14,26.75,NA,NA,NA,384.57,NA,4.88,NA,NumberFire,0514,los-angeles-chargers-d-st,D,Los Angeles Chargers D/ST,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,-0.68,10.44,#1,23,4.9,3900,1.26,4.9,2700,1.81,4.9,12,0.41
NE,0.71,NA,1.91,NA,0.42,NA,0.12,26.75,NA,NA,NA,367.63,NA,4.72,NA,NumberFire,0504,new-england-dst,D,New England D/ST,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,-0.81,10.25,#23,24,4.67,3700,1.26,4.67,2700,1.73,4.67,11,0.42
CAR,0.74,NA,2.07,NA,0.33,NA,0.13,27,NA,NA,NA,350.31,NA,4.66,NA,NumberFire,0527,carolina-dst,D,Carolina D/ST,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,-0.86,10.18,#10,25,4.65,3000,1.55,4.65,2200,2.11,4.65,10,0.47
IND,0.64,NA,2.41,NA,0.47,NA,0.12,29,NA,NA,NA,385.34,NA,4.6,NA,NumberFire,0502,indianapolis-dst,D,Indianapolis D/ST,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,-0.91,10.11,#3,26,4.58,3100,1.48,4.58,2300,1.99,4.58,10,0.46
Minnesota Vikings,0.84,0.07,3.01,NA,0.56,NA,0.14,18,NA,NA,NA,NA,NA,6.79,NA,NFL,0524,100020,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Green Bay Packers,0.87,0.07,2.72,NA,0.6,NA,0.14,17.25,NA,NA,NA,NA,NA,6.64,NA,NFL,0523,100011,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Houston Texans DEF  View News,0.83,0.06,2.74,NA,0.64,NA,0.12,17.5,NA,NA,NA,NA,NA,6.52,NA,NFL,0532,100013,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Detroit Lions,0.89,0.06,2.66,NA,0.57,NA,0.13,23,NA,NA,NA,NA,NA,6.48,NA,NFL,0522,100010,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami Dolphins DEF  View News,0.82,0.06,2.63,NA,0.63,NA,0.13,20.5,NA,NA,NA,NA,NA,6.43,NA,NFL,0503,100019,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York Jets,0.81,0.05,2.59,NA,0.54,NA,0.16,21,NA,NA,NA,NA,NA,6.35,NA,NFL,0505,100024,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Rams,0.77,0.06,2.55,NA,0.58,NA,0.13,20,NA,NA,NA,NA,NA,6.15,NA,NFL,0528,100017,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chicago Bears,0.76,0.06,2.47,NA,0.59,NA,0.12,21.75,NA,NA,NA,NA,NA,6.01,NA,NFL,0521,100005,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cleveland Browns DEF  View News,0.72,0.05,2.4,NA,0.55,NA,0.16,22.5,NA,NA,NA,NA,NA,6,NA,NFL,0507,100007,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baltimore Ravens DEF  View News,0.74,0.05,2.42,NA,0.47,NA,0.16,21,NA,NA,NA,NA,NA,5.9,NA,NFL,0531,100002,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Orleans Saints,0.78,0.06,2.41,NA,0.54,NA,0.12,22,NA,NA,NA,NA,NA,5.89,NA,NFL,0529,100022,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atlanta Falcons,0.78,0.06,2.39,NA,0.54,NA,0.12,20.75,NA,NA,NA,NA,NA,5.87,NA,NFL,0526,100001,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Francisco 49ers,0.71,0.05,2.41,NA,0.51,NA,0.15,19.5,NA,NA,NA,NA,NA,5.85,NA,NFL,0530,100029,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denver Broncos DEF  View News,0.75,0.06,2.37,NA,0.56,NA,0.12,23.75,NA,NA,NA,NA,NA,5.83,NA,NFL,0511,100009,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pittsburgh Steelers DEF  View News,0.71,0.05,2.35,NA,0.51,NA,0.15,23,NA,NA,NA,NA,NA,5.79,NA,NFL,0510,100027,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas City Chiefs DEF  View News,0.71,0.05,2.29,NA,0.51,NA,0.15,24.75,NA,NA,NA,NA,NA,5.73,NA,NFL,0512,100016,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buffalo Bills,0.76,0.05,2.3,NA,0.54,NA,0.11,23.75,NA,NA,NA,NA,NA,5.66,NA,NFL,0501,100003,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington Commanders,0.71,0.06,2.29,NA,0.53,NA,0.12,26,NA,NA,NA,NA,NA,5.61,NA,NFL,0520,100032,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indianapolis Colts DEF  View News,0.71,0.05,2.34,NA,0.54,NA,0.11,23.5,NA,NA,NA,NA,NA,5.6,NA,NFL,0502,100014,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
