player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,return_tds
Roman Wilson,WR,PIT,NA,NA,1.9,21.92,NA,NA,0.14,0,0,NA,0,NA,3.05,NA,roman-wilson,NumberFire,16629,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.13,7.23,#10,212,88,3.96,4.92,3.96,NA
Kalif Raymond,WR,DET,NA,NA,1.65,23.22,NA,NA,0.12,0,0,NA,0,NA,2.93,NA,kalif-raymond,NumberFire,13066,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.21,7.07,#25,214,89,3.77,4.64,3.77,NA
Elijah Moore,WR,CLE,NA,NA,1.86,20.92,NA,NA,0.14,0,0,NA,0,NA,2.9,NA,elijah-moore,NumberFire,15288,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.23,7.03,#7,216,90,3.82,4.77,3.82,NA
Braxton Berrios,WR,MIA,NA,NA,2.04,19.26,NA,NA,0.14,0,0,NA,0,NA,2.71,NA,braxton-berrios,NumberFire,13638,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.35,6.77,#14,220,91,3.73,4.78,3.73,NA
Quentin Johnston,WR,LAC,NA,NA,1.75,19.97,NA,NA,0.12,0,0,NA,0,NA,2.69,NA,quentin-johnston,NumberFire,16188,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.37,6.75,#13,221,92,3.57,4.46,3.57,NA
Greg Dortch,WR,ARI,NA,NA,2.02,19.48,NA,NA,0.1,0.14,0.84,NA,0.01,NA,2.64,NA,greg-dortch,NumberFire,14108,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.4,6.68,#8,223,93,3.64,4.68,3.64,NA
Mack Hollins,WR,BUF,NA,NA,1.43,18.97,NA,NA,0.12,0,0,NA,0,NA,2.61,NA,mack-hollins,NumberFire,13289,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.42,6.64,#31,224,94,3.31,4.04,3.31,NA
Jalen Tolbert,WR,DAL,NA,NA,1.61,19.24,NA,NA,0.11,0,0,NA,0,NA,2.53,NA,jalen-tolbert,NumberFire,15788,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.47,6.53,#1,225,95,3.35,4.17,3.35,NA
K.J. Osborn,WR,NE,NA,NA,1.65,21.16,NA,NA,0.07,0,0,NA,0,NA,2.53,NA,k-j-osborn,NumberFire,14977,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.47,6.53,#12,225,95,3.32,4.17,3.32,NA
Josh Downs,WR,IND,NA,NA,1.6,18.81,NA,NA,0.11,0,0,NA,0,NA,2.52,NA,josh-downs,NumberFire,16187,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.48,6.52,#9,227,97,3.32,4.13,3.32,NA
Tre Tucker,WR,LV,NA,NA,1.44,19.2,NA,NA,0.1,0,0,NA,0,NA,2.51,NA,tre-tucker,NumberFire,16287,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.48,6.5,#27,229,98,3.2,3.94,3.2,NA
Jalen Nailor,WR,MIN,NA,NA,1.61,18.88,NA,NA,0.1,0,0,NA,0,NA,2.46,NA,jalen-nailor,NumberFire,15786,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.52,6.44,#11,234,99,3.25,4.08,3.25,NA
Jonathan Mingo,WR,CAR,NA,NA,1.59,18.18,NA,NA,0.1,0,0,NA,0,NA,2.41,NA,jonathan-mingo,NumberFire,16197,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.55,6.37,#20,235,100,3.19,4,3.19,NA
Jauan Jennings,WR,SF,NA,NA,1.56,17.61,NA,NA,0.11,0,0,NA,0,NA,2.41,NA,jauan-jennings,NumberFire,14860,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.55,6.37,#4,235,100,3.16,3.96,3.16,NA
Nelson Agholor,WR,BAL,NA,NA,1.42,16.86,NA,NA,0.11,0,0,NA,0,NA,2.32,NA,nelson-agholor,NumberFire,12181,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.61,6.25,#3,238,102,3.02,3.75,3.02,NA
Calvin Austin III,WR,PIT,NA,NA,1.49,16.63,NA,NA,0.11,0,0,NA,0,NA,2.27,NA,calvin-austin-iii,NumberFire,15777,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.64,6.18,#10,241,103,3.03,3.79,3.03,NA
Van Jefferson,WR,PIT,NA,NA,1.22,15.85,NA,NA,0.1,0,0,NA,0,NA,2.15,NA,van-jefferson,NumberFire,14858,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.72,6.02,#10,244,104,2.78,3.4,2.78,NA
Malachi Corley,WR,NYJ,NA,NA,1.29,15.39,NA,NA,0.09,0,0,NA,0,NA,2.1,NA,malachi-corley,NumberFire,16636,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.75,5.95,#6,245,105,2.7,3.36,2.7,NA
Jermaine Burton,WR,CIN,NA,NA,1.28,14.76,NA,NA,0.11,0,0,NA,0,NA,2.09,NA,jermaine-burton,NumberFire,16632,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.76,5.94,#22,246,106,2.74,3.4,2.74,NA
Treylon Burks,WR,TEN,NA,NA,1.23,15.79,NA,NA,0.08,0,0,NA,0,NA,2.02,NA,treylon-burks,NumberFire,15752,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.8,5.84,#15,247,107,2.65,3.28,2.65,NA
Cedric Tillman,WR,CLE,NA,NA,1.25,14.44,NA,NA,0.1,0,0,NA,0,NA,2.01,NA,cedric-tillman-1,NumberFire,16191,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.81,5.83,#7,249,108,2.63,3.27,2.63,NA
A.T. Perry,WR,NO,NA,NA,1.27,15.24,NA,NA,0.08,0,0,NA,0,NA,2,NA,a-t-perry,NumberFire,16196,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.81,5.81,#29,250,109,2.6,3.25,2.6,NA
KaVontae Turpin,WR,DAL,NA,NA,1.07,12.83,NA,NA,0.08,0.26,1.48,NA,0.01,NA,1.93,NA,kavontae-turpin,NumberFire,15981,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.86,5.72,#1,251,110,2.45,3.01,2.45,NA
Parker Washington,WR,JAC,NA,NA,1.3,13.72,NA,NA,0.09,0,0,NA,0,NA,1.89,NA,parker-washington,NumberFire,16192,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.89,5.67,#18,253,111,2.5,3.18,2.5,NA
Phillip Dorsett,WR,DEN,NA,NA,1.26,14.36,NA,NA,0.08,0,0,NA,0,NA,1.87,NA,phillip-dorsett,NumberFire,12188,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9,5.64,#30,254,112,2.53,3.17,2.53,NA
JuJu Smith-Schuster,WR,KC,NA,NA,1.21,13.15,NA,NA,0.09,0,0,NA,0,NA,1.84,NA,juju-smith-schuster,NumberFire,13156,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.92,5.6,#2,256,113,2.42,3.05,2.42,NA
Alex Erickson,WR,LAC,NA,NA,1.25,14.56,NA,NA,0.08,0,0,NA,0,NA,1.83,NA,alex-erickson,NumberFire,12913,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.92,5.58,#13,257,114,2.44,3.13,2.44,NA
Tyquan Thornton,WR,NE,NA,NA,1.2,15.23,NA,NA,0.05,0,0,NA,0,NA,1.82,NA,tyquan-thornton,NumberFire,15787,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.93,5.57,#12,258,115,2.4,3.01,2.4,NA
Tutu Atwell,WR,LA,NA,NA,0.89,12.44,NA,NA,0.08,0.13,0.69,NA,0.01,NA,1.8,NA,tutu-atwell,NumberFire,15301,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.94,5.54,#16,259,116,2.28,2.73,2.28,NA
Khadarel Hodge,WR,ATL,NA,NA,0.96,13.19,NA,NA,0.07,0,0,NA,0,NA,1.73,NA,khadarel-hodge,NumberFire,13963,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.99,5.45,#5,261,117,2.2,2.69,2.2,NA
Ashton Dulin,WR,IND,NA,NA,0.96,11.89,NA,NA,0.07,0,0,NA,0,NA,1.61,NA,ashton-dulin,NumberFire,14315,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.07,5.29,#9,262,118,2.07,2.56,2.07,NA
Luke McCaffrey,WR,WSH,NA,NA,1.03,12.24,NA,NA,0.06,0,0,NA,0,NA,1.56,NA,luke-mccaffrey,NumberFire,16635,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1,5.22,#17,263,119,2.08,2.6,2.08,NA
Brandon Powell,WR,MIN,NA,NA,1.21,11.37,NA,NA,0.06,0,0,NA,0,NA,1.48,NA,brandon-powell,NumberFire,13910,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.15,5.11,#11,267,120,2.06,2.69,2.06,NA
Javon Baker,WR,NE,NA,NA,0.92,12.1,NA,NA,0.04,0,0,NA,0,NA,1.44,NA,javon-baker,NumberFire,16637,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.18,5.06,#12,268,121,1.87,2.35,1.87,NA
Trent Sherfield,WR,MIN,NA,NA,0.94,10.42,NA,NA,0.05,0,0,NA,0,NA,1.35,NA,trent-sherfield,NumberFire,13893,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.24,4.94,#11,270,122,1.79,2.27,1.79,NA
Jamison Crowder,WR,WSH,NA,NA,0.96,9.92,NA,NA,0.06,0,0,NA,0,NA,1.31,NA,jamison-crowder,NumberFire,12184,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.26,4.88,#17,274,123,1.81,2.3,1.81,NA
John Metchie III,WR,HOU,NA,NA,0.74,9.35,NA,NA,0.06,0,0,NA,0,NA,1.3,NA,john-metchie-iii,NumberFire,15759,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.27,4.87,#19,276,124,1.65,2.03,1.65,NA
Zay Jones,WR,ARI,NA,NA,0.99,9.39,NA,NA,0.05,0,0,NA,0,NA,1.24,NA,zay-jones,NumberFire,13176,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.31,4.79,#8,277,125,1.73,2.23,1.73,NA
Nick Westbrook-Ikhine,WR,TEN,NA,NA,0.64,8.67,NA,NA,0.05,0,0,NA,0,NA,1.15,NA,nick-westbrook-ikhine,NumberFire,15109,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.36,4.66,#15,278,126,1.47,1.8,1.47,NA
Jake Bobo,WR,SEA,NA,NA,0.59,6.94,NA,NA,0.05,0,0,NA,0,NA,0.95,NA,jake-bobo,NumberFire,16393,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.49,4.39,#28,285,127,1.27,1.57,1.27,NA
Devin Duvernay,WR,JAC,NA,NA,0.58,5.41,NA,NA,0.03,0.26,1.42,NA,0.01,NA,0.94,NA,devin-duvernay,NumberFire,14847,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5,4.38,#18,288,128,1.19,1.49,1.19,NA
Xavier Gipson,WR,NYJ,NA,NA,0.52,5.55,NA,NA,0.03,0.26,1.5,NA,0.01,NA,0.91,NA,xavier-gipson,NumberFire,16416,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.52,4.34,#6,290,129,1.17,1.45,1.17,NA
David Bell,WR,CLE,NA,NA,0.56,6.24,NA,NA,0.04,0,0,NA,0,NA,0.88,NA,david-bell,NumberFire,15758,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.54,4.3,#7,293,130,1.12,1.41,1.12,NA
Marquez Valdes-Scantling,WR,BUF,NA,NA,0.38,6.04,NA,NA,0.04,0,0,NA,0,NA,0.84,NA,marquez-valdes-scantling,NumberFire,13793,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.57,4.25,#31,295,131,1.03,1.22,1.03,NA
Damiere Byrd,WR,BUF,NA,NA,0.45,6.25,NA,NA,0.04,0,0,NA,0,NA,0.84,NA,damiere-byrd,NumberFire,12464,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.57,4.25,#31,295,131,1.07,1.31,1.07,NA
Jalen Brooks,WR,DAL,NA,NA,0.49,5.92,NA,NA,0.04,0,0,NA,0,NA,0.8,NA,jalen-brooks,NumberFire,16364,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.59,4.19,#1,298,133,1.06,1.31,1.06,NA
Kawaan Baker,WR,NE,NA,NA,0.46,6.22,NA,NA,0.02,0,0,NA,0,NA,0.75,NA,kawaan-baker,NumberFire,15497,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.62,4.12,#12,301,134,0.95,1.19,0.95,NA
Mecole Hardman,WR,KC,NA,NA,0.45,5.11,NA,NA,0.04,0,0,NA,0,NA,0.74,NA,mecole-hardman,NumberFire,14113,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.63,4.11,#2,303,135,0.96,1.19,0.96,NA
Trenton Irwin,WR,CIN,NA,NA,0.44,5.22,NA,NA,0.04,0,0,NA,0,NA,0.73,NA,trenton-irwin,NumberFire,14551,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.64,4.1,#22,304,136,0.96,1.19,0.96,NA
Deonte Harty,WR,BAL,NA,NA,0.46,5.55,NA,NA,0.03,0,0,NA,0,NA,0.72,NA,deonte-harris,NumberFire,14558,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.64,4.08,#3,307,137,0.93,1.18,0.93,NA
Olamide Zaccheaus,WR,WSH,NA,NA,0.4,5.31,NA,NA,0.03,0,0,NA,0,NA,0.69,NA,olamide-zaccheaus,NumberFire,14592,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.66,4.04,#17,308,138,0.91,1.11,0.91,NA
Robert Woods,WR,HOU,NA,NA,0.43,4.99,NA,NA,0.03,0,0,NA,0,NA,0.69,NA,robert-woods-1,NumberFire,11228,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.66,4.04,#19,308,138,0.89,1.11,0.89,NA
Skyy Moore,WR,KC,NA,NA,0.43,4.91,NA,NA,0.03,0,0,NA,0,NA,0.68,NA,skyy-moore,NumberFire,15766,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.67,4.03,#2,310,140,0.87,1.09,0.87,NA
Robbie Chosen,WR,SF,NA,NA,0.41,4.55,NA,NA,0.03,0,0,NA,0,NA,0.65,NA,robby-anderson,NumberFire,12930,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.69,3.99,#4,311,141,0.84,1.05,0.84,NA
Britain Covey,WR,PHI,NA,NA,0.38,4.35,NA,NA,0.03,0,0,NA,0,NA,0.59,NA,britain-covey,NumberFire,15772,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.73,3.91,#24,314,142,0.79,0.99,0.79,NA
Scotty Miller,WR,PIT,NA,NA,0.34,4.03,NA,NA,0.03,0,0,NA,0,NA,0.57,NA,scotty-miller,NumberFire,14280,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.74,3.88,#10,315,143,0.75,0.92,0.75,NA
Chris Moore,WR,ARI,NA,NA,0.39,4.41,NA,NA,0.02,0,0,NA,0,NA,0.57,NA,chris-moore,NumberFire,12773,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.74,3.88,#8,315,143,0.76,0.95,0.76,NA
Jalen Reagor,WR,NE,NA,NA,0.35,4.7,NA,NA,0.02,0,0,NA,0,NA,0.56,NA,jalen-reagor,NumberFire,14839,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.75,3.87,#12,317,145,0.75,0.93,0.75,NA
David Moore,WR,CAR,NA,NA,0.27,3.84,NA,NA,0.02,0,0,NA,0,NA,0.5,NA,david-moore,NumberFire,13348,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.79,3.79,#20,321,146,0.62,0.76,0.62,NA
Dareke Young,WR,SEA,NA,NA,0.29,3.5,NA,NA,0.02,0,0,NA,0,NA,0.48,NA,dareke-young,NumberFire,15941,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.8,3.76,#28,324,147,0.62,0.76,0.62,NA
Easop Winston Jr.,WR,SEA,NA,NA,0.29,3.47,NA,NA,0.02,0,0,NA,0,NA,0.47,NA,easop-winston-jr,NumberFire,15529,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.81,3.75,#28,325,148,0.61,0.76,0.61,NA
Deven Thompkins,WR,CAR,NA,NA,0.28,3.08,NA,NA,0.02,0,0,NA,0,NA,0.4,NA,deven-thompkins,NumberFire,15977,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.85,3.65,#20,332,149,0.55,0.7,0.55,NA
Zach Pascal,WR,ARI,NA,NA,0.27,2.8,NA,NA,0.02,0,0,NA,0,NA,0.39,NA,zach-pascal,NumberFire,13488,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.86,3.64,#8,333,150,0.54,0.67,0.54,NA
Gunner Olszewski,WR,NYG,NA,NA,0.3,3.07,NA,NA,0.02,0,0,NA,0,NA,0.38,NA,gunner-olszewski,NumberFire,14555,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.86,3.62,#26,334,151,0.56,0.72,0.56,NA
Josh Ali,WR,ATL,NA,NA,0.21,2.6,NA,NA,0.02,0,0,NA,0,NA,0.37,NA,josh-ali,NumberFire,16141,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.87,3.61,#5,335,152,0.49,0.59,0.49,NA
Austin Mack,WR,ATL,NA,NA,0.21,2.62,NA,NA,0.02,0,0,NA,0,NA,0.37,NA,austin-mack,NumberFire,14855,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.87,3.61,#5,335,152,0.49,0.59,0.49,NA
Tyler Johnson,WR,LA,NA,NA,0.2,2.54,NA,NA,0.02,0,0,NA,0,NA,0.36,NA,tyler-johnson,NumberFire,14864,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88,3.6,#16,338,154,0.47,0.57,0.47,NA
Charlie Jones,WR,CIN,NA,NA,0.21,2.36,NA,NA,0.02,0,0,NA,0,NA,0.35,NA,charlie-jones-1,NumberFire,16203,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88,3.58,#22,341,155,0.46,0.57,0.46,NA
Malik Heath,WR,GB,NA,NA,0.22,2.5,NA,NA,0.02,0,0,NA,0,NA,0.34,NA,malik-heath,NumberFire,16413,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.89,3.57,#23,343,156,0.48,0.59,0.48,NA
Tyrie Cleveland,WR,IND,NA,NA,0.19,2.25,NA,NA,0.01,0,0,NA,0,NA,0.31,NA,tyrie-cleveland,NumberFire,15027,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,3.53,#9,344,157,0.38,0.48,0.38,NA
Jalen Guyton,WR,LV,NA,NA,0.17,2.46,NA,NA,0.01,0,0,NA,0,NA,0.31,NA,jalen-guyton,NumberFire,14337,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,3.53,#27,344,157,0.39,0.48,0.39,NA
Chris Conley,WR,SF,NA,NA,0.17,2.07,NA,NA,0.01,0,0,NA,0,NA,0.29,NA,chris-conley,NumberFire,12257,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.5,#4,352,159,0.35,0.44,0.35,NA
Ronnie Bell,WR,SF,NA,NA,0.18,1.96,NA,NA,0.01,0,0,NA,0,NA,0.28,NA,ronnie-bell,NumberFire,16202,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,3.49,#4,357,160,0.35,0.44,0.35,NA
Velus Jones,WR,CHI,NA,NA,0.1,1.18,NA,NA,0.01,0.14,0.78,NA,0.01,NA,0.28,NA,velus-jones,NumberFire,15767,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,3.49,#20,357,160,0.35,0.41,0.35,NA
Laviska Shenault,WR,SEA,NA,NA,0.11,1.13,NA,NA,0.01,0.14,0.74,NA,0.01,NA,0.27,NA,laviska-shenault,NumberFire,14838,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,3.48,#28,360,162,0.36,0.42,0.36,NA
Xavier Hutchinson,WR,HOU,NA,NA,0.1,1.35,NA,NA,0.01,0,0,NA,0,NA,0.19,NA,xavier-hutchinson,NumberFire,16201,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,3.37,#19,376,163,0.25,0.3,0.25,NA
Bo Melton,WR,GB,NA,NA,0.11,1.3,NA,NA,0.01,0,0,NA,0,NA,0.18,NA,bo-melton,NumberFire,15785,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,3.35,#23,384,164,0.25,0.3,0.25,NA
Kwamie Lassiter II,WR,CIN,NA,NA,0.1,1.18,NA,NA,0.01,0,0,NA,0,NA,0.18,NA,kwamie-lassiter-ii,NumberFire,16507,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,3.35,#22,384,164,0.23,0.28,0.23,NA
Cephus Johnson,WR,TB,NA,NA,0.09,1.17,NA,NA,0.01,0,0,NA,0,NA,0.17,NA,cephus-johnson,NumberFire,16883,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,3.34,#32,388,166,0.22,0.27,0.22,NA
Tyler Scott,WR,CHI,NA,NA,0.1,1.15,NA,NA,0.01,0,0,NA,0,NA,0.17,NA,tyler-scott,NumberFire,16205,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,3.34,#20,388,166,0.23,0.28,0.23,NA
Montrell Washington,WR,KC,NA,NA,0.1,1.17,NA,NA,0.01,0,0,NA,0,NA,0.17,NA,montrell-washington,NumberFire,15900,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,3.34,#2,388,166,0.23,0.28,0.23,NA
