team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,pos,player,dst_fum_recvr,dst_fumbles,dst_yds_against,dst_pts_against,opp,bye,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
NYG,1.5,0,2.8,NA,1,NA,0.3,20,NA,NA,NA,305,NA,14.9,NA,FantasySharks,0517,NA,D,"Giants, New York",NA,NA,NA,NA,@WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,1.1,0.1,3.7,NA,0.5,NA,0.2,16.5,NA,NA,NA,212.9,NA,14.7,NA,FantasySharks,0505,NA,D,"Jets, New York",NA,NA,NA,NA,@TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,1.3,0.1,3,NA,0.7,NA,0,13.1,NA,NA,NA,248.5,NA,14.5,NA,FantasySharks,0510,NA,D,"Steelers, Pittsburgh",NA,NA,NA,NA,@DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SFO,1.4,0,2.9,NA,0.6,NA,0.1,15.7,NA,NA,NA,254.5,NA,13.8,NA,FantasySharks,0530,NA,D,"49ers, San Francisco",NA,NA,NA,NA,@MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,1.1,0,3.4,NA,0.5,NA,0.1,15,NA,NA,NA,224.2,NA,13.8,NA,FantasySharks,0515,NA,D,"Seahawks, Seattle",NA,NA,NA,NA,@NEP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,1.6,0,2.2,NA,0.5,NA,0.4,20.7,NA,NA,NA,331.2,NA,13.7,NA,FantasySharks,0521,NA,D,"Bears, Chicago",NA,NA,NA,NA,@HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,1.3,0,3.3,NA,0.4,NA,0.2,21.2,NA,NA,NA,247.7,NA,13.3,NA,FantasySharks,0507,NA,D,"Browns, Cleveland",NA,NA,NA,NA,@JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.5,0,3.3,NA,0.5,NA,0.1,15.8,NA,NA,NA,221.9,NA,12.5,NA,FantasySharks,0508,NA,D,"Titans, Tennessee",NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.8,0,3.1,NA,0.4,NA,0.1,17.7,NA,NA,NA,287,NA,12.4,NA,FantasySharks,0509,NA,D,"Jaguars, Jacksonville",NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.7,0,3.3,NA,0.7,NA,0.1,18.1,NA,NA,NA,305,NA,11.9,NA,FantasySharks,0531,NA,D,"Ravens, Baltimore",NA,NA,NA,NA,LVR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.5,0,1.7,NA,0.2,NA,0.2,18,NA,NA,NA,202,NA,10.6,NA,FantasySharks,0527,NA,D,"Panthers, Carolina",NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KCC,0.4,0,3.2,NA,0.5,NA,0.1,17.8,NA,NA,NA,301.2,NA,10.6,NA,FantasySharks,0512,NA,D,"Chiefs, Kansas City",NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.9,0,2.8,NA,0.4,NA,0.2,22.5,NA,NA,NA,329.9,NA,10.4,NA,FantasySharks,0532,NA,D,"Texans, Houston",NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,0.8,0,2.5,NA,0.3,NA,0.3,21,NA,NA,NA,347,NA,10.4,NA,FantasySharks,0516,NA,D,"Cowboys, Dallas",NA,NA,NA,NA,NOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,0.7,0,2.6,NA,0.6,NA,0.2,23.2,NA,NA,NA,328.9,NA,10.4,NA,FantasySharks,0501,NA,D,"Bills, Buffalo",NA,NA,NA,NA,@MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEP,0.5,0,2.1,NA,0.5,NA,0.1,19,NA,NA,NA,312.4,NA,9.6,NA,FantasySharks,0504,NA,D,"Patriots, New England",NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.6,0,2.7,NA,0.2,NA,0.2,23.3,NA,NA,NA,322.2,NA,9.3,NA,FantasySharks,0518,NA,D,"Eagles, Philadelphia",NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.6,0,2.7,NA,0.5,NA,0.2,25,NA,NA,NA,353.3,NA,9.2,NA,FantasySharks,0503,NA,D,"Dolphins, Miami",NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,1.1,0.1,2.5,NA,0.2,NA,0,21.9,NA,NA,NA,333.3,NA,9.1,NA,FantasySharks,0522,NA,D,"Lions, Detroit",NA,NA,NA,NA,TBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.7,0.4,2.4,NA,0.7,NA,0.1,24.8,NA,NA,NA,365.5,NA,8.8,NA,FantasySharks,0511,NA,D,"Broncos, Denver",NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.7,0,2.2,NA,0.4,NA,0.1,22.6,NA,NA,NA,395.7,NA,8.3,NA,FantasySharks,0524,NA,D,"Vikings, Minnesota",NA,NA,NA,NA,SFO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GBP,0.5,0,2.5,NA,0.6,NA,0.1,23.8,NA,NA,NA,369.4,NA,8.2,NA,FantasySharks,0523,NA,D,"Packers, Green Bay",NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.3,0.1,2.3,NA,0.4,NA,0.1,21.9,NA,NA,NA,337.4,NA,8.1,NA,FantasySharks,0526,NA,D,"Falcons, Atlanta",NA,NA,NA,NA,@PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TBB,0.4,0,2.2,NA,0.5,NA,0,20.3,NA,NA,NA,360,NA,8,NA,FantasySharks,0525,NA,D,"Buccaneers, Tampa Bay",NA,NA,NA,NA,@DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.8,0,2.2,NA,0.4,NA,0,22,NA,NA,NA,376.1,NA,7.6,NA,FantasySharks,0506,NA,D,"Bengals, Cincinnati",NA,NA,NA,NA,@KCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOS,0.9,0,1.6,NA,0.5,NA,0.1,22.4,NA,NA,NA,411,NA,7,NA,FantasySharks,0529,NA,D,"Saints, New Orleans",NA,NA,NA,NA,@DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.6,0.1,2.1,NA,0.3,NA,0,24.4,NA,NA,NA,382.5,NA,6.8,NA,FantasySharks,0528,NA,D,"Rams, Los Angeles",NA,NA,NA,NA,@ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.4,0,2,NA,0.4,NA,0,28.4,NA,NA,NA,345.8,NA,6.6,NA,FantasySharks,0520,NA,D,"Commanders, Washington",NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVR,0.5,0,1.9,NA,0.3,NA,0.2,24.2,NA,NA,NA,416.6,NA,6.6,NA,FantasySharks,0513,NA,D,"Raiders, Las Vegas",NA,NA,NA,NA,@BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.5,0.1,2.3,NA,0.3,NA,0.2,31.3,NA,NA,NA,450.8,NA,5.9,NA,FantasySharks,0502,NA,D,"Colts, Indianapolis",NA,NA,NA,NA,@GBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.4,0,1.2,NA,0.2,NA,0.1,33.3,NA,NA,NA,419.5,NA,4.2,NA,FantasySharks,0519,NA,D,"Cardinals, Arizona",NA,NA,NA,NA,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.8,NA,4.3,NA,0.5,0.7,0.1,20.1,NA,NA,NA,314.6,NA,12.88,NA,FleaFlicker,0520,2359,DST,Washington Commanders,NA,NA,NA,NA,NYGSun 1:00 PM,14,NA,0,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.9,NA,3.3,NA,0.6,0.8,0.1,19.2,NA,NA,NA,311.5,NA,11.46,NA,FleaFlicker,0502,2341,DST,Indianapolis Colts,NA,NA,NA,NA,@GBSun 1:00 PM,14,D/ST14,0,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.8,NA,3.2,NA,0.6,0.8,0.2,17.2,NA,NA,NA,307.5,NA,11.31,NA,FleaFlicker,0514,2353,DST,Los Angeles Chargers,NA,NA,NA,NA,@CARSun 1:00 PM,5,D/ST17,0,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF,0.9,NA,3.1,NA,0.5,0.6,0.2,18.7,NA,NA,NA,315.1,NA,10.79,NA,FleaFlicker,0530,2355,DST,San Francisco 49ers,NA,NA,NA,NA,@MINSun 1:00 PM,9,D/ST5,0,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.8,NA,3,NA,0.5,0.7,0.1,18.8,NA,NA,NA,312.7,NA,10.36,NA,FleaFlicker,0509,2342,DST,Jacksonville Jaguars,NA,NA,NA,NA,CLESun 1:00 PM,12,D/ST22,0,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.7,NA,2.8,NA,0.6,0.8,0.1,20.7,NA,NA,NA,329.1,NA,10.05,NA,FleaFlicker,0511,2337,DST,Denver Broncos,NA,NA,NA,NA,PITSun 4:25 PM,14,D/ST24,0,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,0.8,NA,2.6,NA,0.6,0.8,0.2,16.7,NA,NA,NA,301.4,NA,10.03,NA,FleaFlicker,0510,2352,DST,Pittsburgh Steelers,NA,NA,NA,NA,@DENSun 4:25 PM,9,D/ST4,0,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KC,0.7,NA,2.9,NA,0.4,0.7,0.2,21.7,NA,NA,NA,337.5,NA,10.02,NA,FleaFlicker,0512,2343,DST,Kansas City Chiefs,NA,NA,NA,NA,CINSun 4:25 PM,6,D/ST6,0,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,0.8,NA,2.8,NA,0.5,0.6,0.2,18.4,NA,NA,NA,305.6,NA,9.92,NA,FleaFlicker,0505,2349,DST,New York Jets,NA,NA,NA,NA,@TENSun 1:00 PM,12,D/ST1,0,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.8,NA,2.5,NA,0.7,0.9,0.1,22.4,NA,NA,NA,339.1,NA,9.92,NA,FleaFlicker,0517,2348,DST,New York Giants,NA,NA,NA,NA,@WASSun 1:00 PM,11,NA,0,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.7,NA,2.6,NA,0.6,0.8,0.1,22.1,NA,NA,NA,354.1,NA,9.86,NA,FleaFlicker,0518,2351,DST,Philadelphia Eagles,NA,NA,NA,NA,ATLMon 8:15 PM,5,D/ST3,0,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,0.8,NA,2.5,NA,0.5,0.9,0.2,18.9,NA,NA,NA,331.1,NA,9.8,NA,FleaFlicker,0516,2336,DST,Dallas Cowboys,NA,NA,NA,NA,NOSun 1:00 PM,7,D/ST2,0,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.8,NA,2.6,NA,0.6,0.7,0.2,19.8,NA,NA,NA,337.3,NA,9.71,NA,FleaFlicker,0532,2340,DST,Houston Texans,NA,NA,NA,NA,CHISun 8:20 PM,14,D/ST11,0,68%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.8,NA,2.5,NA,0.5,0.7,0.2,16.9,NA,NA,NA,311.5,NA,9.64,NA,FleaFlicker,0531,2330,DST,Baltimore Ravens,NA,NA,NA,NA,LVSun 1:00 PM,14,D/ST8,0,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.8,NA,2.7,NA,0.4,0.6,0.1,21.5,NA,NA,NA,345.4,NA,9.44,NA,FleaFlicker,0522,2338,DST,Detroit Lions,NA,NA,NA,NA,TBSun 1:00 PM,5,D/ST10,0,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.8,NA,2.5,NA,0.5,0.7,0.1,21.3,NA,NA,NA,323.5,NA,9.33,NA,FleaFlicker,0507,2335,DST,Cleveland Browns,NA,NA,NA,NA,@JACSun 1:00 PM,10,D/ST7,0,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.6,NA,2.6,NA,0.5,0.8,0.1,24.8,NA,NA,NA,364,NA,9.15,NA,FleaFlicker,0521,2333,DST,Chicago Bears,NA,NA,NA,NA,@HOUSun 8:20 PM,7,D/ST12,0,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.7,NA,2.4,NA,0.5,0.7,0.2,18,NA,NA,NA,315.5,NA,9.12,NA,FleaFlicker,0515,2354,DST,Seattle Seahawks,NA,NA,NA,NA,@NESun 1:00 PM,10,D/ST16,0,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,0.8,NA,2.5,NA,0.5,0.6,0.1,24.8,NA,NA,NA,348.1,NA,9.09,NA,FleaFlicker,0529,2347,DST,New Orleans Saints,NA,NA,NA,NA,@DALSun 1:00 PM,12,D/ST9,0,63%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.8,NA,2.2,NA,0.6,0.9,0.1,23.5,NA,NA,NA,360,NA,9.07,NA,FleaFlicker,0503,2344,DST,Miami Dolphins,NA,NA,NA,NA,BUFThu 8:15 PM,6,NA,0,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,0.7,NA,2.4,NA,0.5,0.8,0.1,21.8,NA,NA,NA,347.5,NA,9.04,NA,FleaFlicker,0523,2339,DST,Green Bay Packers,NA,NA,NA,NA,INDSun 1:00 PM,10,D/ST19,0,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.7,NA,2.4,NA,0.5,0.8,0.1,26.1,NA,NA,NA,348.5,NA,8.96,NA,FleaFlicker,0526,2329,DST,Atlanta Falcons,NA,NA,NA,NA,@PHIMon 8:15 PM,12,NA,0,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,0.8,NA,2.2,NA,0.5,0.8,0.1,20.7,NA,NA,NA,344.7,NA,8.95,NA,FleaFlicker,0504,2346,DST,New England Patriots,NA,NA,NA,NA,SEASun 1:00 PM,14,D/ST20,0,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,0.8,NA,2.3,NA,0.5,0.7,0.1,25.1,NA,NA,NA,384.3,NA,8.85,NA,FleaFlicker,0501,2331,DST,Buffalo Bills,NA,NA,NA,NA,@MIAThu 8:15 PM,12,D/ST13,0,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,0.6,NA,2.5,NA,0.5,0.7,0.1,25.8,NA,NA,NA,362.8,NA,8.82,NA,FleaFlicker,0513,2350,DST,Las Vegas Raiders,NA,NA,NA,NA,@BALSun 1:00 PM,10,D/ST15,0,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.7,NA,2.3,NA,0.5,0.8,0.1,26,NA,NA,NA,375.6,NA,8.68,NA,FleaFlicker,0524,2345,DST,Minnesota Vikings,NA,NA,NA,NA,SFSun 1:00 PM,6,D/ST21,0,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,0.7,NA,2.4,NA,0.5,0.7,0.1,28.3,NA,NA,NA,364.8,NA,8.68,NA,FleaFlicker,0525,2357,DST,Tampa Bay Buccaneers,NA,NA,NA,NA,@DETSun 1:00 PM,11,D/ST25,0,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.7,NA,2.4,NA,0.5,0.6,0.1,23.9,NA,NA,NA,350.7,NA,8.66,NA,FleaFlicker,0528,2356,DST,Los Angeles Rams,NA,NA,NA,NA,@ARISun 4:05 PM,6,D/ST23,0,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.6,NA,2.3,NA,0.5,0.7,0.1,23.2,NA,NA,NA,343.4,NA,8.59,NA,FleaFlicker,0508,2358,DST,Tennessee Titans,NA,NA,NA,NA,NYJSun 1:00 PM,5,NA,0,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.8,NA,2.1,NA,0.5,0.7,0.1,25.1,NA,NA,NA,384.5,NA,8.38,NA,FleaFlicker,0519,2328,DST,Arizona Cardinals,NA,NA,NA,NA,LARSun 4:05 PM,11,NA,0,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.7,NA,2,NA,0.5,0.8,0.1,26.7,NA,NA,NA,375.3,NA,8.25,NA,FleaFlicker,0506,2334,DST,Cincinnati Bengals,NA,NA,NA,NA,@KCSun 4:25 PM,12,D/ST18,0,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.6,NA,1.9,NA,0.5,0.6,0.1,22.7,NA,NA,NA,344.4,NA,7.53,NA,FleaFlicker,0527,2332,DST,Carolina Panthers,NA,NA,NA,NA,LACSun 1:00 PM,11,NA,0,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,1.03,NA,4.1,NA,0.59,NA,0.2,18.5,NA,NA,NA,294.76,NA,10.23,NA,NumberFire,0502,indianapolis-dst,D,Indianapolis D/ST,NA,NA,NA,NA,GB,NA,NA,NA,NA,3.59,16.87,#8,1,10.25,4500,2.28,10.25,3300,3.11,10.25,14,0.73
LAC,0.7,NA,3.73,NA,0.57,NA,0.22,16,NA,NA,NA,285.14,NA,9.98,NA,NumberFire,0514,los-angeles-chargers-d-st,D,Los Angeles Chargers D/ST,NA,NA,NA,NA,CAR,NA,NA,NA,NA,3.39,16.57,#29,2,10,4400,2.27,10,3400,2.94,10,19,0.53
WSH,0.79,NA,5.44,NA,0.45,NA,0.17,21.5,NA,NA,NA,293.23,NA,9.9,NA,NumberFire,0520,washington-dst,D,Washington D/ST,NA,NA,NA,NA,NYG,NA,NA,NA,NA,3.33,16.47,#32,3,9.91,3800,2.61,9.91,3000,3.3,9.91,NA,NA
PIT,0.76,NA,2.62,NA,0.63,NA,0.2,16.75,NA,NA,NA,305.42,NA,8.84,NA,NumberFire,0510,pittsburgh-dst,D,Pittsburgh D/ST,NA,NA,NA,NA,DEN,NA,NA,NA,NA,2.48,15.2,#30,4,8.79,4900,1.79,8.79,3500,2.51,8.79,17,0.52
SF,0.79,NA,3.35,NA,0.53,NA,0.18,19.5,NA,NA,NA,310.29,NA,8.62,NA,NumberFire,0530,san-francisco-dst,D,San Francisco D/ST,NA,NA,NA,NA,MIN,NA,NA,NA,NA,2.31,14.93,#12,5,8.6,4700,1.83,8.6,3600,2.39,8.6,18,0.48
BAL,0.69,NA,2.36,NA,0.53,NA,0.22,16,NA,NA,NA,299.21,NA,8.54,NA,NumberFire,0531,baltimore-dst,D,Baltimore D/ST,NA,NA,NA,NA,LV,NA,NA,NA,NA,2.24,14.84,#27,6,8.55,4800,1.78,8.55,3700,2.31,8.55,18,0.48
NYJ,0.68,NA,3.04,NA,0.48,NA,0.2,18.5,NA,NA,NA,292.95,NA,8.27,NA,NumberFire,0505,new-york-jets-dst,D,New York Jets D/ST,NA,NA,NA,NA,TEN,NA,NA,NA,NA,2.03,14.51,#28,7,8.27,5000,1.65,8.27,3800,2.18,8.27,16,0.52
SEA,0.65,NA,2.33,NA,0.59,NA,0.2,17,NA,NA,NA,318.36,NA,8.16,NA,NumberFire,0515,seattle-dst,D,Seattle D/ST,NA,NA,NA,NA,NE,NA,NA,NA,NA,1.94,14.38,#17,8,8.13,4000,2.03,8.13,3000,2.71,8.13,16,0.51
JAC,0.77,NA,2.9,NA,0.47,NA,0.19,19,NA,NA,NA,323.06,NA,8.13,NA,NumberFire,0509,jacksonville-dst,D,Jacksonville D/ST,NA,NA,NA,NA,CLE,NA,NA,NA,NA,1.91,14.35,#31,9,8.12,3800,2.14,8.12,3100,2.62,8.12,13,0.62
HOU,0.73,NA,2.57,NA,0.56,NA,0.19,19.5,NA,NA,NA,332.85,NA,7.76,NA,NumberFire,0532,houston-dst,D,Houston D/ST,NA,NA,NA,NA,CHI,NA,NA,NA,NA,1.62,13.9,#26,10,7.76,4100,1.89,7.76,3100,2.5,7.76,13,0.6
PHI,0.66,NA,2.78,NA,0.61,NA,0.18,20.5,NA,NA,NA,339.56,NA,7.64,NA,NumberFire,0518,philadelphia-dst,D,Philadelphia D/ST,NA,NA,NA,NA,ATL,NA,NA,NA,NA,1.52,13.76,#25,11,7.62,4400,1.73,7.62,3400,2.24,7.62,12,0.64
DEN,0.62,NA,2.72,NA,0.53,NA,0.17,19.75,NA,NA,NA,309.88,NA,7.49,NA,NumberFire,0511,denver-dst,D,Denver D/ST,NA,NA,NA,NA,PIT,NA,NA,NA,NA,1.4,13.58,#24,12,7.49,3400,2.2,7.49,2800,2.68,7.49,15,0.5
NYG,0.73,NA,2.54,NA,0.92,NA,0.16,23,NA,NA,NA,325.02,NA,7.42,NA,NumberFire,0517,new-york-giants-dst,D,New York Giants D/ST,NA,NA,NA,NA,WSH,NA,NA,NA,NA,1.35,13.49,#6,13,7.35,3500,2.1,7.35,2700,2.72,7.35,13,0.57
DAL,0.66,NA,2.53,NA,0.38,NA,0.19,20,NA,NA,NA,328.05,NA,7.06,NA,NumberFire,0516,dallas-dst,D,Dallas D/ST,NA,NA,NA,NA,NO,NA,NA,NA,NA,1.06,13.06,#3,14,7.09,4600,1.54,7.09,4000,1.77,7.09,20,0.35
KC,0.7,NA,2.83,NA,0.32,NA,0.18,21,NA,NA,NA,319.74,NA,7.04,NA,NumberFire,0512,kansas-city-dst,D,Kansas City D/ST,NA,NA,NA,NA,CIN,NA,NA,NA,NA,1.04,13.04,#21,15,7.04,4300,1.64,7.04,3200,2.2,7.04,16,0.44
CLE,0.74,NA,2.63,NA,0.58,NA,0.15,22.5,NA,NA,NA,319.99,NA,6.93,NA,NumberFire,0507,cleveland-dst,D,Cleveland D/ST,NA,NA,NA,NA,JAC,NA,NA,NA,NA,0.96,12.9,#23,16,6.94,3900,1.78,6.94,3300,2.1,6.94,10,0.69
MIA,0.85,NA,2.41,NA,0.52,NA,0.16,23,NA,NA,NA,362.27,NA,6.75,NA,NumberFire,0503,miami-dst,D,Miami D/ST,NA,NA,NA,NA,BUF,NA,NA,NA,NA,0.81,12.69,#4,17,6.72,3900,1.72,6.72,2700,2.49,6.72,14,0.48
DET,0.79,NA,2.44,NA,0.44,NA,0.17,22.25,NA,NA,NA,349.12,NA,6.73,NA,NumberFire,0522,detroit-dst,D,Detroit D/ST,NA,NA,NA,NA,TB,NA,NA,NA,NA,0.8,12.66,#1,18,6.7,4200,1.6,6.7,2900,2.31,6.7,13,0.52
GB,0.61,NA,2.49,NA,0.57,NA,0.16,22,NA,NA,NA,346.59,NA,6.69,NA,NumberFire,0523,green-bay-dst,D,Green Bay D/ST,NA,NA,NA,NA,IND,NA,NA,NA,NA,0.76,12.62,#10,19,6.64,3700,1.79,6.64,2600,2.55,6.64,15,0.44
NE,0.86,NA,2,NA,0.29,NA,0.17,20.5,NA,NA,NA,329.54,NA,6.53,NA,NumberFire,0504,new-england-dst,D,New England D/ST,NA,NA,NA,NA,SEA,NA,NA,NA,NA,0.64,12.42,#18,20,6.52,3400,1.92,6.52,2800,2.33,6.52,17,0.38
ARI,0.79,NA,2.2,NA,0.43,NA,0.16,24,NA,NA,NA,375.63,NA,5.95,NA,NumberFire,0519,arizona-dst,D,Arizona D/ST,NA,NA,NA,NA,LA,NA,NA,NA,NA,0.17,11.73,#14,21,5.97,3600,1.66,5.97,2300,2.6,5.97,15,0.4
CAR,0.62,NA,2.02,NA,0.5,NA,0.15,22.5,NA,NA,NA,337.02,NA,5.93,NA,NumberFire,0527,carolina-dst,D,Carolina D/ST,NA,NA,NA,NA,LAC,NA,NA,NA,NA,0.16,11.7,#20,22,5.93,3000,1.98,5.93,2300,2.58,5.93,10,0.59
LA,0.65,NA,2.59,NA,0.51,NA,0.14,25.5,NA,NA,NA,337.51,NA,5.82,NA,NumberFire,0528,los-angeles-rams-d-st,D,Los Angeles Rams D/ST,NA,NA,NA,NA,ARI,NA,NA,NA,NA,0.07,11.57,#16,23,5.84,3500,1.67,5.84,2900,2.01,5.84,12,0.49
TEN,0.39,NA,2.36,NA,0.4,NA,0.16,22,NA,NA,NA,323.48,NA,5.77,NA,NumberFire,0508,tennessee-dst,D,Tennessee D/ST,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,0.03,11.51,#19,24,5.73,3300,1.74,5.73,2700,2.12,5.73,14,0.41
NO,0.74,NA,2.77,NA,0.45,NA,0.13,26.5,NA,NA,NA,343.83,NA,5.76,NA,NumberFire,0529,new-orleans-dst,D,New Orleans D/ST,NA,NA,NA,NA,DAL,NA,NA,NA,NA,0.02,11.5,#22,25,5.71,3900,1.46,5.71,2400,2.38,5.71,15,0.38
