player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Jalen Tolbert,WR,DAL,NA,NA,3.19,40.19,NA,NA,0.21,0.25,1.43,NA,0.01,NA,5.42,NA,jalen-tolbert,NumberFire,15788,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,10.44,#7,129,53,7.02,5100,1.38,8.65,4200,2.06,7.02,13,0.54,NA
Mike Williams,WR,NYJ,NA,NA,2.93,40.6,NA,NA,0.21,0,0,NA,0,NA,5.36,NA,mike-williams,NumberFire,13154,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,10.36,#1,131,54,6.81,5700,1.19,8.27,5000,1.65,6.81,18,0.38,NA
Demario Douglas,WR,NE,NA,NA,3.38,37.72,NA,NA,0.16,0.59,3.09,NA,0.02,NA,5.08,NA,demario-douglas,NumberFire,16342,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,9.98,#14,136,55,6.77,4700,1.44,8.51,4400,1.93,6.77,11,0.62,NA
Adonai Mitchell,WR,IND,NA,NA,2.71,34.66,NA,NA,0.22,0.29,1.72,NA,0.02,NA,5.04,NA,adonai-mitchell,NumberFire,16626,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,9.92,#29,138,56,6.41,4900,1.31,7.79,3800,2.05,6.41,10,0.64,NA
Rashod Bateman,WR,BAL,NA,NA,2.57,37.72,NA,NA,0.21,0,0,NA,0,NA,5.02,NA,rashod-bateman,NumberFire,15293,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,9.9,#26,139,57,6.3,5600,1.13,7.6,4000,1.9,6.3,14,0.45,NA
Allen Lazard,WR,NYJ,NA,NA,2.76,36.27,NA,NA,0.21,0,0,NA,0,NA,4.91,NA,allen-lazard,NumberFire,13632,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,9.75,#1,142,58,6.29,5900,1.07,7.67,4500,1.7,6.29,17,0.37,NA
Michael Wilson,WR,ARI,NA,NA,3.09,35.99,NA,NA,0.2,0,0,NA,0,NA,4.78,NA,michael-wilson,NumberFire,16206,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,9.57,#11,144,59,6.32,5200,1.22,7.89,4400,1.79,6.32,15,0.42,NA
Mack Hollins,WR,BUF,NA,NA,2.69,35.91,NA,NA,0.2,0,0,NA,0,NA,4.74,NA,mack-hollins,NumberFire,13289,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04,9.52,#17,146,60,6.12,5300,1.15,7.48,3100,2.41,6.12,10,0.61,NA
Ray-Ray McCloud,WR,ATL,NA,NA,3.14,31.4,NA,NA,0.24,0.55,2.86,NA,0.02,NA,4.73,NA,ray-ray-mccloud,NumberFire,13641,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04,9.5,#19,147,61,6.3,5500,1.15,8.01,NA,NA,6.3,13,0.48,NA
Jalin Hyatt,WR,NYG,NA,NA,3.17,38.97,NA,NA,0.15,0,0,NA,0,NA,4.71,NA,jalin-hyatt,NumberFire,16183,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,9.48,#9,148,62,6.32,4200,1.5,7.95,3100,2.56,6.32,10,0.63,NA
Jonathan Mingo,WR,CAR,NA,NA,2.92,33.59,NA,NA,0.17,0.14,0.74,NA,0,NA,4.39,NA,jonathan-mingo,NumberFire,16197,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27,9.05,#5,153,63,5.85,5300,1.1,7.35,3600,2.04,5.85,10,0.59,NA
Tyler Johnson,WR,LA,NA,NA,2.61,32.89,NA,NA,0.18,0,0,NA,0,NA,4.36,NA,tyler-johnson,NumberFire,14864,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28,9,#13,154,64,5.65,4900,1.15,6.98,4300,1.62,5.65,11,0.51,NA
Bo Melton,WR,GB,NA,NA,2.24,28.25,NA,NA,0.21,0,0,NA,0,NA,4.06,NA,bo-melton,NumberFire,15785,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48,8.6,#31,159,65,5.17,4300,1.2,6.32,3300,1.92,5.17,10,0.52,NA
Greg Dortch,WR,ARI,NA,NA,3.17,29.81,NA,NA,0.18,0,0,NA,0,NA,4.02,NA,greg-dortch,NumberFire,14108,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51,8.55,#11,162,66,5.61,5200,1.08,7.22,4500,1.6,5.61,13,0.43,NA
Alec Pierce,WR,IND,NA,NA,2.06,29.54,NA,NA,0.16,0,0,NA,0,NA,3.9,NA,alec-pierce,NumberFire,15768,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.58,8.38,#29,165,67,4.9,5400,0.91,5.95,4900,1.21,4.9,16,0.31,NA
Van Jefferson,WR,PIT,NA,NA,2.24,28.33,NA,NA,0.18,0,0,NA,0,NA,3.89,NA,van-jefferson,NumberFire,14858,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59,8.37,#24,166,68,5.01,4400,1.14,6.15,3200,1.92,5.01,10,0.5,NA
Josh Reynolds,WR,DEN,NA,NA,2.31,30.52,NA,NA,0.14,0,0,NA,0,NA,3.88,NA,josh-reynolds,NumberFire,13168,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6,8.36,#20,167,69,5.03,5100,0.99,6.2,4100,1.51,5.03,13,0.39,NA
Luke McCaffrey,WR,WSH,NA,NA,2.32,26.72,NA,NA,0.15,0,0,NA,0,NA,3.53,NA,luke-mccaffrey,NumberFire,16635,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.82,7.88,#15,171,70,4.67,4700,0.99,5.86,3700,1.58,4.67,10,0.47,NA
Olamide Zaccheaus,WR,WSH,NA,NA,2.05,26.03,NA,NA,0.16,0,0,NA,0,NA,3.51,NA,olamide-zaccheaus,NumberFire,14592,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.84,7.86,#15,172,71,4.55,5200,0.88,5.59,3600,1.55,4.55,10,0.46,NA
KaVontae Turpin,WR,DAL,NA,NA,2.04,23.33,NA,NA,0.16,0.37,2.16,NA,0.01,NA,3.49,NA,kavontae-turpin,NumberFire,15981,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.85,7.83,#7,173,72,4.47,4400,1.02,5.55,3300,1.68,4.47,10,0.45,NA
JuJu Smith-Schuster,WR,KC,NA,NA,2.22,25.05,NA,NA,0.17,0,0,NA,0,NA,3.47,NA,juju-smith-schuster,NumberFire,13156,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.86,7.8,#4,174,73,4.58,4700,0.97,5.72,3500,1.63,4.58,11,0.42,NA
Calvin Austin III,WR,PIT,NA,NA,2.09,25.7,NA,NA,0.15,0,0,NA,0,NA,3.44,NA,calvin-austin-iii,NumberFire,15777,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.88,7.76,#24,176,74,4.46,4700,0.95,5.53,3200,1.73,4.46,10,0.45,NA
Elijah Moore,WR,CLE,NA,NA,2.46,24.36,NA,NA,0.17,0,0,NA,0,NA,3.43,NA,elijah-moore,NumberFire,15288,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.89,7.75,#32,177,75,4.67,4900,0.95,5.92,3500,1.69,4.67,10,0.47,NA
Andrei Iosivas,WR,CIN,NA,NA,2.18,22.73,NA,NA,0.17,0,0,NA,0,NA,3.26,NA,andrei-iosivas,NumberFire,16207,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,7.52,#21,178,76,4.34,5500,0.79,5.45,4000,1.36,4.34,15,0.29,NA
Nelson Agholor,WR,BAL,NA,NA,1.65,22.87,NA,NA,0.17,0,0,NA,0,NA,3.25,NA,nelson-agholor,NumberFire,12181,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,7.5,#26,179,77,4.09,5100,0.8,4.94,3700,1.34,4.09,10,0.41,NA
Justin Watson,WR,KC,NA,NA,1.69,24.04,NA,NA,0.14,0,0,NA,0,NA,3.24,NA,justin-watson-1,NumberFire,13776,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.01,7.49,#4,180,78,4.05,5600,0.72,4.91,3700,1.33,4.05,10,0.41,NA
Lil'Jordan Humphrey,WR,DEN,NA,NA,1.91,23.5,NA,NA,0.13,0,0,NA,0,NA,3.08,NA,lil-jordan-humphrey,NumberFire,14118,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,7.27,#20,186,79,4.03,4900,0.82,5.01,3200,1.57,4.03,10,0.4,NA
K.J. Osborn,WR,NE,NA,NA,2.04,24.91,NA,NA,0.11,0,0,NA,0,NA,3.08,NA,k-j-osborn,NumberFire,14977,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,7.27,#14,186,79,4.11,4800,0.86,5.16,3300,1.56,4.11,10,0.41,NA
Jalen Nailor,WR,MIN,NA,NA,1.68,21.47,NA,NA,0.12,0.26,1.47,NA,0.02,NA,3.08,NA,jalen-nailor,NumberFire,15786,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,7.27,#10,186,79,3.93,5600,0.7,4.79,4700,1.02,3.93,13,0.3,NA
Dyami Brown,WR,WSH,NA,NA,1.82,23.19,NA,NA,0.13,0,0,NA,0,NA,3.05,NA,dyami-brown,NumberFire,15292,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.13,7.23,#15,189,82,3.97,4300,0.92,4.9,3500,1.4,3.97,10,0.4,NA
Ja'Lynn Polk,WR,NE,NA,NA,1.96,23.24,NA,NA,0.1,0,0,NA,0,NA,2.86,NA,ja-lynn-polk,NumberFire,16631,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.26,6.98,#14,193,83,3.86,5000,0.77,4.86,3700,1.31,3.86,10,0.39,NA
Sterling Shepard,WR,TB,NA,NA,1.89,19.83,NA,NA,0.11,0,0,NA,0,NA,2.66,NA,sterling-shepard,NumberFire,12658,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.39,6.71,#18,198,84,3.57,NA,NA,4.52,NA,NA,3.57,NA,NA,NA
Marquez Valdes-Scantling,WR,BUF,NA,NA,1.29,20.03,NA,NA,0.11,0,0,NA,0,NA,2.64,NA,marquez-valdes-scantling,NumberFire,13793,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.4,6.68,#17,199,85,3.29,4600,0.72,3.94,3000,1.31,3.29,10,0.33,NA
Jalen Coker,WR,CAR,NA,NA,1.57,19.97,NA,NA,0.1,0,0,NA,0,NA,2.58,NA,jalen-coker,NumberFire,16809,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.44,6.6,#5,200,86,3.32,NA,NA,4.14,3000,1.38,3.32,10,0.33,NA
Troy Franklin,WR,DEN,NA,NA,1.68,19.27,NA,NA,0.11,0,0,NA,0,NA,2.55,NA,troy-franklin,NumberFire,16619,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.46,6.56,#20,201,87,3.37,4800,0.7,4.24,3000,1.41,3.37,10,0.34,NA
Malik Heath,WR,GB,NA,NA,1.53,16.77,NA,NA,0.15,0,0,NA,0,NA,2.52,NA,malik-heath,NumberFire,16413,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.48,6.52,#31,202,88,3.3,4000,0.83,4.09,3200,1.28,3.3,10,0.33,NA
Odell Beckham,WR,MIA,NA,NA,1.61,18.82,NA,NA,0.1,0,0,NA,0,NA,2.47,NA,odell-beckham,NumberFire,11679,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.51,6.45,#25,203,89,3.27,4000,0.82,4.08,4300,0.95,3.27,10,0.33,NA
Khadarel Hodge,WR,ATL,NA,NA,1.35,17.9,NA,NA,0.11,0,0,NA,0,NA,2.41,NA,khadarel-hodge,NumberFire,13963,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.55,6.37,#19,205,90,3.09,4200,0.74,3.78,3000,1.26,3.09,10,0.31,NA
DJ Turner,WR,LV,NA,NA,1.64,18.15,NA,NA,0.1,0,0,NA,0,NA,2.34,NA,dj-turner,NumberFire,15995,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.59,6.27,#2,206,91,3.18,4400,0.72,4.03,3400,1.19,3.18,10,0.32,NA
Kendrick Bourne,WR,NE,NA,NA,1.5,19.19,NA,NA,0.07,0,0,NA,0,NA,2.32,NA,kendrick-bourne,NumberFire,13418,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.61,6.25,#14,207,92,3.05,4000,0.76,3.82,3800,1.01,3.05,13,0.23,NA
Skyy Moore,WR,KC,NA,NA,1.34,15.99,NA,NA,0.12,0,0,NA,0,NA,2.25,NA,skyy-moore,NumberFire,15766,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.65,6.15,#4,208,93,2.93,4800,0.61,3.63,3200,1.13,2.93,10,0.29,NA
Tyreik McAllister,WR,LV,NA,NA,1.12,13.56,NA,NA,0.07,0.42,2.26,NA,0.02,NA,2.03,NA,tyreik-mcallister,NumberFire,16856,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.79,5.85,#2,213,94,2.64,4000,0.66,3.22,3000,1.07,2.64,10,0.26,NA
Xavier Gipson,WR,NYJ,NA,NA,1.19,13.9,NA,NA,0.07,0.27,1.5,NA,0.01,NA,1.97,NA,xavier-gipson,NumberFire,16416,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.83,5.77,#1,215,95,2.56,4200,0.61,3.18,3100,1.03,2.56,10,0.26,NA
Jalen Brooks,WR,DAL,NA,NA,1.12,14.46,NA,NA,0.08,0,0,NA,0,NA,1.93,NA,jalen-brooks,NumberFire,16364,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.86,5.72,#7,217,96,2.45,4100,0.6,3.03,3000,1.01,2.45,10,0.25,NA
Laviska Shenault,WR,SEA,NA,NA,1.03,10.31,NA,NA,0.07,0.27,1.56,NA,0.02,NA,1.71,NA,laviska-shenault,NumberFire,14838,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,5.42,#16,222,97,2.22,4100,0.54,2.75,3000,0.92,2.22,10,0.22,NA
Brandon Powell,WR,MIN,NA,NA,1.27,11.77,NA,NA,0.08,0,0,NA,0,NA,1.61,NA,brandon-powell,NumberFire,13910,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.07,5.29,#10,223,98,2.25,4600,0.49,2.91,3100,0.94,2.25,10,0.23,NA
Ihmir Smith-Marsette,WR,NYG,NA,NA,1.17,12.57,NA,NA,0.06,0,0,NA,0,NA,1.6,NA,ihmir-smith-marsette,NumberFire,15434,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.07,5.27,#9,227,99,2.14,4000,0.54,2.76,3000,0.92,2.14,10,0.21,NA
Ashton Dulin,WR,IND,NA,NA,0.71,8.86,NA,NA,0.06,0,0,NA,0,NA,1.24,NA,ashton-dulin,NumberFire,14315,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.31,4.79,#29,237,100,1.58,4200,0.38,1.95,3000,0.65,1.58,10,0.16,NA
Devaughn Vele,WR,DEN,NA,NA,0.85,9.43,NA,NA,0.05,0,0,NA,0,NA,1.21,NA,devaughn-vele,NumberFire,16788,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.33,4.75,#20,239,101,1.65,4000,0.41,2.08,3000,0.69,1.65,10,0.17,NA
Kameron Johnson,WR,TB,NA,NA,0.78,9.08,NA,NA,0.05,0,0,NA,0,NA,1.21,NA,kameron-johnson,NumberFire,16883,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.33,4.75,#18,239,101,1.58,4300,0.37,1.98,3000,0.66,1.58,10,0.16,NA
Cedrick Wilson,WR,NO,NA,NA,0.76,8.67,NA,NA,0.05,0,0,NA,0,NA,1.17,NA,cedrick-wilson,NumberFire,13652,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.35,4.69,#12,242,103,1.53,4200,0.36,1.92,3300,0.58,1.53,NA,NA,NA
Ricky Pearsall,WR,SF,NA,NA,0.74,7.89,NA,NA,0.06,0,0,NA,0,NA,1.16,NA,ricky-pearsall,NumberFire,16622,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.36,4.68,#30,243,104,1.5,4000,0.38,1.88,3000,0.63,1.5,NA,NA,NA
James Proche,WR,CLE,NA,NA,0.77,8.29,NA,NA,0.06,0,0,NA,0,NA,1.15,NA,james-proche,NumberFire,14848,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.36,4.66,#32,244,105,1.55,4000,0.39,1.95,NA,NA,1.55,NA,NA,NA
Trent Sherfield,WR,MIN,NA,NA,0.64,7.05,NA,NA,0.04,0,0,NA,0,NA,0.96,NA,trent-sherfield,NumberFire,13893,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.49,4.41,#10,246,106,1.25,4200,0.3,1.58,NA,NA,1.25,NA,NA,NA
Robert Woods,WR,HOU,NA,NA,0.64,6.52,NA,NA,0.04,0,0,NA,0,NA,0.92,NA,robert-woods-1,NumberFire,11228,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.51,4.35,#8,247,107,1.21,4800,0.25,1.53,3100,0.49,1.21,10,0.12,NA
Braxton Berrios,WR,MIA,NA,NA,0.75,6.37,NA,NA,0.03,0,0,NA,0,NA,0.81,NA,braxton-berrios,NumberFire,13638,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.59,4.21,#25,249,108,1.17,4300,0.27,1.56,3800,0.41,1.17,10,0.12,NA
Puka Nacua,WR,LA,NA,NA,0,0,NA,NA,0,0.8,4.75,NA,0.04,NA,0.72,NA,puka-nacua,NumberFire,16211,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.64,4.08,#13,253,109,0.72,4000,0.18,0.72,6700,0.11,0.72,NA,NA,NA
Devin Duvernay,WR,JAC,NA,NA,0.44,4.31,NA,NA,0.03,0,0,NA,0,NA,0.6,NA,devin-duvernay,NumberFire,14847,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.72,3.92,#22,260,110,0.83,4300,0.19,1.05,3000,0.35,0.83,10,0.08,NA
Marvin Mims,WR,DEN,NA,NA,0.36,4.55,NA,NA,0.02,0,0,NA,0,NA,0.58,NA,marvin-mims,NumberFire,16189,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.73,3.89,#20,263,111,0.74,4100,0.18,0.93,NA,NA,0.74,NA,NA,NA
Scotty Miller,WR,PIT,NA,NA,0.32,3.81,NA,NA,0.03,0,0,NA,0,NA,0.54,NA,scotty-miller,NumberFire,14280,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.76,3.84,#24,266,112,0.72,4200,0.17,0.88,3000,0.29,0.72,10,0.07,NA
Bryce Ford-Wheaton,WR,NYG,NA,NA,0.39,4.12,NA,NA,0.02,0,0,NA,0,NA,0.53,NA,bryce-ford-wheaton,NumberFire,16379,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.77,3.83,#9,267,113,0.71,NA,NA,0.91,3000,0.3,0.71,10,0.07,NA
Tyquan Thornton,WR,NE,NA,NA,0.33,3.93,NA,NA,0.02,0,0,NA,0,NA,0.49,NA,tyquan-thornton,NumberFire,15787,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.79,3.77,#14,272,114,0.68,4600,0.15,0.84,3000,0.28,0.68,10,0.07,NA
Cooper Kupp,WR,LA,NA,NA,0,0,NA,NA,0,0.53,3.15,NA,0.03,NA,0.48,NA,cooper-kupp,NumberFire,13164,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.8,3.76,#13,273,115,0.5,7900,0.06,0.5,7900,0.06,0.5,28,0.02,NA
Jake Bobo,WR,SEA,NA,NA,0.31,3.37,NA,NA,0.02,0,0,NA,0,NA,0.48,NA,jake-bobo,NumberFire,16393,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.8,3.76,#16,273,115,0.61,4200,0.15,0.77,3000,0.26,0.61,10,0.06,NA
Mecole Hardman,WR,KC,NA,NA,0.21,2.44,NA,NA,0.02,0,0,NA,0,NA,0.35,NA,mecole-hardman,NumberFire,14113,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88,3.58,#4,277,117,0.45,4300,0.1,0.56,3100,0.18,0.45,10,0.05,NA
Malachi Corley,WR,NYJ,NA,NA,0.2,2.4,NA,NA,0.01,0,0,NA,0,NA,0.31,NA,malachi-corley,NumberFire,16636,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,3.53,#1,282,118,0.4,4100,0.1,0.5,3000,0.17,0.4,10,0.04,NA
DeAndre Carter,WR,CHI,NA,NA,0.2,2.24,NA,NA,0.01,0,0,NA,0,NA,0.29,NA,deandre-carter,NumberFire,12394,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.5,#28,284,119,0.36,4300,0.08,0.47,3100,0.15,0.36,10,0.04,NA
Kayshon Boutte,WR,NE,NA,NA,0.16,1.9,NA,NA,0.01,0,0,NA,0,NA,0.24,NA,kayshon-boutte,NumberFire,16193,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,3.43,#14,290,120,0.33,4500,0.07,0.41,3000,0.14,0.33,10,0.03,NA
David Moore,WR,CAR,NA,NA,0.1,1.44,NA,NA,0.01,0,0,NA,0,NA,0.19,NA,david-moore,NumberFire,13348,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,3.37,#5,294,121,0.25,4300,0.06,0.3,3000,0.1,0.25,10,0.03,NA
Jermaine Burton,WR,CIN,NA,NA,0.1,1.26,NA,NA,0.01,0,0,NA,0,NA,0.18,NA,jermaine-burton,NumberFire,16632,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,3.35,#21,295,122,0.24,4500,0.05,0.29,3000,0.1,0.24,10,0.02,NA
Chris Conley,WR,SF,NA,NA,0.1,1.15,NA,NA,0.01,0,0,NA,0,NA,0.17,NA,chris-conley,NumberFire,12257,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,3.34,#30,297,123,0.23,4400,0.05,0.28,3000,0.09,0.23,10,0.02,NA
