player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,curr_site_pts,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
Brenton Strange,TE,JAC,NA,0.7,0.7,6.9,NA,NA,0,0,0.93,NA,17626,FleaFlicker,16269,0,0,0,NA,NA,NA,NA,NA,GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,6.9,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Stoll,TE,PHI,NA,0.7,0.7,6.7,NA,NA,0,0,0.91,NA,16621,FleaFlicker,15541,0,0,0,NA,NA,NA,NA,NA,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,6.7,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Ogletree,TE,IND,NA,0.6,0.6,6.2,NA,NA,0,0,0.86,NA,16951,FleaFlicker,15916,0,0,0,NA,NA,NA,NA,NA,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,6.2,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,0.6,0.6,6.3,NA,NA,0,0,0.85,NA,16833,FleaFlicker,15796,0,0,0,NA,NA,NA,NA,NA,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,6.3,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Sims,TE,GB,NA,0.6,0.6,5.6,NA,NA,0.1,0,0.84,NA,17886,FleaFlicker,16483,0,0,0,NA,NA,NA,NA,NA,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,5.6,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,NA,5.26,68.91,NA,NA,0.47,NA,9.7,NA,george-kittle,NumberFire,13299,0,0,0,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18,16.22,#28,70,1,12.32,7800,1.58,14.97,5800,2.58,12.32,25,0.49
David Njoku,TE,CLE,NA,NA,5.48,62.82,NA,NA,0.29,NA,7.98,NA,david-njoku,NumberFire,13192,0,0,0,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06,13.9,#27,91,2,10.7,5500,1.95,13.48,5100,2.64,10.7,18,0.59
Brock Bowers,TE,LV,NA,NA,5.85,61.64,NA,NA,0.24,NA,7.58,NA,brock-bowers,NumberFire,16641,0,0,0,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,13.36,#9,97,3,10.49,7400,1.42,13.44,6100,2.2,10.49,23,0.46
Travis Kelce,TE,KC,NA,NA,5.16,52.23,NA,NA,0.37,NA,7.42,NA,travis-kelce-1,NumberFire,11244,0,0,0,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,13.14,#18,99,4,9.98,6900,1.45,12.59,6000,2.1,9.98,23,0.43
Evan Engram,TE,JAC,NA,NA,5.56,50.9,NA,NA,0.3,NA,6.83,NA,evan-engram,NumberFire,13189,0,0,0,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,12.34,#6,108,5,9.59,6200,1.55,12.42,5000,2.48,9.59,20,0.48
Cade Otton,TE,TB,NA,NA,4.82,49.66,NA,NA,0.27,NA,6.53,NA,cade-otton,NumberFire,15802,0,0,0,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,11.94,#22,113,6,8.94,5200,1.72,11.39,3500,3.25,8.94,14,0.64
Trey McBride,TE,ARI,NA,NA,5.28,48.34,NA,NA,0.24,NA,6.22,NA,trey-mcbride,NumberFire,15794,0,0,0,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,11.52,#7,118,7,8.87,6700,1.32,11.54,5500,2.1,8.87,22,0.4
Jake Ferguson,TE,DAL,NA,NA,4.67,46.97,NA,NA,0.24,NA,6.12,NA,jake-ferguson,NumberFire,15799,0,0,0,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,11.38,#13,119,8,8.45,6100,1.39,10.81,5300,2.04,8.45,18,0.47
Kyle Pitts,TE,ATL,NA,NA,3.65,45.25,NA,NA,0.26,NA,6.07,NA,kyle-pitts,NumberFire,15329,0,0,0,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,11.32,#23,120,9,7.91,5700,1.39,9.75,4400,2.22,7.91,15,0.53
Jonnu Smith,TE,MIA,NA,NA,3.72,41.01,NA,NA,0.26,NA,5.71,NA,jonnu-smith,NumberFire,13193,0.13,0.61,0.01,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,10.83,#30,128,10,7.6,5200,1.46,9.49,3600,2.64,7.6,14,0.54
Sam LaPorta,TE,DET,NA,NA,3.78,39.77,NA,NA,0.29,NA,5.71,NA,sam-laporta,NumberFire,16214,0,0,0,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,10.83,#10,128,10,7.61,6000,1.27,9.51,4800,1.98,7.61,16,0.48
Tucker Kraft,TE,GB,NA,NA,3.8,40.65,NA,NA,0.26,NA,5.61,NA,tucker-kraft,NumberFire,16222,0,0,0,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,10.69,#31,133,12,7.51,5900,1.27,9.43,4600,2.05,7.51,19,0.4
Cole Kmet,TE,CHI,NA,NA,3.97,41.28,NA,NA,0.22,NA,5.43,NA,cole-kmet,NumberFire,14867,0,0,0,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,10.45,#26,142,13,7.41,5400,1.37,9.42,4700,2,7.41,19,0.39
Dalton Schultz,TE,HOU,NA,NA,3.54,39.88,NA,NA,0.22,NA,5.3,NA,dalton-schultz,NumberFire,13772,0,0,0,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,10.28,#21,147,14,7.06,5100,1.38,8.85,4100,2.16,7.06,12,0.59
Noah Fant,TE,SEA,NA,NA,3.92,42.01,NA,NA,0.18,NA,5.27,NA,noah-fant,NumberFire,14137,0,0,0,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,10.24,#8,148,15,7.26,5000,1.45,9.22,3700,2.49,7.26,13,0.56
Dalton Kincaid,TE,BUF,NA,NA,4.05,38.25,NA,NA,0.22,NA,5.08,NA,dalton-kincaid,NumberFire,16213,0,0,0,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,9.98,#16,155,16,7.13,4000,1.78,9.19,4900,1.88,7.13,16,0.45
Hunter Henry,TE,NE,NA,NA,3.26,36.82,NA,NA,0.22,NA,4.97,NA,hunter-henry,NumberFire,12676,0,0,0,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,9.83,#17,160,17,6.63,5300,1.25,8.27,3800,2.18,6.63,16,0.41
Mark Andrews,TE,BAL,NA,NA,2.78,33.65,NA,NA,0.26,NA,4.89,NA,mark-andrews,NumberFire,13671,0,0,0,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,9.72,#20,163,18,6.32,5600,1.13,7.72,4000,1.93,6.32,12,0.53
Will Dissly,TE,LAC,NA,NA,3.33,33.19,NA,NA,0.24,NA,4.7,NA,will-dissly,NumberFire,13763,0,0,0,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,9.46,#19,166,19,6.4,4900,1.31,8.09,3000,2.7,6.4,10,0.64
Chigoziem Okonkwo,TE,TEN,NA,NA,3.63,36.62,NA,NA,0.14,NA,4.45,NA,chigoziem-okonkwo,NumberFire,15889,0,0,0,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.23,9.13,#11,176,20,6.3,4900,1.29,8.13,3100,2.62,6.3,NA,NA
Zach Ertz,TE,WSH,NA,NA,3.37,27.68,NA,NA,0.23,NA,4.15,NA,zach-ertz-1,NumberFire,11247,0,0,0,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42,8.72,#3,185,21,5.83,5200,1.12,7.53,4200,1.79,5.83,14,0.42
Colby Parkinson,TE,LA,NA,NA,3.22,32.65,NA,NA,0.15,NA,4.13,NA,colby-parkinson,NumberFire,14871,0,0,0,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,8.69,#2,186,22,5.78,5300,1.09,7.4,3900,1.9,5.78,12,0.48
Pat Freiermuth,TE,PIT,NA,NA,2.99,29.2,NA,NA,0.17,NA,3.94,NA,pat-freiermuth,NumberFire,15331,0,0,0,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,8.44,#15,190,23,5.42,5500,0.99,6.93,4300,1.61,5.42,15,0.36
Mike Gesicki,TE,CIN,NA,NA,2.69,27.34,NA,NA,0.18,NA,3.84,NA,michael-gesicki,NumberFire,13672,0,0,0,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.62,8.3,#14,192,24,5.18,5000,1.04,6.52,2900,2.25,5.18,10,0.52
Tyler Conklin,TE,NYJ,NA,NA,2.73,26.8,NA,NA,0.15,NA,3.55,NA,tyler-conklin,NumberFire,13675,0,0,0,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.81,7.91,#29,201,25,4.93,5100,0.97,6.31,3400,1.86,4.93,11,0.45
Ja'Tavion Sanders,TE,CAR,NA,NA,3.04,26.96,NA,NA,0.13,NA,3.47,NA,ja-tavion-sanders,NumberFire,16643,0,0,0,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.86,7.8,#1,203,26,4.98,5000,1,6.52,3100,2.1,4.98,11,0.45
Isaiah Likely,TE,BAL,NA,NA,2.11,24.79,NA,NA,0.15,NA,3.37,NA,isaiah-likely,NumberFire,15798,0,0,0,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.93,7.67,#20,205,27,4.41,5800,0.76,5.48,4300,1.27,4.41,13,0.34
Johnny Mundt,TE,MIN,NA,NA,2.55,22.21,NA,NA,0.19,NA,3.34,NA,johnny-mundt,NumberFire,13940,0,0,0,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.95,7.63,#24,207,28,4.62,4500,1.03,5.9,2700,2.19,4.62,10,0.46
Juwan Johnson,TE,NO,NA,NA,2.7,25.47,NA,NA,0.13,NA,3.33,NA,juwan-johnson,NumberFire,14861,0,0,0,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.95,7.61,#5,208,29,4.68,5300,0.88,6.04,3300,1.83,4.68,11,0.43
Jordan Akins,TE,CLE,NA,NA,2.27,26.19,NA,NA,0.12,NA,3.32,NA,jordan-akins,NumberFire,13753,0,0,0,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.96,7.6,#27,210,30,4.43,4700,0.94,5.59,2800,2,4.43,10,0.44
Erick All Jr.,TE,CIN,NA,NA,2.56,22.96,NA,NA,0.17,NA,3.3,NA,erick-all-jr,NumberFire,16645,0,0,0,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.97,7.57,#14,213,31,4.58,4800,0.95,5.87,2600,2.26,4.58,10,0.46
Noah Gray,TE,KC,NA,NA,2.28,22.74,NA,NA,0.14,NA,3.1,NA,noah-gray-1,NumberFire,15337,0,0,0,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1,7.3,#18,222,32,4.23,5000,0.85,5.38,3000,1.79,4.23,10,0.42
Taysom Hill,TE,NO,NA,NA,0.86,7.57,NA,NA,0.04,NA,2.57,NA,taysom-hill,NumberFire,13424,2.21,9.73,0.11,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.44,6.58,#5,232,33,3.02,6300,0.48,3.47,3900,0.89,3.02,14,0.22
Grant Calcaterra,TE,PHI,NA,NA,1.97,18.88,NA,NA,0.11,NA,2.53,NA,grant-calcaterra,NumberFire,15804,0,0,0,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.47,6.53,#25,234,34,3.51,4900,0.72,4.51,3200,1.41,3.51,10,0.35
Austin Hooper,TE,NE,NA,NA,1.69,18.07,NA,NA,0.1,NA,2.39,NA,austin-hooper,NumberFire,12677,0,0,0,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.56,6.34,#17,238,35,3.25,4700,0.69,4.1,2800,1.46,3.25,10,0.33
Lucas Krull,TE,DEN,NA,NA,1.45,13.81,NA,NA,0.11,NA,2.03,NA,lucas-krull,NumberFire,15970,0,0,0,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.79,5.85,#32,247,36,2.75,4600,0.6,3.48,2700,1.29,2.75,10,0.28
Kylen Granson,TE,IND,NA,NA,1.36,15.65,NA,NA,0.07,NA,2,NA,kylen-granson,NumberFire,15419,0,0,0,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.81,5.81,#12,249,37,2.65,4000,0.66,3.34,2500,1.34,2.65,10,0.27
Harrison Bryant,TE,LV,NA,NA,1.53,14.64,NA,NA,0.08,NA,1.94,NA,harrison-bryant,NumberFire,14875,0,0,0,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.85,5.73,#9,253,38,2.67,4300,0.62,3.45,2600,1.33,2.67,10,0.27
Darnell Washington,TE,PIT,NA,NA,1.52,13.28,NA,NA,0.1,NA,1.89,NA,darnell-washington,NumberFire,16216,0,0,0,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.89,5.67,#15,255,39,2.67,4800,0.56,3.44,2800,1.23,2.67,10,0.27
Josh Oliver,TE,MIN,NA,NA,1.35,12.28,NA,NA,0.11,NA,1.84,NA,josh-oliver,NumberFire,14209,0,0,0,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.92,5.6,#24,256,40,2.54,4700,0.54,3.23,2800,1.15,2.54,10,0.25
Jack Stoll,TE,PHI,NA,NA,1.47,13.08,NA,NA,0.08,NA,1.79,NA,jack-stoll,NumberFire,15541,0,0,0,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.95,5.53,#25,258,41,2.5,4000,0.63,3.25,2700,1.2,2.5,10,0.25
Gerald Everett,TE,CHI,NA,NA,1.43,12.58,NA,NA,0.09,NA,1.75,NA,gerald-everett,NumberFire,13236,0,0,0,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.98,5.48,#26,263,42,2.47,4300,0.57,3.21,2600,1.23,2.47,10,0.25
Josh Whyle,TE,TEN,NA,NA,1.39,13.58,NA,NA,0.06,NA,1.72,NA,josh-whyle,NumberFire,16312,0,0,0,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,5.44,#11,264,43,2.39,4400,0.54,3.1,2500,1.24,2.39,10,0.24
Adam Trautman,TE,DEN,NA,NA,1.03,10.42,NA,NA,0.08,NA,1.51,NA,adam-trautman,NumberFire,14870,0,0,0,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.13,5.15,#32,268,44,2.02,4300,0.47,2.54,2500,1.02,2.02,10,0.2
Theo Johnson,TE,NYG,NA,NA,1.31,12.26,NA,NA,0.04,NA,1.47,NA,theo-johnson,NumberFire,16649,0,0,0,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16,5.1,#4,269,45,2.1,4800,0.44,2.77,2700,1.03,2.1,10,0.21
Ian Thomas,TE,CAR,NA,NA,1.25,11.19,NA,NA,0.06,NA,1.45,NA,ian-thomas,NumberFire,13678,0,0,0,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.17,5.07,#1,270,46,2.08,4300,0.48,2.72,2500,1.09,2.08,10,0.21
Foster Moreau,TE,NO,NA,NA,1.06,10.99,NA,NA,0.05,NA,1.38,NA,foster-moreau,NumberFire,14239,0,0,0,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.22,4.98,#5,272,47,1.91,4600,0.42,2.45,2900,0.84,1.91,10,0.19
Dawson Knox,TE,BUF,NA,NA,0.89,8.45,NA,NA,0.07,NA,1.28,NA,dawson-knox,NumberFire,14143,0,0,0,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.28,4.84,#16,273,48,1.69,4000,0.42,2.15,2900,0.74,1.69,10,0.17
AJ Barner,TE,SEA,NA,NA,1.03,9.43,NA,NA,0.05,NA,1.26,NA,aj-barner,NumberFire,16723,0,0,0,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.29,4.81,#8,274,49,1.74,4200,0.41,2.26,2500,0.9,1.74,10,0.17
Daniel Bellinger,TE,NYG,NA,NA,1,8.7,NA,NA,0.04,NA,1.08,NA,daniel-bellinger,NumberFire,15873,0,0,0,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.41,4.57,#4,280,50,1.59,4300,0.37,2.1,2500,0.84,1.59,10,0.16
Michael Mayer,TE,LV,NA,NA,0.82,8.29,NA,NA,0.04,NA,1.08,NA,michael-mayer,NumberFire,16212,0,0,0,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.41,4.57,#9,280,50,1.48,4000,0.37,1.89,2500,0.76,1.48,10,0.15
Andrew Ogletree,TE,IND,NA,NA,0.73,7.95,NA,NA,0.04,NA,1.05,NA,andrew-ogletree,NumberFire,15916,0,0,0,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.43,4.53,#12,282,52,1.4,4500,0.31,1.77,NA,NA,1.4,NA,NA
Mo Alie-Cox,TE,IND,NA,NA,0.62,7.93,NA,NA,0.04,NA,1.03,NA,mo-alie-cox,NumberFire,13246,0,0,0,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.44,4.5,#12,283,53,1.32,4700,0.28,1.64,2700,0.61,1.32,10,0.13
Charlie Kolar,TE,BAL,NA,NA,0.68,7.21,NA,NA,0.05,NA,1.03,NA,charlie-kolar,NumberFire,15795,0,0,0,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.44,4.5,#20,283,53,1.36,4500,0.3,1.7,2500,0.68,1.36,10,0.14
Hunter Long,TE,LA,NA,NA,0.8,7.4,NA,NA,0.04,NA,0.99,NA,hunter-long,NumberFire,15334,0,0,0,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.47,4.45,#2,285,55,1.38,4200,0.33,1.78,2500,0.71,1.38,10,0.14
Brenton Strange,TE,JAC,NA,NA,0.56,5.38,NA,NA,0.04,NA,0.76,NA,brenton-strange,NumberFire,16269,0,0,0,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.62,4.14,#6,293,56,1.06,4900,0.22,1.34,2500,0.54,1.06,10,0.11
Julian Hill,TE,MIA,NA,NA,0.5,4.87,NA,NA,0.03,NA,0.69,NA,julian-hill,NumberFire,16425,0,0,0,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.66,4.04,#30,298,57,0.92,4200,0.22,1.17,2500,0.47,0.92,10,0.09
Ben Sinnott,TE,WSH,NA,NA,0.53,4.39,NA,NA,0.03,NA,0.63,NA,ben-sinnott,NumberFire,16644,0,0,0,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.7,3.96,#3,301,58,0.88,4400,0.2,1.15,2500,0.46,0.88,10,0.09
Stone Smartt,TE,LAC,NA,NA,0.42,4.01,NA,NA,0.03,NA,0.57,NA,stone-smartt,NumberFire,16113,0,0,0,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.74,3.88,#19,305,59,0.79,4000,0.2,1,2500,0.4,0.79,10,0.08
Cade Stover,TE,HOU,NA,NA,0.37,3.99,NA,NA,0.02,NA,0.54,NA,cade-stover,NumberFire,16642,0,0,0,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.76,3.84,#21,308,60,0.7,4300,0.16,0.89,2500,0.36,0.7,10,0.07
Hayden Hurst,TE,LAC,NA,NA,0.41,3.69,NA,NA,0.03,NA,0.53,NA,hayden-hurst,NumberFire,13680,0,0,0,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.77,3.83,#19,309,61,0.75,4700,0.16,0.96,2900,0.33,0.75,10,0.08
Ben Sims,TE,GB,NA,NA,0.37,3.48,NA,NA,0.03,NA,0.53,NA,ben-sims,NumberFire,16483,0,0,0,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.77,3.83,#31,309,61,0.71,4100,0.17,0.9,2600,0.35,0.71,10,0.07
Will Mallory,TE,IND,NA,NA,0.37,3.91,NA,NA,0.02,NA,0.51,NA,will-mallory,NumberFire,16220,0,0,0,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.78,3.8,#12,311,63,0.7,4300,0.16,0.88,2500,0.35,0.7,10,0.07
Jody Fortson,TE,KC,NA,NA,0.34,3.13,NA,NA,0.02,NA,0.44,NA,jody-fortson,NumberFire,15070,0,0,0,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.82,3.7,#18,313,64,0.6,4000,0.15,0.77,2500,0.31,0.6,10,0.06
Tanner Hudson,TE,CIN,NA,NA,0.25,2.45,NA,NA,0.02,NA,0.34,NA,tanner-hudson,NumberFire,14370,0,0,0,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.89,3.57,#14,317,65,0.49,4000,0.12,0.62,2500,0.25,0.49,10,0.05
Drew Sample,TE,CIN,NA,NA,0.26,2.13,NA,NA,0.02,NA,0.31,NA,drew-sample,NumberFire,14146,0,0,0,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,3.53,#14,322,66,0.46,4200,0.11,0.59,2500,0.24,0.46,10,0.05
Brock Wright,TE,DET,NA,NA,0.22,1.98,NA,NA,0.02,NA,0.31,NA,brock-wright,NumberFire,15626,0,0,0,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,3.53,#10,322,66,0.43,4300,0.1,0.54,2500,0.22,0.43,10,0.04
Nate Adkins,TE,DEN,NA,NA,0.21,1.9,NA,NA,0.02,NA,0.28,NA,nate-adkins,NumberFire,16474,0,0,0,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,3.49,#32,325,68,0.42,4100,0.1,0.52,2500,0.21,0.42,10,0.04
Connor Heyward,TE,PIT,NA,NA,0.2,1.73,NA,NA,0.01,NA,0.25,NA,connor-heyward,NumberFire,15800,0,0,0,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,3.45,#15,333,69,0.33,4100,0.08,0.43,2500,0.17,0.33,10,0.03
