player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_tds,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,pass_yds,return_tds
Marvin Mims,WR,DEN,NA,2.3,2.3,31.7,NA,NA,0.2,1.3,5.1,NA,0,4.96,NA,17631,FleaFlicker,16189,0,@CINSat 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR77,0.2,36.8,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Austin,WR,PIT,NA,2.9,2.9,34.5,NA,NA,0.2,0.7,4.2,NA,0,4.93,NA,16921,FleaFlicker,15777,0,KCWed 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR60,0.2,38.7,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyami Brown,WR,WAS,NA,2.6,2.6,33.3,NA,NA,0.2,0.1,0.5,NA,0,4.78,NA,16309,FleaFlicker,15292,0,ATLSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR93,0.2,33.8,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parker Washington,WR,JAC,NA,3.1,3.1,33.6,NA,NA,0.2,0,0.4,NA,0,4.74,NA,17738,FleaFlicker,16192,0,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR74,0.2,34,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Wilson,WR,ARI,NA,2.7,2.7,35.2,NA,NA,0.2,0,0.1,NA,0,4.69,NA,17671,FleaFlicker,16206,0,@LARSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR61,0.2,35.3,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendrick Bourne,WR,NE,NA,3,3,34.7,NA,NA,0.2,0,0.3,NA,0,4.66,NA,13364,FleaFlicker,13418,0,LACSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR108,0.2,35,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Patrick,WR,DET,NA,2.5,2.5,31.3,NA,NA,0.2,0,0.2,NA,0,4.52,NA,13209,FleaFlicker,13377,0,@SFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR63,0.2,31.5,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTCedric Tillman,WR,CLE,NA,2.8,2.8,34,NA,NA,0.2,0,0.2,NA,0,4.46,NA,17643,FleaFlicker,16191,0,MIASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR51,0.2,34.1,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrei Iosivas,WR,CIN,NA,2.5,2.5,29.5,NA,NA,0.2,0,0.3,NA,0,4.26,NA,17754,FleaFlicker,16207,0,DENSat 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR87,0.2,29.8,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Moore,WR,CAR,NA,2.4,2.4,30.8,NA,NA,0.2,0.2,1.2,NA,0,4.24,NA,13117,FleaFlicker,13348,0,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR86,0.2,32.1,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devaughn Vele,WR,DEN,NA,2.7,2.7,30,NA,NA,0.2,0,0,NA,0,4.22,NA,18587,FleaFlicker,16788,0,@CINSat 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR57,0.2,30,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,DAL,NA,2.8,2.8,31.1,NA,NA,0.2,0,0.3,NA,0,4.21,NA,10242,FleaFlicker,11674,0,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR64,0.2,31.4,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dontayvion Wicks,WR,GB,NA,2.1,2.1,29.2,NA,NA,0.2,0,0.2,NA,0,4.18,NA,17792,FleaFlicker,16195,0,@MINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR71,0.2,29.4,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTAlec Pierce,WR,IND,NA,1.8,1.8,30.2,NA,NA,0.2,0,0.2,NA,0,4.16,NA,16842,FleaFlicker,15768,0,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR72,0.2,30.4,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olamide Zaccheaus,WR,WAS,NA,2.6,2.6,30.2,NA,NA,0.2,0,0.3,NA,0,4.15,NA,15107,FleaFlicker,14592,0,ATLSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR99,0.2,30.4,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTJohn Metchie,WR,HOU,NA,2.5,2.5,29.6,NA,NA,0.2,0,0.4,NA,0,3.91,NA,16849,FleaFlicker,15759,0,BALWed 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR90,0.2,30,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,NYJ,NA,2.2,2.2,28.1,NA,NA,0.2,0,0.1,NA,0,3.88,NA,14059,FleaFlicker,13632,0,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.2,28.2,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Troy Franklin,WR,DEN,NA,2.2,2.2,27.3,NA,NA,0.2,0.1,0.5,NA,0,3.82,NA,18466,FleaFlicker,16619,0,@CINSat 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR92,0.2,27.8,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darius Slayton,WR,NYG,NA,2,2,28.1,NA,NA,0.1,0.2,1,NA,0,3.71,NA,14833,FleaFlicker,14122,0,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR88,0.1,29,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ricky Pearsall,WR,SF,NA,1.9,1.9,25.8,NA,NA,0.2,0,0.2,NA,0,3.54,NA,18377,FleaFlicker,16622,0,DETMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR58,0.2,25.9,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,SEA,NA,2.2,2.2,26.1,NA,NA,0.2,0,0.1,NA,0,3.53,NA,11242,FleaFlicker,12187,0,@CHIThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR70,0.2,26.2,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,CLE,NA,2.6,2.6,27.2,NA,NA,0.1,0,0.3,NA,0,3.46,NA,16265,FleaFlicker,15288,0,MIASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR50,0.1,27.6,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Woods,WR,HOU,NA,2.4,2.4,26.3,NA,NA,0.1,0,0.2,NA,0,3.45,NA,9338,FleaFlicker,11228,0,BALWed 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,26.5,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demarcus Robinson,WR,LAR,NA,1.8,1.8,23.4,NA,NA,0.2,0,0.2,NA,0,3.42,NA,12106,FleaFlicker,12785,0,ARISat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR65,0.2,23.5,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KaVontae Turpin,WR,DAL,NA,1.3,1.3,16.6,NA,NA,0.1,1.6,7.9,NA,0,3.33,NA,17558,FleaFlicker,15981,0.1,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR81,0.1,24.5,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Washington,WR,MIA,NA,1.8,1.8,22.5,NA,NA,0.1,0.1,1.3,NA,0,3.2,NA,18498,FleaFlicker,16684,0,@CLESun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR66,0.1,23.8,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adonai Mitchell,WR,IND,NA,1.5,1.5,22.4,NA,NA,0.1,0.1,0.4,NA,0,3.1,NA,18395,FleaFlicker,16626,0,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR69,0.1,22.9,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tutu Atwell,WR,LAR,NA,1.7,1.7,21.2,NA,NA,0.1,0.1,1,NA,0,3.04,NA,16326,FleaFlicker,15301,0,ARISat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR89,0.1,22.2,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dante Pettis,WR,NO,NA,1.9,1.9,24.5,NA,NA,0.1,0,0,NA,0,2.99,NA,13816,FleaFlicker,13634,0,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.1,24.5,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTXavier Legette,WR,CAR,NA,1.7,1.7,21.2,NA,NA,0.1,0.1,0.9,NA,0,2.99,NA,18373,FleaFlicker,16639,0,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR79,0.1,22.1,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Boyd,WR,TEN,NA,2.1,2.1,22.8,NA,NA,0.1,0,0.1,NA,0,2.95,NA,12051,FleaFlicker,12650,0,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR101,0.1,22.9,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Tolbert,WR,DAL,NA,1.9,1.9,21.2,NA,NA,0.1,0,0.1,NA,0,2.83,NA,16872,FleaFlicker,15788,0,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR78,0.1,21.3,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,BUF,NA,1.5,1.5,18.2,NA,NA,0.2,0,0,NA,0,2.76,NA,13008,FleaFlicker,13289,0,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR85,0.2,18.2,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamison Crowder,WR,WAS,NA,1.8,1.8,17.6,NA,NA,0.1,0,0,NA,0,2.58,NA,11398,FleaFlicker,12184,0,ATLSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,17.6,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Austin,WR,NO,NA,1.7,1.7,18.7,NA,NA,0.1,0.1,0.3,NA,0,2.34,NA,17200,FleaFlicker,15765,0,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.1,18.9,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Nailor,WR,MIN,NA,1.3,1.3,16.3,NA,NA,0.1,0.1,0.4,NA,0,2.31,NA,17018,FleaFlicker,15786,0,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR98,0.1,16.6,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,JAC,NA,1.4,1.4,15.8,NA,NA,0.1,0,0,NA,0,2.29,NA,13029,FleaFlicker,13168,0,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR102,0.1,15.9,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dortch,WR,ARI,NA,1.4,1.4,15.2,NA,NA,0.1,0.4,1.7,NA,0,2.27,NA,14935,FleaFlicker,14108,0,@LARSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR110,0.1,17,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Hutchinson,WR,HOU,NA,1.3,1.3,16.6,NA,NA,0.1,0,0.3,NA,0,2.21,NA,17740,FleaFlicker,16201,0,BALWed 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,16.9,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,PIT,NA,1.1,1.1,15.6,NA,NA,0.1,0,0.2,NA,0,2.16,NA,15564,FleaFlicker,14858,0,KCWed 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR82,0.1,15.8,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Duvernay,WR,JAC,NA,1.5,1.5,15.8,NA,NA,0.1,0.1,2,NA,0,2.12,NA,15557,FleaFlicker,14847,0,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.1,17.8,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedrick Wilson,WR,NO,NA,1.4,1.4,15.2,NA,NA,0.1,0,0.1,NA,0,2.06,NA,13915,FleaFlicker,13652,0,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.1,15.4,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derius Davis,WR,LAC,NA,1,1,11.2,NA,NA,0.1,0.8,3.8,NA,0,2.02,NA,17697,FleaFlicker,16299,0,@NESat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,15,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Williams,WR,PIT,NA,1,1,13,NA,NA,0.1,0,0,NA,0,1.8,NA,12890,FleaFlicker,13154,0,KCWed 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR75,0.1,13.1,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke McCaffrey,WR,WAS,NA,1.1,1.1,12.5,NA,NA,0.1,0,0.3,NA,0,1.8,NA,18424,FleaFlicker,16635,0,ATLSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR96,0.1,12.8,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,PHI,NA,1,1,12.1,NA,NA,0.1,0,0.1,NA,0,1.64,NA,16821,FleaFlicker,15755,0,DALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR109,0.1,12.2,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTCurtis Samuel,WR,BUF,NA,0.8,0.8,9,NA,NA,0.1,0.3,1.8,NA,0,1.62,NA,12930,FleaFlicker,13157,0,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR97,0.1,10.8,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lil'Jordan Humphrey,WR,DEN,NA,1,1,11.3,NA,NA,0.1,0,0,NA,0,1.59,NA,15148,FleaFlicker,14118,0,@CINSat 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,11.3,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tylan Wallace,WR,BAL,NA,0.9,0.9,11.9,NA,NA,0.1,0,0.3,NA,0,1.56,NA,16350,FleaFlicker,15285,0,@HOUWed 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,12.2,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace Marshall,WR,LV,NA,0.9,0.9,11.2,NA,NA,0.1,0,0.2,NA,0,1.42,NA,16313,FleaFlicker,15308,0,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,11.4,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Chark,WR,LAC,NA,0.7,0.7,9.4,NA,NA,0.1,0,0.1,NA,0,1.37,NA,13790,FleaFlicker,13668,0,@NESat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,9.5,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRDChris Olave,WR,NO,NA,0.9,0.9,10,NA,NA,0.1,0,0,NA,0,1.3,NA,16824,FleaFlicker,15754,0,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR80,0.1,10,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Palmer,WR,TB,NA,0.7,0.7,9,NA,NA,0.1,0,0.3,NA,0,1.29,NA,17767,FleaFlicker,16199,0,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR104,0.1,9.4,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalin Hyatt,WR,NYG,NA,0.8,0.8,10.6,NA,NA,0,0,0,NA,0,1.28,NA,17648,FleaFlicker,16183,0,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,10.6,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRDBub Means,WR,NO,NA,0.8,0.8,9.6,NA,NA,0.1,0,0,NA,0,1.26,NA,18554,FleaFlicker,16751,0,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.1,9.6,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
River Cracraft,WR,MIA,NA,0.8,0.8,9.6,NA,NA,0.1,0,0,NA,0,1.24,NA,13732,FleaFlicker,13862,0,@CLESun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,9.6,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Watson,WR,KC,NA,0.7,0.7,8.9,NA,NA,0.1,0,0,NA,0,1.23,NA,13851,FleaFlicker,13776,0,@PITWed 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR103,0.1,8.9,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnny Wilson,WR,PHI,NA,0.8,0.8,8.2,NA,NA,0.1,0,0.1,NA,0,1.17,NA,18541,FleaFlicker,16625,0,DALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,8.3,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,NA,7.07,96.75,NA,NA,0.61,0,0,NA,NA,13.27,NA,justin-jefferson,NumberFire,14836,0,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.49,21.05,#4,38,1,16.81,20.39,16.81,NA,NA
Ja'Marr Chase,WR,CIN,NA,NA,6.8,85.88,NA,NA,0.67,0.53,2.52,NA,NA,13.01,NA,ja-marr-chase,NumberFire,15281,0.02,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.32,20.7,#1,40,2,16.36,19.78,16.36,NA,NA
Puka Nacua,WR,LA,NA,NA,6.66,83.46,NA,NA,0.5,0.85,4.39,NA,NA,11.98,NA,puka-nacua,NumberFire,16211,0.04,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.65,19.31,#29,45,3,15.34,18.69,15.34,NA,NA
Nico Collins,WR,HOU,NA,NA,6.2,90.76,NA,NA,0.42,0,0,NA,NA,11.57,NA,nico-collins,NumberFire,15290,0,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.39,18.75,#17,50,4,14.68,17.8,14.68,NA,NA
Amon-Ra St. Brown,WR,DET,NA,NA,6.77,78.72,NA,NA,0.58,0.28,1.55,NA,NA,11.55,NA,amon-ra-st-brown,NumberFire,15287,0.01,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.37,18.73,#12,51,5,14.93,18.34,14.93,NA,NA
Mike Evans,WR,TB,NA,NA,5.15,71.75,NA,NA,0.71,0,0,NA,NA,11.46,NA,mike-evans,NumberFire,11671,0,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32,18.6,#31,52,6,14.03,16.61,14.03,NA,NA
Davante Adams,WR,NYJ,NA,NA,6.24,72.96,NA,NA,0.51,0,0,NA,NA,10.36,NA,davante-adams,NumberFire,11675,0,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,17.12,#15,61,7,13.5,16.62,13.5,NA,NA
Zay Flowers,WR,BAL,NA,NA,5.01,70.52,NA,NA,0.45,0.67,3.45,NA,NA,10.31,NA,zay-flowers,NumberFire,16190,0.03,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57,17.05,#5,62,8,12.8,15.31,12.8,NA,NA
Tee Higgins,WR,CIN,NA,NA,5.63,71.75,NA,NA,0.51,0,0,NA,NA,10.28,NA,tee-higgins,NumberFire,14835,0,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55,17.01,#1,63,9,13.07,15.89,13.07,NA,NA
Jordan Addison,WR,MIN,NA,NA,5.46,69.38,NA,NA,0.53,0,0,NA,NA,10.09,NA,jordan-addison,NumberFire,16186,0,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.43,16.75,#4,64,10,12.85,15.59,12.85,NA,NA
Deebo Samuel,WR,SF,NA,NA,4.37,59.53,NA,NA,0.34,2.7,13.34,NA,NA,10.08,NA,deebo-samuel,NumberFire,14136,0.14,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.42,16.74,#7,66,11,12.25,14.5,12.25,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,NA,6.01,71.76,NA,NA,0.4,0.53,2.59,NA,NA,9.93,NA,jaxon-smith-njigba,NumberFire,16185,0.02,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32,16.54,#18,67,12,12.94,15.97,12.94,NA,NA
CeeDee Lamb,WR,DAL,NA,NA,6.51,71.89,NA,NA,0.32,0.49,2.73,NA,NA,9.45,NA,ceedee-lamb,NumberFire,14832,0.02,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01,15.89,#3,71,13,12.7,15.99,12.7,NA,NA
A.J. Brown,WR,PHI,NA,NA,5.07,72.17,NA,NA,0.37,0,0,NA,NA,9.4,NA,a-j-brown,NumberFire,14104,0,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98,15.82,#26,72,14,11.93,14.5,11.93,NA,NA
Malik Nabers,WR,NYG,NA,NA,6.3,72.72,NA,NA,0.3,0.53,2.71,NA,NA,9.39,NA,malik-nabers,NumberFire,16615,0.01,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.97,15.81,#14,73,15,12.49,15.68,12.49,NA,NA
Terry McLaurin,WR,WSH,NA,NA,5.09,66.49,NA,NA,0.44,0,0,NA,NA,9.3,NA,terry-mclaurin,NumberFire,14109,0,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92,15.68,#13,74,16,11.83,14.39,11.83,NA,NA
Tyreek Hill,WR,MIA,NA,NA,5.13,64.58,NA,NA,0.43,0.27,1.51,NA,NA,9.25,NA,tyreek-hill,NumberFire,12801,0.01,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88,15.62,#19,75,17,11.79,14.38,11.79,NA,NA
Brian Thomas Jr.,WR,JAC,NA,NA,5.42,71.51,NA,NA,0.35,0,0,NA,NA,9.25,NA,brian-thomas-jr,NumberFire,16618,0,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88,15.62,#20,75,17,11.96,14.68,11.96,NA,NA
Ladd McConkey,WR,LAC,NA,NA,5.31,69.46,NA,NA,0.39,0,0,NA,NA,9.22,NA,ladd-mcconkey,NumberFire,16627,0,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86,15.58,#30,77,19,11.88,14.58,11.88,NA,NA
George Pickens,WR,PIT,NA,NA,4.62,68.2,NA,NA,0.36,0.3,1.63,NA,NA,9.12,NA,george-pickens,NumberFire,15762,0.01,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,15.44,#8,79,20,11.41,13.78,11.41,NA,NA
D.K. Metcalf,WR,SEA,NA,NA,4.5,67.72,NA,NA,0.39,0,0,NA,NA,9.09,NA,dk-metcalf,NumberFire,14102,0,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78,15.4,#18,80,21,11.3,13.59,11.3,NA,NA
Drake London,WR,ATL,NA,NA,5.58,64.23,NA,NA,0.43,0,0,NA,NA,8.96,NA,drake-london,NumberFire,15751,0,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,15.22,#24,82,22,11.71,14.55,11.71,NA,NA
Jauan Jennings,WR,SF,NA,NA,4.8,64.38,NA,NA,0.42,0,0,NA,NA,8.89,NA,jauan-jennings,NumberFire,14860,0,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65,15.13,#7,84,23,11.32,13.75,11.32,NA,NA
Courtland Sutton,WR,DEN,NA,NA,4.92,63.01,NA,NA,0.41,0,0,NA,NA,8.66,NA,courtland-sutton,NumberFire,13630,0,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,14.82,#28,90,24,11.14,13.65,11.14,NA,NA
D.J. Moore,WR,CHI,NA,NA,5.34,57.51,NA,NA,0.31,1.15,6.04,NA,NA,8.5,NA,d-j-moore-1,NumberFire,13635,0.05,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,14.6,#11,91,25,11.17,13.86,11.17,NA,NA
Cooper Kupp,WR,LA,NA,NA,5.08,53.94,NA,NA,0.47,0,0,NA,NA,8.14,NA,cooper-kupp,NumberFire,13164,0,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16,14.12,#29,94,26,10.69,13.27,10.69,NA,NA
Jameson Williams,WR,DET,NA,NA,3.47,55.38,NA,NA,0.35,0.57,3.1,NA,NA,8.05,NA,jameson-williams,NumberFire,15756,0.03,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11,13.99,#12,95,27,9.84,11.6,9.84,NA,NA
Calvin Ridley,WR,TEN,NA,NA,4.21,59.28,NA,NA,0.33,0,0,NA,NA,7.84,NA,calvin-ridley,NumberFire,13629,0,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97,13.71,#32,97,28,9.97,12.11,9.97,NA,NA
