player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,dst_int,dst_fum_recvr,dst_sacks,dst_fumbles,dst_tackles,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Bucky Irving,RB,TB,NA,9.48,42.47,NA,0.3,NA,2.24,18.71,NA,NA,0.09,NA,8.36,NA,bucky-irving,NumberFire,16598,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29,14.43,#13,77,29,9.48,6300,1.5,10.66,5700,1.87,9.48,22,0.43,NA
Austin Ekeler,RB,WSH,NA,7.78,33.42,NA,0.35,NA,2.37,19.79,NA,NA,0.14,NA,8.04,NA,austin-ekeler-1,NumberFire,13404,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08,14,#4,79,30,9.17,6800,1.35,10.49,5800,1.81,9.17,20,0.46,NA
Javonte Williams,RB,DEN,NA,10.1,41.51,NA,0.18,NA,3.03,16.89,NA,NA,0.1,NA,7.31,NA,javonte-williams,NumberFire,15256,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59,13.03,#7,84,31,8.88,6000,1.48,10.49,6000,1.75,8.88,21,0.42,NA
Jonathon Brooks,RB,CAR,NA,9.44,43.07,NA,0.28,NA,1.45,11.1,NA,NA,0.05,NA,7.3,NA,jonathon-brooks,NumberFire,16597,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58,13.02,#22,85,32,8.04,6000,1.34,8.82,5000,1.76,8.04,10,0.8,NA
Jaylen Warren,RB,PIT,NA,7.4,33.33,NA,0.2,NA,2.83,18,NA,NA,0.13,NA,6.93,NA,jaylen-warren,NumberFire,15742,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33,12.53,#26,89,33,8.35,5500,1.52,9.85,5300,1.86,8.35,14,0.6,NA
Raheem Mostert,RB,MIA,NA,7.19,35.46,NA,0.28,NA,1.1,8.85,NA,NA,0.05,NA,6.3,NA,raheem-mostert,NumberFire,12447,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,11.69,#20,99,34,6.82,6200,1.1,7.44,5900,1.26,6.82,20,0.34,NA
Tyler Allgeier,RB,ATL,NA,8.99,40.23,NA,0.26,NA,0.54,4.53,NA,NA,0.03,NA,6.24,NA,tyler-allgeier,NumberFire,15712,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,11.61,#17,102,35,6.51,5900,1.1,6.78,5200,1.3,6.51,17,0.38,NA
Travis Etienne,RB,JAC,NA,5.5,23.39,NA,0.17,NA,2.28,17.52,NA,NA,0.1,NA,5.66,NA,travis-etienne,NumberFire,15253,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,10.84,#2,113,36,6.81,6600,1.03,7.97,5800,1.37,6.81,NA,NA,NA
Tyjae Spears,RB,TEN,NA,6.34,26.63,NA,0.12,NA,1.86,13.45,NA,NA,0.05,NA,5.02,NA,tyjae-spears,NumberFire,16165,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,9.99,#1,129,37,5.92,5200,1.14,6.87,4700,1.46,5.92,17,0.35,NA
Ray Davis,RB,BUF,NA,6.19,26.08,NA,0.19,NA,1.13,9.18,NA,NA,0.06,NA,4.95,NA,ray-davis,NumberFire,16603,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.9,#16,132,38,5.53,5800,0.95,6.13,5500,1.11,5.53,16,0.35,NA
Jordan Mason,RB,SF,NA,6.84,30.57,NA,0.21,NA,0.61,4.52,NA,NA,0.04,NA,4.93,NA,jordan-mason,NumberFire,15972,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,9.87,#29,135,39,5.21,8100,0.64,5.57,7400,0.75,5.21,24,0.22,NA
Braelon Allen,RB,NYJ,NA,6.18,26.23,NA,0.17,NA,0.7,5.43,NA,NA,0.04,NA,4.38,NA,braelon-allen,NumberFire,16596,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38,9.14,#27,144,40,4.72,5700,0.83,5.1,5500,0.93,4.72,13,0.36,NA
Roschon Johnson,RB,CHI,NA,5.37,22.18,NA,0.17,NA,1.15,8.17,NA,NA,0.05,NA,4.32,NA,roschon-johnson,NumberFire,16175,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42,9.06,#28,146,41,4.87,5600,0.87,5.48,4600,1.19,4.87,13,0.37,NA
Devin Singletary,RB,NYG,NA,5.11,22.63,NA,0.18,NA,1.21,7.58,NA,NA,0.05,NA,4.28,NA,devin-singletary,NumberFire,14080,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,9.01,#32,147,42,4.91,5600,0.88,5.56,5600,0.99,4.91,20,0.25,NA
Justice Hill,RB,BAL,NA,2.07,8.92,NA,0.07,NA,2.22,18.28,NA,NA,0.13,NA,3.92,NA,justice-hill,NumberFire,14086,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.69,8.53,#24,157,43,4.99,5500,0.91,6.12,5200,1.18,4.99,14,0.36,NA
Audric Estime,RB,DEN,NA,6.49,29.05,NA,0.11,NA,0.22,1.64,NA,NA,0.01,NA,3.58,NA,audric-estime,NumberFire,16595,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.92,8.08,#7,162,44,3.68,4100,0.9,3.9,4000,0.98,3.68,10,0.37,NA
Cam Akers,RB,MIN,NA,4.68,19.07,NA,0.19,NA,0.53,3.67,NA,NA,0.03,NA,3.54,NA,cam-akers,NumberFire,14799,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.95,8.03,#31,164,45,3.82,4800,0.8,4.1,4700,0.87,3.82,11,0.35,NA
Jaleel McLaughlin,RB,DEN,NA,4.76,20.36,NA,0.1,NA,1.19,6.88,NA,NA,0.04,NA,3.52,NA,jaleel-mclaughlin,NumberFire,16390,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.96,8,#7,167,46,4.12,5400,0.76,4.73,4500,1.05,4.12,12,0.34,NA
Antonio Gibson,RB,NE,NA,4.08,16.88,NA,0.09,NA,1.41,11.99,NA,NA,0.04,NA,3.51,NA,antonio-gibson,NumberFire,14852,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.97,7.99,#5,169,47,4.19,5200,0.81,4.99,4900,1.02,4.19,10,0.42,NA
Ezekiel Elliott,RB,DAL,NA,4.6,17.91,NA,0.13,NA,1.07,6.68,NA,NA,0.03,NA,3.41,NA,ezekiel-elliott,NumberFire,12625,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.04,7.86,#12,170,48,3.91,5600,0.7,4.47,5100,0.88,3.91,10,0.39,NA
Kenneth Gainwell,RB,PHI,NA,4.38,18.54,NA,0.14,NA,0.71,5.11,NA,NA,0.03,NA,3.29,NA,kenneth-gainwell,NumberFire,15255,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.12,7.7,#30,177,49,3.66,4900,0.75,4.06,4100,0.99,3.66,10,0.37,NA
Jamaal Williams,RB,NO,NA,5.03,19.92,NA,0.14,NA,0.52,3.19,NA,NA,0.02,NA,3.27,NA,jamaal-williams,NumberFire,13139,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.13,7.67,#18,178,50,3.49,5000,0.7,3.77,4100,0.92,3.49,10,0.35,NA
Samaje Perine,RB,KC,NA,2.25,9.48,NA,0.06,NA,1.97,14.55,NA,NA,0.09,NA,3.25,NA,samaje-perine,NumberFire,13133,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14,7.64,#3,181,51,4.21,5800,0.73,5.23,4800,1.09,4.21,10,0.42,NA
Blake Corum,RB,LA,NA,4.12,17.19,NA,0.15,NA,0.52,4.09,NA,NA,0.03,NA,3.13,NA,blake-corum,NumberFire,16593,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.22,7.48,#14,184,52,3.43,4600,0.75,3.71,4200,0.88,3.43,10,0.34,NA
Trey Benson,RB,ARI,NA,4.58,19.13,NA,0.12,NA,0.41,3.07,NA,NA,0.02,NA,3.02,NA,trey-benson,NumberFire,16594,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,7.34,#15,188,53,3.19,5500,0.58,3.43,4800,0.71,3.19,10,0.32,NA
Cordarrelle Patterson,RB,PIT,NA,3.02,14.23,NA,0.1,NA,0.88,6.86,NA,NA,0.05,NA,2.98,NA,cordarrelle-patterson-1,NumberFire,11225,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.33,7.29,#26,189,54,3.41,4500,0.76,3.87,4000,0.97,3.41,10,0.34,NA
Trey Sermon,RB,IND,NA,4.1,18.09,NA,0.1,NA,0.48,3.53,NA,NA,0.02,NA,2.88,NA,trey-sermon,NumberFire,15257,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.39,7.15,#8,195,55,3.08,5900,0.52,3.34,4500,0.74,3.08,10,0.31,NA
Kimani Vidal,RB,LAC,NA,3.6,14.84,NA,0.11,NA,0.56,4.2,NA,NA,0.03,NA,2.69,NA,kimani-vidal,NumberFire,16757,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.52,6.9,#10,199,56,2.98,4900,0.61,3.28,5200,0.63,2.98,10,0.3,NA
Trayveon Williams,RB,CIN,NA,3.54,15.83,NA,0.07,NA,0.71,5.12,NA,NA,0.04,NA,2.68,NA,trayveon-williams,NumberFire,14076,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.53,6.89,#25,200,57,3.03,4900,0.62,3.43,4000,0.86,3.03,10,0.3,NA
Jaylen Wright,RB,MIA,NA,4.32,19.27,NA,0.09,NA,0.27,2.08,NA,NA,0.01,NA,2.68,NA,jaylen-wright,NumberFire,16610,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.53,6.89,#20,200,57,2.79,4900,0.57,2.97,4000,0.74,2.79,10,0.28,NA
Sean Tucker,RB,TB,NA,2.95,12.43,NA,0.08,NA,0.7,6.08,NA,NA,0.03,NA,2.49,NA,sean-tucker,NumberFire,16166,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.66,6.64,#13,206,59,2.82,5100,0.55,3.19,4700,0.68,2.82,11,0.26,NA
Dameon Pierce,RB,HOU,NA,3.39,13.5,NA,0.09,NA,0.39,2.76,NA,NA,0.02,NA,2.26,NA,dameon-pierce,NumberFire,15717,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.81,6.33,#6,211,60,2.46,5000,0.49,2.67,4400,0.61,2.46,10,0.25,NA
D'Ernest Johnson,RB,JAC,NA,2.09,9.26,NA,0.05,NA,0.88,7.42,NA,NA,0.04,NA,2.2,NA,d-ernest-johnson,NumberFire,14331,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.85,6.25,#2,214,61,2.63,4700,0.56,3.08,4200,0.73,2.63,10,0.26,NA
JaMycal Hasty,RB,NE,NA,2.18,9.56,NA,0.04,NA,0.9,6.96,NA,NA,0.03,NA,2.01,NA,jamycal-hasty,NumberFire,14821,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.98,6,#5,221,62,2.46,4700,0.52,2.94,4100,0.72,2.46,10,0.25,NA
Gus Edwards,RB,LAC,NA,2.6,11.94,NA,0.09,NA,0.23,1.88,NA,NA,0.01,NA,1.94,NA,gus-edwards,NumberFire,13850,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.03,5.91,#10,223,63,2.06,5000,0.41,2.19,4000,0.55,2.06,NA,NA,NA
Emari Demercado,RB,ARI,NA,1.53,6.97,NA,0.03,NA,0.97,7.14,NA,NA,0.05,NA,1.91,NA,emari-demercado,NumberFire,16385,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.05,5.87,#15,224,64,2.36,5000,0.47,2.85,4600,0.62,2.36,10,0.24,NA
Carson Steele,RB,KC,NA,2.55,11.5,NA,0.06,NA,0.25,1.71,NA,NA,0.01,NA,1.67,NA,carson-steele,NumberFire,16612,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.21,5.55,#3,236,65,1.77,5300,0.33,1.94,4000,0.49,1.77,10,0.18,NA
Dare Ogunbowale,RB,HOU,NA,1.08,4.51,NA,0.03,NA,0.96,7.34,NA,NA,0.04,NA,1.62,NA,dare-ogunbowale,NumberFire,13148,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.24,5.48,#6,239,66,2.09,4800,0.44,2.57,4000,0.64,2.09,10,0.21,NA
Hunter Luepke,RB,DAL,NA,0.89,3.96,NA,0.02,NA,0.84,6.8,NA,NA,0.03,NA,1.32,NA,hunter-luepke,NumberFire,16391,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.44,5.08,#12,248,67,1.76,4600,0.38,2.2,4000,0.55,1.76,10,0.18,NA
Tyler Goodson,RB,IND,NA,1.78,7.66,NA,0.06,NA,0.25,1.75,NA,NA,0.01,NA,1.32,NA,tyler-goodson,NumberFire,15730,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.44,5.08,#8,248,67,1.47,5400,0.27,1.6,4900,0.33,1.47,10,0.15,NA
Ty Johnson,RB,BUF,NA,1.69,7.53,NA,0.04,NA,0.23,1.86,NA,NA,0.01,NA,1.24,NA,ty-johnson,NumberFire,14095,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5,4.98,#16,252,69,1.31,4800,0.27,1.45,4500,0.32,1.31,10,0.13,NA
Kyle Juszczyk,RB,SF,NA,0.3,1.34,NA,0.01,NA,0.7,6.04,NA,NA,0.05,NA,1.07,NA,kyle-juszczyk,NumberFire,11367,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.61,4.75,#29,255,70,1.43,4300,0.33,1.79,4000,0.45,1.43,10,0.14,NA
Keaton Mitchell,RB,BAL,NA,1.03,4.86,NA,0.03,NA,0.32,2.74,NA,NA,0.02,NA,1.06,NA,keaton-mitchell,NumberFire,16178,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.62,4.74,#24,256,71,1.2,4300,0.28,1.37,4000,0.34,1.2,13,0.09,NA
Miles Sanders,RB,CAR,NA,1.09,5.21,NA,0.03,NA,0.45,2.58,NA,NA,0.02,NA,1.02,NA,miles-sanders,NumberFire,14079,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.64,4.68,#22,259,72,1.28,5100,0.25,1.52,4300,0.35,1.28,10,0.13,NA
Isaac Guerendo,RB,SF,NA,0.91,3.91,NA,0.03,NA,0.24,1.76,NA,NA,0.01,NA,0.8,NA,isaac-guerendo,NumberFire,16688,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.79,4.39,#29,267,73,0.91,6700,0.14,1.04,6400,0.16,0.91,10,0.09,NA
Jeremy McNichols,RB,WSH,NA,0.78,3.28,NA,0.03,NA,0.24,1.79,NA,NA,0.01,NA,0.74,NA,jeremy-mcnichols,NumberFire,13143,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.83,4.31,#4,272,74,0.87,5300,0.16,0.99,4400,0.23,0.87,10,0.09,NA
Dalvin Cook,RB,DAL,NA,0.64,2.74,NA,0.01,NA,0.24,1.69,NA,NA,0.01,NA,0.55,NA,dalvin-cook,NumberFire,13128,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.96,4.06,#12,285,75,0.66,5000,0.13,0.79,5000,0.16,0.66,10,0.07,NA
Michael Burton,RB,DEN,NA,0.29,1.25,NA,0.01,NA,0.23,1.58,NA,NA,0.01,NA,0.36,NA,michael-burton,NumberFire,12325,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.09,3.81,#7,295,76,0.52,4000,0.13,0.63,4000,0.16,0.52,10,0.05,NA
Adam Prentice,RB,NO,NA,0.14,0.63,NA,0,NA,0.25,1.88,NA,NA,0.01,NA,0.33,NA,adam-prentice,NumberFire,15650,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.11,3.77,#18,301,77,0.42,4000,0.11,0.55,4000,0.14,0.42,10,0.04,NA
Ty Chandler,RB,MIN,NA,0.26,1.09,NA,0.01,NA,0.13,0.91,NA,NA,0.01,NA,0.3,NA,ty-chandler,NumberFire,15723,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.13,3.73,#31,305,78,0.39,5700,0.07,0.45,4200,0.11,0.39,10,0.04,NA
Jordan Mims,RB,NO,NA,0.29,1.27,NA,0.01,NA,0.12,0.98,NA,NA,0.01,NA,0.29,NA,jordan-mims,NumberFire,16424,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.14,3.72,#18,307,79,0.41,4600,0.09,0.47,4000,0.12,0.41,10,0.04,NA
J.J. Taylor,RB,HOU,NA,0.27,1.17,NA,0.01,NA,0.12,0.96,NA,NA,0.01,NA,0.28,NA,j-j-taylor,NumberFire,14827,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.14,3.7,#6,309,80,0.39,4500,0.09,0.45,4000,0.11,0.39,NA,NA,NA
Eric Gray,RB,NYG,NA,0.29,1.3,NA,0.01,NA,0.12,0.84,NA,NA,0.01,NA,0.28,NA,eric-gray,NumberFire,16173,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.14,3.7,#32,309,80,0.37,4700,0.08,0.44,4000,0.11,0.37,10,0.04,NA
Julius Chestnut,RB,TEN,NA,0.29,1.27,NA,0,NA,0.1,0.84,NA,NA,0,NA,0.25,NA,julius-chestnut,NumberFire,15965,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.16,3.66,#1,316,82,0.26,5100,0.05,0.31,4300,0.07,0.26,10,0.03,NA
Patrick Ricard,RB,BAL,NA,0.17,0.77,NA,0,NA,0.11,0.81,NA,NA,0.01,NA,0.23,NA,patrick-ricard,NumberFire,13455,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.18,3.64,#24,323,83,0.27,4400,0.06,0.33,4000,0.08,0.27,10,0.03,NA
C.J. Ham,RB,MIN,NA,0.13,0.57,NA,0,NA,0.13,0.92,NA,NA,0.01,NA,0.22,NA,c-j-ham-1,NumberFire,12923,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.18,3.62,#31,329,84,0.27,4100,0.07,0.34,4000,0.09,0.27,10,0.03,NA
Alec Ingold,RB,MIA,NA,0.13,0.57,NA,0,NA,0.13,1.05,NA,NA,0.01,NA,0.22,NA,alec-ingold,NumberFire,14420,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.18,3.62,#20,329,84,0.29,4100,0.07,0.35,4000,0.09,0.29,10,0.03,NA
Craig Reynolds,RB,DET,NA,0.14,0.62,NA,0,NA,0.11,0.97,NA,NA,0.01,NA,0.22,NA,craig-reynolds,NumberFire,14727,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.18,3.62,#11,329,84,0.27,4200,0.06,0.33,4000,0.08,0.27,10,0.03,NA
Patrick Taylor,RB,SF,NA,0.15,0.67,NA,0,NA,0.12,0.85,NA,NA,0.01,NA,0.22,NA,patrick-taylor,NumberFire,14817,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.18,3.62,#29,329,84,0.27,5400,0.05,0.33,NA,NA,0.27,NA,NA,NA
Aaron Shampklin,RB,PIT,NA,0.15,0.69,NA,0,NA,0.11,0.85,NA,NA,0.01,NA,0.21,NA,aaron-shampklin,NumberFire,16932,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.19,3.61,#26,336,88,0.27,4000,0.07,0.32,4000,0.08,0.27,NA,NA,NA
Hassan Haskins,RB,LAC,NA,0.14,0.63,NA,0,NA,0.11,0.79,NA,NA,0.01,NA,0.2,NA,hassan-haskins,NumberFire,15720,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.2,3.6,#10,338,89,0.26,4400,0.06,0.31,4000,0.08,0.26,10,0.03,NA
Will Shipley,RB,PHI,NA,0.18,0.77,NA,0,NA,0,0,NA,NA,0,NA,0.1,NA,will-shipley,NumberFire,16601,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.26,3.46,#30,364,90,0.08,4100,0.02,0.08,4000,0.02,0.08,10,0.01,NA
Christian McCaffrey,RB,SF,NA,NA,85.27,NA,0.69,NA,4.22,32.47,NA,NA,0.23,0.15,21.21,NA,2557997,NFL,13130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,NA,69.59,NA,0.55,NA,3.8,28.48,NA,NA,0.14,0.08,17.59,NA,2558019,NFL,13132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,NA,73.06,NA,0.51,NA,3.67,27.39,NA,NA,0.13,0.13,17.3,NA,2569558,NFL,16161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,PHI,NA,NA,84.99,NA,0.51,NA,2.89,21.37,NA,NA,0.14,0.15,17.13,NA,2560968,NFL,13604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Mixon,RB,HOU,NA,NA,81.72,NA,0.63,NA,2.82,20.55,NA,NA,0.07,0.08,17.09,NA,2557976,NFL,13131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,NA,55.39,NA,0.44,NA,4.6,34.24,NA,NA,0.16,0.07,17.02,NA,2570062,NFL,16167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,NA,96.56,NA,0.85,NA,1.2,8.67,NA,NA,0.06,0.08,17.02,NA,2556075,NFL,12626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,NA,74.04,NA,0.54,NA,3.08,22.83,NA,NA,0.12,0.12,16.49,NA,2568030,NFL,15708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,NA,79.22,NA,0.66,NA,2.48,18.4,NA,NA,0.07,0.15,16.32,NA,2567862,NFL,15710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,NA,NA,72.72,NA,0.5,NA,3.09,23.79,NA,NA,0.09,0.12,16.04,NA,2569642,NFL,16181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,NA,78.77,NA,0.64,NA,1.93,14.75,NA,NA,0.06,0.13,15.22,NA,2564148,NFL,14802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,NA,57.63,NA,0.45,NA,3.32,24.88,NA,NA,0.13,0.06,14.93,NA,2569747,NFL,16162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones,RB,MIN,NA,NA,65.72,NA,0.43,NA,2.83,20.99,NA,NA,0.16,0.07,14.9,NA,2558116,NFL,13319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
