team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,pos,player,dst_fum_recvr,dst_fumbles,dst_yds_against,dst_pts_against,opp,bye,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,return_tds
Miami Dolphins,0.81,0.06,2.62,NA,0.62,NA,0.12,22.75,NA,NA,NA,NA,NA,6.32,NA,NFL,0503,100019,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Houston Texans,0.79,0.06,2.57,NA,0.61,NA,0.12,23,NA,NA,NA,NA,NA,6.21,NA,NFL,0532,100013,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas City Chiefs,0.76,0.02,2.46,NA,0.54,NA,0.15,21.5,NA,NA,NA,NA,NA,6.18,NA,NFL,0512,100016,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Pittsburgh Steelers,0.73,0.06,2.52,NA,0.5,NA,0.17,23,NA,NA,NA,NA,NA,6.12,NA,NFL,0510,100027,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Las Vegas Raiders,0.71,0.02,2.57,NA,0.54,NA,0.12,21.75,NA,NA,NA,NA,NA,6.01,NA,NFL,0513,100018,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Carolina Panthers,0.74,0.06,2.4,NA,0.55,NA,0.12,22.75,NA,NA,NA,NA,NA,5.82,NA,NFL,0527,100004,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Detroit Lions,0.8,0.05,2.46,NA,0.51,NA,0.1,23.75,NA,NA,NA,NA,NA,5.78,NA,NFL,0522,100010,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philadelphia Eagles,0.73,0.02,2.4,NA,0.5,NA,0.11,23,NA,NA,NA,NA,NA,5.74,NA,NFL,0518,100025,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Baltimore Ravens,0.69,0.05,2.32,NA,0.49,NA,0.15,24.5,NA,NA,NA,NA,NA,5.68,NA,NFL,0531,100002,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denver Broncos,0.72,0.06,2.27,NA,0.54,NA,0.12,23.75,NA,NA,NA,NA,NA,5.63,NA,NFL,0511,100009,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indianapolis Colts,0.71,0.06,2.3,NA,0.53,NA,0.12,25,NA,NA,NA,NA,NA,5.62,NA,NFL,0502,100014,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Green Bay Packers,0.73,0.06,2.31,NA,0.5,NA,0.12,25.25,NA,NA,NA,NA,NA,5.61,NA,NFL,0523,100011,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington Commanders,0.71,0.05,2.28,NA,0.52,NA,0.11,22.75,NA,NA,NA,NA,NA,5.5,NA,NFL,0520,100032,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacksonville Jaguars,0.65,0.06,2.27,NA,0.49,NA,0.12,26.25,NA,NA,NA,NA,NA,5.39,NA,NFL,0509,100015,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York Jets,0.67,0.05,2.14,NA,0.45,NA,0.14,24.75,NA,NA,NA,NA,NA,5.32,NA,NFL,0505,100024,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee Titans,0.67,0.06,2.11,NA,0.5,NA,0.11,24,NA,NA,NA,NA,NA,5.23,NA,NFL,0508,100012,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona Cardinals,0.68,0.06,2.03,NA,0.51,NA,0.11,27.5,NA,NA,NA,NA,NA,5.19,NA,NFL,0519,100026,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Rams,0.65,0.05,2.21,NA,0.49,NA,0.1,27.25,NA,NA,NA,NA,NA,5.19,NA,NFL,0528,100017,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New England Patriots,0.68,0.05,2.05,NA,0.47,NA,0.11,25.75,NA,NA,NA,NA,NA,5.11,NA,NFL,0504,100021,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
