team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,pos,player,dst_fum_recvr,dst_fumbles,dst_yds_against,dst_pts_against,opp,bye,curr_site_pts,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
NA,0.7,0,2.3,NA,0.6,0.7,0.1,23.5,NA,NA,NA,345.8,NA,5.7,NA,FantasyPros,0504,8180,DST,New England Patriots,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.2,NA,0.5,0.8,0.2,23.1,NA,NA,NA,344.8,NA,5.6,NA,FantasyPros,0530,8270,DST,San Francisco 49ers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.2,NA,0.5,0.7,0.1,23.1,NA,NA,NA,342.4,NA,5.6,NA,FantasyPros,0503,8160,DST,Miami Dolphins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.7,NA,0.4,0.5,0.1,24.4,NA,NA,NA,347,NA,5.5,NA,FantasyPros,0513,8220,DST,Las Vegas Raiders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.2,NA,0.5,0.8,0.1,21.1,NA,NA,NA,335.2,NA,5.4,NA,FantasyPros,0514,8250,DST,Los Angeles Chargers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,1.9,NA,0.6,0.8,0.1,24.7,NA,NA,NA,358.4,NA,5.4,NA,FantasyPros,0532,8120,DST,Houston Texans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.2,NA,0.5,0.9,0.1,27,NA,NA,NA,395,NA,5.4,NA,FantasyPros,0515,8260,DST,Seattle Seahawks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.4,NA,0.4,0.7,0.1,24.1,NA,NA,NA,339.4,NA,5.4,NA,FantasyPros,0524,8170,DST,Minnesota Vikings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.1,NA,0.5,1,0.1,25.6,NA,NA,NA,380.3,NA,5.1,NA,FantasyPros,0525,8290,DST,Tampa Bay Buccaneers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.1,NA,0.5,0.6,0.1,30.1,NA,NA,NA,375.2,NA,5,NA,FantasyPros,0527,8040,DST,Carolina Panthers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.1,NA,0.5,0.6,0.1,22.4,NA,NA,NA,340.3,NA,5,NA,FantasyPros,0519,8000,DST,Arizona Cardinals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,1.8,NA,0.4,0.6,0.1,25.5,NA,NA,NA,325.3,NA,4.6,NA,FantasyPros,0508,8300,DST,Tennessee Titans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,1.3,0,3.3,NA,0.8,NA,0.3,16,NA,NA,NA,247.5,NA,15.6,NA,FantasySharks,0501,NA,D,"Bills, Buffalo",NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,1.4,0,2.9,NA,0.5,NA,0.2,19.6,NA,NA,NA,365.8,NA,12,NA,FantasySharks,0524,NA,D,"Vikings, Minnesota",NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.7,0,3,NA,0.9,NA,0.3,22,NA,NA,NA,333,NA,11.7,NA,FantasySharks,0517,NA,D,"Giants, New York",NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.9,0.2,2.2,NA,0.6,NA,0,16.8,NA,NA,NA,241.6,NA,11.7,NA,FantasySharks,0506,NA,D,"Bengals, Cincinnati",NA,NA,NA,NA,@CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,0.6,0,3,NA,0.6,NA,0.1,21.2,NA,NA,NA,286.6,NA,11.4,NA,FantasySharks,0505,NA,D,"Jets, New York",NA,NA,NA,NA,@PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,1.2,0.1,3,NA,0.3,NA,0,19.9,NA,NA,NA,324.4,NA,11,NA,FantasySharks,0522,NA,D,"Lions, Detroit",NA,NA,NA,NA,@MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.7,0.1,2.8,NA,0.6,NA,0.1,18.6,NA,NA,NA,343.2,NA,11,NA,FantasySharks,0511,NA,D,"Broncos, Denver",NA,NA,NA,NA,@NOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,1.2,0,2.4,NA,0.5,NA,0,15.7,NA,NA,NA,310.5,NA,10.6,NA,FantasySharks,0510,NA,D,"Steelers, Pittsburgh",NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GBP,1.1,0,2.7,NA,0.7,NA,0.2,23.4,NA,NA,NA,388.8,NA,10.2,NA,FantasySharks,0523,NA,D,"Packers, Green Bay",NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.6,0,3.1,NA,0.6,NA,0.1,22.3,NA,NA,NA,336.1,NA,10.1,NA,FantasySharks,0531,NA,D,"Ravens, Baltimore",NA,NA,NA,NA,@TBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOS,1.3,0,2.3,NA,0.5,NA,0,20.2,NA,NA,NA,379.1,NA,10.1,NA,FantasySharks,0529,NA,D,"Saints, New Orleans",NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.8,0,2.2,NA,0.5,NA,0,18.9,NA,NA,NA,321,NA,9.9,NA,FantasySharks,0514,NA,D,"Chargers, Los Angeles",NA,NA,NA,NA,@ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.7,0.1,2.8,NA,0.9,NA,0.1,22.1,NA,NA,NA,366,NA,9.8,NA,FantasySharks,0502,NA,D,"Colts, Indianapolis",NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.7,0.1,2.6,NA,0.4,NA,0.2,21,NA,NA,NA,313,NA,9.6,NA,FantasySharks,0528,NA,D,"Rams, Los Angeles",NA,NA,NA,NA,LVR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.6,0.1,2.5,NA,0.4,NA,0.2,26,NA,NA,NA,335.8,NA,9.5,NA,FantasySharks,0507,NA,D,"Browns, Cleveland",NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEP,0.5,0,2.3,NA,0.3,NA,0.1,19.1,NA,NA,NA,327.6,NA,9.4,NA,FantasySharks,0504,NA,D,"Patriots, New England",NA,NA,NA,NA,@JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SFO,0.7,0,2.3,NA,0.5,NA,0.2,24.3,NA,NA,NA,370.4,NA,9.3,NA,FantasySharks,0530,NA,D,"49ers, San Francisco",NA,NA,NA,NA,KCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.4,0.1,2.9,NA,0.3,NA,0.2,23.3,NA,NA,NA,347.8,NA,9.3,NA,FantasySharks,0515,NA,D,"Seahawks, Seattle",NA,NA,NA,NA,@ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.5,0,1.5,NA,0.4,NA,0.3,23,NA,NA,NA,341.9,NA,9.2,NA,FantasySharks,0526,NA,D,"Falcons, Atlanta",NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.8,0,2.1,NA,0.4,NA,0.1,24.1,NA,NA,NA,318.4,NA,9.2,NA,FantasySharks,0503,NA,D,"Dolphins, Miami",NA,NA,NA,NA,@IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KCC,0.4,0,2.1,NA,0.3,NA,0.1,18.3,NA,NA,NA,317.3,NA,9.1,NA,FantasySharks,0512,NA,D,"Chiefs, Kansas City",NA,NA,NA,NA,@SFO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.7,0,1.8,NA,0.4,NA,0.1,23.7,NA,NA,NA,319.4,NA,8.6,NA,FantasySharks,0519,NA,D,"Cardinals, Arizona",NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.2,0,2.8,NA,0.6,NA,0,23.8,NA,NA,NA,317.9,NA,8.4,NA,FantasySharks,0520,NA,D,"Commanders, Washington",NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.5,0,2.3,NA,0.1,NA,0.1,26.2,NA,NA,NA,348.5,NA,8.2,NA,FantasySharks,0532,NA,D,"Texans, Houston",NA,NA,NA,NA,@GBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVR,0.5,0,2.5,NA,0.3,NA,0.1,23.6,NA,NA,NA,354.1,NA,8.1,NA,FantasySharks,0513,NA,D,"Raiders, Las Vegas",NA,NA,NA,NA,@LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.3,0,2.8,NA,0.3,NA,0,22.7,NA,NA,NA,327.3,NA,8.1,NA,FantasySharks,0509,NA,D,"Jaguars, Jacksonville",NA,NA,NA,NA,NEP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.6,0,1.9,NA,0.2,NA,0.1,23.8,NA,NA,NA,341.3,NA,7.9,NA,FantasySharks,0518,NA,D,"Eagles, Philadelphia",NA,NA,NA,NA,@NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.2,0.1,1.9,NA,0.3,NA,0.1,25.8,NA,NA,NA,341.9,NA,7.2,NA,FantasySharks,0508,NA,D,"Titans, Tennessee",NA,NA,NA,NA,@BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TBB,0.4,0,1.8,NA,0.4,NA,0,26.6,NA,NA,NA,447.6,NA,5.3,NA,FantasySharks,0525,NA,D,"Buccaneers, Tampa Bay",NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.4,0,1,NA,0.1,NA,0,31.7,NA,NA,NA,373.4,NA,4.2,NA,FantasySharks,0527,NA,D,"Panthers, Carolina",NA,NA,NA,NA,@WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.7,NA,3.8,NA,0.6,0.7,0.2,17.5,NA,NA,NA,292.8,NA,11.96,NA,FleaFlicker,0506,2334,DST,Cincinnati Bengals,NA,NA,NA,NA,@CLESun 1:00 PM,12,NA,D/ST20,0,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.8,NA,3.2,NA,0.5,0.7,0.1,23,NA,NA,NA,348.3,NA,10.9,NA,FleaFlicker,0531,2330,DST,Baltimore Ravens,NA,NA,NA,NA,@TBMon 8:15 PM,14,NA,D/ST11,0,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.9,NA,3,NA,0.5,0.7,0.1,22.8,NA,NA,NA,338.1,NA,10.57,NA,FleaFlicker,0522,2338,DST,Detroit Lions,NA,NA,NA,NA,@MINSun 1:00 PM,5,NA,D/ST12,0,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.7,NA,3,NA,0.5,0.8,0.2,16.8,NA,NA,NA,289,NA,10.41,NA,FleaFlicker,0511,2337,DST,Denver Broncos,NA,NA,NA,NA,@NOW 33-10,14,10.41,D/ST16,0,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.8,NA,2.8,NA,0.5,0.9,0.1,22.9,NA,NA,NA,352.1,NA,10.3,NA,FleaFlicker,0526,2329,DST,Atlanta Falcons,NA,NA,NA,NA,SEASun 1:00 PM,12,NA,D/ST27,0,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.7,NA,2.6,NA,0.6,1,0.1,23,NA,NA,NA,353.6,NA,10,NA,FleaFlicker,0517,2348,DST,New York Giants,NA,NA,NA,NA,PHISun 1:00 PM,11,NA,D/ST24,0,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,0.6,NA,2.7,NA,0.5,0.8,0.1,19.9,NA,NA,NA,325.5,NA,9.76,NA,FleaFlicker,0510,2352,DST,Pittsburgh Steelers,NA,NA,NA,NA,NYJSun 8:20 PM,9,NA,D/ST1,0,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,0.7,NA,2.7,NA,0.5,0.7,0.2,19,NA,NA,NA,303.9,NA,9.62,NA,FleaFlicker,0505,2349,DST,New York Jets,NA,NA,NA,NA,@PITSun 8:20 PM,12,NA,D/ST2,0,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.6,NA,2.7,NA,0.5,0.8,0.1,23.8,NA,NA,NA,356.1,NA,9.6,NA,FleaFlicker,0507,2335,DST,Cleveland Browns,NA,NA,NA,NA,CINSun 1:00 PM,10,NA,D/ST8,0,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.7,NA,2.7,NA,0.5,0.6,0.1,19.4,NA,NA,NA,316.8,NA,9.5,NA,FleaFlicker,0518,2351,DST,Philadelphia Eagles,NA,NA,NA,NA,@NYGSun 1:00 PM,5,NA,D/ST10,0,71%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,0.7,NA,2.7,NA,0.4,0.8,0.1,21.7,NA,NA,NA,368.3,NA,9.48,NA,FleaFlicker,0523,2339,DST,Green Bay Packers,NA,NA,NA,NA,HOUSun 1:00 PM,10,NA,D/ST14,0,56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.7,NA,2.4,NA,0.6,0.7,0.1,18.1,NA,NA,NA,332.4,NA,9.09,NA,FleaFlicker,0509,2342,DST,Jacksonville Jaguars,NA,NA,NA,NA,NESun 9:30 AM,12,NA,D/ST23,0,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KC,0.7,NA,2.4,NA,0.5,0.7,0.1,24.5,NA,NA,NA,362.5,NA,9.06,NA,FleaFlicker,0512,2343,DST,Kansas City Chiefs,NA,NA,NA,NA,@SFSun 4:25 PM,6,NA,D/ST4,0,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF,0.8,NA,2.2,NA,0.5,0.8,0.1,23.1,NA,NA,NA,344.8,NA,9.04,NA,FleaFlicker,0530,2355,DST,San Francisco 49ers,NA,NA,NA,NA,KCSun 4:25 PM,9,NA,D/ST6,0,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.7,NA,2.3,NA,0.5,0.8,0.1,18.7,NA,NA,NA,326.4,NA,8.98,NA,FleaFlicker,0502,2341,DST,Indianapolis Colts,NA,NA,NA,NA,MIASun 1:00 PM,14,NA,D/ST19,0,42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.9,NA,2.2,NA,0.5,0.7,0.1,19.3,NA,NA,NA,360.2,NA,8.96,NA,FleaFlicker,0520,2359,DST,Washington Commanders,NA,NA,NA,NA,CARSun 4:05 PM,14,NA,D/ST30,0,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.7,NA,2.2,NA,0.5,0.9,0.1,27,NA,NA,NA,395,NA,8.93,NA,FleaFlicker,0515,2354,DST,Seattle Seahawks,NA,NA,NA,NA,@ATLSun 1:00 PM,10,NA,D/ST13,0,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,0.7,NA,2.7,NA,0.4,0.5,0.1,24.4,NA,NA,NA,347,NA,8.85,NA,FleaFlicker,0513,2350,DST,Las Vegas Raiders,NA,NA,NA,NA,@LARSun 4:05 PM,10,NA,D/ST22,0,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,0.7,NA,2.3,NA,0.6,0.7,0.1,23.4,NA,NA,NA,345.8,NA,8.85,NA,FleaFlicker,0504,2346,DST,New England Patriots,NA,NA,NA,NA,@JACSun 9:30 AM,14,NA,D/ST21,0,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.7,NA,2.4,NA,0.4,0.7,0.1,24.1,NA,NA,NA,339.4,NA,8.72,NA,FleaFlicker,0524,2345,DST,Minnesota Vikings,NA,NA,NA,NA,DETSun 1:00 PM,6,NA,D/ST15,0,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,0.6,NA,2.1,NA,0.5,1,0.1,25.6,NA,NA,NA,380.4,NA,8.68,NA,FleaFlicker,0525,2357,DST,Tampa Bay Buccaneers,NA,NA,NA,NA,BALMon 8:15 PM,11,NA,D/ST26,0,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.7,NA,2.2,NA,0.6,0.8,0.1,21.1,NA,NA,NA,335.2,NA,8.63,NA,FleaFlicker,0514,2353,DST,Los Angeles Chargers,NA,NA,NA,NA,@ARIMon 9:00 PM,5,NA,D/ST17,0,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,0.8,NA,2,NA,0.6,0.7,0.1,19.5,NA,NA,NA,342,NA,8.6,NA,FleaFlicker,0529,2347,DST,New Orleans Saints,NA,NA,NA,NA,DENL 10-33,12,8.6,D/ST3,0,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.8,NA,2.2,NA,0.5,0.7,0.1,23.1,NA,NA,NA,342.4,NA,8.57,NA,FleaFlicker,0503,2344,DST,Miami Dolphins,NA,NA,NA,NA,@INDSun 1:00 PM,6,NA,D/ST25,0,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.8,NA,2.1,NA,0.5,0.7,0.1,18.1,NA,NA,NA,339,NA,8.47,NA,FleaFlicker,0528,2356,DST,Los Angeles Rams,NA,NA,NA,NA,LVSun 4:05 PM,6,NA,D/ST31,0,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.8,NA,1.9,NA,0.6,0.8,0.1,24.7,NA,NA,NA,358.4,NA,8.27,NA,FleaFlicker,0532,2340,DST,Houston Texans,NA,NA,NA,NA,@GBSun 1:00 PM,14,NA,D/ST9,0,61%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,0.7,NA,1.9,NA,0.5,0.8,0.2,17.5,NA,NA,NA,332.2,NA,8.15,NA,FleaFlicker,0501,2331,DST,Buffalo Bills,NA,NA,NA,NA,TENSun 1:00 PM,12,NA,D/ST7,0,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.6,NA,2.1,NA,0.5,0.6,0.1,30.1,NA,NA,NA,375.2,NA,7.86,NA,FleaFlicker,0527,2332,DST,Carolina Panthers,NA,NA,NA,NA,@WASSun 4:05 PM,11,NA,NA,0,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.6,NA,2.1,NA,0.5,0.6,0.1,22.4,NA,NA,NA,340.3,NA,7.77,NA,FleaFlicker,0519,2328,DST,Arizona Cardinals,NA,NA,NA,NA,LACMon 9:00 PM,11,NA,D/ST29,0,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.6,NA,1.8,NA,0.4,0.6,0.1,25.5,NA,NA,NA,325.3,NA,7.16,NA,FleaFlicker,0508,2358,DST,Tennessee Titans,NA,NA,NA,NA,@BUFSun 1:00 PM,5,NA,D/ST28,0,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.62,NA,4.02,NA,0.6,NA,0.2,18,NA,NA,NA,309.35,NA,9.52,NA,NumberFire,0506,cincinnati-dst,D,Cincinnati D/ST,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,3.03,16.01,#32,1,9.51,4900,1.94,9.51,3300,2.88,9.51,11,0.86
JAC,0.51,NA,2.49,NA,0.7,NA,0.2,17.5,NA,NA,NA,314.07,NA,8.14,NA,NumberFire,0509,jacksonville-dst,D,Jacksonville D/ST,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,1.92,14.36,#30,2,8.15,3900,2.09,8.15,2800,2.91,8.15,10,0.82
DEN,0.45,NA,3.12,NA,0.42,NA,0.19,17.5,NA,NA,NA,294.46,NA,8.06,NA,NumberFire,0511,denver-dst,D,Denver D/ST,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,1.86,14.26,#12,3,8.04,4500,1.79,8.04,3000,2.68,8.04,19,0.42
BAL,0.91,NA,3.35,NA,0.53,NA,0.16,23,NA,NA,NA,350.94,NA,7.83,NA,NumberFire,0531,baltimore-dst,D,Baltimore D/ST,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,1.67,13.99,#4,4,7.8,4100,1.9,7.8,2900,2.69,7.8,12,0.65
PHI,0.71,NA,2.83,NA,0.49,NA,0.19,19.75,NA,NA,NA,322.72,NA,7.74,NA,NumberFire,0518,philadelphia-dst,D,Philadelphia D/ST,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,1.6,13.88,#24,5,7.76,4700,1.65,7.76,3600,2.16,7.76,12,0.65
NYJ,0.53,NA,2.57,NA,0.59,NA,0.19,18.5,NA,NA,NA,306.32,NA,7.68,NA,NumberFire,0505,new-york-jets-dst,D,New York Jets D/ST,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,1.55,13.81,#20,6,7.66,4800,1.6,7.66,3200,2.39,7.66,16,0.48
LA,0.76,NA,2.01,NA,0.46,NA,0.2,18.25,NA,NA,NA,319.45,NA,7.44,NA,NumberFire,0528,los-angeles-rams-d-st,D,Los Angeles Rams D/ST,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,1.36,13.52,#29,7,7.45,4100,1.82,7.45,3000,2.48,7.45,11,0.68
BUF,0.58,NA,1.81,NA,0.31,NA,0.22,16.25,NA,NA,NA,317.33,NA,7.24,NA,NumberFire,0501,buffalo-dst,D,Buffalo D/ST,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,1.2,13.28,#28,8,7.26,5000,1.45,7.26,3500,2.07,7.26,15,0.48
PIT,0.39,NA,2.92,NA,0.46,NA,0.17,20,NA,NA,NA,325.33,NA,7.04,NA,NumberFire,0510,pittsburgh-dst,D,Pittsburgh D/ST,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,1.04,13.04,#22,9,7.02,4500,1.56,7.02,3700,1.9,7.02,19,0.37
WSH,0.88,NA,2.26,NA,0.4,NA,0.18,21,NA,NA,NA,356.23,NA,7.02,NA,NumberFire,0520,washington-dst,D,Washington D/ST,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,1.03,13.01,#27,10,7.01,4600,1.52,7.01,3400,2.06,7.01,NA,NA
NO,0.72,NA,1.94,NA,0.61,NA,0.17,20,NA,NA,NA,317.99,NA,6.99,NA,NumberFire,0529,new-orleans-dst,D,New Orleans D/ST,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,1,12.98,#26,11,7,4400,1.59,7,3100,2.26,7,15,0.47
ATL,1,NA,2.88,NA,0.37,NA,0.16,24.25,NA,NA,NA,349.91,NA,6.88,NA,NumberFire,0526,atlanta-dst,D,Atlanta D/ST,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,0.92,12.84,#16,12,6.83,3400,2.01,6.83,3100,2.2,6.83,12,0.57
DET,0.9,NA,3.02,NA,0.54,NA,0.15,26,NA,NA,NA,352.46,NA,6.67,NA,NumberFire,0522,detroit-dst,D,Detroit D/ST,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,0.75,12.59,#18,13,6.65,3800,1.75,6.65,2800,2.38,6.65,17,0.39
NYG,0.65,NA,2.67,NA,0.53,NA,0.15,22.75,NA,NA,NA,330.46,NA,6.66,NA,NumberFire,0517,new-york-giants-dst,D,New York Giants D/ST,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,0.74,12.58,#15,14,6.58,3200,2.06,6.58,2500,2.63,6.58,15,0.44
LAC,0.58,NA,2.31,NA,0.59,NA,0.17,21.5,NA,NA,NA,321.74,NA,6.65,NA,NumberFire,0514,los-angeles-chargers-d-st,D,Los Angeles Chargers D/ST,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,0.73,12.57,#14,15,6.64,3600,1.84,6.64,3300,2.01,6.64,17,0.39
