player,team,fg,fg_att,xp,site_pts,src_id,data_src,pos,id,opp,xp_att,fg_0019,fg_2029,fg_3039,fg_4049,fg_50,fg_miss,xp_miss,bye,curr_site_pts,draft_rank,fg_pct,xp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points
Brandon McManus,JAC,2,2,2,9.01,9754,FleaFlicker,K,11947,@NOW 31-24,2,NA,NA,NA,NA,NA,NA,NA,9,9.01,K9,2/2,2/2,67%,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,DEN,2,2,2,9,12611,FleaFlicker,K,12956,GBSun 4:25 PM,2,NA,NA,NA,NA,NA,NA,NA,9,NA,K28,2/2,2/2,15%,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,ATL,2,1.9,1.7,8.71,13324,FleaFlicker,K,13403,@TBSun 1:00 PM,1.7,NA,NA,NA,NA,NA,NA,NA,1,NA,K10,2/1,1/1,66%,NA,NA,NA,NA,NA,NA,NA
Graham Gano,NYG,2,1.7,1.6,8.63,6304,FleaFlicker,K,9694,WASSun 1:00 PM,1.6,NA,NA,NA,NA,NA,NA,NA,3,NA,K31,2/1,1/1,29%,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,MIA,1,1.7,2.9,6.88,13977,FleaFlicker,K,13832,@PHISun 8:20 PM,2.9,NA,NA,NA,NA,NA,NA,NA,0,NA,K5,1/1,2/2,72%,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,DET,1,1.8,2.5,6.48,16587,FleaFlicker,K,15369,@BALSun 1:00 PM,2.5,NA,NA,NA,NA,NA,NA,NA,9,NA,K15,1/1,2/2,21%,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,LV,1,1.9,2.2,6.18,13947,FleaFlicker,K,13718,@CHISun 1:00 PM,2.2,NA,NA,NA,NA,NA,NA,NA,3,NA,K7,1/1,2/2,66%,NA,NA,NA,NA,NA,NA,NA
Matt Gay,IND,1,1.9,2.1,6.13,14848,FleaFlicker,K,14244,CLESun 1:00 PM,2.1,NA,NA,NA,NA,NA,NA,NA,1,NA,K11,1/1,2/2,50%,NA,NA,NA,NA,NA,NA,NA
Cameron Dicker,LAC,1,2,2.3,5.31,17315,FleaFlicker,K,15979,@KCSun 4:25 PM,2.3,NA,NA,NA,NA,NA,NA,NA,5,NA,K18,1/1,2/2,15%,NA,NA,NA,NA,NA,NA,NA
Anders Carlson,GB,1,1.9,2.3,5.3,17790,FleaFlicker,K,16339,@DENSun 4:25 PM,2.3,NA,NA,NA,NA,NA,NA,NA,6,NA,K32,1/1,2/2,8%,NA,NA,NA,NA,NA,NA,NA
Blake Grupe,NO,1,2.1,2.1,5.12,17834,FleaFlicker,K,16444,JACL 24-31,2.1,NA,NA,NA,NA,NA,NA,NA,1,5.12,K22,1/2,2/2,16%,NA,NA,NA,NA,NA,NA,NA
Matt Prater,ARI,1,1.9,1.9,4.91,4221,FleaFlicker,K,8930,@SEASun 4:05 PM,1.9,NA,NA,NA,NA,NA,NA,NA,4,NA,K17,1/1,1/1,17%,NA,NA,NA,NA,NA,NA,NA
Chad Ryland,NE,1,1.6,1.5,4.48,17688,FleaFlicker,K,16292,BUFSun 1:00 PM,1.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1/1,1/1,5%,NA,NA,NA,NA,NA,NA,NA
Michael Badgley,DET,0,0,0,0,14050,FleaFlicker,K,13980,@BALSun 1:00 PM,0,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0/0,0/0,2%,NA,NA,NA,NA,NA,NA,NA
Harrison Butker,KC,2.01,2.22,3.2,10.19,harrison-butker,NumberFire,K,13354,LAC,NA,0.02,0.78,0.51,0.68,0.07,NA,NA,NA,NA,NA,NA,NA,NA,6.28,14.1,#23,1,10.2,10.2,10.2
Jake Elliott,PHI,1.94,2.28,3.21,9.6,jake-elliott,NumberFire,K,13303,MIA,NA,0,0.68,0.62,0.42,0.16,NA,NA,NA,NA,NA,NA,NA,NA,5.21,13.99,#25,2,9.59,9.59,9.59
Chris Boswell,PIT,2.02,2.44,2.38,9.37,chris-boswell,NumberFire,K,11936,LA,NA,0,0.6,0.75,0.5,0.19,NA,NA,NA,NA,NA,NA,NA,NA,4.65,14.09,#14,3,9.38,9.38,9.38
Brett Maher,LA,1.88,2.16,2.34,9.05,brett-maher,NumberFire,K,13909,PIT,NA,0.02,0.48,0.5,0.7,0.18,NA,NA,NA,NA,NA,NA,NA,NA,3.2,14.9,#6,4,9.04,9.04,9.04
Dustin Hopkins,CLE,1.95,2.42,2.27,9.02,dustin-hopkins,NumberFire,K,11387,IND,NA,0,0.57,0.41,0.68,0.22,NA,NA,NA,NA,NA,NA,NA,NA,3.73,14.31,#17,5,9.03,9.03,9.03
Matt Gay,IND,1.89,2.05,1.88,8.66,matt-gay,NumberFire,K,14244,CLE,NA,0,0.48,0.6,0.69,0.16,NA,NA,NA,NA,NA,NA,NA,NA,3.82,13.5,#1,6,8.68,8.68,8.68
Tyler Bass,BUF,1.79,2.29,2.68,8.61,tyler-bass,NumberFire,K,14983,NE,NA,0,0.64,0.58,0.49,0.06,NA,NA,NA,NA,NA,NA,NA,NA,4.55,12.67,#12,7,8.6,8.6,8.6
Chase McLaughlin,TB,1.82,2.22,2.44,8.46,chase-mclaughlin,NumberFire,K,14717,ATL,NA,0.02,0.49,0.69,0.39,0.17,NA,NA,NA,NA,NA,NA,NA,NA,4.65,12.27,#15,8,8.45,8.45,8.45
Brandon McManus,JAC,1.99,2.09,1.75,8.39,brandon-mcmanus,NumberFire,K,11947,NO,NA,0,0.51,0.56,0.6,0.21,NA,NA,NA,NA,NA,NA,NA,NA,4.2,12.58,#8,9,8.41,8.41,8.41
Jake Moody,SF,1.44,1.85,3.22,8.36,jake-moody,NumberFire,K,16286,MIN,NA,0,0.44,0.52,0.34,0.18,NA,NA,NA,NA,NA,NA,NA,NA,5.08,11.64,#19,10,8.36,8.36,8.36
Blake Grupe,NO,1.9,2.38,2.1,8.36,blake-grupe,NumberFire,K,16444,JAC,NA,0.02,0.6,0.63,0.48,0.12,NA,NA,NA,NA,NA,NA,NA,NA,3.25,13.47,#2,10,8.37,8.37,8.37
Cameron Dicker,LAC,1.77,1.98,2.22,8.34,cameron-dicker,NumberFire,K,15979,KC,NA,0.02,0.59,0.55,0.4,0.21,NA,NA,NA,NA,NA,NA,NA,NA,5.06,11.62,#6,12,8.35,8.35,8.35
Cairo Santos,CHI,1.82,2.08,2.11,8.31,cairo-santos,NumberFire,K,11945,LV,NA,0,0.44,0.57,0.63,0.12,NA,NA,NA,NA,NA,NA,NA,NA,4.32,12.3,#30,13,8.26,8.26,8.26
Younghoe Koo,ATL,1.86,2.06,1.52,8.28,younghoe-koo,NumberFire,K,13403,TB,NA,0,0.64,0.51,0.51,0.25,NA,NA,NA,NA,NA,NA,NA,NA,3.98,12.58,#11,14,8.26,8.26,8.26
Matt Prater,ARI,1.65,1.95,1.95,8.12,matt-prater,NumberFire,K,8930,SEA,NA,0,0.5,0.5,0.52,0.22,NA,NA,NA,NA,NA,NA,NA,NA,4.43,11.81,#18,15,8.13,8.13,8.13
Justin Tucker,BAL,1.67,1.99,2.56,8,justin-tucker,NumberFire,K,10976,DET,NA,0.04,0.53,0.6,0.37,0.09,NA,NA,NA,NA,NA,NA,NA,NA,4.55,11.45,#10,16,8,8,8
Jason Myers,SEA,1.62,2.16,2.71,7.97,jason-myers,NumberFire,K,12437,ARI,NA,0.09,0.55,0.53,0.41,0.02,NA,NA,NA,NA,NA,NA,NA,NA,4.11,11.83,#31,17,7.96,7.96,7.96
Joey Slye,WSH,1.69,2.02,1.58,7.93,joey-slye,NumberFire,K,14600,NYG,NA,0.02,0.49,0.53,0.53,0.23,NA,NA,NA,NA,NA,NA,NA,NA,4.41,11.45,#16,18,7.97,7.97,7.97
