id,src_id,pos,player,team,rush_att,rush_yds,rush_tds,rec_yds,rec_tds,rec,rec_tgt,data_src,fumbles_lost,site_pts,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,return_tds,two_pts
14079,18283,RB,Miles Sanders,CAR,12.9,57.8,0.3,15.8,0.1,2,NA,FantasyPros,0.1,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15721,23891,RB,Rachaad White,TB,12.3,50.9,0.3,22,0.1,3.2,NA,FantasyPros,0.1,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14087,18588,RB,Darrell Henderson Jr.,LAR,12.8,52.9,0.4,12.7,0.1,1.7,NA,FantasyPros,0,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16385,25654,RB,Emari Demercado,ARI,13.9,55.7,0.3,14.6,0.1,2.1,NA,FantasyPros,0.1,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15256,22739,RB,Javonte Williams,DEN,11.7,52.6,0.3,17.5,0.1,2.5,NA,FantasyPros,0.1,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13138,16425,RB,Kareem Hunt,CLE,15.4,51.1,0.4,14.9,0.1,2,NA,FantasyPros,0,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15254,19302,RB,Najee Harris,PIT,13.4,54.2,0.3,11.9,0.1,1.8,NA,FantasyPros,0,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15716,20094,RB,Brian Robinson Jr.,WAS,11.5,48.8,0.3,11.7,0.1,1.4,NA,FantasyPros,0,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14798,19263,RB,Zack Moss,IND,12,45.5,0.3,10.3,0.1,1.3,NA,FantasyPros,0,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14805,19358,RB,AJ Dillon,GB,11.1,45.4,0.3,8.9,0,1.1,NA,FantasyPros,0,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13617,17245,RB,Royce Freeman,LAR,10.1,45.5,0.3,7.7,0,1.2,NA,FantasyPros,0.1,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15712,24172,RB,Tyler Allgeier,ATL,11.8,45.7,0.3,7.6,0,0.9,NA,FantasyPros,0,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12625,15498,RB,Ezekiel Elliott,NE,9.7,40.2,0.3,8.7,0,1.3,NA,FantasyPros,0,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15261,19792,RB,Chuba Hubbard,CAR,10.1,39.9,0.2,12.2,0,1.6,NA,FantasyPros,0,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16175,25322,RB,Roschon Johnson,CHI,11,35.2,0.3,14.6,0.1,2.1,NA,FantasyPros,0,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14080,18280,RB,Devin Singletary,HOU,9.4,39.8,0.3,8.1,0,1.1,NA,FantasyPros,0.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13134,16407,RB,D'Onta Foreman,CHI,10.3,38.5,0.3,8.8,0,1.2,NA,FantasyPros,0,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15733,24173,RB,Pierre Strong Jr.,CLE,7.4,37.8,0.3,9.2,0,1.3,NA,FantasyPros,0,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15742,24209,RB,Jaylen Warren,PIT,7.7,29,0.2,20.3,0.1,2.7,NA,FantasyPros,0,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11390,11821,RB,Latavius Murray,BUF,9,34.2,0.3,8.6,0.1,1.3,NA,FantasyPros,0,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14071,18239,RB,David Montgomery,DET,0,32.6,0.3,7,0,0.9,NA,FantasyPros,0,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14017,18026,RB,Jeff Wilson Jr.,MIA,6.3,28.7,0.3,11.7,0.1,1.4,NA,FantasyPros,0,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14727,19074,RB,Craig Reynolds,DET,8.5,29.3,0.3,7.8,0.1,1,NA,FantasyPros,0,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14086,18256,RB,Justice Hill,BAL,6.3,29,0.3,9.3,0,1.4,NA,FantasyPros,0.1,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16165,25323,RB,Tyjae Spears,TEN,4.9,22.5,0.1,17,0.1,2.2,NA,FantasyPros,0,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16390,25876,RB,Jaleel McLaughlin,DEN,5.4,25.4,0.2,11.1,0.1,1.6,NA,FantasyPros,0,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15255,23310,RB,Kenneth Gainwell,PHI,6,24.3,0.2,8.1,0,1.1,NA,FantasyPros,0,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14799,19268,RB,Cam Akers,MIN,5.6,25,0.2,9.6,0.1,1.2,NA,FantasyPros,0.1,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14807,19445,RB,Joshua Kelley,LAC,6.8,24,0.2,5.5,0,0.7,NA,FantasyPros,0,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13128,16374,RB,Dalvin Cook,NYJ,5.4,24.2,0.1,6.2,0,0.9,NA,FantasyPros,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11761,12209,RB,Jerick McKinnon,KC,1.6,7.2,0,20.4,0.1,2.2,NA,FantasyPros,0,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15263,22813,RB,Elijah Mitchell,SF,5.1,22,0.2,5,0,0.7,NA,FantasyPros,0,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13133,16423,RB,Samaje Perine,DEN,2.1,10.9,0.1,17.3,0.1,2.2,NA,FantasyPros,0,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14823,19647,RB,Rico Dowdle,DAL,5.4,20.4,0.2,5.9,0,0.8,NA,FantasyPros,0,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13139,16424,RB,Jamaal Williams,NO,5.3,22.5,0.2,3.6,0,0.6,NA,FantasyPros,0,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14852,19624,RB,Antonio Gibson,WAS,1.9,10,0.1,16.6,0.1,2,NA,FantasyPros,0,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16169,23152,RB,Zach Charbonnet,SEA,3.7,17.5,0.1,6.6,0,0.9,NA,FantasyPros,0,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14803,19325,RB,Clyde Edwards-Helaire,KC,3,14.8,0.1,6,0,0.8,NA,FantasyPros,0,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14810,19351,RB,Ke'Shawn Vaughn,TB,4.7,18.6,0.1,3.5,0,0.6,NA,FantasyPros,0,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14083,18616,RB,Travis Homer,CHI,0.1,12.4,0.1,8.6,0.1,0.9,NA,FantasyPros,0,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15972,22969,RB,Jordan Mason,SF,3.4,15.4,0.1,3.4,0,0.4,NA,FantasyPros,0,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11886,12334,RB,Damien Williams,ARI,3.7,14.4,0.1,6.9,0,0.9,NA,FantasyPros,0,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14811,19449,RB,Salvon Ahmed,MIA,2.7,10.9,0.1,8.1,0,1.1,NA,FantasyPros,0,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16164,22908,RB,Tank Bigsby,JAC,3.2,15.2,0.1,2.1,0,0.3,NA,FantasyPros,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16174,22986,RB,Chris Rodriguez Jr.,WAS,4.1,15.7,0.1,1,0,0.1,NA,FantasyPros,0,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13378,17058,RB,Matt Breida,NYG,3,12.1,0.1,6.5,0,0.8,NA,FantasyPros,0,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15714,20095,RB,Zamir White,LV,3.1,11.6,0.1,5.3,0,0.8,NA,FantasyPros,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11225,11613,RB,Cordarrelle Patterson,ATL,1.9,9.6,0.1,5.9,0,0.7,NA,FantasyPros,0,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13726,17496,RB,Chase Edmonds,TB,2.6,12.2,0.1,4.1,0,0.6,NA,FantasyPros,0,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15258,22728,RB,Michael Carter,NYJ,1.3,6.6,0,9,0,1.2,NA,FantasyPros,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14808,19418,RB,Darrynton Evans,CHI,2,9.5,0.1,4,0,0.5,NA,FantasyPros,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11367,11798,RB,Kyle Juszczyk,SF,0.8,2.1,0,7.9,0.1,0.9,NA,FantasyPros,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14815,19521,RB,DeeJay Dallas,SEA,1.5,5.4,0,4.3,0,0.6,NA,FantasyPros,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16176,22984,RB,Deuce Vaughn,DAL,0.3,5.7,0,3.6,0,0.5,NA,FantasyPros,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16171,24360,RB,Kendre Miller,NO,0.5,6.8,0,2.7,0,0.4,NA,FantasyPros,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14076,18607,RB,Trayveon Williams,CIN,0.9,5.1,0,4.1,0,0.7,NA,FantasyPros,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14081,17251,RB,Myles Gaskin,LAR,1.1,6.7,0,2.5,0,0.4,NA,FantasyPros,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16432,25885,RB,Emanuel Wilson,GB,0.5,5.2,0,3.2,0,0.5,NA,FantasyPros,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16181,25324,RB,Chase Brown,CIN,0.9,4.5,0,3.2,0,0.6,NA,FantasyPros,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13814,17612,RB,Boston Scott,PHI,1,5.1,0.1,1.5,0,0.3,NA,FantasyPros,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15746,22992,RB,Tyrion Davis-Price,SF,0,5.7,0,0.5,0,0.1,NA,FantasyPros,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15973,20100,RB,Raheem Blackshear,CAR,0.3,3.1,0,2.4,0,0.3,NA,FantasyPros,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16163,23122,RB,Zach Evans,LAR,0.1,4.2,0,1.5,0,0.2,NA,FantasyPros,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14095,18406,RB,Ty Johnson,BUF,0,3.1,0,2.8,0,0.3,NA,FantasyPros,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15734,23162,RB,Keaontay Ingram,ARI,0.3,3.7,0,1.9,0,0.3,NA,FantasyPros,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14804,19366,RB,Anthony McFarland Jr.,PIT,0,3.6,0,2,0,0.3,NA,FantasyPros,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15723,19471,RB,Ty Chandler,MIN,0.3,3.2,0,1.7,0,0.3,NA,FantasyPros,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12155,13924,RB,Ameer Abdullah,LV,0.2,0.7,0,5.2,0,0.6,NA,FantasyPros,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14331,19111,RB,D'Ernest Johnson,JAC,0.6,2.8,0,2.1,0,0.3,NA,FantasyPros,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12325,14191,RB,Michael Burton,DEN,0.6,2.9,0,1.6,0,0.3,NA,FantasyPros,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15257,19425,RB,Trey Sermon,IND,0.2,3.3,0,1.3,0,0.2,NA,FantasyPros,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13868,17813,RB,Mike Boone,HOU,0.4,2.8,0,1.7,0,0.2,NA,FantasyPros,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12261,13977,RB,Ty Montgomery II,NE,0.1,1.1,0,3.7,0,0.4,NA,FantasyPros,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15709,23143,RB,Isaiah Spiller,LAC,0.5,1.9,0,1.9,0,0.3,NA,FantasyPros,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13455,17145,RB,Patrick Ricard,BAL,0.2,0.4,0,3.2,0,0.5,NA,FantasyPros,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16409,25558,RB,Elijah Dotson,LAC,0,1.8,0,2,0,0.3,NA,FantasyPros,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14552,18847,RB,Khari Blasingame,CHI,0.3,1.6,0,2.5,0,0.4,NA,FantasyPros,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15275,22797,RB,Chris Evans,CIN,0,2.3,0,1.6,0,0.3,NA,FantasyPros,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16173,23075,RB,Eric Gray,NYG,0.3,2.5,0,1.3,0,0.2,NA,FantasyPros,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12923,16209,RB,C.J. Ham,MIN,0.1,0.3,0,3.5,0,0.5,NA,FantasyPros,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15462,23293,RB,Gary Brightwell,NYG,0,2.4,0,1.5,0,0.2,NA,FantasyPros,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14420,18571,RB,Alec Ingold,MIA,0.2,0.6,0,2.3,0,0.3,NA,FantasyPros,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10932,11410,RB,Brandon Bolden,LV,0,1.3,0,1.8,0,0.2,NA,FantasyPros,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16166,23679,RB,Sean Tucker,TB,0,2.7,0,0.7,0,0.2,NA,FantasyPros,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16178,25360,RB,Keaton Mitchell,BAL,0.2,0.6,0,1.6,0,0.2,NA,FantasyPros,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12845,15850,RB,Dwayne Washington,DEN,0,1,0,1.7,0,0.2,NA,FantasyPros,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14319,18748,RB,Andrew Beck,HOU,0.1,0.6,0,1.7,0,0.2,NA,FantasyPros,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16391,25941,RB,Hunter Luepke,DAL,0.3,1,0,1,0,0.2,NA,FantasyPros,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13906,17429,RB,Jason Cabinda,DET,0,0,0,1.2,0,0.1,NA,FantasyPros,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13838,17587,RB,Nick Bawden,NYJ,0.2,1.1,0,0,0,0,NA,FantasyPros,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15414,23249,RB,Kene Nwangwu,MIN,0,1,0,0.7,0,0.1,NA,FantasyPros,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14011,17352,RB,Godwin Igwebuike,PIT,0,0,0,1.3,0,0.2,NA,FantasyPros,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12040,13192,RB,Keith Smith,ATL,0.2,0.4,0,0.5,0,0.1,NA,FantasyPros,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13130,12892,RB,Christian McCaffrey,SF,18.7,79.2,0.8,36.3,0.2,4.1,4.1,FleaFlicker,0.1,17.65,9,CINSun 4:25 PM,RB1,1,115.6,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14085,14759,RB,Tony Pollard,DAL,17.4,75.7,0.6,30.5,0.2,3.6,3.6,FleaFlicker,0.1,14.94,7,LARSun 1:00 PM,RB5,0.7,106.3,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13404,13325,RB,Austin Ekeler,LAC,14.3,59.1,0.5,33.3,0.2,4.1,4.1,FleaFlicker,0.1,13.62,5,CHISun 8:20 PM,RB6,0.8,92.4,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15253,16241,RB,Travis Etienne,JAC,17.2,73.9,0.5,22.1,0.1,2.9,2.9,FleaFlicker,0.1,13.24,9,@PITSun 1:00 PM,RB4,0.6,96,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12447,11455,RB,Raheem Mostert,MIA,15.6,67.4,0.6,20.5,0.1,2.7,2.7,FleaFlicker,0.1,13.19,0,NESun 1:00 PM,RB16,0.8,87.9,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13132,12965,RB,Alvin Kamara,NO,15.4,60.1,0.4,38.5,0.2,5,5,FleaFlicker,0.1,13.16,1,@INDSun 1:00 PM,RB11,0.6,98.6,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15708,16834,RB,Breece Hall,NYJ,16.1,75,0.5,22.4,0.1,2.6,2.6,FleaFlicker,0.1,13.14,7,@NYGSun 1:00 PM,RB7,0.6,97.3,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15711,16890,RB,Kenneth Walker,SEA,18.6,76.3,0.6,14.2,0.1,2,2,FleaFlicker,0,12.99,5,CLESun 4:05 PM,RB3,0.7,90.6,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15749,17029,RB,Isiah Pacheco,KC,15.7,69.6,0.5,21.4,0.1,2.6,2.6,FleaFlicker,0.1,12.9,0,@DENSun 4:25 PM,RB15,0.7,91,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14802,15604,RB,Jonathan Taylor,IND,15.1,71.7,0.5,21.9,0.1,2.6,2.6,FleaFlicker,0.1,12.86,1,NOSun 1:00 PM,RB8,0.6,93.6,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14073,14673,RB,Josh Jacobs,LV,16.8,66.6,0.4,29.4,0.1,3.6,3.6,FleaFlicker,0.1,12.6,3,@DETMon 8:15 PM,RB9,0.5,96,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13604,13778,RB,Saquon Barkley,NYG,17.9,70.4,0.4,21.9,0.1,3.4,3.4,FleaFlicker,0.1,12.21,3,NYJSun 1:00 PM,RB14,0.5,92.3,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12626,12042,RB,Derrick Henry,TEN,17.6,75,0.5,14.7,0.1,1.8,1.8,FleaFlicker,0.1,12.15,7,ATLSun 1:00 PM,RB10,0.5,89.7,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16162,17612,RB,Jahmyr Gibbs,DET,16.9,57.2,0.5,24.4,0.1,3.2,3.2,FleaFlicker,0.1,12.08,9,LVMon 8:15 PM,RB23,0.7,81.6,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14797,15601,RB,D'Andre Swift,PHI,13.7,58.9,0.4,23.4,0.1,3.2,3.2,FleaFlicker,0,11.63,0,@WASSun 1:00 PM,RB12,0.6,82.3,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14223,14700,RB,Alexander Mattison,MIN,15.5,62.9,0.4,24.1,0.1,3,3,FleaFlicker,0.1,11.56,3,@GBSun 1:00 PM,RB27,0.5,87,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16161,17603,RB,Bijan Robinson,ATL,14.6,57.9,0.3,26.8,0.1,3.4,3.4,FleaFlicker,0.1,10.99,1,@TENSun 1:00 PM,RB2,0.5,84.7,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13131,12975,RB,Joe Mixon,CIN,14.4,59.2,0.4,19.2,0.1,3,3,FleaFlicker,0,10.76,7,@SFSun 4:25 PM,RB17,0.5,78.4,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13319,13111,RB,Aaron Jones,GB,11.8,52.3,0.3,27.3,0.2,3.2,3.2,FleaFlicker,0,10.7,6,MINSun 1:00 PM,RB19,0.5,79.6,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15715,16839,RB,James Cook,BUF,13.7,60.5,0.4,18.5,0.1,2.3,2.3,FleaFlicker,0.1,10.66,3,TBThu 8:15 PM,RB20,0.5,78.9,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15717,16914,RB,Dameon Pierce,HOU,15.8,65.1,0.4,9.8,0.1,1.3,1.3,FleaFlicker,0.1,10.33,7,@CARSun 1:00 PM,RB21,0.5,75,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13850,14191,RB,Gus Edwards,BAL,14.8,64.7,0.5,6.4,0,0.8,0.8,FleaFlicker,0.1,10.15,3,@ARISun 4:25 PM,RB32,0.5,71.1,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15259,16339,RB,Rhamondre Stevenson,NE,12.1,48.3,0.3,25.5,0.1,3.5,3.5,FleaFlicker,0.1,9.74,1,@MIASun 1:00 PM,RB24,0.4,73.9,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14079,14745,RB,Miles Sanders,CAR,12.9,57.8,0.3,15.8,0.1,2,2,FleaFlicker,0.1,9.58,7,HOUSun 1:00 PM,RB50,0.4,73.5,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15721,16882,RB,Rachaad White,TB,12.3,50.9,0.3,22,0.1,3.2,3.2,FleaFlicker,0.1,9.49,5,@BUFThu 8:15 PM,RB28,0.4,72.9,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
