player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int
Hunter Renfrow,WR,LV,NA,3.8,3.8,36.5,NA,NA,0,0,0,NA,0,0,3.57,NA,14836,FleaFlicker,14123,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR79,0,36.5,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deonte Harty,WR,BUF,NA,3.2,3.2,33.1,NA,NA,0,0.5,3.4,NA,0,0.1,3.49,NA,15154,FleaFlicker,14558,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR111,0,36.5,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,WAS,NA,3,3,26.8,NA,NA,0,1.1,5.7,NA,0,0,3.47,NA,12930,FleaFlicker,13157,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR70,0,32.5,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTDJ Chark,WR,CAR,NA,2.5,2.5,34.4,NA,NA,0,0,0.2,NA,0,0,3.46,NA,13790,FleaFlicker,13668,NOMon 7:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR61,0,34.6,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Woods,WR,HOU,NA,3.1,3.1,30.2,NA,NA,0,0.4,2.7,NA,0,0,3.43,NA,9338,FleaFlicker,11228,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR83,0,32.8,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mecole Hardman,WR,NYJ,NA,2.8,2.8,31.7,NA,NA,0,0.3,2.4,NA,0,0.1,3.41,NA,14725,FleaFlicker,14113,@DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR84,0,34.1,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Claypool,WR,CHI,NA,2.8,2.8,31.4,NA,NA,0,0.4,2,NA,0,0,3.4,NA,15597,FleaFlicker,14841,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR81,0,33.5,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.J. Osborn,WR,MIN,NA,3.2,3.2,30.5,NA,NA,0.1,0.1,0.3,NA,0,0,3.38,NA,15695,FleaFlicker,14977,@PHIThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR68,0.1,30.8,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Wilson,WR,ARI,NA,3,3,32.5,NA,NA,0,0.1,0.8,NA,0,0,3.35,NA,17671,FleaFlicker,16206,NYGSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR98,0,33.3,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kayshon Boutte,WR,NE,NA,2.9,2.9,31,NA,NA,0,0.1,0.8,NA,0,0,3.2,NA,17725,FleaFlicker,16193,MIASun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR109,0,31.7,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalin Hyatt,WR,NYG,NA,2.9,2.9,30.9,NA,NA,0,0.1,0.8,NA,0,0,3.19,NA,17648,FleaFlicker,16183,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR80,0,31.6,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Dell,WR,HOU,NA,2.8,2.8,30.6,NA,NA,0,0.1,0.8,NA,0,0,3.16,NA,17627,FleaFlicker,16204,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR89,0,31.3,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Gallup,WR,DAL,NA,2.5,2.5,28.8,NA,NA,0,0,0,NA,0,0,3.06,NA,13788,FleaFlicker,13646,NYJSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR62,0,28.8,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rondale Moore,WR,ARI,NA,3.9,3.9,27.5,NA,NA,0,0.8,3,NA,0,0,3.05,NA,16327,FleaFlicker,15283,NYGSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR67,0,30.6,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,2.1,2.1,29.8,NA,NA,0,0,0,NA,0,0,2.98,NA,16842,FleaFlicker,15768,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR69,0,29.8,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedric Tillman,WR,CLE,NA,2.7,2.7,28.9,NA,NA,0,0.1,0.7,NA,0,0,2.98,NA,17643,FleaFlicker,16191,@PITMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR102,0,29.6,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justyn Ross,WR,KC,NA,2.7,2.7,28.6,NA,NA,0,0.1,0.7,NA,0,0,2.95,NA,17266,FleaFlicker,15763,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR101,0,29.4,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Robinson,WR,PIT,NA,2.8,2.8,29.4,NA,NA,0,0,0,NA,0,0,2.94,NA,10305,FleaFlicker,11678,CLEMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR88,0,29.4,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randall Cobb,WR,NYJ,NA,2.4,2.4,28.3,NA,NA,0,0.1,0.1,NA,0,0,2.91,NA,7401,FleaFlicker,10308,@DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR116,0,28.5,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parris Campbell,WR,NYG,NA,3,3,26.2,NA,NA,0,0.2,2.5,NA,0,0,2.87,NA,14692,FleaFlicker,14112,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR78,0,28.8,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Richie James,WR,KC,NA,3.1,3.1,29.3,NA,NA,0,0.1,0.1,NA,0,0.1,2.72,NA,14009,FleaFlicker,13724,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR91,0,29.5,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braxton Berrios,WR,MIA,NA,2.5,2.5,20.1,NA,NA,0,0.3,2.4,NA,0.1,0,2.59,NA,13909,FleaFlicker,13638,@NESun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR106,0.1,22.5,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTJohn Metchie,WR,HOU,NA,2.4,2.4,24.7,NA,NA,0,0.1,0.6,NA,0,0,2.55,NA,16849,FleaFlicker,15759,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR85,0,25.3,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace Marshall,WR,CAR,NA,2.3,2.3,24.6,NA,NA,0,0,0,NA,0,0,2.51,NA,16313,FleaFlicker,15308,NOMon 7:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR90,0,24.6,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dortch,WR,ARI,NA,2.1,2.1,18.7,NA,NA,0.1,0.3,2.9,NA,0,0,2.49,NA,14935,FleaFlicker,14108,NYGSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR112,0.1,21.6,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,2.3,2.3,24.1,NA,NA,0,0.1,0.6,NA,0,0,2.49,NA,16947,FleaFlicker,15761,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR99,0,24.7,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,DET,NA,1.9,1.9,24.7,NA,NA,0,0,0,NA,0,0,2.45,NA,13029,FleaFlicker,13168,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR93,0,24.7,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Downs,WR,IND,NA,2.3,2.3,23.7,NA,NA,0,0.1,0.6,NA,0,0,2.45,NA,17622,FleaFlicker,16187,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR87,0,24.3,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demario Douglas,WR,NE,NA,2.3,2.3,23.7,NA,NA,0,0.1,0.6,NA,0,0,2.45,NA,17724,FleaFlicker,16342,MIASun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR127,0,24.3,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Watson,WR,KC,NA,1.7,1.7,23,NA,NA,0,0,0,NA,0,0,2.42,NA,13851,FleaFlicker,13776,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,23,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,ATL,NA,2.3,2.3,22.8,NA,NA,0,0.1,0.7,NA,0,0,2.36,NA,13008,FleaFlicker,13289,GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR96,0,23.5,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Palmer,WR,TB,NA,2.2,2.2,22.6,NA,NA,0,0.1,0.6,NA,0,0,2.28,NA,17767,FleaFlicker,16199,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR113,0,23.1,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalif Raymond,WR,DET,NA,2.1,2.1,20.5,NA,NA,0,0.2,0.7,NA,0,0,2.06,NA,12441,FleaFlicker,13066,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR124,0,21.2,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTWan'Dale Robinson,WR,NYG,NA,2,2,20.1,NA,NA,0,0.1,0.5,NA,0,0,2.04,NA,16869,FleaFlicker,15757,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR86,0,20.7,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Sherfield,WR,BUF,NA,1.9,1.9,20.2,NA,NA,0,0,0,NA,0,0,2.02,NA,14106,FleaFlicker,13893,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR123,0,20.2,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Moore,WR,TEN,NA,2.2,2.2,19.6,NA,NA,0,0.1,0.1,NA,0,0,1.97,NA,12153,FleaFlicker,12773,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0,19.7,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quez Watkins,WR,PHI,NA,2,2,19.9,NA,NA,0,0.1,0.1,NA,0,0,1.96,NA,15667,FleaFlicker,14992,MINThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR104,0,20,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Scott,WR,CHI,NA,1.9,1.9,18.9,NA,NA,0,0.1,0.5,NA,0,0,1.92,NA,17715,FleaFlicker,16205,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,19.4,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Jones,WR,DET,NA,1.8,1.8,18.4,NA,NA,0,0,0,NA,0,0,1.88,NA,8429,FleaFlicker,10738,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR92,0,18.4,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Skowronek,WR,LAR,NA,1.8,1.8,15.1,NA,NA,0,0,0.6,NA,0,0,1.75,NA,16526,FleaFlicker,15491,SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR125,0,15.7,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTyquan Thornton,WR,NE,NA,1.2,1.2,13.8,NA,NA,0,0.1,0.7,NA,0,0,1.69,NA,16835,FleaFlicker,15787,MIASun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR95,0,14.5,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nelson Agholor,WR,BAL,NA,1.5,1.5,17.3,NA,NA,0,0,0.1,NA,0,0,1.68,NA,11178,FleaFlicker,12181,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR115,0,17.4,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demarcus Robinson,WR,LAR,NA,1.5,1.5,15.4,NA,NA,0,0,0,NA,0,0,1.68,NA,12106,FleaFlicker,12785,SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,15.4,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,1.6,1.6,15.9,NA,NA,0,0,0,NA,0,0,1.65,NA,15751,FleaFlicker,14860,@LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR118,0,15.9,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sterling Shepard,WR,NYG,NA,1.7,1.7,14.6,NA,NA,0,0.1,0.9,NA,0,0,1.61,NA,12058,FleaFlicker,12658,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR100,0,15.5,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,NA,6.53,89.6,NA,NA,0.69,0.76,4.68,NA,0.06,NA,13.91,NA,tyreek-hill,NumberFire,12801,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,21.92,#10,32,1,17.13,20.44,17.13,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,NA,6.82,85.91,NA,NA,0.64,0.62,2.9,NA,0.03,NA,12.76,NA,ja-marr-chase,NumberFire,15281,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16,20.36,#3,37,2,16.17,19.66,16.17,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,NA,7.17,93.16,NA,NA,0.53,0,0,NA,0,NA,12.54,NA,justin-jefferson,NumberFire,14836,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.02,20.06,#8,41,3,16.1,19.69,16.1,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,BUF,NA,NA,6.53,83.45,NA,NA,0.62,0,0,NA,0,NA,12.02,NA,stefon-diggs,NumberFire,12186,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.68,19.36,#29,45,4,15.27,18.58,15.27,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,NA,5.37,80.5,NA,NA,0.53,0,0,NA,0,NA,11.15,NA,a-j-brown,NumberFire,14104,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.12,18.18,#24,53,5,13.84,16.57,13.84,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LV,NA,NA,6.18,82,NA,NA,0.49,0,0,NA,0,NA,11.15,NA,davante-adams,NumberFire,11675,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.12,18.18,#20,53,5,14.21,17.32,14.21,NA,NA,NA,NA,NA,NA
Calvin Ridley,WR,JAC,NA,NA,6.37,75.74,NA,NA,0.59,0,0,NA,0,NA,11.07,NA,calvin-ridley,NumberFire,13629,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.06,18.08,#23,55,7,14.26,17.47,14.26,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,NA,5.42,80.87,NA,NA,0.44,0.38,2.27,NA,0.03,NA,11.05,NA,jaylen-waddle,NumberFire,15284,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05,18.05,#10,56,8,13.76,16.52,13.76,NA,NA,NA,NA,NA,NA
Amon-Ra St. Brown,WR,DET,NA,NA,6.26,76.33,NA,NA,0.49,0.28,1.83,NA,0.02,NA,10.91,NA,amon-ra-st-brown,NumberFire,15287,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96,17.86,#31,57,9,14.03,17.16,14.03,NA,NA,NA,NA,NA,NA
Deebo Samuel,WR,SF,NA,NA,4.63,59.78,NA,NA,0.36,2.73,16.64,NA,0.17,NA,10.56,NA,deebo-samuel,NumberFire,14136,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.73,17.39,#17,61,10,12.92,15.35,12.92,NA,NA,NA,NA,NA,NA
D.K. Metcalf,WR,SEA,NA,NA,5.91,72.53,NA,NA,0.52,0,0,NA,0,NA,10.3,NA,dk-metcalf,NumberFire,14102,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56,17.04,#16,64,11,13.25,16.25,13.25,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,NA,5.99,70.47,NA,NA,0.47,0.3,1.68,NA,0.01,NA,10.16,NA,ceedee-lamb,NumberFire,14832,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47,16.85,#15,67,12,13.11,16.11,13.11,NA,NA,NA,NA,NA,NA
Keenan Allen,WR,LAC,NA,NA,6.09,73.3,NA,NA,0.42,0.26,1.43,NA,0.01,NA,10.01,NA,keenan-allen-1,NumberFire,11222,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,16.64,#22,70,13,13.04,16.12,13.04,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,NA,4.82,68.12,NA,NA,0.44,0,0,NA,0,NA,9.47,NA,mike-evans,NumberFire,11671,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03,15.91,#25,74,14,11.86,14.28,11.86,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,NA,5.46,67.65,NA,NA,0.44,0,0,NA,0,NA,9.36,NA,tee-higgins,NumberFire,14835,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96,15.76,#3,76,15,12.1,14.86,12.1,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,NA,5.1,69.7,NA,NA,0.41,0,0,NA,0,NA,9.34,NA,chris-olave,NumberFire,15754,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94,15.74,#21,77,16,11.9,14.5,11.9,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,NA,5.29,66.38,NA,NA,0.45,0,0,NA,0,NA,9.31,NA,devonta-smith,NumberFire,15282,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92,15.7,#24,78,17,11.94,14.62,11.94,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,NA,4.9,69.23,NA,NA,0.33,0,0,NA,0,NA,8.87,NA,garrett-wilson,NumberFire,15753,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64,15.1,#1,81,18,11.29,13.78,11.29,NA,NA,NA,NA,NA,NA
Amari Cooper,WR,CLE,NA,NA,4.55,63.52,NA,NA,0.42,0,0,NA,0,NA,8.85,NA,amari-cooper,NumberFire,12175,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62,15.08,#27,82,19,11.15,13.43,11.15,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,TEN,NA,NA,5.14,64.22,NA,NA,0.39,0,0,NA,0,NA,8.67,NA,deandre-hopkins-1,NumberFire,11232,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.51,14.83,#32,83,20,11.23,13.86,11.23,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,NA,NA,5.61,61.17,NA,NA,0.36,0.26,1.59,NA,0.02,NA,8.46,NA,chris-godwin,NumberFire,13163,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37,14.55,#25,84,21,11.28,14.14,11.28,NA,NA,NA,NA,NA,NA
Mike Williams,WR,LAC,NA,NA,4.24,61.28,NA,NA,0.37,0,0,NA,0,NA,8.37,NA,mike-williams,NumberFire,13154,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31,14.43,#22,85,22,10.47,12.6,10.47,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LA,NA,NA,5.21,62.17,NA,NA,0.32,0.26,1.54,NA,0.01,NA,8.35,NA,puka-nacua,NumberFire,16211,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,14.4,#6,86,23,10.9,13.54,10.9,NA,NA,NA,NA,NA,NA
Brandon Aiyuk,WR,SF,NA,NA,4.33,56.85,NA,NA,0.41,0,0,NA,0,NA,8.13,NA,brandon-aiyuk,NumberFire,14840,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16,14.1,#17,87,24,10.27,12.47,10.27,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,JAC,NA,NA,4.68,57.09,NA,NA,0.36,0.26,1.24,NA,0.01,NA,8.07,NA,christian-kirk,NumberFire,13633,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12,14.02,#23,88,25,10.39,12.74,10.39,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,NA,4.46,51.6,NA,NA,0.32,0.61,3.58,NA,0.03,NA,7.53,NA,zay-flowers,NumberFire,16190,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,13.29,#14,92,26,9.79,12.06,9.79,NA,NA,NA,NA,NA,NA
Gabriel Davis,WR,BUF,NA,NA,3.55,54.63,NA,NA,0.33,0,0,NA,0,NA,7.42,NA,gabriel-davis,NumberFire,14845,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,13.14,#29,93,27,9.18,10.98,9.18,NA,NA,NA,NA,NA,NA
Michael Pittman Jr.,WR,IND,NA,NA,5.19,53.69,NA,NA,0.34,0,0,NA,0,NA,7.36,NA,michael-pittman-jr,NumberFire,14842,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,13.06,#18,94,28,9.92,12.57,9.92,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,NA,4.33,56.35,NA,NA,0.29,0,0,NA,0,NA,7.35,NA,nico-collins,NumberFire,15290,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,13.05,#11,95,29,9.52,11.71,9.52,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,NA,4.38,54.94,NA,NA,0.3,0,0,NA,0,NA,7.26,NA,jaxon-smith-njigba,NumberFire,16185,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59,12.93,#16,96,30,9.42,11.65,9.42,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WSH,NA,NA,4.15,56.97,NA,NA,0.24,0,0,NA,0,NA,7.09,NA,terry-mclaurin,NumberFire,14109,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48,12.7,#28,99,31,9.17,11.28,9.17,NA,NA,NA,NA,NA,NA
George Pickens,WR,PIT,NA,NA,3.95,51.4,NA,NA,0.32,0,0,NA,0,NA,7.04,NA,george-pickens,NumberFire,15762,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,12.63,#2,100,32,9.02,11.01,9.02,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,DAL,NA,NA,4.17,46.89,NA,NA,0.34,0.3,1.67,NA,0.01,NA,6.97,NA,brandin-cooks,NumberFire,11674,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,12.53,#15,101,33,9.06,11.15,9.06,NA,NA,NA,NA,NA,NA
Marquise Brown,WR,ARI,NA,NA,4.38,48.17,NA,NA,0.24,0.55,3.09,NA,0.03,NA,6.67,NA,marquise-brown,NumberFire,14105,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,12.13,#26,105,34,8.84,11.09,8.84,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,NA,3.99,49.36,NA,NA,0.29,0,0,NA,0,NA,6.58,NA,drake-london,NumberFire,15751,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,12.01,#13,107,35,8.59,10.64,8.59,NA,NA,NA,NA,NA,NA
D.J. Moore,WR,CHI,NA,NA,3.73,47.61,NA,NA,0.29,0,0,NA,0,NA,6.51,NA,d-j-moore-1,NumberFire,13635,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,11.91,#19,109,36,8.37,10.24,8.37,NA,NA,NA,NA,NA,NA
