player,pos,team,games,fg,fg_att,fg_0019,fg_att_0019,fg_2029,fg_att_2029,fg_3039,fg_att_3039,fg_4049,fg_att_4049,fg_50,fg_att_50,xp,xp_att,site_pts,site_fppg,src_id,data_src,id,fg_50_att,fg_49,fg_49_att,fg_39,fg_att_39,opp,fg_miss,xp_miss,bye,draft_rank,fg_pct,xp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points
Cairo Santos,K,CHI,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,5.86,NA,10888,FleaFlicker,11945,NA,NA,NA,NA,NA,@KCSun 4:25 PM,NA,NA,3,NA,1/1,1/1,8%,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,5.85,NA,13986,FleaFlicker,13719,NA,NA,NA,NA,NA,@SEASun 4:05 PM,NA,NA,7,NA,1/1,1/1,7%,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,WAS,NA,1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,5.83,NA,15366,FleaFlicker,14600,NA,NA,NA,NA,NA,BUFSun 1:00 PM,NA,NA,4,NA,1/1,1/1,5%,NA,NA,NA,NA,NA,NA,NA
Greg Zuerlein,K,NYJ,NA,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.6,5.6,NA,8608,FleaFlicker,10868,NA,NA,NA,NA,NA,NESun 1:00 PM,NA,NA,7,K19,1/1,1/1,22%,NA,NA,NA,NA,NA,NA,NA
Austin Seibert,K,NYJ,NA,1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1.1,5.12,NA,14847,FleaFlicker,14258,NA,NA,NA,NA,NA,NESun 1:00 PM,NA,NA,7,NA,0/0,1/1,1%,NA,NA,NA,NA,NA,NA,NA
Michael Badgley,K,DET,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,14050,FleaFlicker,13980,NA,NA,NA,NA,NA,ATLSun 1:00 PM,NA,NA,9,NA,0/0,0/0,3%,NA,NA,NA,NA,NA,NA,NA
Cade York,K,TEN,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,16929,FleaFlicker,15882,NA,NA,NA,NA,NA,@CLESun 1:00 PM,NA,NA,7,NA,0/0,0/0,4%,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,JAC,NA,2.11,2.44,0.02,NA,0.66,NA,0.68,NA,0.61,NA,0.11,NA,2.73,NA,9.82,NA,brandon-mcmanus,NumberFire,11947,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,5.51,14.13,#24,1,9.8,9.8,9.8
Jason Myers,K,SEA,NA,2.02,2.28,0.02,NA,0.54,NA,0.72,NA,0.48,NA,0.26,NA,2.54,NA,9.59,NA,jason-myers,NumberFire,12437,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,5.6,13.58,#19,2,9.6,9.6,9.6
Younghoe Koo,K,ATL,NA,1.72,1.94,0.02,NA,0.55,NA,0.57,NA,0.53,NA,0.09,NA,3.31,NA,9.3,NA,younghoe-koo,NumberFire,13403,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,5.29,13.31,#23,3,9.3,9.3,9.3
Cameron Dicker,K,LAC,NA,1.81,2.12,0.05,NA,0.48,NA,0.62,NA,0.48,NA,0.22,NA,2.83,NA,9.29,NA,cameron-dicker,NumberFire,15979,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,5.04,13.54,#25,4,9.3,9.3,9.3
Harrison Butker,K,KC,NA,1.78,2.25,0.02,NA,0.68,NA,0.66,NA,0.32,NA,0.09,NA,3.42,NA,9.22,NA,harrison-butker,NumberFire,13354,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,4.88,13.56,#27,5,9.23,9.23,9.23
Tyler Bass,K,BUF,NA,1.75,1.96,0,NA,0.56,NA,0.58,NA,0.51,NA,0.16,NA,2.92,NA,9.19,NA,tyler-bass,NumberFire,14983,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,4.38,14,#14,6,9.18,9.18,9.18
Justin Tucker,K,BAL,NA,1.84,2.27,0.02,NA,0.55,NA,0.56,NA,0.58,NA,0.07,NA,3.12,NA,9.19,NA,justin-tucker,NumberFire,10976,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,3.94,14.44,#13,6,9.18,9.18,9.18
Greg Joseph,K,MIN,NA,1.81,2.27,0.04,NA,0.57,NA,0.57,NA,0.5,NA,0.17,NA,2.74,NA,9.14,NA,greg-joseph,NumberFire,13898,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,4.83,13.45,#31,8,9.13,9.13,9.13
Brandon Aubrey,K,DAL,NA,1.92,2.3,0.05,NA,0.58,NA,0.87,NA,0.22,NA,0.22,NA,2.62,NA,9.09,NA,brandon-aubrey,NumberFire,16414,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,4.38,13.8,#18,9,9.1,9.1,9.1
Daniel Carlson,K,LV,NA,2.03,2.2,0,NA,0.45,NA,0.73,NA,0.49,NA,0.31,NA,1.98,NA,9.04,NA,daniel-carlson,NumberFire,13718,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,3.9,14.18,#6,10,9.03,9.03,9.03
Jason Sanders,K,MIA,NA,1.78,2.14,0,NA,0.54,NA,0.57,NA,0.6,NA,0.09,NA,2.75,NA,8.94,NA,jason-sanders,NumberFire,13832,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,4.68,13.2,#30,11,8.93,8.93,8.93
Jake Elliott,K,PHI,NA,1.75,2.09,0,NA,0.57,NA,0.4,NA,0.58,NA,0.22,NA,2.6,NA,8.91,NA,jake-elliott,NumberFire,13303,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,4.64,13.18,#7,12,8.93,8.93,8.93
Riley Patterson,K,DET,NA,1.81,2.14,0.02,NA,0.61,NA,0.68,NA,0.41,NA,0.09,NA,2.84,NA,8.87,NA,riley-patterson,NumberFire,15369,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,5.49,12.25,#8,13,8.86,8.86,8.86
Jake Moody,K,SF,NA,1.52,1.87,0.04,NA,0.55,NA,0.41,NA,0.35,NA,0.2,NA,3.24,NA,8.63,NA,jake-moody,NumberFire,16286,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,4.82,12.44,#28,14,8.64,8.64,8.64
Dustin Hopkins,K,CLE,NA,1.76,2.17,0.02,NA,0.48,NA,0.54,NA,0.57,NA,0.16,NA,2.39,NA,8.6,NA,dustin-hopkins,NumberFire,11387,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,4.23,12.97,#20,15,8.59,8.59,8.59
Brett Maher,K,LA,NA,1.89,2.29,0.02,NA,0.59,NA,0.64,NA,0.57,NA,0.11,NA,1.94,NA,8.49,NA,brett-maher,NumberFire,13909,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,4.01,12.97,#22,16,8.52,8.52,8.52
Evan McPherson,K,CIN,NA,1.68,2.19,0,NA,0.51,NA,0.6,NA,0.52,NA,0.07,NA,2.7,NA,8.47,NA,evan-mcpherson,NumberFire,15368,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,3.66,13.28,#21,17,8.46,8.46,8.46
Eddy Pineiro,K,CAR,NA,1.7,1.96,0.02,NA,0.4,NA,0.61,NA,0.57,NA,0.17,NA,1.97,NA,8.18,NA,eddy-pineiro,NumberFire,13719,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,4.58,11.78,#29,18,8.19,8.19,8.19
Chase McLaughlin,K,TB,NA,1.73,1.98,0,NA,0.69,NA,0.44,NA,0.44,NA,0.14,NA,2.23,NA,8.08,NA,chase-mclaughlin,NumberFire,14717,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,3.12,13.04,#12,19,8.08,8.08,8.08
Ka'imi Fairbairn,K,HOU,NA,1.66,1.9,0.02,NA,0.37,NA,0.56,NA,0.56,NA,0.26,NA,1.65,NA,8.06,NA,ka-imi-fairbairn,NumberFire,12860,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,3.04,13.08,#10,20,8.04,8.04,8.04
Cairo Santos,K,CHI,NA,1.71,1.96,0,NA,0.6,NA,0.35,NA,0.46,NA,0.25,NA,2.07,NA,8.03,NA,cairo-santos,NumberFire,11945,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,4.01,12.05,#9,21,8.01,8.01,8.01
Graham Gano,K,NYG,NA,1.75,1.99,0,NA,0.52,NA,0.57,NA,0.48,NA,0.15,NA,2.09,NA,8.01,NA,graham-gano,NumberFire,9694,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,3.75,12.27,#5,22,8.03,8.03,8.03
Nick Folk,K,TEN,NA,1.61,1.86,0,NA,0.43,NA,0.52,NA,0.45,NA,0.22,NA,1.84,NA,7.59,NA,nick-folk,NumberFire,8851,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,3.72,11.46,#2,23,7.59,7.59,7.59
Anders Carlson,K,GB,NA,1.56,1.81,0,NA,0.64,NA,0.4,NA,0.37,NA,0.2,NA,1.94,NA,7.55,NA,anders-carlson,NumberFire,16339,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,4.15,10.95,#3,24,7.54,7.54,7.54
Chris Boswell,K,PIT,NA,1.51,1.99,0.02,NA,0.36,NA,0.52,NA,0.51,NA,0.1,NA,2.32,NA,7.55,NA,chris-boswell,NumberFire,11936,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,3.95,11.15,#32,24,7.56,7.56,7.56
Greg Zuerlein,K,NYJ,NA,1.72,2.05,0,NA,0.35,NA,0.52,NA,0.49,NA,0.28,NA,1.48,NA,7.47,NA,greg-zuerlein,NumberFire,10868,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,2.77,12.17,#15,26,7.45,7.45,7.45
Matt Gay,K,IND,NA,1.67,1.91,0,NA,0.53,NA,0.61,NA,0.47,NA,0.15,NA,1.42,NA,7.45,NA,matt-gay,NumberFire,14244,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,2.94,11.96,#4,27,7.47,7.47,7.47
Matt Prater,K,ARI,NA,1.99,2.34,0.04,NA,0.57,NA,0.62,NA,0.49,NA,0.11,NA,1.16,NA,7.37,NA,matt-prater,NumberFire,8930,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,3.08,11.66,#1,28,7.36,7.36,7.36
Wil Lutz,K,DEN,NA,1.53,1.93,0.06,NA,0.64,NA,0.38,NA,0.4,NA,0.12,NA,1.75,NA,7.2,NA,wil-lutz,NumberFire,12956,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,3.99,10.41,#26,29,7.19,7.19,7.19
Blake Grupe,K,NO,NA,1.56,1.78,0.02,NA,0.47,NA,0.57,NA,0.37,NA,0.14,NA,1.8,NA,7.17,NA,blake-grupe,NumberFire,16444,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,3.26,11.08,#17,30,7.16,7.16,7.16
Chad Ryland,K,NE,NA,1.65,1.99,0.02,NA,0.58,NA,0.47,NA,0.41,NA,0.16,NA,1.5,NA,7.17,NA,chad-ryland,NumberFire,16292,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,3.66,10.68,#16,30,7.15,7.15,7.15
Joey Slye,K,WSH,NA,1.55,1.79,0.02,NA,0.53,NA,0.41,NA,0.56,NA,0.1,NA,1.42,NA,7.02,NA,joey-slye,NumberFire,14600,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,3.41,10.63,#11,32,7.04,7.04,7.04
Justin Tucker,K,BAL,NA,NA,NA,NA,NA,0.48,NA,0.55,NA,0.5,NA,NA,NA,2.99,NA,7.58,NA,2536340,NFL,10976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,NA,NA,0.05,NA,0.48,NA,0.52,NA,0.42,NA,NA,NA,3.07,NA,7.48,NA,2560993,NFL,13718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,MIN,NA,NA,NA,NA,NA,0.48,NA,0.68,NA,0.45,NA,NA,NA,2.54,NA,7.37,NA,2561534,NFL,13898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,DET,NA,NA,NA,0.04,NA,0.48,NA,0.53,NA,0.46,NA,NA,NA,2.79,NA,7.32,NA,2567013,NFL,15369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Butker,K,KC,NA,NA,NA,NA,NA,0.5,NA,0.57,NA,0.48,NA,NA,NA,2.58,NA,7.23,NA,2558245,NFL,13354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,NA,NA,NA,NA,NA,0.48,NA,0.54,NA,0.43,NA,NA,NA,2.84,NA,7.19,NA,2550545,NFL,11936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,NA,NA,0.02,NA,0.47,NA,0.53,NA,0.53,NA,NA,NA,2.46,NA,7.11,NA,2553112,NFL,12437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,NA,NA,NA,NA,0.48,NA,0.51,NA,0.43,NA,NA,NA,2.84,NA,7.1,NA,2559205,NFL,13403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,K,MIA,NA,NA,NA,0.05,NA,0.48,NA,0.53,NA,0.44,NA,NA,NA,2.59,NA,7.09,NA,2561153,NFL,13832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,TB,NA,NA,NA,NA,NA,0.48,NA,0.54,NA,0.51,NA,NA,NA,2.46,NA,7.05,NA,2563203,NFL,14717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,NA,NA,NA,NA,0.48,NA,0.6,NA,0.4,NA,NA,NA,2.17,NA,6.61,NA,2560842,NFL,13719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,JAX,NA,NA,NA,0.02,NA,0.48,NA,0.5,NA,0.44,NA,NA,NA,2.25,NA,6.57,NA,2541556,NFL,11947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,DEN,NA,NA,NA,NA,NA,0.48,NA,0.62,NA,0.44,NA,NA,NA,1.92,NA,6.54,NA,2556601,NFL,12956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,ARI,NA,NA,NA,0.01,NA,0.48,NA,0.51,NA,0.44,NA,NA,NA,2.14,NA,6.46,NA,2506677,NFL,8930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brett Maher,K,LA,NA,NA,NA,NA,NA,0.47,NA,0.65,NA,0.47,NA,NA,NA,1.68,NA,6.45,NA,2540243,NFL,13909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,WAS,NA,NA,NA,NA,NA,0.48,NA,0.53,NA,0.42,NA,NA,NA,1.96,NA,6.25,NA,2563132,NFL,14600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,NA,NA,0.02,NA,0.48,NA,0.54,NA,0.46,NA,NA,NA,1.7,NA,6.2,NA,2565953,NFL,15368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,IND,NA,NA,NA,0.07,NA,0.48,NA,0.51,NA,0.37,NA,NA,NA,1.81,NA,6.1,NA,2562271,NFL,14244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,NA,NA,NA,NA,0.48,NA,0.52,NA,0.42,NA,NA,NA,1.83,NA,6.09,NA,2556521,NFL,12860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Moody,K,SF,NA,NA,NA,NA,NA,0.48,NA,0.42,NA,0.45,NA,NA,NA,2.04,NA,6.09,NA,2570308,NFL,16286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aubrey,K,DAL,NA,NA,NA,0.01,NA,0.48,NA,0.43,NA,0.45,NA,NA,NA,1.96,NA,6.07,NA,2571750,NFL,16414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,TEN,NA,NA,NA,0.07,NA,0.48,NA,0.48,NA,0.39,NA,NA,NA,1.74,NA,6,NA,2507225,NFL,8851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,NA,NA,NA,NA,0.48,NA,0.49,NA,0.39,NA,NA,NA,1.91,NA,5.99,NA,2550636,NFL,11945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anders Carlson,K,GB,NA,NA,NA,NA,NA,0.48,NA,0.41,NA,0.45,NA,NA,NA,1.93,NA,5.95,NA,2569750,NFL,16339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dustin Hopkins,K,CLE,NA,NA,NA,0.11,NA,0.48,NA,0.52,NA,0.39,NA,NA,NA,1.39,NA,5.89,NA,2539227,NFL,11387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,BUF,NA,NA,NA,0.01,NA,0.48,NA,0.48,NA,0.39,NA,NA,NA,1.73,NA,5.81,NA,2563596,NFL,14983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Zuerlein,K,NYJ,NA,NA,NA,NA,NA,0.48,NA,0.46,NA,0.39,NA,NA,NA,1.79,NA,5.78,NA,2534797,NFL,10868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameron Dicker,K,LAC,NA,NA,NA,0.02,NA,0.48,NA,0.44,NA,0.45,NA,NA,NA,1.55,NA,5.72,NA,2568435,NFL,15979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Grupe,K,NO,NA,NA,NA,NA,NA,0.48,NA,0.42,NA,0.45,NA,NA,NA,1.59,NA,5.64,NA,2571234,NFL,16444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,NA,NA,0.03,NA,0.48,NA,0.5,NA,0.45,NA,NA,NA,0.97,NA,5.35,NA,71309,NFL,9694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,NA,NA,NA,NA,0.47,NA,0.61,NA,0.5,NA,NA,NA,0.52,NA,5.26,NA,2558172,NFL,13303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chad Ryland,K,NE,NA,NA,NA,0.03,NA,0.48,NA,0.43,NA,0.47,NA,NA,NA,0.69,NA,4.92,NA,2570125,NFL,16292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
